viper_dwindle v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.5 MB
viper_dwindle v14 769 games, 792358 moves, e=0.216, loss: 5.6, -, 10.7% elo% vs. gir, avg. reward: -1.433, 3.040 sec/game, 30.5 min. total, 616.7 MB
viper_dwindle v14 770 games, 794030 moves, e=0.214, loss: 5.7, -, 10.6% elo% vs. gir, avg. reward: -1.416, 3.042 sec/game, 30.6 min. total, 617.4 MB
viper_dwindle v14 771 games, 796123 moves, e=0.212, loss: 6.3, -, 10.4% elo% vs. gir, avg. reward: -1.398, 3.092 sec/game, 30.7 min. total, 619.9 MB
viper_dwindle v14 772 games, 797989 moves, e=0.210, loss: 6.3, +, 12.0% elo% vs. gir, avg. reward: -1.384, 3.117 sec/game, 30.7 min. total, 620.6 MB
viper_dwindle v14 773 games, 799814 moves, e=0.208, loss: 6.7, +, 13.8% elo% vs. gir, avg. reward: -1.369, 3.164 sec/game, 30.8 min. total, 619.9 MB
viper_dwindle v14 774 games, 801619 moves, e=0.206, loss: 6.8, -, 13.5% elo% vs. gir, avg. reward: -1.354, 3.168 sec/game, 30.8 min. total, 618.5 MB
viper_dwindle v14 775 games, 803103 moves, e=0.205, loss: 7.4, -, 13.2% elo% vs. gir, avg. reward: -1.351, 3.170 sec/game, 30.9 min. total, 620.2 MB
viper_dwindle v14 776 games, 804792 moves, e=0.203, loss: 7.3, -, 13.0% elo% vs. gir, avg. reward: -1.340, 3.168 sec/game, 30.9 min. total, 620.8 MB
viper_dwindle v14 777 games, 806489 moves, e=0.202, loss: 7.9, +, 14.9% elo% vs. gir, avg. reward: -1.326, 3.173 sec/game, 31.0 min. total, 620.0 MB
viper_dwindle v14 778 games, 808367 moves, e=0.200, loss: 7.6, -, 14.5% elo% vs. gir, avg. reward: -1.312, 3.184 sec/game, 31.0 min. total, 622.5 MB
viper_dwindle v14 779 games, 810234 moves, e=0.198, loss: 7.4, -, 14.2% elo% vs. gir, avg. reward: -1.300, 3.194 sec/game, 31.1 min. total, 621.2 MB
viper_dwindle v14 780 games, 811951 moves, e=0.196, loss: 7.7, -, 13.9% elo% vs. gir, avg. reward: -1.295, 3.187 sec/game, 31.1 min. total, 621.7 MB
viper_dwindle v14 781 games, 813752 moves, e=0.194, loss: 7.7, -, 13.6% elo% vs. gir, avg. reward: -1.284, 3.182 sec/game, 31.2 min. total, 621.7 MB
viper_dwindle v14 782 games, 815393 moves, e=0.193, loss: 7.6, -, 13.3% elo% vs. gir, avg. reward: -1.274, 3.179 sec/game, 31.2 min. total, 620.4 MB
viper_dwindle v14 783 games, 817136 moves, e=0.191, loss: 7.3, +, 15.3% elo% vs. gir, avg. reward: -1.263, 3.168 sec/game, 31.3 min. total, 621.9 MB
viper_dwindle v14 784 games, 818884 moves, e=0.189, loss: 7.8, -, 14.9% elo% vs. gir, avg. reward: -1.250, 3.165 sec/game, 31.3 min. total, 623.1 MB
viper_dwindle v14 785 games, 820874 moves, e=0.187, loss: 7.5, -, 14.5% elo% vs. gir, avg. reward: -1.237, 3.184 sec/game, 31.4 min. total, 622.8 MB
viper_dwindle v14 786 games, 822794 moves, e=0.185, loss: 7.5, -, 14.2% elo% vs. gir, avg. reward: -1.219, 3.179 sec/game, 31.4 min. total, 623.4 MB
viper_dwindle v14 787 games, 824740 moves, e=0.184, loss: 7.2, -, 13.9% elo% vs. gir, avg. reward: -1.207, 3.195 sec/game, 31.5 min. total, 624.4 MB
viper_dwindle v14 788 games, 826675 moves, e=0.182, loss: 7.1, -, 13.6% elo% vs. gir, avg. reward: -1.191, 3.203 sec/game, 31.6 min. total, 624.5 MB
viper_dwindle v14 789 games, 828449 moves, e=0.180, loss: 6.8, -, 13.3% elo% vs. gir, avg. reward: -1.179, 3.192 sec/game, 31.6 min. total, 625.9 MB
viper_dwindle v14 790 games, 830422 moves, e=0.178, loss: 6.6, -, 13.0% elo% vs. gir, avg. reward: -1.166, 3.217 sec/game, 31.7 min. total, 623.3 MB
viper_dwindle v14 791 games, 832256 moves, e=0.176, loss: 7.0, ., 13.8% elo% vs. gir, avg. reward: -1.144, 3.192 sec/game, 31.7 min. total, 626.9 MB
viper_dwindle v14 792 games, 833922 moves, e=0.174, loss: 7.1, -, 13.5% elo% vs. gir, avg. reward: -1.128, 3.174 sec/game, 31.8 min. total, 624.9 MB
viper_dwindle v14 793 games, 835834 moves, e=0.173, loss: 7.4, -, 13.2% elo% vs. gir, avg. reward: -1.117, 3.155 sec/game, 31.8 min. total, 625.1 MB
viper_dwindle v14 794 games, 837791 moves, e=0.171, loss: 7.6, -, 13.0% elo% vs. gir, avg. reward: -1.108, 3.182 sec/game, 31.9 min. total, 625.2 MB
viper_dwindle v14 795 games, 839558 moves, e=0.169, loss: 7.7, -, 12.7% elo% vs. gir, avg. reward: -1.099, 3.191 sec/game, 31.9 min. total, 627.1 MB
viper_dwindle v14 796 games, 841296 moves, e=0.167, loss: 8.2, -, 12.4% elo% vs. gir, avg. reward: -1.087, 3.207 sec/game, 32.0 min. total, 628.2 MB
viper_dwindle v14 797 games, 843086 moves, e=0.165, loss: 8.0, +, 14.3% elo% vs. gir, avg. reward: -1.081, 3.216 sec/game, 32.0 min. total, 626.0 MB
viper_dwindle v14 798 games, 845113 moves, e=0.163, loss: 7.7, -, 14.0% elo% vs. gir, avg. reward: -1.064, 3.231 sec/game, 32.1 min. total, 627.4 MB
viper_dwindle v14 799 games, 846994 moves, e=0.161, loss: 7.3, -, 13.7% elo% vs. gir, avg. reward: -1.053, 3.248 sec/game, 32.2 min. total, 626.5 MB
viper_dwindle v14 800 games, 848706 moves, e=0.160, loss: 7.0, -, 13.4% elo% vs. gir, avg. reward: -1.038, 3.227 sec/game, 32.2 min. total, 627.1 MB
viper_dwindle v15 801 games, 850538 moves, e=0.158, loss: 6.6, -, 47.7% elo% vs. gir, avg. reward: -1.029, 3.237 sec/game, 32.3 min. total, 628.1 MB
viper_dwindle v15 802 games, 852238 moves, e=0.156, loss: 7.1, -, 45.5% elo% vs. gir, avg. reward: -1.021, 3.225 sec/game, 32.3 min. total, 628.9 MB
viper_dwindle v15 803 games, 854082 moves, e=0.154, loss: 7.6, ., 45.7% elo% vs. gir, avg. reward: -1.005, 3.242 sec/game, 32.4 min. total, 630.4 MB
viper_dwindle v15 804 games, 856106 moves, e=0.152, loss: 7.5, -, 43.6% elo% vs. gir, avg. reward: -0.993, 3.263 sec/game, 32.4 min. total, 630.5 MB
viper_dwindle v15 805 games, 858116 moves, e=0.150, loss: 7.1, -, 41.7% elo% vs. gir, avg. reward: -0.983, 3.254 sec/game, 32.5 min. total, 629.2 MB
viper_dwindle v15 806 games, 859825 moves, e=0.149, loss: 6.6, -, 39.8% elo% vs. gir, avg. reward: -0.976, 3.250 sec/game, 32.5 min. total, 631.3 MB
viper_dwindle v15 807 games, 861452 moves, e=0.147, loss: 6.8, -, 38.1% elo% vs. gir, avg. reward: -0.969, 3.216 sec/game, 32.6 min. total, 631.8 MB
viper_dwindle v15 808 games, 863419 moves, e=0.145, loss: 6.9, ., 38.6% elo% vs. gir, avg. reward: -0.954, 3.226 sec/game, 32.6 min. total, 630.7 MB
viper_dwindle v15 809 games, 865434 moves, e=0.143, loss: 6.3, -, 36.9% elo% vs. gir, avg. reward: -0.944, 3.234 sec/game, 32.7 min. total, 631.3 MB
viper_dwindle v15 810 games, 867276 moves, e=0.141, loss: 7.0, -, 35.4% elo% vs. gir, avg. reward: -0.941, 3.234 sec/game, 32.7 min. total, 633.1 MB
viper_dwindle v15 811 games, 869201 moves, e=0.139, loss: 6.1, -, 33.9% elo% vs. gir, avg. reward: -0.925, 3.233 sec/game, 32.8 min. total, 632.2 MB
viper_dwindle v15 812 games, 871005 moves, e=0.138, loss: 6.5, -, 32.5% elo% vs. gir, avg. reward: -0.917, 3.236 sec/game, 32.8 min. total, 630.9 MB
viper_dwindle v15 813 games, 872838 moves, e=0.136, loss: 7.0, ., 33.2% elo% vs. gir, avg. reward: -0.903, 3.257 sec/game, 32.9 min. total, 633.6 MB
viper_dwindle v15 814 games, 874913 moves, e=0.134, loss: 6.5, -, 31.9% elo% vs. gir, avg. reward: -0.883, 3.248 sec/game, 33.0 min. total, 633.4 MB
viper_dwindle v15 815 games, 876871 moves, e=0.132, loss: 6.7, +, 34.6% elo% vs. gir, avg. reward: -0.865, 3.279 sec/game, 33.0 min. total, 633.4 MB
viper_dwindle v15 816 games, 879280 moves, e=0.130, loss: 6.3, -, 33.2% elo% vs. gir, avg. reward: -0.852, 3.325 sec/game, 33.1 min. total, 632.6 MB
viper_dwindle v15 817 games, 881387 moves, e=0.127, loss: 7.0, +, 36.0% elo% vs. gir, avg. reward: -0.843, 3.340 sec/game, 33.1 min. total, 632.6 MB
viper_dwindle v15 818 games, 883343 moves, e=0.125, loss: 6.7, -, 34.5% elo% vs. gir, avg. reward: -0.832, 3.339 sec/game, 33.2 min. total, 635.2 MB
viper_dwindle v15 819 games, 885242 moves, e=0.124, loss: 7.0, ., 35.1% elo% vs. gir, avg. reward: -0.823, 3.320 sec/game, 33.3 min. total, 637.7 MB
viper_dwindle v15 820 games, 887252 moves, e=0.122, loss: 6.9, -, 33.7% elo% vs. gir, avg. reward: -0.815, 3.372 sec/game, 33.3 min. total, 636.8 MB
viper_dwindle v15 821 games, 889373 moves, e=0.120, loss: 6.8, -, 32.3% elo% vs. gir, avg. reward: -0.807, 3.404 sec/game, 33.4 min. total, 638.2 MB
viper_dwindle v15 822 games, 891368 moves, e=0.118, loss: 7.2, -, 31.0% elo% vs. gir, avg. reward: -0.800, 3.414 sec/game, 33.4 min. total, 636.0 MB
viper_dwindle v15 823 games, 893162 moves, e=0.116, loss: 7.0, -, 29.8% elo% vs. gir, avg. reward: -0.792, 3.410 sec/game, 33.5 min. total, 638.2 MB
viper_dwindle v15 824 games, 895410 moves, e=0.114, loss: 6.1, -, 28.7% elo% vs. gir, avg. reward: -0.784, 3.433 sec/game, 33.6 min. total, 637.1 MB
viper_dwindle v15 825 games, 897514 moves, e=0.111, loss: 6.8, -, 27.6% elo% vs. gir, avg. reward: -0.778, 3.427 sec/game, 33.6 min. total, 636.6 MB
viper_dwindle v15 826 games, 899447 moves, e=0.110, loss: 6.8, -, 26.6% elo% vs. gir, avg. reward: -0.769, 3.451 sec/game, 33.7 min. total, 636.8 MB
viper_dwindle v15 827 games, 901394 moves, e=0.108, loss: 6.6, -, 25.7% elo% vs. gir, avg. reward: -0.764, 3.488 sec/game, 33.7 min. total, 639.1 MB
viper_dwindle v15 828 games, 903098 moves, e=0.106, loss: 7.2, -, 24.8% elo% vs. gir, avg. reward: -0.747, 3.461 sec/game, 33.8 min. total, 637.4 MB
viper_dwindle v15 829 games, 904882 moves, e=0.104, loss: 6.5, -, 23.9% elo% vs. gir, avg. reward: -0.737, 3.448 sec/game, 33.8 min. total, 638.3 MB
viper_dwindle v15 830 games, 906918 moves, e=0.102, loss: 7.3, -, 23.1% elo% vs. gir, avg. reward: -0.730, 3.455 sec/game, 33.9 min. total, 638.8 MB
viper_dwindle v15 831 games, 908601 moves, e=0.100, loss: 7.3, -, 22.4% elo% vs. gir, avg. reward: -0.716, 3.449 sec/game, 33.9 min. total, 638.8 MB
viper_dwindle v15 832 games, 910444 moves, e=0.099, loss: 8.0, -, 21.7% elo% vs. gir, avg. reward: -0.697, 3.442 sec/game, 34.0 min. total, 640.3 MB
viper_dwindle v15 833 games, 912429 moves, e=0.097, loss: 8.0, -, 21.0% elo% vs. gir, avg. reward: -0.683, 3.442 sec/game, 34.1 min. total, 639.0 MB
viper_dwindle v15 834 games, 914110 moves, e=0.095, loss: 8.0, -, 20.4% elo% vs. gir, avg. reward: -0.664, 3.425 sec/game, 34.1 min. total, 639.4 MB
viper_dwindle v15 835 games, 915736 moves, e=0.093, loss: 7.9, +, 22.9% elo% vs. gir, avg. reward: -0.648, 3.387 sec/game, 34.2 min. total, 640.3 MB
viper_dwindle v15 836 games, 917596 moves, e=0.092, loss: 7.5, -, 22.1% elo% vs. gir, avg. reward: -0.631, 3.345 sec/game, 34.2 min. total, 642.7 MB
viper_dwindle v15 837 games, 919535 moves, e=0.090, loss: 7.3, -, 21.4% elo% vs. gir, avg. reward: -0.617, 3.332 sec/game, 34.3 min. total, 640.8 MB
viper_dwindle v15 838 games, 921329 moves, e=0.088, loss: 6.7, -, 20.8% elo% vs. gir, avg. reward: -0.598, 3.309 sec/game, 34.3 min. total, 643.1 MB
viper_dwindle v15 839 games, 923405 moves, e=0.086, loss: 7.0, -, 20.1% elo% vs. gir, avg. reward: -0.588, 3.344 sec/game, 34.4 min. total, 641.4 MB
viper_dwindle v15 840 games, 925599 moves, e=0.084, loss: 6.8, ., 21.0% elo% vs. gir, avg. reward: -0.573, 3.327 sec/game, 34.4 min. total, 643.1 MB
viper_dwindle v15 841 games, 927638 moves, e=0.082, loss: 7.2, -, 20.4% elo% vs. gir, avg. reward: -0.553, 3.306 sec/game, 34.5 min. total, 642.3 MB
viper_dwindle v15 842 games, 929570 moves, e=0.080, loss: 6.6, -, 19.8% elo% vs. gir, avg. reward: -0.541, 3.323 sec/game, 34.6 min. total, 644.4 MB
viper_dwindle v15 843 games, 931637 moves, e=0.078, loss: 6.7, -, 19.2% elo% vs. gir, avg. reward: -0.525, 3.343 sec/game, 34.6 min. total, 644.6 MB
viper_dwindle v15 844 games, 933585 moves, e=0.076, loss: 6.7, +, 21.6% elo% vs. gir, avg. reward: -0.515, 3.310 sec/game, 34.7 min. total, 645.9 MB
viper_dwindle v15 845 games, 935470 moves, e=0.074, loss: 7.5, -, 21.0% elo% vs. gir, avg. reward: -0.502, 3.319 sec/game, 34.7 min. total, 644.2 MB
viper_dwindle v15 846 games, 937425 moves, e=0.072, loss: 7.6, -, 20.3% elo% vs. gir, avg. reward: -0.487, 3.303 sec/game, 34.8 min. total, 646.0 MB
viper_dwindle v15 847 games, 939068 moves, e=0.070, loss: 7.8, -, 19.7% elo% vs. gir, avg. reward: -0.474, 3.276 sec/game, 34.8 min. total, 646.3 MB
viper_dwindle v15 848 games, 940969 moves, e=0.068, loss: 8.0, -, 19.2% elo% vs. gir, avg. reward: -0.453, 3.297 sec/game, 34.9 min. total, 648.5 MB
viper_dwindle v15 849 games, 942950 moves, e=0.066, loss: 8.2, +, 21.6% elo% vs. gir, avg. reward: -0.432, 3.309 sec/game, 34.9 min. total, 647.2 MB
viper_dwindle v15 850 games, 945122 moves, e=0.064, loss: 7.7, -, 20.9% elo% vs. gir, avg. reward: -0.418, 3.329 sec/game, 35.0 min. total, 647.5 MB
viper_dwindle v15 851 games, 947141 moves, e=0.062, loss: 8.5, -, 20.3% elo% vs. gir, avg. reward: -0.403, 3.342 sec/game, 35.1 min. total, 649.3 MB
viper_dwindle v15 852 games, 949110 moves, e=0.060, loss: 8.5, -, 19.7% elo% vs. gir, avg. reward: -0.391, 3.362 sec/game, 35.1 min. total, 647.6 MB
viper_dwindle v15 853 games, 951063 moves, e=0.058, loss: 7.7, -, 19.1% elo% vs. gir, avg. reward: -0.369, 3.370 sec/game, 35.2 min. total, 647.3 MB
viper_dwindle v15 854 games, 953096 moves, e=0.056, loss: 7.3, -, 18.6% elo% vs. gir, avg. reward: -0.351, 3.381 sec/game, 35.2 min. total, 647.0 MB
viper_dwindle v15 855 games, 955187 moves, e=0.054, loss: 7.1, -, 18.1% elo% vs. gir, avg. reward: -0.335, 3.421 sec/game, 35.3 min. total, 650.7 MB
viper_dwindle v15 856 games, 957445 moves, e=0.052, loss: 6.4, -, 17.6% elo% vs. gir, avg. reward: -0.323, 3.457 sec/game, 35.4 min. total, 650.3 MB
viper_dwindle v15 857 games, 959698 moves, e=0.050, loss: 7.0, +, 19.9% elo% vs. gir, avg. reward: -0.315, 3.480 sec/game, 35.4 min. total, 648.1 MB
viper_dwindle v15 858 games, 962176 moves, e=0.047, loss: 6.3, -, 19.3% elo% vs. gir, avg. reward: -0.303, 3.525 sec/game, 35.5 min. total, 648.9 MB
viper_dwindle v15 859 games, 964189 moves, e=0.045, loss: 7.0, +, 21.7% elo% vs. gir, avg. reward: -0.284, 3.505 sec/game, 35.5 min. total, 652.0 MB
viper_dwindle v15 860 games, 966401 moves, e=0.043, loss: 7.0, -, 21.1% elo% vs. gir, avg. reward: -0.276, 3.524 sec/game, 35.6 min. total, 650.3 MB
viper_dwindle v15 861 games, 968463 moves, e=0.041, loss: 7.3, -, 20.4% elo% vs. gir, avg. reward: -0.267, 3.518 sec/game, 35.7 min. total, 649.9 MB
viper_dwindle v15 862 games, 970615 moves, e=0.039, loss: 7.1, -, 19.8% elo% vs. gir, avg. reward: -0.258, 3.522 sec/game, 35.7 min. total, 651.6 MB
viper_dwindle v15 863 games, 972414 moves, e=0.037, loss: 7.0, -, 19.3% elo% vs. gir, avg. reward: -0.242, 3.493 sec/game, 35.8 min. total, 651.6 MB
viper_dwindle v15 864 games, 974480 moves, e=0.035, loss: 6.5, -, 18.7% elo% vs. gir, avg. reward: -0.228, 3.509 sec/game, 35.8 min. total, 651.8 MB
viper_dwindle v15 865 games, 976592 moves, e=0.033, loss: 6.6, -, 18.2% elo% vs. gir, avg. reward: -0.216, 3.519 sec/game, 35.9 min. total, 651.7 MB
viper_dwindle v15 866 games, 979227 moves, e=0.031, loss: 6.8, -, 17.7% elo% vs. gir, avg. reward: -0.202, 3.584 sec/game, 36.0 min. total, 652.3 MB
viper_dwindle v15 867 games, 981210 moves, e=0.029, loss: 6.6, +, 20.0% elo% vs. gir, avg. reward: -0.182, 3.590 sec/game, 36.0 min. total, 653.2 MB
viper_dwindle v15 868 games, 983303 moves, e=0.027, loss: 6.4, -, 19.4% elo% vs. gir, avg. reward: -0.169, 3.612 sec/game, 36.1 min. total, 651.9 MB
viper_dwindle v15 869 games, 985238 moves, e=0.025, loss: 6.5, -, 18.9% elo% vs. gir, avg. reward: -0.156, 3.608 sec/game, 36.1 min. total, 654.1 MB
viper_dwindle v15 870 games, 987213 moves, e=0.023, loss: 6.4, -, 18.3% elo% vs. gir, avg. reward: -0.143, 3.572 sec/game, 36.2 min. total, 654.4 MB
viper_dwindle v15 871 games, 989180 moves, e=0.021, loss: 6.6, -, 17.8% elo% vs. gir, avg. reward: -0.127, 3.580 sec/game, 36.3 min. total, 655.0 MB
viper_dwindle v15 872 games, 991012 moves, e=0.019, loss: 6.8, -, 17.4% elo% vs. gir, avg. reward: -0.114, 3.572 sec/game, 36.3 min. total, 653.9 MB
viper_dwindle v15 873 games, 993083 moves, e=0.017, loss: 6.8, -, 16.9% elo% vs. gir, avg. reward: -0.100, 3.574 sec/game, 36.4 min. total, 653.8 MB
viper_dwindle v15 874 games, 995342 moves, e=0.015, loss: 6.8, -, 16.5% elo% vs. gir, avg. reward: -0.083, 3.617 sec/game, 36.4 min. total, 654.4 MB
viper_dwindle v15 875 games, 997484 moves, e=0.012, loss: 6.6, -, 16.1% elo% vs. gir, avg. reward: -0.053, 3.606 sec/game, 36.5 min. total, 654.4 MB
viper_dwindle v15 876 games, 999711 moves, e=0.010, loss: 6.4, -, 15.7% elo% vs. gir, avg. reward: -0.036, 3.594 sec/game, 36.6 min. total, 657.2 MB
viper_dwindle v15 877 games, 1002103 moves, e=0.010, loss: 5.8, +, 17.8% elo% vs. gir, avg. reward: -0.022, 3.618 sec/game, 36.6 min. total, 656.6 MB
viper_dwindle v15 878 games, 1004227 moves, e=0.010, loss: 5.9, -, 17.4% elo% vs. gir, avg. reward: -0.008, 3.596 sec/game, 36.7 min. total, 656.6 MB
viper_dwindle v15 879 games, 1007063 moves, e=0.010, loss: 5.0, -, 16.9% elo% vs. gir, avg. reward: 0.005, 3.653 sec/game, 36.8 min. total, 659.1 MB
viper_dwindle v15 880 games, 1009443 moves, e=0.010, loss: 5.3, -, 16.5% elo% vs. gir, avg. reward: 0.018, 3.655 sec/game, 36.8 min. total, 657.8 MB
viper_dwindle v15 881 games, 1011378 moves, e=0.010, loss: 6.3, -, 16.1% elo% vs. gir, avg. reward: 0.035, 3.658 sec/game, 36.9 min. total, 659.1 MB
viper_dwindle v15 882 games, 1013574 moves, e=0.010, loss: 6.2, -, 15.7% elo% vs. gir, avg. reward: 0.050, 3.666 sec/game, 36.9 min. total, 658.3 MB
viper_dwindle v15 883 games, 1015642 moves, e=0.010, loss: 6.3, -, 15.3% elo% vs. gir, avg. reward: 0.063, 3.687 sec/game, 37.0 min. total, 658.4 MB
viper_dwindle v15 884 games, 1017794 moves, e=0.010, loss: 6.9, ., 16.1% elo% vs. gir, avg. reward: 0.079, 3.699 sec/game, 37.1 min. total, 660.3 MB
viper_dwindle v15 885 games, 1020010 moves, e=0.010, loss: 6.0, -, 15.7% elo% vs. gir, avg. reward: 0.095, 3.706 sec/game, 37.1 min. total, 658.1 MB
viper_dwindle v15 886 games, 1021978 moves, e=0.010, loss: 6.2, -, 15.4% elo% vs. gir, avg. reward: 0.114, 3.660 sec/game, 37.2 min. total, 660.1 MB
viper_dwindle v15 887 games, 1024044 moves, e=0.010, loss: 5.8, -, 15.0% elo% vs. gir, avg. reward: 0.128, 3.689 sec/game, 37.3 min. total, 659.0 MB
viper_dwindle v15 888 games, 1026239 moves, e=0.010, loss: 5.4, -, 14.6% elo% vs. gir, avg. reward: 0.142, 3.687 sec/game, 37.3 min. total, 660.3 MB
viper_dwindle v15 889 games, 1028243 moves, e=0.010, loss: 4.8, -, 14.3% elo% vs. gir, avg. reward: 0.157, 3.712 sec/game, 37.4 min. total, 662.1 MB
viper_dwindle v15 890 games, 1030267 moves, e=0.010, loss: 5.0, -, 14.0% elo% vs. gir, avg. reward: 0.177, 3.711 sec/game, 37.4 min. total, 660.4 MB
viper_dwindle v15 891 games, 1032339 moves, e=0.010, loss: 4.7, -, 13.7% elo% vs. gir, avg. reward: 0.192, 3.715 sec/game, 37.5 min. total, 661.1 MB
viper_dwindle v15 892 games, 1034318 moves, e=0.010, loss: 4.5, -, 13.4% elo% vs. gir, avg. reward: 0.207, 3.705 sec/game, 37.5 min. total, 661.2 MB
viper_dwindle v15 893 games, 1036278 moves, e=0.010, loss: 5.2, -, 13.1% elo% vs. gir, avg. reward: 0.218, 3.681 sec/game, 37.6 min. total, 662.7 MB
viper_dwindle v15 894 games, 1038381 moves, e=0.010, loss: 4.7, -, 12.8% elo% vs. gir, avg. reward: 0.234, 3.643 sec/game, 37.7 min. total, 663.0 MB
viper_dwindle v15 895 games, 1040238 moves, e=0.010, loss: 5.2, +, 14.7% elo% vs. gir, avg. reward: 0.253, 3.613 sec/game, 37.7 min. total, 663.4 MB
viper_dwindle v15 896 games, 1042112 moves, e=0.010, loss: 5.7, -, 14.4% elo% vs. gir, avg. reward: 0.268, 3.573 sec/game, 37.7 min. total, 664.4 MB
viper_dwindle v15 897 games, 1044065 moves, e=0.010, loss: 5.9, -, 14.1% elo% vs. gir, avg. reward: 0.288, 3.514 sec/game, 37.8 min. total, 663.7 MB
viper_dwindle v15 898 games, 1045972 moves, e=0.010, loss: 5.5, -, 13.8% elo% vs. gir, avg. reward: 0.299, 3.487 sec/game, 37.8 min. total, 664.3 MB
viper_dwindle v15 899 games, 1048248 moves, e=0.010, loss: 5.3, +, 15.8% elo% vs. gir, avg. reward: 0.310, 3.433 sec/game, 37.9 min. total, 664.7 MB
viper_dwindle v15 900 games, 1050171 moves, e=0.010, loss: 5.4, -, 15.4% elo% vs. gir, avg. reward: 0.327, 3.379 sec/game, 38.0 min. total, 665.2 MB
viper_dwindle v16 901 games, 1052130 moves, e=0.010, loss: 5.4, +, 52.3% elo% vs. gir, avg. reward: 0.343, 3.365 sec/game, 38.0 min. total, 663.9 MB
viper_dwindle v16 902 games, 1054065 moves, e=0.010, loss: 5.2, -, 49.9% elo% vs. gir, avg. reward: 0.361, 3.332 sec/game, 38.1 min. total, 667.0 MB
viper_dwindle v16 903 games, 1055994 moves, e=0.010, loss: 5.6, -, 47.6% elo% vs. gir, avg. reward: 0.377, 3.309 sec/game, 38.1 min. total, 665.2 MB
viper_dwindle v16 904 games, 1058143 moves, e=0.010, loss: 6.0, -, 45.4% elo% vs. gir, avg. reward: 0.387, 3.285 sec/game, 38.2 min. total, 667.1 MB
viper_dwindle v16 905 games, 1059997 moves, e=0.010, loss: 6.0, -, 43.4% elo% vs. gir, avg. reward: 0.405, 3.238 sec/game, 38.2 min. total, 667.4 MB
viper_dwindle v16 906 games, 1061936 moves, e=0.010, loss: 6.3, +, 45.9% elo% vs. gir, avg. reward: 0.422, 3.211 sec/game, 38.3 min. total, 667.4 MB
viper_dwindle v16 907 games, 1063706 moves, e=0.010, loss: 6.1, -, 43.8% elo% vs. gir, avg. reward: 0.445, 3.168 sec/game, 38.3 min. total, 667.4 MB
viper_dwindle v16 908 games, 1065591 moves, e=0.010, loss: 5.2, -, 41.9% elo% vs. gir, avg. reward: 0.461, 3.122 sec/game, 38.4 min. total, 669.0 MB
viper_dwindle v16 909 games, 1067858 moves, e=0.010, loss: 5.3, -, 40.0% elo% vs. gir, avg. reward: 0.476, 3.107 sec/game, 38.4 min. total, 671.6 MB
viper_dwindle v16 910 games, 1069930 moves, e=0.010, loss: 5.1, -, 38.2% elo% vs. gir, avg. reward: 0.489, 3.119 sec/game, 38.5 min. total, 670.7 MB
viper_dwindle v16 911 games, 1072109 moves, e=0.010, loss: 4.6, -, 36.6% elo% vs. gir, avg. reward: 0.498, 3.105 sec/game, 38.5 min. total, 669.9 MB
viper_dwindle v16 912 games, 1074131 moves, e=0.010, loss: 5.2, -, 35.0% elo% vs. gir, avg. reward: 0.515, 3.110 sec/game, 38.6 min. total, 672.1 MB
viper_dwindle v16 913 games, 1076440 moves, e=0.010, loss: 5.3, -, 33.6% elo% vs. gir, avg. reward: 0.523, 3.125 sec/game, 38.6 min. total, 672.2 MB
viper_dwindle v16 914 games, 1078287 moves, e=0.010, loss: 5.7, -, 32.2% elo% vs. gir, avg. reward: 0.535, 3.103 sec/game, 38.7 min. total, 671.3 MB
viper_dwindle v16 915 games, 1080461 moves, e=0.010, loss: 5.9, -, 30.9% elo% vs. gir, avg. reward: 0.547, 3.129 sec/game, 38.7 min. total, 670.2 MB
viper_dwindle v16 916 games, 1082856 moves, e=0.010, loss: 5.8, -, 29.7% elo% vs. gir, avg. reward: 0.558, 3.159 sec/game, 38.8 min. total, 673.0 MB
viper_dwindle v16 917 games, 1084668 moves, e=0.010, loss: 6.3, -, 28.6% elo% vs. gir, avg. reward: 0.571, 3.151 sec/game, 38.8 min. total, 672.1 MB
viper_dwindle v16 918 games, 1087011 moves, e=0.010, loss: 5.1, -, 27.5% elo% vs. gir, avg. reward: 0.585, 3.179 sec/game, 38.9 min. total, 671.9 MB
viper_dwindle v16 919 games, 1088854 moves, e=0.010, loss: 5.1, -, 26.5% elo% vs. gir, avg. reward: 0.597, 3.147 sec/game, 39.0 min. total, 671.9 MB
viper_dwindle v16 920 games, 1090883 moves, e=0.010, loss: 4.8, +, 29.3% elo% vs. gir, avg. reward: 0.610, 3.157 sec/game, 39.0 min. total, 674.1 MB
viper_dwindle v16 921 games, 1092638 moves, e=0.010, loss: 4.8, -, 28.2% elo% vs. gir, avg. reward: 0.628, 3.147 sec/game, 39.1 min. total, 673.5 MB
viper_dwindle v16 922 games, 1094874 moves, e=0.010, loss: 5.3, -, 27.1% elo% vs. gir, avg. reward: 0.639, 3.158 sec/game, 39.1 min. total, 672.7 MB
viper_dwindle v16 923 games, 1096650 moves, e=0.010, loss: 5.6, -, 26.1% elo% vs. gir, avg. reward: 0.654, 3.145 sec/game, 39.2 min. total, 672.9 MB
