amendable_wisdom v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 300.7 MB
amendable_wisdom v3 140 games, 102103 moves, e=0.899, loss: 24.2, ., 57.1% elo% vs. guard_bot, avg. reward: -6.318, 0.801 sec/game, 1.7 min. total, 428.7 MB
amendable_wisdom v3 141 games, 102846 moves, e=0.898, loss: 25.0, ., 56.8% elo% vs. guard_bot, avg. reward: -6.319, 0.802 sec/game, 1.7 min. total, 428.7 MB
amendable_wisdom v3 142 games, 103693 moves, e=0.897, loss: 24.5, ., 56.5% elo% vs. guard_bot, avg. reward: -6.301, 0.808 sec/game, 1.8 min. total, 429.0 MB
amendable_wisdom v3 143 games, 104431 moves, e=0.897, loss: 24.1, ., 56.2% elo% vs. guard_bot, avg. reward: -6.291, 0.816 sec/game, 1.8 min. total, 429.1 MB
amendable_wisdom v3 144 games, 105229 moves, e=0.896, loss: 24.1, ., 55.9% elo% vs. guard_bot, avg. reward: -6.284, 0.821 sec/game, 1.8 min. total, 429.9 MB
amendable_wisdom v3 145 games, 106067 moves, e=0.895, loss: 23.9, ., 55.7% elo% vs. guard_bot, avg. reward: -6.266, 0.828 sec/game, 1.8 min. total, 430.0 MB
amendable_wisdom v3 146 games, 106774 moves, e=0.894, loss: 24.5, ., 55.4% elo% vs. guard_bot, avg. reward: -6.250, 0.833 sec/game, 1.8 min. total, 430.0 MB
amendable_wisdom v3 147 games, 107492 moves, e=0.894, loss: 24.5, ., 55.2% elo% vs. guard_bot, avg. reward: -6.254, 0.827 sec/game, 1.8 min. total, 430.0 MB
amendable_wisdom v3 148 games, 108228 moves, e=0.893, loss: 24.8, ., 54.9% elo% vs. guard_bot, avg. reward: -6.255, 0.822 sec/game, 1.8 min. total, 430.0 MB
amendable_wisdom v3 149 games, 108906 moves, e=0.892, loss: 24.5, +, 57.0% elo% vs. guard_bot, avg. reward: -6.258, 0.816 sec/game, 1.9 min. total, 430.0 MB
amendable_wisdom v3 150 games, 109618 moves, e=0.891, loss: 25.1, ., 56.7% elo% vs. guard_bot, avg. reward: -6.252, 0.816 sec/game, 1.9 min. total, 430.0 MB
amendable_wisdom v3 151 games, 110285 moves, e=0.891, loss: 25.2, ., 56.4% elo% vs. guard_bot, avg. reward: -6.261, 0.811 sec/game, 1.9 min. total, 430.0 MB
amendable_wisdom v3 152 games, 111113 moves, e=0.890, loss: 26.2, ., 56.1% elo% vs. guard_bot, avg. reward: -6.248, 0.811 sec/game, 1.9 min. total, 430.0 MB
amendable_wisdom v3 153 games, 111841 moves, e=0.889, loss: 26.0, +, 58.1% elo% vs. guard_bot, avg. reward: -6.241, 0.796 sec/game, 1.9 min. total, 430.0 MB
amendable_wisdom v3 154 games, 112589 moves, e=0.889, loss: 26.6, ., 57.7% elo% vs. guard_bot, avg. reward: -6.244, 0.802 sec/game, 1.9 min. total, 430.0 MB
amendable_wisdom v3 155 games, 113420 moves, e=0.888, loss: 26.8, ., 57.3% elo% vs. guard_bot, avg. reward: -6.230, 0.809 sec/game, 1.9 min. total, 430.1 MB
amendable_wisdom v3 156 games, 114136 moves, e=0.887, loss: 26.7, ., 57.0% elo% vs. guard_bot, avg. reward: -6.229, 0.803 sec/game, 1.9 min. total, 430.1 MB
amendable_wisdom v3 157 games, 114860 moves, e=0.886, loss: 27.0, ., 56.7% elo% vs. guard_bot, avg. reward: -6.233, 0.798 sec/game, 2.0 min. total, 430.1 MB
amendable_wisdom v3 158 games, 115699 moves, e=0.885, loss: 27.3, ., 56.4% elo% vs. guard_bot, avg. reward: -6.223, 0.799 sec/game, 2.0 min. total, 430.1 MB
amendable_wisdom v3 159 games, 116551 moves, e=0.885, loss: 26.1, ., 56.1% elo% vs. guard_bot, avg. reward: -6.201, 0.798 sec/game, 2.0 min. total, 430.2 MB
amendable_wisdom v3 160 games, 117271 moves, e=0.884, loss: 25.9, +, 58.1% elo% vs. guard_bot, avg. reward: -6.203, 0.802 sec/game, 2.0 min. total, 430.8 MB
amendable_wisdom v3 161 games, 118061 moves, e=0.883, loss: 26.4, ., 57.7% elo% vs. guard_bot, avg. reward: -6.190, 0.804 sec/game, 2.0 min. total, 430.8 MB
amendable_wisdom v3 162 games, 118828 moves, e=0.882, loss: 26.9, ., 57.4% elo% vs. guard_bot, avg. reward: -6.190, 0.797 sec/game, 2.0 min. total, 430.8 MB
amendable_wisdom v3 163 games, 119680 moves, e=0.882, loss: 26.8, ., 57.0% elo% vs. guard_bot, avg. reward: -6.189, 0.808 sec/game, 2.0 min. total, 430.8 MB
amendable_wisdom v3 164 games, 120450 moves, e=0.881, loss: 26.4, ., 56.7% elo% vs. guard_bot, avg. reward: -6.182, 0.802 sec/game, 2.1 min. total, 430.8 MB
amendable_wisdom v3 165 games, 121227 moves, e=0.880, loss: 26.0, ., 56.4% elo% vs. guard_bot, avg. reward: -6.172, 0.802 sec/game, 2.1 min. total, 430.8 MB
amendable_wisdom v3 166 games, 121969 moves, e=0.879, loss: 26.0, ., 56.1% elo% vs. guard_bot, avg. reward: -6.165, 0.797 sec/game, 2.1 min. total, 430.8 MB
amendable_wisdom v3 167 games, 122715 moves, e=0.879, loss: 26.5, ., 55.8% elo% vs. guard_bot, avg. reward: -6.166, 0.803 sec/game, 2.1 min. total, 430.9 MB
amendable_wisdom v3 168 games, 123511 moves, e=0.878, loss: 26.2, ., 55.6% elo% vs. guard_bot, avg. reward: -6.158, 0.805 sec/game, 2.1 min. total, 430.9 MB
amendable_wisdom v3 169 games, 124297 moves, e=0.877, loss: 26.4, ., 55.3% elo% vs. guard_bot, avg. reward: -6.157, 0.817 sec/game, 2.1 min. total, 431.6 MB
amendable_wisdom v3 170 games, 125069 moves, e=0.876, loss: 25.4, ., 55.1% elo% vs. guard_bot, avg. reward: -6.144, 0.818 sec/game, 2.1 min. total, 431.6 MB
amendable_wisdom v3 171 games, 125824 moves, e=0.875, loss: 25.4, +, 57.1% elo% vs. guard_bot, avg. reward: -6.141, 0.824 sec/game, 2.2 min. total, 431.9 MB
amendable_wisdom v3 172 games, 126673 moves, e=0.875, loss: 25.1, ., 56.8% elo% vs. guard_bot, avg. reward: -6.128, 0.821 sec/game, 2.2 min. total, 431.9 MB
amendable_wisdom v3 173 games, 127500 moves, e=0.874, loss: 25.6, ., 56.5% elo% vs. guard_bot, avg. reward: -6.121, 0.831 sec/game, 2.2 min. total, 432.3 MB
amendable_wisdom v3 174 games, 128128 moves, e=0.873, loss: 25.0, ., 56.2% elo% vs. guard_bot, avg. reward: -6.114, 0.825 sec/game, 2.2 min. total, 432.6 MB
amendable_wisdom v3 175 games, 128853 moves, e=0.872, loss: 25.0, ., 55.9% elo% vs. guard_bot, avg. reward: -6.120, 0.813 sec/game, 2.2 min. total, 433.1 MB
amendable_wisdom v3 176 games, 129725 moves, e=0.872, loss: 25.1, ., 55.6% elo% vs. guard_bot, avg. reward: -6.110, 0.826 sec/game, 2.2 min. total, 434.1 MB
amendable_wisdom v3 177 games, 130497 moves, e=0.871, loss: 24.7, ., 55.4% elo% vs. guard_bot, avg. reward: -6.108, 0.832 sec/game, 2.2 min. total, 434.3 MB
amendable_wisdom v3 178 games, 131146 moves, e=0.870, loss: 24.0, ., 55.1% elo% vs. guard_bot, avg. reward: -6.112, 0.824 sec/game, 2.2 min. total, 434.3 MB
amendable_wisdom v3 179 games, 131877 moves, e=0.869, loss: 24.7, ., 54.9% elo% vs. guard_bot, avg. reward: -6.114, 0.818 sec/game, 2.3 min. total, 434.3 MB
amendable_wisdom v3 180 games, 132758 moves, e=0.869, loss: 25.1, +, 57.0% elo% vs. guard_bot, avg. reward: -6.097, 0.826 sec/game, 2.3 min. total, 434.3 MB
amendable_wisdom v3 181 games, 133433 moves, e=0.868, loss: 25.6, ., 56.6% elo% vs. guard_bot, avg. reward: -6.099, 0.820 sec/game, 2.3 min. total, 434.3 MB
amendable_wisdom v3 182 games, 134156 moves, e=0.867, loss: 25.7, +, 58.6% elo% vs. guard_bot, avg. reward: -6.101, 0.822 sec/game, 2.3 min. total, 434.3 MB
amendable_wisdom v3 183 games, 134977 moves, e=0.866, loss: 25.1, +, 60.4% elo% vs. guard_bot, avg. reward: -6.086, 0.817 sec/game, 2.3 min. total, 434.3 MB
amendable_wisdom v3 184 games, 135752 moves, e=0.866, loss: 25.0, ., 60.0% elo% vs. guard_bot, avg. reward: -6.085, 0.817 sec/game, 2.3 min. total, 434.3 MB
amendable_wisdom v3 185 games, 136504 moves, e=0.865, loss: 25.0, ., 59.5% elo% vs. guard_bot, avg. reward: -6.086, 0.817 sec/game, 2.3 min. total, 434.3 MB
amendable_wisdom v3 186 games, 137211 moves, e=0.864, loss: 24.9, ., 59.1% elo% vs. guard_bot, avg. reward: -6.082, 0.817 sec/game, 2.4 min. total, 434.4 MB
amendable_wisdom v3 187 games, 138083 moves, e=0.863, loss: 25.7, ., 58.7% elo% vs. guard_bot, avg. reward: -6.078, 0.825 sec/game, 2.4 min. total, 434.4 MB
amendable_wisdom v3 188 games, 138958 moves, e=0.862, loss: 25.0, ., 58.3% elo% vs. guard_bot, avg. reward: -6.065, 0.831 sec/game, 2.4 min. total, 434.7 MB
amendable_wisdom v3 189 games, 139674 moves, e=0.862, loss: 25.3, ., 57.9% elo% vs. guard_bot, avg. reward: -6.071, 0.826 sec/game, 2.4 min. total, 434.7 MB
amendable_wisdom v3 190 games, 140355 moves, e=0.861, loss: 25.3, ., 57.6% elo% vs. guard_bot, avg. reward: -6.072, 0.820 sec/game, 2.4 min. total, 434.7 MB
amendable_wisdom v3 191 games, 141181 moves, e=0.860, loss: 24.5, ., 57.2% elo% vs. guard_bot, avg. reward: -6.048, 0.821 sec/game, 2.4 min. total, 434.8 MB
amendable_wisdom v3 192 games, 141926 moves, e=0.859, loss: 24.5, +, 59.2% elo% vs. guard_bot, avg. reward: -6.045, 0.819 sec/game, 2.4 min. total, 435.0 MB
amendable_wisdom v3 193 games, 142752 moves, e=0.859, loss: 24.7, ., 58.7% elo% vs. guard_bot, avg. reward: -6.040, 0.820 sec/game, 2.5 min. total, 435.5 MB
amendable_wisdom v3 194 games, 143454 moves, e=0.858, loss: 24.8, ., 58.4% elo% vs. guard_bot, avg. reward: -6.050, 0.823 sec/game, 2.5 min. total, 435.5 MB
amendable_wisdom v3 195 games, 144259 moves, e=0.857, loss: 24.7, +, 60.2% elo% vs. guard_bot, avg. reward: -6.046, 0.835 sec/game, 2.5 min. total, 435.5 MB
amendable_wisdom v3 196 games, 145029 moves, e=0.856, loss: 24.5, +, 62.0% elo% vs. guard_bot, avg. reward: -6.039, 0.828 sec/game, 2.5 min. total, 435.5 MB
amendable_wisdom v3 197 games, 145762 moves, e=0.856, loss: 25.0, ., 61.4% elo% vs. guard_bot, avg. reward: -6.030, 0.818 sec/game, 2.5 min. total, 435.5 MB
amendable_wisdom v3 198 games, 146612 moves, e=0.855, loss: 25.4, ., 60.9% elo% vs. guard_bot, avg. reward: -6.024, 0.831 sec/game, 2.5 min. total, 435.5 MB
amendable_wisdom v3 199 games, 147418 moves, e=0.854, loss: 25.5, ., 60.5% elo% vs. guard_bot, avg. reward: -6.011, 0.832 sec/game, 2.5 min. total, 435.5 MB
amendable_wisdom v3 200 games, 148139 moves, e=0.853, loss: 25.1, ., 60.0% elo% vs. guard_bot, avg. reward: -6.014, 0.825 sec/game, 2.6 min. total, 435.5 MB
amendable_wisdom v4 201 games, 148990 moves, e=0.852, loss: 25.3, ., 50.0% elo% vs. guard_bot, avg. reward: -6.004, 0.831 sec/game, 2.6 min. total, 436.0 MB
amendable_wisdom v4 202 games, 149808 moves, e=0.852, loss: 25.6, ., 50.0% elo% vs. guard_bot, avg. reward: -6.000, 0.842 sec/game, 2.6 min. total, 436.3 MB
amendable_wisdom v4 203 games, 150549 moves, e=0.851, loss: 25.3, ., 50.0% elo% vs. guard_bot, avg. reward: -5.997, 0.843 sec/game, 2.6 min. total, 436.3 MB
amendable_wisdom v4 204 games, 151302 moves, e=0.850, loss: 25.1, ., 50.0% elo% vs. guard_bot, avg. reward: -5.987, 0.844 sec/game, 2.6 min. total, 436.3 MB
amendable_wisdom v4 205 games, 152110 moves, e=0.849, loss: 25.0, ., 50.0% elo% vs. guard_bot, avg. reward: -5.977, 0.847 sec/game, 2.6 min. total, 436.6 MB
amendable_wisdom v4 206 games, 152982 moves, e=0.849, loss: 24.8, ., 50.0% elo% vs. guard_bot, avg. reward: -5.966, 0.859 sec/game, 2.6 min. total, 437.2 MB
amendable_wisdom v4 207 games, 153715 moves, e=0.848, loss: 24.7, +, 52.3% elo% vs. guard_bot, avg. reward: -5.954, 0.846 sec/game, 2.7 min. total, 437.6 MB
amendable_wisdom v4 208 games, 154546 moves, e=0.847, loss: 24.5, +, 54.5% elo% vs. guard_bot, avg. reward: -5.945, 0.853 sec/game, 2.7 min. total, 437.7 MB
amendable_wisdom v4 209 games, 155382 moves, e=0.846, loss: 23.5, ., 54.3% elo% vs. guard_bot, avg. reward: -5.945, 0.852 sec/game, 2.7 min. total, 437.7 MB
amendable_wisdom v4 210 games, 156125 moves, e=0.845, loss: 24.0, ., 54.1% elo% vs. guard_bot, avg. reward: -5.932, 0.858 sec/game, 2.7 min. total, 437.7 MB
amendable_wisdom v4 211 games, 156901 moves, e=0.845, loss: 23.8, ., 53.9% elo% vs. guard_bot, avg. reward: -5.932, 0.858 sec/game, 2.7 min. total, 437.7 MB
amendable_wisdom v4 212 games, 157714 moves, e=0.844, loss: 23.8, +, 56.0% elo% vs. guard_bot, avg. reward: -5.929, 0.863 sec/game, 2.7 min. total, 437.7 MB
amendable_wisdom v4 213 games, 158601 moves, e=0.843, loss: 23.7, ., 55.7% elo% vs. guard_bot, avg. reward: -5.921, 0.863 sec/game, 2.7 min. total, 437.7 MB
amendable_wisdom v4 214 games, 159496 moves, e=0.842, loss: 23.6, +, 57.7% elo% vs. guard_bot, avg. reward: -5.910, 0.875 sec/game, 2.8 min. total, 437.7 MB
amendable_wisdom v4 215 games, 160185 moves, e=0.841, loss: 23.5, ., 57.4% elo% vs. guard_bot, avg. reward: -5.913, 0.867 sec/game, 2.8 min. total, 437.8 MB
amendable_wisdom v4 216 games, 161065 moves, e=0.841, loss: 22.9, ., 57.0% elo% vs. guard_bot, avg. reward: -5.907, 0.874 sec/game, 2.8 min. total, 438.0 MB
amendable_wisdom v4 217 games, 161875 moves, e=0.840, loss: 23.0, ., 56.7% elo% vs. guard_bot, avg. reward: -5.902, 0.886 sec/game, 2.8 min. total, 438.0 MB
amendable_wisdom v4 218 games, 162665 moves, e=0.839, loss: 23.9, +, 58.7% elo% vs. guard_bot, avg. reward: -5.902, 0.900 sec/game, 2.8 min. total, 438.1 MB
amendable_wisdom v4 219 games, 163336 moves, e=0.838, loss: 23.8, ., 58.3% elo% vs. guard_bot, avg. reward: -5.890, 0.909 sec/game, 2.8 min. total, 438.1 MB
amendable_wisdom v4 220 games, 163996 moves, e=0.838, loss: 23.9, ., 57.9% elo% vs. guard_bot, avg. reward: -5.905, 0.908 sec/game, 2.9 min. total, 438.1 MB
amendable_wisdom v4 221 games, 164889 moves, e=0.837, loss: 23.6, ., 57.6% elo% vs. guard_bot, avg. reward: -5.894, 0.925 sec/game, 2.9 min. total, 439.1 MB
amendable_wisdom v4 222 games, 165527 moves, e=0.836, loss: 24.1, ., 57.2% elo% vs. guard_bot, avg. reward: -5.900, 0.914 sec/game, 2.9 min. total, 439.5 MB
amendable_wisdom v4 223 games, 166345 moves, e=0.835, loss: 24.3, +, 59.1% elo% vs. guard_bot, avg. reward: -5.873, 0.925 sec/game, 2.9 min. total, 439.9 MB
amendable_wisdom v4 224 games, 167117 moves, e=0.835, loss: 24.3, ., 58.7% elo% vs. guard_bot, avg. reward: -5.866, 0.935 sec/game, 2.9 min. total, 439.9 MB
amendable_wisdom v4 225 games, 167872 moves, e=0.834, loss: 24.1, ., 58.3% elo% vs. guard_bot, avg. reward: -5.858, 0.943 sec/game, 2.9 min. total, 439.9 MB
amendable_wisdom v4 226 games, 168671 moves, e=0.833, loss: 24.2, ., 58.0% elo% vs. guard_bot, avg. reward: -5.846, 0.949 sec/game, 3.0 min. total, 439.9 MB
amendable_wisdom v4 227 games, 169392 moves, e=0.832, loss: 23.9, ., 57.6% elo% vs. guard_bot, avg. reward: -5.848, 0.961 sec/game, 3.0 min. total, 439.9 MB
amendable_wisdom v4 228 games, 170253 moves, e=0.831, loss: 23.8, ., 57.3% elo% vs. guard_bot, avg. reward: -5.844, 0.965 sec/game, 3.0 min. total, 439.9 MB
amendable_wisdom v4 229 games, 171126 moves, e=0.831, loss: 23.4, ., 56.9% elo% vs. guard_bot, avg. reward: -5.832, 0.969 sec/game, 3.0 min. total, 439.9 MB
amendable_wisdom v4 230 games, 171944 moves, e=0.830, loss: 23.5, ., 56.6% elo% vs. guard_bot, avg. reward: -5.832, 0.976 sec/game, 3.0 min. total, 440.2 MB
amendable_wisdom v4 231 games, 172672 moves, e=0.829, loss: 23.7, ., 56.3% elo% vs. guard_bot, avg. reward: -5.841, 0.983 sec/game, 3.0 min. total, 440.2 MB
amendable_wisdom v4 232 games, 173488 moves, e=0.828, loss: 23.6, ., 56.0% elo% vs. guard_bot, avg. reward: -5.845, 0.979 sec/game, 3.1 min. total, 440.2 MB
amendable_wisdom v4 233 games, 174282 moves, e=0.827, loss: 23.4, ., 55.8% elo% vs. guard_bot, avg. reward: -5.851, 0.974 sec/game, 3.1 min. total, 440.2 MB
amendable_wisdom v4 234 games, 175051 moves, e=0.827, loss: 24.0, +, 57.8% elo% vs. guard_bot, avg. reward: -5.840, 0.973 sec/game, 3.1 min. total, 440.2 MB
amendable_wisdom v4 235 games, 175865 moves, e=0.826, loss: 24.1, +, 59.6% elo% vs. guard_bot, avg. reward: -5.846, 0.976 sec/game, 3.1 min. total, 440.4 MB
amendable_wisdom v4 236 games, 176704 moves, e=0.825, loss: 23.3, +, 61.4% elo% vs. guard_bot, avg. reward: -5.842, 0.977 sec/game, 3.1 min. total, 440.4 MB
amendable_wisdom v4 237 games, 177531 moves, e=0.824, loss: 22.7, +, 63.1% elo% vs. guard_bot, avg. reward: -5.845, 0.971 sec/game, 3.1 min. total, 441.0 MB
amendable_wisdom v4 238 games, 178287 moves, e=0.823, loss: 22.6, ., 62.5% elo% vs. guard_bot, avg. reward: -5.845, 0.952 sec/game, 3.1 min. total, 441.4 MB
amendable_wisdom v4 239 games, 179134 moves, e=0.823, loss: 22.2, ., 62.0% elo% vs. guard_bot, avg. reward: -5.847, 0.956 sec/game, 3.2 min. total, 441.7 MB
amendable_wisdom v4 240 games, 179877 moves, e=0.822, loss: 22.7, +, 63.6% elo% vs. guard_bot, avg. reward: -5.848, 0.960 sec/game, 3.2 min. total, 441.7 MB
amendable_wisdom v4 241 games, 180712 moves, e=0.821, loss: 23.8, ., 63.0% elo% vs. guard_bot, avg. reward: -5.840, 0.944 sec/game, 3.2 min. total, 441.7 MB
amendable_wisdom v4 242 games, 181543 moves, e=0.820, loss: 23.3, ., 62.5% elo% vs. guard_bot, avg. reward: -5.841, 0.950 sec/game, 3.2 min. total, 441.7 MB
amendable_wisdom v4 243 games, 182379 moves, e=0.819, loss: 22.7, +, 64.1% elo% vs. guard_bot, avg. reward: -5.835, 0.938 sec/game, 3.2 min. total, 441.7 MB
amendable_wisdom v4 244 games, 183121 moves, e=0.819, loss: 22.3, ., 63.5% elo% vs. guard_bot, avg. reward: -5.835, 0.931 sec/game, 3.2 min. total, 441.8 MB
amendable_wisdom v4 245 games, 183941 moves, e=0.818, loss: 22.9, ., 62.9% elo% vs. guard_bot, avg. reward: -5.840, 0.928 sec/game, 3.3 min. total, 441.8 MB
amendable_wisdom v4 246 games, 184802 moves, e=0.817, loss: 22.3, ., 62.4% elo% vs. guard_bot, avg. reward: -5.829, 0.917 sec/game, 3.3 min. total, 441.8 MB
amendable_wisdom v4 247 games, 185619 moves, e=0.816, loss: 23.5, ., 61.8% elo% vs. guard_bot, avg. reward: -5.822, 0.918 sec/game, 3.3 min. total, 441.8 MB
amendable_wisdom v4 248 games, 186420 moves, e=0.815, loss: 23.3, ., 61.3% elo% vs. guard_bot, avg. reward: -5.817, 0.902 sec/game, 3.3 min. total, 441.9 MB
amendable_wisdom v4 249 games, 187248 moves, e=0.815, loss: 22.5, ., 60.8% elo% vs. guard_bot, avg. reward: -5.807, 0.898 sec/game, 3.3 min. total, 441.9 MB
amendable_wisdom v4 250 games, 188093 moves, e=0.814, loss: 22.2, ., 60.3% elo% vs. guard_bot, avg. reward: -5.795, 0.904 sec/game, 3.3 min. total, 441.9 MB
amendable_wisdom v4 251 games, 189052 moves, e=0.813, loss: 22.2, ., 59.9% elo% vs. guard_bot, avg. reward: -5.771, 0.917 sec/game, 3.3 min. total, 442.0 MB
amendable_wisdom v4 252 games, 189786 moves, e=0.812, loss: 22.3, ., 59.4% elo% vs. guard_bot, avg. reward: -5.779, 0.917 sec/game, 3.4 min. total, 442.9 MB
amendable_wisdom v4 253 games, 190567 moves, e=0.811, loss: 22.9, +, 61.2% elo% vs. guard_bot, avg. reward: -5.774, 0.926 sec/game, 3.4 min. total, 442.8 MB
amendable_wisdom v4 254 games, 191289 moves, e=0.811, loss: 22.1, ., 60.7% elo% vs. guard_bot, avg. reward: -5.776, 0.921 sec/game, 3.4 min. total, 442.8 MB
amendable_wisdom v4 255 games, 192144 moves, e=0.810, loss: 21.8, +, 62.4% elo% vs. guard_bot, avg. reward: -5.769, 0.927 sec/game, 3.4 min. total, 442.8 MB
amendable_wisdom v4 256 games, 193055 moves, e=0.809, loss: 21.9, +, 64.1% elo% vs. guard_bot, avg. reward: -5.752, 0.927 sec/game, 3.4 min. total, 442.8 MB
amendable_wisdom v4 257 games, 193790 moves, e=0.808, loss: 22.1, ., 63.5% elo% vs. guard_bot, avg. reward: -5.752, 0.921 sec/game, 3.4 min. total, 442.8 MB
amendable_wisdom v4 258 games, 194616 moves, e=0.807, loss: 22.4, +, 65.0% elo% vs. guard_bot, avg. reward: -5.753, 0.926 sec/game, 3.5 min. total, 442.8 MB
amendable_wisdom v4 259 games, 195382 moves, e=0.807, loss: 22.6, +, 66.5% elo% vs. guard_bot, avg. reward: -5.759, 0.915 sec/game, 3.5 min. total, 442.8 MB
amendable_wisdom v4 260 games, 196263 moves, e=0.806, loss: 22.6, ., 65.8% elo% vs. guard_bot, avg. reward: -5.744, 0.920 sec/game, 3.5 min. total, 442.9 MB
amendable_wisdom v4 261 games, 197056 moves, e=0.805, loss: 22.5, ., 65.1% elo% vs. guard_bot, avg. reward: -5.744, 0.920 sec/game, 3.5 min. total, 442.9 MB
amendable_wisdom v4 262 games, 197923 moves, e=0.804, loss: 22.3, +, 66.6% elo% vs. guard_bot, avg. reward: -5.733, 0.921 sec/game, 3.5 min. total, 442.9 MB
amendable_wisdom v4 263 games, 198799 moves, e=0.803, loss: 22.5, +, 67.9% elo% vs. guard_bot, avg. reward: -5.729, 0.927 sec/game, 3.5 min. total, 443.0 MB
amendable_wisdom v4 264 games, 199535 moves, e=0.802, loss: 22.3, ., 67.2% elo% vs. guard_bot, avg. reward: -5.730, 0.919 sec/game, 3.5 min. total, 443.8 MB
amendable_wisdom v4 265 games, 200356 moves, e=0.802, loss: 22.3, ., 66.5% elo% vs. guard_bot, avg. reward: -5.728, 0.917 sec/game, 3.6 min. total, 444.2 MB
amendable_wisdom v4 266 games, 201205 moves, e=0.801, loss: 22.1, ., 65.8% elo% vs. guard_bot, avg. reward: -5.717, 0.917 sec/game, 3.6 min. total, 445.1 MB
amendable_wisdom v4 267 games, 202113 moves, e=0.800, loss: 21.6, ., 65.2% elo% vs. guard_bot, avg. reward: -5.708, 0.930 sec/game, 3.6 min. total, 444.9 MB
amendable_wisdom v4 268 games, 202833 moves, e=0.799, loss: 22.4, ., 64.5% elo% vs. guard_bot, avg. reward: -5.714, 0.925 sec/game, 3.6 min. total, 444.9 MB
amendable_wisdom v4 269 games, 203716 moves, e=0.798, loss: 22.6, ., 63.9% elo% vs. guard_bot, avg. reward: -5.705, 0.932 sec/game, 3.6 min. total, 444.9 MB
amendable_wisdom v4 270 games, 204436 moves, e=0.798, loss: 22.4, ., 63.3% elo% vs. guard_bot, avg. reward: -5.707, 0.922 sec/game, 3.6 min. total, 444.9 MB
amendable_wisdom v4 271 games, 205266 moves, e=0.797, loss: 22.1, ., 62.7% elo% vs. guard_bot, avg. reward: -5.704, 0.904 sec/game, 3.6 min. total, 444.9 MB
amendable_wisdom v4 272 games, 206072 moves, e=0.796, loss: 22.0, ., 62.2% elo% vs. guard_bot, avg. reward: -5.707, 0.904 sec/game, 3.7 min. total, 444.9 MB
amendable_wisdom v4 273 games, 206823 moves, e=0.795, loss: 21.7, ., 61.7% elo% vs. guard_bot, avg. reward: -5.714, 0.896 sec/game, 3.7 min. total, 444.9 MB
amendable_wisdom v4 274 games, 207675 moves, e=0.794, loss: 21.9, ., 61.2% elo% vs. guard_bot, avg. reward: -5.694, 0.917 sec/game, 3.7 min. total, 445.0 MB
amendable_wisdom v4 275 games, 208472 moves, e=0.794, loss: 22.1, ., 60.7% elo% vs. guard_bot, avg. reward: -5.688, 0.918 sec/game, 3.7 min. total, 445.0 MB
amendable_wisdom v4 276 games, 209300 moves, e=0.793, loss: 22.4, ., 60.2% elo% vs. guard_bot, avg. reward: -5.689, 0.918 sec/game, 3.7 min. total, 445.0 MB
amendable_wisdom v4 277 games, 210124 moves, e=0.792, loss: 22.8, ., 59.7% elo% vs. guard_bot, avg. reward: -5.684, 0.924 sec/game, 3.7 min. total, 445.0 MB
amendable_wisdom v4 278 games, 210831 moves, e=0.791, loss: 23.1, ., 59.3% elo% vs. guard_bot, avg. reward: -5.678, 0.919 sec/game, 3.8 min. total, 445.0 MB
amendable_wisdom v4 279 games, 211662 moves, e=0.790, loss: 21.9, ., 58.9% elo% vs. guard_bot, avg. reward: -5.670, 0.919 sec/game, 3.8 min. total, 445.1 MB
amendable_wisdom v4 280 games, 212455 moves, e=0.790, loss: 22.8, ., 58.5% elo% vs. guard_bot, avg. reward: -5.681, 0.913 sec/game, 3.8 min. total, 445.1 MB
amendable_wisdom v4 281 games, 213180 moves, e=0.789, loss: 22.3, ., 58.1% elo% vs. guard_bot, avg. reward: -5.676, 0.912 sec/game, 3.8 min. total, 445.1 MB
amendable_wisdom v4 282 games, 214038 moves, e=0.788, loss: 22.9, ., 57.8% elo% vs. guard_bot, avg. reward: -5.667, 0.913 sec/game, 3.8 min. total, 445.7 MB
amendable_wisdom v4 283 games, 214852 moves, e=0.787, loss: 22.7, ., 57.4% elo% vs. guard_bot, avg. reward: -5.668, 0.907 sec/game, 3.8 min. total, 445.7 MB
amendable_wisdom v4 284 games, 215704 moves, e=0.786, loss: 22.2, ., 57.1% elo% vs. guard_bot, avg. reward: -5.661, 0.919 sec/game, 3.8 min. total, 445.7 MB
amendable_wisdom v4 285 games, 216497 moves, e=0.786, loss: 22.1, ., 56.8% elo% vs. guard_bot, avg. reward: -5.657, 0.913 sec/game, 3.9 min. total, 445.7 MB
amendable_wisdom v4 286 games, 217327 moves, e=0.785, loss: 22.3, ., 56.4% elo% vs. guard_bot, avg. reward: -5.643, 0.914 sec/game, 3.9 min. total, 445.7 MB
amendable_wisdom v4 287 games, 218218 moves, e=0.784, loss: 22.2, ., 56.2% elo% vs. guard_bot, avg. reward: -5.643, 0.902 sec/game, 3.9 min. total, 445.7 MB
amendable_wisdom v4 288 games, 219003 moves, e=0.783, loss: 21.2, ., 55.9% elo% vs. guard_bot, avg. reward: -5.649, 0.909 sec/game, 3.9 min. total, 445.9 MB
