streak_dipper v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.1 MB
streak_dipper v13 902 games, 920359 moves, e=0.089, loss: 13.3, -, 45.5% elo% vs. simple_bot, avg. reward: -3.807, 2.559 sec/game, 25.5 min. total, 661.9 MB
streak_dipper v13 903 games, 921730 moves, e=0.087, loss: 14.6, -, 43.4% elo% vs. simple_bot, avg. reward: -3.792, 2.548 sec/game, 25.5 min. total, 663.0 MB
streak_dipper v13 904 games, 923422 moves, e=0.086, loss: 14.2, -, 41.5% elo% vs. simple_bot, avg. reward: -3.762, 2.557 sec/game, 25.5 min. total, 662.1 MB
streak_dipper v13 905 games, 925481 moves, e=0.084, loss: 12.8, -, 39.6% elo% vs. simple_bot, avg. reward: -3.740, 2.592 sec/game, 25.6 min. total, 663.6 MB
streak_dipper v13 906 games, 926978 moves, e=0.082, loss: 12.5, -, 37.9% elo% vs. simple_bot, avg. reward: -3.725, 2.603 sec/game, 25.6 min. total, 664.4 MB
streak_dipper v13 907 games, 929076 moves, e=0.080, loss: 11.6, -, 36.3% elo% vs. simple_bot, avg. reward: -3.703, 2.627 sec/game, 25.7 min. total, 664.1 MB
streak_dipper v13 908 games, 930591 moves, e=0.079, loss: 10.7, -, 34.8% elo% vs. simple_bot, avg. reward: -3.688, 2.594 sec/game, 25.7 min. total, 663.7 MB
streak_dipper v13 909 games, 931903 moves, e=0.077, loss: 10.4, -, 33.3% elo% vs. simple_bot, avg. reward: -3.682, 2.561 sec/game, 25.8 min. total, 664.6 MB
streak_dipper v13 910 games, 933617 moves, e=0.076, loss: 10.8, -, 32.0% elo% vs. simple_bot, avg. reward: -3.661, 2.569 sec/game, 25.8 min. total, 663.7 MB
streak_dipper v13 911 games, 935284 moves, e=0.074, loss: 10.5, +, 34.8% elo% vs. simple_bot, avg. reward: -3.649, 2.572 sec/game, 25.9 min. total, 665.7 MB
streak_dipper v13 912 games, 937142 moves, e=0.072, loss: 10.2, -, 33.3% elo% vs. simple_bot, avg. reward: -3.625, 2.602 sec/game, 25.9 min. total, 663.6 MB
streak_dipper v13 913 games, 939043 moves, e=0.070, loss: 11.1, -, 32.0% elo% vs. simple_bot, avg. reward: -3.596, 2.615 sec/game, 26.0 min. total, 665.5 MB
streak_dipper v13 914 games, 940600 moves, e=0.069, loss: 11.0, -, 30.7% elo% vs. simple_bot, avg. reward: -3.577, 2.605 sec/game, 26.0 min. total, 665.0 MB
streak_dipper v13 915 games, 942155 moves, e=0.067, loss: 10.5, -, 29.5% elo% vs. simple_bot, avg. reward: -3.562, 2.614 sec/game, 26.0 min. total, 665.5 MB
streak_dipper v13 916 games, 943712 moves, e=0.066, loss: 11.0, -, 28.4% elo% vs. simple_bot, avg. reward: -3.543, 2.580 sec/game, 26.1 min. total, 666.5 MB
streak_dipper v13 917 games, 945316 moves, e=0.064, loss: 11.3, -, 27.3% elo% vs. simple_bot, avg. reward: -3.534, 2.581 sec/game, 26.1 min. total, 665.6 MB
streak_dipper v13 918 games, 946806 moves, e=0.063, loss: 11.0, -, 26.4% elo% vs. simple_bot, avg. reward: -3.528, 2.590 sec/game, 26.2 min. total, 667.3 MB
streak_dipper v13 919 games, 948519 moves, e=0.061, loss: 10.9, -, 25.4% elo% vs. simple_bot, avg. reward: -3.497, 2.623 sec/game, 26.2 min. total, 667.8 MB
streak_dipper v13 920 games, 949966 moves, e=0.060, loss: 11.2, -, 24.5% elo% vs. simple_bot, avg. reward: -3.493, 2.624 sec/game, 26.2 min. total, 667.7 MB
streak_dipper v13 921 games, 951863 moves, e=0.058, loss: 11.0, -, 23.7% elo% vs. simple_bot, avg. reward: -3.469, 2.647 sec/game, 26.3 min. total, 667.8 MB
streak_dipper v13 922 games, 953781 moves, e=0.056, loss: 10.3, -, 22.9% elo% vs. simple_bot, avg. reward: -3.456, 2.673 sec/game, 26.3 min. total, 666.5 MB
streak_dipper v13 923 games, 955109 moves, e=0.054, loss: 11.1, -, 22.2% elo% vs. simple_bot, avg. reward: -3.448, 2.670 sec/game, 26.4 min. total, 668.0 MB
streak_dipper v13 924 games, 956498 moves, e=0.053, loss: 12.3, -, 21.5% elo% vs. simple_bot, avg. reward: -3.450, 2.652 sec/game, 26.4 min. total, 669.5 MB
streak_dipper v13 925 games, 958041 moves, e=0.052, loss: 12.6, -, 20.8% elo% vs. simple_bot, avg. reward: -3.441, 2.618 sec/game, 26.5 min. total, 669.0 MB
streak_dipper v13 926 games, 959730 moves, e=0.050, loss: 12.3, -, 20.2% elo% vs. simple_bot, avg. reward: -3.416, 2.625 sec/game, 26.5 min. total, 671.1 MB
streak_dipper v13 927 games, 961570 moves, e=0.048, loss: 11.9, -, 19.6% elo% vs. simple_bot, avg. reward: -3.392, 2.619 sec/game, 26.6 min. total, 669.6 MB
streak_dipper v13 928 games, 963324 moves, e=0.046, loss: 12.3, -, 19.1% elo% vs. simple_bot, avg. reward: -3.377, 2.628 sec/game, 26.6 min. total, 670.6 MB
streak_dipper v13 929 games, 965100 moves, e=0.045, loss: 11.3, -, 18.5% elo% vs. simple_bot, avg. reward: -3.361, 2.662 sec/game, 26.7 min. total, 672.4 MB
streak_dipper v13 930 games, 967351 moves, e=0.042, loss: 10.2, -, 18.0% elo% vs. simple_bot, avg. reward: -3.338, 2.707 sec/game, 26.7 min. total, 673.1 MB
streak_dipper v13 931 games, 969238 moves, e=0.040, loss: 9.3, -, 17.5% elo% vs. simple_bot, avg. reward: -3.317, 2.730 sec/game, 26.8 min. total, 673.1 MB
streak_dipper v13 932 games, 970839 moves, e=0.039, loss: 9.9, -, 17.1% elo% vs. simple_bot, avg. reward: -3.309, 2.702 sec/game, 26.8 min. total, 671.4 MB
streak_dipper v13 933 games, 972667 moves, e=0.037, loss: 9.6, -, 16.6% elo% vs. simple_bot, avg. reward: -3.278, 2.691 sec/game, 26.8 min. total, 673.9 MB
streak_dipper v13 934 games, 974372 moves, e=0.035, loss: 9.8, -, 16.2% elo% vs. simple_bot, avg. reward: -3.256, 2.695 sec/game, 26.9 min. total, 672.5 MB
streak_dipper v13 935 games, 975787 moves, e=0.034, loss: 10.3, -, 15.8% elo% vs. simple_bot, avg. reward: -3.244, 2.686 sec/game, 26.9 min. total, 671.6 MB
streak_dipper v13 936 games, 977304 moves, e=0.032, loss: 11.4, -, 15.4% elo% vs. simple_bot, avg. reward: -3.233, 2.690 sec/game, 27.0 min. total, 672.7 MB
streak_dipper v13 937 games, 979182 moves, e=0.031, loss: 11.8, -, 15.1% elo% vs. simple_bot, avg. reward: -3.204, 2.708 sec/game, 27.0 min. total, 672.6 MB
streak_dipper v13 938 games, 980738 moves, e=0.029, loss: 11.9, -, 14.7% elo% vs. simple_bot, avg. reward: -3.196, 2.726 sec/game, 27.1 min. total, 674.4 MB
streak_dipper v13 939 games, 982382 moves, e=0.027, loss: 11.6, -, 14.4% elo% vs. simple_bot, avg. reward: -3.176, 2.702 sec/game, 27.1 min. total, 673.8 MB
streak_dipper v13 940 games, 984449 moves, e=0.025, loss: 11.6, -, 14.0% elo% vs. simple_bot, avg. reward: -3.148, 2.752 sec/game, 27.2 min. total, 673.0 MB
streak_dipper v13 941 games, 985773 moves, e=0.024, loss: 10.8, -, 13.7% elo% vs. simple_bot, avg. reward: -3.153, 2.707 sec/game, 27.2 min. total, 674.3 MB
streak_dipper v13 942 games, 987556 moves, e=0.022, loss: 11.1, -, 13.4% elo% vs. simple_bot, avg. reward: -3.136, 2.701 sec/game, 27.2 min. total, 676.1 MB
streak_dipper v13 943 games, 988974 moves, e=0.021, loss: 11.2, -, 13.1% elo% vs. simple_bot, avg. reward: -3.122, 2.712 sec/game, 27.3 min. total, 675.9 MB
streak_dipper v13 944 games, 990913 moves, e=0.019, loss: 11.0, -, 12.9% elo% vs. simple_bot, avg. reward: -3.102, 2.748 sec/game, 27.3 min. total, 675.5 MB
streak_dipper v13 945 games, 992161 moves, e=0.018, loss: 11.0, -, 12.6% elo% vs. simple_bot, avg. reward: -3.110, 2.727 sec/game, 27.4 min. total, 675.7 MB
streak_dipper v13 946 games, 993850 moves, e=0.016, loss: 11.8, -, 12.4% elo% vs. simple_bot, avg. reward: -3.096, 2.726 sec/game, 27.4 min. total, 676.2 MB
streak_dipper v13 947 games, 995272 moves, e=0.015, loss: 12.1, -, 12.1% elo% vs. simple_bot, avg. reward: -3.091, 2.689 sec/game, 27.5 min. total, 676.2 MB
streak_dipper v13 948 games, 997276 moves, e=0.013, loss: 11.9, -, 11.9% elo% vs. simple_bot, avg. reward: -3.080, 2.715 sec/game, 27.5 min. total, 676.8 MB
streak_dipper v13 949 games, 999275 moves, e=0.011, loss: 12.5, -, 11.7% elo% vs. simple_bot, avg. reward: -3.065, 2.730 sec/game, 27.6 min. total, 678.2 MB
streak_dipper v13 950 games, 1000500 moves, e=0.010, loss: 13.6, -, 11.4% elo% vs. simple_bot, avg. reward: -3.065, 2.658 sec/game, 27.6 min. total, 677.3 MB
streak_dipper v13 951 games, 1002281 moves, e=0.010, loss: 14.7, -, 11.2% elo% vs. simple_bot, avg. reward: -3.053, 2.643 sec/game, 27.6 min. total, 677.3 MB
streak_dipper v13 952 games, 1003459 moves, e=0.010, loss: 14.8, -, 11.0% elo% vs. simple_bot, avg. reward: -3.051, 2.618 sec/game, 27.7 min. total, 678.0 MB
streak_dipper v13 953 games, 1005466 moves, e=0.010, loss: 15.0, -, 10.8% elo% vs. simple_bot, avg. reward: -3.035, 2.634 sec/game, 27.7 min. total, 678.4 MB
streak_dipper v13 954 games, 1006796 moves, e=0.010, loss: 15.6, -, 10.6% elo% vs. simple_bot, avg. reward: -3.023, 2.599 sec/game, 27.8 min. total, 679.1 MB
streak_dipper v13 955 games, 1008210 moves, e=0.010, loss: 14.5, -, 10.4% elo% vs. simple_bot, avg. reward: -3.022, 2.601 sec/game, 27.8 min. total, 680.5 MB
streak_dipper v13 956 games, 1009946 moves, e=0.010, loss: 15.6, -, 10.3% elo% vs. simple_bot, avg. reward: -3.018, 2.619 sec/game, 27.9 min. total, 680.8 MB
streak_dipper v13 957 games, 1011760 moves, e=0.010, loss: 15.8, -, 10.1% elo% vs. simple_bot, avg. reward: -3.002, 2.610 sec/game, 27.9 min. total, 680.0 MB
streak_dipper v13 958 games, 1013377 moves, e=0.010, loss: 14.0, -, 9.9% elo% vs. simple_bot, avg. reward: -2.995, 2.610 sec/game, 27.9 min. total, 680.6 MB
streak_dipper v13 959 games, 1015581 moves, e=0.010, loss: 12.9, -, 9.8% elo% vs. simple_bot, avg. reward: -2.972, 2.654 sec/game, 28.0 min. total, 679.7 MB
streak_dipper v13 960 games, 1017949 moves, e=0.010, loss: 12.3, -, 9.6% elo% vs. simple_bot, avg. reward: -2.954, 2.663 sec/game, 28.1 min. total, 683.2 MB
streak_dipper v13 961 games, 1019612 moves, e=0.010, loss: 11.6, -, 9.5% elo% vs. simple_bot, avg. reward: -2.935, 2.697 sec/game, 28.1 min. total, 680.9 MB
streak_dipper v13 962 games, 1022136 moves, e=0.010, loss: 11.5, -, 9.3% elo% vs. simple_bot, avg. reward: -2.905, 2.750 sec/game, 28.2 min. total, 680.2 MB
streak_dipper v13 963 games, 1024688 moves, e=0.010, loss: 9.9, -, 9.2% elo% vs. simple_bot, avg. reward: -2.872, 2.822 sec/game, 28.2 min. total, 681.2 MB
streak_dipper v13 964 games, 1026436 moves, e=0.010, loss: 10.1, -, 9.0% elo% vs. simple_bot, avg. reward: -2.856, 2.812 sec/game, 28.3 min. total, 682.6 MB
streak_dipper v13 965 games, 1028501 moves, e=0.010, loss: 10.1, -, 8.9% elo% vs. simple_bot, avg. reward: -2.833, 2.866 sec/game, 28.3 min. total, 683.1 MB
streak_dipper v13 966 games, 1030142 moves, e=0.010, loss: 9.7, -, 8.8% elo% vs. simple_bot, avg. reward: -2.818, 2.882 sec/game, 28.4 min. total, 684.2 MB
streak_dipper v13 967 games, 1032300 moves, e=0.010, loss: 9.8, -, 8.6% elo% vs. simple_bot, avg. reward: -2.801, 2.945 sec/game, 28.4 min. total, 685.5 MB
streak_dipper v13 968 games, 1034615 moves, e=0.010, loss: 9.5, -, 8.5% elo% vs. simple_bot, avg. reward: -2.775, 2.958 sec/game, 28.5 min. total, 687.0 MB
streak_dipper v13 969 games, 1036411 moves, e=0.010, loss: 11.5, -, 8.4% elo% vs. simple_bot, avg. reward: -2.765, 2.942 sec/game, 28.5 min. total, 685.2 MB
streak_dipper v13 970 games, 1038732 moves, e=0.010, loss: 12.5, -, 8.3% elo% vs. simple_bot, avg. reward: -2.752, 3.017 sec/game, 28.6 min. total, 685.6 MB
streak_dipper v13 971 games, 1040985 moves, e=0.010, loss: 10.4, -, 8.1% elo% vs. simple_bot, avg. reward: -2.735, 3.041 sec/game, 28.7 min. total, 686.6 MB
streak_dipper v13 972 games, 1042926 moves, e=0.010, loss: 9.9, -, 8.0% elo% vs. simple_bot, avg. reward: -2.721, 3.094 sec/game, 28.7 min. total, 685.8 MB
streak_dipper v13 973 games, 1044548 moves, e=0.010, loss: 10.6, -, 7.9% elo% vs. simple_bot, avg. reward: -2.724, 3.064 sec/game, 28.7 min. total, 685.4 MB
streak_dipper v13 974 games, 1046293 moves, e=0.010, loss: 10.3, -, 7.8% elo% vs. simple_bot, avg. reward: -2.707, 3.094 sec/game, 28.8 min. total, 685.0 MB
streak_dipper v13 975 games, 1048280 moves, e=0.010, loss: 11.7, -, 7.7% elo% vs. simple_bot, avg. reward: -2.688, 3.125 sec/game, 28.8 min. total, 687.2 MB
streak_dipper v13 976 games, 1049870 moves, e=0.010, loss: 12.8, -, 7.6% elo% vs. simple_bot, avg. reward: -2.682, 3.109 sec/game, 28.9 min. total, 684.6 MB
streak_dipper v13 977 games, 1051392 moves, e=0.010, loss: 11.7, -, 7.5% elo% vs. simple_bot, avg. reward: -2.683, 3.092 sec/game, 28.9 min. total, 688.7 MB
streak_dipper v13 978 games, 1053168 moves, e=0.010, loss: 12.7, -, 7.4% elo% vs. simple_bot, avg. reward: -2.677, 3.096 sec/game, 29.0 min. total, 687.6 MB
streak_dipper v13 979 games, 1054823 moves, e=0.010, loss: 13.2, -, 7.3% elo% vs. simple_bot, avg. reward: -2.675, 3.058 sec/game, 29.0 min. total, 687.6 MB
streak_dipper v13 980 games, 1056782 moves, e=0.010, loss: 12.0, -, 7.2% elo% vs. simple_bot, avg. reward: -2.662, 3.037 sec/game, 29.1 min. total, 688.9 MB
streak_dipper v13 981 games, 1058620 moves, e=0.010, loss: 11.5, -, 7.2% elo% vs. simple_bot, avg. reward: -2.644, 3.035 sec/game, 29.1 min. total, 686.6 MB
streak_dipper v13 982 games, 1060243 moves, e=0.010, loss: 10.7, -, 7.1% elo% vs. simple_bot, avg. reward: -2.638, 2.967 sec/game, 29.2 min. total, 687.2 MB
streak_dipper v13 983 games, 1062191 moves, e=0.010, loss: 10.7, -, 7.0% elo% vs. simple_bot, avg. reward: -2.626, 2.916 sec/game, 29.2 min. total, 688.1 MB
streak_dipper v13 984 games, 1063695 moves, e=0.010, loss: 10.0, -, 6.9% elo% vs. simple_bot, avg. reward: -2.623, 2.895 sec/game, 29.2 min. total, 689.9 MB
streak_dipper v13 985 games, 1066271 moves, e=0.010, loss: 9.5, -, 6.8% elo% vs. simple_bot, avg. reward: -2.606, 2.922 sec/game, 29.3 min. total, 690.4 MB
streak_dipper v13 986 games, 1068361 moves, e=0.010, loss: 8.9, -, 6.7% elo% vs. simple_bot, avg. reward: -2.594, 2.928 sec/game, 29.4 min. total, 689.7 MB
streak_dipper v13 987 games, 1070214 moves, e=0.010, loss: 8.5, -, 6.7% elo% vs. simple_bot, avg. reward: -2.583, 2.895 sec/game, 29.4 min. total, 690.2 MB
