demeaning_prong v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 303.9 MB
demeaning_prong v21 979 games, 1487085 moves, e=0.010, loss: 1.7, +, 57.4% elo% vs. gir, avg. reward: -0.390, 7.392 sec/game, 40.3 min. total, 747.7 MB
demeaning_prong v21 980 games, 1490950 moves, e=0.010, loss: 1.7, ., 57.1% elo% vs. gir, avg. reward: -0.389, 7.514 sec/game, 40.4 min. total, 747.0 MB
demeaning_prong v21 981 games, 1494566 moves, e=0.010, loss: 1.9, ., 56.7% elo% vs. gir, avg. reward: -0.388, 7.538 sec/game, 40.6 min. total, 746.9 MB
demeaning_prong v21 982 games, 1498566 moves, e=0.010, loss: 1.8, +, 58.7% elo% vs. gir, avg. reward: -0.388, 7.614 sec/game, 40.7 min. total, 749.6 MB
demeaning_prong v21 983 games, 1502155 moves, e=0.010, loss: 1.9, -, 56.0% elo% vs. gir, avg. reward: -0.388, 7.704 sec/game, 40.9 min. total, 751.0 MB
demeaning_prong v21 984 games, 1505964 moves, e=0.010, loss: 2.2, +, 58.0% elo% vs. gir, avg. reward: -0.389, 7.812 sec/game, 41.0 min. total, 750.7 MB
demeaning_prong v21 985 games, 1509635 moves, e=0.010, loss: 2.4, -, 55.4% elo% vs. gir, avg. reward: -0.390, 7.870 sec/game, 41.2 min. total, 751.7 MB
demeaning_prong v21 986 games, 1513707 moves, e=0.010, loss: 2.2, +, 57.4% elo% vs. gir, avg. reward: -0.389, 7.989 sec/game, 41.3 min. total, 752.7 MB
demeaning_prong v21 987 games, 1517423 moves, e=0.010, loss: 1.8, ., 57.1% elo% vs. gir, avg. reward: -0.389, 8.058 sec/game, 41.4 min. total, 754.2 MB
demeaning_prong v21 988 games, 1521329 moves, e=0.010, loss: 1.9, +, 59.0% elo% vs. gir, avg. reward: -0.388, 8.181 sec/game, 41.6 min. total, 754.6 MB
demeaning_prong v21 989 games, 1524980 moves, e=0.010, loss: 2.2, ., 58.6% elo% vs. gir, avg. reward: -0.388, 8.266 sec/game, 41.8 min. total, 755.3 MB
demeaning_prong v21 990 games, 1528655 moves, e=0.010, loss: 2.4, +, 60.4% elo% vs. gir, avg. reward: -0.387, 8.322 sec/game, 41.9 min. total, 754.7 MB
demeaning_prong v21 991 games, 1532599 moves, e=0.010, loss: 2.0, -, 57.8% elo% vs. gir, avg. reward: -0.384, 8.374 sec/game, 42.0 min. total, 754.7 MB
demeaning_prong v21 992 games, 1536226 moves, e=0.010, loss: 1.9, -, 55.1% elo% vs. gir, avg. reward: -0.384, 8.368 sec/game, 42.1 min. total, 754.8 MB
demeaning_prong v21 993 games, 1540252 moves, e=0.010, loss: 1.9, -, 52.6% elo% vs. gir, avg. reward: -0.382, 8.415 sec/game, 42.2 min. total, 754.8 MB
demeaning_prong v21 994 games, 1543400 moves, e=0.010, loss: 2.2, +, 54.8% elo% vs. gir, avg. reward: -0.381, 8.354 sec/game, 42.3 min. total, 756.3 MB
demeaning_prong v21 995 games, 1547324 moves, e=0.010, loss: 2.0, +, 56.8% elo% vs. gir, avg. reward: -0.381, 8.415 sec/game, 42.5 min. total, 756.1 MB
demeaning_prong v21 996 games, 1551224 moves, e=0.010, loss: 1.9, +, 58.8% elo% vs. gir, avg. reward: -0.382, 8.305 sec/game, 42.6 min. total, 759.9 MB
demeaning_prong v21 997 games, 1555258 moves, e=0.010, loss: 2.1, -, 56.1% elo% vs. gir, avg. reward: -0.381, 8.261 sec/game, 42.7 min. total, 759.1 MB
demeaning_prong v21 998 games, 1559101 moves, e=0.010, loss: 1.9, +, 58.1% elo% vs. gir, avg. reward: -0.380, 8.184 sec/game, 42.9 min. total, 759.0 MB
demeaning_prong v21 999 games, 1562760 moves, e=0.010, loss: 1.7, +, 60.0% elo% vs. gir, avg. reward: -0.379, 8.090 sec/game, 43.0 min. total, 759.8 MB
demeaning_prong v21 1000 games, 1567191 moves, e=0.010, loss: 1.7, +, 61.7% elo% vs. gir, avg. reward: -0.380, 8.039 sec/game, 43.1 min. total, 759.6 MB
demeaning_prong v22 1001 games, 1571215 moves, e=0.010, loss: 1.7, +, 52.3% elo% vs. gir, avg. reward: -0.378, 8.021 sec/game, 43.2 min. total, 760.0 MB
demeaning_prong v22 1002 games, 1575390 moves, e=0.010, loss: 1.7, +, 54.5% elo% vs. gir, avg. reward: -0.377, 7.956 sec/game, 43.4 min. total, 761.8 MB
demeaning_prong v22 1003 games, 1579185 moves, e=0.010, loss: 1.4, +, 56.6% elo% vs. gir, avg. reward: -0.376, 7.902 sec/game, 43.5 min. total, 761.8 MB
demeaning_prong v22 1004 games, 1583009 moves, e=0.010, loss: 1.5, +, 58.5% elo% vs. gir, avg. reward: -0.377, 7.818 sec/game, 43.6 min. total, 762.9 MB
demeaning_prong v22 1005 games, 1586835 moves, e=0.010, loss: 1.8, +, 60.4% elo% vs. gir, avg. reward: -0.376, 7.769 sec/game, 43.7 min. total, 764.3 MB
demeaning_prong v22 1006 games, 1590892 moves, e=0.010, loss: 2.0, +, 62.1% elo% vs. gir, avg. reward: -0.376, 7.688 sec/game, 43.9 min. total, 763.8 MB
demeaning_prong v22 1007 games, 1594439 moves, e=0.010, loss: 2.1, +, 63.7% elo% vs. gir, avg. reward: -0.377, 7.620 sec/game, 44.0 min. total, 764.8 MB
demeaning_prong v22 1008 games, 1598050 moves, e=0.010, loss: 2.6, -, 61.0% elo% vs. gir, avg. reward: -0.377, 7.511 sec/game, 44.1 min. total, 766.2 MB
demeaning_prong v22 1009 games, 1602085 moves, e=0.010, loss: 2.5, +, 62.7% elo% vs. gir, avg. reward: -0.375, 7.458 sec/game, 44.2 min. total, 766.5 MB
demeaning_prong v22 1010 games, 1605782 moves, e=0.010, loss: 2.4, +, 64.3% elo% vs. gir, avg. reward: -0.376, 7.458 sec/game, 44.4 min. total, 767.4 MB
demeaning_prong v22 1011 games, 1609404 moves, e=0.010, loss: 2.4, +, 65.8% elo% vs. gir, avg. reward: -0.377, 7.430 sec/game, 44.5 min. total, 767.1 MB
demeaning_prong v22 1012 games, 1613576 moves, e=0.010, loss: 2.3, +, 67.2% elo% vs. gir, avg. reward: -0.378, 7.486 sec/game, 44.6 min. total, 768.3 MB
demeaning_prong v22 1013 games, 1617318 moves, e=0.010, loss: 2.4, -, 64.4% elo% vs. gir, avg. reward: -0.380, 7.443 sec/game, 44.7 min. total, 767.7 MB
demeaning_prong v22 1014 games, 1621080 moves, e=0.010, loss: 2.3, +, 65.9% elo% vs. gir, avg. reward: -0.378, 7.494 sec/game, 44.8 min. total, 769.5 MB
demeaning_prong v22 1015 games, 1624691 moves, e=0.010, loss: 2.4, +, 67.3% elo% vs. gir, avg. reward: -0.379, 7.455 sec/game, 45.0 min. total, 769.6 MB
demeaning_prong v22 1016 games, 1628392 moves, e=0.010, loss: 1.9, +, 68.6% elo% vs. gir, avg. reward: -0.381, 7.428 sec/game, 45.1 min. total, 769.9 MB
demeaning_prong v22 1017 games, 1632134 moves, e=0.010, loss: 1.9, +, 69.8% elo% vs. gir, avg. reward: -0.380, 7.400 sec/game, 45.2 min. total, 770.1 MB
demeaning_prong v22 1018 games, 1635888 moves, e=0.010, loss: 2.5, +, 71.0% elo% vs. gir, avg. reward: -0.381, 7.380 sec/game, 45.3 min. total, 772.5 MB
demeaning_prong v23 1019 games, 1640218 moves, e=0.010, loss: 2.1, +, 50.1% elo% vs. snoflake, avg. reward: -0.379, 7.426 sec/game, 45.5 min. total, 781.1 MB
demeaning_prong v23 1020 games, 1644310 moves, e=0.010, loss: 1.9, +, 52.4% elo% vs. snoflake, avg. reward: -0.378, 7.411 sec/game, 45.6 min. total, 781.4 MB
demeaning_prong v23 1021 games, 1647847 moves, e=0.010, loss: 2.0, +, 54.6% elo% vs. snoflake, avg. reward: -0.379, 7.353 sec/game, 45.7 min. total, 784.1 MB
demeaning_prong v23 1022 games, 1651893 moves, e=0.010, loss: 2.0, +, 56.6% elo% vs. snoflake, avg. reward: -0.379, 7.351 sec/game, 45.8 min. total, 784.4 MB
demeaning_prong v23 1023 games, 1655704 moves, e=0.010, loss: 1.8, +, 58.6% elo% vs. snoflake, avg. reward: -0.381, 7.362 sec/game, 46.0 min. total, 785.8 MB
demeaning_prong v23 1024 games, 1659702 moves, e=0.010, loss: 1.5, +, 60.4% elo% vs. snoflake, avg. reward: -0.379, 7.379 sec/game, 46.1 min. total, 787.0 MB
demeaning_prong v23 1025 games, 1663830 moves, e=0.010, loss: 1.6, +, 62.2% elo% vs. snoflake, avg. reward: -0.379, 7.406 sec/game, 46.2 min. total, 785.9 MB
demeaning_prong v23 1026 games, 1668253 moves, e=0.010, loss: 1.4, +, 63.8% elo% vs. snoflake, avg. reward: -0.377, 7.453 sec/game, 46.4 min. total, 786.0 MB
demeaning_prong v23 1027 games, 1671755 moves, e=0.010, loss: 2.0, +, 65.3% elo% vs. snoflake, avg. reward: -0.380, 7.447 sec/game, 46.5 min. total, 786.5 MB
demeaning_prong v23 1028 games, 1675626 moves, e=0.010, loss: 2.1, +, 66.7% elo% vs. snoflake, avg. reward: -0.380, 7.467 sec/game, 46.6 min. total, 789.7 MB
demeaning_prong v23 1029 games, 1679685 moves, e=0.010, loss: 2.4, +, 68.1% elo% vs. snoflake, avg. reward: -0.380, 7.458 sec/game, 46.7 min. total, 791.2 MB
demeaning_prong v23 1030 games, 1683646 moves, e=0.010, loss: 1.8, +, 69.4% elo% vs. snoflake, avg. reward: -0.380, 7.485 sec/game, 46.9 min. total, 789.9 MB
demeaning_prong v23 1031 games, 1687243 moves, e=0.010, loss: 2.1, +, 70.5% elo% vs. snoflake, avg. reward: -0.382, 7.474 sec/game, 47.0 min. total, 790.6 MB
demeaning_prong v24 1032 games, 1690829 moves, e=0.010, loss: 2.1, +, 54.5% elo% vs. sunguard, avg. reward: -0.383, 7.415 sec/game, 47.1 min. total, 793.3 MB
demeaning_prong v24 1033 games, 1694940 moves, e=0.010, loss: 2.3, +, 56.6% elo% vs. sunguard, avg. reward: -0.382, 7.474 sec/game, 47.2 min. total, 793.1 MB
demeaning_prong v24 1034 games, 1698756 moves, e=0.010, loss: 1.9, +, 58.5% elo% vs. sunguard, avg. reward: -0.380, 7.507 sec/game, 47.3 min. total, 791.9 MB
demeaning_prong v24 1035 games, 1702698 moves, e=0.010, loss: 1.7, +, 60.4% elo% vs. sunguard, avg. reward: -0.378, 7.563 sec/game, 47.5 min. total, 791.7 MB
demeaning_prong v24 1036 games, 1706848 moves, e=0.010, loss: 1.9, +, 62.1% elo% vs. sunguard, avg. reward: -0.378, 7.622 sec/game, 47.6 min. total, 793.1 MB
demeaning_prong v24 1037 games, 1710582 moves, e=0.010, loss: 1.8, +, 63.7% elo% vs. sunguard, avg. reward: -0.380, 7.644 sec/game, 47.7 min. total, 792.8 MB
demeaning_prong v24 1038 games, 1714523 moves, e=0.010, loss: 2.1, +, 65.2% elo% vs. sunguard, avg. reward: -0.380, 7.695 sec/game, 47.9 min. total, 793.5 MB
demeaning_prong v24 1039 games, 1718459 moves, e=0.010, loss: 1.6, +, 66.7% elo% vs. sunguard, avg. reward: -0.380, 7.697 sec/game, 48.0 min. total, 792.9 MB
demeaning_prong v24 1040 games, 1722792 moves, e=0.010, loss: 1.6, +, 68.0% elo% vs. sunguard, avg. reward: -0.378, 7.733 sec/game, 48.2 min. total, 792.2 MB
demeaning_prong v24 1041 games, 1726909 moves, e=0.010, loss: 1.6, +, 69.3% elo% vs. sunguard, avg. reward: -0.377, 7.808 sec/game, 48.3 min. total, 791.9 MB
demeaning_prong v24 1042 games, 1730560 moves, e=0.010, loss: 1.9, +, 70.5% elo% vs. sunguard, avg. reward: -0.374, 7.792 sec/game, 48.4 min. total, 794.6 MB
demeaning_prong v25 1043 games, 1734328 moves, e=0.010, loss: 2.0, +, 54.5% elo% vs. rowlake, avg. reward: -0.374, 7.766 sec/game, 48.5 min. total, 795.4 MB
demeaning_prong v25 1044 games, 1738084 moves, e=0.010, loss: 2.7, +, 56.6% elo% vs. rowlake, avg. reward: -0.375, 7.755 sec/game, 48.7 min. total, 797.2 MB
demeaning_prong v25 1045 games, 1741895 moves, e=0.010, loss: 2.4, +, 58.5% elo% vs. rowlake, avg. reward: -0.375, 7.734 sec/game, 48.8 min. total, 800.2 MB
demeaning_prong v25 1046 games, 1745717 moves, e=0.010, loss: 2.4, +, 60.4% elo% vs. rowlake, avg. reward: -0.374, 7.687 sec/game, 48.9 min. total, 799.5 MB
demeaning_prong v25 1047 games, 1749972 moves, e=0.010, loss: 1.9, +, 62.1% elo% vs. rowlake, avg. reward: -0.372, 7.757 sec/game, 49.1 min. total, 798.1 MB
demeaning_prong v25 1048 games, 1753903 moves, e=0.010, loss: 1.9, +, 63.7% elo% vs. rowlake, avg. reward: -0.372, 7.770 sec/game, 49.2 min. total, 799.1 MB
demeaning_prong v25 1049 games, 1758056 moves, e=0.010, loss: 1.9, +, 65.2% elo% vs. rowlake, avg. reward: -0.371, 7.785 sec/game, 49.3 min. total, 798.9 MB
demeaning_prong v25 1050 games, 1762229 moves, e=0.010, loss: 2.1, +, 66.7% elo% vs. rowlake, avg. reward: -0.371, 7.809 sec/game, 49.5 min. total, 798.9 MB
demeaning_prong v25 1051 games, 1766345 moves, e=0.010, loss: 1.7, +, 68.0% elo% vs. rowlake, avg. reward: -0.371, 7.861 sec/game, 49.6 min. total, 799.5 MB
demeaning_prong v25 1052 games, 1770587 moves, e=0.010, loss: 1.9, +, 69.3% elo% vs. rowlake, avg. reward: -0.371, 7.934 sec/game, 49.7 min. total, 800.6 MB
demeaning_prong v25 1053 games, 1775036 moves, e=0.010, loss: 1.8, +, 70.5% elo% vs. rowlake, avg. reward: -0.371, 7.950 sec/game, 49.9 min. total, 800.5 MB
demeaning_prong v26 1054 games, 1779452 moves, e=0.010, loss: 1.6, +, 54.5% elo% vs. kamikaze, avg. reward: -0.369, 7.967 sec/game, 50.0 min. total, 804.6 MB
demeaning_prong v26 1055 games, 1783679 moves, e=0.010, loss: 2.0, +, 56.6% elo% vs. kamikaze, avg. reward: -0.367, 7.973 sec/game, 50.1 min. total, 805.7 MB
demeaning_prong v26 1056 games, 1787879 moves, e=0.010, loss: 2.0, -, 54.0% elo% vs. kamikaze, avg. reward: -0.366, 7.952 sec/game, 50.3 min. total, 804.7 MB
demeaning_prong v26 1057 games, 1792080 moves, e=0.010, loss: 1.9, +, 56.1% elo% vs. kamikaze, avg. reward: -0.363, 7.959 sec/game, 50.4 min. total, 806.7 MB
demeaning_prong v26 1058 games, 1795894 moves, e=0.010, loss: 2.1, +, 58.1% elo% vs. kamikaze, avg. reward: -0.362, 7.920 sec/game, 50.5 min. total, 804.4 MB
demeaning_prong v26 1059 games, 1799712 moves, e=0.010, loss: 1.8, +, 59.9% elo% vs. kamikaze, avg. reward: -0.361, 7.877 sec/game, 50.6 min. total, 804.5 MB
demeaning_prong v26 1060 games, 1803634 moves, e=0.010, loss: 2.1, +, 61.7% elo% vs. kamikaze, avg. reward: -0.361, 7.803 sec/game, 50.8 min. total, 806.8 MB
demeaning_prong v26 1061 games, 1807876 moves, e=0.010, loss: 2.0, +, 63.3% elo% vs. kamikaze, avg. reward: -0.361, 7.800 sec/game, 50.9 min. total, 809.1 MB
demeaning_prong v26 1062 games, 1811744 moves, e=0.010, loss: 2.3, +, 64.9% elo% vs. kamikaze, avg. reward: -0.362, 7.790 sec/game, 51.0 min. total, 808.6 MB
demeaning_prong v26 1063 games, 1815679 moves, e=0.010, loss: 2.3, +, 66.4% elo% vs. kamikaze, avg. reward: -0.360, 7.810 sec/game, 51.1 min. total, 810.3 MB
demeaning_prong v26 1064 games, 1819550 moves, e=0.010, loss: 2.6, +, 67.7% elo% vs. kamikaze, avg. reward: -0.359, 7.816 sec/game, 51.3 min. total, 809.7 MB
demeaning_prong v26 1065 games, 1823981 moves, e=0.010, loss: 1.9, +, 69.0% elo% vs. kamikaze, avg. reward: -0.357, 7.851 sec/game, 51.4 min. total, 810.8 MB
demeaning_prong v26 1066 games, 1828218 moves, e=0.010, loss: 1.7, +, 70.2% elo% vs. kamikaze, avg. reward: -0.356, 7.869 sec/game, 51.5 min. total, 810.1 MB
demeaning_prong v27 1067 games, 1832297 moves, e=0.010, loss: 1.6, -, 49.9% elo% vs. goulinator, avg. reward: -0.356, 7.838 sec/game, 51.7 min. total, 808.8 MB
demeaning_prong v27 1068 games, 1836028 moves, e=0.010, loss: 2.3, +, 52.2% elo% vs. goulinator, avg. reward: -0.355, 7.807 sec/game, 51.8 min. total, 811.5 MB
demeaning_prong v27 1069 games, 1839389 moves, e=0.010, loss: 2.6, -, 49.8% elo% vs. goulinator, avg. reward: -0.358, 7.730 sec/game, 51.9 min. total, 813.7 MB
demeaning_prong v27 1070 games, 1842960 moves, e=0.010, loss: 2.9, +, 52.1% elo% vs. goulinator, avg. reward: -0.359, 7.668 sec/game, 52.0 min. total, 816.7 MB
demeaning_prong v27 1071 games, 1846488 moves, e=0.010, loss: 3.1, -, 49.7% elo% vs. goulinator, avg. reward: -0.357, 7.595 sec/game, 52.1 min. total, 815.5 MB
demeaning_prong v27 1072 games, 1850338 moves, e=0.010, loss: 1.9, +, 52.0% elo% vs. goulinator, avg. reward: -0.357, 7.539 sec/game, 52.2 min. total, 816.3 MB
demeaning_prong v27 1073 games, 1853805 moves, e=0.010, loss: 1.6, +, 54.2% elo% vs. goulinator, avg. reward: -0.358, 7.438 sec/game, 52.3 min. total, 815.9 MB
demeaning_prong v27 1074 games, 1857318 moves, e=0.010, loss: 2.3, -, 51.7% elo% vs. goulinator, avg. reward: -0.359, 7.369 sec/game, 52.5 min. total, 814.7 MB
demeaning_prong v27 1075 games, 1861122 moves, e=0.010, loss: 2.2, +, 54.0% elo% vs. goulinator, avg. reward: -0.357, 7.323 sec/game, 52.6 min. total, 818.5 MB
demeaning_prong v27 1076 games, 1865218 moves, e=0.010, loss: 1.6, +, 56.1% elo% vs. goulinator, avg. reward: -0.355, 7.327 sec/game, 52.7 min. total, 818.2 MB
demeaning_prong v27 1077 games, 1869415 moves, e=0.010, loss: 1.6, -, 53.5% elo% vs. goulinator, avg. reward: -0.354, 7.321 sec/game, 52.8 min. total, 815.6 MB
demeaning_prong v27 1078 games, 1873183 moves, e=0.010, loss: 1.6, +, 55.6% elo% vs. goulinator, avg. reward: -0.357, 7.320 sec/game, 53.0 min. total, 817.6 MB
demeaning_prong v27 1079 games, 1876911 moves, e=0.010, loss: 2.1, +, 57.6% elo% vs. goulinator, avg. reward: -0.356, 7.315 sec/game, 53.1 min. total, 819.0 MB
demeaning_prong v27 1080 games, 1880798 moves, e=0.010, loss: 1.8, -, 55.0% elo% vs. goulinator, avg. reward: -0.356, 7.320 sec/game, 53.2 min. total, 817.8 MB
demeaning_prong v27 1081 games, 1884408 moves, e=0.010, loss: 1.9, +, 57.1% elo% vs. goulinator, avg. reward: -0.356, 7.252 sec/game, 53.3 min. total, 819.4 MB
demeaning_prong v27 1082 games, 1888573 moves, e=0.010, loss: 2.0, +, 59.0% elo% vs. goulinator, avg. reward: -0.356, 7.278 sec/game, 53.5 min. total, 821.2 MB
demeaning_prong v27 1083 games, 1892349 moves, e=0.010, loss: 2.1, ., 58.6% elo% vs. goulinator, avg. reward: -0.356, 7.266 sec/game, 53.6 min. total, 820.9 MB
demeaning_prong v27 1084 games, 1896001 moves, e=0.010, loss: 2.2, +, 60.4% elo% vs. goulinator, avg. reward: -0.355, 7.239 sec/game, 53.7 min. total, 821.1 MB
demeaning_prong v27 1085 games, 1899554 moves, e=0.010, loss: 2.1, +, 62.1% elo% vs. goulinator, avg. reward: -0.355, 7.167 sec/game, 53.8 min. total, 825.0 MB
demeaning_prong v27 1086 games, 1903099 moves, e=0.010, loss: 2.1, -, 59.4% elo% vs. goulinator, avg. reward: -0.356, 7.106 sec/game, 53.9 min. total, 823.8 MB
demeaning_prong v27 1087 games, 1906843 moves, e=0.010, loss: 1.7, -, 56.8% elo% vs. goulinator, avg. reward: -0.357, 7.092 sec/game, 54.0 min. total, 825.1 MB
demeaning_prong v27 1088 games, 1910628 moves, e=0.010, loss: 1.8, +, 58.7% elo% vs. goulinator, avg. reward: -0.357, 7.093 sec/game, 54.1 min. total, 824.8 MB
demeaning_prong v27 1089 games, 1914735 moves, e=0.010, loss: 2.0, -, 56.1% elo% vs. goulinator, avg. reward: -0.357, 7.149 sec/game, 54.3 min. total, 827.8 MB
demeaning_prong v27 1090 games, 1918345 moves, e=0.010, loss: 2.1, +, 58.0% elo% vs. goulinator, avg. reward: -0.356, 7.169 sec/game, 54.4 min. total, 828.6 MB
demeaning_prong v27 1091 games, 1922265 moves, e=0.010, loss: 2.3, +, 59.9% elo% vs. goulinator, avg. reward: -0.357, 7.214 sec/game, 54.5 min. total, 826.4 MB
demeaning_prong v27 1092 games, 1925923 moves, e=0.010, loss: 1.7, +, 61.7% elo% vs. goulinator, avg. reward: -0.355, 7.199 sec/game, 54.6 min. total, 828.7 MB
demeaning_prong v27 1093 games, 1929607 moves, e=0.010, loss: 1.9, +, 63.3% elo% vs. goulinator, avg. reward: -0.355, 7.220 sec/game, 54.8 min. total, 827.8 MB
demeaning_prong v27 1094 games, 1933711 moves, e=0.010, loss: 1.5, +, 64.9% elo% vs. goulinator, avg. reward: -0.354, 7.264 sec/game, 54.9 min. total, 826.4 MB
demeaning_prong v27 1095 games, 1937357 moves, e=0.010, loss: 1.7, +, 66.3% elo% vs. goulinator, avg. reward: -0.355, 7.241 sec/game, 55.0 min. total, 827.9 MB
demeaning_prong v27 1096 games, 1941165 moves, e=0.010, loss: 1.8, +, 67.7% elo% vs. goulinator, avg. reward: -0.354, 7.199 sec/game, 55.1 min. total, 829.1 MB
demeaning_prong v27 1097 games, 1945059 moves, e=0.010, loss: 2.2, +, 69.0% elo% vs. goulinator, avg. reward: -0.354, 7.177 sec/game, 55.2 min. total, 830.9 MB
demeaning_prong v27 1098 games, 1948428 moves, e=0.010, loss: 2.1, +, 70.2% elo% vs. goulinator, avg. reward: -0.355, 7.134 sec/game, 55.3 min. total, 831.1 MB
demeaning_prong v28 1099 games, 1952133 moves, e=0.010, loss: 1.9, +, 54.5% elo% vs. schmosby, avg. reward: -0.353, 7.125 sec/game, 55.5 min. total, 832.2 MB
demeaning_prong v28 1100 games, 1955859 moves, e=0.010, loss: 1.7, +, 56.6% elo% vs. schmosby, avg. reward: -0.353, 7.135 sec/game, 55.6 min. total, 834.7 MB
demeaning_prong v29 1101 games, 1959404 moves, e=0.010, loss: 1.7, +, 52.3% elo% vs. schmosby, avg. reward: -0.355, 7.151 sec/game, 55.7 min. total, 834.1 MB
demeaning_prong v29 1102 games, 1963081 moves, e=0.010, loss: 2.2, +, 54.5% elo% vs. schmosby, avg. reward: -0.357, 7.129 sec/game, 55.8 min. total, 833.4 MB
demeaning_prong v29 1103 games, 1966795 moves, e=0.010, loss: 2.1, +, 56.6% elo% vs. schmosby, avg. reward: -0.358, 7.141 sec/game, 55.9 min. total, 833.8 MB
demeaning_prong v29 1104 games, 1970976 moves, e=0.010, loss: 2.1, +, 58.5% elo% vs. schmosby, avg. reward: -0.356, 7.215 sec/game, 56.1 min. total, 834.7 MB
demeaning_prong v29 1105 games, 1975127 moves, e=0.010, loss: 1.6, +, 60.4% elo% vs. schmosby, avg. reward: -0.356, 7.287 sec/game, 56.2 min. total, 834.5 MB
demeaning_prong v29 1106 games, 1979160 moves, e=0.010, loss: 1.9, +, 62.1% elo% vs. schmosby, avg. reward: -0.356, 7.359 sec/game, 56.4 min. total, 835.8 MB
demeaning_prong v29 1107 games, 1982827 moves, e=0.010, loss: 1.7, +, 63.7% elo% vs. schmosby, avg. reward: -0.353, 7.353 sec/game, 56.5 min. total, 836.6 MB
demeaning_prong v29 1108 games, 1986578 moves, e=0.010, loss: 1.7, +, 65.2% elo% vs. schmosby, avg. reward: -0.354, 7.387 sec/game, 56.6 min. total, 838.2 MB
demeaning_prong v29 1109 games, 1990419 moves, e=0.010, loss: 1.7, +, 66.7% elo% vs. schmosby, avg. reward: -0.355, 7.387 sec/game, 56.7 min. total, 839.2 MB
demeaning_prong v29 1110 games, 1994233 moves, e=0.010, loss: 1.9, +, 68.0% elo% vs. schmosby, avg. reward: -0.354, 7.393 sec/game, 56.9 min. total, 839.5 MB
demeaning_prong v29 1111 games, 1998238 moves, e=0.010, loss: 2.1, +, 69.3% elo% vs. schmosby, avg. reward: -0.353, 7.556 sec/game, 57.0 min. total, 839.6 MB
demeaning_prong v29 1112 games, 2002073 moves, e=0.010, loss: 2.1, +, 70.5% elo% vs. schmosby, avg. reward: -0.355, 7.616 sec/game, 57.2 min. total, 840.2 MB
demeaning_prong v30 1113 games, 2005995 moves, e=0.010, loss: 2.0, +, 54.5% elo% vs. might_win_sometimes, avg. reward: -0.355, 7.627 sec/game, 57.3 min. total, 838.5 MB
demeaning_prong v30 1114 games, 2009756 moves, e=0.010, loss: 2.0, +, 56.6% elo% vs. might_win_sometimes, avg. reward: -0.354, 7.626 sec/game, 57.4 min. total, 840.9 MB
demeaning_prong v30 1115 games, 2013702 moves, e=0.010, loss: 2.1, +, 58.5% elo% vs. might_win_sometimes, avg. reward: -0.354, 7.729 sec/game, 57.6 min. total, 842.6 MB
demeaning_prong v30 1116 games, 2017661 moves, e=0.010, loss: 1.8, ., 58.1% elo% vs. might_win_sometimes, avg. reward: -0.352, 7.741 sec/game, 57.7 min. total, 841.3 MB
demeaning_prong v30 1117 games, 2021582 moves, e=0.010, loss: 1.9, ., 57.8% elo% vs. might_win_sometimes, avg. reward: -0.353, 7.762 sec/game, 57.8 min. total, 842.1 MB
demeaning_prong v30 1118 games, 2025690 moves, e=0.010, loss: 2.1, +, 59.7% elo% vs. might_win_sometimes, avg. reward: -0.352, 7.821 sec/game, 57.9 min. total, 843.0 MB
demeaning_prong v30 1119 games, 2029550 moves, e=0.010, loss: 2.1, +, 61.4% elo% vs. might_win_sometimes, avg. reward: -0.354, 7.850 sec/game, 58.1 min. total, 845.2 MB
demeaning_prong v30 1120 games, 2033818 moves, e=0.010, loss: 1.8, +, 63.1% elo% vs. might_win_sometimes, avg. reward: -0.353, 7.886 sec/game, 58.2 min. total, 844.2 MB
demeaning_prong v30 1121 games, 2037622 moves, e=0.010, loss: 1.7, +, 64.7% elo% vs. might_win_sometimes, avg. reward: -0.351, 7.885 sec/game, 58.3 min. total, 844.3 MB
demeaning_prong v30 1122 games, 2041326 moves, e=0.010, loss: 1.7, +, 66.1% elo% vs. might_win_sometimes, avg. reward: -0.353, 7.865 sec/game, 58.4 min. total, 846.5 MB
demeaning_prong v30 1123 games, 2044499 moves, e=0.010, loss: 2.0, +, 67.5% elo% vs. might_win_sometimes, avg. reward: -0.353, 7.816 sec/game, 58.6 min. total, 846.3 MB
demeaning_prong v30 1124 games, 2048369 moves, e=0.010, loss: 1.9, +, 68.8% elo% vs. might_win_sometimes, avg. reward: -0.353, 7.770 sec/game, 58.7 min. total, 846.7 MB
demeaning_prong v30 1125 games, 2052147 moves, e=0.010, loss: 2.0, +, 70.0% elo% vs. might_win_sometimes, avg. reward: -0.354, 7.726 sec/game, 58.8 min. total, 846.4 MB
demeaning_prong v31 1126 games, 2055908 moves, e=0.010, loss: 2.2, -, 49.9% elo% vs. btr, avg. reward: -0.355, 7.695 sec/game, 58.9 min. total, 845.0 MB
demeaning_prong v31 1127 games, 2059691 moves, e=0.010, loss: 1.9, -, 47.6% elo% vs. btr, avg. reward: -0.354, 7.721 sec/game, 59.1 min. total, 847.3 MB
demeaning_prong v31 1128 games, 2063766 moves, e=0.010, loss: 1.6, -, 45.4% elo% vs. btr, avg. reward: -0.352, 7.732 sec/game, 59.2 min. total, 848.7 MB
