transpire_herself v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.2 MB
transpire_herself v17 869 games, 1336058 moves, e=0.010, loss: 2.1, ., 21.5% elo% vs. simple_bot, avg. reward: -0.440, 6.368 sec/game, 7.6 min. total, 500.9 MB
transpire_herself v17 870 games, 1339483 moves, e=0.010, loss: 1.8, -, 20.9% elo% vs. simple_bot, avg. reward: -0.441, 6.383 sec/game, 7.7 min. total, 501.4 MB
transpire_herself v17 871 games, 1342822 moves, e=0.010, loss: 2.0, -, 20.2% elo% vs. simple_bot, avg. reward: -0.444, 6.383 sec/game, 7.8 min. total, 501.7 MB
transpire_herself v17 872 games, 1346277 moves, e=0.010, loss: 2.1, ., 21.1% elo% vs. simple_bot, avg. reward: -0.445, 6.370 sec/game, 7.9 min. total, 502.4 MB
transpire_herself v17 873 games, 1349933 moves, e=0.010, loss: 1.9, -, 20.5% elo% vs. simple_bot, avg. reward: -0.444, 6.440 sec/game, 8.0 min. total, 502.6 MB
transpire_herself v17 874 games, 1353652 moves, e=0.010, loss: 1.4, -, 19.9% elo% vs. simple_bot, avg. reward: -0.442, 6.480 sec/game, 8.1 min. total, 504.4 MB
transpire_herself v17 875 games, 1357003 moves, e=0.010, loss: 1.3, -, 19.3% elo% vs. simple_bot, avg. reward: -0.441, 6.489 sec/game, 8.2 min. total, 505.0 MB
transpire_herself v17 876 games, 1360431 moves, e=0.010, loss: 1.2, -, 18.8% elo% vs. simple_bot, avg. reward: -0.439, 6.514 sec/game, 8.3 min. total, 504.6 MB
transpire_herself v17 877 games, 1363497 moves, e=0.010, loss: 1.4, -, 18.2% elo% vs. simple_bot, avg. reward: -0.442, 6.513 sec/game, 8.4 min. total, 504.2 MB
transpire_herself v17 878 games, 1366779 moves, e=0.010, loss: 1.8, -, 17.7% elo% vs. simple_bot, avg. reward: -0.441, 6.523 sec/game, 8.5 min. total, 505.2 MB
transpire_herself v17 879 games, 1370125 moves, e=0.010, loss: 1.8, -, 17.3% elo% vs. simple_bot, avg. reward: -0.440, 6.554 sec/game, 8.7 min. total, 507.2 MB
transpire_herself v17 880 games, 1373388 moves, e=0.010, loss: 2.0, -, 16.8% elo% vs. simple_bot, avg. reward: -0.440, 6.547 sec/game, 8.8 min. total, 507.6 MB
transpire_herself v17 881 games, 1376928 moves, e=0.010, loss: 1.4, -, 16.4% elo% vs. simple_bot, avg. reward: -0.438, 6.565 sec/game, 8.9 min. total, 507.7 MB
transpire_herself v17 882 games, 1380261 moves, e=0.010, loss: 1.6, +, 18.6% elo% vs. simple_bot, avg. reward: -0.438, 6.541 sec/game, 9.0 min. total, 508.9 MB
transpire_herself v17 883 games, 1384013 moves, e=0.010, loss: 1.2, +, 21.0% elo% vs. simple_bot, avg. reward: -0.435, 6.574 sec/game, 9.1 min. total, 510.8 MB
transpire_herself v17 884 games, 1387723 moves, e=0.010, loss: 1.1, +, 23.5% elo% vs. simple_bot, avg. reward: -0.434, 6.584 sec/game, 9.2 min. total, 511.1 MB
transpire_herself v17 885 games, 1391058 moves, e=0.010, loss: 1.4, -, 22.7% elo% vs. simple_bot, avg. reward: -0.434, 6.550 sec/game, 9.3 min. total, 509.9 MB
transpire_herself v17 886 games, 1394369 moves, e=0.010, loss: 1.6, +, 25.3% elo% vs. simple_bot, avg. reward: -0.436, 6.522 sec/game, 9.4 min. total, 509.5 MB
transpire_herself v17 887 games, 1397642 moves, e=0.010, loss: 2.0, -, 24.5% elo% vs. simple_bot, avg. reward: -0.437, 6.526 sec/game, 9.5 min. total, 509.9 MB
transpire_herself v17 888 games, 1400847 moves, e=0.010, loss: 1.5, -, 23.6% elo% vs. simple_bot, avg. reward: -0.437, 6.529 sec/game, 9.6 min. total, 510.3 MB
transpire_herself v17 889 games, 1404102 moves, e=0.010, loss: 1.5, -, 22.9% elo% vs. simple_bot, avg. reward: -0.439, 6.501 sec/game, 9.7 min. total, 513.4 MB
transpire_herself v17 890 games, 1407292 moves, e=0.010, loss: 1.6, +, 25.5% elo% vs. simple_bot, avg. reward: -0.440, 6.477 sec/game, 9.8 min. total, 511.4 MB
transpire_herself v17 891 games, 1410809 moves, e=0.010, loss: 1.6, -, 24.6% elo% vs. simple_bot, avg. reward: -0.439, 6.472 sec/game, 9.9 min. total, 510.5 MB
transpire_herself v17 892 games, 1413984 moves, e=0.010, loss: 1.7, -, 23.8% elo% vs. simple_bot, avg. reward: -0.440, 6.445 sec/game, 10.0 min. total, 511.5 MB
transpire_herself v17 893 games, 1417294 moves, e=0.010, loss: 1.9, -, 23.0% elo% vs. simple_bot, avg. reward: -0.441, 6.408 sec/game, 10.2 min. total, 510.4 MB
transpire_herself v17 894 games, 1420842 moves, e=0.010, loss: 2.2, -, 22.2% elo% vs. simple_bot, avg. reward: -0.442, 6.395 sec/game, 10.3 min. total, 511.1 MB
transpire_herself v17 895 games, 1424173 moves, e=0.010, loss: 2.0, +, 24.8% elo% vs. simple_bot, avg. reward: -0.442, 6.392 sec/game, 10.4 min. total, 515.2 MB
transpire_herself v17 896 games, 1427653 moves, e=0.010, loss: 2.0, ., 25.7% elo% vs. simple_bot, avg. reward: -0.443, 6.394 sec/game, 10.5 min. total, 517.3 MB
transpire_herself v17 897 games, 1431403 moves, e=0.010, loss: 1.5, +, 28.4% elo% vs. simple_bot, avg. reward: -0.443, 6.443 sec/game, 10.6 min. total, 518.3 MB
transpire_herself v17 898 games, 1435083 moves, e=0.010, loss: 1.6, -, 27.3% elo% vs. simple_bot, avg. reward: -0.442, 6.490 sec/game, 10.7 min. total, 518.8 MB
transpire_herself v17 899 games, 1438732 moves, e=0.010, loss: 1.4, -, 26.3% elo% vs. simple_bot, avg. reward: -0.442, 6.525 sec/game, 10.8 min. total, 519.2 MB
transpire_herself v17 900 games, 1442639 moves, e=0.010, loss: 1.4, +, 29.1% elo% vs. simple_bot, avg. reward: -0.442, 6.589 sec/game, 11.0 min. total, 518.8 MB
transpire_herself v18 901 games, 1446460 moves, e=0.010, loss: 1.2, +, 52.3% elo% vs. simple_bot, avg. reward: -0.440, 6.622 sec/game, 11.1 min. total, 519.1 MB
transpire_herself v18 902 games, 1449952 moves, e=0.010, loss: 1.1, +, 54.5% elo% vs. simple_bot, avg. reward: -0.439, 6.623 sec/game, 11.2 min. total, 519.5 MB
transpire_herself v18 903 games, 1453945 moves, e=0.010, loss: 1.2, -, 52.0% elo% vs. simple_bot, avg. reward: -0.438, 6.669 sec/game, 11.3 min. total, 520.8 MB
transpire_herself v18 904 games, 1458033 moves, e=0.010, loss: 1.2, ., 51.9% elo% vs. simple_bot, avg. reward: -0.436, 6.707 sec/game, 11.4 min. total, 520.6 MB
transpire_herself v18 905 games, 1461645 moves, e=0.010, loss: 1.5, +, 54.1% elo% vs. simple_bot, avg. reward: -0.437, 6.742 sec/game, 11.6 min. total, 522.1 MB
transpire_herself v18 906 games, 1465684 moves, e=0.010, loss: 1.4, +, 56.2% elo% vs. simple_bot, avg. reward: -0.438, 6.800 sec/game, 11.7 min. total, 523.9 MB
transpire_herself v18 907 games, 1469623 moves, e=0.010, loss: 1.4, +, 58.2% elo% vs. simple_bot, avg. reward: -0.437, 6.841 sec/game, 11.8 min. total, 524.0 MB
transpire_herself v18 908 games, 1473189 moves, e=0.010, loss: 1.5, -, 55.5% elo% vs. simple_bot, avg. reward: -0.438, 6.866 sec/game, 11.9 min. total, 522.4 MB
transpire_herself v18 909 games, 1476753 moves, e=0.010, loss: 1.4, +, 57.6% elo% vs. simple_bot, avg. reward: -0.438, 6.894 sec/game, 12.0 min. total, 526.7 MB
transpire_herself v18 910 games, 1480355 moves, e=0.010, loss: 1.3, +, 59.5% elo% vs. simple_bot, avg. reward: -0.438, 6.927 sec/game, 12.1 min. total, 528.7 MB
transpire_herself v18 911 games, 1483926 moves, e=0.010, loss: 1.3, +, 61.2% elo% vs. simple_bot, avg. reward: -0.437, 6.936 sec/game, 12.3 min. total, 529.8 MB
transpire_herself v18 912 games, 1487626 moves, e=0.010, loss: 1.2, -, 58.5% elo% vs. simple_bot, avg. reward: -0.435, 6.982 sec/game, 12.4 min. total, 528.8 MB
transpire_herself v18 913 games, 1491202 moves, e=0.010, loss: 1.4, ., 58.1% elo% vs. simple_bot, avg. reward: -0.431, 7.021 sec/game, 12.5 min. total, 528.8 MB
transpire_herself v18 914 games, 1494870 moves, e=0.010, loss: 1.3, +, 60.0% elo% vs. simple_bot, avg. reward: -0.431, 7.028 sec/game, 12.6 min. total, 528.2 MB
transpire_herself v18 915 games, 1498476 moves, e=0.010, loss: 1.1, -, 57.3% elo% vs. simple_bot, avg. reward: -0.431, 7.055 sec/game, 12.7 min. total, 527.3 MB
transpire_herself v18 916 games, 1501816 moves, e=0.010, loss: 1.5, -, 54.7% elo% vs. simple_bot, avg. reward: -0.430, 7.049 sec/game, 12.8 min. total, 529.5 MB
transpire_herself v18 917 games, 1505142 moves, e=0.010, loss: 1.7, ., 54.5% elo% vs. simple_bot, avg. reward: -0.430, 7.023 sec/game, 12.9 min. total, 529.9 MB
transpire_herself v18 918 games, 1508854 moves, e=0.010, loss: 1.8, -, 52.0% elo% vs. simple_bot, avg. reward: -0.429, 7.025 sec/game, 13.1 min. total, 529.3 MB
transpire_herself v18 919 games, 1512474 moves, e=0.010, loss: 1.6, ., 51.9% elo% vs. simple_bot, avg. reward: -0.427, 7.019 sec/game, 13.2 min. total, 531.2 MB
transpire_herself v18 920 games, 1516069 moves, e=0.010, loss: 1.4, -, 49.5% elo% vs. simple_bot, avg. reward: -0.428, 7.001 sec/game, 13.3 min. total, 531.1 MB
transpire_herself v18 921 games, 1519585 moves, e=0.010, loss: 1.5, -, 47.3% elo% vs. simple_bot, avg. reward: -0.428, 6.969 sec/game, 13.4 min. total, 531.3 MB
transpire_herself v18 922 games, 1523059 moves, e=0.010, loss: 1.8, -, 45.1% elo% vs. simple_bot, avg. reward: -0.429, 6.963 sec/game, 13.5 min. total, 530.7 MB
transpire_herself v18 923 games, 1526593 moves, e=0.010, loss: 1.8, ., 45.3% elo% vs. simple_bot, avg. reward: -0.429, 6.905 sec/game, 13.6 min. total, 534.9 MB
transpire_herself v18 924 games, 1529958 moves, e=0.010, loss: 1.7, -, 43.3% elo% vs. simple_bot, avg. reward: -0.429, 6.838 sec/game, 13.7 min. total, 533.6 MB
transpire_herself v18 925 games, 1533172 moves, e=0.010, loss: 1.7, +, 45.8% elo% vs. simple_bot, avg. reward: -0.432, 6.791 sec/game, 13.8 min. total, 535.1 MB
transpire_herself v18 926 games, 1536151 moves, e=0.010, loss: 1.6, -, 43.7% elo% vs. simple_bot, avg. reward: -0.431, 6.706 sec/game, 13.9 min. total, 532.9 MB
transpire_herself v18 927 games, 1539971 moves, e=0.010, loss: 1.3, -, 41.8% elo% vs. simple_bot, avg. reward: -0.430, 6.702 sec/game, 14.0 min. total, 533.7 MB
transpire_herself v18 928 games, 1543363 moves, e=0.010, loss: 1.6, +, 44.4% elo% vs. simple_bot, avg. reward: -0.431, 6.689 sec/game, 14.2 min. total, 535.0 MB
transpire_herself v18 929 games, 1547028 moves, e=0.010, loss: 1.5, +, 46.9% elo% vs. simple_bot, avg. reward: -0.433, 6.698 sec/game, 14.3 min. total, 537.0 MB
transpire_herself v18 930 games, 1550610 moves, e=0.010, loss: 1.8, -, 44.8% elo% vs. simple_bot, avg. reward: -0.432, 6.703 sec/game, 14.4 min. total, 537.0 MB
transpire_herself v18 931 games, 1554119 moves, e=0.010, loss: 1.6, +, 47.3% elo% vs. simple_bot, avg. reward: -0.427, 6.696 sec/game, 14.5 min. total, 539.8 MB
transpire_herself v18 932 games, 1558209 moves, e=0.010, loss: 1.7, -, 45.2% elo% vs. simple_bot, avg. reward: -0.424, 6.741 sec/game, 14.6 min. total, 539.1 MB
transpire_herself v18 933 games, 1562153 moves, e=0.010, loss: 1.6, -, 43.1% elo% vs. simple_bot, avg. reward: -0.424, 6.754 sec/game, 14.7 min. total, 538.4 MB
transpire_herself v18 934 games, 1565897 moves, e=0.010, loss: 1.8, -, 41.2% elo% vs. simple_bot, avg. reward: -0.422, 6.762 sec/game, 14.9 min. total, 537.9 MB
transpire_herself v18 935 games, 1568895 moves, e=0.010, loss: 2.2, -, 39.3% elo% vs. simple_bot, avg. reward: -0.421, 6.723 sec/game, 15.0 min. total, 540.0 MB
transpire_herself v18 936 games, 1572351 moves, e=0.010, loss: 2.1, +, 42.0% elo% vs. simple_bot, avg. reward: -0.422, 6.732 sec/game, 15.1 min. total, 540.1 MB
transpire_herself v18 937 games, 1576079 moves, e=0.010, loss: 1.8, +, 44.7% elo% vs. simple_bot, avg. reward: -0.423, 6.779 sec/game, 15.2 min. total, 540.0 MB
transpire_herself v18 938 games, 1579882 moves, e=0.010, loss: 1.3, +, 47.2% elo% vs. simple_bot, avg. reward: -0.423, 6.775 sec/game, 15.3 min. total, 543.6 MB
transpire_herself v18 939 games, 1583529 moves, e=0.010, loss: 1.6, +, 49.6% elo% vs. simple_bot, avg. reward: -0.423, 6.773 sec/game, 15.4 min. total, 543.3 MB
transpire_herself v18 940 games, 1587028 moves, e=0.010, loss: 1.7, -, 47.3% elo% vs. simple_bot, avg. reward: -0.424, 6.756 sec/game, 15.5 min. total, 543.7 MB
transpire_herself v18 941 games, 1590706 moves, e=0.010, loss: 1.7, -, 45.2% elo% vs. simple_bot, avg. reward: -0.422, 6.774 sec/game, 15.7 min. total, 544.4 MB
transpire_herself v18 942 games, 1594706 moves, e=0.010, loss: 1.7, -, 43.1% elo% vs. simple_bot, avg. reward: -0.419, 6.826 sec/game, 15.8 min. total, 543.8 MB
transpire_herself v18 943 games, 1598588 moves, e=0.010, loss: 1.3, -, 41.2% elo% vs. simple_bot, avg. reward: -0.419, 6.851 sec/game, 15.9 min. total, 542.3 MB
transpire_herself v18 944 games, 1602186 moves, e=0.010, loss: 1.7, ., 41.6% elo% vs. simple_bot, avg. reward: -0.419, 6.878 sec/game, 16.0 min. total, 541.6 MB
transpire_herself v18 945 games, 1605889 moves, e=0.010, loss: 2.1, ., 42.0% elo% vs. simple_bot, avg. reward: -0.421, 6.935 sec/game, 16.1 min. total, 545.4 MB
transpire_herself v18 946 games, 1609120 moves, e=0.010, loss: 1.8, -, 40.1% elo% vs. simple_bot, avg. reward: -0.421, 6.956 sec/game, 16.2 min. total, 550.0 MB
transpire_herself v18 947 games, 1612747 moves, e=0.010, loss: 2.1, -, 38.3% elo% vs. simple_bot, avg. reward: -0.423, 7.022 sec/game, 16.4 min. total, 538.9 MB
transpire_herself v18 948 games, 1616213 moves, e=0.010, loss: 1.7, -, 36.7% elo% vs. simple_bot, avg. reward: -0.423, 7.134 sec/game, 16.5 min. total, 541.0 MB
transpire_herself v18 949 games, 1619948 moves, e=0.010, loss: 1.7, +, 39.4% elo% vs. simple_bot, avg. reward: -0.420, 7.195 sec/game, 16.7 min. total, 543.3 MB
transpire_herself v18 950 games, 1623683 moves, e=0.010, loss: 1.5, +, 42.1% elo% vs. simple_bot, avg. reward: -0.420, 7.261 sec/game, 16.8 min. total, 543.6 MB
transpire_herself v18 951 games, 1627186 moves, e=0.010, loss: 1.7, +, 44.7% elo% vs. simple_bot, avg. reward: -0.420, 7.314 sec/game, 16.9 min. total, 542.9 MB
transpire_herself v18 952 games, 1631264 moves, e=0.010, loss: 1.4, ., 45.0% elo% vs. simple_bot, avg. reward: -0.420, 7.397 sec/game, 17.1 min. total, 543.1 MB
transpire_herself v18 953 games, 1635046 moves, e=0.010, loss: 1.6, +, 47.5% elo% vs. simple_bot, avg. reward: -0.420, 7.442 sec/game, 17.2 min. total, 544.2 MB
transpire_herself v18 954 games, 1638845 moves, e=0.010, loss: 1.4, +, 49.9% elo% vs. simple_bot, avg. reward: -0.419, 7.534 sec/game, 17.4 min. total, 544.4 MB
transpire_herself v18 955 games, 1643091 moves, e=0.010, loss: 1.5, -, 47.6% elo% vs. simple_bot, avg. reward: -0.418, 7.738 sec/game, 17.5 min. total, 544.8 MB
transpire_herself v18 956 games, 1646879 moves, e=0.010, loss: 1.5, -, 45.4% elo% vs. simple_bot, avg. reward: -0.416, 7.843 sec/game, 17.7 min. total, 544.5 MB
transpire_herself v18 957 games, 1650848 moves, e=0.010, loss: 1.8, -, 43.4% elo% vs. simple_bot, avg. reward: -0.416, 7.864 sec/game, 17.8 min. total, 544.5 MB
transpire_herself v18 958 games, 1654583 moves, e=0.010, loss: 1.4, -, 41.4% elo% vs. simple_bot, avg. reward: -0.414, 7.971 sec/game, 18.0 min. total, 547.3 MB
transpire_herself v18 959 games, 1658609 moves, e=0.010, loss: 1.6, -, 39.6% elo% vs. simple_bot, avg. reward: -0.413, 8.091 sec/game, 18.1 min. total, 547.4 MB
transpire_herself v18 960 games, 1662306 moves, e=0.010, loss: 1.3, -, 37.8% elo% vs. simple_bot, avg. reward: -0.413, 8.200 sec/game, 18.3 min. total, 548.8 MB
transpire_herself v18 961 games, 1666081 moves, e=0.010, loss: 1.3, +, 40.6% elo% vs. simple_bot, avg. reward: -0.414, 8.315 sec/game, 18.4 min. total, 549.0 MB
transpire_herself v18 962 games, 1669746 moves, e=0.010, loss: 1.5, -, 38.8% elo% vs. simple_bot, avg. reward: -0.414, 8.390 sec/game, 18.6 min. total, 549.8 MB
transpire_herself v18 963 games, 1673174 moves, e=0.010, loss: 1.8, -, 37.1% elo% vs. simple_bot, avg. reward: -0.414, 8.452 sec/game, 18.7 min. total, 551.1 MB
transpire_herself v18 964 games, 1676770 moves, e=0.010, loss: 2.2, -, 35.5% elo% vs. simple_bot, avg. reward: -0.414, 8.544 sec/game, 18.9 min. total, 553.6 MB
transpire_herself v18 965 games, 1680501 moves, e=0.010, loss: 2.2, ., 36.1% elo% vs. simple_bot, avg. reward: -0.415, 8.641 sec/game, 19.0 min. total, 555.2 MB
transpire_herself v18 966 games, 1683762 moves, e=0.010, loss: 2.1, -, 34.6% elo% vs. simple_bot, avg. reward: -0.416, 8.701 sec/game, 19.1 min. total, 555.4 MB
transpire_herself v18 967 games, 1687636 moves, e=0.010, loss: 2.0, -, 33.2% elo% vs. simple_bot, avg. reward: -0.414, 8.729 sec/game, 19.3 min. total, 554.2 MB
transpire_herself v18 968 games, 1691335 moves, e=0.010, loss: 1.6, +, 36.0% elo% vs. simple_bot, avg. reward: -0.414, 8.729 sec/game, 19.4 min. total, 555.0 MB
transpire_herself v18 969 games, 1695097 moves, e=0.010, loss: 1.6, ., 36.6% elo% vs. simple_bot, avg. reward: -0.412, 8.740 sec/game, 19.6 min. total, 553.7 MB
transpire_herself v18 970 games, 1698793 moves, e=0.010, loss: 1.5, -, 35.0% elo% vs. simple_bot, avg. reward: -0.413, 8.791 sec/game, 19.7 min. total, 554.8 MB
transpire_herself v18 971 games, 1702605 moves, e=0.010, loss: 1.8, -, 33.6% elo% vs. simple_bot, avg. reward: -0.410, 8.873 sec/game, 19.9 min. total, 553.6 MB
transpire_herself v18 972 games, 1706084 moves, e=0.010, loss: 1.9, -, 32.2% elo% vs. simple_bot, avg. reward: -0.409, 8.825 sec/game, 20.0 min. total, 553.6 MB
transpire_herself v18 973 games, 1709685 moves, e=0.010, loss: 1.9, -, 30.9% elo% vs. simple_bot, avg. reward: -0.409, 8.848 sec/game, 20.2 min. total, 555.1 MB
transpire_herself v18 974 games, 1713690 moves, e=0.010, loss: 1.6, -, 29.7% elo% vs. simple_bot, avg. reward: -0.409, 8.868 sec/game, 20.3 min. total, 554.4 MB
transpire_herself v18 975 games, 1717413 moves, e=0.010, loss: 1.8, -, 28.6% elo% vs. simple_bot, avg. reward: -0.411, 8.762 sec/game, 20.5 min. total, 556.2 MB
transpire_herself v18 976 games, 1721222 moves, e=0.010, loss: 1.7, +, 31.3% elo% vs. simple_bot, avg. reward: -0.410, 8.779 sec/game, 20.6 min. total, 557.3 MB
transpire_herself v18 977 games, 1724781 moves, e=0.010, loss: 1.9, +, 34.1% elo% vs. simple_bot, avg. reward: -0.408, 8.769 sec/game, 20.7 min. total, 558.8 MB
transpire_herself v18 978 games, 1728344 moves, e=0.010, loss: 1.7, -, 32.7% elo% vs. simple_bot, avg. reward: -0.407, 8.720 sec/game, 20.9 min. total, 557.5 MB
transpire_herself v18 979 games, 1732006 moves, e=0.010, loss: 2.0, +, 35.5% elo% vs. simple_bot, avg. reward: -0.407, 8.673 sec/game, 21.0 min. total, 559.4 MB
transpire_herself v18 980 games, 1735858 moves, e=0.010, loss: 2.0, +, 38.3% elo% vs. simple_bot, avg. reward: -0.409, 8.628 sec/game, 21.1 min. total, 559.6 MB
transpire_herself v18 981 games, 1739460 moves, e=0.010, loss: 2.2, -, 36.6% elo% vs. simple_bot, avg. reward: -0.412, 8.525 sec/game, 21.3 min. total, 559.5 MB
transpire_herself v18 982 games, 1743653 moves, e=0.010, loss: 2.2, +, 39.4% elo% vs. simple_bot, avg. reward: -0.412, 8.517 sec/game, 21.4 min. total, 560.0 MB
transpire_herself v18 983 games, 1747197 moves, e=0.010, loss: 2.2, -, 37.7% elo% vs. simple_bot, avg. reward: -0.414, 8.493 sec/game, 21.5 min. total, 534.0 MB
transpire_herself v18 984 games, 1750541 moves, e=0.010, loss: 2.8, -, 36.0% elo% vs. simple_bot, avg. reward: -0.417, 8.420 sec/game, 21.7 min. total, 473.4 MB
transpire_herself v18 985 games, 1754067 moves, e=0.010, loss: 2.8, -, 34.5% elo% vs. simple_bot, avg. reward: -0.417, 8.312 sec/game, 21.8 min. total, 478.0 MB
transpire_herself v18 986 games, 1757503 moves, e=0.010, loss: 2.5, ., 35.2% elo% vs. simple_bot, avg. reward: -0.417, 8.301 sec/game, 21.9 min. total, 476.7 MB
transpire_herself v18 987 games, 1760548 moves, e=0.010, loss: 2.2, -, 33.7% elo% vs. simple_bot, avg. reward: -0.419, 8.161 sec/game, 22.0 min. total, 476.4 MB
transpire_herself v18 988 games, 1764762 moves, e=0.010, loss: 1.9, -, 32.3% elo% vs. simple_bot, avg. reward: -0.418, 8.211 sec/game, 22.2 min. total, 478.3 MB
transpire_herself v18 989 games, 1768599 moves, e=0.010, loss: 2.1, -, 31.1% elo% vs. simple_bot, avg. reward: -0.417, 8.228 sec/game, 22.3 min. total, 479.1 MB
transpire_herself v18 990 games, 1772632 moves, e=0.010, loss: 2.2, -, 29.8% elo% vs. simple_bot, avg. reward: -0.417, 8.157 sec/game, 22.5 min. total, 477.8 MB
transpire_herself v18 991 games, 1776689 moves, e=0.010, loss: 2.5, -, 28.7% elo% vs. simple_bot, avg. reward: -0.418, 8.086 sec/game, 22.6 min. total, 479.3 MB
transpire_herself v18 992 games, 1780428 moves, e=0.010, loss: 2.3, ., 29.5% elo% vs. simple_bot, avg. reward: -0.417, 8.018 sec/game, 22.7 min. total, 482.2 MB
transpire_herself v18 993 games, 1784254 moves, e=0.010, loss: 2.1, +, 32.3% elo% vs. simple_bot, avg. reward: -0.415, 7.960 sec/game, 22.8 min. total, 483.3 MB
transpire_herself v18 994 games, 1788017 moves, e=0.010, loss: 2.5, +, 35.1% elo% vs. simple_bot, avg. reward: -0.413, 7.858 sec/game, 22.9 min. total, 484.7 MB
transpire_herself v18 995 games, 1791863 moves, e=0.010, loss: 2.3, -, 33.6% elo% vs. simple_bot, avg. reward: -0.413, 7.832 sec/game, 23.1 min. total, 483.1 MB
transpire_herself v18 996 games, 1795479 moves, e=0.010, loss: 2.4, -, 32.2% elo% vs. simple_bot, avg. reward: -0.414, 7.742 sec/game, 23.2 min. total, 483.9 MB
transpire_herself v18 997 games, 1799492 moves, e=0.010, loss: 2.3, -, 31.0% elo% vs. simple_bot, avg. reward: -0.414, 7.754 sec/game, 23.3 min. total, 484.1 MB
