nutcase_devalue v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.5 MB
nutcase_devalue v44 4006 games, 3245905 moves, e=0.679, loss: 4.2, -, 37.9% elo% vs. gir, avg. reward: -6.002, 2.067 sec/game, 102.7 min. total, 1364.4 MB
nutcase_devalue v44 4007 games, 3246965 moves, e=0.679, loss: 4.3, -, 36.3% elo% vs. gir, avg. reward: -5.990, 2.072 sec/game, 102.8 min. total, 1365.0 MB
nutcase_devalue v44 4008 games, 3247870 moves, e=0.678, loss: 4.6, -, 34.8% elo% vs. gir, avg. reward: -5.998, 2.071 sec/game, 102.8 min. total, 1365.3 MB
nutcase_devalue v44 4009 games, 3248664 moves, e=0.678, loss: 4.5, -, 33.3% elo% vs. gir, avg. reward: -6.012, 2.071 sec/game, 102.8 min. total, 1365.6 MB
nutcase_devalue v44 4010 games, 3249495 moves, e=0.678, loss: 4.0, -, 32.0% elo% vs. gir, avg. reward: -6.024, 2.051 sec/game, 102.9 min. total, 1365.6 MB
nutcase_devalue v44 4011 games, 3250551 moves, e=0.678, loss: 4.3, -, 30.7% elo% vs. gir, avg. reward: -6.016, 2.064 sec/game, 102.9 min. total, 1366.0 MB
nutcase_devalue v44 4012 games, 3251545 moves, e=0.678, loss: 4.3, -, 29.5% elo% vs. gir, avg. reward: -6.024, 2.078 sec/game, 102.9 min. total, 1366.3 MB
nutcase_devalue v44 4013 games, 3252675 moves, e=0.678, loss: 4.9, -, 28.4% elo% vs. gir, avg. reward: -6.012, 2.090 sec/game, 103.0 min. total, 1367.0 MB
nutcase_devalue v44 4014 games, 3253644 moves, e=0.678, loss: 4.6, -, 27.3% elo% vs. gir, avg. reward: -6.014, 2.099 sec/game, 103.0 min. total, 1367.1 MB
nutcase_devalue v44 4015 games, 3254534 moves, e=0.678, loss: 4.6, -, 26.4% elo% vs. gir, avg. reward: -6.026, 2.076 sec/game, 103.0 min. total, 1367.5 MB
nutcase_devalue v44 4016 games, 3255520 moves, e=0.678, loss: 4.3, -, 25.4% elo% vs. gir, avg. reward: -6.027, 2.067 sec/game, 103.1 min. total, 1367.7 MB
nutcase_devalue v44 4017 games, 3256440 moves, e=0.678, loss: 4.6, -, 24.5% elo% vs. gir, avg. reward: -6.035, 2.060 sec/game, 103.1 min. total, 1368.1 MB
nutcase_devalue v44 4018 games, 3257407 moves, e=0.678, loss: 4.3, -, 23.7% elo% vs. gir, avg. reward: -6.044, 2.068 sec/game, 103.1 min. total, 1368.3 MB
nutcase_devalue v44 4019 games, 3258309 moves, e=0.677, loss: 3.8, -, 22.9% elo% vs. gir, avg. reward: -6.057, 2.047 sec/game, 103.2 min. total, 1368.7 MB
nutcase_devalue v44 4020 games, 3259252 moves, e=0.677, loss: 3.7, -, 22.2% elo% vs. gir, avg. reward: -6.061, 2.038 sec/game, 103.2 min. total, 1368.9 MB
nutcase_devalue v44 4021 games, 3260202 moves, e=0.677, loss: 3.7, -, 21.5% elo% vs. gir, avg. reward: -6.061, 2.035 sec/game, 103.2 min. total, 1369.4 MB
nutcase_devalue v44 4022 games, 3261070 moves, e=0.677, loss: 4.1, -, 20.8% elo% vs. gir, avg. reward: -6.070, 2.023 sec/game, 103.3 min. total, 1369.8 MB
nutcase_devalue v44 4023 games, 3262019 moves, e=0.677, loss: 3.7, -, 20.2% elo% vs. gir, avg. reward: -6.070, 2.024 sec/game, 103.3 min. total, 1372.1 MB
nutcase_devalue v44 4024 games, 3263073 moves, e=0.677, loss: 3.5, -, 19.6% elo% vs. gir, avg. reward: -6.066, 2.036 sec/game, 103.3 min. total, 1370.1 MB
nutcase_devalue v44 4025 games, 3264129 moves, e=0.677, loss: 3.5, -, 19.1% elo% vs. gir, avg. reward: -6.063, 2.047 sec/game, 103.4 min. total, 1372.7 MB
nutcase_devalue v44 4026 games, 3265292 moves, e=0.677, loss: 3.4, -, 18.5% elo% vs. gir, avg. reward: -6.045, 2.073 sec/game, 103.4 min. total, 1370.9 MB
nutcase_devalue v44 4027 games, 3266405 moves, e=0.677, loss: 3.2, -, 18.0% elo% vs. gir, avg. reward: -6.031, 2.074 sec/game, 103.5 min. total, 1373.5 MB
nutcase_devalue v44 4028 games, 3267453 moves, e=0.677, loss: 3.5, -, 17.5% elo% vs. gir, avg. reward: -6.023, 2.087 sec/game, 103.5 min. total, 1371.5 MB
nutcase_devalue v44 4029 games, 3268550 moves, e=0.676, loss: 4.1, -, 17.1% elo% vs. gir, avg. reward: -6.013, 2.111 sec/game, 103.5 min. total, 1371.9 MB
nutcase_devalue v44 4030 games, 3269470 moves, e=0.676, loss: 3.8, -, 16.6% elo% vs. gir, avg. reward: -6.012, 2.119 sec/game, 103.6 min. total, 1372.0 MB
nutcase_devalue v44 4031 games, 3270371 moves, e=0.676, loss: 3.9, -, 16.2% elo% vs. gir, avg. reward: -6.018, 2.107 sec/game, 103.6 min. total, 1372.3 MB
nutcase_devalue v44 4032 games, 3271330 moves, e=0.676, loss: 3.7, -, 15.8% elo% vs. gir, avg. reward: -6.019, 2.102 sec/game, 103.6 min. total, 1372.9 MB
nutcase_devalue v44 4033 games, 3272258 moves, e=0.676, loss: 3.7, -, 15.4% elo% vs. gir, avg. reward: -6.020, 2.080 sec/game, 103.7 min. total, 1373.2 MB
nutcase_devalue v44 4034 games, 3273351 moves, e=0.676, loss: 3.4, -, 15.1% elo% vs. gir, avg. reward: -6.002, 2.094 sec/game, 103.7 min. total, 1373.4 MB
nutcase_devalue v44 4035 games, 3274425 moves, e=0.676, loss: 3.4, -, 14.7% elo% vs. gir, avg. reward: -5.995, 2.105 sec/game, 103.7 min. total, 1374.0 MB
nutcase_devalue v44 4036 games, 3275473 moves, e=0.676, loss: 3.8, -, 14.4% elo% vs. gir, avg. reward: -5.990, 2.114 sec/game, 103.8 min. total, 1374.2 MB
nutcase_devalue v44 4037 games, 3276444 moves, e=0.676, loss: 3.5, -, 14.0% elo% vs. gir, avg. reward: -5.998, 2.123 sec/game, 103.8 min. total, 1374.5 MB
nutcase_devalue v44 4038 games, 3277449 moves, e=0.676, loss: 3.5, -, 13.7% elo% vs. gir, avg. reward: -5.993, 2.123 sec/game, 103.8 min. total, 1374.7 MB
nutcase_devalue v44 4039 games, 3278373 moves, e=0.675, loss: 3.8, -, 13.4% elo% vs. gir, avg. reward: -5.977, 2.123 sec/game, 103.9 min. total, 1375.3 MB
nutcase_devalue v44 4040 games, 3279336 moves, e=0.675, loss: 4.0, -, 13.1% elo% vs. gir, avg. reward: -5.970, 2.121 sec/game, 103.9 min. total, 1375.6 MB
nutcase_devalue v44 4041 games, 3280289 moves, e=0.675, loss: 3.6, -, 12.9% elo% vs. gir, avg. reward: -5.975, 2.123 sec/game, 103.9 min. total, 1375.6 MB
nutcase_devalue v44 4042 games, 3281301 moves, e=0.675, loss: 4.4, -, 12.6% elo% vs. gir, avg. reward: -5.971, 2.135 sec/game, 104.0 min. total, 1376.2 MB
nutcase_devalue v44 4043 games, 3282266 moves, e=0.675, loss: 4.4, -, 12.4% elo% vs. gir, avg. reward: -5.963, 2.136 sec/game, 104.0 min. total, 1376.5 MB
nutcase_devalue v44 4044 games, 3283127 moves, e=0.675, loss: 3.9, -, 12.1% elo% vs. gir, avg. reward: -5.968, 2.123 sec/game, 104.0 min. total, 1376.5 MB
nutcase_devalue v44 4045 games, 3284303 moves, e=0.675, loss: 3.8, -, 11.9% elo% vs. gir, avg. reward: -5.952, 2.118 sec/game, 104.1 min. total, 1376.7 MB
nutcase_devalue v44 4046 games, 3285378 moves, e=0.675, loss: 3.6, -, 11.7% elo% vs. gir, avg. reward: -5.944, 2.116 sec/game, 104.1 min. total, 1379.5 MB
nutcase_devalue v44 4047 games, 3286425 moves, e=0.675, loss: 3.8, -, 11.4% elo% vs. gir, avg. reward: -5.936, 2.121 sec/game, 104.2 min. total, 1380.0 MB
nutcase_devalue v44 4048 games, 3287273 moves, e=0.675, loss: 4.1, ., 12.2% elo% vs. gir, avg. reward: -5.940, 2.101 sec/game, 104.2 min. total, 1377.9 MB
nutcase_devalue v44 4049 games, 3288214 moves, e=0.674, loss: 3.8, ., 12.9% elo% vs. gir, avg. reward: -5.941, 2.088 sec/game, 104.2 min. total, 1378.1 MB
nutcase_devalue v44 4050 games, 3289169 moves, e=0.674, loss: 4.0, -, 12.7% elo% vs. gir, avg. reward: -5.953, 2.091 sec/game, 104.3 min. total, 1378.5 MB
nutcase_devalue v44 4051 games, 3290179 moves, e=0.674, loss: 3.9, -, 12.4% elo% vs. gir, avg. reward: -5.945, 2.103 sec/game, 104.3 min. total, 1378.9 MB
nutcase_devalue v44 4052 games, 3291091 moves, e=0.674, loss: 3.9, -, 12.2% elo% vs. gir, avg. reward: -5.955, 2.095 sec/game, 104.3 min. total, 1379.2 MB
nutcase_devalue v44 4053 games, 3292141 moves, e=0.674, loss: 4.2, -, 11.9% elo% vs. gir, avg. reward: -5.948, 2.107 sec/game, 104.4 min. total, 1379.5 MB
nutcase_devalue v44 4054 games, 3293103 moves, e=0.674, loss: 4.5, -, 11.7% elo% vs. gir, avg. reward: -5.953, 2.094 sec/game, 104.4 min. total, 1380.0 MB
nutcase_devalue v44 4055 games, 3293997 moves, e=0.674, loss: 4.5, -, 11.5% elo% vs. gir, avg. reward: -5.967, 2.082 sec/game, 104.4 min. total, 1380.3 MB
nutcase_devalue v44 4056 games, 3294924 moves, e=0.674, loss: 4.7, -, 11.3% elo% vs. gir, avg. reward: -5.975, 2.071 sec/game, 104.5 min. total, 1380.5 MB
nutcase_devalue v44 4057 games, 3295966 moves, e=0.674, loss: 4.5, -, 11.1% elo% vs. gir, avg. reward: -5.964, 2.074 sec/game, 104.5 min. total, 1381.2 MB
nutcase_devalue v44 4058 games, 3297040 moves, e=0.674, loss: 5.1, -, 10.9% elo% vs. gir, avg. reward: -5.936, 2.086 sec/game, 104.5 min. total, 1381.1 MB
nutcase_devalue v44 4059 games, 3297917 moves, e=0.674, loss: 5.0, -, 10.7% elo% vs. gir, avg. reward: -5.940, 2.077 sec/game, 104.6 min. total, 1381.6 MB
nutcase_devalue v44 4060 games, 3298862 moves, e=0.673, loss: 4.7, -, 10.5% elo% vs. gir, avg. reward: -5.953, 2.087 sec/game, 104.6 min. total, 1381.9 MB
nutcase_devalue v44 4061 games, 3299865 moves, e=0.673, loss: 4.7, -, 10.3% elo% vs. gir, avg. reward: -5.947, 2.085 sec/game, 104.6 min. total, 1382.2 MB
nutcase_devalue v44 4062 games, 3300866 moves, e=0.673, loss: 4.4, -, 10.1% elo% vs. gir, avg. reward: -5.953, 2.089 sec/game, 104.7 min. total, 1382.6 MB
nutcase_devalue v44 4063 games, 3301822 moves, e=0.673, loss: 4.5, -, 10.0% elo% vs. gir, avg. reward: -5.948, 2.089 sec/game, 104.7 min. total, 1382.8 MB
nutcase_devalue v44 4064 games, 3302867 moves, e=0.673, loss: 3.9, -, 9.8% elo% vs. gir, avg. reward: -5.945, 2.102 sec/game, 104.7 min. total, 1383.1 MB
nutcase_devalue v44 4065 games, 3303817 moves, e=0.673, loss: 3.9, -, 9.6% elo% vs. gir, avg. reward: -5.940, 2.089 sec/game, 104.8 min. total, 1383.9 MB
nutcase_devalue v44 4066 games, 3304772 moves, e=0.673, loss: 3.7, -, 9.5% elo% vs. gir, avg. reward: -5.935, 2.068 sec/game, 104.8 min. total, 1384.1 MB
nutcase_devalue v44 4067 games, 3305897 moves, e=0.673, loss: 3.4, -, 9.3% elo% vs. gir, avg. reward: -5.934, 2.077 sec/game, 104.9 min. total, 1384.2 MB
nutcase_devalue v44 4068 games, 3306818 moves, e=0.673, loss: 3.3, -, 9.2% elo% vs. gir, avg. reward: -5.932, 2.085 sec/game, 104.9 min. total, 1384.5 MB
nutcase_devalue v44 4069 games, 3307800 moves, e=0.673, loss: 3.3, -, 9.1% elo% vs. gir, avg. reward: -5.925, 2.086 sec/game, 104.9 min. total, 1385.0 MB
nutcase_devalue v44 4070 games, 3308672 moves, e=0.672, loss: 2.9, -, 8.9% elo% vs. gir, avg. reward: -5.933, 2.082 sec/game, 105.0 min. total, 1385.2 MB
nutcase_devalue v44 4071 games, 3309649 moves, e=0.672, loss: 2.9, -, 8.8% elo% vs. gir, avg. reward: -5.914, 2.071 sec/game, 105.0 min. total, 1385.3 MB
nutcase_devalue v44 4072 games, 3310644 moves, e=0.672, loss: 3.4, -, 8.7% elo% vs. gir, avg. reward: -5.914, 2.081 sec/game, 105.0 min. total, 1385.7 MB
nutcase_devalue v44 4073 games, 3311601 moves, e=0.672, loss: 3.7, -, 8.5% elo% vs. gir, avg. reward: -5.924, 2.069 sec/game, 105.1 min. total, 1386.1 MB
nutcase_devalue v44 4074 games, 3312628 moves, e=0.672, loss: 3.6, -, 8.4% elo% vs. gir, avg. reward: -5.921, 2.069 sec/game, 105.1 min. total, 1386.2 MB
nutcase_devalue v44 4075 games, 3313569 moves, e=0.672, loss: 3.7, -, 8.3% elo% vs. gir, avg. reward: -5.926, 2.080 sec/game, 105.1 min. total, 1387.0 MB
nutcase_devalue v44 4076 games, 3314395 moves, e=0.672, loss: 3.8, -, 8.2% elo% vs. gir, avg. reward: -5.935, 2.067 sec/game, 105.2 min. total, 1387.3 MB
nutcase_devalue v44 4077 games, 3315422 moves, e=0.672, loss: 3.7, -, 8.1% elo% vs. gir, avg. reward: -5.918, 2.066 sec/game, 105.2 min. total, 1387.5 MB
nutcase_devalue v44 4078 games, 3316441 moves, e=0.672, loss: 3.8, -, 8.0% elo% vs. gir, avg. reward: -5.913, 2.054 sec/game, 105.2 min. total, 1387.7 MB
nutcase_devalue v44 4079 games, 3317433 moves, e=0.672, loss: 4.1, -, 7.8% elo% vs. gir, avg. reward: -5.908, 2.075 sec/game, 105.3 min. total, 1388.3 MB
nutcase_devalue v44 4080 games, 3318443 moves, e=0.671, loss: 4.5, -, 7.7% elo% vs. gir, avg. reward: -5.908, 2.076 sec/game, 105.3 min. total, 1388.1 MB
nutcase_devalue v44 4081 games, 3319336 moves, e=0.671, loss: 4.6, -, 7.6% elo% vs. gir, avg. reward: -5.894, 2.065 sec/game, 105.3 min. total, 1388.9 MB
nutcase_devalue v44 4082 games, 3320316 moves, e=0.671, loss: 4.3, -, 7.5% elo% vs. gir, avg. reward: -5.899, 2.052 sec/game, 105.4 min. total, 1388.8 MB
nutcase_devalue v44 4083 games, 3321272 moves, e=0.671, loss: 3.8, -, 7.4% elo% vs. gir, avg. reward: -5.896, 2.060 sec/game, 105.4 min. total, 1393.5 MB
nutcase_devalue v44 4084 games, 3322318 moves, e=0.671, loss: 3.7, -, 7.4% elo% vs. gir, avg. reward: -5.900, 2.060 sec/game, 105.4 min. total, 1389.4 MB
nutcase_devalue v44 4085 games, 3323253 moves, e=0.671, loss: 3.7, -, 7.3% elo% vs. gir, avg. reward: -5.897, 2.051 sec/game, 105.5 min. total, 1389.9 MB
nutcase_devalue v44 4086 games, 3324223 moves, e=0.671, loss: 3.9, -, 7.2% elo% vs. gir, avg. reward: -5.890, 2.060 sec/game, 105.5 min. total, 1390.5 MB
nutcase_devalue v44 4087 games, 3325086 moves, e=0.671, loss: 4.0, -, 7.1% elo% vs. gir, avg. reward: -5.898, 2.030 sec/game, 105.5 min. total, 1390.6 MB
nutcase_devalue v44 4088 games, 3326057 moves, e=0.671, loss: 4.4, -, 7.0% elo% vs. gir, avg. reward: -5.897, 2.033 sec/game, 105.6 min. total, 1391.2 MB
nutcase_devalue v44 4089 games, 3327051 moves, e=0.671, loss: 4.4, -, 6.9% elo% vs. gir, avg. reward: -5.882, 2.032 sec/game, 105.6 min. total, 1391.2 MB
nutcase_devalue v44 4090 games, 3327941 moves, e=0.671, loss: 5.0, -, 6.8% elo% vs. gir, avg. reward: -5.891, 2.039 sec/game, 105.6 min. total, 1391.6 MB
nutcase_devalue v44 4091 games, 3328729 moves, e=0.670, loss: 4.4, -, 6.8% elo% vs. gir, avg. reward: -5.895, 2.028 sec/game, 105.7 min. total, 1392.0 MB
nutcase_devalue v44 4092 games, 3329715 moves, e=0.670, loss: 4.0, -, 6.7% elo% vs. gir, avg. reward: -5.890, 2.028 sec/game, 105.7 min. total, 1392.3 MB
nutcase_devalue v44 4093 games, 3330604 moves, e=0.670, loss: 3.9, -, 6.6% elo% vs. gir, avg. reward: -5.899, 2.026 sec/game, 105.7 min. total, 1392.5 MB
nutcase_devalue v44 4094 games, 3331459 moves, e=0.670, loss: 3.7, -, 6.5% elo% vs. gir, avg. reward: -5.912, 2.011 sec/game, 105.8 min. total, 1392.6 MB
nutcase_devalue v44 4095 games, 3332457 moves, e=0.670, loss: 4.3, -, 6.5% elo% vs. gir, avg. reward: -5.920, 2.004 sec/game, 105.8 min. total, 1393.2 MB
nutcase_devalue v44 4096 games, 3333372 moves, e=0.670, loss: 3.7, -, 6.4% elo% vs. gir, avg. reward: -5.929, 2.015 sec/game, 105.8 min. total, 1393.8 MB
nutcase_devalue v44 4097 games, 3334319 moves, e=0.670, loss: 4.2, -, 6.3% elo% vs. gir, avg. reward: -5.931, 2.012 sec/game, 105.9 min. total, 1393.5 MB
nutcase_devalue v44 4098 games, 3335332 moves, e=0.670, loss: 4.2, -, 6.2% elo% vs. gir, avg. reward: -5.930, 2.017 sec/game, 105.9 min. total, 1394.1 MB
nutcase_devalue v44 4099 games, 3336440 moves, e=0.670, loss: 4.6, -, 6.2% elo% vs. gir, avg. reward: -5.931, 2.020 sec/game, 105.9 min. total, 1394.3 MB
nutcase_devalue v44 4100 games, 3337384 moves, e=0.670, loss: 4.8, -, 6.1% elo% vs. gir, avg. reward: -5.932, 2.022 sec/game, 106.0 min. total, 1394.6 MB
nutcase_devalue v45 4101 games, 3338412 moves, e=0.669, loss: 4.6, -, 47.7% elo% vs. gir, avg. reward: -5.929, 2.035 sec/game, 106.0 min. total, 1395.5 MB
nutcase_devalue v45 4102 games, 3339314 moves, e=0.669, loss: 5.3, -, 45.5% elo% vs. gir, avg. reward: -5.938, 2.034 sec/game, 106.0 min. total, 1395.3 MB
nutcase_devalue v45 4103 games, 3340170 moves, e=0.669, loss: 5.5, -, 43.4% elo% vs. gir, avg. reward: -5.950, 2.023 sec/game, 106.1 min. total, 1395.8 MB
nutcase_devalue v45 4104 games, 3341147 moves, e=0.669, loss: 5.7, -, 41.5% elo% vs. gir, avg. reward: -5.951, 2.012 sec/game, 106.1 min. total, 1395.9 MB
nutcase_devalue v45 4105 games, 3342119 moves, e=0.669, loss: 5.1, -, 39.6% elo% vs. gir, avg. reward: -5.952, 2.025 sec/game, 106.1 min. total, 1396.3 MB
nutcase_devalue v45 4106 games, 3343127 moves, e=0.669, loss: 5.3, -, 37.9% elo% vs. gir, avg. reward: -5.940, 2.027 sec/game, 106.2 min. total, 1396.7 MB
nutcase_devalue v45 4107 games, 3344056 moves, e=0.669, loss: 5.1, -, 36.3% elo% vs. gir, avg. reward: -5.955, 2.029 sec/game, 106.2 min. total, 1396.9 MB
nutcase_devalue v45 4108 games, 3345026 moves, e=0.669, loss: 5.0, -, 34.8% elo% vs. gir, avg. reward: -5.947, 2.038 sec/game, 106.2 min. total, 1399.4 MB
nutcase_devalue v45 4109 games, 3346093 moves, e=0.669, loss: 5.3, -, 33.3% elo% vs. gir, avg. reward: -5.921, 2.041 sec/game, 106.3 min. total, 1397.5 MB
nutcase_devalue v45 4110 games, 3346993 moves, e=0.669, loss: 5.6, -, 32.0% elo% vs. gir, avg. reward: -5.917, 2.039 sec/game, 106.3 min. total, 1397.9 MB
nutcase_devalue v45 4111 games, 3347872 moves, e=0.669, loss: 5.1, -, 30.7% elo% vs. gir, avg. reward: -5.929, 2.051 sec/game, 106.3 min. total, 1398.1 MB
nutcase_devalue v45 4112 games, 3348780 moves, e=0.668, loss: 5.1, -, 29.5% elo% vs. gir, avg. reward: -5.936, 2.040 sec/game, 106.4 min. total, 1398.4 MB
nutcase_devalue v45 4113 games, 3349759 moves, e=0.668, loss: 5.1, -, 28.4% elo% vs. gir, avg. reward: -5.943, 2.043 sec/game, 106.4 min. total, 1398.9 MB
nutcase_devalue v45 4114 games, 3350763 moves, e=0.668, loss: 5.0, -, 27.3% elo% vs. gir, avg. reward: -5.937, 2.058 sec/game, 106.4 min. total, 1401.4 MB
nutcase_devalue v45 4115 games, 3351652 moves, e=0.668, loss: 4.8, -, 26.4% elo% vs. gir, avg. reward: -5.935, 2.055 sec/game, 106.5 min. total, 1399.6 MB
nutcase_devalue v45 4116 games, 3352604 moves, e=0.668, loss: 4.4, -, 25.4% elo% vs. gir, avg. reward: -5.939, 2.066 sec/game, 106.5 min. total, 1399.8 MB
nutcase_devalue v45 4117 games, 3353666 moves, e=0.668, loss: 4.6, -, 24.5% elo% vs. gir, avg. reward: -5.926, 2.070 sec/game, 106.5 min. total, 1400.3 MB
nutcase_devalue v45 4118 games, 3354621 moves, e=0.668, loss: 4.7, -, 23.7% elo% vs. gir, avg. reward: -5.925, 2.056 sec/game, 106.6 min. total, 1400.8 MB
nutcase_devalue v45 4119 games, 3355654 moves, e=0.668, loss: 4.8, -, 22.9% elo% vs. gir, avg. reward: -5.913, 2.062 sec/game, 106.6 min. total, 1400.8 MB
nutcase_devalue v45 4120 games, 3356421 moves, e=0.668, loss: 4.9, -, 22.2% elo% vs. gir, avg. reward: -5.935, 2.035 sec/game, 106.6 min. total, 1401.0 MB
nutcase_devalue v45 4121 games, 3357324 moves, e=0.668, loss: 4.3, -, 21.5% elo% vs. gir, avg. reward: -5.938, 2.024 sec/game, 106.7 min. total, 1401.2 MB
nutcase_devalue v45 4122 games, 3358278 moves, e=0.668, loss: 4.3, -, 20.8% elo% vs. gir, avg. reward: -5.932, 2.024 sec/game, 106.7 min. total, 1401.8 MB
nutcase_devalue v45 4123 games, 3359277 moves, e=0.667, loss: 4.4, -, 20.2% elo% vs. gir, avg. reward: -5.932, 2.036 sec/game, 106.7 min. total, 1402.2 MB
nutcase_devalue v45 4124 games, 3360358 moves, e=0.667, loss: 3.9, -, 19.6% elo% vs. gir, avg. reward: -5.928, 2.048 sec/game, 106.8 min. total, 1402.7 MB
nutcase_devalue v45 4125 games, 3361287 moves, e=0.667, loss: 4.0, -, 19.1% elo% vs. gir, avg. reward: -5.938, 2.043 sec/game, 106.8 min. total, 1402.7 MB
nutcase_devalue v45 4126 games, 3362224 moves, e=0.667, loss: 4.0, -, 18.5% elo% vs. gir, avg. reward: -5.952, 2.031 sec/game, 106.9 min. total, 1403.2 MB
nutcase_devalue v45 4127 games, 3363099 moves, e=0.667, loss: 4.4, -, 18.0% elo% vs. gir, avg. reward: -5.967, 2.029 sec/game, 106.9 min. total, 1403.2 MB
nutcase_devalue v45 4128 games, 3364029 moves, e=0.667, loss: 4.5, -, 17.5% elo% vs. gir, avg. reward: -5.973, 2.019 sec/game, 106.9 min. total, 1403.4 MB
nutcase_devalue v45 4129 games, 3365179 moves, e=0.667, loss: 4.4, -, 17.1% elo% vs. gir, avg. reward: -5.972, 2.028 sec/game, 107.0 min. total, 1403.7 MB
nutcase_devalue v45 4130 games, 3366146 moves, e=0.667, loss: 4.1, -, 16.6% elo% vs. gir, avg. reward: -5.968, 2.035 sec/game, 107.0 min. total, 1404.2 MB
nutcase_devalue v45 4131 games, 3367160 moves, e=0.667, loss: 4.7, -, 16.2% elo% vs. gir, avg. reward: -5.956, 2.036 sec/game, 107.0 min. total, 1404.8 MB
nutcase_devalue v45 4132 games, 3368128 moves, e=0.667, loss: 4.7, -, 15.8% elo% vs. gir, avg. reward: -5.954, 2.045 sec/game, 107.1 min. total, 1405.1 MB
nutcase_devalue v45 4133 games, 3369184 moves, e=0.666, loss: 4.8, -, 15.4% elo% vs. gir, avg. reward: -5.946, 2.062 sec/game, 107.1 min. total, 1407.5 MB
nutcase_devalue v45 4134 games, 3370084 moves, e=0.666, loss: 4.4, -, 15.1% elo% vs. gir, avg. reward: -5.959, 2.054 sec/game, 107.1 min. total, 1405.5 MB
nutcase_devalue v45 4135 games, 3371103 moves, e=0.666, loss: 5.1, -, 14.7% elo% vs. gir, avg. reward: -5.959, 2.066 sec/game, 107.2 min. total, 1406.0 MB
nutcase_devalue v45 4136 games, 3372073 moves, e=0.666, loss: 4.8, -, 14.4% elo% vs. gir, avg. reward: -5.966, 2.070 sec/game, 107.2 min. total, 1406.5 MB
nutcase_devalue v45 4137 games, 3372991 moves, e=0.666, loss: 4.6, -, 14.0% elo% vs. gir, avg. reward: -5.971, 2.057 sec/game, 107.2 min. total, 1406.9 MB
nutcase_devalue v45 4138 games, 3373976 moves, e=0.666, loss: 4.0, -, 13.7% elo% vs. gir, avg. reward: -5.970, 2.068 sec/game, 107.3 min. total, 1407.0 MB
nutcase_devalue v45 4139 games, 3374902 moves, e=0.666, loss: 4.0, -, 13.4% elo% vs. gir, avg. reward: -5.967, 2.048 sec/game, 107.3 min. total, 1407.5 MB
nutcase_devalue v45 4140 games, 3375991 moves, e=0.666, loss: 4.2, -, 13.1% elo% vs. gir, avg. reward: -5.958, 2.075 sec/game, 107.3 min. total, 1407.5 MB
nutcase_devalue v45 4141 games, 3377052 moves, e=0.666, loss: 3.8, -, 12.9% elo% vs. gir, avg. reward: -5.952, 2.097 sec/game, 107.4 min. total, 1408.1 MB
nutcase_devalue v45 4142 games, 3377968 moves, e=0.666, loss: 4.0, -, 12.6% elo% vs. gir, avg. reward: -5.957, 2.097 sec/game, 107.4 min. total, 1408.4 MB
nutcase_devalue v45 4143 games, 3378987 moves, e=0.665, loss: 4.2, -, 12.4% elo% vs. gir, avg. reward: -5.954, 2.100 sec/game, 107.4 min. total, 1408.2 MB
nutcase_devalue v45 4144 games, 3379806 moves, e=0.665, loss: 4.5, -, 12.1% elo% vs. gir, avg. reward: -5.963, 2.076 sec/game, 107.5 min. total, 1408.8 MB
nutcase_devalue v45 4145 games, 3380630 moves, e=0.665, loss: 4.0, -, 11.9% elo% vs. gir, avg. reward: -5.986, 2.065 sec/game, 107.5 min. total, 1409.1 MB
nutcase_devalue v45 4146 games, 3381639 moves, e=0.665, loss: 3.7, -, 11.7% elo% vs. gir, avg. reward: -5.992, 2.077 sec/game, 107.5 min. total, 1409.6 MB
nutcase_devalue v45 4147 games, 3382551 moves, e=0.665, loss: 3.8, -, 11.4% elo% vs. gir, avg. reward: -6.002, 2.078 sec/game, 107.6 min. total, 1409.7 MB
nutcase_devalue v45 4148 games, 3383538 moves, e=0.665, loss: 4.1, -, 11.2% elo% vs. gir, avg. reward: -5.989, 2.079 sec/game, 107.6 min. total, 1410.0 MB
nutcase_devalue v45 4149 games, 3384525 moves, e=0.665, loss: 3.8, -, 11.0% elo% vs. gir, avg. reward: -5.982, 2.067 sec/game, 107.6 min. total, 1410.5 MB
nutcase_devalue v45 4150 games, 3385472 moves, e=0.665, loss: 3.9, -, 10.8% elo% vs. gir, avg. reward: -5.979, 2.066 sec/game, 107.7 min. total, 1410.5 MB
nutcase_devalue v45 4151 games, 3386445 moves, e=0.665, loss: 3.7, -, 10.6% elo% vs. gir, avg. reward: -5.981, 2.067 sec/game, 107.7 min. total, 1411.0 MB
nutcase_devalue v45 4152 games, 3387410 moves, e=0.665, loss: 4.2, ., 11.3% elo% vs. gir, avg. reward: -5.979, 2.068 sec/game, 107.7 min. total, 1411.2 MB
nutcase_devalue v45 4153 games, 3388419 moves, e=0.665, loss: 4.0, -, 11.1% elo% vs. gir, avg. reward: -5.982, 2.067 sec/game, 107.8 min. total, 1411.9 MB
nutcase_devalue v45 4154 games, 3389336 moves, e=0.664, loss: 3.6, -, 10.9% elo% vs. gir, avg. reward: -5.987, 2.074 sec/game, 107.8 min. total, 1412.0 MB
