nemeses_unhappy v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.6 MB
nemeses_unhappy v16 1277 games, 1413074 moves, e=0.010, loss: 4.4, -, 11.2% elo% vs. simple_bot, avg. reward: -2.067, 4.349 sec/game, 68.3 min. total, 710.8 MB
nemeses_unhappy v16 1278 games, 1414578 moves, e=0.010, loss: 4.4, -, 11.0% elo% vs. simple_bot, avg. reward: -2.067, 4.363 sec/game, 68.3 min. total, 712.2 MB
nemeses_unhappy v16 1279 games, 1415827 moves, e=0.010, loss: 4.3, -, 10.8% elo% vs. simple_bot, avg. reward: -2.069, 4.347 sec/game, 68.4 min. total, 711.5 MB
nemeses_unhappy v16 1280 games, 1417090 moves, e=0.010, loss: 4.5, ., 11.5% elo% vs. simple_bot, avg. reward: -2.068, 4.280 sec/game, 68.5 min. total, 712.5 MB
nemeses_unhappy v16 1281 games, 1418400 moves, e=0.010, loss: 4.4, -, 11.3% elo% vs. simple_bot, avg. reward: -2.069, 4.247 sec/game, 68.5 min. total, 711.1 MB
nemeses_unhappy v16 1282 games, 1419914 moves, e=0.010, loss: 4.3, -, 11.1% elo% vs. simple_bot, avg. reward: -2.068, 4.266 sec/game, 68.6 min. total, 711.1 MB
nemeses_unhappy v16 1283 games, 1421254 moves, e=0.010, loss: 4.4, ., 11.8% elo% vs. simple_bot, avg. reward: -2.070, 4.286 sec/game, 68.7 min. total, 713.0 MB
nemeses_unhappy v16 1284 games, 1422545 moves, e=0.010, loss: 4.3, -, 11.6% elo% vs. simple_bot, avg. reward: -2.066, 4.268 sec/game, 68.8 min. total, 713.4 MB
nemeses_unhappy v16 1285 games, 1423960 moves, e=0.010, loss: 4.2, -, 11.3% elo% vs. simple_bot, avg. reward: -2.064, 4.257 sec/game, 68.8 min. total, 714.8 MB
nemeses_unhappy v16 1286 games, 1425210 moves, e=0.010, loss: 4.4, -, 11.1% elo% vs. simple_bot, avg. reward: -2.063, 4.246 sec/game, 68.9 min. total, 714.7 MB
nemeses_unhappy v16 1287 games, 1426739 moves, e=0.010, loss: 4.1, -, 10.9% elo% vs. simple_bot, avg. reward: -2.060, 4.274 sec/game, 69.0 min. total, 711.7 MB
nemeses_unhappy v16 1288 games, 1428079 moves, e=0.010, loss: 4.1, -, 10.7% elo% vs. simple_bot, avg. reward: -2.054, 4.287 sec/game, 69.0 min. total, 714.0 MB
nemeses_unhappy v16 1289 games, 1429390 moves, e=0.010, loss: 3.9, -, 10.6% elo% vs. simple_bot, avg. reward: -2.053, 4.285 sec/game, 69.1 min. total, 713.9 MB
nemeses_unhappy v16 1290 games, 1431085 moves, e=0.010, loss: 4.2, -, 10.4% elo% vs. simple_bot, avg. reward: -2.055, 4.284 sec/game, 69.2 min. total, 713.7 MB
nemeses_unhappy v16 1291 games, 1432574 moves, e=0.010, loss: 4.3, -, 10.2% elo% vs. simple_bot, avg. reward: -2.049, 4.282 sec/game, 69.3 min. total, 716.1 MB
nemeses_unhappy v16 1292 games, 1434095 moves, e=0.010, loss: 4.4, -, 10.0% elo% vs. simple_bot, avg. reward: -2.051, 4.295 sec/game, 69.3 min. total, 714.5 MB
nemeses_unhappy v16 1293 games, 1435580 moves, e=0.010, loss: 4.3, -, 9.9% elo% vs. simple_bot, avg. reward: -2.057, 4.302 sec/game, 69.4 min. total, 716.6 MB
nemeses_unhappy v16 1294 games, 1437293 moves, e=0.010, loss: 4.2, -, 9.7% elo% vs. simple_bot, avg. reward: -2.056, 4.321 sec/game, 69.5 min. total, 716.4 MB
nemeses_unhappy v16 1295 games, 1438755 moves, e=0.010, loss: 4.4, -, 9.5% elo% vs. simple_bot, avg. reward: -2.056, 4.314 sec/game, 69.5 min. total, 719.8 MB
nemeses_unhappy v16 1296 games, 1440212 moves, e=0.010, loss: 4.1, -, 9.4% elo% vs. simple_bot, avg. reward: -2.052, 4.302 sec/game, 69.6 min. total, 718.5 MB
nemeses_unhappy v16 1297 games, 1441681 moves, e=0.010, loss: 4.4, -, 9.2% elo% vs. simple_bot, avg. reward: -2.060, 4.277 sec/game, 69.7 min. total, 718.6 MB
nemeses_unhappy v16 1298 games, 1443069 moves, e=0.010, loss: 4.5, -, 9.1% elo% vs. simple_bot, avg. reward: -2.064, 4.237 sec/game, 69.7 min. total, 718.5 MB
nemeses_unhappy v16 1299 games, 1444362 moves, e=0.010, loss: 4.4, -, 9.0% elo% vs. simple_bot, avg. reward: -2.062, 4.238 sec/game, 69.8 min. total, 719.8 MB
nemeses_unhappy v16 1300 games, 1445752 moves, e=0.010, loss: 4.4, -, 8.8% elo% vs. simple_bot, avg. reward: -2.070, 4.236 sec/game, 69.9 min. total, 717.3 MB
nemeses_unhappy v17 1301 games, 1447108 moves, e=0.010, loss: 4.4, +, 52.3% elo% vs. simple_bot, avg. reward: -2.077, 4.236 sec/game, 69.9 min. total, 718.6 MB
nemeses_unhappy v17 1302 games, 1448494 moves, e=0.010, loss: 4.3, -, 49.9% elo% vs. simple_bot, avg. reward: -2.081, 4.175 sec/game, 70.0 min. total, 720.1 MB
nemeses_unhappy v17 1303 games, 1449851 moves, e=0.010, loss: 4.2, -, 47.6% elo% vs. simple_bot, avg. reward: -2.080, 4.125 sec/game, 70.1 min. total, 720.0 MB
nemeses_unhappy v17 1304 games, 1451303 moves, e=0.010, loss: 4.3, -, 45.4% elo% vs. simple_bot, avg. reward: -2.080, 4.145 sec/game, 70.1 min. total, 719.9 MB
nemeses_unhappy v17 1305 games, 1452910 moves, e=0.010, loss: 4.2, -, 43.4% elo% vs. simple_bot, avg. reward: -2.084, 4.143 sec/game, 70.2 min. total, 724.4 MB
nemeses_unhappy v17 1306 games, 1454422 moves, e=0.010, loss: 4.1, -, 41.4% elo% vs. simple_bot, avg. reward: -2.083, 4.167 sec/game, 70.3 min. total, 724.1 MB
nemeses_unhappy v17 1307 games, 1455713 moves, e=0.010, loss: 4.4, -, 39.6% elo% vs. simple_bot, avg. reward: -2.080, 4.134 sec/game, 70.4 min. total, 720.8 MB
nemeses_unhappy v17 1308 games, 1457034 moves, e=0.010, loss: 4.3, -, 37.8% elo% vs. simple_bot, avg. reward: -2.072, 4.136 sec/game, 70.4 min. total, 721.8 MB
nemeses_unhappy v17 1309 games, 1458327 moves, e=0.010, loss: 4.1, -, 36.2% elo% vs. simple_bot, avg. reward: -2.069, 4.119 sec/game, 70.5 min. total, 722.3 MB
nemeses_unhappy v17 1310 games, 1459692 moves, e=0.010, loss: 4.2, -, 34.7% elo% vs. simple_bot, avg. reward: -2.063, 4.079 sec/game, 70.5 min. total, 722.6 MB
nemeses_unhappy v17 1311 games, 1461139 moves, e=0.010, loss: 4.0, -, 33.3% elo% vs. simple_bot, avg. reward: -2.060, 4.086 sec/game, 70.6 min. total, 724.6 MB
nemeses_unhappy v17 1312 games, 1462420 moves, e=0.010, loss: 4.2, -, 31.9% elo% vs. simple_bot, avg. reward: -2.056, 4.052 sec/game, 70.7 min. total, 722.4 MB
nemeses_unhappy v17 1313 games, 1463597 moves, e=0.010, loss: 4.0, -, 30.6% elo% vs. simple_bot, avg. reward: -2.054, 4.002 sec/game, 70.7 min. total, 722.2 MB
nemeses_unhappy v17 1314 games, 1465201 moves, e=0.010, loss: 3.9, -, 29.5% elo% vs. simple_bot, avg. reward: -2.054, 3.984 sec/game, 70.8 min. total, 722.3 MB
nemeses_unhappy v17 1315 games, 1466580 moves, e=0.010, loss: 3.7, -, 28.3% elo% vs. simple_bot, avg. reward: -2.055, 3.964 sec/game, 70.9 min. total, 722.8 MB
nemeses_unhappy v17 1316 games, 1468075 moves, e=0.010, loss: 3.9, -, 27.3% elo% vs. simple_bot, avg. reward: -2.059, 3.974 sec/game, 70.9 min. total, 724.2 MB
nemeses_unhappy v17 1317 games, 1469638 moves, e=0.010, loss: 4.0, -, 26.3% elo% vs. simple_bot, avg. reward: -2.055, 3.976 sec/game, 71.0 min. total, 724.3 MB
nemeses_unhappy v17 1318 games, 1471157 moves, e=0.010, loss: 4.0, -, 25.4% elo% vs. simple_bot, avg. reward: -2.060, 3.999 sec/game, 71.1 min. total, 724.4 MB
nemeses_unhappy v17 1319 games, 1472518 moves, e=0.010, loss: 3.8, +, 28.1% elo% vs. simple_bot, avg. reward: -2.064, 4.005 sec/game, 71.1 min. total, 724.6 MB
nemeses_unhappy v17 1320 games, 1473835 moves, e=0.010, loss: 4.1, -, 27.0% elo% vs. simple_bot, avg. reward: -2.062, 3.994 sec/game, 71.2 min. total, 728.2 MB
nemeses_unhappy v17 1321 games, 1475303 moves, e=0.010, loss: 4.0, -, 26.1% elo% vs. simple_bot, avg. reward: -2.062, 3.990 sec/game, 71.3 min. total, 725.1 MB
nemeses_unhappy v17 1322 games, 1476663 moves, e=0.010, loss: 4.0, -, 25.2% elo% vs. simple_bot, avg. reward: -2.065, 3.993 sec/game, 71.3 min. total, 726.6 MB
nemeses_unhappy v17 1323 games, 1478150 moves, e=0.010, loss: 4.0, -, 24.3% elo% vs. simple_bot, avg. reward: -2.063, 4.016 sec/game, 71.4 min. total, 727.6 MB
nemeses_unhappy v17 1324 games, 1479490 moves, e=0.010, loss: 4.0, -, 23.5% elo% vs. simple_bot, avg. reward: -2.061, 3.987 sec/game, 71.5 min. total, 731.5 MB
nemeses_unhappy v17 1325 games, 1481089 moves, e=0.010, loss: 4.1, -, 22.7% elo% vs. simple_bot, avg. reward: -2.064, 4.001 sec/game, 71.6 min. total, 730.4 MB
nemeses_unhappy v17 1326 games, 1482409 moves, e=0.010, loss: 4.0, +, 25.3% elo% vs. simple_bot, avg. reward: -2.063, 3.969 sec/game, 71.6 min. total, 728.4 MB
nemeses_unhappy v17 1327 games, 1483927 moves, e=0.010, loss: 4.0, -, 24.4% elo% vs. simple_bot, avg. reward: -2.061, 3.997 sec/game, 71.7 min. total, 728.4 MB
nemeses_unhappy v17 1328 games, 1485516 moves, e=0.010, loss: 4.2, -, 23.6% elo% vs. simple_bot, avg. reward: -2.066, 4.022 sec/game, 71.8 min. total, 731.8 MB
nemeses_unhappy v17 1329 games, 1486919 moves, e=0.010, loss: 4.0, -, 22.8% elo% vs. simple_bot, avg. reward: -2.069, 4.043 sec/game, 71.8 min. total, 731.7 MB
nemeses_unhappy v17 1330 games, 1488251 moves, e=0.010, loss: 4.1, -, 22.1% elo% vs. simple_bot, avg. reward: -2.070, 4.046 sec/game, 71.9 min. total, 730.5 MB
nemeses_unhappy v17 1331 games, 1489729 moves, e=0.010, loss: 4.1, -, 21.4% elo% vs. simple_bot, avg. reward: -2.070, 4.050 sec/game, 72.0 min. total, 730.6 MB
nemeses_unhappy v17 1332 games, 1491316 moves, e=0.010, loss: 4.0, -, 20.8% elo% vs. simple_bot, avg. reward: -2.074, 4.079 sec/game, 72.0 min. total, 730.8 MB
nemeses_unhappy v17 1333 games, 1492950 moves, e=0.010, loss: 4.1, -, 20.1% elo% vs. simple_bot, avg. reward: -2.076, 4.140 sec/game, 72.1 min. total, 732.9 MB
nemeses_unhappy v17 1334 games, 1494290 moves, e=0.010, loss: 4.1, -, 19.5% elo% vs. simple_bot, avg. reward: -2.080, 4.127 sec/game, 72.2 min. total, 733.1 MB
nemeses_unhappy v17 1335 games, 1495818 moves, e=0.010, loss: 4.3, -, 19.0% elo% vs. simple_bot, avg. reward: -2.085, 4.147 sec/game, 72.3 min. total, 731.4 MB
nemeses_unhappy v17 1336 games, 1497167 moves, e=0.010, loss: 4.2, -, 18.5% elo% vs. simple_bot, avg. reward: -2.082, 4.127 sec/game, 72.3 min. total, 733.2 MB
nemeses_unhappy v17 1337 games, 1498509 moves, e=0.010, loss: 4.1, -, 17.9% elo% vs. simple_bot, avg. reward: -2.082, 4.115 sec/game, 72.4 min. total, 733.8 MB
nemeses_unhappy v17 1338 games, 1500001 moves, e=0.010, loss: 4.0, -, 17.5% elo% vs. simple_bot, avg. reward: -2.082, 4.102 sec/game, 72.4 min. total, 733.6 MB
nemeses_unhappy v17 1339 games, 1501342 moves, e=0.010, loss: 4.1, -, 17.0% elo% vs. simple_bot, avg. reward: -2.085, 4.100 sec/game, 72.5 min. total, 734.4 MB
nemeses_unhappy v17 1340 games, 1502798 moves, e=0.010, loss: 4.2, -, 16.6% elo% vs. simple_bot, avg. reward: -2.083, 4.116 sec/game, 72.6 min. total, 734.4 MB
nemeses_unhappy v17 1341 games, 1504302 moves, e=0.010, loss: 4.2, -, 16.1% elo% vs. simple_bot, avg. reward: -2.085, 4.128 sec/game, 72.7 min. total, 736.4 MB
nemeses_unhappy v17 1342 games, 1505898 moves, e=0.010, loss: 4.1, -, 15.8% elo% vs. simple_bot, avg. reward: -2.087, 4.137 sec/game, 72.7 min. total, 734.7 MB
nemeses_unhappy v17 1343 games, 1507469 moves, e=0.010, loss: 4.3, -, 15.4% elo% vs. simple_bot, avg. reward: -2.091, 4.153 sec/game, 72.8 min. total, 735.4 MB
nemeses_unhappy v17 1344 games, 1508777 moves, e=0.010, loss: 4.4, -, 15.0% elo% vs. simple_bot, avg. reward: -2.090, 4.151 sec/game, 72.9 min. total, 735.4 MB
nemeses_unhappy v17 1345 games, 1510361 moves, e=0.010, loss: 4.2, -, 14.7% elo% vs. simple_bot, avg. reward: -2.092, 4.137 sec/game, 72.9 min. total, 735.4 MB
nemeses_unhappy v17 1346 games, 1511720 moves, e=0.010, loss: 4.3, -, 14.3% elo% vs. simple_bot, avg. reward: -2.093, 4.150 sec/game, 73.0 min. total, 735.5 MB
nemeses_unhappy v17 1347 games, 1513384 moves, e=0.010, loss: 4.3, -, 14.0% elo% vs. simple_bot, avg. reward: -2.098, 4.163 sec/game, 73.1 min. total, 738.1 MB
nemeses_unhappy v17 1348 games, 1515004 moves, e=0.010, loss: 4.3, ., 14.8% elo% vs. simple_bot, avg. reward: -2.098, 4.165 sec/game, 73.1 min. total, 736.1 MB
nemeses_unhappy v17 1349 games, 1516528 moves, e=0.010, loss: 4.4, -, 14.5% elo% vs. simple_bot, avg. reward: -2.099, 4.177 sec/game, 73.2 min. total, 738.0 MB
nemeses_unhappy v17 1350 games, 1517935 moves, e=0.010, loss: 4.4, -, 14.1% elo% vs. simple_bot, avg. reward: -2.109, 4.184 sec/game, 73.3 min. total, 737.8 MB
nemeses_unhappy v17 1351 games, 1519485 moves, e=0.010, loss: 4.5, -, 13.8% elo% vs. simple_bot, avg. reward: -2.114, 4.180 sec/game, 73.4 min. total, 738.2 MB
nemeses_unhappy v17 1352 games, 1521066 moves, e=0.010, loss: 4.8, -, 13.5% elo% vs. simple_bot, avg. reward: -2.119, 4.196 sec/game, 73.4 min. total, 738.5 MB
nemeses_unhappy v17 1353 games, 1522734 moves, e=0.010, loss: 4.7, -, 13.2% elo% vs. simple_bot, avg. reward: -2.117, 4.201 sec/game, 73.5 min. total, 743.1 MB
nemeses_unhappy v17 1354 games, 1524175 moves, e=0.010, loss: 4.5, -, 13.0% elo% vs. simple_bot, avg. reward: -2.106, 4.202 sec/game, 73.6 min. total, 742.8 MB
nemeses_unhappy v17 1355 games, 1525538 moves, e=0.010, loss: 4.6, -, 12.7% elo% vs. simple_bot, avg. reward: -2.107, 4.181 sec/game, 73.6 min. total, 744.2 MB
nemeses_unhappy v17 1356 games, 1527050 moves, e=0.010, loss: 4.6, +, 14.6% elo% vs. simple_bot, avg. reward: -2.105, 4.208 sec/game, 73.7 min. total, 741.3 MB
nemeses_unhappy v17 1357 games, 1528307 moves, e=0.010, loss: 4.6, -, 14.3% elo% vs. simple_bot, avg. reward: -2.102, 4.183 sec/game, 73.8 min. total, 743.8 MB
nemeses_unhappy v17 1358 games, 1529914 moves, e=0.010, loss: 4.4, -, 13.9% elo% vs. simple_bot, avg. reward: -2.102, 4.212 sec/game, 73.9 min. total, 742.1 MB
nemeses_unhappy v17 1359 games, 1531415 moves, e=0.010, loss: 4.2, +, 16.0% elo% vs. simple_bot, avg. reward: -2.103, 4.231 sec/game, 73.9 min. total, 741.9 MB
nemeses_unhappy v17 1360 games, 1533007 moves, e=0.010, loss: 4.2, -, 15.6% elo% vs. simple_bot, avg. reward: -2.098, 4.249 sec/game, 74.0 min. total, 741.7 MB
nemeses_unhappy v17 1361 games, 1534418 moves, e=0.010, loss: 4.3, -, 15.2% elo% vs. simple_bot, avg. reward: -2.097, 4.234 sec/game, 74.1 min. total, 742.0 MB
nemeses_unhappy v17 1362 games, 1535850 moves, e=0.010, loss: 4.2, ., 16.0% elo% vs. simple_bot, avg. reward: -2.095, 4.219 sec/game, 74.1 min. total, 743.4 MB
nemeses_unhappy v17 1363 games, 1537434 moves, e=0.010, loss: 4.1, +, 18.2% elo% vs. simple_bot, avg. reward: -2.090, 4.218 sec/game, 74.2 min. total, 744.6 MB
nemeses_unhappy v17 1364 games, 1538942 moves, e=0.010, loss: 4.2, -, 17.7% elo% vs. simple_bot, avg. reward: -2.078, 4.240 sec/game, 74.3 min. total, 744.7 MB
nemeses_unhappy v17 1365 games, 1540474 moves, e=0.010, loss: 4.1, -, 17.3% elo% vs. simple_bot, avg. reward: -2.074, 4.238 sec/game, 74.3 min. total, 744.8 MB
nemeses_unhappy v17 1366 games, 1541853 moves, e=0.010, loss: 4.1, +, 19.6% elo% vs. simple_bot, avg. reward: -2.071, 4.241 sec/game, 74.4 min. total, 747.6 MB
nemeses_unhappy v17 1367 games, 1543187 moves, e=0.010, loss: 4.2, -, 19.0% elo% vs. simple_bot, avg. reward: -2.069, 4.206 sec/game, 74.5 min. total, 745.7 MB
nemeses_unhappy v17 1368 games, 1544811 moves, e=0.010, loss: 4.1, -, 18.5% elo% vs. simple_bot, avg. reward: -2.067, 4.204 sec/game, 74.5 min. total, 748.3 MB
nemeses_unhappy v17 1369 games, 1546344 moves, e=0.010, loss: 4.1, -, 18.0% elo% vs. simple_bot, avg. reward: -2.068, 4.197 sec/game, 74.6 min. total, 749.0 MB
nemeses_unhappy v17 1370 games, 1547688 moves, e=0.010, loss: 3.9, -, 17.5% elo% vs. simple_bot, avg. reward: -2.067, 4.202 sec/game, 74.7 min. total, 745.8 MB
nemeses_unhappy v17 1371 games, 1549045 moves, e=0.010, loss: 4.0, -, 17.0% elo% vs. simple_bot, avg. reward: -2.064, 4.185 sec/game, 74.8 min. total, 745.9 MB
nemeses_unhappy v17 1372 games, 1550534 moves, e=0.010, loss: 4.0, -, 16.6% elo% vs. simple_bot, avg. reward: -2.060, 4.171 sec/game, 74.8 min. total, 748.3 MB
nemeses_unhappy v17 1373 games, 1552100 moves, e=0.010, loss: 4.1, -, 16.2% elo% vs. simple_bot, avg. reward: -2.062, 4.152 sec/game, 74.9 min. total, 748.5 MB
nemeses_unhappy v17 1374 games, 1553630 moves, e=0.010, loss: 4.0, -, 15.8% elo% vs. simple_bot, avg. reward: -2.065, 4.172 sec/game, 75.0 min. total, 746.7 MB
nemeses_unhappy v17 1375 games, 1555146 moves, e=0.010, loss: 4.2, -, 15.4% elo% vs. simple_bot, avg. reward: -2.069, 4.192 sec/game, 75.0 min. total, 747.7 MB
nemeses_unhappy v17 1376 games, 1557048 moves, e=0.010, loss: 4.3, -, 15.0% elo% vs. simple_bot, avg. reward: -2.077, 4.239 sec/game, 75.1 min. total, 749.5 MB
nemeses_unhappy v17 1377 games, 1558518 moves, e=0.010, loss: 4.3, -, 14.7% elo% vs. simple_bot, avg. reward: -2.081, 4.264 sec/game, 75.2 min. total, 749.7 MB
nemeses_unhappy v17 1378 games, 1560004 moves, e=0.010, loss: 4.1, -, 14.3% elo% vs. simple_bot, avg. reward: -2.081, 4.251 sec/game, 75.3 min. total, 753.2 MB
nemeses_unhappy v17 1379 games, 1561307 moves, e=0.010, loss: 4.4, -, 14.0% elo% vs. simple_bot, avg. reward: -2.090, 4.222 sec/game, 75.3 min. total, 749.9 MB
nemeses_unhappy v17 1380 games, 1562542 moves, e=0.010, loss: 4.5, -, 13.7% elo% vs. simple_bot, avg. reward: -2.092, 4.189 sec/game, 75.4 min. total, 753.4 MB
nemeses_unhappy v17 1381 games, 1563956 moves, e=0.010, loss: 4.2, -, 13.4% elo% vs. simple_bot, avg. reward: -2.088, 4.191 sec/game, 75.5 min. total, 750.0 MB
nemeses_unhappy v17 1382 games, 1565613 moves, e=0.010, loss: 4.5, -, 13.1% elo% vs. simple_bot, avg. reward: -2.093, 4.230 sec/game, 75.5 min. total, 755.0 MB
nemeses_unhappy v17 1383 games, 1567011 moves, e=0.010, loss: 4.6, -, 12.8% elo% vs. simple_bot, avg. reward: -2.097, 4.206 sec/game, 75.6 min. total, 753.3 MB
nemeses_unhappy v17 1384 games, 1568392 moves, e=0.010, loss: 4.8, -, 12.6% elo% vs. simple_bot, avg. reward: -2.101, 4.207 sec/game, 75.7 min. total, 752.8 MB
nemeses_unhappy v17 1385 games, 1569856 moves, e=0.010, loss: 4.8, -, 12.3% elo% vs. simple_bot, avg. reward: -2.108, 4.196 sec/game, 75.7 min. total, 752.8 MB
nemeses_unhappy v17 1386 games, 1571480 moves, e=0.010, loss: 4.7, -, 12.1% elo% vs. simple_bot, avg. reward: -2.109, 4.226 sec/game, 75.8 min. total, 753.2 MB
nemeses_unhappy v17 1387 games, 1573025 moves, e=0.010, loss: 4.7, -, 11.9% elo% vs. simple_bot, avg. reward: -2.112, 4.256 sec/game, 75.9 min. total, 753.2 MB
nemeses_unhappy v17 1388 games, 1574493 moves, e=0.010, loss: 4.6, -, 11.6% elo% vs. simple_bot, avg. reward: -2.115, 4.242 sec/game, 76.0 min. total, 753.2 MB
nemeses_unhappy v17 1389 games, 1575904 moves, e=0.010, loss: 4.6, -, 11.4% elo% vs. simple_bot, avg. reward: -2.114, 4.233 sec/game, 76.0 min. total, 753.4 MB
nemeses_unhappy v17 1390 games, 1577202 moves, e=0.010, loss: 4.5, +, 13.2% elo% vs. simple_bot, avg. reward: -2.106, 4.232 sec/game, 76.1 min. total, 754.9 MB
nemeses_unhappy v17 1391 games, 1578589 moves, e=0.010, loss: 4.3, -, 12.9% elo% vs. simple_bot, avg. reward: -2.105, 4.252 sec/game, 76.2 min. total, 754.9 MB
nemeses_unhappy v17 1392 games, 1580181 moves, e=0.010, loss: 4.4, -, 12.6% elo% vs. simple_bot, avg. reward: -2.100, 4.277 sec/game, 76.2 min. total, 754.8 MB
nemeses_unhappy v17 1393 games, 1581685 moves, e=0.010, loss: 4.3, -, 12.4% elo% vs. simple_bot, avg. reward: -2.097, 4.263 sec/game, 76.3 min. total, 759.2 MB
nemeses_unhappy v17 1394 games, 1582945 moves, e=0.010, loss: 4.2, ., 13.1% elo% vs. simple_bot, avg. reward: -2.094, 4.237 sec/game, 76.4 min. total, 759.1 MB
nemeses_unhappy v17 1395 games, 1584251 moves, e=0.010, loss: 4.4, +, 15.1% elo% vs. simple_bot, avg. reward: -2.090, 4.207 sec/game, 76.4 min. total, 756.1 MB
nemeses_unhappy v17 1396 games, 1585581 moves, e=0.010, loss: 4.3, -, 14.7% elo% vs. simple_bot, avg. reward: -2.093, 4.138 sec/game, 76.5 min. total, 757.6 MB
nemeses_unhappy v17 1397 games, 1587107 moves, e=0.010, loss: 4.3, -, 14.4% elo% vs. simple_bot, avg. reward: -2.085, 4.152 sec/game, 76.6 min. total, 758.1 MB
nemeses_unhappy v17 1398 games, 1588894 moves, e=0.010, loss: 4.2, +, 16.4% elo% vs. simple_bot, avg. reward: -2.083, 4.190 sec/game, 76.7 min. total, 758.4 MB
nemeses_unhappy v17 1399 games, 1590465 moves, e=0.010, loss: 4.2, -, 16.0% elo% vs. simple_bot, avg. reward: -2.087, 4.218 sec/game, 76.7 min. total, 758.4 MB
nemeses_unhappy v17 1400 games, 1591813 moves, e=0.010, loss: 4.1, -, 15.6% elo% vs. simple_bot, avg. reward: -2.087, 4.234 sec/game, 76.8 min. total, 758.4 MB
nemeses_unhappy v18 1401 games, 1593238 moves, e=0.010, loss: 4.3, -, 47.7% elo% vs. simple_bot, avg. reward: -2.081, 4.239 sec/game, 76.9 min. total, 758.8 MB
nemeses_unhappy v18 1402 games, 1594715 moves, e=0.010, loss: 4.3, -, 45.5% elo% vs. simple_bot, avg. reward: -2.078, 4.207 sec/game, 76.9 min. total, 758.9 MB
nemeses_unhappy v18 1403 games, 1596257 moves, e=0.010, loss: 4.2, -, 43.4% elo% vs. simple_bot, avg. reward: -2.081, 4.219 sec/game, 77.0 min. total, 760.9 MB
nemeses_unhappy v18 1404 games, 1597682 moves, e=0.010, loss: 4.3, +, 46.0% elo% vs. simple_bot, avg. reward: -2.079, 4.217 sec/game, 77.1 min. total, 762.6 MB
nemeses_unhappy v18 1405 games, 1599352 moves, e=0.010, loss: 4.3, +, 48.5% elo% vs. simple_bot, avg. reward: -2.076, 4.257 sec/game, 77.2 min. total, 762.6 MB
nemeses_unhappy v18 1406 games, 1600855 moves, e=0.010, loss: 4.6, -, 46.3% elo% vs. simple_bot, avg. reward: -2.080, 4.243 sec/game, 77.2 min. total, 766.0 MB
nemeses_unhappy v18 1407 games, 1602278 moves, e=0.010, loss: 4.6, -, 44.2% elo% vs. simple_bot, avg. reward: -2.084, 4.220 sec/game, 77.3 min. total, 762.7 MB
nemeses_unhappy v18 1408 games, 1603842 moves, e=0.010, loss: 4.3, ., 44.4% elo% vs. simple_bot, avg. reward: -2.086, 4.240 sec/game, 77.4 min. total, 762.8 MB
nemeses_unhappy v18 1409 games, 1605362 moves, e=0.010, loss: 4.3, -, 42.4% elo% vs. simple_bot, avg. reward: -2.087, 4.238 sec/game, 77.4 min. total, 765.1 MB
nemeses_unhappy v18 1410 games, 1606817 moves, e=0.010, loss: 4.3, -, 40.5% elo% vs. simple_bot, avg. reward: -2.086, 4.250 sec/game, 77.5 min. total, 763.0 MB
nemeses_unhappy v18 1411 games, 1608167 moves, e=0.010, loss: 4.2, -, 38.7% elo% vs. simple_bot, avg. reward: -2.084, 4.224 sec/game, 77.6 min. total, 764.2 MB
nemeses_unhappy v18 1412 games, 1609695 moves, e=0.010, loss: 4.1, -, 37.1% elo% vs. simple_bot, avg. reward: -2.088, 4.200 sec/game, 77.6 min. total, 764.0 MB
nemeses_unhappy v18 1413 games, 1611123 moves, e=0.010, loss: 4.1, +, 39.8% elo% vs. simple_bot, avg. reward: -2.089, 4.198 sec/game, 77.7 min. total, 764.0 MB
nemeses_unhappy v18 1414 games, 1612749 moves, e=0.010, loss: 4.0, -, 38.1% elo% vs. simple_bot, avg. reward: -2.089, 4.234 sec/game, 77.8 min. total, 764.0 MB
