primal_author v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.1 MB
primal_author v27 1861 games, 4903691 moves, e=0.010, loss: 15.3, -, 0.8% elo% vs. btr, avg. reward: -0.443, 7.637 sec/game, 157.6 min. total, 1210.7 MB
primal_author v27 1862 games, 4907044 moves, e=0.010, loss: 18.7, -, 0.8% elo% vs. btr, avg. reward: -0.443, 7.620 sec/game, 157.7 min. total, 1209.7 MB
primal_author v27 1863 games, 4910574 moves, e=0.010, loss: 17.6, -, 0.8% elo% vs. btr, avg. reward: -0.444, 7.611 sec/game, 157.9 min. total, 1209.2 MB
primal_author v27 1864 games, 4914490 moves, e=0.010, loss: 15.1, -, 0.8% elo% vs. btr, avg. reward: -0.442, 7.685 sec/game, 158.0 min. total, 1210.8 MB
primal_author v27 1865 games, 4918614 moves, e=0.010, loss: 10.8, -, 0.8% elo% vs. btr, avg. reward: -0.442, 7.797 sec/game, 158.2 min. total, 1200.5 MB
primal_author v27 1866 games, 4922320 moves, e=0.010, loss: 11.3, -, 0.8% elo% vs. btr, avg. reward: -0.441, 7.817 sec/game, 158.3 min. total, 1130.0 MB
primal_author v27 1867 games, 4926208 moves, e=0.010, loss: 10.9, -, 0.8% elo% vs. btr, avg. reward: -0.440, 7.829 sec/game, 158.4 min. total, 1130.6 MB
primal_author v27 1868 games, 4930075 moves, e=0.010, loss: 11.3, -, 0.8% elo% vs. btr, avg. reward: -0.440, 7.840 sec/game, 158.6 min. total, 1132.0 MB
primal_author v27 1869 games, 4933822 moves, e=0.010, loss: 10.7, -, 0.8% elo% vs. btr, avg. reward: -0.440, 7.818 sec/game, 158.7 min. total, 1132.0 MB
primal_author v27 1870 games, 4937548 moves, e=0.010, loss: 10.1, -, 0.8% elo% vs. btr, avg. reward: -0.439, 7.817 sec/game, 158.8 min. total, 1132.3 MB
primal_author v27 1871 games, 4941154 moves, e=0.010, loss: 11.2, -, 0.8% elo% vs. btr, avg. reward: -0.439, 7.759 sec/game, 158.9 min. total, 1134.8 MB
primal_author v27 1872 games, 4944849 moves, e=0.010, loss: 11.7, -, 0.8% elo% vs. btr, avg. reward: -0.439, 7.768 sec/game, 159.1 min. total, 1135.2 MB
primal_author v27 1873 games, 4948628 moves, e=0.010, loss: 10.9, -, 0.8% elo% vs. btr, avg. reward: -0.439, 7.810 sec/game, 159.2 min. total, 1136.3 MB
primal_author v27 1874 games, 4952209 moves, e=0.010, loss: 12.1, -, 0.8% elo% vs. btr, avg. reward: -0.442, 7.817 sec/game, 159.3 min. total, 1136.8 MB
primal_author v27 1875 games, 4955818 moves, e=0.010, loss: 12.0, -, 0.8% elo% vs. btr, avg. reward: -0.444, 7.800 sec/game, 159.5 min. total, 1136.4 MB
primal_author v27 1876 games, 4959531 moves, e=0.010, loss: 14.3, -, 0.8% elo% vs. btr, avg. reward: -0.445, 7.821 sec/game, 159.6 min. total, 1136.6 MB
primal_author v27 1877 games, 4963275 moves, e=0.010, loss: 18.1, -, 0.8% elo% vs. btr, avg. reward: -0.447, 7.797 sec/game, 159.7 min. total, 1136.7 MB
primal_author v27 1878 games, 4966678 moves, e=0.010, loss: 20.0, -, 0.8% elo% vs. btr, avg. reward: -0.449, 7.798 sec/game, 159.8 min. total, 1139.2 MB
primal_author v27 1879 games, 4970313 moves, e=0.010, loss: 19.5, -, 0.8% elo% vs. btr, avg. reward: -0.452, 7.785 sec/game, 160.0 min. total, 1138.9 MB
primal_author v27 1880 games, 4973761 moves, e=0.010, loss: 18.8, -, 0.8% elo% vs. btr, avg. reward: -0.454, 7.759 sec/game, 160.1 min. total, 1139.2 MB
primal_author v27 1881 games, 4977431 moves, e=0.010, loss: 16.7, -, 0.8% elo% vs. btr, avg. reward: -0.455, 7.777 sec/game, 160.2 min. total, 1140.4 MB
primal_author v27 1882 games, 4981170 moves, e=0.010, loss: 16.3, -, 0.8% elo% vs. btr, avg. reward: -0.457, 7.815 sec/game, 160.3 min. total, 1141.6 MB
primal_author v27 1883 games, 4984924 moves, e=0.010, loss: 16.9, -, 0.8% elo% vs. btr, avg. reward: -0.457, 7.840 sec/game, 160.5 min. total, 1140.7 MB
primal_author v27 1884 games, 4988802 moves, e=0.010, loss: 16.1, -, 0.8% elo% vs. btr, avg. reward: -0.456, 7.838 sec/game, 160.6 min. total, 1141.9 MB
primal_author v27 1885 games, 4992664 moves, e=0.010, loss: 15.1, -, 0.8% elo% vs. btr, avg. reward: -0.456, 7.802 sec/game, 160.8 min. total, 1141.6 MB
primal_author v27 1886 games, 4996386 moves, e=0.010, loss: 14.2, -, 0.8% elo% vs. btr, avg. reward: -0.456, 7.792 sec/game, 160.9 min. total, 1141.4 MB
primal_author v27 1887 games, 5000147 moves, e=0.010, loss: 15.1, -, 0.8% elo% vs. btr, avg. reward: -0.456, 7.769 sec/game, 161.0 min. total, 1141.4 MB
primal_author v27 1888 games, 5004017 moves, e=0.010, loss: 16.1, -, 0.8% elo% vs. btr, avg. reward: -0.456, 7.762 sec/game, 161.1 min. total, 1143.2 MB
primal_author v27 1889 games, 5007671 moves, e=0.010, loss: 14.9, -, 0.8% elo% vs. btr, avg. reward: -0.455, 7.766 sec/game, 161.3 min. total, 1144.0 MB
primal_author v27 1890 games, 5011407 moves, e=0.010, loss: 15.9, -, 0.8% elo% vs. btr, avg. reward: -0.457, 7.761 sec/game, 161.4 min. total, 1144.5 MB
primal_author v27 1891 games, 5015404 moves, e=0.010, loss: 14.2, -, 0.8% elo% vs. btr, avg. reward: -0.458, 7.802 sec/game, 161.5 min. total, 1146.1 MB
primal_author v27 1892 games, 5019171 moves, e=0.010, loss: 13.3, -, 0.8% elo% vs. btr, avg. reward: -0.460, 7.826 sec/game, 161.7 min. total, 1145.3 MB
primal_author v27 1893 games, 5023168 moves, e=0.010, loss: 10.5, -, 0.8% elo% vs. btr, avg. reward: -0.460, 7.842 sec/game, 161.8 min. total, 1145.1 MB
primal_author v27 1894 games, 5026929 moves, e=0.010, loss: 10.4, -, 0.8% elo% vs. btr, avg. reward: -0.459, 7.866 sec/game, 162.0 min. total, 1146.3 MB
primal_author v27 1895 games, 5030795 moves, e=0.010, loss: 9.8, -, 0.8% elo% vs. btr, avg. reward: -0.460, 7.900 sec/game, 162.1 min. total, 1145.9 MB
primal_author v27 1896 games, 5034712 moves, e=0.010, loss: 9.9, -, 0.8% elo% vs. btr, avg. reward: -0.461, 7.904 sec/game, 162.2 min. total, 1147.1 MB
primal_author v27 1897 games, 5038516 moves, e=0.010, loss: 10.1, -, 0.8% elo% vs. btr, avg. reward: -0.461, 7.908 sec/game, 162.4 min. total, 1147.4 MB
primal_author v27 1898 games, 5042517 moves, e=0.010, loss: 9.9, -, 0.8% elo% vs. btr, avg. reward: -0.463, 7.964 sec/game, 162.5 min. total, 1148.5 MB
primal_author v27 1899 games, 5046161 moves, e=0.010, loss: 9.8, -, 0.8% elo% vs. btr, avg. reward: -0.464, 7.976 sec/game, 162.6 min. total, 1152.5 MB
primal_author v27 1900 games, 5049869 moves, e=0.010, loss: 10.6, -, 0.8% elo% vs. btr, avg. reward: -0.464, 7.985 sec/game, 162.7 min. total, 1150.5 MB
primal_author v27 1901 games, 5053514 moves, e=0.010, loss: 12.5, -, 0.8% elo% vs. btr, avg. reward: -0.466, 7.975 sec/game, 162.9 min. total, 1155.0 MB
primal_author v27 1902 games, 5057285 moves, e=0.010, loss: 12.3, -, 0.8% elo% vs. btr, avg. reward: -0.467, 7.995 sec/game, 163.0 min. total, 1155.1 MB
primal_author v27 1903 games, 5061281 moves, e=0.010, loss: 10.3, -, 0.8% elo% vs. btr, avg. reward: -0.467, 8.015 sec/game, 163.2 min. total, 1154.1 MB
primal_author v27 1904 games, 5064924 moves, e=0.010, loss: 9.2, -, 0.8% elo% vs. btr, avg. reward: -0.467, 7.979 sec/game, 163.3 min. total, 1154.3 MB
primal_author v27 1905 games, 5069142 moves, e=0.010, loss: 9.2, -, 0.8% elo% vs. btr, avg. reward: -0.468, 8.016 sec/game, 163.4 min. total, 1154.8 MB
primal_author v27 1906 games, 5073001 moves, e=0.010, loss: 10.6, -, 0.8% elo% vs. btr, avg. reward: -0.469, 8.031 sec/game, 163.6 min. total, 1154.3 MB
primal_author v27 1907 games, 5077065 moves, e=0.010, loss: 12.5, -, 0.8% elo% vs. btr, avg. reward: -0.467, 8.063 sec/game, 163.7 min. total, 1153.9 MB
primal_author v27 1908 games, 5080717 moves, e=0.010, loss: 14.2, -, 0.8% elo% vs. btr, avg. reward: -0.468, 8.050 sec/game, 163.8 min. total, 1155.4 MB
primal_author v27 1909 games, 5084349 moves, e=0.010, loss: 13.7, -, 0.8% elo% vs. btr, avg. reward: -0.469, 8.051 sec/game, 164.0 min. total, 1156.2 MB
primal_author v27 1910 games, 5087852 moves, e=0.010, loss: 15.8, -, 0.8% elo% vs. btr, avg. reward: -0.468, 8.034 sec/game, 164.1 min. total, 1160.6 MB
primal_author v27 1911 games, 5091788 moves, e=0.010, loss: 15.1, -, 0.8% elo% vs. btr, avg. reward: -0.469, 8.029 sec/game, 164.2 min. total, 1157.4 MB
primal_author v27 1912 games, 5095319 moves, e=0.010, loss: 15.2, -, 0.8% elo% vs. btr, avg. reward: -0.467, 7.991 sec/game, 164.3 min. total, 1157.0 MB
primal_author v27 1913 games, 5098765 moves, e=0.010, loss: 14.5, -, 0.8% elo% vs. btr, avg. reward: -0.466, 7.936 sec/game, 164.5 min. total, 1156.7 MB
primal_author v27 1914 games, 5102104 moves, e=0.010, loss: 15.1, -, 0.8% elo% vs. btr, avg. reward: -0.467, 7.888 sec/game, 164.6 min. total, 1162.0 MB
primal_author v27 1915 games, 5105540 moves, e=0.010, loss: 14.9, -, 0.8% elo% vs. btr, avg. reward: -0.466, 7.848 sec/game, 164.7 min. total, 1163.3 MB
primal_author v27 1916 games, 5108825 moves, e=0.010, loss: 14.6, -, 0.8% elo% vs. btr, avg. reward: -0.464, 7.802 sec/game, 164.8 min. total, 1159.6 MB
primal_author v27 1917 games, 5111795 moves, e=0.010, loss: 15.5, -, 0.8% elo% vs. btr, avg. reward: -0.466, 7.715 sec/game, 164.9 min. total, 1158.9 MB
primal_author v27 1918 games, 5115343 moves, e=0.010, loss: 13.7, -, 0.8% elo% vs. btr, avg. reward: -0.465, 7.669 sec/game, 165.0 min. total, 1160.5 MB
primal_author v27 1919 games, 5118852 moves, e=0.010, loss: 14.7, -, 0.8% elo% vs. btr, avg. reward: -0.464, 7.649 sec/game, 165.2 min. total, 1160.5 MB
primal_author v27 1920 games, 5122084 moves, e=0.010, loss: 12.8, -, 0.8% elo% vs. btr, avg. reward: -0.466, 7.612 sec/game, 165.3 min. total, 1163.2 MB
primal_author v27 1921 games, 5125462 moves, e=0.010, loss: 14.3, -, 0.8% elo% vs. btr, avg. reward: -0.464, 7.584 sec/game, 165.4 min. total, 1163.0 MB
primal_author v27 1922 games, 5128796 moves, e=0.010, loss: 14.3, -, 0.8% elo% vs. btr, avg. reward: -0.464, 7.528 sec/game, 165.5 min. total, 1164.2 MB
primal_author v27 1923 games, 5132165 moves, e=0.010, loss: 15.9, -, 0.8% elo% vs. btr, avg. reward: -0.461, 7.480 sec/game, 165.6 min. total, 1164.9 MB
primal_author v27 1924 games, 5135351 moves, e=0.010, loss: 16.0, -, 0.8% elo% vs. btr, avg. reward: -0.460, 7.440 sec/game, 165.8 min. total, 1165.5 MB
primal_author v27 1925 games, 5138838 moves, e=0.010, loss: 15.4, -, 0.8% elo% vs. btr, avg. reward: -0.460, 7.369 sec/game, 165.9 min. total, 1166.3 MB
primal_author v27 1926 games, 5142447 moves, e=0.010, loss: 15.4, -, 0.8% elo% vs. btr, avg. reward: -0.459, 7.343 sec/game, 166.0 min. total, 1167.7 MB
primal_author v27 1927 games, 5145667 moves, e=0.010, loss: 17.2, -, 0.8% elo% vs. btr, avg. reward: -0.458, 7.261 sec/game, 166.1 min. total, 1166.4 MB
primal_author v27 1928 games, 5149178 moves, e=0.010, loss: 15.4, -, 0.8% elo% vs. btr, avg. reward: -0.459, 7.248 sec/game, 166.2 min. total, 1166.5 MB
primal_author v27 1929 games, 5152636 moves, e=0.010, loss: 15.2, -, 0.8% elo% vs. btr, avg. reward: -0.457, 7.227 sec/game, 166.4 min. total, 1165.7 MB
primal_author v27 1930 games, 5156441 moves, e=0.010, loss: 12.1, -, 0.8% elo% vs. btr, avg. reward: -0.456, 7.263 sec/game, 166.5 min. total, 1169.5 MB
primal_author v27 1931 games, 5160238 moves, e=0.010, loss: 10.8, -, 0.8% elo% vs. btr, avg. reward: -0.454, 7.254 sec/game, 166.6 min. total, 1170.0 MB
primal_author v27 1932 games, 5163871 moves, e=0.010, loss: 10.6, -, 0.8% elo% vs. btr, avg. reward: -0.452, 7.253 sec/game, 166.8 min. total, 1170.2 MB
primal_author v27 1933 games, 5167549 moves, e=0.010, loss: 9.8, -, 0.8% elo% vs. btr, avg. reward: -0.451, 7.280 sec/game, 166.9 min. total, 1170.6 MB
primal_author v27 1934 games, 5171120 moves, e=0.010, loss: 11.0, -, 0.8% elo% vs. btr, avg. reward: -0.452, 7.294 sec/game, 167.0 min. total, 1172.2 MB
primal_author v27 1935 games, 5174338 moves, e=0.010, loss: 10.3, -, 0.8% elo% vs. btr, avg. reward: -0.451, 7.258 sec/game, 167.1 min. total, 1172.8 MB
primal_author v27 1936 games, 5177724 moves, e=0.010, loss: 10.9, -, 0.8% elo% vs. btr, avg. reward: -0.449, 7.267 sec/game, 167.2 min. total, 1172.7 MB
primal_author v27 1937 games, 5181283 moves, e=0.010, loss: 11.8, -, 0.8% elo% vs. btr, avg. reward: -0.449, 7.338 sec/game, 167.4 min. total, 1173.8 MB
primal_author v27 1938 games, 5184919 moves, e=0.010, loss: 12.4, -, 0.7% elo% vs. btr, avg. reward: -0.448, 7.353 sec/game, 167.5 min. total, 1172.9 MB
primal_author v27 1939 games, 5188387 moves, e=0.010, loss: 12.5, -, 0.7% elo% vs. btr, avg. reward: -0.447, 7.344 sec/game, 167.6 min. total, 1172.7 MB
primal_author v27 1940 games, 5192097 moves, e=0.010, loss: 13.0, -, 0.7% elo% vs. btr, avg. reward: -0.446, 7.380 sec/game, 167.7 min. total, 1173.6 MB
primal_author v27 1941 games, 5195645 moves, e=0.010, loss: 12.8, -, 0.7% elo% vs. btr, avg. reward: -0.445, 7.389 sec/game, 167.9 min. total, 1175.7 MB
primal_author v27 1942 games, 5199674 moves, e=0.010, loss: 12.2, -, 0.7% elo% vs. btr, avg. reward: -0.446, 7.453 sec/game, 168.0 min. total, 1175.5 MB
primal_author v27 1943 games, 5203554 moves, e=0.010, loss: 10.2, -, 0.7% elo% vs. btr, avg. reward: -0.446, 7.491 sec/game, 168.1 min. total, 1175.1 MB
primal_author v27 1944 games, 5207201 moves, e=0.010, loss: 9.7, -, 0.7% elo% vs. btr, avg. reward: -0.446, 7.546 sec/game, 168.3 min. total, 1175.7 MB
primal_author v27 1945 games, 5211173 moves, e=0.010, loss: 9.5, -, 0.7% elo% vs. btr, avg. reward: -0.445, 7.589 sec/game, 168.4 min. total, 1177.5 MB
primal_author v27 1946 games, 5214814 moves, e=0.010, loss: 11.0, -, 0.7% elo% vs. btr, avg. reward: -0.445, 7.593 sec/game, 168.5 min. total, 1178.1 MB
primal_author v27 1947 games, 5218593 moves, e=0.010, loss: 13.5, -, 0.7% elo% vs. btr, avg. reward: -0.444, 7.643 sec/game, 168.7 min. total, 1178.5 MB
primal_author v27 1948 games, 5222338 moves, e=0.010, loss: 13.7, -, 0.7% elo% vs. btr, avg. reward: -0.443, 7.656 sec/game, 168.8 min. total, 1179.3 MB
primal_author v27 1949 games, 5226348 moves, e=0.010, loss: 12.4, -, 0.7% elo% vs. btr, avg. reward: -0.443, 7.706 sec/game, 168.9 min. total, 1178.2 MB
primal_author v27 1950 games, 5230368 moves, e=0.010, loss: 10.2, -, 0.7% elo% vs. btr, avg. reward: -0.441, 7.732 sec/game, 169.1 min. total, 1178.2 MB
primal_author v27 1951 games, 5234311 moves, e=0.010, loss: 9.8, -, 0.7% elo% vs. btr, avg. reward: -0.440, 7.748 sec/game, 169.2 min. total, 1179.2 MB
primal_author v27 1952 games, 5238100 moves, e=0.010, loss: 11.2, -, 0.7% elo% vs. btr, avg. reward: -0.438, 7.760 sec/game, 169.3 min. total, 1180.5 MB
primal_author v27 1953 games, 5242126 moves, e=0.010, loss: 13.3, -, 0.7% elo% vs. btr, avg. reward: -0.436, 7.791 sec/game, 169.5 min. total, 1181.2 MB
primal_author v27 1954 games, 5245918 moves, e=0.010, loss: 12.4, -, 0.7% elo% vs. btr, avg. reward: -0.435, 7.808 sec/game, 169.6 min. total, 1181.8 MB
primal_author v27 1955 games, 5249550 moves, e=0.010, loss: 11.0, -, 0.7% elo% vs. btr, avg. reward: -0.435, 7.866 sec/game, 169.7 min. total, 1182.0 MB
primal_author v27 1956 games, 5253185 moves, e=0.010, loss: 12.1, -, 0.7% elo% vs. btr, avg. reward: -0.435, 7.884 sec/game, 169.9 min. total, 1182.8 MB
primal_author v27 1957 games, 5256786 moves, e=0.010, loss: 11.2, -, 0.7% elo% vs. btr, avg. reward: -0.436, 7.872 sec/game, 170.0 min. total, 1183.4 MB
primal_author v27 1958 games, 5260283 moves, e=0.010, loss: 11.4, -, 0.7% elo% vs. btr, avg. reward: -0.435, 7.852 sec/game, 170.1 min. total, 1185.8 MB
primal_author v27 1959 games, 5263981 moves, e=0.010, loss: 11.1, -, 0.7% elo% vs. btr, avg. reward: -0.434, 7.886 sec/game, 170.2 min. total, 1185.4 MB
primal_author v27 1960 games, 5267594 moves, e=0.010, loss: 14.4, -, 0.7% elo% vs. btr, avg. reward: -0.434, 7.881 sec/game, 170.4 min. total, 1186.8 MB
primal_author v27 1961 games, 5271344 moves, e=0.010, loss: 12.8, -, 0.7% elo% vs. btr, avg. reward: -0.434, 7.896 sec/game, 170.5 min. total, 1189.8 MB
primal_author v27 1962 games, 5275100 moves, e=0.010, loss: 13.5, -, 0.7% elo% vs. btr, avg. reward: -0.434, 7.866 sec/game, 170.6 min. total, 1189.8 MB
primal_author v27 1963 games, 5278839 moves, e=0.010, loss: 11.8, -, 0.7% elo% vs. btr, avg. reward: -0.434, 7.863 sec/game, 170.8 min. total, 1187.3 MB
primal_author v27 1964 games, 5282437 moves, e=0.010, loss: 12.0, -, 0.7% elo% vs. btr, avg. reward: -0.434, 7.858 sec/game, 170.9 min. total, 1186.5 MB
primal_author v27 1965 games, 5286276 moves, e=0.010, loss: 11.5, -, 0.7% elo% vs. btr, avg. reward: -0.436, 7.850 sec/game, 171.0 min. total, 1187.4 MB
primal_author v27 1966 games, 5290211 moves, e=0.010, loss: 10.8, -, 0.7% elo% vs. btr, avg. reward: -0.436, 7.866 sec/game, 171.2 min. total, 1188.7 MB
primal_author v27 1967 games, 5294114 moves, e=0.010, loss: 9.9, -, 0.7% elo% vs. btr, avg. reward: -0.435, 7.889 sec/game, 171.3 min. total, 1189.3 MB
primal_author v27 1968 games, 5297830 moves, e=0.010, loss: 9.5, -, 0.7% elo% vs. btr, avg. reward: -0.434, 7.889 sec/game, 171.4 min. total, 1191.3 MB
primal_author v27 1969 games, 5301566 moves, e=0.010, loss: 8.8, -, 0.7% elo% vs. btr, avg. reward: -0.434, 7.855 sec/game, 171.6 min. total, 1190.9 MB
primal_author v27 1970 games, 5305404 moves, e=0.010, loss: 6.7, -, 0.7% elo% vs. btr, avg. reward: -0.434, 7.823 sec/game, 171.7 min. total, 1194.5 MB
primal_author v27 1971 games, 5309080 moves, e=0.010, loss: 7.0, -, 0.7% elo% vs. btr, avg. reward: -0.434, 7.783 sec/game, 171.8 min. total, 1194.6 MB
primal_author v27 1972 games, 5312966 moves, e=0.010, loss: 7.3, -, 0.7% elo% vs. btr, avg. reward: -0.433, 7.791 sec/game, 171.9 min. total, 1194.8 MB
primal_author v27 1973 games, 5317003 moves, e=0.010, loss: 6.7, -, 0.7% elo% vs. btr, avg. reward: -0.431, 7.796 sec/game, 172.1 min. total, 1191.6 MB
primal_author v27 1974 games, 5321157 moves, e=0.010, loss: 5.9, -, 0.7% elo% vs. btr, avg. reward: -0.431, 7.832 sec/game, 172.2 min. total, 1190.5 MB
primal_author v27 1975 games, 5324873 moves, e=0.010, loss: 6.9, -, 0.7% elo% vs. btr, avg. reward: -0.432, 7.828 sec/game, 172.4 min. total, 1191.3 MB
primal_author v27 1976 games, 5328697 moves, e=0.010, loss: 6.5, -, 0.7% elo% vs. btr, avg. reward: -0.431, 7.846 sec/game, 172.5 min. total, 1192.0 MB
primal_author v27 1977 games, 5332258 moves, e=0.010, loss: 7.4, -, 0.7% elo% vs. btr, avg. reward: -0.432, 7.817 sec/game, 172.6 min. total, 1193.9 MB
primal_author v27 1978 games, 5335750 moves, e=0.010, loss: 8.1, -, 0.7% elo% vs. btr, avg. reward: -0.433, 7.788 sec/game, 172.7 min. total, 1195.7 MB
primal_author v27 1979 games, 5339221 moves, e=0.010, loss: 7.5, -, 0.7% elo% vs. btr, avg. reward: -0.431, 7.736 sec/game, 172.8 min. total, 1196.7 MB
primal_author v27 1980 games, 5342624 moves, e=0.010, loss: 7.1, -, 0.7% elo% vs. btr, avg. reward: -0.430, 7.688 sec/game, 172.9 min. total, 1195.7 MB
primal_author v27 1981 games, 5345824 moves, e=0.010, loss: 7.6, -, 0.7% elo% vs. btr, avg. reward: -0.432, 7.620 sec/game, 173.0 min. total, 1194.9 MB
primal_author v27 1982 games, 5349383 moves, e=0.010, loss: 8.7, -, 0.7% elo% vs. btr, avg. reward: -0.430, 7.577 sec/game, 173.2 min. total, 1195.4 MB
primal_author v27 1983 games, 5353181 moves, e=0.010, loss: 8.8, -, 0.7% elo% vs. btr, avg. reward: -0.430, 7.542 sec/game, 173.3 min. total, 1196.6 MB
primal_author v27 1984 games, 5356724 moves, e=0.010, loss: 8.3, -, 0.7% elo% vs. btr, avg. reward: -0.431, 7.501 sec/game, 173.4 min. total, 1196.6 MB
primal_author v27 1985 games, 5360634 moves, e=0.010, loss: 7.8, -, 0.7% elo% vs. btr, avg. reward: -0.431, 7.460 sec/game, 173.5 min. total, 1199.1 MB
primal_author v27 1986 games, 5364502 moves, e=0.010, loss: 7.6, -, 0.7% elo% vs. btr, avg. reward: -0.430, 7.450 sec/game, 173.6 min. total, 1200.8 MB
primal_author v27 1987 games, 5368292 moves, e=0.010, loss: 7.7, -, 0.7% elo% vs. btr, avg. reward: -0.431, 7.391 sec/game, 173.8 min. total, 1200.7 MB
primal_author v27 1988 games, 5372201 moves, e=0.010, loss: 7.5, -, 0.7% elo% vs. btr, avg. reward: -0.431, 7.380 sec/game, 173.9 min. total, 1201.6 MB
primal_author v27 1989 games, 5375681 moves, e=0.010, loss: 8.1, -, 0.7% elo% vs. btr, avg. reward: -0.433, 7.336 sec/game, 174.0 min. total, 1201.4 MB
primal_author v27 1990 games, 5379002 moves, e=0.010, loss: 8.4, -, 0.7% elo% vs. btr, avg. reward: -0.432, 7.289 sec/game, 174.1 min. total, 1202.1 MB
primal_author v27 1991 games, 5382706 moves, e=0.010, loss: 7.5, -, 0.7% elo% vs. btr, avg. reward: -0.433, 7.289 sec/game, 174.2 min. total, 1202.4 MB
primal_author v27 1992 games, 5386332 moves, e=0.010, loss: 8.0, -, 0.7% elo% vs. btr, avg. reward: -0.431, 7.256 sec/game, 174.4 min. total, 1203.4 MB
primal_author v27 1993 games, 5390073 moves, e=0.010, loss: 6.8, -, 0.7% elo% vs. btr, avg. reward: -0.430, 7.201 sec/game, 174.5 min. total, 1202.0 MB
primal_author v27 1994 games, 5393726 moves, e=0.010, loss: 6.8, -, 0.7% elo% vs. btr, avg. reward: -0.430, 7.157 sec/game, 174.6 min. total, 1196.0 MB
primal_author v27 1995 games, 5397502 moves, e=0.010, loss: 6.8, -, 0.7% elo% vs. btr, avg. reward: -0.431, 7.129 sec/game, 174.7 min. total, 1197.0 MB
primal_author v27 1996 games, 5401129 moves, e=0.010, loss: 6.7, -, 0.7% elo% vs. btr, avg. reward: -0.430, 7.116 sec/game, 174.9 min. total, 1198.2 MB
primal_author v27 1997 games, 5404730 moves, e=0.010, loss: 6.9, -, 0.7% elo% vs. btr, avg. reward: -0.431, 7.127 sec/game, 175.0 min. total, 1197.9 MB
primal_author v27 1998 games, 5408014 moves, e=0.010, loss: 6.8, -, 0.7% elo% vs. btr, avg. reward: -0.429, 7.119 sec/game, 175.1 min. total, 1198.5 MB
primal_author v27 1999 games, 5411586 moves, e=0.010, loss: 6.9, -, 0.7% elo% vs. btr, avg. reward: -0.427, 7.133 sec/game, 175.2 min. total, 1200.6 MB
primal_author v27 2000 games, 5414998 moves, e=0.010, loss: 7.4, -, 0.7% elo% vs. btr, avg. reward: -0.428, 7.145 sec/game, 175.3 min. total, 1201.1 MB
primal_author v27 2001 games, 5418852 moves, e=0.010, loss: 8.4, -, 0.7% elo% vs. btr, avg. reward: -0.427, 7.217 sec/game, 175.4 min. total, 1199.3 MB
primal_author v27 2002 games, 5422411 moves, e=0.010, loss: 8.6, -, 0.7% elo% vs. btr, avg. reward: -0.426, 7.224 sec/game, 175.6 min. total, 1199.8 MB
primal_author v27 2003 games, 5425533 moves, e=0.010, loss: 9.4, -, 0.7% elo% vs. btr, avg. reward: -0.428, 7.182 sec/game, 175.7 min. total, 1199.8 MB
primal_author v27 2004 games, 5429266 moves, e=0.010, loss: 9.4, -, 0.7% elo% vs. btr, avg. reward: -0.427, 7.214 sec/game, 175.8 min. total, 1202.3 MB
primal_author v27 2005 games, 5432720 moves, e=0.010, loss: 9.4, -, 0.7% elo% vs. btr, avg. reward: -0.428, 7.189 sec/game, 175.9 min. total, 1200.6 MB
primal_author v27 2006 games, 5436245 moves, e=0.010, loss: 8.4, -, 0.7% elo% vs. btr, avg. reward: -0.426, 7.167 sec/game, 176.0 min. total, 1202.8 MB
primal_author v27 2007 games, 5439895 moves, e=0.010, loss: 9.0, -, 0.7% elo% vs. btr, avg. reward: -0.426, 7.178 sec/game, 176.2 min. total, 1201.5 MB
primal_author v27 2008 games, 5443522 moves, e=0.010, loss: 8.8, -, 0.7% elo% vs. btr, avg. reward: -0.424, 7.164 sec/game, 176.3 min. total, 1201.3 MB
primal_author v27 2009 games, 5447026 moves, e=0.010, loss: 9.6, -, 0.7% elo% vs. btr, avg. reward: -0.423, 7.181 sec/game, 176.4 min. total, 1203.7 MB
primal_author v27 2010 games, 5450426 moves, e=0.010, loss: 10.2, -, 0.7% elo% vs. btr, avg. reward: -0.424, 7.176 sec/game, 176.5 min. total, 1202.8 MB
primal_author v27 2011 games, 5453794 moves, e=0.010, loss: 10.3, -, 0.7% elo% vs. btr, avg. reward: -0.424, 7.127 sec/game, 176.6 min. total, 1202.5 MB
primal_author v27 2012 games, 5457324 moves, e=0.010, loss: 11.0, -, 0.7% elo% vs. btr, avg. reward: -0.424, 7.119 sec/game, 176.7 min. total, 1202.8 MB
primal_author v27 2013 games, 5461142 moves, e=0.010, loss: 11.5, -, 0.7% elo% vs. btr, avg. reward: -0.424, 7.131 sec/game, 176.9 min. total, 1204.9 MB
primal_author v27 2014 games, 5464442 moves, e=0.010, loss: 13.4, -, 0.7% elo% vs. btr, avg. reward: -0.424, 7.089 sec/game, 177.0 min. total, 1192.2 MB
primal_author v27 2015 games, 5467729 moves, e=0.010, loss: 13.1, -, 0.7% elo% vs. btr, avg. reward: -0.423, 7.065 sec/game, 177.1 min. total, 1190.8 MB
primal_author v27 2016 games, 5470915 moves, e=0.010, loss: 15.2, -, 0.7% elo% vs. btr, avg. reward: -0.425, 7.009 sec/game, 177.2 min. total, 1191.2 MB
