slashed_kooky v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 305.0 MB
slashed_kooky v7 453 games, 369870 moves, e=0.634, loss: 5.6, -, 10.3% elo% vs. random_no_suicide, avg. reward: -7.220, 2.467 sec/game, 14.8 min. total, 545.9 MB
slashed_kooky v7 454 games, 370889 moves, e=0.633, loss: 5.8, -, 10.1% elo% vs. random_no_suicide, avg. reward: -7.216, 2.454 sec/game, 14.9 min. total, 547.5 MB
slashed_kooky v7 455 games, 371728 moves, e=0.632, loss: 5.5, -, 9.9% elo% vs. random_no_suicide, avg. reward: -7.200, 2.466 sec/game, 14.9 min. total, 547.1 MB
slashed_kooky v7 456 games, 372675 moves, e=0.631, loss: 6.0, -, 9.8% elo% vs. random_no_suicide, avg. reward: -7.192, 2.473 sec/game, 15.0 min. total, 549.1 MB
slashed_kooky v7 457 games, 373637 moves, e=0.630, loss: 6.1, -, 9.6% elo% vs. random_no_suicide, avg. reward: -7.185, 2.470 sec/game, 15.0 min. total, 548.4 MB
slashed_kooky v7 458 games, 374583 moves, e=0.629, loss: 6.1, -, 9.5% elo% vs. random_no_suicide, avg. reward: -7.180, 2.436 sec/game, 15.0 min. total, 549.5 MB
slashed_kooky v7 459 games, 375419 moves, e=0.628, loss: 6.1, -, 9.3% elo% vs. random_no_suicide, avg. reward: -7.181, 2.410 sec/game, 15.1 min. total, 549.1 MB
slashed_kooky v7 460 games, 376264 moves, e=0.627, loss: 5.9, -, 9.2% elo% vs. random_no_suicide, avg. reward: -7.199, 2.393 sec/game, 15.1 min. total, 549.2 MB
slashed_kooky v7 461 games, 377081 moves, e=0.627, loss: 5.5, -, 9.0% elo% vs. random_no_suicide, avg. reward: -7.200, 2.381 sec/game, 15.1 min. total, 549.1 MB
slashed_kooky v7 462 games, 377980 moves, e=0.626, loss: 5.8, -, 8.9% elo% vs. random_no_suicide, avg. reward: -7.204, 2.384 sec/game, 15.2 min. total, 549.4 MB
slashed_kooky v7 463 games, 378900 moves, e=0.625, loss: 5.5, -, 8.8% elo% vs. random_no_suicide, avg. reward: -7.200, 2.397 sec/game, 15.2 min. total, 551.7 MB
slashed_kooky v7 464 games, 379902 moves, e=0.624, loss: 5.8, -, 8.6% elo% vs. random_no_suicide, avg. reward: -7.190, 2.389 sec/game, 15.3 min. total, 548.5 MB
slashed_kooky v7 465 games, 381019 moves, e=0.623, loss: 5.8, -, 8.5% elo% vs. random_no_suicide, avg. reward: -7.178, 2.402 sec/game, 15.3 min. total, 550.5 MB
slashed_kooky v7 466 games, 381871 moves, e=0.622, loss: 5.9, -, 8.4% elo% vs. random_no_suicide, avg. reward: -7.185, 2.421 sec/game, 15.4 min. total, 550.6 MB
slashed_kooky v7 467 games, 382762 moves, e=0.621, loss: 6.3, -, 8.3% elo% vs. random_no_suicide, avg. reward: -7.191, 2.415 sec/game, 15.4 min. total, 550.5 MB
slashed_kooky v7 468 games, 383690 moves, e=0.620, loss: 6.5, -, 8.1% elo% vs. random_no_suicide, avg. reward: -7.191, 2.413 sec/game, 15.4 min. total, 550.6 MB
slashed_kooky v7 469 games, 384783 moves, e=0.619, loss: 6.0, -, 8.0% elo% vs. random_no_suicide, avg. reward: -7.171, 2.438 sec/game, 15.5 min. total, 550.7 MB
slashed_kooky v7 470 games, 385871 moves, e=0.618, loss: 5.8, -, 7.9% elo% vs. random_no_suicide, avg. reward: -7.163, 2.443 sec/game, 15.5 min. total, 550.7 MB
slashed_kooky v7 471 games, 386768 moves, e=0.617, loss: 5.7, -, 7.8% elo% vs. random_no_suicide, avg. reward: -7.168, 2.432 sec/game, 15.6 min. total, 551.4 MB
slashed_kooky v7 472 games, 387993 moves, e=0.616, loss: 5.6, -, 7.7% elo% vs. random_no_suicide, avg. reward: -7.142, 2.459 sec/game, 15.6 min. total, 552.9 MB
slashed_kooky v7 473 games, 388952 moves, e=0.615, loss: 5.5, -, 7.6% elo% vs. random_no_suicide, avg. reward: -7.149, 2.458 sec/game, 15.7 min. total, 553.3 MB
slashed_kooky v7 474 games, 389960 moves, e=0.614, loss: 5.6, -, 7.5% elo% vs. random_no_suicide, avg. reward: -7.137, 2.461 sec/game, 15.7 min. total, 554.1 MB
slashed_kooky v7 475 games, 390990 moves, e=0.613, loss: 6.1, -, 7.4% elo% vs. random_no_suicide, avg. reward: -7.118, 2.479 sec/game, 15.7 min. total, 554.3 MB
slashed_kooky v7 476 games, 391998 moves, e=0.612, loss: 5.5, -, 7.3% elo% vs. random_no_suicide, avg. reward: -7.113, 2.486 sec/game, 15.8 min. total, 554.3 MB
slashed_kooky v7 477 games, 393020 moves, e=0.611, loss: 5.1, -, 7.2% elo% vs. random_no_suicide, avg. reward: -7.096, 2.483 sec/game, 15.8 min. total, 554.3 MB
slashed_kooky v7 478 games, 393962 moves, e=0.610, loss: 5.5, -, 7.2% elo% vs. random_no_suicide, avg. reward: -7.094, 2.483 sec/game, 15.9 min. total, 554.4 MB
slashed_kooky v7 479 games, 394878 moves, e=0.609, loss: 5.5, -, 7.1% elo% vs. random_no_suicide, avg. reward: -7.088, 2.499 sec/game, 15.9 min. total, 554.5 MB
slashed_kooky v7 480 games, 395727 moves, e=0.608, loss: 5.5, -, 7.0% elo% vs. random_no_suicide, avg. reward: -7.102, 2.502 sec/game, 15.9 min. total, 554.9 MB
slashed_kooky v7 481 games, 396613 moves, e=0.607, loss: 5.7, -, 6.9% elo% vs. random_no_suicide, avg. reward: -7.089, 2.516 sec/game, 16.0 min. total, 556.3 MB
slashed_kooky v7 482 games, 397586 moves, e=0.606, loss: 5.8, -, 6.8% elo% vs. random_no_suicide, avg. reward: -7.084, 2.530 sec/game, 16.0 min. total, 556.2 MB
slashed_kooky v7 483 games, 398500 moves, e=0.605, loss: 5.6, -, 6.7% elo% vs. random_no_suicide, avg. reward: -7.084, 2.516 sec/game, 16.1 min. total, 557.1 MB
slashed_kooky v7 484 games, 399595 moves, e=0.604, loss: 5.8, -, 6.7% elo% vs. random_no_suicide, avg. reward: -7.068, 2.529 sec/game, 16.1 min. total, 557.0 MB
slashed_kooky v7 485 games, 400582 moves, e=0.603, loss: 5.8, -, 6.6% elo% vs. random_no_suicide, avg. reward: -7.048, 2.515 sec/game, 16.2 min. total, 557.0 MB
slashed_kooky v7 486 games, 401480 moves, e=0.603, loss: 5.5, -, 6.5% elo% vs. random_no_suicide, avg. reward: -7.055, 2.511 sec/game, 16.2 min. total, 557.1 MB
slashed_kooky v7 487 games, 402442 moves, e=0.602, loss: 6.1, -, 6.4% elo% vs. random_no_suicide, avg. reward: -7.049, 2.528 sec/game, 16.2 min. total, 557.2 MB
slashed_kooky v7 488 games, 403379 moves, e=0.601, loss: 6.1, -, 6.4% elo% vs. random_no_suicide, avg. reward: -7.053, 2.531 sec/game, 16.3 min. total, 557.3 MB
slashed_kooky v7 489 games, 404444 moves, e=0.600, loss: 5.5, -, 6.3% elo% vs. random_no_suicide, avg. reward: -7.041, 2.521 sec/game, 16.3 min. total, 558.4 MB
slashed_kooky v7 490 games, 405499 moves, e=0.599, loss: 5.5, -, 6.2% elo% vs. random_no_suicide, avg. reward: -7.026, 2.525 sec/game, 16.4 min. total, 558.1 MB
slashed_kooky v7 491 games, 406374 moves, e=0.598, loss: 5.5, -, 6.2% elo% vs. random_no_suicide, avg. reward: -7.037, 2.526 sec/game, 16.4 min. total, 559.7 MB
slashed_kooky v7 492 games, 407322 moves, e=0.597, loss: 5.7, -, 6.1% elo% vs. random_no_suicide, avg. reward: -7.042, 2.507 sec/game, 16.4 min. total, 559.6 MB
slashed_kooky v7 493 games, 408318 moves, e=0.596, loss: 6.0, -, 6.0% elo% vs. random_no_suicide, avg. reward: -7.017, 2.509 sec/game, 16.5 min. total, 559.4 MB
slashed_kooky v7 494 games, 409240 moves, e=0.595, loss: 5.9, -, 6.0% elo% vs. random_no_suicide, avg. reward: -7.017, 2.505 sec/game, 16.5 min. total, 559.5 MB
slashed_kooky v7 495 games, 410375 moves, e=0.594, loss: 5.6, -, 5.9% elo% vs. random_no_suicide, avg. reward: -6.994, 2.516 sec/game, 16.6 min. total, 559.5 MB
slashed_kooky v7 496 games, 411286 moves, e=0.593, loss: 5.4, -, 5.8% elo% vs. random_no_suicide, avg. reward: -7.008, 2.504 sec/game, 16.6 min. total, 559.8 MB
slashed_kooky v7 497 games, 412378 moves, e=0.592, loss: 5.3, -, 5.8% elo% vs. random_no_suicide, avg. reward: -7.001, 2.510 sec/game, 16.7 min. total, 559.7 MB
slashed_kooky v7 498 games, 413274 moves, e=0.591, loss: 5.5, -, 5.7% elo% vs. random_no_suicide, avg. reward: -6.997, 2.511 sec/game, 16.7 min. total, 559.9 MB
slashed_kooky v7 499 games, 414227 moves, e=0.590, loss: 5.6, -, 5.7% elo% vs. random_no_suicide, avg. reward: -7.001, 2.523 sec/game, 16.7 min. total, 560.9 MB
slashed_kooky v7 500 games, 415158 moves, e=0.589, loss: 5.5, -, 5.6% elo% vs. random_no_suicide, avg. reward: -6.997, 2.525 sec/game, 16.8 min. total, 561.9 MB
slashed_kooky v8 501 games, 416225 moves, e=0.588, loss: 5.5, -, 47.7% elo% vs. random_no_suicide, avg. reward: -6.971, 2.543 sec/game, 16.8 min. total, 561.6 MB
slashed_kooky v8 502 games, 417374 moves, e=0.587, loss: 5.3, -, 45.5% elo% vs. random_no_suicide, avg. reward: -6.952, 2.557 sec/game, 16.9 min. total, 563.1 MB
slashed_kooky v8 503 games, 418361 moves, e=0.586, loss: 5.4, -, 43.4% elo% vs. random_no_suicide, avg. reward: -6.947, 2.572 sec/game, 16.9 min. total, 561.6 MB
slashed_kooky v8 504 games, 419283 moves, e=0.585, loss: 5.3, -, 41.5% elo% vs. random_no_suicide, avg. reward: -6.943, 2.560 sec/game, 17.0 min. total, 562.4 MB
slashed_kooky v8 505 games, 420170 moves, e=0.584, loss: 5.0, -, 39.6% elo% vs. random_no_suicide, avg. reward: -6.955, 2.547 sec/game, 17.0 min. total, 563.5 MB
slashed_kooky v8 506 games, 421255 moves, e=0.583, loss: 5.1, -, 37.9% elo% vs. random_no_suicide, avg. reward: -6.959, 2.581 sec/game, 17.1 min. total, 562.6 MB
slashed_kooky v8 507 games, 422246 moves, e=0.582, loss: 5.0, -, 36.3% elo% vs. random_no_suicide, avg. reward: -6.960, 2.576 sec/game, 17.1 min. total, 562.8 MB
slashed_kooky v8 508 games, 423224 moves, e=0.581, loss: 5.1, -, 34.8% elo% vs. random_no_suicide, avg. reward: -6.954, 2.590 sec/game, 17.1 min. total, 563.2 MB
slashed_kooky v8 509 games, 424125 moves, e=0.580, loss: 5.5, -, 33.3% elo% vs. random_no_suicide, avg. reward: -6.961, 2.573 sec/game, 17.2 min. total, 565.3 MB
slashed_kooky v8 510 games, 425138 moves, e=0.579, loss: 5.7, -, 32.0% elo% vs. random_no_suicide, avg. reward: -6.944, 2.568 sec/game, 17.2 min. total, 565.0 MB
slashed_kooky v8 511 games, 426125 moves, e=0.578, loss: 5.7, -, 30.7% elo% vs. random_no_suicide, avg. reward: -6.939, 2.579 sec/game, 17.3 min. total, 566.2 MB
slashed_kooky v8 512 games, 427114 moves, e=0.577, loss: 6.2, -, 29.5% elo% vs. random_no_suicide, avg. reward: -6.940, 2.559 sec/game, 17.3 min. total, 566.1 MB
slashed_kooky v8 513 games, 427944 moves, e=0.576, loss: 6.4, -, 28.4% elo% vs. random_no_suicide, avg. reward: -6.945, 2.557 sec/game, 17.3 min. total, 566.3 MB
slashed_kooky v8 514 games, 428950 moves, e=0.575, loss: 6.2, -, 27.3% elo% vs. random_no_suicide, avg. reward: -6.926, 2.559 sec/game, 17.4 min. total, 566.1 MB
slashed_kooky v8 515 games, 429991 moves, e=0.574, loss: 6.0, -, 26.4% elo% vs. random_no_suicide, avg. reward: -6.918, 2.546 sec/game, 17.4 min. total, 566.2 MB
slashed_kooky v8 516 games, 430919 moves, e=0.573, loss: 6.4, -, 25.4% elo% vs. random_no_suicide, avg. reward: -6.911, 2.545 sec/game, 17.5 min. total, 566.3 MB
slashed_kooky v8 517 games, 431928 moves, e=0.572, loss: 6.5, -, 24.5% elo% vs. random_no_suicide, avg. reward: -6.906, 2.539 sec/game, 17.5 min. total, 566.5 MB
slashed_kooky v8 518 games, 433174 moves, e=0.571, loss: 6.5, -, 23.7% elo% vs. random_no_suicide, avg. reward: -6.896, 2.582 sec/game, 17.6 min. total, 567.8 MB
slashed_kooky v8 519 games, 434144 moves, e=0.570, loss: 6.3, -, 22.9% elo% vs. random_no_suicide, avg. reward: -6.884, 2.569 sec/game, 17.6 min. total, 567.9 MB
slashed_kooky v8 520 games, 435201 moves, e=0.569, loss: 6.4, -, 22.2% elo% vs. random_no_suicide, avg. reward: -6.873, 2.596 sec/game, 17.7 min. total, 568.7 MB
slashed_kooky v8 521 games, 436205 moves, e=0.568, loss: 6.1, -, 21.5% elo% vs. random_no_suicide, avg. reward: -6.874, 2.581 sec/game, 17.7 min. total, 568.6 MB
slashed_kooky v8 522 games, 437182 moves, e=0.567, loss: 6.1, -, 20.8% elo% vs. random_no_suicide, avg. reward: -6.883, 2.567 sec/game, 17.7 min. total, 568.9 MB
slashed_kooky v8 523 games, 438220 moves, e=0.566, loss: 5.7, -, 20.2% elo% vs. random_no_suicide, avg. reward: -6.871, 2.568 sec/game, 17.8 min. total, 569.4 MB
slashed_kooky v8 524 games, 439238 moves, e=0.565, loss: 5.7, -, 19.6% elo% vs. random_no_suicide, avg. reward: -6.866, 2.577 sec/game, 17.8 min. total, 569.3 MB
slashed_kooky v8 525 games, 440072 moves, e=0.564, loss: 5.9, -, 19.1% elo% vs. random_no_suicide, avg. reward: -6.859, 2.577 sec/game, 17.9 min. total, 569.4 MB
slashed_kooky v8 526 games, 440979 moves, e=0.563, loss: 5.7, -, 18.5% elo% vs. random_no_suicide, avg. reward: -6.867, 2.544 sec/game, 17.9 min. total, 570.3 MB
slashed_kooky v8 527 games, 442000 moves, e=0.562, loss: 5.8, -, 18.0% elo% vs. random_no_suicide, avg. reward: -6.861, 2.552 sec/game, 17.9 min. total, 570.6 MB
slashed_kooky v8 528 games, 443067 moves, e=0.561, loss: 5.8, -, 17.5% elo% vs. random_no_suicide, avg. reward: -6.861, 2.556 sec/game, 18.0 min. total, 572.4 MB
slashed_kooky v8 529 games, 444006 moves, e=0.560, loss: 5.6, -, 17.1% elo% vs. random_no_suicide, avg. reward: -6.873, 2.560 sec/game, 18.0 min. total, 572.8 MB
slashed_kooky v8 530 games, 445047 moves, e=0.559, loss: 5.8, -, 16.6% elo% vs. random_no_suicide, avg. reward: -6.882, 2.561 sec/game, 18.1 min. total, 573.0 MB
slashed_kooky v8 531 games, 445978 moves, e=0.558, loss: 5.7, -, 16.2% elo% vs. random_no_suicide, avg. reward: -6.886, 2.561 sec/game, 18.1 min. total, 573.1 MB
slashed_kooky v8 532 games, 446917 moves, e=0.558, loss: 5.7, -, 15.8% elo% vs. random_no_suicide, avg. reward: -6.897, 2.565 sec/game, 18.2 min. total, 573.1 MB
slashed_kooky v8 533 games, 448018 moves, e=0.556, loss: 5.7, -, 15.4% elo% vs. random_no_suicide, avg. reward: -6.888, 2.594 sec/game, 18.2 min. total, 572.7 MB
slashed_kooky v8 534 games, 449125 moves, e=0.555, loss: 5.6, -, 15.1% elo% vs. random_no_suicide, avg. reward: -6.888, 2.596 sec/game, 18.3 min. total, 573.6 MB
slashed_kooky v8 535 games, 450256 moves, e=0.554, loss: 5.2, -, 14.7% elo% vs. random_no_suicide, avg. reward: -6.863, 2.609 sec/game, 18.3 min. total, 573.1 MB
slashed_kooky v8 536 games, 451340 moves, e=0.553, loss: 4.7, -, 14.4% elo% vs. random_no_suicide, avg. reward: -6.844, 2.641 sec/game, 18.3 min. total, 573.5 MB
slashed_kooky v8 537 games, 452318 moves, e=0.552, loss: 4.9, -, 14.0% elo% vs. random_no_suicide, avg. reward: -6.842, 2.629 sec/game, 18.4 min. total, 574.3 MB
slashed_kooky v8 538 games, 453272 moves, e=0.551, loss: 4.7, -, 13.7% elo% vs. random_no_suicide, avg. reward: -6.852, 2.597 sec/game, 18.4 min. total, 574.5 MB
slashed_kooky v8 539 games, 454445 moves, e=0.550, loss: 4.9, -, 13.4% elo% vs. random_no_suicide, avg. reward: -6.846, 2.627 sec/game, 18.5 min. total, 575.0 MB
slashed_kooky v8 540 games, 455504 moves, e=0.549, loss: 5.1, -, 13.1% elo% vs. random_no_suicide, avg. reward: -6.843, 2.625 sec/game, 18.5 min. total, 574.9 MB
slashed_kooky v8 541 games, 456557 moves, e=0.548, loss: 5.1, -, 12.9% elo% vs. random_no_suicide, avg. reward: -6.840, 2.636 sec/game, 18.6 min. total, 575.0 MB
slashed_kooky v8 542 games, 457532 moves, e=0.547, loss: 5.1, -, 12.6% elo% vs. random_no_suicide, avg. reward: -6.833, 2.634 sec/game, 18.6 min. total, 575.0 MB
slashed_kooky v8 543 games, 458541 moves, e=0.546, loss: 5.0, -, 12.4% elo% vs. random_no_suicide, avg. reward: -6.833, 2.638 sec/game, 18.7 min. total, 575.1 MB
slashed_kooky v8 544 games, 459542 moves, e=0.545, loss: 4.9, -, 12.1% elo% vs. random_no_suicide, avg. reward: -6.826, 2.639 sec/game, 18.7 min. total, 575.8 MB
slashed_kooky v8 545 games, 460674 moves, e=0.544, loss: 5.6, -, 11.9% elo% vs. random_no_suicide, avg. reward: -6.815, 2.669 sec/game, 18.8 min. total, 577.3 MB
slashed_kooky v8 546 games, 461891 moves, e=0.543, loss: 5.9, -, 11.7% elo% vs. random_no_suicide, avg. reward: -6.785, 2.700 sec/game, 18.8 min. total, 579.0 MB
slashed_kooky v8 547 games, 462963 moves, e=0.542, loss: 5.6, -, 11.4% elo% vs. random_no_suicide, avg. reward: -6.773, 2.706 sec/game, 18.8 min. total, 578.3 MB
slashed_kooky v8 548 games, 463990 moves, e=0.541, loss: 5.7, -, 11.2% elo% vs. random_no_suicide, avg. reward: -6.765, 2.703 sec/game, 18.9 min. total, 578.5 MB
slashed_kooky v8 549 games, 464976 moves, e=0.540, loss: 5.5, -, 11.0% elo% vs. random_no_suicide, avg. reward: -6.750, 2.713 sec/game, 18.9 min. total, 578.6 MB
slashed_kooky v8 550 games, 465928 moves, e=0.539, loss: 5.6, -, 10.8% elo% vs. random_no_suicide, avg. reward: -6.750, 2.712 sec/game, 19.0 min. total, 578.6 MB
slashed_kooky v8 551 games, 467099 moves, e=0.538, loss: 5.7, -, 10.6% elo% vs. random_no_suicide, avg. reward: -6.741, 2.729 sec/game, 19.0 min. total, 578.5 MB
slashed_kooky v8 552 games, 468159 moves, e=0.537, loss: 6.1, -, 10.4% elo% vs. random_no_suicide, avg. reward: -6.736, 2.739 sec/game, 19.1 min. total, 578.6 MB
slashed_kooky v8 553 games, 469218 moves, e=0.535, loss: 6.1, -, 10.3% elo% vs. random_no_suicide, avg. reward: -6.727, 2.728 sec/game, 19.1 min. total, 579.2 MB
slashed_kooky v8 554 games, 470346 moves, e=0.534, loss: 5.9, -, 10.1% elo% vs. random_no_suicide, avg. reward: -6.719, 2.741 sec/game, 19.2 min. total, 579.4 MB
slashed_kooky v8 555 games, 471409 moves, e=0.533, loss: 5.7, -, 9.9% elo% vs. random_no_suicide, avg. reward: -6.700, 2.738 sec/game, 19.2 min. total, 580.8 MB
slashed_kooky v8 556 games, 472358 moves, e=0.532, loss: 5.6, -, 9.8% elo% vs. random_no_suicide, avg. reward: -6.700, 2.724 sec/game, 19.3 min. total, 580.8 MB
slashed_kooky v8 557 games, 473287 moves, e=0.531, loss: 6.0, -, 9.6% elo% vs. random_no_suicide, avg. reward: -6.706, 2.721 sec/game, 19.3 min. total, 580.6 MB
slashed_kooky v8 558 games, 474267 moves, e=0.530, loss: 5.9, -, 9.5% elo% vs. random_no_suicide, avg. reward: -6.705, 2.724 sec/game, 19.3 min. total, 581.2 MB
slashed_kooky v8 559 games, 475168 moves, e=0.530, loss: 6.0, -, 9.3% elo% vs. random_no_suicide, avg. reward: -6.699, 2.694 sec/game, 19.4 min. total, 582.4 MB
slashed_kooky v8 560 games, 476275 moves, e=0.528, loss: 6.1, -, 9.2% elo% vs. random_no_suicide, avg. reward: -6.680, 2.686 sec/game, 19.4 min. total, 582.4 MB
slashed_kooky v8 561 games, 477265 moves, e=0.528, loss: 6.1, -, 9.0% elo% vs. random_no_suicide, avg. reward: -6.670, 2.684 sec/game, 19.5 min. total, 581.5 MB
slashed_kooky v8 562 games, 478233 moves, e=0.527, loss: 6.0, -, 8.9% elo% vs. random_no_suicide, avg. reward: -6.666, 2.684 sec/game, 19.5 min. total, 581.8 MB
slashed_kooky v8 563 games, 479315 moves, e=0.525, loss: 5.7, -, 8.8% elo% vs. random_no_suicide, avg. reward: -6.651, 2.682 sec/game, 19.6 min. total, 583.2 MB
slashed_kooky v8 564 games, 480170 moves, e=0.525, loss: 5.5, -, 8.6% elo% vs. random_no_suicide, avg. reward: -6.663, 2.669 sec/game, 19.6 min. total, 584.8 MB
slashed_kooky v8 565 games, 481204 moves, e=0.524, loss: 5.5, -, 8.5% elo% vs. random_no_suicide, avg. reward: -6.670, 2.664 sec/game, 19.6 min. total, 585.2 MB
slashed_kooky v8 566 games, 482165 moves, e=0.523, loss: 5.7, -, 8.4% elo% vs. random_no_suicide, avg. reward: -6.656, 2.635 sec/game, 19.7 min. total, 585.4 MB
slashed_kooky v8 567 games, 483184 moves, e=0.522, loss: 5.7, -, 8.3% elo% vs. random_no_suicide, avg. reward: -6.648, 2.628 sec/game, 19.7 min. total, 585.5 MB
slashed_kooky v8 568 games, 484234 moves, e=0.521, loss: 5.3, -, 8.1% elo% vs. random_no_suicide, avg. reward: -6.643, 2.640 sec/game, 19.8 min. total, 585.6 MB
slashed_kooky v8 569 games, 485195 moves, e=0.520, loss: 5.6, -, 8.0% elo% vs. random_no_suicide, avg. reward: -6.653, 2.626 sec/game, 19.8 min. total, 585.8 MB
slashed_kooky v8 570 games, 486154 moves, e=0.519, loss: 5.6, -, 7.9% elo% vs. random_no_suicide, avg. reward: -6.657, 2.628 sec/game, 19.9 min. total, 585.8 MB
slashed_kooky v8 571 games, 487231 moves, e=0.518, loss: 5.9, -, 7.8% elo% vs. random_no_suicide, avg. reward: -6.645, 2.614 sec/game, 19.9 min. total, 586.6 MB
slashed_kooky v8 572 games, 488265 moves, e=0.517, loss: 5.8, -, 7.7% elo% vs. random_no_suicide, avg. reward: -6.652, 2.616 sec/game, 19.9 min. total, 586.2 MB
slashed_kooky v8 573 games, 489316 moves, e=0.516, loss: 5.6, -, 7.6% elo% vs. random_no_suicide, avg. reward: -6.647, 2.614 sec/game, 20.0 min. total, 587.6 MB
slashed_kooky v8 574 games, 490301 moves, e=0.515, loss: 6.0, -, 7.5% elo% vs. random_no_suicide, avg. reward: -6.650, 2.611 sec/game, 20.0 min. total, 587.1 MB
slashed_kooky v8 575 games, 491164 moves, e=0.514, loss: 5.8, -, 7.4% elo% vs. random_no_suicide, avg. reward: -6.661, 2.585 sec/game, 20.1 min. total, 587.2 MB
slashed_kooky v8 576 games, 492131 moves, e=0.513, loss: 5.7, -, 7.3% elo% vs. random_no_suicide, avg. reward: -6.663, 2.575 sec/game, 20.1 min. total, 587.3 MB
slashed_kooky v8 577 games, 493310 moves, e=0.512, loss: 5.9, -, 7.2% elo% vs. random_no_suicide, avg. reward: -6.652, 2.602 sec/game, 20.2 min. total, 587.1 MB
slashed_kooky v8 578 games, 494211 moves, e=0.511, loss: 6.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: -6.655, 2.600 sec/game, 20.2 min. total, 587.8 MB
slashed_kooky v8 579 games, 495276 moves, e=0.510, loss: 6.0, -, 7.1% elo% vs. random_no_suicide, avg. reward: -6.642, 2.619 sec/game, 20.2 min. total, 587.7 MB
slashed_kooky v8 580 games, 496339 moves, e=0.509, loss: 6.0, -, 7.0% elo% vs. random_no_suicide, avg. reward: -6.620, 2.618 sec/game, 20.3 min. total, 588.4 MB
slashed_kooky v8 581 games, 497267 moves, e=0.508, loss: 5.7, -, 6.9% elo% vs. random_no_suicide, avg. reward: -6.616, 2.609 sec/game, 20.3 min. total, 588.6 MB
slashed_kooky v8 582 games, 498164 moves, e=0.507, loss: 5.8, -, 6.8% elo% vs. random_no_suicide, avg. reward: -6.620, 2.597 sec/game, 20.4 min. total, 590.6 MB
slashed_kooky v8 583 games, 499274 moves, e=0.506, loss: 6.3, -, 6.7% elo% vs. random_no_suicide, avg. reward: -6.606, 2.613 sec/game, 20.4 min. total, 590.6 MB
