sinless_impurity v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 310.5 MB
sinless_impurity v7 484 games, 400880 moves, e=0.603, loss: 37688.7, -, 8.7% elo% vs. random_no_suicide, avg. reward: 30.491, 2.962 sec/game, 18.4 min. total, 604.4 MB
sinless_impurity v7 485 games, 401922 moves, e=0.602, loss: 39050.7, -, 8.6% elo% vs. random_no_suicide, avg. reward: 30.493, 2.993 sec/game, 18.5 min. total, 604.8 MB
sinless_impurity v7 486 games, 402843 moves, e=0.601, loss: 40948.4, -, 8.4% elo% vs. random_no_suicide, avg. reward: 30.715, 2.991 sec/game, 18.5 min. total, 604.9 MB
sinless_impurity v7 487 games, 403844 moves, e=0.600, loss: 43250.1, -, 8.3% elo% vs. random_no_suicide, avg. reward: 30.866, 3.000 sec/game, 18.6 min. total, 606.9 MB
sinless_impurity v7 488 games, 404792 moves, e=0.599, loss: 48638.0, -, 8.2% elo% vs. random_no_suicide, avg. reward: 31.076, 3.003 sec/game, 18.6 min. total, 606.6 MB
sinless_impurity v7 489 games, 405848 moves, e=0.598, loss: 46840.1, -, 8.1% elo% vs. random_no_suicide, avg. reward: 31.002, 2.998 sec/game, 18.7 min. total, 606.6 MB
sinless_impurity v7 490 games, 406815 moves, e=0.597, loss: 45747.9, -, 8.0% elo% vs. random_no_suicide, avg. reward: 31.028, 3.012 sec/game, 18.7 min. total, 606.8 MB
sinless_impurity v7 491 games, 407749 moves, e=0.596, loss: 51456.5, -, 7.9% elo% vs. random_no_suicide, avg. reward: 31.247, 2.975 sec/game, 18.8 min. total, 606.7 MB
sinless_impurity v7 492 games, 408679 moves, e=0.595, loss: 47154.5, -, 7.8% elo% vs. random_no_suicide, avg. reward: 31.579, 2.977 sec/game, 18.8 min. total, 606.7 MB
sinless_impurity v7 493 games, 409735 moves, e=0.594, loss: 44996.7, -, 7.7% elo% vs. random_no_suicide, avg. reward: 31.901, 2.993 sec/game, 18.9 min. total, 606.5 MB
sinless_impurity v7 494 games, 410650 moves, e=0.593, loss: 47859.2, -, 7.6% elo% vs. random_no_suicide, avg. reward: 31.910, 2.994 sec/game, 18.9 min. total, 606.9 MB
sinless_impurity v7 495 games, 411793 moves, e=0.592, loss: 44299.1, -, 7.5% elo% vs. random_no_suicide, avg. reward: 32.273, 3.026 sec/game, 19.0 min. total, 607.8 MB
sinless_impurity v7 496 games, 412754 moves, e=0.591, loss: 39902.0, +, 8.7% elo% vs. random_no_suicide, avg. reward: 32.387, 3.015 sec/game, 19.0 min. total, 609.4 MB
sinless_impurity v7 497 games, 413789 moves, e=0.590, loss: 50529.2, -, 8.6% elo% vs. random_no_suicide, avg. reward: 32.686, 3.030 sec/game, 19.1 min. total, 609.4 MB
sinless_impurity v7 498 games, 414787 moves, e=0.589, loss: 42471.1, +, 10.0% elo% vs. random_no_suicide, avg. reward: 33.011, 3.050 sec/game, 19.1 min. total, 609.3 MB
sinless_impurity v7 499 games, 415668 moves, e=0.588, loss: 41894.5, -, 9.9% elo% vs. random_no_suicide, avg. reward: 33.695, 3.032 sec/game, 19.2 min. total, 609.6 MB
sinless_impurity v7 500 games, 416547 moves, e=0.588, loss: 39070.1, -, 9.7% elo% vs. random_no_suicide, avg. reward: 33.722, 2.960 sec/game, 19.2 min. total, 610.1 MB
sinless_impurity v8 501 games, 417475 moves, e=0.587, loss: 42807.6, -, 47.7% elo% vs. random_no_suicide, avg. reward: 33.934, 2.970 sec/game, 19.2 min. total, 610.1 MB
sinless_impurity v8 502 games, 418616 moves, e=0.586, loss: 47091.9, +, 50.1% elo% vs. random_no_suicide, avg. reward: 33.919, 3.009 sec/game, 19.3 min. total, 610.2 MB
sinless_impurity v8 503 games, 419713 moves, e=0.584, loss: 47873.1, -, 47.8% elo% vs. random_no_suicide, avg. reward: 33.953, 3.023 sec/game, 19.4 min. total, 610.7 MB
sinless_impurity v8 504 games, 420904 moves, e=0.583, loss: 48872.9, -, 45.6% elo% vs. random_no_suicide, avg. reward: 33.842, 3.040 sec/game, 19.4 min. total, 612.4 MB
sinless_impurity v8 505 games, 421799 moves, e=0.582, loss: 60810.5, -, 43.5% elo% vs. random_no_suicide, avg. reward: 33.824, 3.011 sec/game, 19.5 min. total, 613.0 MB
sinless_impurity v8 506 games, 422710 moves, e=0.582, loss: 53423.8, +, 46.1% elo% vs. random_no_suicide, avg. reward: 33.923, 3.015 sec/game, 19.5 min. total, 612.9 MB
sinless_impurity v8 507 games, 423678 moves, e=0.581, loss: 61971.8, ., 46.3% elo% vs. random_no_suicide, avg. reward: 33.547, 3.001 sec/game, 19.6 min. total, 613.2 MB
sinless_impurity v8 508 games, 424858 moves, e=0.579, loss: 52010.2, -, 44.2% elo% vs. random_no_suicide, avg. reward: 33.362, 3.041 sec/game, 19.6 min. total, 613.0 MB
sinless_impurity v8 509 games, 425780 moves, e=0.578, loss: 44690.3, -, 42.2% elo% vs. random_no_suicide, avg. reward: 32.708, 3.025 sec/game, 19.7 min. total, 613.1 MB
sinless_impurity v8 510 games, 426592 moves, e=0.578, loss: 50531.9, -, 40.3% elo% vs. random_no_suicide, avg. reward: 32.362, 2.992 sec/game, 19.7 min. total, 613.1 MB
sinless_impurity v8 511 games, 427779 moves, e=0.576, loss: 43788.7, -, 38.5% elo% vs. random_no_suicide, avg. reward: 32.389, 3.046 sec/game, 19.8 min. total, 613.1 MB
sinless_impurity v8 512 games, 428670 moves, e=0.576, loss: 39810.9, -, 36.9% elo% vs. random_no_suicide, avg. reward: 32.812, 3.037 sec/game, 19.8 min. total, 613.7 MB
sinless_impurity v8 513 games, 429582 moves, e=0.575, loss: 36668.2, ., 37.4% elo% vs. random_no_suicide, avg. reward: 32.690, 3.022 sec/game, 19.9 min. total, 614.5 MB
sinless_impurity v8 514 games, 430711 moves, e=0.574, loss: 40137.7, -, 35.8% elo% vs. random_no_suicide, avg. reward: 32.726, 3.043 sec/game, 19.9 min. total, 614.4 MB
sinless_impurity v8 515 games, 431797 moves, e=0.573, loss: 38734.5, +, 38.6% elo% vs. random_no_suicide, avg. reward: 32.640, 3.043 sec/game, 20.0 min. total, 614.6 MB
sinless_impurity v8 516 games, 432815 moves, e=0.572, loss: 39514.3, +, 41.3% elo% vs. random_no_suicide, avg. reward: 32.741, 3.054 sec/game, 20.0 min. total, 614.4 MB
sinless_impurity v8 517 games, 433839 moves, e=0.570, loss: 31306.8, -, 39.5% elo% vs. random_no_suicide, avg. reward: 32.675, 3.053 sec/game, 20.1 min. total, 614.6 MB
sinless_impurity v8 518 games, 434829 moves, e=0.570, loss: 38322.3, -, 37.7% elo% vs. random_no_suicide, avg. reward: 32.944, 3.052 sec/game, 20.1 min. total, 614.7 MB
sinless_impurity v8 519 games, 435849 moves, e=0.569, loss: 38391.4, -, 36.1% elo% vs. random_no_suicide, avg. reward: 32.984, 3.069 sec/game, 20.2 min. total, 615.3 MB
sinless_impurity v8 520 games, 436860 moves, e=0.568, loss: 49086.4, -, 34.6% elo% vs. random_no_suicide, avg. reward: 33.214, 3.073 sec/game, 20.2 min. total, 616.2 MB
sinless_impurity v8 521 games, 437859 moves, e=0.567, loss: 53561.1, -, 33.2% elo% vs. random_no_suicide, avg. reward: 33.728, 3.086 sec/game, 20.3 min. total, 618.0 MB
sinless_impurity v8 522 games, 439019 moves, e=0.565, loss: 67265.4, -, 31.8% elo% vs. random_no_suicide, avg. reward: 34.149, 3.088 sec/game, 20.3 min. total, 618.3 MB
sinless_impurity v8 523 games, 439862 moves, e=0.565, loss: 61849.7, -, 30.6% elo% vs. random_no_suicide, avg. reward: 33.960, 3.056 sec/game, 20.4 min. total, 618.3 MB
sinless_impurity v8 524 games, 441091 moves, e=0.563, loss: 58080.9, -, 29.4% elo% vs. random_no_suicide, avg. reward: 34.091, 3.070 sec/game, 20.4 min. total, 618.4 MB
sinless_impurity v8 525 games, 442165 moves, e=0.562, loss: 62108.9, -, 28.3% elo% vs. random_no_suicide, avg. reward: 33.555, 3.088 sec/game, 20.5 min. total, 618.3 MB
sinless_impurity v8 526 games, 443319 moves, e=0.561, loss: 50478.5, -, 27.2% elo% vs. random_no_suicide, avg. reward: 33.950, 3.118 sec/game, 20.6 min. total, 618.4 MB
sinless_impurity v8 527 games, 444437 moves, e=0.560, loss: 54971.0, -, 26.3% elo% vs. random_no_suicide, avg. reward: 34.086, 3.150 sec/game, 20.6 min. total, 618.4 MB
sinless_impurity v8 528 games, 445518 moves, e=0.559, loss: 50942.8, -, 25.3% elo% vs. random_no_suicide, avg. reward: 33.436, 3.123 sec/game, 20.7 min. total, 618.7 MB
sinless_impurity v8 529 games, 446702 moves, e=0.558, loss: 49838.3, ., 26.2% elo% vs. random_no_suicide, avg. reward: 33.443, 3.157 sec/game, 20.7 min. total, 621.1 MB
sinless_impurity v8 530 games, 447851 moves, e=0.557, loss: 48407.3, -, 25.3% elo% vs. random_no_suicide, avg. reward: 33.340, 3.216 sec/game, 20.8 min. total, 620.8 MB
sinless_impurity v8 531 games, 448899 moves, e=0.556, loss: 57025.5, ., 26.1% elo% vs. random_no_suicide, avg. reward: 33.035, 3.193 sec/game, 20.8 min. total, 620.6 MB
sinless_impurity v8 532 games, 449835 moves, e=0.555, loss: 44098.3, -, 25.2% elo% vs. random_no_suicide, avg. reward: 33.236, 3.203 sec/game, 20.9 min. total, 620.7 MB
sinless_impurity v8 533 games, 450964 moves, e=0.554, loss: 31717.1, -, 24.4% elo% vs. random_no_suicide, avg. reward: 33.486, 3.221 sec/game, 20.9 min. total, 620.8 MB
sinless_impurity v8 534 games, 451875 moves, e=0.553, loss: 31917.0, -, 23.5% elo% vs. random_no_suicide, avg. reward: 32.793, 3.202 sec/game, 21.0 min. total, 620.8 MB
sinless_impurity v8 535 games, 452869 moves, e=0.552, loss: 32057.0, -, 22.8% elo% vs. random_no_suicide, avg. reward: 33.177, 3.188 sec/game, 21.0 min. total, 620.7 MB
sinless_impurity v8 536 games, 453778 moves, e=0.551, loss: 35941.8, -, 22.0% elo% vs. random_no_suicide, avg. reward: 33.159, 3.172 sec/game, 21.1 min. total, 620.8 MB
sinless_impurity v8 537 games, 454882 moves, e=0.550, loss: 40044.3, -, 21.4% elo% vs. random_no_suicide, avg. reward: 33.025, 3.177 sec/game, 21.1 min. total, 622.6 MB
sinless_impurity v8 538 games, 455728 moves, e=0.549, loss: 40559.8, -, 20.7% elo% vs. random_no_suicide, avg. reward: 33.169, 3.170 sec/game, 21.2 min. total, 622.8 MB
sinless_impurity v8 539 games, 456630 moves, e=0.548, loss: 38330.4, -, 20.1% elo% vs. random_no_suicide, avg. reward: 33.070, 3.156 sec/game, 21.2 min. total, 622.9 MB
sinless_impurity v8 540 games, 457570 moves, e=0.547, loss: 45976.6, -, 19.5% elo% vs. random_no_suicide, avg. reward: 33.071, 3.154 sec/game, 21.3 min. total, 622.9 MB
sinless_impurity v8 541 games, 458502 moves, e=0.546, loss: 45286.6, -, 18.9% elo% vs. random_no_suicide, avg. reward: 33.614, 3.153 sec/game, 21.3 min. total, 622.7 MB
sinless_impurity v8 542 games, 459500 moves, e=0.545, loss: 43890.0, -, 18.4% elo% vs. random_no_suicide, avg. reward: 33.230, 3.117 sec/game, 21.4 min. total, 622.9 MB
sinless_impurity v8 543 games, 460533 moves, e=0.544, loss: 41442.3, -, 17.9% elo% vs. random_no_suicide, avg. reward: 33.168, 3.134 sec/game, 21.4 min. total, 623.0 MB
sinless_impurity v8 544 games, 461533 moves, e=0.543, loss: 45676.9, -, 17.4% elo% vs. random_no_suicide, avg. reward: 34.075, 3.103 sec/game, 21.5 min. total, 623.4 MB
sinless_impurity v8 545 games, 462604 moves, e=0.542, loss: 48367.3, -, 17.0% elo% vs. random_no_suicide, avg. reward: 34.056, 3.117 sec/game, 21.5 min. total, 625.0 MB
sinless_impurity v8 546 games, 463729 moves, e=0.541, loss: 49041.9, -, 16.5% elo% vs. random_no_suicide, avg. reward: 33.770, 3.104 sec/game, 21.6 min. total, 627.1 MB
sinless_impurity v8 547 games, 464969 moves, e=0.540, loss: 48743.0, -, 16.1% elo% vs. random_no_suicide, avg. reward: 34.065, 3.128 sec/game, 21.7 min. total, 627.1 MB
sinless_impurity v8 548 games, 466047 moves, e=0.539, loss: 48749.0, -, 15.7% elo% vs. random_no_suicide, avg. reward: 33.884, 3.130 sec/game, 21.7 min. total, 627.2 MB
sinless_impurity v8 549 games, 467367 moves, e=0.537, loss: 47390.2, -, 15.3% elo% vs. random_no_suicide, avg. reward: 33.723, 3.161 sec/game, 21.8 min. total, 627.5 MB
sinless_impurity v8 550 games, 468448 moves, e=0.536, loss: 47479.8, -, 15.0% elo% vs. random_no_suicide, avg. reward: 33.579, 3.136 sec/game, 21.8 min. total, 627.4 MB
sinless_impurity v8 551 games, 469427 moves, e=0.535, loss: 41878.5, -, 14.6% elo% vs. random_no_suicide, avg. reward: 33.684, 3.119 sec/game, 21.9 min. total, 627.6 MB
sinless_impurity v8 552 games, 470503 moves, e=0.534, loss: 42359.5, -, 14.3% elo% vs. random_no_suicide, avg. reward: 33.550, 3.136 sec/game, 21.9 min. total, 627.8 MB
sinless_impurity v8 553 games, 471576 moves, e=0.533, loss: 44738.2, -, 14.0% elo% vs. random_no_suicide, avg. reward: 33.904, 3.136 sec/game, 22.0 min. total, 628.6 MB
sinless_impurity v8 554 games, 472686 moves, e=0.532, loss: 43976.5, -, 13.7% elo% vs. random_no_suicide, avg. reward: 34.467, 3.155 sec/game, 22.0 min. total, 629.8 MB
sinless_impurity v8 555 games, 473682 moves, e=0.531, loss: 48302.5, -, 13.4% elo% vs. random_no_suicide, avg. reward: 34.729, 3.157 sec/game, 22.1 min. total, 629.3 MB
sinless_impurity v8 556 games, 474720 moves, e=0.530, loss: 50269.7, -, 13.1% elo% vs. random_no_suicide, avg. reward: 35.032, 3.174 sec/game, 22.1 min. total, 629.4 MB
sinless_impurity v8 557 games, 475677 moves, e=0.529, loss: 46558.9, -, 12.8% elo% vs. random_no_suicide, avg. reward: 34.788, 3.171 sec/game, 22.2 min. total, 629.4 MB
sinless_impurity v8 558 games, 476648 moves, e=0.528, loss: 45135.7, -, 12.6% elo% vs. random_no_suicide, avg. reward: 34.346, 3.164 sec/game, 22.2 min. total, 629.4 MB
sinless_impurity v8 559 games, 477559 moves, e=0.527, loss: 48938.3, -, 12.3% elo% vs. random_no_suicide, avg. reward: 34.440, 3.162 sec/game, 22.3 min. total, 629.6 MB
sinless_impurity v8 560 games, 478725 moves, e=0.526, loss: 56042.3, -, 12.1% elo% vs. random_no_suicide, avg. reward: 34.892, 3.216 sec/game, 22.3 min. total, 629.8 MB
sinless_impurity v8 561 games, 479882 moves, e=0.525, loss: 48497.1, -, 11.8% elo% vs. random_no_suicide, avg. reward: 34.543, 3.254 sec/game, 22.4 min. total, 631.0 MB
sinless_impurity v8 562 games, 480973 moves, e=0.524, loss: 49752.6, +, 13.6% elo% vs. random_no_suicide, avg. reward: 34.483, 3.308 sec/game, 22.5 min. total, 632.0 MB
sinless_impurity v8 563 games, 481901 moves, e=0.523, loss: 45322.8, -, 13.3% elo% vs. random_no_suicide, avg. reward: 34.598, 3.326 sec/game, 22.5 min. total, 632.4 MB
sinless_impurity v8 564 games, 483059 moves, e=0.522, loss: 41211.4, -, 13.1% elo% vs. random_no_suicide, avg. reward: 34.712, 3.399 sec/game, 22.6 min. total, 632.2 MB
sinless_impurity v8 565 games, 483935 moves, e=0.521, loss: 34029.3, -, 12.8% elo% vs. random_no_suicide, avg. reward: 34.857, 3.392 sec/game, 22.7 min. total, 632.5 MB
sinless_impurity v8 566 games, 484856 moves, e=0.520, loss: 40984.3, -, 12.5% elo% vs. random_no_suicide, avg. reward: 35.162, 3.412 sec/game, 22.7 min. total, 632.5 MB
sinless_impurity v8 567 games, 485828 moves, e=0.519, loss: 43441.8, -, 12.3% elo% vs. random_no_suicide, avg. reward: 35.570, 3.366 sec/game, 22.8 min. total, 632.6 MB
sinless_impurity v8 568 games, 486783 moves, e=0.518, loss: 43957.9, -, 12.0% elo% vs. random_no_suicide, avg. reward: 35.666, 3.343 sec/game, 22.8 min. total, 632.5 MB
sinless_impurity v8 569 games, 487806 moves, e=0.517, loss: 46534.9, -, 11.8% elo% vs. random_no_suicide, avg. reward: 35.740, 3.331 sec/game, 22.9 min. total, 633.1 MB
sinless_impurity v8 570 games, 488880 moves, e=0.516, loss: 49600.2, -, 11.6% elo% vs. random_no_suicide, avg. reward: 36.210, 3.334 sec/game, 22.9 min. total, 635.1 MB
sinless_impurity v8 571 games, 489935 moves, e=0.515, loss: 49976.7, -, 11.4% elo% vs. random_no_suicide, avg. reward: 35.761, 3.328 sec/game, 23.0 min. total, 636.8 MB
sinless_impurity v8 572 games, 490928 moves, e=0.514, loss: 52170.7, -, 11.2% elo% vs. random_no_suicide, avg. reward: 35.947, 3.323 sec/game, 23.0 min. total, 636.8 MB
sinless_impurity v8 573 games, 491897 moves, e=0.513, loss: 54938.8, -, 10.9% elo% vs. random_no_suicide, avg. reward: 35.864, 3.284 sec/game, 23.1 min. total, 636.7 MB
sinless_impurity v8 574 games, 492943 moves, e=0.512, loss: 52026.4, +, 12.7% elo% vs. random_no_suicide, avg. reward: 35.907, 3.282 sec/game, 23.1 min. total, 636.9 MB
sinless_impurity v8 575 games, 494018 moves, e=0.511, loss: 52498.2, -, 12.4% elo% vs. random_no_suicide, avg. reward: 35.921, 3.270 sec/game, 23.2 min. total, 636.9 MB
sinless_impurity v8 576 games, 495044 moves, e=0.510, loss: 52174.2, +, 14.3% elo% vs. random_no_suicide, avg. reward: 36.610, 3.258 sec/game, 23.2 min. total, 636.8 MB
sinless_impurity v8 577 games, 496237 moves, e=0.509, loss: 50966.5, +, 16.3% elo% vs. random_no_suicide, avg. reward: 36.768, 3.269 sec/game, 23.3 min. total, 636.7 MB
sinless_impurity v8 578 games, 497408 moves, e=0.508, loss: 52731.5, -, 15.9% elo% vs. random_no_suicide, avg. reward: 36.901, 3.299 sec/game, 23.3 min. total, 638.0 MB
sinless_impurity v8 579 games, 498523 moves, e=0.506, loss: 60769.9, -, 15.5% elo% vs. random_no_suicide, avg. reward: 36.987, 3.306 sec/game, 23.4 min. total, 638.6 MB
sinless_impurity v8 580 games, 499615 moves, e=0.505, loss: 53030.5, -, 15.1% elo% vs. random_no_suicide, avg. reward: 37.173, 3.273 sec/game, 23.4 min. total, 638.6 MB
sinless_impurity v8 581 games, 500568 moves, e=0.504, loss: 62451.6, -, 14.8% elo% vs. random_no_suicide, avg. reward: 37.711, 3.210 sec/game, 23.5 min. total, 638.9 MB
sinless_impurity v8 582 games, 501589 moves, e=0.503, loss: 66593.6, -, 14.4% elo% vs. random_no_suicide, avg. reward: 37.152, 3.161 sec/game, 23.5 min. total, 639.1 MB
sinless_impurity v8 583 games, 502667 moves, e=0.502, loss: 60065.5, -, 14.1% elo% vs. random_no_suicide, avg. reward: 37.805, 3.148 sec/game, 23.6 min. total, 639.0 MB
sinless_impurity v8 584 games, 503627 moves, e=0.501, loss: 54886.4, -, 13.8% elo% vs. random_no_suicide, avg. reward: 38.144, 3.048 sec/game, 23.6 min. total, 639.2 MB
sinless_impurity v8 585 games, 504748 moves, e=0.500, loss: 57850.1, -, 13.5% elo% vs. random_no_suicide, avg. reward: 37.670, 3.042 sec/game, 23.7 min. total, 638.9 MB
sinless_impurity v8 586 games, 505824 moves, e=0.499, loss: 56846.6, -, 13.2% elo% vs. random_no_suicide, avg. reward: 37.478, 3.010 sec/game, 23.7 min. total, 640.0 MB
sinless_impurity v8 587 games, 506939 moves, e=0.498, loss: 54157.2, -, 12.9% elo% vs. random_no_suicide, avg. reward: 36.883, 3.017 sec/game, 23.8 min. total, 642.0 MB
sinless_impurity v8 588 games, 508006 moves, e=0.497, loss: 48049.6, -, 12.7% elo% vs. random_no_suicide, avg. reward: 37.061, 3.030 sec/game, 23.8 min. total, 641.9 MB
sinless_impurity v8 589 games, 509178 moves, e=0.496, loss: 43761.3, -, 12.4% elo% vs. random_no_suicide, avg. reward: 37.109, 3.001 sec/game, 23.9 min. total, 641.9 MB
sinless_impurity v8 590 games, 510256 moves, e=0.495, loss: 39696.4, -, 12.2% elo% vs. random_no_suicide, avg. reward: 37.956, 3.000 sec/game, 23.9 min. total, 642.1 MB
sinless_impurity v8 591 games, 511382 moves, e=0.494, loss: 45327.5, -, 11.9% elo% vs. random_no_suicide, avg. reward: 38.023, 3.011 sec/game, 24.0 min. total, 641.9 MB
sinless_impurity v8 592 games, 512454 moves, e=0.493, loss: 49757.6, -, 11.7% elo% vs. random_no_suicide, avg. reward: 37.949, 3.005 sec/game, 24.0 min. total, 642.2 MB
sinless_impurity v8 593 games, 513626 moves, e=0.492, loss: 45435.9, -, 11.5% elo% vs. random_no_suicide, avg. reward: 37.892, 3.059 sec/game, 24.1 min. total, 642.1 MB
sinless_impurity v8 594 games, 514690 moves, e=0.490, loss: 44493.0, -, 11.3% elo% vs. random_no_suicide, avg. reward: 38.662, 3.147 sec/game, 24.2 min. total, 642.4 MB
sinless_impurity v8 595 games, 515983 moves, e=0.489, loss: 48800.7, -, 11.1% elo% vs. random_no_suicide, avg. reward: 38.321, 3.197 sec/game, 24.2 min. total, 643.3 MB
sinless_impurity v8 596 games, 517177 moves, e=0.488, loss: 43071.0, -, 10.9% elo% vs. random_no_suicide, avg. reward: 38.403, 3.248 sec/game, 24.3 min. total, 643.7 MB
sinless_impurity v8 597 games, 518267 moves, e=0.487, loss: 50286.7, -, 10.7% elo% vs. random_no_suicide, avg. reward: 38.580, 3.287 sec/game, 24.4 min. total, 643.6 MB
sinless_impurity v8 598 games, 519298 moves, e=0.486, loss: 52605.3, -, 10.5% elo% vs. random_no_suicide, avg. reward: 38.562, 3.299 sec/game, 24.4 min. total, 646.0 MB
sinless_impurity v8 599 games, 520441 moves, e=0.485, loss: 44734.1, -, 10.3% elo% vs. random_no_suicide, avg. reward: 38.335, 3.311 sec/game, 24.5 min. total, 646.0 MB
sinless_impurity v8 600 games, 521623 moves, e=0.484, loss: 44291.5, -, 10.1% elo% vs. random_no_suicide, avg. reward: 38.014, 3.361 sec/game, 24.6 min. total, 645.9 MB
sinless_impurity v9 601 games, 522673 moves, e=0.483, loss: 48276.9, -, 47.7% elo% vs. random_no_suicide, avg. reward: 37.812, 3.394 sec/game, 24.6 min. total, 646.6 MB
sinless_impurity v9 602 games, 523863 moves, e=0.481, loss: 43371.9, -, 45.5% elo% vs. random_no_suicide, avg. reward: 37.538, 3.444 sec/game, 24.7 min. total, 647.5 MB
sinless_impurity v9 603 games, 524812 moves, e=0.480, loss: 39280.0, -, 43.4% elo% vs. random_no_suicide, avg. reward: 37.200, 3.443 sec/game, 24.7 min. total, 649.5 MB
sinless_impurity v9 604 games, 525908 moves, e=0.479, loss: 34555.7, -, 41.5% elo% vs. random_no_suicide, avg. reward: 37.333, 3.462 sec/game, 24.8 min. total, 649.8 MB
