shelter_stage v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 303.0 MB
shelter_stage v8 581 games, 511103 moves, e=0.494, loss: 2.9, +, 39.4% elo% vs. random_no_suicide, avg. reward: -5.099, 2.632 sec/game, 18.1 min. total, 623.0 MB
shelter_stage v8 582 games, 512299 moves, e=0.493, loss: 3.4, ., 39.9% elo% vs. random_no_suicide, avg. reward: -5.083, 2.654 sec/game, 18.1 min. total, 623.8 MB
shelter_stage v8 583 games, 513646 moves, e=0.491, loss: 3.2, +, 42.5% elo% vs. random_no_suicide, avg. reward: -5.064, 2.679 sec/game, 18.2 min. total, 623.7 MB
shelter_stage v8 584 games, 514958 moves, e=0.490, loss: 3.7, -, 40.6% elo% vs. random_no_suicide, avg. reward: -5.048, 2.702 sec/game, 18.2 min. total, 623.5 MB
shelter_stage v8 585 games, 516205 moves, e=0.489, loss: 3.6, +, 43.3% elo% vs. random_no_suicide, avg. reward: -5.034, 2.689 sec/game, 18.3 min. total, 623.8 MB
shelter_stage v8 586 games, 517463 moves, e=0.488, loss: 3.6, +, 45.9% elo% vs. random_no_suicide, avg. reward: -5.006, 2.696 sec/game, 18.3 min. total, 626.4 MB
shelter_stage v8 587 games, 518909 moves, e=0.486, loss: 3.7, -, 43.8% elo% vs. random_no_suicide, avg. reward: -4.974, 2.711 sec/game, 18.3 min. total, 625.6 MB
shelter_stage v8 588 games, 520294 moves, e=0.485, loss: 3.5, +, 46.3% elo% vs. random_no_suicide, avg. reward: -4.950, 2.713 sec/game, 18.4 min. total, 627.9 MB
shelter_stage v8 589 games, 521629 moves, e=0.484, loss: 3.6, +, 48.8% elo% vs. random_no_suicide, avg. reward: -4.928, 2.725 sec/game, 18.4 min. total, 628.8 MB
shelter_stage v8 590 games, 522633 moves, e=0.483, loss: 3.7, -, 46.6% elo% vs. random_no_suicide, avg. reward: -4.933, 2.700 sec/game, 18.5 min. total, 628.8 MB
shelter_stage v8 591 games, 523706 moves, e=0.482, loss: 4.1, +, 49.0% elo% vs. random_no_suicide, avg. reward: -4.929, 2.689 sec/game, 18.5 min. total, 628.4 MB
shelter_stage v8 592 games, 524912 moves, e=0.480, loss: 3.9, -, 46.8% elo% vs. random_no_suicide, avg. reward: -4.923, 2.692 sec/game, 18.6 min. total, 629.0 MB
shelter_stage v8 593 games, 526175 moves, e=0.479, loss: 4.1, -, 44.6% elo% vs. random_no_suicide, avg. reward: -4.915, 2.717 sec/game, 18.6 min. total, 629.9 MB
shelter_stage v8 594 games, 527438 moves, e=0.478, loss: 3.8, -, 42.6% elo% vs. random_no_suicide, avg. reward: -4.919, 2.726 sec/game, 18.7 min. total, 627.3 MB
shelter_stage v8 595 games, 528647 moves, e=0.477, loss: 3.9, -, 40.7% elo% vs. random_no_suicide, avg. reward: -4.921, 2.727 sec/game, 18.7 min. total, 630.1 MB
shelter_stage v8 596 games, 529943 moves, e=0.475, loss: 3.9, -, 38.9% elo% vs. random_no_suicide, avg. reward: -4.903, 2.728 sec/game, 18.8 min. total, 629.6 MB
shelter_stage v8 597 games, 531350 moves, e=0.474, loss: 4.1, +, 41.6% elo% vs. random_no_suicide, avg. reward: -4.891, 2.740 sec/game, 18.8 min. total, 630.9 MB
shelter_stage v8 598 games, 532846 moves, e=0.472, loss: 4.0, +, 44.2% elo% vs. random_no_suicide, avg. reward: -4.876, 2.755 sec/game, 18.9 min. total, 631.1 MB
shelter_stage v8 599 games, 534126 moves, e=0.471, loss: 3.2, +, 46.8% elo% vs. random_no_suicide, avg. reward: -4.865, 2.755 sec/game, 18.9 min. total, 631.9 MB
shelter_stage v8 600 games, 535398 moves, e=0.470, loss: 3.5, -, 44.7% elo% vs. random_no_suicide, avg. reward: -4.857, 2.781 sec/game, 18.9 min. total, 630.1 MB
shelter_stage v9 601 games, 536796 moves, e=0.469, loss: 3.4, -, 47.7% elo% vs. random_no_suicide, avg. reward: -4.850, 2.805 sec/game, 19.0 min. total, 632.8 MB
shelter_stage v9 602 games, 538087 moves, e=0.467, loss: 3.4, +, 50.1% elo% vs. random_no_suicide, avg. reward: -4.841, 2.808 sec/game, 19.0 min. total, 632.8 MB
shelter_stage v9 603 games, 539229 moves, e=0.466, loss: 3.4, -, 47.8% elo% vs. random_no_suicide, avg. reward: -4.838, 2.796 sec/game, 19.1 min. total, 632.4 MB
shelter_stage v9 604 games, 540617 moves, e=0.465, loss: 3.0, +, 50.2% elo% vs. random_no_suicide, avg. reward: -4.828, 2.802 sec/game, 19.1 min. total, 632.3 MB
shelter_stage v9 605 games, 541800 moves, e=0.464, loss: 3.3, -, 47.9% elo% vs. random_no_suicide, avg. reward: -4.811, 2.801 sec/game, 19.2 min. total, 632.8 MB
shelter_stage v9 606 games, 542887 moves, e=0.463, loss: 3.8, +, 50.3% elo% vs. random_no_suicide, avg. reward: -4.806, 2.787 sec/game, 19.2 min. total, 633.2 MB
shelter_stage v9 607 games, 544258 moves, e=0.461, loss: 3.9, -, 48.0% elo% vs. random_no_suicide, avg. reward: -4.791, 2.784 sec/game, 19.3 min. total, 634.4 MB
shelter_stage v9 608 games, 545535 moves, e=0.460, loss: 4.1, -, 45.8% elo% vs. random_no_suicide, avg. reward: -4.780, 2.758 sec/game, 19.3 min. total, 634.9 MB
shelter_stage v9 609 games, 546798 moves, e=0.459, loss: 3.5, -, 43.7% elo% vs. random_no_suicide, avg. reward: -4.777, 2.747 sec/game, 19.4 min. total, 634.4 MB
shelter_stage v9 610 games, 548250 moves, e=0.457, loss: 3.8, -, 41.7% elo% vs. random_no_suicide, avg. reward: -4.757, 2.794 sec/game, 19.4 min. total, 635.0 MB
shelter_stage v9 611 games, 549570 moves, e=0.456, loss: 3.6, -, 39.9% elo% vs. random_no_suicide, avg. reward: -4.737, 2.821 sec/game, 19.5 min. total, 634.9 MB
shelter_stage v9 612 games, 550917 moves, e=0.455, loss: 3.5, -, 38.1% elo% vs. random_no_suicide, avg. reward: -4.714, 2.842 sec/game, 19.5 min. total, 636.0 MB
shelter_stage v9 613 games, 552300 moves, e=0.453, loss: 3.8, -, 36.5% elo% vs. random_no_suicide, avg. reward: -4.696, 2.841 sec/game, 19.6 min. total, 637.3 MB
shelter_stage v9 614 games, 553614 moves, e=0.452, loss: 3.1, +, 39.2% elo% vs. random_no_suicide, avg. reward: -4.681, 2.845 sec/game, 19.6 min. total, 636.9 MB
shelter_stage v9 615 games, 554942 moves, e=0.451, loss: 3.5, +, 41.9% elo% vs. random_no_suicide, avg. reward: -4.647, 2.866 sec/game, 19.7 min. total, 636.9 MB
shelter_stage v9 616 games, 556204 moves, e=0.449, loss: 3.3, +, 44.6% elo% vs. random_no_suicide, avg. reward: -4.630, 2.868 sec/game, 19.7 min. total, 637.1 MB
shelter_stage v9 617 games, 557443 moves, e=0.448, loss: 3.1, +, 47.1% elo% vs. random_no_suicide, avg. reward: -4.624, 2.857 sec/game, 19.8 min. total, 637.7 MB
shelter_stage v9 618 games, 558790 moves, e=0.447, loss: 3.4, +, 49.5% elo% vs. random_no_suicide, avg. reward: -4.608, 2.845 sec/game, 19.8 min. total, 637.7 MB
shelter_stage v9 619 games, 560350 moves, e=0.445, loss: 3.7, +, 51.8% elo% vs. random_no_suicide, avg. reward: -4.580, 2.868 sec/game, 19.9 min. total, 639.4 MB
shelter_stage v9 620 games, 561596 moves, e=0.444, loss: 3.4, +, 54.1% elo% vs. random_no_suicide, avg. reward: -4.569, 2.869 sec/game, 19.9 min. total, 637.2 MB
shelter_stage v9 621 games, 562751 moves, e=0.443, loss: 2.8, +, 56.1% elo% vs. random_no_suicide, avg. reward: -4.579, 2.838 sec/game, 19.9 min. total, 640.0 MB
shelter_stage v9 622 games, 563951 moves, e=0.442, loss: 3.0, +, 58.1% elo% vs. random_no_suicide, avg. reward: -4.562, 2.827 sec/game, 20.0 min. total, 637.0 MB
shelter_stage v9 623 games, 565258 moves, e=0.440, loss: 3.0, +, 60.0% elo% vs. random_no_suicide, avg. reward: -4.546, 2.850 sec/game, 20.0 min. total, 640.3 MB
shelter_stage v9 624 games, 566393 moves, e=0.439, loss: 3.0, +, 61.7% elo% vs. random_no_suicide, avg. reward: -4.534, 2.812 sec/game, 20.1 min. total, 640.4 MB
shelter_stage v9 625 games, 567619 moves, e=0.438, loss: 3.4, +, 63.4% elo% vs. random_no_suicide, avg. reward: -4.531, 2.823 sec/game, 20.1 min. total, 640.9 MB
shelter_stage v9 626 games, 568895 moves, e=0.437, loss: 3.5, +, 64.9% elo% vs. random_no_suicide, avg. reward: -4.517, 2.835 sec/game, 20.2 min. total, 639.2 MB
shelter_stage v9 627 games, 570265 moves, e=0.435, loss: 3.4, +, 66.4% elo% vs. random_no_suicide, avg. reward: -4.505, 2.838 sec/game, 20.2 min. total, 642.1 MB
shelter_stage v9 628 games, 571789 moves, e=0.434, loss: 3.5, +, 67.8% elo% vs. random_no_suicide, avg. reward: -4.480, 2.875 sec/game, 20.3 min. total, 641.3 MB
shelter_stage v9 629 games, 573118 moves, e=0.433, loss: 3.7, +, 69.1% elo% vs. random_no_suicide, avg. reward: -4.476, 2.875 sec/game, 20.3 min. total, 642.1 MB
shelter_stage v9 630 games, 574353 moves, e=0.431, loss: 3.8, +, 70.3% elo% vs. random_no_suicide, avg. reward: -4.468, 2.850 sec/game, 20.4 min. total, 641.7 MB
shelter_stage v10 631 games, 575561 moves, e=0.430, loss: 4.0, +, 54.5% elo% vs. simple_bot, avg. reward: -4.457, 2.836 sec/game, 20.4 min. total, 646.1 MB
shelter_stage v10 632 games, 576924 moves, e=0.429, loss: 3.6, -, 52.0% elo% vs. simple_bot, avg. reward: -4.450, 2.847 sec/game, 20.5 min. total, 646.2 MB
shelter_stage v10 633 games, 577949 moves, e=0.428, loss: 3.5, +, 54.2% elo% vs. simple_bot, avg. reward: -4.447, 2.831 sec/game, 20.5 min. total, 647.0 MB
shelter_stage v10 634 games, 579192 moves, e=0.427, loss: 3.5, -, 51.7% elo% vs. simple_bot, avg. reward: -4.434, 2.823 sec/game, 20.6 min. total, 647.3 MB
shelter_stage v10 635 games, 580401 moves, e=0.425, loss: 3.9, +, 53.9% elo% vs. simple_bot, avg. reward: -4.435, 2.816 sec/game, 20.6 min. total, 646.6 MB
shelter_stage v10 636 games, 581727 moves, e=0.424, loss: 3.9, -, 51.4% elo% vs. simple_bot, avg. reward: -4.425, 2.829 sec/game, 20.7 min. total, 647.3 MB
shelter_stage v10 637 games, 583171 moves, e=0.423, loss: 3.9, +, 53.7% elo% vs. simple_bot, avg. reward: -4.411, 2.856 sec/game, 20.7 min. total, 647.0 MB
shelter_stage v10 638 games, 584498 moves, e=0.421, loss: 3.5, -, 51.2% elo% vs. simple_bot, avg. reward: -4.410, 2.863 sec/game, 20.8 min. total, 647.6 MB
shelter_stage v10 639 games, 585808 moves, e=0.420, loss: 3.7, +, 53.5% elo% vs. simple_bot, avg. reward: -4.390, 2.849 sec/game, 20.8 min. total, 648.1 MB
shelter_stage v10 640 games, 587069 moves, e=0.419, loss: 4.0, ., 53.3% elo% vs. simple_bot, avg. reward: -4.384, 2.869 sec/game, 20.9 min. total, 647.6 MB
shelter_stage v10 641 games, 588499 moves, e=0.417, loss: 3.6, +, 55.4% elo% vs. simple_bot, avg. reward: -4.366, 2.908 sec/game, 20.9 min. total, 647.2 MB
shelter_stage v10 642 games, 590022 moves, e=0.416, loss: 3.3, -, 52.9% elo% vs. simple_bot, avg. reward: -4.353, 2.956 sec/game, 21.0 min. total, 647.7 MB
shelter_stage v10 643 games, 591435 moves, e=0.414, loss: 3.5, ., 52.8% elo% vs. simple_bot, avg. reward: -4.341, 2.969 sec/game, 21.0 min. total, 647.7 MB
shelter_stage v10 644 games, 592583 moves, e=0.413, loss: 3.4, ., 52.6% elo% vs. simple_bot, avg. reward: -4.340, 2.995 sec/game, 21.1 min. total, 648.3 MB
shelter_stage v10 645 games, 593941 moves, e=0.412, loss: 4.1, -, 50.2% elo% vs. simple_bot, avg. reward: -4.327, 3.021 sec/game, 21.1 min. total, 648.5 MB
shelter_stage v10 646 games, 595196 moves, e=0.411, loss: 4.0, -, 47.9% elo% vs. simple_bot, avg. reward: -4.315, 3.023 sec/game, 21.2 min. total, 649.3 MB
shelter_stage v10 647 games, 596717 moves, e=0.409, loss: 4.0, ., 48.0% elo% vs. simple_bot, avg. reward: -4.299, 3.042 sec/game, 21.2 min. total, 648.8 MB
shelter_stage v10 648 games, 598131 moves, e=0.408, loss: 3.7, -, 45.8% elo% vs. simple_bot, avg. reward: -4.292, 3.036 sec/game, 21.3 min. total, 651.1 MB
shelter_stage v10 649 games, 599463 moves, e=0.407, loss: 3.9, -, 43.7% elo% vs. simple_bot, avg. reward: -4.287, 3.056 sec/game, 21.3 min. total, 651.6 MB
shelter_stage v10 650 games, 600707 moves, e=0.405, loss: 3.6, -, 41.7% elo% vs. simple_bot, avg. reward: -4.275, 3.070 sec/game, 21.4 min. total, 651.5 MB
shelter_stage v10 651 games, 602022 moves, e=0.404, loss: 3.9, +, 44.4% elo% vs. simple_bot, avg. reward: -4.265, 3.091 sec/game, 21.4 min. total, 651.0 MB
shelter_stage v10 652 games, 603193 moves, e=0.403, loss: 4.1, +, 46.9% elo% vs. simple_bot, avg. reward: -4.262, 3.067 sec/game, 21.5 min. total, 650.8 MB
shelter_stage v10 653 games, 604588 moves, e=0.401, loss: 4.1, -, 44.8% elo% vs. simple_bot, avg. reward: -4.246, 3.105 sec/game, 21.5 min. total, 652.2 MB
shelter_stage v10 654 games, 606160 moves, e=0.400, loss: 4.1, -, 42.7% elo% vs. simple_bot, avg. reward: -4.223, 3.136 sec/game, 21.6 min. total, 653.8 MB
shelter_stage v10 655 games, 607580 moves, e=0.398, loss: 4.1, -, 40.8% elo% vs. simple_bot, avg. reward: -4.203, 3.149 sec/game, 21.7 min. total, 651.4 MB
shelter_stage v10 656 games, 608834 moves, e=0.397, loss: 3.8, +, 43.5% elo% vs. simple_bot, avg. reward: -4.194, 3.141 sec/game, 21.7 min. total, 651.5 MB
shelter_stage v10 657 games, 610126 moves, e=0.396, loss: 4.1, +, 46.1% elo% vs. simple_bot, avg. reward: -4.188, 3.126 sec/game, 21.8 min. total, 654.3 MB
shelter_stage v10 658 games, 611526 moves, e=0.395, loss: 3.6, +, 48.5% elo% vs. simple_bot, avg. reward: -4.184, 3.143 sec/game, 21.8 min. total, 653.7 MB
shelter_stage v10 659 games, 612781 moves, e=0.393, loss: 3.3, -, 46.3% elo% vs. simple_bot, avg. reward: -4.181, 3.144 sec/game, 21.9 min. total, 654.3 MB
shelter_stage v10 660 games, 614261 moves, e=0.392, loss: 4.0, +, 48.8% elo% vs. simple_bot, avg. reward: -4.161, 3.148 sec/game, 21.9 min. total, 654.6 MB
shelter_stage v10 661 games, 615941 moves, e=0.390, loss: 3.6, +, 51.1% elo% vs. simple_bot, avg. reward: -4.149, 3.181 sec/game, 22.0 min. total, 655.3 MB
shelter_stage v10 662 games, 617626 moves, e=0.389, loss: 3.3, +, 53.4% elo% vs. simple_bot, avg. reward: -4.127, 3.192 sec/game, 22.0 min. total, 656.2 MB
shelter_stage v9 630 games, 574353 moves, e=0.431, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 303.7 MB
shelter_stage v10 631 games, 575498 moves, e=0.430, loss: nan, +, 52.3% elo% vs. random_bot, avg. reward: -4.612, 0.909 sec/game, 0.0 min. total, 316.4 MB
shelter_stage v10 632 games, 576848 moves, e=0.429, loss: nan, +, 54.5% elo% vs. random_bot, avg. reward: -4.104, 0.919 sec/game, 0.0 min. total, 322.2 MB
shelter_stage v10 633 games, 577960 moves, e=0.428, loss: nan, +, 56.6% elo% vs. random_bot, avg. reward: -4.278, 0.904 sec/game, 0.0 min. total, 327.7 MB
shelter_stage v10 634 games, 579271 moves, e=0.427, loss: nan, +, 58.5% elo% vs. random_bot, avg. reward: -4.208, 0.910 sec/game, 0.1 min. total, 334.3 MB
shelter_stage v10 635 games, 580635 moves, e=0.425, loss: nan, +, 60.4% elo% vs. random_bot, avg. reward: -4.123, 0.910 sec/game, 0.1 min. total, 340.8 MB
shelter_stage v10 636 games, 581844 moves, e=0.424, loss: nan, +, 62.1% elo% vs. random_bot, avg. reward: -4.110, 0.902 sec/game, 0.1 min. total, 346.9 MB
shelter_stage v10 637 games, 583383 moves, e=0.422, loss: nan, +, 63.7% elo% vs. random_bot, avg. reward: -4.010, 0.913 sec/game, 0.1 min. total, 354.5 MB
shelter_stage v10 638 games, 584785 moves, e=0.421, loss: 4.5, +, 65.2% elo% vs. random_bot, avg. reward: -3.950, 1.030 sec/game, 0.1 min. total, 376.6 MB
shelter_stage v10 639 games, 586021 moves, e=0.420, loss: 4.1, +, 66.7% elo% vs. random_bot, avg. reward: -3.963, 1.245 sec/game, 0.2 min. total, 377.2 MB
shelter_stage v10 640 games, 587404 moves, e=0.418, loss: 3.7, +, 68.0% elo% vs. random_bot, avg. reward: -3.946, 1.418 sec/game, 0.2 min. total, 380.8 MB
shelter_stage v10 641 games, 588608 moves, e=0.417, loss: 3.6, +, 69.3% elo% vs. random_bot, avg. reward: -3.980, 1.519 sec/game, 0.3 min. total, 380.4 MB
shelter_stage v10 642 games, 590018 moves, e=0.416, loss: 4.0, +, 70.5% elo% vs. random_bot, avg. reward: -3.972, 1.643 sec/game, 0.3 min. total, 382.0 MB
shelter_stage v11 643 games, 591261 moves, e=0.415, loss: 3.7, +, 54.5% elo% vs. guard_bot, avg. reward: -3.976, 1.730 sec/game, 0.4 min. total, 441.4 MB
shelter_stage v11 644 games, 592675 moves, e=0.413, loss: 3.8, +, 56.6% elo% vs. guard_bot, avg. reward: -3.959, 1.836 sec/game, 0.4 min. total, 447.5 MB
shelter_stage v11 645 games, 594115 moves, e=0.412, loss: 3.6, +, 58.5% elo% vs. guard_bot, avg. reward: -3.930, 1.917 sec/game, 0.5 min. total, 446.5 MB
shelter_stage v11 646 games, 595647 moves, e=0.410, loss: 3.3, +, 60.4% elo% vs. guard_bot, avg. reward: -3.889, 1.998 sec/game, 0.5 min. total, 446.9 MB
shelter_stage v11 647 games, 597150 moves, e=0.409, loss: 3.2, +, 62.1% elo% vs. guard_bot, avg. reward: -3.853, 2.068 sec/game, 0.6 min. total, 450.3 MB
shelter_stage v11 648 games, 598615 moves, e=0.407, loss: 2.7, +, 63.7% elo% vs. guard_bot, avg. reward: -3.817, 2.118 sec/game, 0.6 min. total, 447.1 MB
shelter_stage v11 649 games, 599983 moves, e=0.406, loss: 2.6, +, 65.2% elo% vs. guard_bot, avg. reward: -3.827, 2.169 sec/game, 0.7 min. total, 450.3 MB
shelter_stage v11 650 games, 601308 moves, e=0.405, loss: 2.8, +, 66.7% elo% vs. guard_bot, avg. reward: -3.822, 2.197 sec/game, 0.7 min. total, 454.0 MB
shelter_stage v11 651 games, 602797 moves, e=0.403, loss: 2.6, +, 68.0% elo% vs. guard_bot, avg. reward: -3.798, 2.311 sec/game, 0.8 min. total, 455.1 MB
shelter_stage v11 652 games, 604168 moves, e=0.402, loss: 3.2, +, 69.3% elo% vs. guard_bot, avg. reward: -3.797, 2.413 sec/game, 0.8 min. total, 458.0 MB
shelter_stage v11 653 games, 605551 moves, e=0.401, loss: 3.1, +, 70.5% elo% vs. guard_bot, avg. reward: -3.804, 2.507 sec/game, 0.9 min. total, 455.1 MB
shelter_stage v12 654 games, 607200 moves, e=0.399, loss: 2.7, +, 54.5% elo% vs. random_no_suicide, avg. reward: -3.774, 2.633 sec/game, 0.9 min. total, 458.2 MB
shelter_stage v12 655 games, 608633 moves, e=0.397, loss: 2.9, +, 56.6% elo% vs. random_no_suicide, avg. reward: -3.770, 2.744 sec/game, 1.0 min. total, 456.7 MB
shelter_stage v12 656 games, 610126 moves, e=0.396, loss: 2.6, +, 58.5% elo% vs. random_no_suicide, avg. reward: -3.760, 2.862 sec/game, 1.0 min. total, 463.0 MB
shelter_stage v12 657 games, 611741 moves, e=0.394, loss: 2.7, +, 60.4% elo% vs. random_no_suicide, avg. reward: -3.740, 2.993 sec/game, 1.1 min. total, 461.4 MB
shelter_stage v12 658 games, 613282 moves, e=0.393, loss: 3.0, +, 62.1% elo% vs. random_no_suicide, avg. reward: -3.730, 3.060 sec/game, 1.2 min. total, 464.0 MB
shelter_stage v12 659 games, 614680 moves, e=0.391, loss: 3.0, +, 63.7% elo% vs. random_no_suicide, avg. reward: -3.731, 3.059 sec/game, 1.2 min. total, 464.4 MB
shelter_stage v12 660 games, 616254 moves, e=0.390, loss: 3.3, +, 65.2% elo% vs. random_no_suicide, avg. reward: -3.711, 3.071 sec/game, 1.3 min. total, 461.9 MB
shelter_stage v12 661 games, 617636 moves, e=0.389, loss: 3.1, +, 66.7% elo% vs. random_no_suicide, avg. reward: -3.712, 3.092 sec/game, 1.3 min. total, 462.2 MB
shelter_stage v12 662 games, 618966 moves, e=0.387, loss: 3.0, +, 68.0% elo% vs. random_no_suicide, avg. reward: -3.706, 3.080 sec/game, 1.4 min. total, 464.5 MB
shelter_stage v12 663 games, 620410 moves, e=0.386, loss: 3.4, +, 69.3% elo% vs. random_no_suicide, avg. reward: -3.694, 3.099 sec/game, 1.4 min. total, 465.0 MB
shelter_stage v12 664 games, 621691 moves, e=0.385, loss: 3.4, +, 70.5% elo% vs. random_no_suicide, avg. reward: -3.699, 3.080 sec/game, 1.5 min. total, 464.8 MB
shelter_stage v13 665 games, 623171 moves, e=0.383, loss: 3.4, +, 54.5% elo% vs. simple_bot, avg. reward: -3.692, 3.087 sec/game, 1.5 min. total, 468.6 MB
shelter_stage v13 666 games, 624466 moves, e=0.382, loss: 3.4, -, 52.0% elo% vs. simple_bot, avg. reward: -3.695, 3.076 sec/game, 1.6 min. total, 468.4 MB
shelter_stage v13 667 games, 626126 moves, e=0.380, loss: 2.9, +, 54.2% elo% vs. simple_bot, avg. reward: -3.670, 3.102 sec/game, 1.6 min. total, 469.1 MB
shelter_stage v13 668 games, 627345 moves, e=0.379, loss: 3.1, +, 56.3% elo% vs. simple_bot, avg. reward: -3.683, 3.111 sec/game, 1.7 min. total, 467.7 MB
shelter_stage v13 669 games, 628695 moves, e=0.378, loss: 3.2, +, 58.2% elo% vs. simple_bot, avg. reward: -3.690, 3.104 sec/game, 1.7 min. total, 470.1 MB
shelter_stage v13 670 games, 630278 moves, e=0.376, loss: 3.3, +, 60.1% elo% vs. simple_bot, avg. reward: -3.670, 3.152 sec/game, 1.8 min. total, 470.8 MB
shelter_stage v13 671 games, 632057 moves, e=0.374, loss: 3.1, +, 61.9% elo% vs. simple_bot, avg. reward: -3.644, 3.176 sec/game, 1.8 min. total, 471.1 MB
shelter_stage v13 672 games, 633440 moves, e=0.373, loss: 3.0, +, 63.5% elo% vs. simple_bot, avg. reward: -3.654, 3.188 sec/game, 1.9 min. total, 470.8 MB
shelter_stage v13 673 games, 634945 moves, e=0.371, loss: 3.0, +, 65.0% elo% vs. simple_bot, avg. reward: -3.645, 3.216 sec/game, 2.0 min. total, 471.9 MB
shelter_stage v13 674 games, 636645 moves, e=0.370, loss: 2.7, +, 66.5% elo% vs. simple_bot, avg. reward: -3.628, 3.230 sec/game, 2.0 min. total, 469.9 MB
shelter_stage v13 675 games, 638107 moves, e=0.368, loss: 2.8, -, 63.7% elo% vs. simple_bot, avg. reward: -3.624, 3.246 sec/game, 2.1 min. total, 473.0 MB
shelter_stage v13 676 games, 639415 moves, e=0.367, loss: 2.9, +, 65.2% elo% vs. simple_bot, avg. reward: -3.629, 3.236 sec/game, 2.1 min. total, 473.3 MB
shelter_stage v13 677 games, 640868 moves, e=0.366, loss: 3.3, +, 66.7% elo% vs. simple_bot, avg. reward: -3.623, 3.219 sec/game, 2.2 min. total, 472.7 MB
shelter_stage v13 678 games, 642436 moves, e=0.364, loss: 3.1, -, 63.9% elo% vs. simple_bot, avg. reward: -3.613, 3.248 sec/game, 2.2 min. total, 472.4 MB
shelter_stage v13 679 games, 644004 moves, e=0.362, loss: 3.4, ., 63.3% elo% vs. simple_bot, avg. reward: -3.600, 3.272 sec/game, 2.3 min. total, 473.7 MB
