bullfight_antiviral v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.1 MB
bullfight_antiviral v9 578 games, 510835 moves, e=0.494, loss: 8.9, -, 13.6% elo% vs. simple_bot, avg. reward: -3.042, 2.502 sec/game, 17.5 min. total, 591.6 MB
bullfight_antiviral v9 579 games, 511895 moves, e=0.493, loss: 9.2, -, 13.3% elo% vs. simple_bot, avg. reward: -3.044, 2.517 sec/game, 17.6 min. total, 592.7 MB
bullfight_antiviral v9 580 games, 513150 moves, e=0.492, loss: 8.7, -, 13.0% elo% vs. simple_bot, avg. reward: -3.032, 2.514 sec/game, 17.6 min. total, 594.2 MB
bullfight_antiviral v9 581 games, 514275 moves, e=0.491, loss: 9.0, -, 12.8% elo% vs. simple_bot, avg. reward: -3.030, 2.528 sec/game, 17.7 min. total, 594.1 MB
bullfight_antiviral v9 582 games, 515331 moves, e=0.490, loss: 8.3, -, 12.5% elo% vs. simple_bot, avg. reward: -3.036, 2.539 sec/game, 17.7 min. total, 594.3 MB
bullfight_antiviral v9 583 games, 516611 moves, e=0.489, loss: 8.0, -, 12.3% elo% vs. simple_bot, avg. reward: -3.020, 2.561 sec/game, 17.7 min. total, 594.2 MB
bullfight_antiviral v9 584 games, 517881 moves, e=0.487, loss: 7.7, -, 12.0% elo% vs. simple_bot, avg. reward: -3.016, 2.606 sec/game, 17.8 min. total, 594.7 MB
bullfight_antiviral v9 585 games, 519085 moves, e=0.486, loss: 8.2, -, 11.8% elo% vs. simple_bot, avg. reward: -3.009, 2.612 sec/game, 17.8 min. total, 594.7 MB
bullfight_antiviral v9 586 games, 520183 moves, e=0.485, loss: 7.4, -, 11.6% elo% vs. simple_bot, avg. reward: -3.010, 2.598 sec/game, 17.9 min. total, 595.0 MB
bullfight_antiviral v9 587 games, 521320 moves, e=0.484, loss: 7.5, -, 11.3% elo% vs. simple_bot, avg. reward: -3.009, 2.496 sec/game, 17.9 min. total, 597.2 MB
bullfight_antiviral v9 588 games, 522290 moves, e=0.483, loss: 7.6, -, 11.1% elo% vs. simple_bot, avg. reward: -3.005, 2.462 sec/game, 17.9 min. total, 596.8 MB
bullfight_antiviral v9 589 games, 523475 moves, e=0.482, loss: 8.1, -, 10.9% elo% vs. simple_bot, avg. reward: -3.000, 2.438 sec/game, 18.0 min. total, 597.8 MB
bullfight_antiviral v9 590 games, 524711 moves, e=0.481, loss: 8.2, -, 10.7% elo% vs. simple_bot, avg. reward: -2.993, 2.437 sec/game, 18.0 min. total, 596.8 MB
bullfight_antiviral v9 591 games, 525804 moves, e=0.479, loss: 8.2, -, 10.6% elo% vs. simple_bot, avg. reward: -2.986, 2.421 sec/game, 18.1 min. total, 596.8 MB
bullfight_antiviral v9 592 games, 526977 moves, e=0.478, loss: 8.3, -, 10.4% elo% vs. simple_bot, avg. reward: -2.977, 2.449 sec/game, 18.1 min. total, 597.0 MB
bullfight_antiviral v9 593 games, 527963 moves, e=0.477, loss: 7.8, +, 12.0% elo% vs. simple_bot, avg. reward: -2.976, 2.434 sec/game, 18.1 min. total, 597.0 MB
bullfight_antiviral v9 594 games, 529279 moves, e=0.476, loss: 7.5, -, 11.8% elo% vs. simple_bot, avg. reward: -2.968, 2.462 sec/game, 18.2 min. total, 598.2 MB
bullfight_antiviral v9 595 games, 530670 moves, e=0.475, loss: 8.2, -, 11.6% elo% vs. simple_bot, avg. reward: -2.955, 2.493 sec/game, 18.2 min. total, 598.4 MB
bullfight_antiviral v9 596 games, 531752 moves, e=0.474, loss: 7.9, -, 11.3% elo% vs. simple_bot, avg. reward: -2.956, 2.511 sec/game, 18.3 min. total, 598.6 MB
bullfight_antiviral v9 597 games, 532926 moves, e=0.472, loss: 8.3, -, 11.1% elo% vs. simple_bot, avg. reward: -2.952, 2.546 sec/game, 18.3 min. total, 599.1 MB
bullfight_antiviral v9 598 games, 534077 moves, e=0.471, loss: 7.7, -, 10.9% elo% vs. simple_bot, avg. reward: -2.954, 2.550 sec/game, 18.4 min. total, 598.7 MB
bullfight_antiviral v9 599 games, 535278 moves, e=0.470, loss: 7.4, -, 10.7% elo% vs. simple_bot, avg. reward: -2.944, 2.571 sec/game, 18.4 min. total, 599.0 MB
bullfight_antiviral v9 600 games, 536399 moves, e=0.469, loss: 7.4, -, 10.5% elo% vs. simple_bot, avg. reward: -2.946, 2.594 sec/game, 18.5 min. total, 598.9 MB
bullfight_antiviral v10 601 games, 537580 moves, e=0.468, loss: 7.6, -, 47.7% elo% vs. simple_bot, avg. reward: -2.941, 2.616 sec/game, 18.5 min. total, 599.7 MB
bullfight_antiviral v10 602 games, 538914 moves, e=0.466, loss: 7.4, -, 45.5% elo% vs. simple_bot, avg. reward: -2.924, 2.665 sec/game, 18.6 min. total, 601.9 MB
bullfight_antiviral v10 603 games, 540239 moves, e=0.465, loss: 7.8, -, 43.4% elo% vs. simple_bot, avg. reward: -2.913, 2.672 sec/game, 18.6 min. total, 602.0 MB
bullfight_antiviral v10 604 games, 541462 moves, e=0.464, loss: 7.4, -, 41.5% elo% vs. simple_bot, avg. reward: -2.910, 2.684 sec/game, 18.7 min. total, 601.9 MB
bullfight_antiviral v10 605 games, 542599 moves, e=0.463, loss: 7.3, -, 39.6% elo% vs. simple_bot, avg. reward: -2.905, 2.683 sec/game, 18.7 min. total, 602.4 MB
