water_affection v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.9 MB
water_affection v4 159 games, 117307 moves, e=0.884, loss: 3.1, +, 63.8% elo% vs. v2, avg. reward: -9.449, 1.793 sec/game, 4.0 min. total, 446.2 MB
water_affection v4 160 games, 118104 moves, e=0.883, loss: 3.2, ., 63.2% elo% vs. v2, avg. reward: -9.425, 1.797 sec/game, 4.1 min. total, 448.2 MB
water_affection v4 161 games, 118991 moves, e=0.882, loss: 2.9, +, 64.8% elo% vs. v2, avg. reward: -9.416, 1.794 sec/game, 4.1 min. total, 451.4 MB
water_affection v4 162 games, 119780 moves, e=0.881, loss: 3.2, -, 62.0% elo% vs. v2, avg. reward: -9.417, 1.786 sec/game, 4.1 min. total, 449.4 MB
water_affection v4 163 games, 120501 moves, e=0.881, loss: 3.3, -, 59.3% elo% vs. v2, avg. reward: -9.418, 1.794 sec/game, 4.2 min. total, 448.9 MB
water_affection v4 164 games, 121142 moves, e=0.880, loss: 3.5, -, 56.6% elo% vs. v2, avg. reward: -9.429, 1.778 sec/game, 4.2 min. total, 448.7 MB
water_affection v4 165 games, 121890 moves, e=0.879, loss: 3.6, +, 58.6% elo% vs. v2, avg. reward: -9.414, 1.800 sec/game, 4.2 min. total, 449.2 MB
water_affection v4 166 games, 122712 moves, e=0.879, loss: 3.6, +, 60.4% elo% vs. v2, avg. reward: -9.403, 1.787 sec/game, 4.2 min. total, 451.7 MB
water_affection v4 167 games, 123397 moves, e=0.878, loss: 3.0, +, 62.1% elo% vs. v2, avg. reward: -9.419, 1.789 sec/game, 4.3 min. total, 451.6 MB
water_affection v4 168 games, 124138 moves, e=0.877, loss: 3.2, +, 63.8% elo% vs. v2, avg. reward: -9.412, 1.779 sec/game, 4.3 min. total, 449.6 MB
water_affection v4 169 games, 124943 moves, e=0.876, loss: 3.6, +, 65.3% elo% vs. v2, avg. reward: -9.389, 1.796 sec/game, 4.3 min. total, 452.0 MB
water_affection v4 170 games, 125732 moves, e=0.876, loss: 3.7, +, 66.7% elo% vs. v2, avg. reward: -9.382, 1.798 sec/game, 4.4 min. total, 452.6 MB
water_affection v4 171 games, 126616 moves, e=0.875, loss: 3.4, +, 68.1% elo% vs. v2, avg. reward: -9.360, 1.816 sec/game, 4.4 min. total, 452.6 MB
water_affection v4 172 games, 127446 moves, e=0.874, loss: 3.3, +, 69.3% elo% vs. v2, avg. reward: -9.365, 1.803 sec/game, 4.4 min. total, 452.9 MB
water_affection v4 173 games, 128153 moves, e=0.873, loss: 3.8, +, 70.5% elo% vs. v2, avg. reward: -9.373, 1.806 sec/game, 4.5 min. total, 452.9 MB
water_affection v5 174 games, 128910 moves, e=0.872, loss: 3.3, -, 47.7% elo% vs. v4, avg. reward: -9.368, 1.801 sec/game, 4.5 min. total, 455.3 MB
water_affection v5 175 games, 129686 moves, e=0.872, loss: 3.5, +, 50.1% elo% vs. v4, avg. reward: -9.375, 1.785 sec/game, 4.5 min. total, 455.7 MB
water_affection v5 176 games, 130422 moves, e=0.871, loss: 3.7, -, 47.8% elo% vs. v4, avg. reward: -9.364, 1.778 sec/game, 4.5 min. total, 457.4 MB
water_affection v5 177 games, 131235 moves, e=0.870, loss: 3.1, +, 50.2% elo% vs. v4, avg. reward: -9.350, 1.787 sec/game, 4.6 min. total, 459.9 MB
water_affection v5 178 games, 131924 moves, e=0.869, loss: 2.8, +, 52.5% elo% vs. v4, avg. reward: -9.330, 1.796 sec/game, 4.6 min. total, 457.3 MB
water_affection v5 179 games, 132740 moves, e=0.869, loss: 2.6, -, 50.1% elo% vs. v4, avg. reward: -9.320, 1.796 sec/game, 4.6 min. total, 457.2 MB
water_affection v5 180 games, 133416 moves, e=0.868, loss: 2.4, -, 47.8% elo% vs. v4, avg. reward: -9.334, 1.781 sec/game, 4.7 min. total, 457.3 MB
water_affection v5 181 games, 134253 moves, e=0.867, loss: 2.5, +, 50.2% elo% vs. v4, avg. reward: -9.335, 1.771 sec/game, 4.7 min. total, 457.3 MB
water_affection v5 182 games, 135069 moves, e=0.866, loss: 2.4, -, 47.9% elo% vs. v4, avg. reward: -9.318, 1.787 sec/game, 4.7 min. total, 457.2 MB
water_affection v5 183 games, 135911 moves, e=0.865, loss: 2.6, +, 50.3% elo% vs. v4, avg. reward: -9.303, 1.787 sec/game, 4.8 min. total, 457.3 MB
water_affection v5 184 games, 136775 moves, e=0.865, loss: 2.5, +, 52.6% elo% vs. v4, avg. reward: -9.279, 1.818 sec/game, 4.8 min. total, 458.9 MB
water_affection v5 185 games, 137508 moves, e=0.864, loss: 2.4, -, 50.1% elo% vs. v4, avg. reward: -9.277, 1.813 sec/game, 4.8 min. total, 458.8 MB
water_affection v5 186 games, 138316 moves, e=0.863, loss: 2.7, -, 47.8% elo% vs. v4, avg. reward: -9.273, 1.813 sec/game, 4.8 min. total, 458.9 MB
water_affection v5 187 games, 139243 moves, e=0.862, loss: 3.2, +, 50.2% elo% vs. v4, avg. reward: -9.260, 1.830 sec/game, 4.9 min. total, 459.0 MB
water_affection v5 188 games, 139984 moves, e=0.861, loss: 2.7, +, 52.5% elo% vs. v4, avg. reward: -9.257, 1.843 sec/game, 4.9 min. total, 460.5 MB
water_affection v5 189 games, 140755 moves, e=0.861, loss: 3.2, -, 50.1% elo% vs. v4, avg. reward: -9.252, 1.828 sec/game, 4.9 min. total, 459.4 MB
water_affection v5 190 games, 141544 moves, e=0.860, loss: 3.1, -, 47.8% elo% vs. v4, avg. reward: -9.249, 1.829 sec/game, 5.0 min. total, 457.7 MB
water_affection v5 191 games, 142171 moves, e=0.859, loss: 2.8, -, 45.6% elo% vs. v4, avg. reward: -9.272, 1.799 sec/game, 5.0 min. total, 461.5 MB
water_affection v5 192 games, 142936 moves, e=0.858, loss: 2.9, +, 48.1% elo% vs. v4, avg. reward: -9.261, 1.799 sec/game, 5.0 min. total, 463.0 MB
water_affection v5 193 games, 143701 moves, e=0.858, loss: 2.7, -, 45.9% elo% vs. v4, avg. reward: -9.264, 1.804 sec/game, 5.1 min. total, 463.4 MB
water_affection v5 194 games, 144444 moves, e=0.857, loss: 2.9, +, 48.4% elo% vs. v4, avg. reward: -9.246, 1.799 sec/game, 5.1 min. total, 463.6 MB
water_affection v5 195 games, 145351 moves, e=0.856, loss: 2.5, +, 50.8% elo% vs. v4, avg. reward: -9.228, 1.815 sec/game, 5.1 min. total, 461.8 MB
water_affection v5 196 games, 145946 moves, e=0.856, loss: 2.6, +, 53.0% elo% vs. v4, avg. reward: -9.252, 1.808 sec/game, 5.1 min. total, 462.2 MB
water_affection v5 197 games, 146811 moves, e=0.855, loss: 2.6, +, 55.2% elo% vs. v4, avg. reward: -9.224, 1.806 sec/game, 5.2 min. total, 462.7 MB
water_affection v5 198 games, 147623 moves, e=0.854, loss: 2.2, +, 57.2% elo% vs. v4, avg. reward: -9.208, 1.826 sec/game, 5.2 min. total, 465.0 MB
water_affection v5 199 games, 148373 moves, e=0.853, loss: 2.3, +, 59.1% elo% vs. v4, avg. reward: -9.215, 1.816 sec/game, 5.2 min. total, 464.8 MB
water_affection v5 200 games, 149001 moves, e=0.852, loss: 2.5, -, 56.5% elo% vs. v4, avg. reward: -9.244, 1.816 sec/game, 5.3 min. total, 464.9 MB
water_affection v6 201 games, 149835 moves, e=0.852, loss: 2.7, +, 52.3% elo% vs. v4, avg. reward: -9.245, 1.827 sec/game, 5.3 min. total, 464.8 MB
water_affection v6 202 games, 150572 moves, e=0.851, loss: 2.8, +, 54.5% elo% vs. v4, avg. reward: -9.241, 1.810 sec/game, 5.3 min. total, 465.0 MB
water_affection v6 203 games, 151414 moves, e=0.850, loss: 2.4, -, 52.0% elo% vs. v4, avg. reward: -9.230, 1.811 sec/game, 5.4 min. total, 466.8 MB
water_affection v6 204 games, 152200 moves, e=0.849, loss: 2.1, -, 49.6% elo% vs. v4, avg. reward: -9.220, 1.808 sec/game, 5.4 min. total, 463.7 MB
water_affection v6 205 games, 153003 moves, e=0.849, loss: 2.5, +, 51.9% elo% vs. v4, avg. reward: -9.178, 1.808 sec/game, 5.4 min. total, 465.8 MB
water_affection v6 206 games, 153678 moves, e=0.848, loss: 2.5, +, 54.1% elo% vs. v4, avg. reward: -9.180, 1.796 sec/game, 5.4 min. total, 465.8 MB
water_affection v6 207 games, 154440 moves, e=0.847, loss: 3.0, +, 56.2% elo% vs. v4, avg. reward: -9.173, 1.778 sec/game, 5.5 min. total, 465.9 MB
water_affection v6 208 games, 155235 moves, e=0.846, loss: 2.8, +, 58.2% elo% vs. v4, avg. reward: -9.180, 1.778 sec/game, 5.5 min. total, 467.8 MB
water_affection v6 209 games, 155996 moves, e=0.846, loss: 3.0, +, 60.0% elo% vs. v4, avg. reward: -9.179, 1.783 sec/game, 5.5 min. total, 466.4 MB
water_affection v6 210 games, 156798 moves, e=0.845, loss: 3.0, +, 61.8% elo% vs. v4, avg. reward: -9.169, 1.785 sec/game, 5.6 min. total, 466.9 MB
water_affection v6 211 games, 157597 moves, e=0.844, loss: 3.1, +, 63.4% elo% vs. v4, avg. reward: -9.173, 1.812 sec/game, 5.6 min. total, 468.4 MB
water_affection v6 212 games, 158438 moves, e=0.843, loss: 3.7, +, 65.0% elo% vs. v4, avg. reward: -9.163, 1.817 sec/game, 5.6 min. total, 466.6 MB
water_affection v6 213 games, 159248 moves, e=0.842, loss: 3.4, +, 66.4% elo% vs. v4, avg. reward: -9.156, 1.828 sec/game, 5.7 min. total, 468.7 MB
water_affection v6 214 games, 160055 moves, e=0.842, loss: 3.7, +, 67.8% elo% vs. v4, avg. reward: -9.140, 1.829 sec/game, 5.7 min. total, 468.7 MB
water_affection v6 215 games, 160944 moves, e=0.841, loss: 3.5, +, 69.1% elo% vs. v4, avg. reward: -9.109, 1.834 sec/game, 5.7 min. total, 468.9 MB
water_affection v6 216 games, 161720 moves, e=0.840, loss: 3.2, +, 70.3% elo% vs. v4, avg. reward: -9.114, 1.850 sec/game, 5.8 min. total, 470.8 MB
water_affection v7 217 games, 162547 moves, e=0.839, loss: 3.2, -, 47.7% elo% vs. v6, avg. reward: -9.115, 1.849 sec/game, 5.8 min. total, 469.6 MB
water_affection v7 218 games, 163311 moves, e=0.838, loss: 3.2, -, 45.5% elo% vs. v6, avg. reward: -9.107, 1.843 sec/game, 5.8 min. total, 473.3 MB
water_affection v7 219 games, 164084 moves, e=0.838, loss: 3.1, +, 48.0% elo% vs. v6, avg. reward: -9.112, 1.850 sec/game, 5.9 min. total, 468.7 MB
water_affection v7 220 games, 164899 moves, e=0.837, loss: 3.1, -, 45.8% elo% vs. v6, avg. reward: -9.096, 1.885 sec/game, 5.9 min. total, 470.8 MB
water_affection v7 221 games, 165698 moves, e=0.836, loss: 3.0, -, 43.7% elo% vs. v6, avg. reward: -9.093, 1.882 sec/game, 5.9 min. total, 470.8 MB
water_affection v7 222 games, 166603 moves, e=0.835, loss: 2.7, -, 41.8% elo% vs. v6, avg. reward: -9.078, 1.900 sec/game, 6.0 min. total, 470.8 MB
water_affection v7 223 games, 167426 moves, e=0.834, loss: 2.7, +, 44.4% elo% vs. v6, avg. reward: -9.071, 1.917 sec/game, 6.0 min. total, 470.8 MB
water_affection v7 224 games, 168237 moves, e=0.833, loss: 2.8, -, 42.4% elo% vs. v6, avg. reward: -9.053, 1.908 sec/game, 6.0 min. total, 470.8 MB
water_affection v7 225 games, 169021 moves, e=0.833, loss: 2.7, -, 40.5% elo% vs. v6, avg. reward: -9.039, 1.913 sec/game, 6.1 min. total, 471.8 MB
water_affection v7 226 games, 169742 moves, e=0.832, loss: 2.4, -, 38.7% elo% vs. v6, avg. reward: -9.047, 1.932 sec/game, 6.1 min. total, 471.4 MB
water_affection v7 227 games, 170539 moves, e=0.831, loss: 2.3, -, 37.0% elo% vs. v6, avg. reward: -9.034, 1.938 sec/game, 6.1 min. total, 471.4 MB
water_affection v7 228 games, 171283 moves, e=0.830, loss: 2.4, -, 35.4% elo% vs. v6, avg. reward: -9.057, 1.942 sec/game, 6.2 min. total, 471.6 MB
water_affection v7 229 games, 172108 moves, e=0.830, loss: 2.1, -, 34.0% elo% vs. v6, avg. reward: -9.048, 1.947 sec/game, 6.2 min. total, 471.6 MB
water_affection v7 230 games, 173054 moves, e=0.829, loss: 2.3, -, 32.6% elo% vs. v6, avg. reward: -9.026, 1.962 sec/game, 6.2 min. total, 472.0 MB
water_affection v7 231 games, 173846 moves, e=0.828, loss: 2.2, -, 31.3% elo% vs. v6, avg. reward: -9.023, 1.969 sec/game, 6.3 min. total, 472.1 MB
water_affection v7 232 games, 174715 moves, e=0.827, loss: 2.5, -, 30.0% elo% vs. v6, avg. reward: -9.027, 1.966 sec/game, 6.3 min. total, 476.1 MB
water_affection v7 233 games, 175590 moves, e=0.826, loss: 2.3, -, 28.9% elo% vs. v6, avg. reward: -9.019, 1.975 sec/game, 6.3 min. total, 474.5 MB
water_affection v7 234 games, 176359 moves, e=0.825, loss: 2.3, -, 27.8% elo% vs. v6, avg. reward: -9.026, 1.975 sec/game, 6.4 min. total, 473.1 MB
water_affection v7 235 games, 177224 moves, e=0.825, loss: 2.7, -, 26.8% elo% vs. v6, avg. reward: -9.029, 1.980 sec/game, 6.4 min. total, 475.1 MB
water_affection v7 236 games, 177987 moves, e=0.824, loss: 3.0, -, 25.8% elo% vs. v6, avg. reward: -9.027, 1.990 sec/game, 6.4 min. total, 474.9 MB
water_affection v7 237 games, 178757 moves, e=0.823, loss: 3.1, -, 24.9% elo% vs. v6, avg. reward: -9.031, 1.985 sec/game, 6.5 min. total, 475.1 MB
water_affection v7 238 games, 179644 moves, e=0.822, loss: 2.8, -, 24.1% elo% vs. v6, avg. reward: -9.015, 1.997 sec/game, 6.5 min. total, 475.3 MB
water_affection v7 239 games, 180596 moves, e=0.821, loss: 2.8, -, 23.3% elo% vs. v6, avg. reward: -8.999, 1.999 sec/game, 6.5 min. total, 475.0 MB
water_affection v7 240 games, 181368 moves, e=0.820, loss: 2.5, +, 25.9% elo% vs. v6, avg. reward: -9.001, 1.981 sec/game, 6.6 min. total, 477.2 MB
water_affection v7 241 games, 182172 moves, e=0.820, loss: 2.7, -, 25.0% elo% vs. v6, avg. reward: -8.998, 1.988 sec/game, 6.6 min. total, 479.2 MB
water_affection v7 242 games, 183023 moves, e=0.819, loss: 2.5, -, 24.1% elo% vs. v6, avg. reward: -9.000, 1.976 sec/game, 6.6 min. total, 477.3 MB
water_affection v7 243 games, 183762 moves, e=0.818, loss: 2.6, ., 25.0% elo% vs. v6, avg. reward: -9.006, 1.955 sec/game, 6.7 min. total, 477.5 MB
water_affection v7 244 games, 184696 moves, e=0.817, loss: 2.4, -, 24.2% elo% vs. v6, avg. reward: -8.984, 1.971 sec/game, 6.7 min. total, 477.4 MB
water_affection v7 245 games, 185405 moves, e=0.816, loss: 2.3, -, 23.4% elo% vs. v6, avg. reward: -8.965, 1.968 sec/game, 6.7 min. total, 477.6 MB
water_affection v7 246 games, 186188 moves, e=0.816, loss: 2.3, -, 22.6% elo% vs. v6, avg. reward: -8.974, 1.964 sec/game, 6.7 min. total, 479.7 MB
water_affection v7 247 games, 186990 moves, e=0.815, loss: 2.7, +, 25.2% elo% vs. v6, avg. reward: -8.967, 1.972 sec/game, 6.8 min. total, 479.4 MB
water_affection v7 248 games, 187868 moves, e=0.814, loss: 2.7, ., 26.1% elo% vs. v6, avg. reward: -8.962, 1.984 sec/game, 6.8 min. total, 477.6 MB
water_affection v7 249 games, 188822 moves, e=0.813, loss: 2.6, +, 28.8% elo% vs. v6, avg. reward: -8.941, 2.006 sec/game, 6.9 min. total, 479.6 MB
water_affection v7 250 games, 189635 moves, e=0.812, loss: 2.5, +, 31.5% elo% vs. v6, avg. reward: -8.933, 1.996 sec/game, 6.9 min. total, 479.7 MB
water_affection v7 251 games, 190387 moves, e=0.812, loss: 2.8, +, 34.3% elo% vs. v6, avg. reward: -8.937, 1.980 sec/game, 6.9 min. total, 479.7 MB
water_affection v7 252 games, 191181 moves, e=0.811, loss: 2.9, -, 32.9% elo% vs. v6, avg. reward: -8.951, 1.982 sec/game, 6.9 min. total, 481.6 MB
water_affection v7 253 games, 192073 moves, e=0.810, loss: 3.1, -, 31.6% elo% vs. v6, avg. reward: -8.924, 1.980 sec/game, 7.0 min. total, 480.2 MB
water_affection v7 254 games, 192988 moves, e=0.809, loss: 3.0, -, 30.3% elo% vs. v6, avg. reward: -8.924, 2.004 sec/game, 7.0 min. total, 482.0 MB
water_affection v7 255 games, 193764 moves, e=0.808, loss: 3.2, -, 29.2% elo% vs. v6, avg. reward: -8.942, 1.983 sec/game, 7.1 min. total, 482.0 MB
water_affection v7 256 games, 194591 moves, e=0.807, loss: 3.4, -, 28.1% elo% vs. v6, avg. reward: -8.928, 1.989 sec/game, 7.1 min. total, 482.2 MB
water_affection v7 257 games, 195330 moves, e=0.807, loss: 3.7, -, 27.0% elo% vs. v6, avg. reward: -8.940, 1.988 sec/game, 7.1 min. total, 482.5 MB
water_affection v7 258 games, 196087 moves, e=0.806, loss: 3.3, -, 26.1% elo% vs. v6, avg. reward: -8.921, 1.962 sec/game, 7.1 min. total, 482.5 MB
water_affection v7 259 games, 197152 moves, e=0.805, loss: 3.3, -, 25.2% elo% vs. v6, avg. reward: -8.906, 1.990 sec/game, 7.2 min. total, 481.9 MB
water_affection v7 260 games, 198009 moves, e=0.804, loss: 3.0, -, 24.3% elo% vs. v6, avg. reward: -8.905, 1.993 sec/game, 7.2 min. total, 483.7 MB
water_affection v7 261 games, 198764 moves, e=0.803, loss: 3.2, -, 23.5% elo% vs. v6, avg. reward: -8.919, 1.986 sec/game, 7.3 min. total, 484.1 MB
water_affection v7 262 games, 199600 moves, e=0.802, loss: 2.8, -, 22.7% elo% vs. v6, avg. reward: -8.913, 1.997 sec/game, 7.3 min. total, 483.4 MB
water_affection v7 263 games, 200381 moves, e=0.802, loss: 3.2, -, 22.0% elo% vs. v6, avg. reward: -8.901, 1.998 sec/game, 7.3 min. total, 484.0 MB
water_affection v7 264 games, 201183 moves, e=0.801, loss: 3.0, -, 21.3% elo% vs. v6, avg. reward: -8.874, 1.985 sec/game, 7.3 min. total, 484.4 MB
water_affection v7 265 games, 202032 moves, e=0.800, loss: 3.1, -, 20.7% elo% vs. v6, avg. reward: -8.862, 1.998 sec/game, 7.4 min. total, 484.5 MB
water_affection v7 266 games, 202816 moves, e=0.799, loss: 2.8, -, 20.0% elo% vs. v6, avg. reward: -8.863, 2.008 sec/game, 7.4 min. total, 484.3 MB
water_affection v7 267 games, 203596 moves, e=0.798, loss: 2.8, -, 19.4% elo% vs. v6, avg. reward: -8.847, 2.002 sec/game, 7.4 min. total, 486.5 MB
water_affection v7 268 games, 204322 moves, e=0.798, loss: 2.5, -, 18.9% elo% vs. v6, avg. reward: -8.855, 1.990 sec/game, 7.5 min. total, 486.3 MB
water_affection v7 269 games, 205164 moves, e=0.797, loss: 2.9, -, 18.4% elo% vs. v6, avg. reward: -8.855, 1.965 sec/game, 7.5 min. total, 486.1 MB
water_affection v7 270 games, 205946 moves, e=0.796, loss: 2.4, +, 20.7% elo% vs. v6, avg. reward: -8.857, 1.962 sec/game, 7.5 min. total, 484.2 MB
water_affection v7 271 games, 206740 moves, e=0.795, loss: 2.6, -, 20.1% elo% vs. v6, avg. reward: -8.871, 1.982 sec/game, 7.6 min. total, 486.3 MB
water_affection v7 272 games, 207534 moves, e=0.795, loss: 3.1, -, 19.5% elo% vs. v6, avg. reward: -8.869, 1.979 sec/game, 7.6 min. total, 486.5 MB
water_affection v7 273 games, 208287 moves, e=0.794, loss: 3.0, +, 22.0% elo% vs. v6, avg. reward: -8.863, 1.966 sec/game, 7.6 min. total, 486.5 MB
water_affection v7 274 games, 209165 moves, e=0.793, loss: 2.7, ., 22.9% elo% vs. v6, avg. reward: -8.852, 1.960 sec/game, 7.7 min. total, 486.1 MB
water_affection v7 275 games, 209933 moves, e=0.792, loss: 2.7, -, 22.1% elo% vs. v6, avg. reward: -8.850, 1.962 sec/game, 7.7 min. total, 487.3 MB
water_affection v7 276 games, 210739 moves, e=0.791, loss: 2.7, ., 23.0% elo% vs. v6, avg. reward: -8.845, 1.949 sec/game, 7.7 min. total, 487.1 MB
water_affection v7 277 games, 211583 moves, e=0.791, loss: 2.8, +, 25.6% elo% vs. v6, avg. reward: -8.839, 1.953 sec/game, 7.8 min. total, 489.4 MB
water_affection v7 278 games, 212448 moves, e=0.790, loss: 3.2, -, 24.7% elo% vs. v6, avg. reward: -8.814, 1.979 sec/game, 7.8 min. total, 487.4 MB
water_affection v7 279 games, 213373 moves, e=0.789, loss: 2.9, +, 27.4% elo% vs. v6, avg. reward: -8.802, 1.951 sec/game, 7.8 min. total, 489.4 MB
water_affection v7 280 games, 214103 moves, e=0.788, loss: 3.3, -, 26.4% elo% vs. v6, avg. reward: -8.796, 1.950 sec/game, 7.9 min. total, 489.4 MB
water_affection v7 281 games, 215033 moves, e=0.787, loss: 3.0, -, 25.5% elo% vs. v6, avg. reward: -8.783, 1.961 sec/game, 7.9 min. total, 490.5 MB
water_affection v7 282 games, 215915 moves, e=0.786, loss: 3.3, -, 24.6% elo% vs. v6, avg. reward: -8.776, 1.964 sec/game, 7.9 min. total, 490.6 MB
water_affection v7 283 games, 216745 moves, e=0.785, loss: 3.0, +, 27.3% elo% vs. v6, avg. reward: -8.779, 1.985 sec/game, 8.0 min. total, 492.5 MB
water_affection v7 284 games, 217617 moves, e=0.785, loss: 3.4, -, 26.3% elo% vs. v6, avg. reward: -8.777, 1.998 sec/game, 8.0 min. total, 490.8 MB
water_affection v7 285 games, 218377 moves, e=0.784, loss: 3.3, -, 25.4% elo% vs. v6, avg. reward: -8.776, 1.988 sec/game, 8.0 min. total, 490.8 MB
water_affection v7 286 games, 219253 moves, e=0.783, loss: 3.5, +, 28.0% elo% vs. v6, avg. reward: -8.771, 1.982 sec/game, 8.1 min. total, 492.6 MB
water_affection v7 287 games, 220045 moves, e=0.782, loss: 3.1, +, 30.8% elo% vs. v6, avg. reward: -8.787, 1.995 sec/game, 8.1 min. total, 490.7 MB
water_affection v7 288 games, 220931 moves, e=0.781, loss: 2.7, +, 33.6% elo% vs. v6, avg. reward: -8.767, 2.011 sec/game, 8.1 min. total, 491.1 MB
water_affection v7 289 games, 221828 moves, e=0.780, loss: 2.8, -, 32.2% elo% vs. v6, avg. reward: -8.749, 2.027 sec/game, 8.2 min. total, 492.9 MB
water_affection v7 290 games, 222819 moves, e=0.779, loss: 2.8, ., 32.9% elo% vs. v6, avg. reward: -8.730, 2.043 sec/game, 8.2 min. total, 493.0 MB
water_affection v7 291 games, 223634 moves, e=0.779, loss: 2.9, -, 31.6% elo% vs. v6, avg. reward: -8.703, 2.039 sec/game, 8.3 min. total, 494.7 MB
water_affection v7 292 games, 224543 moves, e=0.778, loss: 2.9, -, 30.4% elo% vs. v6, avg. reward: -8.684, 2.054 sec/game, 8.3 min. total, 494.8 MB
water_affection v7 293 games, 225414 moves, e=0.777, loss: 3.1, -, 29.2% elo% vs. v6, avg. reward: -8.671, 2.069 sec/game, 8.3 min. total, 496.5 MB
water_affection v7 294 games, 226262 moves, e=0.776, loss: 3.4, -, 28.1% elo% vs. v6, avg. reward: -8.658, 2.057 sec/game, 8.4 min. total, 492.7 MB
water_affection v7 295 games, 227154 moves, e=0.775, loss: 2.9, -, 27.1% elo% vs. v6, avg. reward: -8.659, 2.072 sec/game, 8.4 min. total, 495.4 MB
water_affection v7 296 games, 228113 moves, e=0.774, loss: 2.6, +, 29.8% elo% vs. v6, avg. reward: -8.611, 2.100 sec/game, 8.4 min. total, 496.0 MB
water_affection v7 297 games, 228830 moves, e=0.773, loss: 2.6, -, 28.7% elo% vs. v6, avg. reward: -8.630, 2.087 sec/game, 8.5 min. total, 498.0 MB
water_affection v7 298 games, 229701 moves, e=0.773, loss: 2.5, -, 27.6% elo% vs. v6, avg. reward: -8.625, 2.088 sec/game, 8.5 min. total, 496.3 MB
water_affection v7 299 games, 230390 moves, e=0.772, loss: 2.6, -, 26.6% elo% vs. v6, avg. reward: -8.635, 2.062 sec/game, 8.5 min. total, 498.1 MB
water_affection v7 300 games, 231316 moves, e=0.771, loss: 3.2, -, 25.6% elo% vs. v6, avg. reward: -8.596, 2.089 sec/game, 8.6 min. total, 498.1 MB
water_affection v8 301 games, 232232 moves, e=0.770, loss: 2.8, -, 47.7% elo% vs. v6, avg. reward: -8.586, 2.092 sec/game, 8.6 min. total, 496.6 MB
water_affection v8 302 games, 233055 moves, e=0.769, loss: 3.2, -, 45.5% elo% vs. v6, avg. reward: -8.571, 2.079 sec/game, 8.6 min. total, 498.7 MB
water_affection v8 303 games, 233885 moves, e=0.768, loss: 2.7, -, 43.4% elo% vs. v6, avg. reward: -8.575, 2.074 sec/game, 8.7 min. total, 498.7 MB
water_affection v8 304 games, 234846 moves, e=0.768, loss: 2.7, +, 46.0% elo% vs. v6, avg. reward: -8.560, 2.076 sec/game, 8.7 min. total, 500.6 MB
water_affection v8 305 games, 235958 moves, e=0.766, loss: 2.9, +, 48.5% elo% vs. v6, avg. reward: -8.531, 2.126 sec/game, 8.8 min. total, 500.6 MB
