twistable_tiptoeing v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 322.8 MB
twistable_tiptoeing v8 594 games, 526638 moves, e=0.479, loss: 11.4, +, 25.7% elo% vs. v6, avg. reward: 0.878, 3.462 sec/game, 59.8 min. total, 596.5 MB
twistable_tiptoeing v8 595 games, 528110 moves, e=0.477, loss: 10.8, ., 26.6% elo% vs. v6, avg. reward: 0.882, 3.478 sec/game, 59.9 min. total, 598.3 MB
twistable_tiptoeing v8 596 games, 529484 moves, e=0.476, loss: 10.2, ., 27.4% elo% vs. v6, avg. reward: 0.878, 3.512 sec/game, 59.9 min. total, 598.4 MB
twistable_tiptoeing v8 597 games, 530623 moves, e=0.475, loss: 10.1, -, 26.4% elo% vs. v6, avg. reward: 0.881, 3.510 sec/game, 60.0 min. total, 598.8 MB
twistable_tiptoeing v8 598 games, 531749 moves, e=0.474, loss: 10.5, -, 25.5% elo% vs. v6, avg. reward: 0.882, 3.509 sec/game, 60.0 min. total, 598.7 MB
twistable_tiptoeing v8 599 games, 532942 moves, e=0.472, loss: 9.8, +, 28.2% elo% vs. v6, avg. reward: 0.876, 3.491 sec/game, 60.1 min. total, 598.9 MB
twistable_tiptoeing v8 600 games, 534136 moves, e=0.471, loss: 9.4, -, 27.2% elo% vs. v6, avg. reward: 0.879, 3.479 sec/game, 60.1 min. total, 601.0 MB
twistable_tiptoeing v9 601 games, 535409 moves, e=0.470, loss: 9.4, +, 52.3% elo% vs. v6, avg. reward: 0.874, 3.488 sec/game, 60.2 min. total, 600.0 MB
twistable_tiptoeing v9 602 games, 536695 moves, e=0.469, loss: 9.8, -, 49.9% elo% vs. v6, avg. reward: 0.874, 3.504 sec/game, 60.2 min. total, 600.9 MB
twistable_tiptoeing v9 603 games, 537929 moves, e=0.467, loss: 9.9, -, 47.6% elo% vs. v6, avg. reward: 0.874, 3.516 sec/game, 60.3 min. total, 600.8 MB
twistable_tiptoeing v9 604 games, 539168 moves, e=0.466, loss: 9.3, +, 50.0% elo% vs. v6, avg. reward: 0.886, 3.487 sec/game, 60.4 min. total, 600.9 MB
twistable_tiptoeing v9 605 games, 540445 moves, e=0.465, loss: 10.6, +, 52.3% elo% vs. v6, avg. reward: 0.886, 3.472 sec/game, 60.4 min. total, 601.0 MB
twistable_tiptoeing v9 606 games, 541707 moves, e=0.464, loss: 11.1, -, 49.9% elo% vs. v6, avg. reward: 0.883, 3.470 sec/game, 60.5 min. total, 601.2 MB
twistable_tiptoeing v9 607 games, 542795 moves, e=0.463, loss: 10.6, +, 52.2% elo% vs. v6, avg. reward: 0.876, 3.412 sec/game, 60.5 min. total, 602.5 MB
twistable_tiptoeing v9 608 games, 543983 moves, e=0.461, loss: 10.0, +, 54.4% elo% vs. v6, avg. reward: 0.874, 3.391 sec/game, 60.6 min. total, 604.6 MB
twistable_tiptoeing v9 609 games, 545467 moves, e=0.460, loss: 9.4, +, 56.5% elo% vs. v6, avg. reward: 0.874, 3.365 sec/game, 60.6 min. total, 604.6 MB
twistable_tiptoeing v9 610 games, 546473 moves, e=0.459, loss: 8.5, +, 58.4% elo% vs. v6, avg. reward: 0.878, 3.344 sec/game, 60.7 min. total, 604.8 MB
twistable_tiptoeing v9 611 games, 547728 moves, e=0.458, loss: 9.7, -, 55.8% elo% vs. v6, avg. reward: 0.885, 3.365 sec/game, 60.8 min. total, 606.6 MB
twistable_tiptoeing v9 612 games, 549080 moves, e=0.456, loss: 9.8, +, 57.8% elo% vs. v6, avg. reward: 0.885, 3.392 sec/game, 60.8 min. total, 605.0 MB
twistable_tiptoeing v9 613 games, 550341 moves, e=0.455, loss: 9.1, +, 59.7% elo% vs. v6, avg. reward: 0.877, 3.355 sec/game, 60.9 min. total, 605.0 MB
twistable_tiptoeing v9 614 games, 551650 moves, e=0.454, loss: 7.8, -, 57.0% elo% vs. v6, avg. reward: 0.868, 3.372 sec/game, 60.9 min. total, 606.3 MB
twistable_tiptoeing v9 615 games, 552826 moves, e=0.453, loss: 8.5, -, 54.4% elo% vs. v6, avg. reward: 0.868, 3.350 sec/game, 61.0 min. total, 608.5 MB
twistable_tiptoeing v9 616 games, 554014 moves, e=0.452, loss: 9.7, -, 51.9% elo% vs. v6, avg. reward: 0.875, 3.341 sec/game, 61.0 min. total, 608.1 MB
twistable_tiptoeing v9 617 games, 555533 moves, e=0.450, loss: 9.3, -, 49.5% elo% vs. v6, avg. reward: 0.881, 3.391 sec/game, 61.1 min. total, 607.9 MB
twistable_tiptoeing v9 618 games, 556698 moves, e=0.449, loss: 9.1, -, 47.3% elo% vs. v6, avg. reward: 0.888, 3.398 sec/game, 61.2 min. total, 608.3 MB
twistable_tiptoeing v9 619 games, 557858 moves, e=0.448, loss: 8.8, -, 45.1% elo% vs. v6, avg. reward: 0.890, 3.400 sec/game, 61.2 min. total, 610.1 MB
twistable_tiptoeing v9 620 games, 559062 moves, e=0.447, loss: 9.3, +, 47.6% elo% vs. v6, avg. reward: 0.893, 3.421 sec/game, 61.3 min. total, 608.3 MB
twistable_tiptoeing v9 621 games, 560321 moves, e=0.445, loss: 9.5, -, 45.4% elo% vs. v6, avg. reward: 0.896, 3.443 sec/game, 61.3 min. total, 610.2 MB
twistable_tiptoeing v9 622 games, 561582 moves, e=0.444, loss: 10.0, +, 47.9% elo% vs. v6, avg. reward: 0.891, 3.460 sec/game, 61.4 min. total, 611.3 MB
twistable_tiptoeing v9 623 games, 562868 moves, e=0.443, loss: 9.5, +, 50.3% elo% vs. v6, avg. reward: 0.892, 3.466 sec/game, 61.5 min. total, 611.2 MB
twistable_tiptoeing v9 624 games, 564179 moves, e=0.441, loss: 9.0, +, 52.6% elo% vs. v6, avg. reward: 0.889, 3.476 sec/game, 61.5 min. total, 611.3 MB
twistable_tiptoeing v9 625 games, 565123 moves, e=0.441, loss: 8.4, -, 50.2% elo% vs. v6, avg. reward: 0.886, 3.444 sec/game, 61.6 min. total, 611.5 MB
twistable_tiptoeing v9 626 games, 566386 moves, e=0.439, loss: 8.1, -, 47.9% elo% vs. v6, avg. reward: 0.893, 3.430 sec/game, 61.6 min. total, 611.8 MB
twistable_tiptoeing v9 627 games, 567971 moves, e=0.438, loss: 7.1, -, 45.7% elo% vs. v6, avg. reward: 0.891, 3.498 sec/game, 61.7 min. total, 611.8 MB
twistable_tiptoeing v9 628 games, 569303 moves, e=0.436, loss: 7.1, -, 43.6% elo% vs. v6, avg. reward: 0.885, 3.527 sec/game, 61.8 min. total, 612.8 MB
twistable_tiptoeing v9 629 games, 570644 moves, e=0.435, loss: 6.9, +, 46.2% elo% vs. v6, avg. reward: 0.881, 3.509 sec/game, 61.8 min. total, 614.1 MB
twistable_tiptoeing v9 630 games, 572117 moves, e=0.434, loss: 6.8, ., 46.3% elo% vs. v6, avg. reward: 0.885, 3.559 sec/game, 61.9 min. total, 614.2 MB
twistable_tiptoeing v9 631 games, 573576 moves, e=0.432, loss: 7.1, +, 48.8% elo% vs. v6, avg. reward: 0.884, 3.585 sec/game, 61.9 min. total, 614.2 MB
twistable_tiptoeing v9 632 games, 574930 moves, e=0.431, loss: 6.6, -, 46.6% elo% vs. v6, avg. reward: 0.882, 3.585 sec/game, 62.0 min. total, 614.6 MB
twistable_tiptoeing v9 633 games, 576192 moves, e=0.430, loss: 7.1, ., 46.7% elo% vs. v6, avg. reward: 0.887, 3.587 sec/game, 62.1 min. total, 614.8 MB
twistable_tiptoeing v9 634 games, 577516 moves, e=0.428, loss: 8.0, +, 49.2% elo% vs. v6, avg. reward: 0.893, 3.590 sec/game, 62.1 min. total, 615.3 MB
twistable_tiptoeing v9 635 games, 578814 moves, e=0.427, loss: 8.5, +, 51.5% elo% vs. v6, avg. reward: 0.894, 3.611 sec/game, 62.2 min. total, 617.4 MB
twistable_tiptoeing v9 636 games, 580248 moves, e=0.426, loss: 8.2, +, 53.7% elo% vs. v6, avg. reward: 0.895, 3.641 sec/game, 62.3 min. total, 618.1 MB
twistable_tiptoeing v9 637 games, 581646 moves, e=0.424, loss: 8.6, +, 55.9% elo% vs. v6, avg. reward: 0.891, 3.639 sec/game, 62.3 min. total, 618.2 MB
twistable_tiptoeing v9 638 games, 582947 moves, e=0.423, loss: 7.6, +, 57.8% elo% vs. v6, avg. reward: 0.890, 3.656 sec/game, 62.4 min. total, 618.2 MB
twistable_tiptoeing v9 639 games, 584242 moves, e=0.422, loss: 7.6, +, 59.7% elo% vs. v6, avg. reward: 0.890, 3.682 sec/game, 62.4 min. total, 618.2 MB
twistable_tiptoeing v9 640 games, 585372 moves, e=0.420, loss: 7.2, +, 61.5% elo% vs. v6, avg. reward: 0.891, 3.679 sec/game, 62.5 min. total, 618.1 MB
twistable_tiptoeing v9 641 games, 586700 moves, e=0.419, loss: 6.5, ., 61.0% elo% vs. v6, avg. reward: 0.889, 3.665 sec/game, 62.6 min. total, 618.6 MB
twistable_tiptoeing v9 642 games, 587972 moves, e=0.418, loss: 7.5, +, 62.7% elo% vs. v6, avg. reward: 0.887, 3.653 sec/game, 62.6 min. total, 620.6 MB
twistable_tiptoeing v9 643 games, 589207 moves, e=0.417, loss: 7.0, -, 60.0% elo% vs. v6, avg. reward: 0.888, 3.663 sec/game, 62.7 min. total, 620.6 MB
twistable_tiptoeing v9 644 games, 590606 moves, e=0.415, loss: 7.2, +, 61.7% elo% vs. v6, avg. reward: 0.888, 3.675 sec/game, 62.7 min. total, 620.7 MB
twistable_tiptoeing v9 645 games, 591860 moves, e=0.414, loss: 7.2, ., 61.2% elo% vs. v6, avg. reward: 0.889, 3.698 sec/game, 62.8 min. total, 620.8 MB
twistable_tiptoeing v9 646 games, 593024 moves, e=0.413, loss: 7.7, +, 62.9% elo% vs. v6, avg. reward: 0.884, 3.708 sec/game, 62.8 min. total, 621.0 MB
twistable_tiptoeing v9 647 games, 594363 moves, e=0.412, loss: 6.8, -, 60.1% elo% vs. v6, avg. reward: 0.881, 3.663 sec/game, 62.9 min. total, 621.0 MB
twistable_tiptoeing v9 648 games, 595550 moves, e=0.410, loss: 8.1, +, 61.9% elo% vs. v6, avg. reward: 0.877, 3.655 sec/game, 63.0 min. total, 621.8 MB
twistable_tiptoeing v9 649 games, 596876 moves, e=0.409, loss: 7.6, +, 63.5% elo% vs. v6, avg. reward: 0.879, 3.648 sec/game, 63.0 min. total, 623.0 MB
twistable_tiptoeing v9 650 games, 598312 moves, e=0.408, loss: 7.6, +, 65.1% elo% vs. v6, avg. reward: 0.877, 3.638 sec/game, 63.1 min. total, 623.4 MB
twistable_tiptoeing v9 651 games, 599714 moves, e=0.406, loss: 7.6, -, 62.3% elo% vs. v6, avg. reward: 0.884, 3.626 sec/game, 63.2 min. total, 623.2 MB
twistable_tiptoeing v9 652 games, 600965 moves, e=0.405, loss: 8.4, +, 63.9% elo% vs. v6, avg. reward: 0.886, 3.618 sec/game, 63.2 min. total, 623.3 MB
twistable_tiptoeing v9 653 games, 602324 moves, e=0.404, loss: 7.9, +, 65.4% elo% vs. v6, avg. reward: 0.891, 3.616 sec/game, 63.3 min. total, 623.4 MB
twistable_tiptoeing v9 654 games, 603517 moves, e=0.403, loss: 7.9, -, 62.7% elo% vs. v6, avg. reward: 0.894, 3.599 sec/game, 63.3 min. total, 624.4 MB
twistable_tiptoeing v9 655 games, 604817 moves, e=0.401, loss: 8.8, -, 59.9% elo% vs. v6, avg. reward: 0.895, 3.604 sec/game, 63.4 min. total, 628.5 MB
twistable_tiptoeing v9 656 games, 606310 moves, e=0.400, loss: 9.2, ., 59.5% elo% vs. v6, avg. reward: 0.892, 3.587 sec/game, 63.5 min. total, 627.1 MB
twistable_tiptoeing v9 657 games, 607831 moves, e=0.398, loss: 8.9, ., 59.1% elo% vs. v6, avg. reward: 0.891, 3.591 sec/game, 63.5 min. total, 626.9 MB
twistable_tiptoeing v9 658 games, 609154 moves, e=0.397, loss: 9.8, +, 60.9% elo% vs. v6, avg. reward: 0.894, 3.598 sec/game, 63.6 min. total, 627.0 MB
twistable_tiptoeing v9 659 games, 610425 moves, e=0.396, loss: 8.7, +, 62.6% elo% vs. v6, avg. reward: 0.893, 3.576 sec/game, 63.6 min. total, 627.4 MB
twistable_tiptoeing v9 660 games, 611933 moves, e=0.394, loss: 9.1, +, 64.2% elo% vs. v6, avg. reward: 0.894, 3.603 sec/game, 63.7 min. total, 627.4 MB
twistable_tiptoeing v9 661 games, 613197 moves, e=0.393, loss: 8.8, +, 65.7% elo% vs. v6, avg. reward: 0.892, 3.597 sec/game, 63.8 min. total, 627.7 MB
twistable_tiptoeing v9 662 games, 614485 moves, e=0.392, loss: 9.1, +, 67.1% elo% vs. v6, avg. reward: 0.890, 3.602 sec/game, 63.8 min. total, 630.0 MB
twistable_tiptoeing v9 663 games, 616103 moves, e=0.390, loss: 8.9, +, 68.4% elo% vs. v6, avg. reward: 0.884, 3.636 sec/game, 63.9 min. total, 630.1 MB
twistable_tiptoeing v9 664 games, 617497 moves, e=0.389, loss: 9.0, -, 65.6% elo% vs. v6, avg. reward: 0.885, 3.636 sec/game, 64.0 min. total, 630.1 MB
twistable_tiptoeing v9 665 games, 618770 moves, e=0.387, loss: 9.2, -, 62.9% elo% vs. v6, avg. reward: 0.887, 3.643 sec/game, 64.0 min. total, 630.5 MB
twistable_tiptoeing v9 666 games, 620155 moves, e=0.386, loss: 8.8, +, 64.4% elo% vs. v6, avg. reward: 0.885, 3.647 sec/game, 64.1 min. total, 630.4 MB
twistable_tiptoeing v9 667 games, 621571 moves, e=0.385, loss: 9.5, +, 65.9% elo% vs. v6, avg. reward: 0.880, 3.674 sec/game, 64.1 min. total, 632.4 MB
twistable_tiptoeing v9 668 games, 622968 moves, e=0.383, loss: 9.5, -, 63.1% elo% vs. v6, avg. reward: 0.884, 3.666 sec/game, 64.2 min. total, 634.2 MB
twistable_tiptoeing v9 669 games, 624309 moves, e=0.382, loss: 8.9, -, 60.4% elo% vs. v6, avg. reward: 0.895, 3.668 sec/game, 64.3 min. total, 634.1 MB
twistable_tiptoeing v9 670 games, 625991 moves, e=0.380, loss: 9.7, +, 62.1% elo% vs. v6, avg. reward: 0.890, 3.697 sec/game, 64.3 min. total, 634.0 MB
twistable_tiptoeing v9 671 games, 627416 moves, e=0.379, loss: 10.7, -, 59.4% elo% vs. v6, avg. reward: 0.893, 3.691 sec/game, 64.4 min. total, 634.5 MB
twistable_tiptoeing v9 672 games, 628814 moves, e=0.377, loss: 10.5, -, 56.7% elo% vs. v6, avg. reward: 0.888, 3.706 sec/game, 64.4 min. total, 634.4 MB
twistable_tiptoeing v9 673 games, 630119 moves, e=0.376, loss: 9.8, +, 58.7% elo% vs. v6, avg. reward: 0.892, 3.707 sec/game, 64.5 min. total, 634.6 MB
twistable_tiptoeing v9 674 games, 631502 moves, e=0.375, loss: 10.6, +, 60.5% elo% vs. v6, avg. reward: 0.892, 3.735 sec/game, 64.6 min. total, 634.5 MB
twistable_tiptoeing v9 675 games, 633074 moves, e=0.373, loss: 10.3, +, 62.2% elo% vs. v6, avg. reward: 0.890, 3.749 sec/game, 64.6 min. total, 635.8 MB
twistable_tiptoeing v9 676 games, 634699 moves, e=0.372, loss: 9.2, -, 59.5% elo% vs. v6, avg. reward: 0.887, 3.778 sec/game, 64.7 min. total, 636.4 MB
twistable_tiptoeing v9 677 games, 636340 moves, e=0.370, loss: 7.7, +, 61.3% elo% vs. v6, avg. reward: 0.890, 3.791 sec/game, 64.8 min. total, 636.4 MB
twistable_tiptoeing v9 678 games, 637836 moves, e=0.369, loss: 7.6, ., 60.8% elo% vs. v6, avg. reward: 0.892, 3.806 sec/game, 64.8 min. total, 636.5 MB
twistable_tiptoeing v9 679 games, 639181 moves, e=0.367, loss: 7.8, +, 62.5% elo% vs. v6, avg. reward: 0.889, 3.818 sec/game, 64.9 min. total, 637.1 MB
twistable_tiptoeing v9 680 games, 640647 moves, e=0.366, loss: 7.3, +, 64.1% elo% vs. v6, avg. reward: 0.891, 3.814 sec/game, 65.0 min. total, 637.1 MB
twistable_tiptoeing v9 681 games, 642126 moves, e=0.364, loss: 7.5, +, 65.6% elo% vs. v6, avg. reward: 0.897, 3.828 sec/game, 65.0 min. total, 638.2 MB
twistable_tiptoeing v9 682 games, 643567 moves, e=0.363, loss: 8.4, -, 62.8% elo% vs. v6, avg. reward: 0.896, 3.843 sec/game, 65.1 min. total, 638.3 MB
twistable_tiptoeing v9 683 games, 644799 moves, e=0.362, loss: 8.9, -, 60.1% elo% vs. v6, avg. reward: 0.896, 3.799 sec/game, 65.2 min. total, 638.2 MB
twistable_tiptoeing v9 684 games, 646371 moves, e=0.360, loss: 9.1, +, 61.8% elo% vs. v6, avg. reward: 0.897, 3.814 sec/game, 65.2 min. total, 638.2 MB
twistable_tiptoeing v9 685 games, 647525 moves, e=0.359, loss: 8.6, +, 63.5% elo% vs. v6, avg. reward: 0.897, 3.804 sec/game, 65.3 min. total, 638.9 MB
twistable_tiptoeing v9 686 games, 648836 moves, e=0.358, loss: 9.2, -, 60.7% elo% vs. v6, avg. reward: 0.897, 3.815 sec/game, 65.3 min. total, 639.1 MB
twistable_tiptoeing v9 687 games, 650478 moves, e=0.356, loss: 8.6, +, 62.5% elo% vs. v6, avg. reward: 0.895, 3.817 sec/game, 65.4 min. total, 640.9 MB
twistable_tiptoeing v9 688 games, 651659 moves, e=0.355, loss: 8.9, +, 64.1% elo% vs. v6, avg. reward: 0.899, 3.817 sec/game, 65.5 min. total, 641.1 MB
twistable_tiptoeing v9 689 games, 653140 moves, e=0.353, loss: 8.6, -, 61.3% elo% vs. v6, avg. reward: 0.904, 3.817 sec/game, 65.5 min. total, 641.2 MB
twistable_tiptoeing v9 690 games, 654568 moves, e=0.352, loss: 8.4, +, 63.0% elo% vs. v6, avg. reward: 0.902, 3.787 sec/game, 65.6 min. total, 641.2 MB
twistable_tiptoeing v9 691 games, 655796 moves, e=0.351, loss: 7.9, +, 64.6% elo% vs. v6, avg. reward: 0.903, 3.772 sec/game, 65.6 min. total, 641.2 MB
twistable_tiptoeing v9 692 games, 657440 moves, e=0.349, loss: 7.6, +, 66.0% elo% vs. v6, avg. reward: 0.908, 3.800 sec/game, 65.7 min. total, 642.3 MB
twistable_tiptoeing v9 693 games, 659011 moves, e=0.348, loss: 8.7, +, 67.4% elo% vs. v6, avg. reward: 0.916, 3.829 sec/game, 65.8 min. total, 644.7 MB
twistable_tiptoeing v9 694 games, 660512 moves, e=0.346, loss: 9.0, +, 68.7% elo% vs. v6, avg. reward: 0.922, 3.848 sec/game, 65.9 min. total, 644.6 MB
twistable_tiptoeing v9 695 games, 662055 moves, e=0.345, loss: 8.0, +, 69.9% elo% vs. v6, avg. reward: 0.926, 3.846 sec/game, 65.9 min. total, 644.7 MB
twistable_tiptoeing v9 696 games, 663649 moves, e=0.343, loss: 8.3, -, 67.2% elo% vs. v6, avg. reward: 0.931, 3.826 sec/game, 66.0 min. total, 645.0 MB
twistable_tiptoeing v9 697 games, 665138 moves, e=0.342, loss: 10.1, +, 68.5% elo% vs. v6, avg. reward: 0.934, 3.810 sec/game, 66.1 min. total, 645.0 MB
twistable_tiptoeing v9 698 games, 666592 moves, e=0.340, loss: 9.5, +, 69.7% elo% vs. v6, avg. reward: 0.935, 3.800 sec/game, 66.1 min. total, 647.9 MB
twistable_tiptoeing v9 699 games, 668203 moves, e=0.338, loss: 9.1, +, 70.9% elo% vs. v6, avg. reward: 0.945, 3.841 sec/game, 66.2 min. total, 648.6 MB
twistable_tiptoeing v10 700 games, 669779 moves, e=0.337, loss: 9.0, -, 49.9% elo% vs. v9, avg. reward: 0.947, 3.841 sec/game, 66.3 min. total, 696.4 MB
twistable_tiptoeing v11 701 games, 671127 moves, e=0.336, loss: 11.3, -, 47.7% elo% vs. v9, avg. reward: 0.961, 3.855 sec/game, 66.3 min. total, 696.6 MB
twistable_tiptoeing v11 702 games, 672417 moves, e=0.334, loss: 11.8, -, 45.5% elo% vs. v9, avg. reward: 0.957, 3.844 sec/game, 66.4 min. total, 696.9 MB
twistable_tiptoeing v11 703 games, 673843 moves, e=0.333, loss: 10.9, -, 43.4% elo% vs. v9, avg. reward: 0.957, 3.859 sec/game, 66.4 min. total, 695.0 MB
twistable_tiptoeing v11 704 games, 675782 moves, e=0.331, loss: 11.1, -, 41.5% elo% vs. v9, avg. reward: 0.952, 3.899 sec/game, 66.5 min. total, 697.2 MB
twistable_tiptoeing v11 705 games, 677400 moves, e=0.329, loss: 10.4, -, 39.6% elo% vs. v9, avg. reward: 0.958, 3.948 sec/game, 66.6 min. total, 693.6 MB
twistable_tiptoeing v11 706 games, 678881 moves, e=0.328, loss: 11.0, -, 37.9% elo% vs. v9, avg. reward: 0.966, 3.945 sec/game, 66.7 min. total, 693.4 MB
twistable_tiptoeing v11 707 games, 680352 moves, e=0.326, loss: 12.0, +, 40.6% elo% vs. v9, avg. reward: 0.973, 3.938 sec/game, 66.7 min. total, 692.2 MB
twistable_tiptoeing v11 708 games, 681792 moves, e=0.325, loss: 10.3, +, 43.3% elo% vs. v9, avg. reward: 0.976, 3.955 sec/game, 66.8 min. total, 692.3 MB
twistable_tiptoeing v11 709 games, 683537 moves, e=0.323, loss: 10.1, +, 45.9% elo% vs. v9, avg. reward: 0.971, 3.994 sec/game, 66.9 min. total, 692.7 MB
twistable_tiptoeing v11 710 games, 685258 moves, e=0.322, loss: 9.5, +, 48.4% elo% vs. v9, avg. reward: 0.972, 4.022 sec/game, 66.9 min. total, 695.5 MB
twistable_tiptoeing v11 711 games, 686843 moves, e=0.320, loss: 9.4, +, 50.7% elo% vs. v9, avg. reward: 0.965, 4.095 sec/game, 67.0 min. total, 694.9 MB
twistable_tiptoeing v11 712 games, 688582 moves, e=0.318, loss: 9.1, +, 53.0% elo% vs. v9, avg. reward: 0.966, 4.133 sec/game, 67.1 min. total, 695.1 MB
twistable_tiptoeing v11 713 games, 690179 moves, e=0.317, loss: 9.2, -, 50.6% elo% vs. v9, avg. reward: 0.976, 4.144 sec/game, 67.2 min. total, 696.7 MB
twistable_tiptoeing v11 714 games, 691637 moves, e=0.315, loss: 9.4, +, 52.8% elo% vs. v9, avg. reward: 0.983, 4.122 sec/game, 67.2 min. total, 697.1 MB
twistable_tiptoeing v11 715 games, 693270 moves, e=0.314, loss: 10.6, +, 55.0% elo% vs. v9, avg. reward: 0.981, 4.137 sec/game, 67.3 min. total, 696.3 MB
twistable_tiptoeing v11 716 games, 695191 moves, e=0.312, loss: 10.3, -, 52.5% elo% vs. v9, avg. reward: 0.979, 4.187 sec/game, 67.4 min. total, 697.8 MB
twistable_tiptoeing v11 717 games, 697192 moves, e=0.310, loss: 10.2, +, 54.7% elo% vs. v9, avg. reward: 0.979, 4.228 sec/game, 67.5 min. total, 696.4 MB
twistable_tiptoeing v11 718 games, 698897 moves, e=0.308, loss: 11.0, +, 56.7% elo% vs. v9, avg. reward: 0.973, 4.270 sec/game, 67.5 min. total, 696.0 MB
twistable_tiptoeing v11 719 games, 700599 moves, e=0.306, loss: 11.8, -, 54.1% elo% vs. v9, avg. reward: 0.975, 4.272 sec/game, 67.6 min. total, 696.4 MB
twistable_tiptoeing v11 720 games, 702167 moves, e=0.305, loss: 11.0, +, 56.2% elo% vs. v9, avg. reward: 0.975, 4.280 sec/game, 67.7 min. total, 698.4 MB
twistable_tiptoeing v11 721 games, 703771 moves, e=0.303, loss: 10.9, +, 58.2% elo% vs. v9, avg. reward: 0.979, 4.297 sec/game, 67.8 min. total, 699.3 MB
twistable_tiptoeing v11 722 games, 705301 moves, e=0.302, loss: 10.4, -, 55.6% elo% vs. v9, avg. reward: 0.980, 4.314 sec/game, 67.8 min. total, 699.4 MB
twistable_tiptoeing v11 723 games, 706904 moves, e=0.300, loss: 10.3, +, 57.6% elo% vs. v9, avg. reward: 0.982, 4.331 sec/game, 67.9 min. total, 699.4 MB
twistable_tiptoeing v11 724 games, 708524 moves, e=0.299, loss: 10.8, -, 55.0% elo% vs. v9, avg. reward: 0.986, 4.304 sec/game, 68.0 min. total, 699.5 MB
twistable_tiptoeing v11 725 games, 710002 moves, e=0.297, loss: 10.6, -, 52.5% elo% vs. v9, avg. reward: 0.990, 4.283 sec/game, 68.0 min. total, 700.2 MB
twistable_tiptoeing v11 726 games, 711823 moves, e=0.295, loss: 12.0, +, 54.6% elo% vs. v9, avg. reward: 0.988, 4.344 sec/game, 68.1 min. total, 704.4 MB
twistable_tiptoeing v11 727 games, 713606 moves, e=0.294, loss: 12.5, +, 56.7% elo% vs. v9, avg. reward: 0.988, 4.380 sec/game, 68.2 min. total, 702.8 MB
twistable_tiptoeing v11 728 games, 715303 moves, e=0.292, loss: 11.0, -, 54.1% elo% vs. v9, avg. reward: 0.989, 4.402 sec/game, 68.2 min. total, 704.5 MB
twistable_tiptoeing v11 729 games, 717082 moves, e=0.290, loss: 10.1, -, 51.6% elo% vs. v9, avg. reward: 0.991, 4.401 sec/game, 68.3 min. total, 704.5 MB
twistable_tiptoeing v11 730 games, 718791 moves, e=0.288, loss: 10.1, -, 49.3% elo% vs. v9, avg. reward: 0.990, 4.403 sec/game, 68.4 min. total, 705.0 MB
twistable_tiptoeing v11 731 games, 720445 moves, e=0.287, loss: 9.7, ., 49.3% elo% vs. v9, avg. reward: 0.991, 4.377 sec/game, 68.5 min. total, 708.6 MB
twistable_tiptoeing v11 732 games, 722249 moves, e=0.285, loss: 9.9, -, 47.0% elo% vs. v9, avg. reward: 0.986, 4.360 sec/game, 68.5 min. total, 706.6 MB
twistable_tiptoeing v11 733 games, 723747 moves, e=0.283, loss: 10.1, -, 44.9% elo% vs. v9, avg. reward: 0.980, 4.347 sec/game, 68.6 min. total, 708.3 MB
twistable_tiptoeing v11 734 games, 725486 moves, e=0.282, loss: 9.2, -, 42.8% elo% vs. v9, avg. reward: 0.981, 4.382 sec/game, 68.7 min. total, 708.7 MB
twistable_tiptoeing v11 735 games, 727462 moves, e=0.280, loss: 9.5, -, 40.9% elo% vs. v9, avg. reward: 0.982, 4.424 sec/game, 68.8 min. total, 707.2 MB
twistable_tiptoeing v11 736 games, 729287 moves, e=0.278, loss: 9.9, -, 39.1% elo% vs. v9, avg. reward: 0.985, 4.405 sec/game, 68.8 min. total, 707.1 MB
twistable_tiptoeing v11 737 games, 730989 moves, e=0.276, loss: 9.7, -, 37.4% elo% vs. v9, avg. reward: 0.992, 4.379 sec/game, 68.9 min. total, 707.2 MB
twistable_tiptoeing v11 738 games, 732775 moves, e=0.275, loss: 10.7, -, 35.8% elo% vs. v9, avg. reward: 0.991, 4.379 sec/game, 69.0 min. total, 709.1 MB
twistable_tiptoeing v11 739 games, 734681 moves, e=0.273, loss: 10.2, -, 34.3% elo% vs. v9, avg. reward: 0.989, 4.407 sec/game, 69.1 min. total, 707.4 MB
twistable_tiptoeing v11 740 games, 736780 moves, e=0.271, loss: 10.0, -, 32.9% elo% vs. v9, avg. reward: 0.992, 4.473 sec/game, 69.2 min. total, 710.8 MB
twistable_tiptoeing v11 741 games, 738790 moves, e=0.269, loss: 10.9, +, 35.7% elo% vs. v9, avg. reward: 0.989, 4.503 sec/game, 69.3 min. total, 711.8 MB
twistable_tiptoeing v11 742 games, 740552 moves, e=0.267, loss: 10.3, -, 34.2% elo% vs. v9, avg. reward: 0.992, 4.541 sec/game, 69.3 min. total, 713.3 MB
twistable_tiptoeing v11 743 games, 742768 moves, e=0.265, loss: 10.1, +, 37.0% elo% vs. v9, avg. reward: 0.987, 4.611 sec/game, 69.4 min. total, 713.7 MB
twistable_tiptoeing v11 744 games, 744543 moves, e=0.263, loss: 10.1, -, 35.4% elo% vs. v9, avg. reward: 0.991, 4.687 sec/game, 69.5 min. total, 701.8 MB
