many_mutilated v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.2 MB
many_mutilated v21 1726 games, 4260711 moves, e=0.010, loss: 14.1, -, 1.4% elo% vs. terrible_bot, avg. reward: -1.165, 6.231 sec/game, 53.1 min. total, 746.5 MB
many_mutilated v21 1727 games, 4263260 moves, e=0.010, loss: 14.4, -, 1.4% elo% vs. terrible_bot, avg. reward: -1.163, 6.122 sec/game, 53.2 min. total, 746.1 MB
many_mutilated v21 1728 games, 4265925 moves, e=0.010, loss: 14.2, -, 1.4% elo% vs. terrible_bot, avg. reward: -1.162, 6.032 sec/game, 53.3 min. total, 747.8 MB
many_mutilated v21 1729 games, 4268739 moves, e=0.010, loss: 13.7, -, 1.4% elo% vs. terrible_bot, avg. reward: -1.158, 5.961 sec/game, 53.4 min. total, 746.8 MB
many_mutilated v21 1730 games, 4271874 moves, e=0.010, loss: 12.6, -, 1.4% elo% vs. terrible_bot, avg. reward: -1.151, 5.940 sec/game, 53.5 min. total, 748.8 MB
many_mutilated v21 1731 games, 4275196 moves, e=0.010, loss: 9.9, -, 1.4% elo% vs. terrible_bot, avg. reward: -1.145, 5.941 sec/game, 53.6 min. total, 754.3 MB
many_mutilated v21 1732 games, 4278123 moves, e=0.010, loss: 9.0, -, 1.4% elo% vs. terrible_bot, avg. reward: -1.139, 5.910 sec/game, 53.7 min. total, 755.8 MB
many_mutilated v21 1733 games, 4281557 moves, e=0.010, loss: 7.3, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.133, 5.922 sec/game, 53.8 min. total, 756.7 MB
many_mutilated v21 1734 games, 4284646 moves, e=0.010, loss: 6.5, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.129, 5.901 sec/game, 53.9 min. total, 756.3 MB
many_mutilated v21 1735 games, 4287576 moves, e=0.010, loss: 6.9, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.124, 5.873 sec/game, 54.0 min. total, 757.1 MB
many_mutilated v21 1736 games, 4290692 moves, e=0.010, loss: 6.6, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.119, 5.855 sec/game, 54.1 min. total, 756.5 MB
many_mutilated v21 1737 games, 4293970 moves, e=0.010, loss: 6.6, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.113, 5.795 sec/game, 54.2 min. total, 755.6 MB
many_mutilated v21 1738 games, 4297025 moves, e=0.010, loss: 6.1, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.107, 5.770 sec/game, 54.3 min. total, 757.5 MB
many_mutilated v21 1739 games, 4300058 moves, e=0.010, loss: 6.0, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.102, 5.752 sec/game, 54.4 min. total, 759.0 MB
many_mutilated v21 1740 games, 4302892 moves, e=0.010, loss: 5.7, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.094, 5.738 sec/game, 54.5 min. total, 758.7 MB
many_mutilated v21 1741 games, 4305876 moves, e=0.010, loss: 5.5, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.088, 5.761 sec/game, 54.6 min. total, 759.8 MB
many_mutilated v21 1742 games, 4308861 moves, e=0.010, loss: 5.9, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.081, 5.756 sec/game, 54.7 min. total, 759.8 MB
many_mutilated v21 1743 games, 4311858 moves, e=0.010, loss: 5.7, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.070, 5.787 sec/game, 54.8 min. total, 762.4 MB
many_mutilated v21 1744 games, 4315312 moves, e=0.010, loss: 4.8, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.063, 5.838 sec/game, 54.9 min. total, 765.4 MB
many_mutilated v21 1745 games, 4318379 moves, e=0.010, loss: 4.8, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.056, 5.872 sec/game, 55.0 min. total, 764.5 MB
many_mutilated v21 1746 games, 4322149 moves, e=0.010, loss: 4.4, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.046, 5.939 sec/game, 55.1 min. total, 765.4 MB
many_mutilated v21 1747 games, 4325490 moves, e=0.010, loss: 4.3, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.037, 6.004 sec/game, 55.2 min. total, 765.0 MB
many_mutilated v21 1748 games, 4329046 moves, e=0.010, loss: 4.1, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.027, 6.081 sec/game, 55.3 min. total, 765.4 MB
many_mutilated v21 1749 games, 4332336 moves, e=0.010, loss: 4.0, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.018, 6.130 sec/game, 55.4 min. total, 766.0 MB
many_mutilated v21 1750 games, 4335472 moves, e=0.010, loss: 4.2, -, 1.3% elo% vs. terrible_bot, avg. reward: -1.010, 6.120 sec/game, 55.5 min. total, 766.1 MB
many_mutilated v21 1751 games, 4338842 moves, e=0.010, loss: 3.7, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.999, 6.137 sec/game, 55.7 min. total, 769.6 MB
many_mutilated v21 1752 games, 4342257 moves, e=0.010, loss: 3.5, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.992, 6.168 sec/game, 55.8 min. total, 767.7 MB
many_mutilated v21 1753 games, 4345689 moves, e=0.010, loss: 3.6, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.985, 6.169 sec/game, 55.9 min. total, 768.6 MB
many_mutilated v21 1754 games, 4349409 moves, e=0.010, loss: 3.2, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.975, 6.224 sec/game, 56.0 min. total, 770.4 MB
many_mutilated v21 1755 games, 4353059 moves, e=0.010, loss: 2.7, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.964, 6.292 sec/game, 56.1 min. total, 771.3 MB
many_mutilated v21 1756 games, 4356648 moves, e=0.010, loss: 2.4, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.956, 6.328 sec/game, 56.2 min. total, 771.1 MB
many_mutilated v21 1757 games, 4360447 moves, e=0.010, loss: 2.9, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.946, 6.379 sec/game, 56.3 min. total, 770.9 MB
many_mutilated v21 1758 games, 4364186 moves, e=0.010, loss: 2.9, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.934, 6.449 sec/game, 56.5 min. total, 772.6 MB
many_mutilated v21 1759 games, 4367906 moves, e=0.010, loss: 2.8, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.926, 6.497 sec/game, 56.6 min. total, 772.5 MB
many_mutilated v21 1760 games, 4371603 moves, e=0.010, loss: 2.7, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.916, 6.571 sec/game, 56.7 min. total, 773.1 MB
many_mutilated v21 1761 games, 4375063 moves, e=0.010, loss: 2.5, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.906, 6.622 sec/game, 56.8 min. total, 775.4 MB
many_mutilated v21 1762 games, 4378509 moves, e=0.010, loss: 2.4, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.896, 6.665 sec/game, 56.9 min. total, 774.4 MB
many_mutilated v21 1763 games, 4381824 moves, e=0.010, loss: 2.6, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.886, 6.688 sec/game, 57.0 min. total, 775.6 MB
many_mutilated v21 1764 games, 4385245 moves, e=0.010, loss: 2.3, -, 1.3% elo% vs. terrible_bot, avg. reward: -0.875, 6.676 sec/game, 57.1 min. total, 777.8 MB
many_mutilated v21 1765 games, 4388800 moves, e=0.010, loss: 2.4, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.865, 6.727 sec/game, 57.2 min. total, 776.7 MB
many_mutilated v21 1766 games, 4392233 moves, e=0.010, loss: 2.4, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.856, 6.705 sec/game, 57.4 min. total, 777.3 MB
many_mutilated v21 1767 games, 4395410 moves, e=0.010, loss: 2.6, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.846, 6.691 sec/game, 57.5 min. total, 778.1 MB
many_mutilated v21 1768 games, 4398705 moves, e=0.010, loss: 2.6, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.839, 6.657 sec/game, 57.6 min. total, 779.9 MB
many_mutilated v21 1769 games, 4402206 moves, e=0.010, loss: 2.6, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.829, 6.674 sec/game, 57.7 min. total, 777.6 MB
many_mutilated v21 1770 games, 4405609 moves, e=0.010, loss: 2.5, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.820, 6.694 sec/game, 57.8 min. total, 779.5 MB
many_mutilated v21 1771 games, 4409068 moves, e=0.010, loss: 2.5, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.810, 6.697 sec/game, 57.9 min. total, 779.8 MB
many_mutilated v21 1772 games, 4412174 moves, e=0.010, loss: 2.7, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.802, 6.690 sec/game, 58.0 min. total, 779.1 MB
many_mutilated v21 1773 games, 4415248 moves, e=0.010, loss: 3.0, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.796, 6.657 sec/game, 58.1 min. total, 779.0 MB
many_mutilated v21 1774 games, 4417909 moves, e=0.010, loss: 3.1, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.792, 6.559 sec/game, 58.2 min. total, 777.1 MB
many_mutilated v21 1775 games, 4420758 moves, e=0.010, loss: 3.5, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.783, 6.485 sec/game, 58.3 min. total, 777.9 MB
many_mutilated v21 1776 games, 4424389 moves, e=0.010, loss: 3.3, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.775, 6.490 sec/game, 58.4 min. total, 778.0 MB
many_mutilated v21 1777 games, 4427681 moves, e=0.010, loss: 3.0, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.770, 6.449 sec/game, 58.5 min. total, 780.6 MB
many_mutilated v21 1778 games, 4431732 moves, e=0.010, loss: 2.4, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.758, 6.456 sec/game, 58.6 min. total, 782.1 MB
many_mutilated v21 1779 games, 4435088 moves, e=0.010, loss: 2.4, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.749, 6.434 sec/game, 58.7 min. total, 783.3 MB
many_mutilated v21 1780 games, 4438689 moves, e=0.010, loss: 2.7, -, 1.2% elo% vs. terrible_bot, avg. reward: -0.739, 6.427 sec/game, 58.8 min. total, 784.4 MB
many_mutilated v21 1781 games, 4441981 moves, e=0.010, loss: 2.8, +, 1.4% elo% vs. terrible_bot, avg. reward: -0.733, 6.399 sec/game, 58.9 min. total, 785.0 MB
many_mutilated v21 1782 games, 4445231 moves, e=0.010, loss: 2.9, -, 1.4% elo% vs. terrible_bot, avg. reward: -0.725, 6.388 sec/game, 59.0 min. total, 784.9 MB
many_mutilated v21 1783 games, 4448761 moves, e=0.010, loss: 2.9, -, 1.4% elo% vs. terrible_bot, avg. reward: -0.717, 6.406 sec/game, 59.2 min. total, 784.9 MB
many_mutilated v21 1784 games, 4452272 moves, e=0.010, loss: 3.2, -, 1.4% elo% vs. terrible_bot, avg. reward: -0.711, 6.426 sec/game, 59.3 min. total, 786.2 MB
many_mutilated v21 1785 games, 4455840 moves, e=0.010, loss: 3.0, -, 1.4% elo% vs. terrible_bot, avg. reward: -0.702, 6.415 sec/game, 59.4 min. total, 786.4 MB
many_mutilated v21 1786 games, 4459108 moves, e=0.010, loss: 3.1, -, 1.4% elo% vs. terrible_bot, avg. reward: -0.697, 6.392 sec/game, 59.5 min. total, 789.6 MB
many_mutilated v21 1787 games, 4462803 moves, e=0.010, loss: 2.9, -, 1.4% elo% vs. terrible_bot, avg. reward: -0.689, 6.442 sec/game, 59.6 min. total, 788.0 MB
many_mutilated v21 1788 games, 4466125 moves, e=0.010, loss: 3.0, -, 1.4% elo% vs. terrible_bot, avg. reward: -0.682, 6.453 sec/game, 59.7 min. total, 788.7 MB
many_mutilated v21 1789 games, 4469888 moves, e=0.010, loss: 2.7, +, 1.7% elo% vs. terrible_bot, avg. reward: -0.676, 6.490 sec/game, 59.8 min. total, 790.0 MB
many_mutilated v21 1790 games, 4473301 moves, e=0.010, loss: 2.6, +, 2.0% elo% vs. terrible_bot, avg. reward: -0.665, 6.494 sec/game, 59.9 min. total, 789.7 MB
many_mutilated v21 1791 games, 4476175 moves, e=0.010, loss: 2.6, -, 2.0% elo% vs. terrible_bot, avg. reward: -0.659, 6.449 sec/game, 60.0 min. total, 788.8 MB
many_mutilated v21 1792 games, 4479386 moves, e=0.010, loss: 2.7, -, 2.0% elo% vs. terrible_bot, avg. reward: -0.654, 6.444 sec/game, 60.1 min. total, 789.0 MB
many_mutilated v21 1793 games, 4482597 moves, e=0.010, loss: 2.8, -, 2.0% elo% vs. terrible_bot, avg. reward: -0.649, 6.454 sec/game, 60.2 min. total, 791.2 MB
many_mutilated v21 1794 games, 4485744 moves, e=0.010, loss: 2.8, -, 2.0% elo% vs. terrible_bot, avg. reward: -0.643, 6.502 sec/game, 60.3 min. total, 791.5 MB
many_mutilated v21 1795 games, 4488987 moves, e=0.010, loss: 2.8, -, 2.0% elo% vs. terrible_bot, avg. reward: -0.637, 6.536 sec/game, 60.4 min. total, 791.5 MB
many_mutilated v21 1796 games, 4492200 moves, e=0.010, loss: 2.5, -, 2.0% elo% vs. terrible_bot, avg. reward: -0.632, 6.515 sec/game, 60.6 min. total, 791.9 MB
many_mutilated v21 1797 games, 4495471 moves, e=0.010, loss: 2.4, +, 2.4% elo% vs. terrible_bot, avg. reward: -0.625, 6.509 sec/game, 60.7 min. total, 793.0 MB
many_mutilated v21 1798 games, 4499516 moves, e=0.010, loss: 2.2, ., 2.6% elo% vs. terrible_bot, avg. reward: -0.619, 6.528 sec/game, 60.8 min. total, 795.6 MB
many_mutilated v21 1799 games, 4503449 moves, e=0.010, loss: 2.2, -, 2.6% elo% vs. terrible_bot, avg. reward: -0.613, 6.572 sec/game, 60.9 min. total, 793.0 MB
many_mutilated v21 1800 games, 4506633 moves, e=0.010, loss: 2.1, -, 2.6% elo% vs. terrible_bot, avg. reward: -0.609, 6.537 sec/game, 61.0 min. total, 793.6 MB
many_mutilated v21 1801 games, 4510243 moves, e=0.010, loss: 2.1, -, 2.5% elo% vs. terrible_bot, avg. reward: -0.604, 6.570 sec/game, 61.1 min. total, 798.1 MB
many_mutilated v21 1802 games, 4513723 moves, e=0.010, loss: 2.3, -, 2.5% elo% vs. terrible_bot, avg. reward: -0.596, 6.588 sec/game, 61.2 min. total, 799.5 MB
many_mutilated v21 1803 games, 4517163 moves, e=0.010, loss: 2.3, ., 2.8% elo% vs. terrible_bot, avg. reward: -0.588, 6.585 sec/game, 61.4 min. total, 799.3 MB
many_mutilated v21 1804 games, 4520653 moves, e=0.010, loss: 2.7, +, 3.3% elo% vs. terrible_bot, avg. reward: -0.580, 6.576 sec/game, 61.5 min. total, 801.6 MB
many_mutilated v21 1805 games, 4523929 moves, e=0.010, loss: 3.2, ., 3.6% elo% vs. terrible_bot, avg. reward: -0.572, 6.559 sec/game, 61.6 min. total, 800.7 MB
many_mutilated v21 1806 games, 4527300 moves, e=0.010, loss: 2.9, -, 3.5% elo% vs. terrible_bot, avg. reward: -0.567, 6.585 sec/game, 61.7 min. total, 801.1 MB
many_mutilated v21 1807 games, 4531033 moves, e=0.010, loss: 2.9, -, 3.5% elo% vs. terrible_bot, avg. reward: -0.560, 6.584 sec/game, 61.8 min. total, 800.7 MB
many_mutilated v21 1808 games, 4534502 moves, e=0.010, loss: 2.7, -, 3.5% elo% vs. terrible_bot, avg. reward: -0.552, 6.599 sec/game, 61.9 min. total, 802.3 MB
many_mutilated v21 1809 games, 4538420 moves, e=0.010, loss: 2.2, -, 3.5% elo% vs. terrible_bot, avg. reward: -0.543, 6.601 sec/game, 62.0 min. total, 800.8 MB
many_mutilated v21 1810 games, 4542162 moves, e=0.010, loss: 2.0, -, 3.5% elo% vs. terrible_bot, avg. reward: -0.533, 6.641 sec/game, 62.2 min. total, 803.5 MB
many_mutilated v21 1811 games, 4545885 moves, e=0.010, loss: 1.9, -, 3.4% elo% vs. terrible_bot, avg. reward: -0.524, 6.708 sec/game, 62.3 min. total, 803.3 MB
many_mutilated v21 1812 games, 4549485 moves, e=0.010, loss: 1.9, -, 3.4% elo% vs. terrible_bot, avg. reward: -0.517, 6.740 sec/game, 62.4 min. total, 804.1 MB
many_mutilated v21 1813 games, 4553108 moves, e=0.010, loss: 2.1, +, 4.0% elo% vs. terrible_bot, avg. reward: -0.510, 6.785 sec/game, 62.5 min. total, 804.3 MB
many_mutilated v21 1814 games, 4556898 moves, e=0.010, loss: 2.0, -, 4.0% elo% vs. terrible_bot, avg. reward: -0.506, 6.841 sec/game, 62.6 min. total, 804.2 MB
many_mutilated v21 1815 games, 4560602 moves, e=0.010, loss: 2.1, -, 4.0% elo% vs. terrible_bot, avg. reward: -0.499, 6.873 sec/game, 62.7 min. total, 804.5 MB
many_mutilated v21 1816 games, 4564396 moves, e=0.010, loss: 1.6, -, 4.0% elo% vs. terrible_bot, avg. reward: -0.493, 6.907 sec/game, 62.9 min. total, 806.5 MB
many_mutilated v21 1817 games, 4568216 moves, e=0.010, loss: 1.8, +, 4.7% elo% vs. terrible_bot, avg. reward: -0.488, 6.966 sec/game, 63.0 min. total, 807.5 MB
many_mutilated v21 1818 games, 4572357 moves, e=0.010, loss: 1.9, +, 5.5% elo% vs. terrible_bot, avg. reward: -0.482, 6.956 sec/game, 63.1 min. total, 807.0 MB
many_mutilated v21 1819 games, 4576153 moves, e=0.010, loss: 1.8, +, 6.5% elo% vs. terrible_bot, avg. reward: -0.479, 6.948 sec/game, 63.2 min. total, 807.6 MB
many_mutilated v21 1820 games, 4580488 moves, e=0.010, loss: 1.7, -, 6.5% elo% vs. terrible_bot, avg. reward: -0.472, 7.057 sec/game, 63.4 min. total, 807.3 MB
many_mutilated v21 1821 games, 4584582 moves, e=0.010, loss: 1.7, ., 7.0% elo% vs. terrible_bot, avg. reward: -0.466, 7.099 sec/game, 63.5 min. total, 807.3 MB
many_mutilated v21 1822 games, 4588581 moves, e=0.010, loss: 1.5, +, 8.2% elo% vs. terrible_bot, avg. reward: -0.459, 7.137 sec/game, 63.6 min. total, 807.3 MB
many_mutilated v21 1823 games, 4592368 moves, e=0.010, loss: 1.6, -, 8.0% elo% vs. terrible_bot, avg. reward: -0.450, 7.162 sec/game, 63.7 min. total, 810.2 MB
many_mutilated v21 1824 games, 4596293 moves, e=0.010, loss: 1.6, ., 8.6% elo% vs. terrible_bot, avg. reward: -0.443, 7.211 sec/game, 63.9 min. total, 809.5 MB
many_mutilated v21 1825 games, 4600622 moves, e=0.010, loss: 1.6, -, 8.5% elo% vs. terrible_bot, avg. reward: -0.434, 7.297 sec/game, 64.0 min. total, 811.9 MB
many_mutilated v21 1826 games, 4604460 moves, e=0.010, loss: 1.9, -, 8.4% elo% vs. terrible_bot, avg. reward: -0.424, 7.327 sec/game, 64.1 min. total, 811.5 MB
many_mutilated v21 1827 games, 4608757 moves, e=0.010, loss: 1.4, +, 9.8% elo% vs. terrible_bot, avg. reward: -0.415, 7.368 sec/game, 64.3 min. total, 811.0 MB
many_mutilated v21 1828 games, 4612519 moves, e=0.010, loss: 1.5, +, 11.3% elo% vs. terrible_bot, avg. reward: -0.407, 7.399 sec/game, 64.4 min. total, 809.8 MB
many_mutilated v21 1829 games, 4616800 moves, e=0.010, loss: 1.5, +, 13.1% elo% vs. terrible_bot, avg. reward: -0.399, 7.415 sec/game, 64.5 min. total, 812.1 MB
many_mutilated v21 1830 games, 4620978 moves, e=0.010, loss: 1.5, -, 12.8% elo% vs. terrible_bot, avg. reward: -0.395, 7.455 sec/game, 64.6 min. total, 813.6 MB
many_mutilated v21 1831 games, 4624740 moves, e=0.010, loss: 1.7, +, 14.7% elo% vs. terrible_bot, avg. reward: -0.392, 7.455 sec/game, 64.8 min. total, 813.9 MB
many_mutilated v21 1832 games, 4629051 moves, e=0.010, loss: 1.7, -, 14.4% elo% vs. terrible_bot, avg. reward: -0.388, 7.524 sec/game, 64.9 min. total, 815.3 MB
many_mutilated v21 1833 games, 4633489 moves, e=0.010, loss: 1.4, -, 14.1% elo% vs. terrible_bot, avg. reward: -0.385, 7.596 sec/game, 65.0 min. total, 814.6 MB
many_mutilated v21 1834 games, 4637785 moves, e=0.010, loss: 1.2, ., 14.9% elo% vs. terrible_bot, avg. reward: -0.379, 7.631 sec/game, 65.2 min. total, 814.9 MB
many_mutilated v21 1835 games, 4641808 moves, e=0.010, loss: 1.4, -, 14.5% elo% vs. terrible_bot, avg. reward: -0.375, 7.666 sec/game, 65.3 min. total, 816.6 MB
many_mutilated v21 1836 games, 4646083 moves, e=0.010, loss: 1.4, +, 16.6% elo% vs. terrible_bot, avg. reward: -0.370, 7.711 sec/game, 65.4 min. total, 817.6 MB
many_mutilated v21 1837 games, 4650240 moves, e=0.010, loss: 1.6, +, 18.8% elo% vs. terrible_bot, avg. reward: -0.364, 7.737 sec/game, 65.6 min. total, 818.4 MB
many_mutilated v21 1838 games, 4654499 moves, e=0.010, loss: 1.4, -, 18.3% elo% vs. terrible_bot, avg. reward: -0.361, 7.748 sec/game, 65.7 min. total, 820.0 MB
many_mutilated v21 1839 games, 4658594 moves, e=0.010, loss: 1.1, -, 17.8% elo% vs. terrible_bot, avg. reward: -0.357, 7.772 sec/game, 65.8 min. total, 818.8 MB
many_mutilated v21 1840 games, 4662556 moves, e=0.010, loss: 1.7, -, 17.3% elo% vs. terrible_bot, avg. reward: -0.352, 7.726 sec/game, 65.9 min. total, 820.9 MB
many_mutilated v21 1841 games, 4666033 moves, e=0.010, loss: 1.9, +, 19.6% elo% vs. terrible_bot, avg. reward: -0.351, 7.670 sec/game, 66.1 min. total, 822.3 MB
many_mutilated v21 1842 games, 4670201 moves, e=0.010, loss: 1.8, +, 22.1% elo% vs. terrible_bot, avg. reward: -0.344, 7.690 sec/game, 66.2 min. total, 822.5 MB
many_mutilated v21 1843 games, 4673548 moves, e=0.010, loss: 2.1, +, 24.7% elo% vs. terrible_bot, avg. reward: -0.345, 7.662 sec/game, 66.3 min. total, 822.6 MB
many_mutilated v21 1844 games, 4677043 moves, e=0.010, loss: 1.9, -, 23.8% elo% vs. terrible_bot, avg. reward: -0.345, 7.612 sec/game, 66.4 min. total, 823.8 MB
many_mutilated v21 1845 games, 4680913 moves, e=0.010, loss: 2.2, ., 24.7% elo% vs. terrible_bot, avg. reward: -0.342, 7.566 sec/game, 66.5 min. total, 826.8 MB
many_mutilated v21 1846 games, 4684501 moves, e=0.010, loss: 1.9, -, 23.9% elo% vs. terrible_bot, avg. reward: -0.342, 7.548 sec/game, 66.6 min. total, 824.8 MB
many_mutilated v21 1847 games, 4688211 moves, e=0.010, loss: 2.0, +, 26.5% elo% vs. terrible_bot, avg. reward: -0.342, 7.504 sec/game, 66.8 min. total, 827.0 MB
many_mutilated v21 1848 games, 4692256 moves, e=0.010, loss: 1.8, -, 25.6% elo% vs. terrible_bot, avg. reward: -0.341, 7.527 sec/game, 66.9 min. total, 826.2 MB
many_mutilated v21 1849 games, 4696109 moves, e=0.010, loss: 1.7, -, 24.7% elo% vs. terrible_bot, avg. reward: -0.340, 7.495 sec/game, 67.0 min. total, 825.9 MB
many_mutilated v21 1850 games, 4700328 moves, e=0.010, loss: 1.7, ., 25.6% elo% vs. terrible_bot, avg. reward: -0.337, 7.488 sec/game, 67.1 min. total, 826.3 MB
many_mutilated v21 1851 games, 4704575 moves, e=0.010, loss: 1.4, +, 28.3% elo% vs. terrible_bot, avg. reward: -0.337, 7.532 sec/game, 67.3 min. total, 825.8 MB
many_mutilated v21 1852 games, 4708593 moves, e=0.010, loss: 1.7, -, 27.2% elo% vs. terrible_bot, avg. reward: -0.335, 7.500 sec/game, 67.4 min. total, 825.9 MB
many_mutilated v21 1853 games, 4712258 moves, e=0.010, loss: 1.6, +, 29.9% elo% vs. terrible_bot, avg. reward: -0.333, 7.433 sec/game, 67.5 min. total, 828.2 MB
many_mutilated v21 1854 games, 4715803 moves, e=0.010, loss: 1.8, +, 32.7% elo% vs. terrible_bot, avg. reward: -0.335, 7.380 sec/game, 67.6 min. total, 829.5 MB
many_mutilated v21 1855 games, 4719521 moves, e=0.010, loss: 1.9, +, 35.5% elo% vs. terrible_bot, avg. reward: -0.335, 7.352 sec/game, 67.7 min. total, 830.3 MB
many_mutilated v21 1856 games, 4723506 moves, e=0.010, loss: 1.4, ., 36.1% elo% vs. terrible_bot, avg. reward: -0.333, 7.319 sec/game, 67.9 min. total, 830.8 MB
many_mutilated v21 1857 games, 4727346 moves, e=0.010, loss: 1.3, -, 34.6% elo% vs. terrible_bot, avg. reward: -0.335, 7.291 sec/game, 68.0 min. total, 830.5 MB
many_mutilated v21 1858 games, 4731286 moves, e=0.010, loss: 1.3, +, 37.4% elo% vs. terrible_bot, avg. reward: -0.336, 7.270 sec/game, 68.1 min. total, 829.5 MB
many_mutilated v21 1859 games, 4735142 moves, e=0.010, loss: 1.7, -, 35.8% elo% vs. terrible_bot, avg. reward: -0.337, 7.241 sec/game, 68.2 min. total, 830.9 MB
many_mutilated v21 1860 games, 4739042 moves, e=0.010, loss: 2.0, +, 38.5% elo% vs. terrible_bot, avg. reward: -0.338, 7.236 sec/game, 68.4 min. total, 832.4 MB
many_mutilated v21 1861 games, 4742600 moves, e=0.010, loss: 2.2, +, 41.3% elo% vs. terrible_bot, avg. reward: -0.338, 7.245 sec/game, 68.5 min. total, 832.9 MB
many_mutilated v21 1862 games, 4746153 moves, e=0.010, loss: 1.9, +, 43.9% elo% vs. terrible_bot, avg. reward: -0.339, 7.191 sec/game, 68.6 min. total, 833.9 MB
many_mutilated v21 1863 games, 4749871 moves, e=0.010, loss: 1.5, +, 46.5% elo% vs. terrible_bot, avg. reward: -0.338, 7.219 sec/game, 68.7 min. total, 836.3 MB
many_mutilated v21 1864 games, 4753650 moves, e=0.010, loss: 1.3, +, 48.9% elo% vs. terrible_bot, avg. reward: -0.338, 7.243 sec/game, 68.8 min. total, 835.9 MB
many_mutilated v21 1865 games, 4757241 moves, e=0.010, loss: 1.7, ., 49.0% elo% vs. terrible_bot, avg. reward: -0.340, 7.221 sec/game, 68.9 min. total, 835.7 MB
many_mutilated v21 1866 games, 4760837 moves, e=0.010, loss: 1.7, -, 46.7% elo% vs. terrible_bot, avg. reward: -0.338, 7.223 sec/game, 69.0 min. total, 837.2 MB
many_mutilated v21 1867 games, 4764913 moves, e=0.010, loss: 1.4, -, 44.6% elo% vs. terrible_bot, avg. reward: -0.337, 7.255 sec/game, 69.2 min. total, 836.9 MB
many_mutilated v21 1868 games, 4768527 moves, e=0.010, loss: 1.6, -, 42.6% elo% vs. terrible_bot, avg. reward: -0.336, 7.219 sec/game, 69.3 min. total, 836.7 MB
many_mutilated v21 1869 games, 4772497 moves, e=0.010, loss: 1.8, -, 40.7% elo% vs. terrible_bot, avg. reward: -0.338, 7.230 sec/game, 69.4 min. total, 835.5 MB
many_mutilated v21 1870 games, 4776509 moves, e=0.010, loss: 1.6, -, 38.9% elo% vs. terrible_bot, avg. reward: -0.338, 7.214 sec/game, 69.5 min. total, 836.4 MB
many_mutilated v21 1871 games, 4780328 moves, e=0.010, loss: 1.6, -, 37.2% elo% vs. terrible_bot, avg. reward: -0.338, 7.177 sec/game, 69.7 min. total, 835.4 MB
many_mutilated v21 1872 games, 4784186 moves, e=0.010, loss: 1.9, -, 35.6% elo% vs. terrible_bot, avg. reward: -0.337, 7.165 sec/game, 69.8 min. total, 836.7 MB
many_mutilated v21 1873 games, 4787699 moves, e=0.010, loss: 2.0, -, 34.1% elo% vs. terrible_bot, avg. reward: -0.335, 7.137 sec/game, 69.9 min. total, 841.1 MB
