grappling_amnesty v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.4 MB
grappling_amnesty v11 742 games, 697083 moves, e=0.310, loss: 3.8, -, 12.6% elo% vs. simple_bot, avg. reward: -2.553, 2.004 sec/game, 29.1 min. total, 601.9 MB
grappling_amnesty v11 743 games, 698455 moves, e=0.309, loss: 3.9, -, 12.4% elo% vs. simple_bot, avg. reward: -2.545, 2.011 sec/game, 29.1 min. total, 601.9 MB
grappling_amnesty v11 744 games, 699602 moves, e=0.307, loss: 3.8, -, 12.1% elo% vs. simple_bot, avg. reward: -2.547, 2.003 sec/game, 29.1 min. total, 600.8 MB
grappling_amnesty v11 745 games, 700923 moves, e=0.306, loss: 3.9, -, 11.9% elo% vs. simple_bot, avg. reward: -2.543, 1.999 sec/game, 29.2 min. total, 603.3 MB
grappling_amnesty v11 746 games, 702182 moves, e=0.305, loss: 3.9, -, 11.7% elo% vs. simple_bot, avg. reward: -2.534, 2.011 sec/game, 29.2 min. total, 603.8 MB
grappling_amnesty v11 747 games, 703394 moves, e=0.304, loss: 3.9, -, 11.4% elo% vs. simple_bot, avg. reward: -2.532, 2.001 sec/game, 29.2 min. total, 601.9 MB
grappling_amnesty v11 748 games, 704584 moves, e=0.302, loss: 3.8, -, 11.2% elo% vs. simple_bot, avg. reward: -2.521, 1.994 sec/game, 29.3 min. total, 602.8 MB
grappling_amnesty v11 749 games, 705983 moves, e=0.301, loss: 3.5, -, 11.0% elo% vs. simple_bot, avg. reward: -2.505, 2.000 sec/game, 29.3 min. total, 602.8 MB
grappling_amnesty v11 750 games, 707444 moves, e=0.300, loss: 3.4, -, 10.8% elo% vs. simple_bot, avg. reward: -2.496, 1.984 sec/game, 29.3 min. total, 603.6 MB
grappling_amnesty v11 751 games, 708811 moves, e=0.298, loss: 3.5, -, 10.6% elo% vs. simple_bot, avg. reward: -2.478, 1.995 sec/game, 29.4 min. total, 603.0 MB
grappling_amnesty v11 752 games, 710012 moves, e=0.297, loss: 3.6, -, 10.4% elo% vs. simple_bot, avg. reward: -2.472, 1.980 sec/game, 29.4 min. total, 604.9 MB
grappling_amnesty v11 753 games, 711298 moves, e=0.296, loss: 3.6, -, 10.3% elo% vs. simple_bot, avg. reward: -2.463, 2.008 sec/game, 29.4 min. total, 605.6 MB
grappling_amnesty v11 754 games, 712710 moves, e=0.294, loss: 3.6, -, 10.1% elo% vs. simple_bot, avg. reward: -2.444, 2.015 sec/game, 29.5 min. total, 604.7 MB
grappling_amnesty v11 755 games, 714001 moves, e=0.293, loss: 3.5, -, 9.9% elo% vs. simple_bot, avg. reward: -2.439, 2.019 sec/game, 29.5 min. total, 604.3 MB
grappling_amnesty v11 756 games, 715212 moves, e=0.292, loss: 3.7, -, 9.8% elo% vs. simple_bot, avg. reward: -2.440, 2.012 sec/game, 29.5 min. total, 605.3 MB
grappling_amnesty v11 757 games, 716472 moves, e=0.291, loss: 3.6, -, 9.6% elo% vs. simple_bot, avg. reward: -2.433, 2.007 sec/game, 29.6 min. total, 606.5 MB
grappling_amnesty v11 758 games, 717811 moves, e=0.289, loss: 3.5, -, 9.5% elo% vs. simple_bot, avg. reward: -2.432, 2.018 sec/game, 29.6 min. total, 606.2 MB
grappling_amnesty v11 759 games, 719229 moves, e=0.288, loss: 3.5, -, 9.3% elo% vs. simple_bot, avg. reward: -2.421, 2.017 sec/game, 29.6 min. total, 608.1 MB
grappling_amnesty v11 760 games, 720466 moves, e=0.287, loss: 3.8, -, 9.2% elo% vs. simple_bot, avg. reward: -2.409, 2.024 sec/game, 29.7 min. total, 608.4 MB
grappling_amnesty v11 761 games, 721886 moves, e=0.285, loss: 3.7, -, 9.0% elo% vs. simple_bot, avg. reward: -2.400, 2.030 sec/game, 29.7 min. total, 608.0 MB
grappling_amnesty v11 762 games, 723033 moves, e=0.284, loss: 3.6, -, 8.9% elo% vs. simple_bot, avg. reward: -2.402, 2.027 sec/game, 29.7 min. total, 608.4 MB
grappling_amnesty v11 763 games, 724181 moves, e=0.283, loss: 3.9, -, 8.8% elo% vs. simple_bot, avg. reward: -2.400, 2.012 sec/game, 29.8 min. total, 607.2 MB
grappling_amnesty v11 764 games, 725407 moves, e=0.282, loss: 3.8, -, 8.6% elo% vs. simple_bot, avg. reward: -2.400, 2.020 sec/game, 29.8 min. total, 608.1 MB
grappling_amnesty v11 765 games, 726691 moves, e=0.281, loss: 3.9, -, 8.5% elo% vs. simple_bot, avg. reward: -2.400, 2.015 sec/game, 29.8 min. total, 608.6 MB
grappling_amnesty v11 766 games, 728036 moves, e=0.279, loss: 3.7, -, 8.4% elo% vs. simple_bot, avg. reward: -2.394, 2.014 sec/game, 29.9 min. total, 608.2 MB
grappling_amnesty v11 767 games, 729410 moves, e=0.278, loss: 3.7, -, 8.3% elo% vs. simple_bot, avg. reward: -2.392, 2.023 sec/game, 29.9 min. total, 609.8 MB
grappling_amnesty v11 768 games, 730929 moves, e=0.276, loss: 3.9, ., 8.9% elo% vs. simple_bot, avg. reward: -2.384, 2.049 sec/game, 29.9 min. total, 609.7 MB
grappling_amnesty v11 769 games, 732258 moves, e=0.275, loss: 3.9, -, 8.7% elo% vs. simple_bot, avg. reward: -2.374, 2.042 sec/game, 30.0 min. total, 610.7 MB
grappling_amnesty v11 770 games, 733563 moves, e=0.274, loss: 4.1, -, 8.6% elo% vs. simple_bot, avg. reward: -2.374, 2.034 sec/game, 30.0 min. total, 609.3 MB
grappling_amnesty v11 771 games, 734894 moves, e=0.272, loss: 4.2, -, 8.5% elo% vs. simple_bot, avg. reward: -2.363, 2.031 sec/game, 30.0 min. total, 610.7 MB
grappling_amnesty v11 772 games, 736197 moves, e=0.271, loss: 4.0, -, 8.4% elo% vs. simple_bot, avg. reward: -2.359, 2.040 sec/game, 30.1 min. total, 610.3 MB
grappling_amnesty v11 773 games, 737538 moves, e=0.270, loss: 3.9, -, 8.2% elo% vs. simple_bot, avg. reward: -2.361, 2.026 sec/game, 30.1 min. total, 610.7 MB
grappling_amnesty v11 774 games, 739081 moves, e=0.268, loss: 3.6, -, 8.1% elo% vs. simple_bot, avg. reward: -2.344, 2.034 sec/game, 30.1 min. total, 613.0 MB
grappling_amnesty v11 775 games, 740415 moves, e=0.267, loss: 3.8, -, 8.0% elo% vs. simple_bot, avg. reward: -2.337, 2.031 sec/game, 30.2 min. total, 611.2 MB
grappling_amnesty v11 776 games, 741831 moves, e=0.266, loss: 3.8, -, 7.9% elo% vs. simple_bot, avg. reward: -2.329, 2.046 sec/game, 30.2 min. total, 612.2 MB
grappling_amnesty v11 777 games, 743077 moves, e=0.264, loss: 3.7, -, 7.8% elo% vs. simple_bot, avg. reward: -2.331, 2.045 sec/game, 30.2 min. total, 610.9 MB
grappling_amnesty v11 778 games, 744460 moves, e=0.263, loss: 3.5, -, 7.7% elo% vs. simple_bot, avg. reward: -2.327, 2.052 sec/game, 30.3 min. total, 612.2 MB
grappling_amnesty v11 779 games, 745773 moves, e=0.262, loss: 3.7, -, 7.6% elo% vs. simple_bot, avg. reward: -2.326, 2.045 sec/game, 30.3 min. total, 612.4 MB
grappling_amnesty v11 780 games, 747037 moves, e=0.260, loss: 4.1, -, 7.5% elo% vs. simple_bot, avg. reward: -2.318, 2.049 sec/game, 30.4 min. total, 614.9 MB
grappling_amnesty v11 781 games, 748209 moves, e=0.259, loss: 4.1, -, 7.4% elo% vs. simple_bot, avg. reward: -2.323, 2.031 sec/game, 30.4 min. total, 615.2 MB
grappling_amnesty v11 782 games, 749696 moves, e=0.258, loss: 3.9, -, 7.3% elo% vs. simple_bot, avg. reward: -2.320, 2.055 sec/game, 30.4 min. total, 616.1 MB
grappling_amnesty v11 783 games, 751177 moves, e=0.256, loss: 3.8, -, 7.2% elo% vs. simple_bot, avg. reward: -2.311, 2.071 sec/game, 30.5 min. total, 614.7 MB
grappling_amnesty v11 784 games, 752669 moves, e=0.255, loss: 3.8, -, 7.1% elo% vs. simple_bot, avg. reward: -2.297, 2.087 sec/game, 30.5 min. total, 614.8 MB
grappling_amnesty v11 785 games, 754059 moves, e=0.253, loss: 3.9, -, 7.1% elo% vs. simple_bot, avg. reward: -2.289, 2.096 sec/game, 30.5 min. total, 615.3 MB
grappling_amnesty v11 786 games, 755197 moves, e=0.252, loss: 4.0, -, 7.0% elo% vs. simple_bot, avg. reward: -2.293, 2.075 sec/game, 30.6 min. total, 615.4 MB
grappling_amnesty v11 787 games, 756668 moves, e=0.251, loss: 4.0, -, 6.9% elo% vs. simple_bot, avg. reward: -2.286, 2.082 sec/game, 30.6 min. total, 614.8 MB
grappling_amnesty v11 788 games, 758065 moves, e=0.250, loss: 4.1, -, 6.8% elo% vs. simple_bot, avg. reward: -2.282, 2.073 sec/game, 30.6 min. total, 616.3 MB
grappling_amnesty v11 789 games, 759574 moves, e=0.248, loss: 3.8, -, 6.7% elo% vs. simple_bot, avg. reward: -2.268, 2.088 sec/game, 30.7 min. total, 615.7 MB
grappling_amnesty v11 790 games, 761255 moves, e=0.246, loss: 3.6, -, 6.6% elo% vs. simple_bot, avg. reward: -2.259, 2.114 sec/game, 30.7 min. total, 617.6 MB
grappling_amnesty v11 791 games, 762731 moves, e=0.245, loss: 3.5, -, 6.6% elo% vs. simple_bot, avg. reward: -2.247, 2.115 sec/game, 30.7 min. total, 618.8 MB
grappling_amnesty v11 792 games, 764208 moves, e=0.243, loss: 3.3, -, 6.5% elo% vs. simple_bot, avg. reward: -2.231, 2.130 sec/game, 30.8 min. total, 616.6 MB
grappling_amnesty v11 793 games, 765477 moves, e=0.242, loss: 3.4, -, 6.4% elo% vs. simple_bot, avg. reward: -2.225, 2.121 sec/game, 30.8 min. total, 620.7 MB
grappling_amnesty v11 794 games, 767021 moves, e=0.241, loss: 3.3, -, 6.4% elo% vs. simple_bot, avg. reward: -2.214, 2.125 sec/game, 30.9 min. total, 619.4 MB
grappling_amnesty v11 795 games, 768175 moves, e=0.240, loss: 3.5, -, 6.3% elo% vs. simple_bot, avg. reward: -2.215, 2.114 sec/game, 30.9 min. total, 619.9 MB
grappling_amnesty v11 796 games, 769521 moves, e=0.238, loss: 3.5, -, 6.2% elo% vs. simple_bot, avg. reward: -2.204, 2.106 sec/game, 30.9 min. total, 619.4 MB
grappling_amnesty v11 797 games, 770723 moves, e=0.237, loss: 3.7, -, 6.1% elo% vs. simple_bot, avg. reward: -2.206, 2.103 sec/game, 31.0 min. total, 620.7 MB
grappling_amnesty v11 798 games, 772135 moves, e=0.236, loss: 3.8, -, 6.1% elo% vs. simple_bot, avg. reward: -2.203, 2.099 sec/game, 31.0 min. total, 620.8 MB
grappling_amnesty v11 799 games, 773531 moves, e=0.234, loss: 4.2, -, 6.0% elo% vs. simple_bot, avg. reward: -2.196, 2.106 sec/game, 31.0 min. total, 618.7 MB
grappling_amnesty v11 800 games, 774675 moves, e=0.233, loss: 4.1, -, 6.0% elo% vs. simple_bot, avg. reward: -2.196, 2.094 sec/game, 31.1 min. total, 621.6 MB
grappling_amnesty v12 801 games, 776126 moves, e=0.232, loss: 4.3, -, 47.7% elo% vs. simple_bot, avg. reward: -2.193, 2.116 sec/game, 31.1 min. total, 621.4 MB
grappling_amnesty v12 802 games, 777443 moves, e=0.230, loss: 4.3, -, 45.5% elo% vs. simple_bot, avg. reward: -2.187, 2.100 sec/game, 31.1 min. total, 622.6 MB
grappling_amnesty v12 803 games, 778763 moves, e=0.229, loss: 4.3, -, 43.4% elo% vs. simple_bot, avg. reward: -2.190, 2.099 sec/game, 31.2 min. total, 620.8 MB
grappling_amnesty v12 804 games, 780111 moves, e=0.228, loss: 4.3, -, 41.5% elo% vs. simple_bot, avg. reward: -2.170, 2.082 sec/game, 31.2 min. total, 622.4 MB
grappling_amnesty v12 805 games, 781782 moves, e=0.226, loss: 4.3, -, 39.6% elo% vs. simple_bot, avg. reward: -2.158, 2.100 sec/game, 31.2 min. total, 622.2 MB
grappling_amnesty v12 806 games, 783098 moves, e=0.225, loss: 4.3, -, 37.9% elo% vs. simple_bot, avg. reward: -2.151, 2.115 sec/game, 31.3 min. total, 621.9 MB
grappling_amnesty v12 807 games, 784442 moves, e=0.223, loss: 4.1, -, 36.3% elo% vs. simple_bot, avg. reward: -2.146, 2.106 sec/game, 31.3 min. total, 620.8 MB
grappling_amnesty v12 808 games, 785945 moves, e=0.222, loss: 3.8, -, 34.8% elo% vs. simple_bot, avg. reward: -2.133, 2.112 sec/game, 31.3 min. total, 622.2 MB
grappling_amnesty v12 809 games, 787280 moves, e=0.221, loss: 3.4, -, 33.3% elo% vs. simple_bot, avg. reward: -2.129, 2.098 sec/game, 31.4 min. total, 623.1 MB
grappling_amnesty v12 810 games, 788907 moves, e=0.219, loss: 3.5, -, 32.0% elo% vs. simple_bot, avg. reward: -2.121, 2.098 sec/game, 31.4 min. total, 623.5 MB
grappling_amnesty v12 811 games, 790228 moves, e=0.218, loss: 3.6, -, 30.7% elo% vs. simple_bot, avg. reward: -2.117, 2.088 sec/game, 31.4 min. total, 621.4 MB
grappling_amnesty v12 812 games, 791827 moves, e=0.216, loss: 3.7, -, 29.5% elo% vs. simple_bot, avg. reward: -2.107, 2.096 sec/game, 31.5 min. total, 621.8 MB
grappling_amnesty v12 813 games, 793745 moves, e=0.214, loss: 3.5, -, 28.4% elo% vs. simple_bot, avg. reward: -2.094, 2.137 sec/game, 31.5 min. total, 623.5 MB
grappling_amnesty v12 814 games, 795140 moves, e=0.213, loss: 3.4, -, 27.3% elo% vs. simple_bot, avg. reward: -2.086, 2.124 sec/game, 31.6 min. total, 627.0 MB
grappling_amnesty v12 815 games, 796656 moves, e=0.211, loss: 3.0, -, 26.4% elo% vs. simple_bot, avg. reward: -2.078, 2.146 sec/game, 31.6 min. total, 626.2 MB
grappling_amnesty v12 816 games, 798069 moves, e=0.210, loss: 2.7, -, 25.4% elo% vs. simple_bot, avg. reward: -2.068, 2.152 sec/game, 31.6 min. total, 628.0 MB
grappling_amnesty v12 817 games, 799858 moves, e=0.208, loss: 2.9, -, 24.5% elo% vs. simple_bot, avg. reward: -2.057, 2.187 sec/game, 31.7 min. total, 627.6 MB
grappling_amnesty v12 818 games, 801245 moves, e=0.207, loss: 2.7, -, 23.7% elo% vs. simple_bot, avg. reward: -2.050, 2.188 sec/game, 31.7 min. total, 626.8 MB
grappling_amnesty v12 819 games, 802995 moves, e=0.205, loss: 2.8, -, 22.9% elo% vs. simple_bot, avg. reward: -2.035, 2.211 sec/game, 31.8 min. total, 627.7 MB
grappling_amnesty v12 820 games, 804360 moves, e=0.204, loss: 2.6, -, 22.2% elo% vs. simple_bot, avg. reward: -2.030, 2.232 sec/game, 31.8 min. total, 626.8 MB
grappling_amnesty v12 821 games, 805931 moves, e=0.202, loss: 2.6, -, 21.5% elo% vs. simple_bot, avg. reward: -2.018, 2.227 sec/game, 31.8 min. total, 626.6 MB
grappling_amnesty v12 822 games, 807424 moves, e=0.201, loss: 2.8, -, 20.8% elo% vs. simple_bot, avg. reward: -2.015, 2.241 sec/game, 31.9 min. total, 628.6 MB
grappling_amnesty v12 823 games, 808918 moves, e=0.199, loss: 2.9, -, 20.2% elo% vs. simple_bot, avg. reward: -2.004, 2.243 sec/game, 31.9 min. total, 628.7 MB
grappling_amnesty v12 824 games, 810551 moves, e=0.198, loss: 2.9, -, 19.6% elo% vs. simple_bot, avg. reward: -1.992, 2.267 sec/game, 31.9 min. total, 627.7 MB
grappling_amnesty v12 825 games, 811921 moves, e=0.196, loss: 2.9, -, 19.1% elo% vs. simple_bot, avg. reward: -1.990, 2.248 sec/game, 32.0 min. total, 627.3 MB
grappling_amnesty v12 826 games, 813468 moves, e=0.195, loss: 3.0, -, 18.5% elo% vs. simple_bot, avg. reward: -1.980, 2.265 sec/game, 32.0 min. total, 628.9 MB
grappling_amnesty v12 827 games, 814939 moves, e=0.193, loss: 3.0, -, 18.0% elo% vs. simple_bot, avg. reward: -1.974, 2.267 sec/game, 32.1 min. total, 628.4 MB
grappling_amnesty v12 828 games, 816459 moves, e=0.192, loss: 3.3, -, 17.5% elo% vs. simple_bot, avg. reward: -1.972, 2.268 sec/game, 32.1 min. total, 630.0 MB
grappling_amnesty v12 829 games, 818095 moves, e=0.190, loss: 3.1, -, 17.1% elo% vs. simple_bot, avg. reward: -1.965, 2.294 sec/game, 32.1 min. total, 628.7 MB
grappling_amnesty v12 830 games, 819596 moves, e=0.189, loss: 3.3, -, 16.6% elo% vs. simple_bot, avg. reward: -1.961, 2.284 sec/game, 32.2 min. total, 630.7 MB
grappling_amnesty v12 831 games, 821094 moves, e=0.187, loss: 3.3, -, 16.2% elo% vs. simple_bot, avg. reward: -1.955, 2.292 sec/game, 32.2 min. total, 631.3 MB
grappling_amnesty v12 832 games, 822336 moves, e=0.186, loss: 3.7, -, 15.8% elo% vs. simple_bot, avg. reward: -1.954, 2.268 sec/game, 32.2 min. total, 630.4 MB
grappling_amnesty v12 833 games, 823799 moves, e=0.184, loss: 3.8, -, 15.4% elo% vs. simple_bot, avg. reward: -1.947, 2.236 sec/game, 32.3 min. total, 631.6 MB
grappling_amnesty v12 834 games, 825429 moves, e=0.183, loss: 4.4, -, 15.1% elo% vs. simple_bot, avg. reward: -1.940, 2.251 sec/game, 32.3 min. total, 630.6 MB
grappling_amnesty v12 835 games, 826975 moves, e=0.181, loss: 4.2, -, 14.7% elo% vs. simple_bot, avg. reward: -1.937, 2.255 sec/game, 32.4 min. total, 631.9 MB
grappling_amnesty v12 836 games, 828346 moves, e=0.180, loss: 4.0, -, 14.4% elo% vs. simple_bot, avg. reward: -1.930, 2.256 sec/game, 32.4 min. total, 632.9 MB
grappling_amnesty v12 837 games, 829870 moves, e=0.178, loss: 4.0, -, 14.0% elo% vs. simple_bot, avg. reward: -1.919, 2.241 sec/game, 32.4 min. total, 633.7 MB
grappling_amnesty v12 838 games, 831286 moves, e=0.177, loss: 4.1, -, 13.7% elo% vs. simple_bot, avg. reward: -1.911, 2.243 sec/game, 32.5 min. total, 631.6 MB
grappling_amnesty v12 839 games, 832814 moves, e=0.176, loss: 4.0, -, 13.4% elo% vs. simple_bot, avg. reward: -1.907, 2.228 sec/game, 32.5 min. total, 631.6 MB
grappling_amnesty v12 840 games, 834114 moves, e=0.174, loss: 4.0, -, 13.1% elo% vs. simple_bot, avg. reward: -1.900, 2.217 sec/game, 32.5 min. total, 633.5 MB
grappling_amnesty v12 841 games, 835514 moves, e=0.173, loss: 3.7, -, 12.9% elo% vs. simple_bot, avg. reward: -1.896, 2.210 sec/game, 32.6 min. total, 633.9 MB
grappling_amnesty v12 842 games, 836790 moves, e=0.172, loss: 3.9, -, 12.6% elo% vs. simple_bot, avg. reward: -1.894, 2.194 sec/game, 32.6 min. total, 633.5 MB
grappling_amnesty v12 843 games, 838266 moves, e=0.170, loss: 3.9, -, 12.4% elo% vs. simple_bot, avg. reward: -1.889, 2.195 sec/game, 32.6 min. total, 633.5 MB
grappling_amnesty v12 844 games, 839657 moves, e=0.169, loss: 3.8, -, 12.1% elo% vs. simple_bot, avg. reward: -1.879, 2.179 sec/game, 32.7 min. total, 634.5 MB
grappling_amnesty v12 845 games, 840965 moves, e=0.167, loss: 4.1, -, 11.9% elo% vs. simple_bot, avg. reward: -1.870, 2.177 sec/game, 32.7 min. total, 634.9 MB
grappling_amnesty v12 846 games, 842411 moves, e=0.166, loss: 3.9, -, 11.7% elo% vs. simple_bot, avg. reward: -1.867, 2.170 sec/game, 32.7 min. total, 634.9 MB
grappling_amnesty v12 847 games, 843745 moves, e=0.165, loss: 4.0, -, 11.4% elo% vs. simple_bot, avg. reward: -1.856, 2.161 sec/game, 32.8 min. total, 635.8 MB
grappling_amnesty v12 848 games, 845243 moves, e=0.163, loss: 3.7, -, 11.2% elo% vs. simple_bot, avg. reward: -1.846, 2.167 sec/game, 32.8 min. total, 635.7 MB
grappling_amnesty v12 849 games, 846494 moves, e=0.162, loss: 3.6, -, 11.0% elo% vs. simple_bot, avg. reward: -1.844, 2.139 sec/game, 32.8 min. total, 635.3 MB
grappling_amnesty v12 850 games, 847723 moves, e=0.161, loss: 3.9, -, 10.8% elo% vs. simple_bot, avg. reward: -1.849, 2.114 sec/game, 32.9 min. total, 637.4 MB
grappling_amnesty v12 851 games, 849138 moves, e=0.159, loss: 3.5, -, 10.6% elo% vs. simple_bot, avg. reward: -1.845, 2.115 sec/game, 32.9 min. total, 635.2 MB
grappling_amnesty v12 852 games, 850674 moves, e=0.158, loss: 3.4, -, 10.4% elo% vs. simple_bot, avg. reward: -1.834, 2.132 sec/game, 33.0 min. total, 636.1 MB
grappling_amnesty v12 853 games, 852100 moves, e=0.156, loss: 3.3, -, 10.3% elo% vs. simple_bot, avg. reward: -1.824, 2.138 sec/game, 33.0 min. total, 636.8 MB
grappling_amnesty v12 854 games, 853364 moves, e=0.155, loss: 3.4, -, 10.1% elo% vs. simple_bot, avg. reward: -1.823, 2.107 sec/game, 33.0 min. total, 639.1 MB
grappling_amnesty v12 855 games, 854890 moves, e=0.154, loss: 3.3, -, 9.9% elo% vs. simple_bot, avg. reward: -1.817, 2.112 sec/game, 33.1 min. total, 639.7 MB
grappling_amnesty v12 856 games, 856381 moves, e=0.152, loss: 3.3, -, 9.8% elo% vs. simple_bot, avg. reward: -1.806, 2.119 sec/game, 33.1 min. total, 640.2 MB
grappling_amnesty v12 857 games, 857946 moves, e=0.151, loss: 2.9, -, 9.6% elo% vs. simple_bot, avg. reward: -1.796, 2.118 sec/game, 33.1 min. total, 637.6 MB
grappling_amnesty v12 858 games, 859589 moves, e=0.149, loss: 2.9, -, 9.5% elo% vs. simple_bot, avg. reward: -1.786, 2.131 sec/game, 33.2 min. total, 638.5 MB
grappling_amnesty v12 859 games, 860848 moves, e=0.148, loss: 2.9, -, 9.3% elo% vs. simple_bot, avg. reward: -1.786, 2.115 sec/game, 33.2 min. total, 639.7 MB
grappling_amnesty v12 860 games, 862178 moves, e=0.146, loss: 3.0, -, 9.2% elo% vs. simple_bot, avg. reward: -1.775, 2.119 sec/game, 33.2 min. total, 639.0 MB
grappling_amnesty v12 861 games, 863869 moves, e=0.145, loss: 3.1, -, 9.0% elo% vs. simple_bot, avg. reward: -1.771, 2.135 sec/game, 33.3 min. total, 638.6 MB
grappling_amnesty v12 862 games, 865212 moves, e=0.143, loss: 2.8, -, 8.9% elo% vs. simple_bot, avg. reward: -1.759, 2.145 sec/game, 33.3 min. total, 640.3 MB
grappling_amnesty v12 863 games, 866505 moves, e=0.142, loss: 2.8, -, 8.8% elo% vs. simple_bot, avg. reward: -1.750, 2.136 sec/game, 33.3 min. total, 639.4 MB
grappling_amnesty v12 864 games, 867925 moves, e=0.141, loss: 3.0, -, 8.6% elo% vs. simple_bot, avg. reward: -1.741, 2.136 sec/game, 33.4 min. total, 638.9 MB
grappling_amnesty v12 865 games, 869435 moves, e=0.139, loss: 3.2, -, 8.5% elo% vs. simple_bot, avg. reward: -1.732, 2.146 sec/game, 33.4 min. total, 640.8 MB
grappling_amnesty v12 866 games, 871225 moves, e=0.137, loss: 3.1, -, 8.4% elo% vs. simple_bot, avg. reward: -1.722, 2.171 sec/game, 33.5 min. total, 641.1 MB
grappling_amnesty v12 867 games, 872816 moves, e=0.136, loss: 2.9, -, 8.3% elo% vs. simple_bot, avg. reward: -1.713, 2.187 sec/game, 33.5 min. total, 640.5 MB
grappling_amnesty v12 868 games, 874157 moves, e=0.135, loss: 3.3, -, 8.1% elo% vs. simple_bot, avg. reward: -1.712, 2.172 sec/game, 33.5 min. total, 641.8 MB
grappling_amnesty v12 869 games, 875479 moves, e=0.133, loss: 3.2, -, 8.0% elo% vs. simple_bot, avg. reward: -1.701, 2.174 sec/game, 33.6 min. total, 643.0 MB
grappling_amnesty v12 870 games, 876897 moves, e=0.132, loss: 3.3, -, 7.9% elo% vs. simple_bot, avg. reward: -1.695, 2.192 sec/game, 33.6 min. total, 643.6 MB
grappling_amnesty v12 871 games, 878323 moves, e=0.130, loss: 3.3, -, 7.8% elo% vs. simple_bot, avg. reward: -1.690, 2.191 sec/game, 33.6 min. total, 643.2 MB
grappling_amnesty v12 872 games, 880097 moves, e=0.129, loss: 3.2, -, 7.7% elo% vs. simple_bot, avg. reward: -1.677, 2.209 sec/game, 33.7 min. total, 643.6 MB
grappling_amnesty v12 873 games, 881607 moves, e=0.127, loss: 3.4, -, 7.6% elo% vs. simple_bot, avg. reward: -1.665, 2.211 sec/game, 33.7 min. total, 644.4 MB
grappling_amnesty v12 874 games, 883051 moves, e=0.126, loss: 3.1, -, 7.5% elo% vs. simple_bot, avg. reward: -1.663, 2.228 sec/game, 33.8 min. total, 643.8 MB
grappling_amnesty v12 875 games, 884638 moves, e=0.124, loss: 3.2, -, 7.4% elo% vs. simple_bot, avg. reward: -1.652, 2.232 sec/game, 33.8 min. total, 644.5 MB
grappling_amnesty v12 876 games, 886020 moves, e=0.123, loss: 3.0, -, 7.3% elo% vs. simple_bot, avg. reward: -1.643, 2.224 sec/game, 33.8 min. total, 644.5 MB
grappling_amnesty v12 877 games, 887682 moves, e=0.121, loss: 2.9, -, 7.2% elo% vs. simple_bot, avg. reward: -1.631, 2.230 sec/game, 33.9 min. total, 645.9 MB
grappling_amnesty v12 878 games, 889046 moves, e=0.120, loss: 3.1, -, 7.2% elo% vs. simple_bot, avg. reward: -1.624, 2.208 sec/game, 33.9 min. total, 645.6 MB
grappling_amnesty v12 879 games, 890365 moves, e=0.119, loss: 3.3, -, 7.1% elo% vs. simple_bot, avg. reward: -1.617, 2.207 sec/game, 33.9 min. total, 645.6 MB
grappling_amnesty v12 880 games, 892078 moves, e=0.117, loss: 3.5, -, 7.0% elo% vs. simple_bot, avg. reward: -1.606, 2.233 sec/game, 34.0 min. total, 647.1 MB
grappling_amnesty v12 881 games, 893853 moves, e=0.115, loss: 3.4, -, 6.9% elo% vs. simple_bot, avg. reward: -1.586, 2.246 sec/game, 34.0 min. total, 648.4 MB
grappling_amnesty v12 882 games, 895296 moves, e=0.114, loss: 3.4, -, 6.8% elo% vs. simple_bot, avg. reward: -1.581, 2.245 sec/game, 34.1 min. total, 647.5 MB
grappling_amnesty v12 883 games, 896706 moves, e=0.112, loss: 3.4, -, 6.7% elo% vs. simple_bot, avg. reward: -1.577, 2.252 sec/game, 34.1 min. total, 648.6 MB
grappling_amnesty v12 884 games, 898367 moves, e=0.111, loss: 3.2, -, 6.7% elo% vs. simple_bot, avg. reward: -1.568, 2.267 sec/game, 34.1 min. total, 647.6 MB
grappling_amnesty v12 885 games, 900053 moves, e=0.109, loss: 3.0, -, 6.6% elo% vs. simple_bot, avg. reward: -1.559, 2.277 sec/game, 34.2 min. total, 649.3 MB
grappling_amnesty v12 886 games, 901365 moves, e=0.108, loss: 3.0, -, 6.5% elo% vs. simple_bot, avg. reward: -1.548, 2.244 sec/game, 34.2 min. total, 648.6 MB
grappling_amnesty v12 887 games, 902860 moves, e=0.106, loss: 3.3, -, 6.4% elo% vs. simple_bot, avg. reward: -1.540, 2.245 sec/game, 34.3 min. total, 646.7 MB
grappling_amnesty v12 888 games, 904405 moves, e=0.105, loss: 3.2, -, 6.4% elo% vs. simple_bot, avg. reward: -1.530, 2.252 sec/game, 34.3 min. total, 647.5 MB
grappling_amnesty v12 889 games, 906221 moves, e=0.103, loss: 2.7, -, 6.3% elo% vs. simple_bot, avg. reward: -1.525, 2.288 sec/game, 34.3 min. total, 648.7 MB
grappling_amnesty v12 890 games, 907877 moves, e=0.101, loss: 3.0, -, 6.2% elo% vs. simple_bot, avg. reward: -1.518, 2.303 sec/game, 34.4 min. total, 650.1 MB
