unlinked_crunching v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.0 MB
unlinked_crunching v7 435 games, 355444 moves, e=0.648, loss: 895.6, -, 16.5% elo% vs. random_no_suicide, avg. reward: 11.685, 1.958 sec/game, 11.7 min. total, 539.2 MB
unlinked_crunching v7 436 games, 356402 moves, e=0.647, loss: 889.8, -, 16.1% elo% vs. random_no_suicide, avg. reward: 11.685, 1.968 sec/game, 11.7 min. total, 539.2 MB
unlinked_crunching v7 437 games, 357299 moves, e=0.646, loss: 889.1, -, 15.7% elo% vs. random_no_suicide, avg. reward: 11.657, 1.970 sec/game, 11.8 min. total, 539.4 MB
unlinked_crunching v7 438 games, 358285 moves, e=0.645, loss: 862.1, -, 15.3% elo% vs. random_no_suicide, avg. reward: 11.653, 1.982 sec/game, 11.8 min. total, 539.5 MB
unlinked_crunching v7 439 games, 359340 moves, e=0.644, loss: 849.3, -, 14.9% elo% vs. random_no_suicide, avg. reward: 11.661, 1.995 sec/game, 11.8 min. total, 539.4 MB
unlinked_crunching v7 440 games, 360318 moves, e=0.643, loss: 842.3, -, 14.6% elo% vs. random_no_suicide, avg. reward: 11.645, 1.985 sec/game, 11.9 min. total, 541.4 MB
unlinked_crunching v7 441 games, 361360 moves, e=0.642, loss: 876.1, -, 14.3% elo% vs. random_no_suicide, avg. reward: 11.652, 2.018 sec/game, 11.9 min. total, 543.3 MB
unlinked_crunching v7 442 games, 362231 moves, e=0.641, loss: 892.1, -, 13.9% elo% vs. random_no_suicide, avg. reward: 11.658, 2.013 sec/game, 11.9 min. total, 543.6 MB
unlinked_crunching v7 443 games, 363050 moves, e=0.641, loss: 835.7, -, 13.6% elo% vs. random_no_suicide, avg. reward: 11.675, 1.995 sec/game, 12.0 min. total, 543.6 MB
unlinked_crunching v7 444 games, 364026 moves, e=0.640, loss: 880.8, -, 13.3% elo% vs. random_no_suicide, avg. reward: 11.659, 1.993 sec/game, 12.0 min. total, 543.6 MB
unlinked_crunching v7 445 games, 364985 moves, e=0.639, loss: 927.8, -, 13.1% elo% vs. random_no_suicide, avg. reward: 11.651, 1.990 sec/game, 12.0 min. total, 543.2 MB
unlinked_crunching v7 446 games, 365810 moves, e=0.638, loss: 891.9, -, 12.8% elo% vs. random_no_suicide, avg. reward: 11.663, 1.980 sec/game, 12.0 min. total, 543.9 MB
unlinked_crunching v7 447 games, 366691 moves, e=0.637, loss: 881.2, -, 12.5% elo% vs. random_no_suicide, avg. reward: 11.647, 1.969 sec/game, 12.1 min. total, 543.8 MB
unlinked_crunching v7 448 games, 367613 moves, e=0.636, loss: 800.0, -, 12.3% elo% vs. random_no_suicide, avg. reward: 11.628, 1.972 sec/game, 12.1 min. total, 544.1 MB
unlinked_crunching v7 449 games, 368553 moves, e=0.635, loss: 829.0, -, 12.0% elo% vs. random_no_suicide, avg. reward: 11.621, 1.983 sec/game, 12.1 min. total, 543.5 MB
unlinked_crunching v7 450 games, 369505 moves, e=0.634, loss: 826.2, -, 11.8% elo% vs. random_no_suicide, avg. reward: 11.644, 1.982 sec/game, 12.2 min. total, 545.3 MB
unlinked_crunching v7 451 games, 370354 moves, e=0.633, loss: 841.4, -, 11.6% elo% vs. random_no_suicide, avg. reward: 11.645, 1.978 sec/game, 12.2 min. total, 544.9 MB
unlinked_crunching v7 452 games, 371301 moves, e=0.632, loss: 878.0, -, 11.4% elo% vs. random_no_suicide, avg. reward: 11.664, 1.983 sec/game, 12.2 min. total, 545.0 MB
unlinked_crunching v7 453 games, 372198 moves, e=0.632, loss: 887.0, -, 11.2% elo% vs. random_no_suicide, avg. reward: 11.678, 1.981 sec/game, 12.3 min. total, 545.1 MB
unlinked_crunching v7 454 games, 373234 moves, e=0.630, loss: 855.3, -, 11.0% elo% vs. random_no_suicide, avg. reward: 11.679, 1.985 sec/game, 12.3 min. total, 545.1 MB
unlinked_crunching v7 455 games, 374262 moves, e=0.629, loss: 837.6, -, 10.8% elo% vs. random_no_suicide, avg. reward: 11.686, 1.990 sec/game, 12.3 min. total, 545.0 MB
unlinked_crunching v7 456 games, 375123 moves, e=0.629, loss: 864.7, -, 10.6% elo% vs. random_no_suicide, avg. reward: 11.716, 1.980 sec/game, 12.4 min. total, 544.7 MB
unlinked_crunching v7 457 games, 376065 moves, e=0.628, loss: 894.7, -, 10.4% elo% vs. random_no_suicide, avg. reward: 11.698, 1.988 sec/game, 12.4 min. total, 545.1 MB
unlinked_crunching v7 458 games, 377010 moves, e=0.627, loss: 820.1, -, 10.2% elo% vs. random_no_suicide, avg. reward: 11.696, 1.980 sec/game, 12.4 min. total, 545.9 MB
unlinked_crunching v7 459 games, 377825 moves, e=0.626, loss: 843.8, -, 10.0% elo% vs. random_no_suicide, avg. reward: 11.695, 1.959 sec/game, 12.5 min. total, 547.2 MB
unlinked_crunching v7 460 games, 378857 moves, e=0.625, loss: 852.5, -, 9.9% elo% vs. random_no_suicide, avg. reward: 11.717, 1.975 sec/game, 12.5 min. total, 546.7 MB
unlinked_crunching v7 461 games, 379740 moves, e=0.624, loss: 825.2, -, 9.7% elo% vs. random_no_suicide, avg. reward: 11.730, 1.955 sec/game, 12.5 min. total, 547.3 MB
unlinked_crunching v7 462 games, 380578 moves, e=0.623, loss: 847.7, -, 9.6% elo% vs. random_no_suicide, avg. reward: 11.721, 1.956 sec/game, 12.6 min. total, 546.9 MB
unlinked_crunching v7 463 games, 381503 moves, e=0.622, loss: 857.9, -, 9.4% elo% vs. random_no_suicide, avg. reward: 11.700, 1.959 sec/game, 12.6 min. total, 547.6 MB
unlinked_crunching v7 464 games, 382470 moves, e=0.621, loss: 885.6, -, 9.3% elo% vs. random_no_suicide, avg. reward: 11.693, 1.973 sec/game, 12.6 min. total, 536.9 MB
unlinked_crunching v7 465 games, 383440 moves, e=0.620, loss: 838.2, -, 9.1% elo% vs. random_no_suicide, avg. reward: 11.709, 1.966 sec/game, 12.7 min. total, 537.6 MB
unlinked_crunching v7 466 games, 384452 moves, e=0.619, loss: 852.6, -, 9.0% elo% vs. random_no_suicide, avg. reward: 11.715, 1.983 sec/game, 12.7 min. total, 537.8 MB
unlinked_crunching v7 467 games, 385358 moves, e=0.618, loss: 889.5, -, 8.8% elo% vs. random_no_suicide, avg. reward: 11.707, 1.983 sec/game, 12.7 min. total, 538.5 MB
unlinked_crunching v7 468 games, 386241 moves, e=0.618, loss: 881.5, -, 8.7% elo% vs. random_no_suicide, avg. reward: 11.716, 1.979 sec/game, 12.8 min. total, 540.3 MB
unlinked_crunching v7 469 games, 387189 moves, e=0.617, loss: 914.1, -, 8.6% elo% vs. random_no_suicide, avg. reward: 11.706, 1.967 sec/game, 12.8 min. total, 540.4 MB
unlinked_crunching v7 470 games, 388074 moves, e=0.616, loss: 936.8, -, 8.5% elo% vs. random_no_suicide, avg. reward: 11.707, 1.966 sec/game, 12.8 min. total, 540.9 MB
unlinked_crunching v7 471 games, 388961 moves, e=0.615, loss: 947.5, -, 8.3% elo% vs. random_no_suicide, avg. reward: 11.718, 1.962 sec/game, 12.9 min. total, 541.0 MB
unlinked_crunching v7 472 games, 389939 moves, e=0.614, loss: 903.9, -, 8.2% elo% vs. random_no_suicide, avg. reward: 11.701, 1.978 sec/game, 12.9 min. total, 541.0 MB
unlinked_crunching v7 473 games, 390884 moves, e=0.613, loss: 948.2, -, 8.1% elo% vs. random_no_suicide, avg. reward: 11.689, 1.981 sec/game, 12.9 min. total, 541.2 MB
unlinked_crunching v7 474 games, 391947 moves, e=0.612, loss: 900.0, -, 8.0% elo% vs. random_no_suicide, avg. reward: 11.692, 1.991 sec/game, 13.0 min. total, 541.2 MB
unlinked_crunching v7 475 games, 392948 moves, e=0.611, loss: 917.4, -, 7.9% elo% vs. random_no_suicide, avg. reward: 11.689, 1.983 sec/game, 13.0 min. total, 541.2 MB
unlinked_crunching v7 476 games, 393834 moves, e=0.610, loss: 942.9, -, 7.8% elo% vs. random_no_suicide, avg. reward: 11.685, 1.983 sec/game, 13.0 min. total, 542.0 MB
unlinked_crunching v7 477 games, 394867 moves, e=0.609, loss: 935.5, -, 7.7% elo% vs. random_no_suicide, avg. reward: 11.654, 1.991 sec/game, 13.1 min. total, 543.1 MB
unlinked_crunching v7 478 games, 395831 moves, e=0.608, loss: 883.2, -, 7.6% elo% vs. random_no_suicide, avg. reward: 11.660, 1.997 sec/game, 13.1 min. total, 543.0 MB
unlinked_crunching v7 479 games, 396830 moves, e=0.607, loss: 901.4, -, 7.5% elo% vs. random_no_suicide, avg. reward: 11.660, 2.018 sec/game, 13.1 min. total, 544.1 MB
unlinked_crunching v7 480 games, 397794 moves, e=0.606, loss: 856.6, -, 7.4% elo% vs. random_no_suicide, avg. reward: 11.661, 2.004 sec/game, 13.2 min. total, 543.9 MB
unlinked_crunching v7 481 games, 398777 moves, e=0.605, loss: 907.5, -, 7.3% elo% vs. random_no_suicide, avg. reward: 11.661, 2.017 sec/game, 13.2 min. total, 543.7 MB
unlinked_crunching v7 482 games, 399874 moves, e=0.604, loss: 871.4, -, 7.2% elo% vs. random_no_suicide, avg. reward: 11.652, 2.041 sec/game, 13.3 min. total, 544.0 MB
unlinked_crunching v7 483 games, 400796 moves, e=0.603, loss: 874.6, -, 7.1% elo% vs. random_no_suicide, avg. reward: 11.655, 2.043 sec/game, 13.3 min. total, 544.2 MB
unlinked_crunching v7 484 games, 401799 moves, e=0.602, loss: 857.0, -, 7.0% elo% vs. random_no_suicide, avg. reward: 11.666, 2.039 sec/game, 13.3 min. total, 543.8 MB
unlinked_crunching v7 485 games, 402802 moves, e=0.601, loss: 854.0, -, 7.0% elo% vs. random_no_suicide, avg. reward: 11.660, 2.042 sec/game, 13.4 min. total, 545.3 MB
unlinked_crunching v7 486 games, 403720 moves, e=0.600, loss: 848.6, -, 6.9% elo% vs. random_no_suicide, avg. reward: 11.639, 2.041 sec/game, 13.4 min. total, 547.3 MB
unlinked_crunching v7 487 games, 404526 moves, e=0.600, loss: 919.0, -, 6.8% elo% vs. random_no_suicide, avg. reward: 11.629, 2.036 sec/game, 13.4 min. total, 546.8 MB
unlinked_crunching v7 488 games, 405610 moves, e=0.598, loss: 890.1, -, 6.7% elo% vs. random_no_suicide, avg. reward: 11.598, 2.055 sec/game, 13.5 min. total, 546.8 MB
unlinked_crunching v7 489 games, 406544 moves, e=0.598, loss: 883.4, -, 6.6% elo% vs. random_no_suicide, avg. reward: 11.600, 2.062 sec/game, 13.5 min. total, 546.9 MB
unlinked_crunching v7 490 games, 407482 moves, e=0.597, loss: 899.2, -, 6.6% elo% vs. random_no_suicide, avg. reward: 11.572, 2.064 sec/game, 13.5 min. total, 546.7 MB
unlinked_crunching v7 491 games, 408447 moves, e=0.596, loss: 862.2, -, 6.5% elo% vs. random_no_suicide, avg. reward: 11.558, 2.072 sec/game, 13.6 min. total, 547.0 MB
unlinked_crunching v7 492 games, 409571 moves, e=0.595, loss: 843.4, -, 6.4% elo% vs. random_no_suicide, avg. reward: 11.577, 2.076 sec/game, 13.6 min. total, 546.8 MB
unlinked_crunching v7 493 games, 410547 moves, e=0.594, loss: 909.7, -, 6.3% elo% vs. random_no_suicide, avg. reward: 11.571, 2.088 sec/game, 13.6 min. total, 547.1 MB
unlinked_crunching v7 494 games, 411523 moves, e=0.593, loss: 907.5, -, 6.3% elo% vs. random_no_suicide, avg. reward: 11.576, 2.076 sec/game, 13.7 min. total, 547.6 MB
unlinked_crunching v7 495 games, 412553 moves, e=0.592, loss: 888.1, -, 6.2% elo% vs. random_no_suicide, avg. reward: 11.593, 2.090 sec/game, 13.7 min. total, 549.4 MB
unlinked_crunching v7 496 games, 413583 moves, e=0.591, loss: 851.0, -, 6.1% elo% vs. random_no_suicide, avg. reward: 11.582, 2.110 sec/game, 13.7 min. total, 549.1 MB
unlinked_crunching v7 497 games, 414594 moves, e=0.590, loss: 855.4, -, 6.1% elo% vs. random_no_suicide, avg. reward: 11.571, 2.103 sec/game, 13.8 min. total, 549.6 MB
unlinked_crunching v7 498 games, 415603 moves, e=0.589, loss: 848.1, -, 6.0% elo% vs. random_no_suicide, avg. reward: 11.543, 2.096 sec/game, 13.8 min. total, 549.1 MB
unlinked_crunching v7 499 games, 416562 moves, e=0.588, loss: 876.5, -, 5.9% elo% vs. random_no_suicide, avg. reward: 11.532, 2.095 sec/game, 13.8 min. total, 549.7 MB
unlinked_crunching v7 500 games, 417720 moves, e=0.586, loss: 887.5, -, 5.9% elo% vs. random_no_suicide, avg. reward: 11.520, 2.115 sec/game, 13.9 min. total, 549.9 MB
unlinked_crunching v8 501 games, 418645 moves, e=0.586, loss: 933.1, -, 47.7% elo% vs. random_no_suicide, avg. reward: 11.497, 2.106 sec/game, 13.9 min. total, 549.8 MB
unlinked_crunching v8 502 games, 419484 moves, e=0.585, loss: 919.0, -, 45.5% elo% vs. random_no_suicide, avg. reward: 11.481, 2.083 sec/game, 13.9 min. total, 550.5 MB
unlinked_crunching v8 503 games, 420611 moves, e=0.584, loss: 903.5, -, 43.4% elo% vs. random_no_suicide, avg. reward: 11.500, 2.104 sec/game, 14.0 min. total, 550.7 MB
unlinked_crunching v8 504 games, 421683 moves, e=0.583, loss: 878.6, -, 41.5% elo% vs. random_no_suicide, avg. reward: 11.509, 2.106 sec/game, 14.0 min. total, 552.4 MB
unlinked_crunching v8 505 games, 422807 moves, e=0.581, loss: 918.5, -, 39.6% elo% vs. random_no_suicide, avg. reward: 11.529, 2.129 sec/game, 14.1 min. total, 552.9 MB
unlinked_crunching v8 506 games, 423838 moves, e=0.580, loss: 933.8, -, 37.9% elo% vs. random_no_suicide, avg. reward: 11.522, 2.133 sec/game, 14.1 min. total, 552.5 MB
unlinked_crunching v8 507 games, 424728 moves, e=0.580, loss: 910.6, -, 36.3% elo% vs. random_no_suicide, avg. reward: 11.524, 2.140 sec/game, 14.1 min. total, 552.9 MB
unlinked_crunching v8 508 games, 425793 moves, e=0.578, loss: 918.6, -, 34.8% elo% vs. random_no_suicide, avg. reward: 11.518, 2.137 sec/game, 14.2 min. total, 552.4 MB
unlinked_crunching v8 509 games, 426776 moves, e=0.577, loss: 905.6, -, 33.3% elo% vs. random_no_suicide, avg. reward: 11.511, 2.139 sec/game, 14.2 min. total, 553.0 MB
unlinked_crunching v8 510 games, 427798 moves, e=0.576, loss: 888.1, -, 32.0% elo% vs. random_no_suicide, avg. reward: 11.482, 2.150 sec/game, 14.2 min. total, 553.5 MB
unlinked_crunching v8 511 games, 428904 moves, e=0.575, loss: 872.8, -, 30.7% elo% vs. random_no_suicide, avg. reward: 11.486, 2.159 sec/game, 14.3 min. total, 553.9 MB
unlinked_crunching v8 512 games, 429866 moves, e=0.574, loss: 851.9, -, 29.5% elo% vs. random_no_suicide, avg. reward: 11.481, 2.147 sec/game, 14.3 min. total, 554.4 MB
unlinked_crunching v8 513 games, 430898 moves, e=0.573, loss: 833.6, -, 28.4% elo% vs. random_no_suicide, avg. reward: 11.472, 2.144 sec/game, 14.3 min. total, 556.1 MB
unlinked_crunching v8 514 games, 431994 moves, e=0.572, loss: 859.3, -, 27.3% elo% vs. random_no_suicide, avg. reward: 11.474, 2.153 sec/game, 14.4 min. total, 555.8 MB
unlinked_crunching v8 515 games, 433059 moves, e=0.571, loss: 855.7, -, 26.4% elo% vs. random_no_suicide, avg. reward: 11.470, 2.159 sec/game, 14.4 min. total, 555.7 MB
unlinked_crunching v8 516 games, 433985 moves, e=0.570, loss: 844.6, -, 25.4% elo% vs. random_no_suicide, avg. reward: 11.461, 2.141 sec/game, 14.5 min. total, 556.0 MB
unlinked_crunching v8 517 games, 435017 moves, e=0.569, loss: 851.6, -, 24.5% elo% vs. random_no_suicide, avg. reward: 11.464, 2.148 sec/game, 14.5 min. total, 555.2 MB
unlinked_crunching v8 518 games, 436123 moves, e=0.568, loss: 809.0, -, 23.7% elo% vs. random_no_suicide, avg. reward: 11.431, 2.172 sec/game, 14.5 min. total, 555.8 MB
unlinked_crunching v8 519 games, 437207 moves, e=0.567, loss: 801.5, -, 22.9% elo% vs. random_no_suicide, avg. reward: 11.437, 2.175 sec/game, 14.6 min. total, 555.9 MB
unlinked_crunching v8 520 games, 438106 moves, e=0.566, loss: 835.3, -, 22.2% elo% vs. random_no_suicide, avg. reward: 11.442, 2.155 sec/game, 14.6 min. total, 555.9 MB
unlinked_crunching v8 521 games, 439019 moves, e=0.565, loss: 860.7, -, 21.5% elo% vs. random_no_suicide, avg. reward: 11.438, 2.153 sec/game, 14.6 min. total, 557.1 MB
unlinked_crunching v8 522 games, 440052 moves, e=0.564, loss: 839.4, ., 22.4% elo% vs. random_no_suicide, avg. reward: 11.408, 2.166 sec/game, 14.7 min. total, 558.3 MB
unlinked_crunching v8 523 games, 440994 moves, e=0.563, loss: 906.1, -, 21.7% elo% vs. random_no_suicide, avg. reward: 11.412, 2.153 sec/game, 14.7 min. total, 558.7 MB
unlinked_crunching v8 524 games, 442004 moves, e=0.562, loss: 939.9, -, 21.0% elo% vs. random_no_suicide, avg. reward: 11.408, 2.150 sec/game, 14.7 min. total, 558.9 MB
unlinked_crunching v8 525 games, 442952 moves, e=0.561, loss: 914.5, -, 20.4% elo% vs. random_no_suicide, avg. reward: 11.416, 2.130 sec/game, 14.8 min. total, 558.7 MB
unlinked_crunching v8 526 games, 443999 moves, e=0.560, loss: 892.3, -, 19.8% elo% vs. random_no_suicide, avg. reward: 11.413, 2.132 sec/game, 14.8 min. total, 558.7 MB
unlinked_crunching v8 527 games, 444980 moves, e=0.559, loss: 860.0, -, 19.2% elo% vs. random_no_suicide, avg. reward: 11.407, 2.141 sec/game, 14.8 min. total, 559.6 MB
unlinked_crunching v8 528 games, 445737 moves, e=0.559, loss: 884.8, -, 18.7% elo% vs. random_no_suicide, avg. reward: 11.385, 2.116 sec/game, 14.9 min. total, 559.5 MB
unlinked_crunching v8 529 games, 446671 moves, e=0.558, loss: 849.4, -, 18.1% elo% vs. random_no_suicide, avg. reward: 11.388, 2.108 sec/game, 14.9 min. total, 560.1 MB
unlinked_crunching v8 530 games, 447761 moves, e=0.557, loss: 849.2, -, 17.7% elo% vs. random_no_suicide, avg. reward: 11.388, 2.119 sec/game, 14.9 min. total, 560.0 MB
unlinked_crunching v8 531 games, 448656 moves, e=0.556, loss: 834.8, -, 17.2% elo% vs. random_no_suicide, avg. reward: 11.354, 2.104 sec/game, 15.0 min. total, 561.5 MB
unlinked_crunching v8 532 games, 449492 moves, e=0.555, loss: 808.7, -, 16.7% elo% vs. random_no_suicide, avg. reward: 11.374, 2.083 sec/game, 15.0 min. total, 561.1 MB
unlinked_crunching v8 533 games, 450614 moves, e=0.554, loss: 779.6, -, 16.3% elo% vs. random_no_suicide, avg. reward: 11.360, 2.099 sec/game, 15.0 min. total, 561.5 MB
unlinked_crunching v8 534 games, 451590 moves, e=0.553, loss: 795.1, -, 15.9% elo% vs. random_no_suicide, avg. reward: 11.345, 2.091 sec/game, 15.1 min. total, 561.5 MB
unlinked_crunching v8 535 games, 452628 moves, e=0.552, loss: 759.1, -, 15.5% elo% vs. random_no_suicide, avg. reward: 11.333, 2.082 sec/game, 15.1 min. total, 562.1 MB
unlinked_crunching v8 536 games, 453781 moves, e=0.551, loss: 809.1, -, 15.2% elo% vs. random_no_suicide, avg. reward: 11.318, 2.107 sec/game, 15.2 min. total, 562.0 MB
unlinked_crunching v8 537 games, 454702 moves, e=0.550, loss: 796.5, -, 14.8% elo% vs. random_no_suicide, avg. reward: 11.318, 2.092 sec/game, 15.2 min. total, 562.2 MB
unlinked_crunching v8 538 games, 455607 moves, e=0.549, loss: 813.9, -, 14.5% elo% vs. random_no_suicide, avg. reward: 11.297, 2.067 sec/game, 15.2 min. total, 562.2 MB
unlinked_crunching v8 539 games, 456734 moves, e=0.548, loss: 830.6, -, 14.1% elo% vs. random_no_suicide, avg. reward: 11.283, 2.078 sec/game, 15.3 min. total, 563.1 MB
unlinked_crunching v8 540 games, 457794 moves, e=0.547, loss: 839.1, -, 13.8% elo% vs. random_no_suicide, avg. reward: 11.292, 2.087 sec/game, 15.3 min. total, 564.3 MB
unlinked_crunching v8 541 games, 458772 moves, e=0.546, loss: 791.7, -, 13.5% elo% vs. random_no_suicide, avg. reward: 11.284, 2.102 sec/game, 15.3 min. total, 564.4 MB
unlinked_crunching v8 542 games, 459735 moves, e=0.545, loss: 824.1, -, 13.2% elo% vs. random_no_suicide, avg. reward: 11.284, 2.091 sec/game, 15.4 min. total, 564.5 MB
unlinked_crunching v8 543 games, 460746 moves, e=0.544, loss: 779.2, -, 13.0% elo% vs. random_no_suicide, avg. reward: 11.263, 2.096 sec/game, 15.4 min. total, 565.3 MB
unlinked_crunching v8 544 games, 461637 moves, e=0.543, loss: 801.1, -, 12.7% elo% vs. random_no_suicide, avg. reward: 11.274, 2.086 sec/game, 15.4 min. total, 565.3 MB
unlinked_crunching v8 545 games, 462605 moves, e=0.542, loss: 802.0, -, 12.4% elo% vs. random_no_suicide, avg. reward: 11.260, 2.089 sec/game, 15.5 min. total, 564.9 MB
unlinked_crunching v8 546 games, 463705 moves, e=0.541, loss: 751.1, -, 12.2% elo% vs. random_no_suicide, avg. reward: 11.245, 2.089 sec/game, 15.5 min. total, 565.4 MB
unlinked_crunching v8 547 games, 464685 moves, e=0.540, loss: 735.1, -, 11.9% elo% vs. random_no_suicide, avg. reward: 11.260, 2.088 sec/game, 15.5 min. total, 566.2 MB
unlinked_crunching v8 548 games, 465810 moves, e=0.539, loss: 694.9, -, 11.7% elo% vs. random_no_suicide, avg. reward: 11.271, 2.122 sec/game, 15.6 min. total, 567.9 MB
unlinked_crunching v8 549 games, 466889 moves, e=0.538, loss: 661.7, -, 11.5% elo% vs. random_no_suicide, avg. reward: 11.274, 2.134 sec/game, 15.6 min. total, 567.9 MB
unlinked_crunching v8 550 games, 468048 moves, e=0.537, loss: 640.4, -, 11.3% elo% vs. random_no_suicide, avg. reward: 11.293, 2.135 sec/game, 15.7 min. total, 568.7 MB
unlinked_crunching v8 551 games, 469053 moves, e=0.536, loss: 643.6, -, 11.1% elo% vs. random_no_suicide, avg. reward: 11.282, 2.146 sec/game, 15.7 min. total, 569.0 MB
unlinked_crunching v8 552 games, 470221 moves, e=0.534, loss: 655.7, -, 10.9% elo% vs. random_no_suicide, avg. reward: 11.273, 2.180 sec/game, 15.7 min. total, 569.0 MB
unlinked_crunching v8 553 games, 471274 moves, e=0.533, loss: 660.0, -, 10.7% elo% vs. random_no_suicide, avg. reward: 11.248, 2.165 sec/game, 15.8 min. total, 569.7 MB
unlinked_crunching v8 554 games, 472278 moves, e=0.532, loss: 621.9, -, 10.5% elo% vs. random_no_suicide, avg. reward: 11.260, 2.166 sec/game, 15.8 min. total, 569.9 MB
unlinked_crunching v8 555 games, 473286 moves, e=0.531, loss: 618.1, -, 10.3% elo% vs. random_no_suicide, avg. reward: 11.250, 2.165 sec/game, 15.8 min. total, 569.7 MB
unlinked_crunching v8 556 games, 474342 moves, e=0.530, loss: 625.8, -, 10.1% elo% vs. random_no_suicide, avg. reward: 11.223, 2.151 sec/game, 15.9 min. total, 569.5 MB
unlinked_crunching v8 557 games, 475331 moves, e=0.529, loss: 647.2, -, 10.0% elo% vs. random_no_suicide, avg. reward: 11.228, 2.160 sec/game, 15.9 min. total, 570.9 MB
unlinked_crunching v8 558 games, 476357 moves, e=0.528, loss: 654.9, -, 9.8% elo% vs. random_no_suicide, avg. reward: 11.237, 2.178 sec/game, 15.9 min. total, 570.8 MB
unlinked_crunching v8 559 games, 477375 moves, e=0.527, loss: 686.5, -, 9.6% elo% vs. random_no_suicide, avg. reward: 11.225, 2.166 sec/game, 16.0 min. total, 570.7 MB
unlinked_crunching v8 560 games, 478450 moves, e=0.526, loss: 691.4, -, 9.5% elo% vs. random_no_suicide, avg. reward: 11.205, 2.168 sec/game, 16.0 min. total, 570.3 MB
unlinked_crunching v8 561 games, 479493 moves, e=0.525, loss: 678.6, -, 9.3% elo% vs. random_no_suicide, avg. reward: 11.209, 2.173 sec/game, 16.1 min. total, 570.5 MB
unlinked_crunching v8 562 games, 480630 moves, e=0.524, loss: 689.3, -, 9.2% elo% vs. random_no_suicide, avg. reward: 11.222, 2.198 sec/game, 16.1 min. total, 571.0 MB
unlinked_crunching v8 563 games, 481618 moves, e=0.523, loss: 707.4, -, 9.1% elo% vs. random_no_suicide, avg. reward: 11.233, 2.197 sec/game, 16.1 min. total, 571.2 MB
unlinked_crunching v8 564 games, 482688 moves, e=0.522, loss: 700.6, -, 8.9% elo% vs. random_no_suicide, avg. reward: 11.240, 2.218 sec/game, 16.2 min. total, 571.3 MB
unlinked_crunching v8 565 games, 483833 moves, e=0.521, loss: 705.6, -, 8.8% elo% vs. random_no_suicide, avg. reward: 11.227, 2.222 sec/game, 16.2 min. total, 572.8 MB
unlinked_crunching v8 566 games, 485119 moves, e=0.520, loss: 679.8, -, 8.7% elo% vs. random_no_suicide, avg. reward: 11.226, 2.244 sec/game, 16.3 min. total, 573.3 MB
unlinked_crunching v8 567 games, 486176 moves, e=0.519, loss: 720.6, -, 8.5% elo% vs. random_no_suicide, avg. reward: 11.236, 2.258 sec/game, 16.3 min. total, 574.0 MB
unlinked_crunching v8 568 games, 487141 moves, e=0.518, loss: 712.6, -, 8.4% elo% vs. random_no_suicide, avg. reward: 11.249, 2.237 sec/game, 16.3 min. total, 573.7 MB
unlinked_crunching v8 569 games, 488153 moves, e=0.517, loss: 695.3, -, 8.3% elo% vs. random_no_suicide, avg. reward: 11.250, 2.238 sec/game, 16.4 min. total, 573.6 MB
unlinked_crunching v8 570 games, 489287 moves, e=0.516, loss: 673.9, -, 8.2% elo% vs. random_no_suicide, avg. reward: 11.242, 2.238 sec/game, 16.4 min. total, 573.5 MB
unlinked_crunching v8 571 games, 490524 moves, e=0.514, loss: 685.2, -, 8.1% elo% vs. random_no_suicide, avg. reward: 11.259, 2.261 sec/game, 16.4 min. total, 574.0 MB
unlinked_crunching v8 572 games, 491710 moves, e=0.513, loss: 667.6, -, 8.0% elo% vs. random_no_suicide, avg. reward: 11.256, 2.264 sec/game, 16.5 min. total, 574.4 MB
unlinked_crunching v8 573 games, 492667 moves, e=0.512, loss: 674.9, -, 7.9% elo% vs. random_no_suicide, avg. reward: 11.277, 2.255 sec/game, 16.5 min. total, 574.9 MB
unlinked_crunching v8 574 games, 493742 moves, e=0.511, loss: 705.3, -, 7.7% elo% vs. random_no_suicide, avg. reward: 11.260, 2.267 sec/game, 16.6 min. total, 575.6 MB
unlinked_crunching v8 575 games, 494888 moves, e=0.510, loss: 705.7, -, 7.6% elo% vs. random_no_suicide, avg. reward: 11.292, 2.284 sec/game, 16.6 min. total, 576.8 MB
unlinked_crunching v8 576 games, 495916 moves, e=0.509, loss: 650.7, -, 7.5% elo% vs. random_no_suicide, avg. reward: 11.294, 2.287 sec/game, 16.6 min. total, 576.9 MB
unlinked_crunching v8 577 games, 497011 moves, e=0.508, loss: 653.8, -, 7.5% elo% vs. random_no_suicide, avg. reward: 11.298, 2.295 sec/game, 16.7 min. total, 576.7 MB
unlinked_crunching v8 578 games, 498143 moves, e=0.507, loss: 694.9, -, 7.4% elo% vs. random_no_suicide, avg. reward: 11.286, 2.301 sec/game, 16.7 min. total, 577.2 MB
unlinked_crunching v8 579 games, 499243 moves, e=0.506, loss: 675.0, -, 7.3% elo% vs. random_no_suicide, avg. reward: 11.304, 2.314 sec/game, 16.8 min. total, 576.6 MB
unlinked_crunching v8 580 games, 500321 moves, e=0.505, loss: 689.1, -, 7.2% elo% vs. random_no_suicide, avg. reward: 11.309, 2.314 sec/game, 16.8 min. total, 577.2 MB
