moocher_shakable v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 310.0 MB
moocher_shakable v4 146 games, 108322 moves, e=0.893, loss: 4.9, -, 44.9% elo% vs. random_no_suicide, avg. reward: -9.362, 2.830 sec/game, 5.5 min. total, 422.1 MB
moocher_shakable v4 147 games, 109053 moves, e=0.892, loss: 5.0, +, 47.5% elo% vs. random_no_suicide, avg. reward: -9.346, 2.824 sec/game, 5.5 min. total, 422.1 MB
moocher_shakable v4 148 games, 109910 moves, e=0.891, loss: 4.8, ., 47.6% elo% vs. random_no_suicide, avg. reward: -9.313, 2.850 sec/game, 5.6 min. total, 423.2 MB
moocher_shakable v4 149 games, 110819 moves, e=0.890, loss: 4.7, +, 50.0% elo% vs. random_no_suicide, avg. reward: -9.293, 2.916 sec/game, 5.6 min. total, 422.9 MB
moocher_shakable v4 150 games, 111609 moves, e=0.890, loss: 4.9, ., 50.0% elo% vs. random_no_suicide, avg. reward: -9.272, 2.883 sec/game, 5.7 min. total, 423.3 MB
moocher_shakable v4 151 games, 112357 moves, e=0.889, loss: 4.9, +, 52.3% elo% vs. random_no_suicide, avg. reward: -9.265, 2.852 sec/game, 5.7 min. total, 423.2 MB
moocher_shakable v4 152 games, 112977 moves, e=0.888, loss: 4.7, +, 54.5% elo% vs. random_no_suicide, avg. reward: -9.294, 2.798 sec/game, 5.8 min. total, 423.2 MB
moocher_shakable v4 153 games, 113640 moves, e=0.887, loss: 4.9, +, 56.5% elo% vs. random_no_suicide, avg. reward: -9.318, 2.776 sec/game, 5.8 min. total, 423.3 MB
moocher_shakable v4 154 games, 114349 moves, e=0.887, loss: 4.9, +, 58.5% elo% vs. random_no_suicide, avg. reward: -9.318, 2.779 sec/game, 5.8 min. total, 423.6 MB
moocher_shakable v4 155 games, 115244 moves, e=0.886, loss: 4.9, +, 60.3% elo% vs. random_no_suicide, avg. reward: -9.324, 2.756 sec/game, 5.9 min. total, 423.9 MB
moocher_shakable v4 156 games, 115989 moves, e=0.885, loss: 5.1, +, 62.1% elo% vs. random_no_suicide, avg. reward: -9.317, 2.728 sec/game, 5.9 min. total, 425.1 MB
moocher_shakable v4 157 games, 116706 moves, e=0.884, loss: 5.3, +, 63.7% elo% vs. random_no_suicide, avg. reward: -9.324, 2.690 sec/game, 6.0 min. total, 425.0 MB
moocher_shakable v4 158 games, 117499 moves, e=0.884, loss: 5.1, +, 65.2% elo% vs. random_no_suicide, avg. reward: -9.293, 2.691 sec/game, 6.0 min. total, 425.0 MB
moocher_shakable v4 159 games, 118249 moves, e=0.883, loss: 5.1, ., 64.6% elo% vs. random_no_suicide, avg. reward: -9.268, 2.700 sec/game, 6.1 min. total, 424.8 MB
moocher_shakable v4 160 games, 119062 moves, e=0.882, loss: 5.4, -, 61.8% elo% vs. random_no_suicide, avg. reward: -9.270, 2.691 sec/game, 6.1 min. total, 425.1 MB
moocher_shakable v4 161 games, 119877 moves, e=0.881, loss: 5.1, +, 63.5% elo% vs. random_no_suicide, avg. reward: -9.270, 2.696 sec/game, 6.1 min. total, 425.2 MB
moocher_shakable v4 162 games, 120675 moves, e=0.881, loss: 5.1, +, 65.0% elo% vs. random_no_suicide, avg. reward: -9.269, 2.695 sec/game, 6.2 min. total, 425.2 MB
moocher_shakable v4 163 games, 121417 moves, e=0.880, loss: 5.2, +, 66.5% elo% vs. random_no_suicide, avg. reward: -9.268, 2.664 sec/game, 6.2 min. total, 425.3 MB
moocher_shakable v4 164 games, 122371 moves, e=0.879, loss: 5.1, +, 67.8% elo% vs. random_no_suicide, avg. reward: -9.241, 2.678 sec/game, 6.3 min. total, 426.3 MB
moocher_shakable v4 165 games, 123182 moves, e=0.878, loss: 5.0, -, 65.1% elo% vs. random_no_suicide, avg. reward: -9.224, 2.657 sec/game, 6.3 min. total, 426.4 MB
moocher_shakable v4 166 games, 123929 moves, e=0.877, loss: 4.9, +, 66.5% elo% vs. random_no_suicide, avg. reward: -9.222, 2.636 sec/game, 6.4 min. total, 426.5 MB
moocher_shakable v4 167 games, 124684 moves, e=0.877, loss: 4.9, +, 67.9% elo% vs. random_no_suicide, avg. reward: -9.226, 2.631 sec/game, 6.4 min. total, 426.2 MB
moocher_shakable v4 168 games, 125537 moves, e=0.876, loss: 5.1, +, 69.1% elo% vs. random_no_suicide, avg. reward: -9.214, 2.598 sec/game, 6.4 min. total, 426.7 MB
moocher_shakable v4 169 games, 126280 moves, e=0.875, loss: 5.1, -, 66.4% elo% vs. random_no_suicide, avg. reward: -9.215, 2.542 sec/game, 6.5 min. total, 426.8 MB
moocher_shakable v4 170 games, 126997 moves, e=0.874, loss: 5.0, +, 67.7% elo% vs. random_no_suicide, avg. reward: -9.207, 2.549 sec/game, 6.5 min. total, 426.9 MB
moocher_shakable v4 171 games, 127924 moves, e=0.873, loss: 4.7, +, 69.0% elo% vs. random_no_suicide, avg. reward: -9.179, 2.550 sec/game, 6.6 min. total, 426.8 MB
moocher_shakable v4 172 games, 128891 moves, e=0.872, loss: 4.8, +, 70.2% elo% vs. random_no_suicide, avg. reward: -9.162, 2.575 sec/game, 6.6 min. total, 427.2 MB
moocher_shakable v5 173 games, 129797 moves, e=0.872, loss: 4.6, -, 49.9% elo% vs. simple_bot, avg. reward: -9.143, 2.627 sec/game, 6.7 min. total, 460.8 MB
moocher_shakable v5 174 games, 130712 moves, e=0.871, loss: 4.9, -, 47.6% elo% vs. simple_bot, avg. reward: -9.097, 2.654 sec/game, 6.7 min. total, 460.8 MB
moocher_shakable v5 175 games, 131608 moves, e=0.870, loss: 5.2, -, 45.4% elo% vs. simple_bot, avg. reward: -9.081, 2.650 sec/game, 6.8 min. total, 460.8 MB
moocher_shakable v5 176 games, 132479 moves, e=0.869, loss: 5.4, -, 43.4% elo% vs. simple_bot, avg. reward: -9.052, 2.666 sec/game, 6.8 min. total, 461.1 MB
moocher_shakable v5 177 games, 133326 moves, e=0.868, loss: 5.6, -, 41.4% elo% vs. simple_bot, avg. reward: -9.031, 2.703 sec/game, 6.9 min. total, 461.4 MB
moocher_shakable v5 178 games, 134189 moves, e=0.867, loss: 5.4, -, 39.6% elo% vs. simple_bot, avg. reward: -9.010, 2.711 sec/game, 6.9 min. total, 463.5 MB
moocher_shakable v5 179 games, 135019 moves, e=0.866, loss: 5.0, -, 37.8% elo% vs. simple_bot, avg. reward: -9.003, 2.686 sec/game, 7.0 min. total, 464.0 MB
moocher_shakable v5 180 games, 135773 moves, e=0.866, loss: 5.0, -, 36.2% elo% vs. simple_bot, avg. reward: -9.012, 2.665 sec/game, 7.0 min. total, 464.1 MB
moocher_shakable v5 181 games, 136682 moves, e=0.865, loss: 5.0, -, 34.7% elo% vs. simple_bot, avg. reward: -9.001, 2.681 sec/game, 7.0 min. total, 464.2 MB
moocher_shakable v5 182 games, 137606 moves, e=0.864, loss: 5.0, -, 33.3% elo% vs. simple_bot, avg. reward: -8.961, 2.715 sec/game, 7.1 min. total, 464.4 MB
moocher_shakable v5 183 games, 138419 moves, e=0.863, loss: 4.9, -, 31.9% elo% vs. simple_bot, avg. reward: -8.941, 2.729 sec/game, 7.1 min. total, 464.2 MB
moocher_shakable v5 184 games, 139224 moves, e=0.862, loss: 4.6, -, 30.6% elo% vs. simple_bot, avg. reward: -8.939, 2.709 sec/game, 7.2 min. total, 464.3 MB
moocher_shakable v5 185 games, 140182 moves, e=0.861, loss: 4.4, -, 29.5% elo% vs. simple_bot, avg. reward: -8.900, 2.734 sec/game, 7.2 min. total, 464.6 MB
moocher_shakable v5 186 games, 141003 moves, e=0.860, loss: 4.4, -, 28.3% elo% vs. simple_bot, avg. reward: -8.903, 2.733 sec/game, 7.3 min. total, 465.2 MB
moocher_shakable v5 187 games, 141891 moves, e=0.860, loss: 4.4, -, 27.3% elo% vs. simple_bot, avg. reward: -8.888, 2.752 sec/game, 7.3 min. total, 465.4 MB
moocher_shakable v5 188 games, 142837 moves, e=0.859, loss: 4.3, -, 26.3% elo% vs. simple_bot, avg. reward: -8.878, 2.771 sec/game, 7.4 min. total, 465.5 MB
moocher_shakable v5 189 games, 143855 moves, e=0.858, loss: 4.3, -, 25.4% elo% vs. simple_bot, avg. reward: -8.850, 2.822 sec/game, 7.4 min. total, 465.5 MB
moocher_shakable v5 190 games, 144673 moves, e=0.857, loss: 4.0, -, 24.5% elo% vs. simple_bot, avg. reward: -8.839, 2.835 sec/game, 7.5 min. total, 465.4 MB
moocher_shakable v5 191 games, 145506 moves, e=0.856, loss: 4.0, -, 23.7% elo% vs. simple_bot, avg. reward: -8.819, 2.817 sec/game, 7.5 min. total, 465.4 MB
moocher_shakable v5 192 games, 146340 moves, e=0.855, loss: 4.0, -, 22.9% elo% vs. simple_bot, avg. reward: -8.814, 2.817 sec/game, 7.6 min. total, 466.4 MB
moocher_shakable v5 193 games, 147144 moves, e=0.854, loss: 4.1, -, 22.2% elo% vs. simple_bot, avg. reward: -8.825, 2.777 sec/game, 7.6 min. total, 467.8 MB
moocher_shakable v5 194 games, 148011 moves, e=0.853, loss: 3.8, -, 21.5% elo% vs. simple_bot, avg. reward: -8.801, 2.773 sec/game, 7.7 min. total, 467.8 MB
moocher_shakable v5 195 games, 148994 moves, e=0.852, loss: 3.8, -, 20.8% elo% vs. simple_bot, avg. reward: -8.785, 2.791 sec/game, 7.7 min. total, 467.9 MB
moocher_shakable v5 196 games, 149905 moves, e=0.852, loss: 4.0, -, 20.2% elo% vs. simple_bot, avg. reward: -8.746, 2.802 sec/game, 7.8 min. total, 467.8 MB
moocher_shakable v5 197 games, 150788 moves, e=0.851, loss: 4.1, -, 19.6% elo% vs. simple_bot, avg. reward: -8.748, 2.803 sec/game, 7.8 min. total, 468.2 MB
moocher_shakable v5 198 games, 151655 moves, e=0.850, loss: 4.2, -, 19.0% elo% vs. simple_bot, avg. reward: -8.732, 2.786 sec/game, 7.8 min. total, 468.3 MB
moocher_shakable v5 199 games, 152499 moves, e=0.849, loss: 4.0, -, 18.5% elo% vs. simple_bot, avg. reward: -8.721, 2.806 sec/game, 7.9 min. total, 468.9 MB
moocher_shakable v5 200 games, 153383 moves, e=0.848, loss: 3.9, -, 18.0% elo% vs. simple_bot, avg. reward: -8.694, 2.845 sec/game, 7.9 min. total, 469.1 MB
moocher_shakable v6 201 games, 154326 moves, e=0.847, loss: 4.2, -, 47.7% elo% vs. simple_bot, avg. reward: -8.695, 2.869 sec/game, 8.0 min. total, 468.9 MB
moocher_shakable v6 202 games, 155093 moves, e=0.846, loss: 4.1, -, 45.5% elo% vs. simple_bot, avg. reward: -8.685, 2.840 sec/game, 8.0 min. total, 469.1 MB
moocher_shakable v6 203 games, 155997 moves, e=0.846, loss: 4.4, -, 43.4% elo% vs. simple_bot, avg. reward: -8.665, 2.875 sec/game, 8.1 min. total, 469.4 MB
moocher_shakable v6 204 games, 156778 moves, e=0.845, loss: 4.3, -, 41.5% elo% vs. simple_bot, avg. reward: -8.653, 2.878 sec/game, 8.1 min. total, 469.5 MB
moocher_shakable v6 205 games, 157591 moves, e=0.844, loss: 3.9, -, 39.6% elo% vs. simple_bot, avg. reward: -8.649, 2.869 sec/game, 8.2 min. total, 469.4 MB
moocher_shakable v6 206 games, 158401 moves, e=0.843, loss: 3.9, -, 37.9% elo% vs. simple_bot, avg. reward: -8.640, 2.912 sec/game, 8.2 min. total, 469.6 MB
moocher_shakable v6 207 games, 159321 moves, e=0.842, loss: 4.0, -, 36.3% elo% vs. simple_bot, avg. reward: -8.623, 2.957 sec/game, 8.3 min. total, 470.2 MB
moocher_shakable v6 208 games, 160167 moves, e=0.841, loss: 4.1, -, 34.8% elo% vs. simple_bot, avg. reward: -8.598, 2.983 sec/game, 8.4 min. total, 470.3 MB
moocher_shakable v6 209 games, 161008 moves, e=0.841, loss: 3.7, -, 33.3% elo% vs. simple_bot, avg. reward: -8.594, 2.960 sec/game, 8.4 min. total, 470.3 MB
moocher_shakable v6 210 games, 161826 moves, e=0.840, loss: 3.7, -, 32.0% elo% vs. simple_bot, avg. reward: -8.586, 2.972 sec/game, 8.5 min. total, 470.2 MB
moocher_shakable v6 211 games, 162699 moves, e=0.839, loss: 3.8, -, 30.7% elo% vs. simple_bot, avg. reward: -8.555, 3.044 sec/game, 8.5 min. total, 470.9 MB
moocher_shakable v6 212 games, 163623 moves, e=0.838, loss: 3.7, -, 29.5% elo% vs. simple_bot, avg. reward: -8.552, 3.071 sec/game, 8.6 min. total, 471.0 MB
moocher_shakable v6 213 games, 164439 moves, e=0.837, loss: 3.7, -, 28.4% elo% vs. simple_bot, avg. reward: -8.555, 3.087 sec/game, 8.6 min. total, 472.0 MB
moocher_shakable v6 214 games, 165410 moves, e=0.836, loss: 3.7, -, 27.3% elo% vs. simple_bot, avg. reward: -8.551, 3.121 sec/game, 8.7 min. total, 471.7 MB
moocher_shakable v6 215 games, 166401 moves, e=0.835, loss: 3.9, -, 26.4% elo% vs. simple_bot, avg. reward: -8.515, 3.124 sec/game, 8.7 min. total, 471.4 MB
moocher_shakable v6 216 games, 167320 moves, e=0.834, loss: 3.8, -, 25.4% elo% vs. simple_bot, avg. reward: -8.509, 3.134 sec/game, 8.8 min. total, 471.7 MB
moocher_shakable v6 217 games, 168140 moves, e=0.834, loss: 3.7, -, 24.5% elo% vs. simple_bot, avg. reward: -8.496, 3.131 sec/game, 8.8 min. total, 471.8 MB
moocher_shakable v6 218 games, 169090 moves, e=0.833, loss: 3.6, -, 23.7% elo% vs. simple_bot, avg. reward: -8.459, 3.215 sec/game, 8.9 min. total, 471.4 MB
moocher_shakable v6 219 games, 170080 moves, e=0.832, loss: 3.8, -, 22.9% elo% vs. simple_bot, avg. reward: -8.417, 3.224 sec/game, 9.0 min. total, 471.9 MB
moocher_shakable v6 220 games, 170964 moves, e=0.831, loss: 3.6, -, 22.2% elo% vs. simple_bot, avg. reward: -8.400, 3.213 sec/game, 9.0 min. total, 473.6 MB
moocher_shakable v6 221 games, 171784 moves, e=0.830, loss: 4.0, -, 21.5% elo% vs. simple_bot, avg. reward: -8.406, 3.220 sec/game, 9.1 min. total, 473.5 MB
moocher_shakable v6 222 games, 172860 moves, e=0.829, loss: 4.1, -, 20.8% elo% vs. simple_bot, avg. reward: -8.367, 3.305 sec/game, 9.1 min. total, 473.0 MB
moocher_shakable v6 223 games, 173866 moves, e=0.828, loss: 3.9, -, 20.2% elo% vs. simple_bot, avg. reward: -8.338, 3.350 sec/game, 9.2 min. total, 473.6 MB
moocher_shakable v6 224 games, 174813 moves, e=0.827, loss: 3.9, -, 19.6% elo% vs. simple_bot, avg. reward: -8.321, 3.379 sec/game, 9.3 min. total, 473.1 MB
moocher_shakable v6 225 games, 175584 moves, e=0.826, loss: 3.7, -, 19.1% elo% vs. simple_bot, avg. reward: -8.324, 3.366 sec/game, 9.3 min. total, 472.5 MB
moocher_shakable v6 226 games, 176420 moves, e=0.825, loss: 3.7, -, 18.5% elo% vs. simple_bot, avg. reward: -8.310, 3.369 sec/game, 9.4 min. total, 475.3 MB
moocher_shakable v6 227 games, 177190 moves, e=0.825, loss: 3.8, -, 18.0% elo% vs. simple_bot, avg. reward: -8.305, 3.317 sec/game, 9.4 min. total, 474.7 MB
moocher_shakable v6 228 games, 177959 moves, e=0.824, loss: 3.7, -, 17.5% elo% vs. simple_bot, avg. reward: -8.288, 3.288 sec/game, 9.5 min. total, 474.8 MB
moocher_shakable v6 229 games, 178721 moves, e=0.823, loss: 3.8, -, 17.1% elo% vs. simple_bot, avg. reward: -8.284, 3.280 sec/game, 9.5 min. total, 474.8 MB
moocher_shakable v6 230 games, 179621 moves, e=0.822, loss: 3.5, -, 16.6% elo% vs. simple_bot, avg. reward: -8.272, 3.292 sec/game, 9.6 min. total, 474.7 MB
moocher_shakable v6 231 games, 180553 moves, e=0.821, loss: 3.7, -, 16.2% elo% vs. simple_bot, avg. reward: -8.256, 3.267 sec/game, 9.6 min. total, 473.6 MB
moocher_shakable v6 232 games, 181372 moves, e=0.820, loss: 4.1, -, 15.8% elo% vs. simple_bot, avg. reward: -8.244, 3.255 sec/game, 9.7 min. total, 444.0 MB
moocher_shakable v6 233 games, 182207 moves, e=0.820, loss: 4.3, -, 15.4% elo% vs. simple_bot, avg. reward: -8.219, 3.291 sec/game, 9.7 min. total, 443.7 MB
moocher_shakable v6 234 games, 182937 moves, e=0.819, loss: 4.2, -, 15.1% elo% vs. simple_bot, avg. reward: -8.218, 3.254 sec/game, 9.8 min. total, 443.5 MB
moocher_shakable v6 235 games, 183893 moves, e=0.818, loss: 3.8, -, 14.7% elo% vs. simple_bot, avg. reward: -8.206, 3.275 sec/game, 9.8 min. total, 443.4 MB
moocher_shakable v6 236 games, 184748 moves, e=0.817, loss: 3.6, -, 14.4% elo% vs. simple_bot, avg. reward: -8.198, 3.279 sec/game, 9.9 min. total, 443.7 MB
moocher_shakable v6 237 games, 185684 moves, e=0.816, loss: 3.7, -, 14.0% elo% vs. simple_bot, avg. reward: -8.187, 3.311 sec/game, 9.9 min. total, 443.8 MB
moocher_shakable v6 238 games, 186529 moves, e=0.815, loss: 3.7, -, 13.7% elo% vs. simple_bot, avg. reward: -8.178, 3.265 sec/game, 10.0 min. total, 443.8 MB
moocher_shakable v6 239 games, 187293 moves, e=0.815, loss: 3.9, -, 13.4% elo% vs. simple_bot, avg. reward: -8.175, 3.248 sec/game, 10.0 min. total, 444.3 MB
moocher_shakable v6 240 games, 188280 moves, e=0.814, loss: 4.0, -, 13.1% elo% vs. simple_bot, avg. reward: -8.168, 3.251 sec/game, 10.1 min. total, 445.0 MB
moocher_shakable v6 241 games, 189393 moves, e=0.813, loss: 4.0, -, 12.9% elo% vs. simple_bot, avg. reward: -8.132, 3.292 sec/game, 10.2 min. total, 445.2 MB
moocher_shakable v6 242 games, 190206 moves, e=0.812, loss: 3.9, -, 12.6% elo% vs. simple_bot, avg. reward: -8.131, 3.243 sec/game, 10.2 min. total, 445.3 MB
moocher_shakable v6 243 games, 191069 moves, e=0.811, loss: 4.0, -, 12.4% elo% vs. simple_bot, avg. reward: -8.124, 3.207 sec/game, 10.3 min. total, 445.2 MB
moocher_shakable v6 244 games, 192070 moves, e=0.810, loss: 4.3, -, 12.1% elo% vs. simple_bot, avg. reward: -8.097, 3.220 sec/game, 10.3 min. total, 445.3 MB
moocher_shakable v6 245 games, 192934 moves, e=0.809, loss: 4.0, -, 11.9% elo% vs. simple_bot, avg. reward: -8.088, 3.250 sec/game, 10.4 min. total, 445.5 MB
moocher_shakable v6 246 games, 193834 moves, e=0.808, loss: 4.2, -, 11.7% elo% vs. simple_bot, avg. reward: -8.081, 3.229 sec/game, 10.4 min. total, 447.1 MB
moocher_shakable v6 247 games, 194795 moves, e=0.807, loss: 4.4, -, 11.4% elo% vs. simple_bot, avg. reward: -8.059, 3.242 sec/game, 10.5 min. total, 448.2 MB
moocher_shakable v6 248 games, 195618 moves, e=0.806, loss: 4.6, -, 11.2% elo% vs. simple_bot, avg. reward: -8.064, 3.262 sec/game, 10.6 min. total, 448.1 MB
moocher_shakable v6 249 games, 196596 moves, e=0.805, loss: 4.6, -, 11.0% elo% vs. simple_bot, avg. reward: -8.056, 3.287 sec/game, 10.6 min. total, 447.7 MB
moocher_shakable v6 250 games, 197478 moves, e=0.804, loss: 5.0, -, 10.8% elo% vs. simple_bot, avg. reward: -8.050, 3.275 sec/game, 10.7 min. total, 448.2 MB
moocher_shakable v6 251 games, 198359 moves, e=0.804, loss: 4.7, -, 10.6% elo% vs. simple_bot, avg. reward: -8.033, 3.263 sec/game, 10.7 min. total, 448.3 MB
moocher_shakable v6 252 games, 199122 moves, e=0.803, loss: 5.0, -, 10.4% elo% vs. simple_bot, avg. reward: -8.010, 3.251 sec/game, 10.8 min. total, 448.2 MB
moocher_shakable v6 253 games, 199951 moves, e=0.802, loss: 4.9, -, 10.3% elo% vs. simple_bot, avg. reward: -7.982, 3.230 sec/game, 10.8 min. total, 448.3 MB
moocher_shakable v6 254 games, 200722 moves, e=0.801, loss: 4.8, -, 10.1% elo% vs. simple_bot, avg. reward: -7.972, 3.219 sec/game, 10.9 min. total, 449.4 MB
moocher_shakable v6 255 games, 201501 moves, e=0.801, loss: 4.9, -, 9.9% elo% vs. simple_bot, avg. reward: -7.984, 3.162 sec/game, 10.9 min. total, 449.0 MB
moocher_shakable v6 256 games, 202315 moves, e=0.800, loss: 4.9, -, 9.8% elo% vs. simple_bot, avg. reward: -7.974, 3.138 sec/game, 10.9 min. total, 449.2 MB
moocher_shakable v6 257 games, 203358 moves, e=0.799, loss: 5.0, -, 9.6% elo% vs. simple_bot, avg. reward: -7.941, 3.160 sec/game, 11.0 min. total, 449.6 MB
moocher_shakable v6 258 games, 204249 moves, e=0.798, loss: 4.9, -, 9.5% elo% vs. simple_bot, avg. reward: -7.929, 3.156 sec/game, 11.1 min. total, 449.5 MB
moocher_shakable v6 259 games, 205199 moves, e=0.797, loss: 4.8, -, 9.3% elo% vs. simple_bot, avg. reward: -7.910, 3.203 sec/game, 11.1 min. total, 449.8 MB
moocher_shakable v6 260 games, 206044 moves, e=0.796, loss: 4.6, -, 9.2% elo% vs. simple_bot, avg. reward: -7.902, 3.193 sec/game, 11.2 min. total, 450.6 MB
moocher_shakable v6 261 games, 206952 moves, e=0.795, loss: 5.1, -, 9.0% elo% vs. simple_bot, avg. reward: -7.889, 3.127 sec/game, 11.2 min. total, 452.2 MB
moocher_shakable v6 262 games, 207822 moves, e=0.794, loss: 4.7, -, 8.9% elo% vs. simple_bot, avg. reward: -7.880, 3.125 sec/game, 11.3 min. total, 452.3 MB
moocher_shakable v6 263 games, 208855 moves, e=0.793, loss: 4.7, -, 8.8% elo% vs. simple_bot, avg. reward: -7.852, 3.173 sec/game, 11.3 min. total, 452.1 MB
moocher_shakable v6 264 games, 209738 moves, e=0.792, loss: 4.9, -, 8.6% elo% vs. simple_bot, avg. reward: -7.858, 3.146 sec/game, 11.4 min. total, 452.5 MB
moocher_shakable v6 265 games, 210575 moves, e=0.792, loss: 4.3, -, 8.5% elo% vs. simple_bot, avg. reward: -7.854, 3.132 sec/game, 11.4 min. total, 452.9 MB
moocher_shakable v6 266 games, 211463 moves, e=0.791, loss: 4.0, -, 8.4% elo% vs. simple_bot, avg. reward: -7.839, 3.142 sec/game, 11.5 min. total, 452.8 MB
moocher_shakable v6 267 games, 212369 moves, e=0.790, loss: 4.1, -, 8.3% elo% vs. simple_bot, avg. reward: -7.822, 3.161 sec/game, 11.5 min. total, 454.1 MB
moocher_shakable v6 268 games, 213415 moves, e=0.789, loss: 4.1, -, 8.1% elo% vs. simple_bot, avg. reward: -7.805, 3.206 sec/game, 11.6 min. total, 454.0 MB
moocher_shakable v6 269 games, 214352 moves, e=0.788, loss: 4.3, -, 8.0% elo% vs. simple_bot, avg. reward: -7.786, 3.243 sec/game, 11.7 min. total, 454.0 MB
moocher_shakable v6 270 games, 215310 moves, e=0.787, loss: 4.3, -, 7.9% elo% vs. simple_bot, avg. reward: -7.759, 3.288 sec/game, 11.8 min. total, 453.9 MB
moocher_shakable v6 271 games, 216393 moves, e=0.786, loss: 4.2, -, 7.8% elo% vs. simple_bot, avg. reward: -7.749, 3.320 sec/game, 11.8 min. total, 453.9 MB
moocher_shakable v6 272 games, 217370 moves, e=0.785, loss: 3.8, -, 7.7% elo% vs. simple_bot, avg. reward: -7.749, 3.375 sec/game, 11.9 min. total, 454.4 MB
moocher_shakable v6 273 games, 218198 moves, e=0.784, loss: 3.7, -, 7.6% elo% vs. simple_bot, avg. reward: -7.758, 3.358 sec/game, 11.9 min. total, 454.6 MB
moocher_shakable v6 274 games, 219235 moves, e=0.783, loss: 3.4, -, 7.5% elo% vs. simple_bot, avg. reward: -7.751, 3.430 sec/game, 12.0 min. total, 456.2 MB
moocher_shakable v6 275 games, 220202 moves, e=0.782, loss: 3.4, -, 7.4% elo% vs. simple_bot, avg. reward: -7.750, 3.495 sec/game, 12.1 min. total, 456.4 MB
moocher_shakable v6 276 games, 221229 moves, e=0.781, loss: 3.4, -, 7.3% elo% vs. simple_bot, avg. reward: -7.737, 3.528 sec/game, 12.1 min. total, 456.7 MB
moocher_shakable v6 277 games, 221985 moves, e=0.780, loss: 3.5, -, 7.2% elo% vs. simple_bot, avg. reward: -7.748, 3.465 sec/game, 12.2 min. total, 456.6 MB
moocher_shakable v6 278 games, 222959 moves, e=0.779, loss: 3.8, -, 7.2% elo% vs. simple_bot, avg. reward: -7.732, 3.459 sec/game, 12.2 min. total, 456.8 MB
moocher_shakable v6 279 games, 223993 moves, e=0.778, loss: 3.9, -, 7.1% elo% vs. simple_bot, avg. reward: -7.712, 3.461 sec/game, 12.3 min. total, 456.7 MB
moocher_shakable v6 280 games, 224892 moves, e=0.777, loss: 3.4, -, 7.0% elo% vs. simple_bot, avg. reward: -7.693, 3.493 sec/game, 12.3 min. total, 456.8 MB
moocher_shakable v6 281 games, 225817 moves, e=0.776, loss: 3.8, -, 6.9% elo% vs. simple_bot, avg. reward: -7.694, 3.509 sec/game, 12.4 min. total, 457.0 MB
