marrow_each v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 319.3 MB
marrow_each v18 1443 games, 3496262 moves, e=0.010, loss: 69358.1, -, 2.2% elo% vs. v16, avg. reward: -1.690, 7.524 sec/game, 179.2 min. total, 780.1 MB
marrow_each v18 1444 games, 3498749 moves, e=0.010, loss: 70167.4, -, 2.1% elo% vs. v16, avg. reward: -1.691, 7.542 sec/game, 179.3 min. total, 781.5 MB
marrow_each v18 1445 games, 3501170 moves, e=0.010, loss: 69113.6, -, 2.1% elo% vs. v16, avg. reward: -1.690, 7.556 sec/game, 179.4 min. total, 782.4 MB
marrow_each v18 1446 games, 3503675 moves, e=0.010, loss: 76997.2, -, 2.1% elo% vs. v16, avg. reward: -1.688, 7.575 sec/game, 179.6 min. total, 784.9 MB
marrow_each v18 1447 games, 3506034 moves, e=0.010, loss: 75326.8, -, 2.1% elo% vs. v16, avg. reward: -1.686, 7.538 sec/game, 179.7 min. total, 783.8 MB
marrow_each v18 1448 games, 3508429 moves, e=0.010, loss: 72657.3, -, 2.1% elo% vs. v16, avg. reward: -1.685, 7.538 sec/game, 179.8 min. total, 784.7 MB
marrow_each v18 1449 games, 3510844 moves, e=0.010, loss: 77308.9, -, 2.1% elo% vs. v16, avg. reward: -1.686, 7.543 sec/game, 179.9 min. total, 785.4 MB
marrow_each v18 1450 games, 3513363 moves, e=0.010, loss: 80506.8, -, 2.1% elo% vs. v16, avg. reward: -1.681, 7.559 sec/game, 180.1 min. total, 785.7 MB
marrow_each v18 1451 games, 3515772 moves, e=0.010, loss: 82832.4, -, 2.1% elo% vs. v16, avg. reward: -1.681, 7.523 sec/game, 180.2 min. total, 786.4 MB
marrow_each v18 1452 games, 3518284 moves, e=0.010, loss: 76912.2, -, 2.1% elo% vs. v16, avg. reward: -1.679, 7.533 sec/game, 180.3 min. total, 786.2 MB
marrow_each v18 1453 games, 3520740 moves, e=0.010, loss: 72989.3, -, 2.1% elo% vs. v16, avg. reward: -1.676, 7.533 sec/game, 180.4 min. total, 788.7 MB
marrow_each v18 1454 games, 3523325 moves, e=0.010, loss: 73622.9, -, 2.1% elo% vs. v16, avg. reward: -1.670, 7.552 sec/game, 180.6 min. total, 788.8 MB
marrow_each v18 1455 games, 3525672 moves, e=0.010, loss: 77963.4, -, 2.1% elo% vs. v16, avg. reward: -1.675, 7.535 sec/game, 180.7 min. total, 789.1 MB
marrow_each v18 1456 games, 3528076 moves, e=0.010, loss: 79131.4, -, 2.1% elo% vs. v16, avg. reward: -1.675, 7.517 sec/game, 180.8 min. total, 791.2 MB
marrow_each v18 1457 games, 3530600 moves, e=0.010, loss: 78384.3, -, 2.0% elo% vs. v16, avg. reward: -1.669, 7.536 sec/game, 180.9 min. total, 789.1 MB
marrow_each v18 1458 games, 3533043 moves, e=0.010, loss: 74871.2, -, 2.0% elo% vs. v16, avg. reward: -1.670, 7.517 sec/game, 181.1 min. total, 788.2 MB
marrow_each v18 1459 games, 3535445 moves, e=0.010, loss: 75032.5, -, 2.0% elo% vs. v16, avg. reward: -1.669, 7.525 sec/game, 181.2 min. total, 791.3 MB
marrow_each v18 1460 games, 3537840 moves, e=0.010, loss: 77501.7, -, 2.0% elo% vs. v16, avg. reward: -1.667, 7.508 sec/game, 181.3 min. total, 791.2 MB
marrow_each v18 1461 games, 3540250 moves, e=0.010, loss: 80937.6, -, 2.0% elo% vs. v16, avg. reward: -1.669, 7.521 sec/game, 181.4 min. total, 789.2 MB
marrow_each v18 1462 games, 3542656 moves, e=0.010, loss: 84164.6, -, 2.0% elo% vs. v16, avg. reward: -1.671, 7.495 sec/game, 181.6 min. total, 792.5 MB
marrow_each v18 1463 games, 3544977 moves, e=0.010, loss: 83221.1, -, 2.0% elo% vs. v16, avg. reward: -1.671, 7.498 sec/game, 181.7 min. total, 795.9 MB
marrow_each v18 1464 games, 3547400 moves, e=0.010, loss: 84866.9, -, 2.0% elo% vs. v16, avg. reward: -1.669, 7.499 sec/game, 181.8 min. total, 797.4 MB
marrow_each v18 1465 games, 3549762 moves, e=0.010, loss: 84638.7, -, 2.0% elo% vs. v16, avg. reward: -1.669, 7.482 sec/game, 181.9 min. total, 796.7 MB
marrow_each v18 1466 games, 3552242 moves, e=0.010, loss: 81568.8, -, 2.0% elo% vs. v16, avg. reward: -1.667, 7.467 sec/game, 182.0 min. total, 798.3 MB
marrow_each v18 1467 games, 3554619 moves, e=0.010, loss: 84669.8, -, 2.0% elo% vs. v16, avg. reward: -1.667, 7.490 sec/game, 182.2 min. total, 799.5 MB
marrow_each v18 1468 games, 3557011 moves, e=0.010, loss: 77789.4, -, 2.0% elo% vs. v16, avg. reward: -1.664, 7.489 sec/game, 182.3 min. total, 798.0 MB
marrow_each v18 1469 games, 3559469 moves, e=0.010, loss: 80464.9, -, 2.0% elo% vs. v16, avg. reward: -1.662, 7.490 sec/game, 182.4 min. total, 796.9 MB
marrow_each v18 1470 games, 3561936 moves, e=0.010, loss: 78376.2, -, 2.0% elo% vs. v16, avg. reward: -1.659, 7.482 sec/game, 182.6 min. total, 795.6 MB
marrow_each v18 1471 games, 3564399 moves, e=0.010, loss: 78650.0, -, 1.9% elo% vs. v16, avg. reward: -1.657, 7.494 sec/game, 182.7 min. total, 795.5 MB
marrow_each v18 1472 games, 3566810 moves, e=0.010, loss: 79682.3, -, 1.9% elo% vs. v16, avg. reward: -1.658, 7.493 sec/game, 182.8 min. total, 796.6 MB
marrow_each v18 1473 games, 3569252 moves, e=0.010, loss: 80310.4, -, 1.9% elo% vs. v16, avg. reward: -1.654, 7.493 sec/game, 182.9 min. total, 802.8 MB
marrow_each v18 1474 games, 3571744 moves, e=0.010, loss: 79059.4, -, 1.9% elo% vs. v16, avg. reward: -1.652, 7.490 sec/game, 183.1 min. total, 804.0 MB
marrow_each v18 1475 games, 3574179 moves, e=0.010, loss: 82997.5, -, 1.9% elo% vs. v16, avg. reward: -1.651, 7.495 sec/game, 183.2 min. total, 802.5 MB
marrow_each v18 1476 games, 3576652 moves, e=0.010, loss: 80484.7, -, 1.9% elo% vs. v16, avg. reward: -1.649, 7.491 sec/game, 183.3 min. total, 805.8 MB
marrow_each v18 1477 games, 3579116 moves, e=0.010, loss: 91886.9, -, 1.9% elo% vs. v16, avg. reward: -1.648, 7.501 sec/game, 183.4 min. total, 803.3 MB
marrow_each v18 1478 games, 3581471 moves, e=0.010, loss: 94064.6, -, 1.9% elo% vs. v16, avg. reward: -1.649, 7.504 sec/game, 183.6 min. total, 797.4 MB
marrow_each v18 1479 games, 3583865 moves, e=0.010, loss: 93327.7, -, 1.9% elo% vs. v16, avg. reward: -1.649, 7.487 sec/game, 183.7 min. total, 794.3 MB
marrow_each v18 1480 games, 3586242 moves, e=0.010, loss: 104691.3, -, 1.9% elo% vs. v16, avg. reward: -1.652, 7.491 sec/game, 183.8 min. total, 795.1 MB
marrow_each v18 1481 games, 3588657 moves, e=0.010, loss: 112890.0, -, 1.9% elo% vs. v16, avg. reward: -1.649, 7.505 sec/game, 183.9 min. total, 797.1 MB
marrow_each v18 1482 games, 3590939 moves, e=0.010, loss: 105177.2, -, 1.9% elo% vs. v16, avg. reward: -1.648, 7.493 sec/game, 184.1 min. total, 796.8 MB
marrow_each v18 1483 games, 3593434 moves, e=0.010, loss: 104264.3, -, 1.9% elo% vs. v16, avg. reward: -1.648, 7.507 sec/game, 184.2 min. total, 798.1 MB
marrow_each v18 1484 games, 3595694 moves, e=0.010, loss: 103746.5, -, 1.9% elo% vs. v16, avg. reward: -1.652, 7.485 sec/game, 184.3 min. total, 796.5 MB
marrow_each v18 1485 games, 3598117 moves, e=0.010, loss: 107410.2, -, 1.9% elo% vs. v16, avg. reward: -1.653, 7.507 sec/game, 184.4 min. total, 794.7 MB
marrow_each v18 1486 games, 3600595 moves, e=0.010, loss: 109084.7, -, 1.8% elo% vs. v16, avg. reward: -1.646, 7.499 sec/game, 184.5 min. total, 797.8 MB
marrow_each v18 1487 games, 3603032 moves, e=0.010, loss: 115279.4, -, 1.8% elo% vs. v16, avg. reward: -1.646, 7.497 sec/game, 184.7 min. total, 796.1 MB
marrow_each v18 1488 games, 3605411 moves, e=0.010, loss: 125142.9, -, 1.8% elo% vs. v16, avg. reward: -1.647, 7.502 sec/game, 184.8 min. total, 800.4 MB
marrow_each v18 1489 games, 3607673 moves, e=0.010, loss: 128291.8, -, 1.8% elo% vs. v16, avg. reward: -1.649, 7.460 sec/game, 184.9 min. total, 797.8 MB
marrow_each v18 1490 games, 3609998 moves, e=0.010, loss: 135188.9, -, 1.8% elo% vs. v16, avg. reward: -1.650, 7.453 sec/game, 185.0 min. total, 797.9 MB
marrow_each v18 1491 games, 3612328 moves, e=0.010, loss: 141561.6, -, 1.8% elo% vs. v16, avg. reward: -1.652, 7.437 sec/game, 185.2 min. total, 799.1 MB
marrow_each v18 1492 games, 3614738 moves, e=0.010, loss: 133614.2, -, 1.8% elo% vs. v16, avg. reward: -1.653, 7.420 sec/game, 185.3 min. total, 801.5 MB
marrow_each v18 1493 games, 3617171 moves, e=0.010, loss: 140000.9, -, 1.8% elo% vs. v16, avg. reward: -1.655, 7.426 sec/game, 185.4 min. total, 800.2 MB
marrow_each v18 1494 games, 3619548 moves, e=0.010, loss: 144980.9, -, 1.8% elo% vs. v16, avg. reward: -1.655, 7.393 sec/game, 185.5 min. total, 801.8 MB
marrow_each v18 1495 games, 3622041 moves, e=0.010, loss: 135725.1, -, 1.8% elo% vs. v16, avg. reward: -1.654, 7.411 sec/game, 185.7 min. total, 803.7 MB
marrow_each v18 1496 games, 3624492 moves, e=0.010, loss: 134510.5, -, 1.8% elo% vs. v16, avg. reward: -1.653, 7.411 sec/game, 185.8 min. total, 805.5 MB
marrow_each v18 1497 games, 3627150 moves, e=0.010, loss: 123031.0, -, 1.8% elo% vs. v16, avg. reward: -1.647, 7.451 sec/game, 185.9 min. total, 790.6 MB
marrow_each v18 1498 games, 3629658 moves, e=0.010, loss: 116360.2, -, 1.8% elo% vs. v16, avg. reward: -1.646, 7.444 sec/game, 186.0 min. total, 792.9 MB
marrow_each v18 1499 games, 3632087 moves, e=0.010, loss: 112260.9, -, 1.8% elo% vs. v16, avg. reward: -1.644, 7.468 sec/game, 186.2 min. total, 791.2 MB
marrow_each v18 1500 games, 3634512 moves, e=0.010, loss: 117253.3, -, 1.8% elo% vs. v16, avg. reward: -1.644, 7.476 sec/game, 186.3 min. total, 793.5 MB
marrow_each v18 1501 games, 3637004 moves, e=0.010, loss: 120417.8, -, 1.8% elo% vs. v16, avg. reward: -1.642, 7.481 sec/game, 186.4 min. total, 792.5 MB
marrow_each v18 1502 games, 3639428 moves, e=0.010, loss: 118799.1, -, 1.8% elo% vs. v16, avg. reward: -1.642, 7.496 sec/game, 186.6 min. total, 794.7 MB
marrow_each v18 1503 games, 3641790 moves, e=0.010, loss: 129094.9, -, 1.7% elo% vs. v16, avg. reward: -1.641, 7.485 sec/game, 186.7 min. total, 792.9 MB
marrow_each v18 1504 games, 3644039 moves, e=0.010, loss: 143093.7, -, 1.7% elo% vs. v16, avg. reward: -1.641, 7.486 sec/game, 186.8 min. total, 791.6 MB
marrow_each v18 1505 games, 3646313 moves, e=0.010, loss: 153135.2, -, 1.7% elo% vs. v16, avg. reward: -1.641, 7.455 sec/game, 186.9 min. total, 792.0 MB
marrow_each v18 1506 games, 3648630 moves, e=0.010, loss: 162854.4, -, 1.7% elo% vs. v16, avg. reward: -1.644, 7.448 sec/game, 187.0 min. total, 789.6 MB
marrow_each v18 1507 games, 3650902 moves, e=0.010, loss: 175383.8, -, 1.7% elo% vs. v16, avg. reward: -1.645, 7.424 sec/game, 187.1 min. total, 790.4 MB
marrow_each v18 1508 games, 3653279 moves, e=0.010, loss: 174139.5, -, 1.7% elo% vs. v16, avg. reward: -1.641, 7.428 sec/game, 187.3 min. total, 791.1 MB
marrow_each v18 1509 games, 3655692 moves, e=0.010, loss: 171122.6, -, 1.7% elo% vs. v16, avg. reward: -1.638, 7.466 sec/game, 187.4 min. total, 796.0 MB
marrow_each v18 1510 games, 3657965 moves, e=0.010, loss: 172525.7, -, 1.7% elo% vs. v16, avg. reward: -1.640, 7.436 sec/game, 187.5 min. total, 795.5 MB
marrow_each v18 1511 games, 3660359 moves, e=0.010, loss: 166138.8, -, 1.7% elo% vs. v16, avg. reward: -1.639, 7.454 sec/game, 187.6 min. total, 796.4 MB
marrow_each v18 1512 games, 3662767 moves, e=0.010, loss: 154740.5, -, 1.7% elo% vs. v16, avg. reward: -1.638, 7.449 sec/game, 187.8 min. total, 798.5 MB
marrow_each v18 1513 games, 3665206 moves, e=0.010, loss: 170493.3, -, 1.7% elo% vs. v16, avg. reward: -1.636, 7.446 sec/game, 187.9 min. total, 800.0 MB
marrow_each v18 1514 games, 3667738 moves, e=0.010, loss: 173943.4, -, 1.7% elo% vs. v16, avg. reward: -1.637, 7.479 sec/game, 188.0 min. total, 800.8 MB
marrow_each v18 1515 games, 3670259 moves, e=0.010, loss: 166824.2, -, 1.7% elo% vs. v16, avg. reward: -1.632, 7.457 sec/game, 188.1 min. total, 801.5 MB
marrow_each v18 1516 games, 3672762 moves, e=0.010, loss: 170261.5, -, 1.7% elo% vs. v16, avg. reward: -1.630, 7.475 sec/game, 188.3 min. total, 805.5 MB
marrow_each v18 1517 games, 3675347 moves, e=0.010, loss: 151746.8, -, 1.7% elo% vs. v16, avg. reward: -1.628, 7.465 sec/game, 188.4 min. total, 798.1 MB
marrow_each v18 1518 games, 3677753 moves, e=0.010, loss: 153375.4, -, 1.7% elo% vs. v16, avg. reward: -1.628, 7.474 sec/game, 188.5 min. total, 797.9 MB
marrow_each v18 1519 games, 3680220 moves, e=0.010, loss: 152409.8, -, 1.7% elo% vs. v16, avg. reward: -1.627, 7.505 sec/game, 188.7 min. total, 798.6 MB
marrow_each v18 1520 games, 3682604 moves, e=0.010, loss: 169205.2, -, 1.7% elo% vs. v16, avg. reward: -1.626, 7.517 sec/game, 188.8 min. total, 795.2 MB
marrow_each v18 1521 games, 3684891 moves, e=0.010, loss: 191817.3, -, 1.7% elo% vs. v16, avg. reward: -1.628, 7.494 sec/game, 188.9 min. total, 796.9 MB
marrow_each v18 1522 games, 3687261 moves, e=0.010, loss: 213832.6, -, 1.6% elo% vs. v16, avg. reward: -1.628, 7.480 sec/game, 189.0 min. total, 796.1 MB
marrow_each v18 1523 games, 3689682 moves, e=0.010, loss: 218157.9, -, 1.6% elo% vs. v16, avg. reward: -1.630, 7.495 sec/game, 189.2 min. total, 799.6 MB
marrow_each v18 1524 games, 3692105 moves, e=0.010, loss: 216770.4, -, 1.6% elo% vs. v16, avg. reward: -1.627, 7.521 sec/game, 189.3 min. total, 798.6 MB
marrow_each v18 1525 games, 3694398 moves, e=0.010, loss: 207323.7, -, 1.6% elo% vs. v16, avg. reward: -1.625, 7.536 sec/game, 189.4 min. total, 794.9 MB
marrow_each v18 1526 games, 3696771 moves, e=0.010, loss: 200182.9, -, 1.6% elo% vs. v16, avg. reward: -1.624, 7.543 sec/game, 189.5 min. total, 794.8 MB
marrow_each v18 1527 games, 3699248 moves, e=0.010, loss: 201057.8, -, 1.6% elo% vs. v16, avg. reward: -1.621, 7.571 sec/game, 189.7 min. total, 796.7 MB
marrow_each v18 1528 games, 3701760 moves, e=0.010, loss: 201487.2, -, 1.6% elo% vs. v16, avg. reward: -1.618, 7.582 sec/game, 189.8 min. total, 795.9 MB
marrow_each v18 1529 games, 3704162 moves, e=0.010, loss: 209033.6, -, 1.6% elo% vs. v16, avg. reward: -1.620, 7.562 sec/game, 189.9 min. total, 796.5 MB
marrow_each v18 1530 games, 3706650 moves, e=0.010, loss: 207150.6, -, 1.6% elo% vs. v16, avg. reward: -1.618, 7.610 sec/game, 190.1 min. total, 795.7 MB
marrow_each v18 1531 games, 3709020 moves, e=0.010, loss: 223301.0, -, 1.6% elo% vs. v16, avg. reward: -1.619, 7.603 sec/game, 190.2 min. total, 795.6 MB
marrow_each v18 1532 games, 3711496 moves, e=0.010, loss: 218266.1, -, 1.6% elo% vs. v16, avg. reward: -1.615, 7.621 sec/game, 190.3 min. total, 795.2 MB
marrow_each v18 1533 games, 3714052 moves, e=0.010, loss: 204874.7, -, 1.6% elo% vs. v16, avg. reward: -1.615, 7.638 sec/game, 190.4 min. total, 797.3 MB
marrow_each v18 1534 games, 3716578 moves, e=0.010, loss: 219190.7, -, 1.6% elo% vs. v16, avg. reward: -1.613, 7.627 sec/game, 190.6 min. total, 800.4 MB
marrow_each v18 1535 games, 3719115 moves, e=0.010, loss: 213194.4, -, 1.6% elo% vs. v16, avg. reward: -1.610, 7.652 sec/game, 190.7 min. total, 801.5 MB
marrow_each v18 1536 games, 3721591 moves, e=0.010, loss: 227677.3, -, 1.6% elo% vs. v16, avg. reward: -1.609, 7.644 sec/game, 190.8 min. total, 800.1 MB
marrow_each v18 1537 games, 3724064 moves, e=0.010, loss: 229574.8, -, 1.6% elo% vs. v16, avg. reward: -1.605, 7.619 sec/game, 191.0 min. total, 805.4 MB
marrow_each v18 1538 games, 3726413 moves, e=0.010, loss: 264184.6, -, 1.6% elo% vs. v16, avg. reward: -1.607, 7.599 sec/game, 191.1 min. total, 802.4 MB
marrow_each v18 1539 games, 3728803 moves, e=0.010, loss: 279547.2, -, 1.6% elo% vs. v16, avg. reward: -1.606, 7.562 sec/game, 191.2 min. total, 803.7 MB
marrow_each v18 1540 games, 3731234 moves, e=0.010, loss: 317079.8, -, 1.6% elo% vs. v16, avg. reward: -1.607, 7.539 sec/game, 191.3 min. total, 803.0 MB
marrow_each v18 1541 games, 3733585 moves, e=0.010, loss: 357084.9, -, 1.6% elo% vs. v16, avg. reward: -1.609, 7.535 sec/game, 191.4 min. total, 803.9 MB
marrow_each v18 1542 games, 3735897 moves, e=0.010, loss: 384674.5, -, 1.6% elo% vs. v16, avg. reward: -1.609, 7.551 sec/game, 191.6 min. total, 805.8 MB
marrow_each v18 1543 games, 3738251 moves, e=0.010, loss: 430348.7, -, 1.6% elo% vs. v16, avg. reward: -1.610, 7.564 sec/game, 191.7 min. total, 804.7 MB
marrow_each v18 1544 games, 3740683 moves, e=0.010, loss: 444827.4, -, 1.5% elo% vs. v16, avg. reward: -1.611, 7.559 sec/game, 191.8 min. total, 807.1 MB
marrow_each v18 1545 games, 3743002 moves, e=0.010, loss: 416872.4, -, 1.5% elo% vs. v16, avg. reward: -1.612, 7.559 sec/game, 191.9 min. total, 807.2 MB
marrow_each v18 1546 games, 3745310 moves, e=0.010, loss: 431888.2, -, 1.5% elo% vs. v16, avg. reward: -1.617, 7.544 sec/game, 192.1 min. total, 806.2 MB
marrow_each v18 1547 games, 3747762 moves, e=0.010, loss: 410346.4, -, 1.5% elo% vs. v16, avg. reward: -1.617, 7.537 sec/game, 192.2 min. total, 806.7 MB
marrow_each v18 1548 games, 3750134 moves, e=0.010, loss: 434035.9, -, 1.5% elo% vs. v16, avg. reward: -1.620, 7.501 sec/game, 192.3 min. total, 811.0 MB
marrow_each v18 1549 games, 3752651 moves, e=0.010, loss: 425274.4, -, 1.5% elo% vs. v16, avg. reward: -1.619, 7.548 sec/game, 192.4 min. total, 811.3 MB
marrow_each v18 1550 games, 3755188 moves, e=0.010, loss: 400019.1, -, 1.5% elo% vs. v16, avg. reward: -1.620, 7.544 sec/game, 192.6 min. total, 812.6 MB
marrow_each v18 1551 games, 3757641 moves, e=0.010, loss: 421252.3, -, 1.5% elo% vs. v16, avg. reward: -1.618, 7.549 sec/game, 192.7 min. total, 810.6 MB
marrow_each v18 1552 games, 3760171 moves, e=0.010, loss: 431019.3, -, 1.5% elo% vs. v16, avg. reward: -1.616, 7.554 sec/game, 192.8 min. total, 811.6 MB
marrow_each v18 1553 games, 3762696 moves, e=0.010, loss: 432931.7, -, 1.5% elo% vs. v16, avg. reward: -1.615, 7.551 sec/game, 193.0 min. total, 813.0 MB
marrow_each v18 1554 games, 3765125 moves, e=0.010, loss: 427615.1, -, 1.5% elo% vs. v16, avg. reward: -1.620, 7.543 sec/game, 193.1 min. total, 812.6 MB
marrow_each v18 1555 games, 3767558 moves, e=0.010, loss: 451512.9, -, 1.5% elo% vs. v16, avg. reward: -1.617, 7.515 sec/game, 193.2 min. total, 813.9 MB
marrow_each v18 1556 games, 3769883 moves, e=0.010, loss: 496917.1, -, 1.5% elo% vs. v16, avg. reward: -1.618, 7.499 sec/game, 193.3 min. total, 812.5 MB
marrow_each v18 1557 games, 3772302 moves, e=0.010, loss: 524396.8, -, 1.5% elo% vs. v16, avg. reward: -1.617, 7.483 sec/game, 193.4 min. total, 812.8 MB
marrow_each v18 1558 games, 3774682 moves, e=0.010, loss: 535600.2, -, 1.5% elo% vs. v16, avg. reward: -1.617, 7.479 sec/game, 193.6 min. total, 814.2 MB
marrow_each v18 1559 games, 3777030 moves, e=0.010, loss: 561887.2, -, 1.5% elo% vs. v16, avg. reward: -1.619, 7.484 sec/game, 193.7 min. total, 815.3 MB
marrow_each v18 1560 games, 3779530 moves, e=0.010, loss: 576196.4, -, 1.5% elo% vs. v16, avg. reward: -1.617, 7.485 sec/game, 193.8 min. total, 814.9 MB
marrow_each v18 1561 games, 3782028 moves, e=0.010, loss: 648161.4, -, 1.5% elo% vs. v16, avg. reward: -1.614, 7.521 sec/game, 193.9 min. total, 815.5 MB
marrow_each v18 1562 games, 3784523 moves, e=0.010, loss: 655812.7, -, 1.5% elo% vs. v16, avg. reward: -1.613, 7.528 sec/game, 194.1 min. total, 817.5 MB
marrow_each v18 1563 games, 3786989 moves, e=0.010, loss: 680893.7, -, 1.5% elo% vs. v16, avg. reward: -1.611, 7.518 sec/game, 194.2 min. total, 817.9 MB
marrow_each v18 1564 games, 3789403 moves, e=0.010, loss: 644529.1, -, 1.5% elo% vs. v16, avg. reward: -1.611, 7.516 sec/game, 194.3 min. total, 819.4 MB
marrow_each v18 1565 games, 3791792 moves, e=0.010, loss: 680397.6, -, 1.5% elo% vs. v16, avg. reward: -1.612, 7.527 sec/game, 194.5 min. total, 819.0 MB
marrow_each v18 1566 games, 3794164 moves, e=0.010, loss: 691410.2, -, 1.5% elo% vs. v16, avg. reward: -1.614, 7.532 sec/game, 194.6 min. total, 820.1 MB
marrow_each v18 1567 games, 3796586 moves, e=0.010, loss: 738273.4, -, 1.5% elo% vs. v16, avg. reward: -1.615, 7.533 sec/game, 194.7 min. total, 822.2 MB
marrow_each v18 1568 games, 3799012 moves, e=0.010, loss: 759415.3, -, 1.4% elo% vs. v16, avg. reward: -1.614, 7.556 sec/game, 194.8 min. total, 820.8 MB
marrow_each v18 1569 games, 3801350 moves, e=0.010, loss: 821677.1, -, 1.4% elo% vs. v16, avg. reward: -1.616, 7.530 sec/game, 194.9 min. total, 820.4 MB
marrow_each v18 1570 games, 3803791 moves, e=0.010, loss: 827728.1, -, 1.4% elo% vs. v16, avg. reward: -1.618, 7.516 sec/game, 195.1 min. total, 821.4 MB
marrow_each v18 1571 games, 3806084 moves, e=0.010, loss: 882112.9, -, 1.4% elo% vs. v16, avg. reward: -1.621, 7.499 sec/game, 195.2 min. total, 818.9 MB
marrow_each v18 1572 games, 3808464 moves, e=0.010, loss: 873119.0, -, 1.4% elo% vs. v16, avg. reward: -1.624, 7.461 sec/game, 195.3 min. total, 821.1 MB
marrow_each v18 1573 games, 3810839 moves, e=0.010, loss: 877804.2, -, 1.4% elo% vs. v16, avg. reward: -1.627, 7.453 sec/game, 195.4 min. total, 820.6 MB
marrow_each v18 1574 games, 3813296 moves, e=0.010, loss: 854251.5, -, 1.4% elo% vs. v16, avg. reward: -1.627, 7.460 sec/game, 195.6 min. total, 822.4 MB
marrow_each v18 1575 games, 3815810 moves, e=0.010, loss: 844006.5, -, 1.4% elo% vs. v16, avg. reward: -1.627, 7.484 sec/game, 195.7 min. total, 822.5 MB
marrow_each v18 1576 games, 3818278 moves, e=0.010, loss: 923348.5, -, 1.4% elo% vs. v16, avg. reward: -1.628, 7.493 sec/game, 195.8 min. total, 826.3 MB
marrow_each v18 1577 games, 3820687 moves, e=0.010, loss: 974052.1, -, 1.4% elo% vs. v16, avg. reward: -1.629, 7.504 sec/game, 195.9 min. total, 827.7 MB
marrow_each v18 1578 games, 3823200 moves, e=0.010, loss: 910803.1, -, 1.4% elo% vs. v16, avg. reward: -1.627, 7.523 sec/game, 196.1 min. total, 826.5 MB
marrow_each v18 1579 games, 3825627 moves, e=0.010, loss: 932312.1, -, 1.4% elo% vs. v16, avg. reward: -1.626, 7.516 sec/game, 196.2 min. total, 826.1 MB
marrow_each v18 1580 games, 3828039 moves, e=0.010, loss: 986404.8, -, 1.4% elo% vs. v16, avg. reward: -1.624, 7.520 sec/game, 196.3 min. total, 826.1 MB
marrow_each v18 1581 games, 3830461 moves, e=0.010, loss: 1009562.2, -, 1.4% elo% vs. v16, avg. reward: -1.625, 7.494 sec/game, 196.4 min. total, 826.6 MB
marrow_each v18 1582 games, 3832937 moves, e=0.010, loss: 1104147.9, -, 1.4% elo% vs. v16, avg. reward: -1.623, 7.486 sec/game, 196.6 min. total, 827.5 MB
