justness_pawing v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.0 MB
justness_pawing v4 149 games, 111251 moves, e=0.890, loss: 78.3, -, 37.6% elo% vs. random_no_suicide, avg. reward: -4.859, 1.762 sec/game, 3.7 min. total, 489.4 MB
justness_pawing v4 150 games, 111969 moves, e=0.889, loss: 76.2, +, 40.3% elo% vs. random_no_suicide, avg. reward: -4.834, 1.737 sec/game, 3.8 min. total, 489.6 MB
justness_pawing v4 151 games, 112776 moves, e=0.888, loss: 75.8, +, 43.0% elo% vs. random_no_suicide, avg. reward: -4.823, 1.744 sec/game, 3.8 min. total, 489.5 MB
justness_pawing v4 152 games, 113427 moves, e=0.888, loss: 74.5, -, 41.1% elo% vs. random_no_suicide, avg. reward: -4.844, 1.720 sec/game, 3.8 min. total, 494.1 MB
justness_pawing v4 153 games, 114225 moves, e=0.887, loss: 75.6, -, 39.2% elo% vs. random_no_suicide, avg. reward: -4.824, 1.742 sec/game, 3.9 min. total, 495.2 MB
justness_pawing v4 154 games, 114959 moves, e=0.886, loss: 74.5, +, 41.9% elo% vs. random_no_suicide, avg. reward: -4.828, 1.773 sec/game, 3.9 min. total, 492.8 MB
justness_pawing v4 155 games, 115736 moves, e=0.885, loss: 78.2, -, 40.1% elo% vs. random_no_suicide, avg. reward: -4.810, 1.772 sec/game, 3.9 min. total, 497.0 MB
justness_pawing v4 156 games, 116558 moves, e=0.885, loss: 79.8, -, 38.3% elo% vs. random_no_suicide, avg. reward: -4.791, 1.768 sec/game, 4.0 min. total, 497.1 MB
justness_pawing v4 157 games, 117253 moves, e=0.884, loss: 79.6, -, 36.7% elo% vs. random_no_suicide, avg. reward: -4.794, 1.795 sec/game, 4.0 min. total, 497.1 MB
justness_pawing v4 158 games, 118016 moves, e=0.883, loss: 78.3, -, 35.1% elo% vs. random_no_suicide, avg. reward: -4.790, 1.796 sec/game, 4.0 min. total, 497.2 MB
justness_pawing v4 159 games, 118776 moves, e=0.882, loss: 79.8, -, 33.6% elo% vs. random_no_suicide, avg. reward: -4.793, 1.811 sec/game, 4.1 min. total, 492.6 MB
justness_pawing v4 160 games, 119529 moves, e=0.882, loss: 84.8, -, 32.3% elo% vs. random_no_suicide, avg. reward: -4.793, 1.828 sec/game, 4.1 min. total, 492.6 MB
justness_pawing v4 161 games, 120331 moves, e=0.881, loss: 85.1, +, 35.1% elo% vs. random_no_suicide, avg. reward: -4.781, 1.878 sec/game, 4.1 min. total, 492.9 MB
justness_pawing v4 162 games, 121100 moves, e=0.880, loss: 84.3, -, 33.6% elo% vs. random_no_suicide, avg. reward: -4.757, 1.893 sec/game, 4.2 min. total, 493.3 MB
justness_pawing v4 163 games, 121989 moves, e=0.879, loss: 83.6, -, 32.2% elo% vs. random_no_suicide, avg. reward: -4.715, 1.885 sec/game, 4.2 min. total, 493.4 MB
justness_pawing v4 164 games, 122769 moves, e=0.878, loss: 83.7, +, 35.0% elo% vs. random_no_suicide, avg. reward: -4.698, 1.880 sec/game, 4.2 min. total, 493.4 MB
justness_pawing v4 165 games, 123507 moves, e=0.878, loss: 84.7, -, 33.6% elo% vs. random_no_suicide, avg. reward: -4.711, 1.859 sec/game, 4.3 min. total, 493.4 MB
justness_pawing v4 166 games, 124363 moves, e=0.877, loss: 82.0, -, 32.2% elo% vs. random_no_suicide, avg. reward: -4.699, 1.857 sec/game, 4.3 min. total, 498.0 MB
justness_pawing v4 167 games, 125104 moves, e=0.876, loss: 82.8, -, 30.9% elo% vs. random_no_suicide, avg. reward: -4.703, 1.848 sec/game, 4.3 min. total, 493.6 MB
justness_pawing v4 168 games, 125922 moves, e=0.875, loss: 78.8, -, 29.7% elo% vs. random_no_suicide, avg. reward: -4.705, 1.841 sec/game, 4.3 min. total, 493.5 MB
justness_pawing v4 169 games, 126650 moves, e=0.875, loss: 79.0, -, 28.6% elo% vs. random_no_suicide, avg. reward: -4.718, 1.828 sec/game, 4.4 min. total, 493.5 MB
justness_pawing v4 170 games, 127532 moves, e=0.874, loss: 75.1, -, 27.5% elo% vs. random_no_suicide, avg. reward: -4.699, 1.839 sec/game, 4.4 min. total, 498.5 MB
justness_pawing v4 171 games, 128412 moves, e=0.873, loss: 71.3, -, 26.5% elo% vs. random_no_suicide, avg. reward: -4.681, 1.831 sec/game, 4.4 min. total, 500.6 MB
justness_pawing v4 172 games, 129118 moves, e=0.872, loss: 73.4, -, 25.6% elo% vs. random_no_suicide, avg. reward: -4.660, 1.823 sec/game, 4.4 min. total, 501.8 MB
justness_pawing v4 173 games, 129996 moves, e=0.871, loss: 72.5, -, 24.7% elo% vs. random_no_suicide, avg. reward: -4.634, 1.823 sec/game, 4.5 min. total, 502.3 MB
justness_pawing v4 174 games, 130730 moves, e=0.871, loss: 73.6, -, 23.9% elo% vs. random_no_suicide, avg. reward: -4.633, 1.786 sec/game, 4.5 min. total, 502.3 MB
justness_pawing v4 175 games, 131467 moves, e=0.870, loss: 73.5, -, 23.1% elo% vs. random_no_suicide, avg. reward: -4.633, 1.772 sec/game, 4.5 min. total, 502.2 MB
justness_pawing v4 176 games, 132247 moves, e=0.869, loss: 73.8, -, 22.3% elo% vs. random_no_suicide, avg. reward: -4.637, 1.775 sec/game, 4.6 min. total, 502.2 MB
justness_pawing v4 177 games, 132883 moves, e=0.868, loss: 74.0, -, 21.6% elo% vs. random_no_suicide, avg. reward: -4.656, 1.749 sec/game, 4.6 min. total, 502.3 MB
justness_pawing v4 178 games, 133662 moves, e=0.868, loss: 74.9, -, 21.0% elo% vs. random_no_suicide, avg. reward: -4.642, 1.750 sec/game, 4.6 min. total, 502.4 MB
justness_pawing v4 179 games, 134460 moves, e=0.867, loss: 76.4, -, 20.3% elo% vs. random_no_suicide, avg. reward: -4.642, 1.735 sec/game, 4.6 min. total, 502.6 MB
justness_pawing v4 180 games, 135245 moves, e=0.866, loss: 77.7, -, 19.7% elo% vs. random_no_suicide, avg. reward: -4.637, 1.718 sec/game, 4.7 min. total, 502.6 MB
justness_pawing v4 181 games, 135977 moves, e=0.865, loss: 78.0, +, 22.2% elo% vs. random_no_suicide, avg. reward: -4.652, 1.653 sec/game, 4.7 min. total, 498.0 MB
justness_pawing v4 182 games, 136746 moves, e=0.865, loss: 78.8, -, 21.5% elo% vs. random_no_suicide, avg. reward: -4.658, 1.634 sec/game, 4.7 min. total, 498.7 MB
justness_pawing v4 183 games, 137541 moves, e=0.864, loss: 77.4, +, 24.0% elo% vs. random_no_suicide, avg. reward: -4.669, 1.628 sec/game, 4.7 min. total, 502.8 MB
justness_pawing v4 184 games, 138403 moves, e=0.863, loss: 76.4, +, 26.7% elo% vs. random_no_suicide, avg. reward: -4.657, 1.643 sec/game, 4.8 min. total, 498.4 MB
justness_pawing v4 185 games, 139235 moves, e=0.862, loss: 75.9, +, 29.4% elo% vs. random_no_suicide, avg. reward: -4.659, 1.659 sec/game, 4.8 min. total, 498.2 MB
justness_pawing v4 186 games, 139995 moves, e=0.861, loss: 77.9, -, 28.3% elo% vs. random_no_suicide, avg. reward: -4.668, 1.653 sec/game, 4.8 min. total, 502.8 MB
justness_pawing v4 187 games, 140811 moves, e=0.861, loss: 74.5, -, 27.2% elo% vs. random_no_suicide, avg. reward: -4.658, 1.674 sec/game, 4.9 min. total, 498.1 MB
justness_pawing v4 188 games, 141691 moves, e=0.860, loss: 77.3, -, 26.2% elo% vs. random_no_suicide, avg. reward: -4.659, 1.689 sec/game, 4.9 min. total, 503.0 MB
justness_pawing v4 189 games, 142496 moves, e=0.859, loss: 78.0, -, 25.3% elo% vs. random_no_suicide, avg. reward: -4.647, 1.707 sec/game, 4.9 min. total, 503.5 MB
justness_pawing v4 190 games, 143307 moves, e=0.858, loss: 78.9, +, 28.0% elo% vs. random_no_suicide, avg. reward: -4.632, 1.703 sec/game, 5.0 min. total, 499.8 MB
justness_pawing v4 191 games, 144172 moves, e=0.857, loss: 80.7, -, 27.0% elo% vs. random_no_suicide, avg. reward: -4.613, 1.718 sec/game, 5.0 min. total, 504.8 MB
justness_pawing v4 192 games, 145054 moves, e=0.856, loss: 79.5, -, 26.0% elo% vs. random_no_suicide, avg. reward: -4.604, 1.746 sec/game, 5.0 min. total, 504.9 MB
justness_pawing v4 193 games, 145868 moves, e=0.856, loss: 77.8, -, 25.1% elo% vs. random_no_suicide, avg. reward: -4.585, 1.764 sec/game, 5.1 min. total, 504.9 MB
justness_pawing v4 194 games, 146832 moves, e=0.855, loss: 77.9, -, 24.2% elo% vs. random_no_suicide, avg. reward: -4.558, 1.807 sec/game, 5.1 min. total, 504.9 MB
justness_pawing v4 195 games, 147511 moves, e=0.854, loss: 79.1, -, 23.4% elo% vs. random_no_suicide, avg. reward: -4.558, 1.812 sec/game, 5.1 min. total, 504.9 MB
justness_pawing v4 196 games, 148278 moves, e=0.853, loss: 77.1, -, 22.7% elo% vs. random_no_suicide, avg. reward: -4.558, 1.817 sec/game, 5.2 min. total, 505.5 MB
justness_pawing v4 197 games, 149008 moves, e=0.852, loss: 77.9, -, 21.9% elo% vs. random_no_suicide, avg. reward: -4.564, 1.832 sec/game, 5.2 min. total, 505.2 MB
justness_pawing v4 198 games, 149715 moves, e=0.852, loss: 80.4, -, 21.3% elo% vs. random_no_suicide, avg. reward: -4.571, 1.821 sec/game, 5.2 min. total, 504.9 MB
justness_pawing v4 199 games, 150563 moves, e=0.851, loss: 80.1, -, 20.6% elo% vs. random_no_suicide, avg. reward: -4.577, 1.841 sec/game, 5.2 min. total, 506.6 MB
justness_pawing v4 200 games, 151332 moves, e=0.850, loss: 80.4, -, 20.0% elo% vs. random_no_suicide, avg. reward: -4.579, 1.849 sec/game, 5.3 min. total, 503.7 MB
justness_pawing v5 201 games, 152067 moves, e=0.849, loss: 81.9, -, 47.7% elo% vs. random_no_suicide, avg. reward: -4.565, 1.856 sec/game, 5.3 min. total, 503.2 MB
justness_pawing v5 202 games, 152914 moves, e=0.849, loss: 84.1, -, 45.5% elo% vs. random_no_suicide, avg. reward: -4.557, 1.870 sec/game, 5.3 min. total, 508.0 MB
justness_pawing v5 203 games, 153690 moves, e=0.848, loss: 82.3, ., 45.7% elo% vs. random_no_suicide, avg. reward: -4.540, 1.874 sec/game, 5.4 min. total, 503.3 MB
justness_pawing v5 204 games, 154455 moves, e=0.847, loss: 82.7, +, 48.2% elo% vs. random_no_suicide, avg. reward: -4.542, 1.863 sec/game, 5.4 min. total, 503.5 MB
justness_pawing v5 205 games, 155367 moves, e=0.846, loss: 83.3, +, 50.6% elo% vs. random_no_suicide, avg. reward: -4.518, 1.882 sec/game, 5.4 min. total, 503.3 MB
justness_pawing v5 206 games, 156186 moves, e=0.845, loss: 80.6, -, 48.3% elo% vs. random_no_suicide, avg. reward: -4.515, 1.897 sec/game, 5.5 min. total, 508.0 MB
justness_pawing v5 207 games, 156995 moves, e=0.845, loss: 85.0, ., 48.3% elo% vs. random_no_suicide, avg. reward: -4.518, 1.886 sec/game, 5.5 min. total, 503.5 MB
justness_pawing v5 208 games, 157792 moves, e=0.844, loss: 86.7, -, 46.1% elo% vs. random_no_suicide, avg. reward: -4.507, 1.880 sec/game, 5.5 min. total, 509.3 MB
justness_pawing v5 209 games, 158737 moves, e=0.843, loss: 85.1, -, 44.0% elo% vs. random_no_suicide, avg. reward: -4.498, 1.899 sec/game, 5.6 min. total, 510.7 MB
justness_pawing v5 210 games, 159624 moves, e=0.842, loss: 87.1, -, 42.0% elo% vs. random_no_suicide, avg. reward: -4.474, 1.921 sec/game, 5.6 min. total, 511.1 MB
justness_pawing v5 211 games, 160462 moves, e=0.841, loss: 84.4, -, 40.2% elo% vs. random_no_suicide, avg. reward: -4.477, 1.910 sec/game, 5.6 min. total, 510.8 MB
justness_pawing v5 212 games, 161310 moves, e=0.840, loss: 86.5, +, 42.8% elo% vs. random_no_suicide, avg. reward: -4.471, 1.913 sec/game, 5.7 min. total, 506.3 MB
justness_pawing v5 213 games, 162044 moves, e=0.840, loss: 88.8, -, 40.9% elo% vs. random_no_suicide, avg. reward: -4.479, 1.872 sec/game, 5.7 min. total, 511.0 MB
justness_pawing v5 214 games, 162949 moves, e=0.839, loss: 88.9, -, 39.1% elo% vs. random_no_suicide, avg. reward: -4.462, 1.860 sec/game, 5.7 min. total, 511.2 MB
justness_pawing v5 215 games, 163725 moves, e=0.838, loss: 88.0, -, 37.4% elo% vs. random_no_suicide, avg. reward: -4.469, 1.865 sec/game, 5.7 min. total, 511.3 MB
justness_pawing v5 216 games, 164470 moves, e=0.837, loss: 84.5, +, 40.1% elo% vs. random_no_suicide, avg. reward: -4.433, 1.849 sec/game, 5.8 min. total, 506.6 MB
justness_pawing v5 217 games, 165213 moves, e=0.836, loss: 84.2, -, 38.4% elo% vs. random_no_suicide, avg. reward: -4.437, 1.845 sec/game, 5.8 min. total, 511.3 MB
justness_pawing v5 218 games, 166017 moves, e=0.836, loss: 84.4, -, 36.7% elo% vs. random_no_suicide, avg. reward: -4.427, 1.867 sec/game, 5.8 min. total, 511.4 MB
justness_pawing v5 219 games, 166844 moves, e=0.835, loss: 80.6, -, 35.2% elo% vs. random_no_suicide, avg. reward: -4.417, 1.846 sec/game, 5.9 min. total, 512.1 MB
justness_pawing v5 220 games, 167644 moves, e=0.834, loss: 85.0, +, 37.9% elo% vs. random_no_suicide, avg. reward: -4.407, 1.841 sec/game, 5.9 min. total, 507.8 MB
justness_pawing v5 221 games, 168569 moves, e=0.833, loss: 83.3, +, 40.7% elo% vs. random_no_suicide, avg. reward: -4.400, 1.845 sec/game, 5.9 min. total, 507.7 MB
justness_pawing v5 222 games, 169406 moves, e=0.832, loss: 81.0, -, 38.9% elo% vs. random_no_suicide, avg. reward: -4.403, 1.837 sec/game, 6.0 min. total, 507.8 MB
justness_pawing v5 223 games, 170325 moves, e=0.831, loss: 81.1, -, 37.2% elo% vs. random_no_suicide, avg. reward: -4.386, 1.839 sec/game, 6.0 min. total, 507.8 MB
justness_pawing v5 224 games, 171218 moves, e=0.830, loss: 80.7, +, 39.9% elo% vs. random_no_suicide, avg. reward: -4.364, 1.845 sec/game, 6.0 min. total, 507.9 MB
justness_pawing v5 225 games, 172181 moves, e=0.830, loss: 78.3, -, 38.2% elo% vs. random_no_suicide, avg. reward: -4.337, 1.841 sec/game, 6.0 min. total, 508.0 MB
justness_pawing v5 226 games, 173063 moves, e=0.829, loss: 80.4, +, 40.9% elo% vs. random_no_suicide, avg. reward: -4.326, 1.842 sec/game, 6.1 min. total, 508.9 MB
justness_pawing v5 227 games, 174009 moves, e=0.828, loss: 78.6, +, 43.5% elo% vs. random_no_suicide, avg. reward: -4.305, 1.850 sec/game, 6.1 min. total, 510.6 MB
justness_pawing v5 228 games, 174693 moves, e=0.827, loss: 79.2, +, 46.1% elo% vs. random_no_suicide, avg. reward: -4.313, 1.837 sec/game, 6.1 min. total, 510.5 MB
justness_pawing v5 229 games, 175428 moves, e=0.826, loss: 81.9, -, 44.0% elo% vs. random_no_suicide, avg. reward: -4.334, 1.800 sec/game, 6.2 min. total, 515.1 MB
justness_pawing v5 230 games, 176241 moves, e=0.826, loss: 83.1, -, 42.0% elo% vs. random_no_suicide, avg. reward: -4.348, 1.774 sec/game, 6.2 min. total, 510.5 MB
justness_pawing v5 231 games, 177071 moves, e=0.825, loss: 80.2, -, 40.2% elo% vs. random_no_suicide, avg. reward: -4.342, 1.771 sec/game, 6.2 min. total, 515.6 MB
justness_pawing v5 232 games, 177768 moves, e=0.824, loss: 78.8, +, 42.8% elo% vs. random_no_suicide, avg. reward: -4.364, 1.748 sec/game, 6.2 min. total, 511.1 MB
justness_pawing v5 233 games, 178628 moves, e=0.823, loss: 79.3, -, 40.9% elo% vs. random_no_suicide, avg. reward: -4.339, 1.772 sec/game, 6.3 min. total, 515.4 MB
justness_pawing v5 234 games, 179435 moves, e=0.822, loss: 79.4, -, 39.1% elo% vs. random_no_suicide, avg. reward: -4.337, 1.741 sec/game, 6.3 min. total, 515.7 MB
justness_pawing v5 235 games, 180235 moves, e=0.822, loss: 77.9, +, 41.8% elo% vs. random_no_suicide, avg. reward: -4.339, 1.758 sec/game, 6.3 min. total, 510.9 MB
justness_pawing v5 236 games, 181040 moves, e=0.821, loss: 78.5, -, 39.9% elo% vs. random_no_suicide, avg. reward: -4.324, 1.777 sec/game, 6.4 min. total, 516.5 MB
justness_pawing v5 237 games, 181924 moves, e=0.820, loss: 83.2, -, 38.2% elo% vs. random_no_suicide, avg. reward: -4.303, 1.800 sec/game, 6.4 min. total, 513.4 MB
justness_pawing v5 238 games, 182685 moves, e=0.819, loss: 84.9, -, 36.5% elo% vs. random_no_suicide, avg. reward: -4.296, 1.783 sec/game, 6.4 min. total, 517.7 MB
justness_pawing v5 239 games, 183496 moves, e=0.818, loss: 80.3, -, 35.0% elo% vs. random_no_suicide, avg. reward: -4.298, 1.782 sec/game, 6.5 min. total, 517.7 MB
justness_pawing v5 240 games, 184449 moves, e=0.817, loss: 80.6, -, 33.5% elo% vs. random_no_suicide, avg. reward: -4.279, 1.796 sec/game, 6.5 min. total, 517.7 MB
justness_pawing v5 241 games, 185385 moves, e=0.816, loss: 80.6, +, 36.3% elo% vs. random_no_suicide, avg. reward: -4.274, 1.790 sec/game, 6.5 min. total, 513.4 MB
justness_pawing v5 242 games, 186245 moves, e=0.816, loss: 84.7, +, 39.1% elo% vs. random_no_suicide, avg. reward: -4.266, 1.792 sec/game, 6.6 min. total, 513.2 MB
justness_pawing v5 243 games, 187059 moves, e=0.815, loss: 85.8, -, 37.4% elo% vs. random_no_suicide, avg. reward: -4.261, 1.789 sec/game, 6.6 min. total, 513.3 MB
justness_pawing v5 244 games, 187920 moves, e=0.814, loss: 86.8, -, 35.8% elo% vs. random_no_suicide, avg. reward: -4.250, 1.799 sec/game, 6.6 min. total, 518.1 MB
justness_pawing v5 245 games, 188792 moves, e=0.813, loss: 82.4, -, 34.3% elo% vs. random_no_suicide, avg. reward: -4.231, 1.791 sec/game, 6.6 min. total, 515.5 MB
justness_pawing v5 246 games, 189560 moves, e=0.812, loss: 84.5, -, 32.9% elo% vs. random_no_suicide, avg. reward: -4.235, 1.787 sec/game, 6.7 min. total, 519.1 MB
justness_pawing v5 247 games, 190402 moves, e=0.812, loss: 84.7, -, 31.6% elo% vs. random_no_suicide, avg. reward: -4.227, 1.789 sec/game, 6.7 min. total, 515.4 MB
justness_pawing v5 248 games, 191123 moves, e=0.811, loss: 85.6, -, 30.3% elo% vs. random_no_suicide, avg. reward: -4.234, 1.801 sec/game, 6.7 min. total, 519.9 MB
justness_pawing v5 249 games, 192005 moves, e=0.810, loss: 88.8, -, 29.1% elo% vs. random_no_suicide, avg. reward: -4.212, 1.819 sec/game, 6.8 min. total, 519.9 MB
justness_pawing v5 250 games, 192876 moves, e=0.809, loss: 87.2, +, 31.9% elo% vs. random_no_suicide, avg. reward: -4.193, 1.828 sec/game, 6.8 min. total, 515.2 MB
justness_pawing v5 251 games, 193663 moves, e=0.808, loss: 87.2, +, 34.7% elo% vs. random_no_suicide, avg. reward: -4.190, 1.822 sec/game, 6.8 min. total, 516.8 MB
justness_pawing v5 252 games, 194605 moves, e=0.807, loss: 84.6, -, 33.3% elo% vs. random_no_suicide, avg. reward: -4.154, 1.875 sec/game, 6.9 min. total, 520.6 MB
justness_pawing v5 253 games, 195521 moves, e=0.806, loss: 83.2, -, 31.9% elo% vs. random_no_suicide, avg. reward: -4.138, 1.867 sec/game, 6.9 min. total, 520.7 MB
justness_pawing v5 254 games, 196382 moves, e=0.806, loss: 84.4, -, 30.7% elo% vs. random_no_suicide, avg. reward: -4.122, 1.886 sec/game, 6.9 min. total, 516.5 MB
justness_pawing v5 255 games, 197325 moves, e=0.805, loss: 80.1, ., 31.4% elo% vs. random_no_suicide, avg. reward: -4.101, 1.876 sec/game, 7.0 min. total, 516.4 MB
justness_pawing v5 256 games, 198068 moves, e=0.804, loss: 79.6, +, 34.2% elo% vs. random_no_suicide, avg. reward: -4.113, 1.861 sec/game, 7.0 min. total, 516.5 MB
justness_pawing v5 257 games, 198953 moves, e=0.803, loss: 88.2, -, 32.8% elo% vs. random_no_suicide, avg. reward: -4.088, 1.845 sec/game, 7.0 min. total, 521.3 MB
justness_pawing v5 258 games, 199723 moves, e=0.802, loss: 89.4, +, 35.6% elo% vs. random_no_suicide, avg. reward: -4.087, 1.841 sec/game, 7.0 min. total, 516.6 MB
justness_pawing v5 259 games, 200702 moves, e=0.801, loss: 91.5, +, 38.3% elo% vs. random_no_suicide, avg. reward: -4.065, 1.851 sec/game, 7.1 min. total, 518.5 MB
justness_pawing v5 260 games, 201464 moves, e=0.801, loss: 86.7, +, 41.1% elo% vs. random_no_suicide, avg. reward: -4.059, 1.826 sec/game, 7.1 min. total, 517.4 MB
justness_pawing v5 261 games, 202396 moves, e=0.800, loss: 85.3, -, 39.2% elo% vs. random_no_suicide, avg. reward: -4.047, 1.837 sec/game, 7.1 min. total, 523.0 MB
justness_pawing v5 262 games, 203093 moves, e=0.799, loss: 89.5, +, 41.9% elo% vs. random_no_suicide, avg. reward: -4.054, 1.813 sec/game, 7.2 min. total, 519.0 MB
justness_pawing v5 263 games, 203957 moves, e=0.798, loss: 92.7, -, 40.1% elo% vs. random_no_suicide, avg. reward: -4.058, 1.820 sec/game, 7.2 min. total, 523.7 MB
justness_pawing v5 264 games, 204919 moves, e=0.797, loss: 100.1, +, 42.8% elo% vs. random_no_suicide, avg. reward: -4.040, 1.811 sec/game, 7.2 min. total, 519.0 MB
justness_pawing v5 265 games, 205838 moves, e=0.796, loss: 98.0, +, 45.4% elo% vs. random_no_suicide, avg. reward: -4.013, 1.820 sec/game, 7.3 min. total, 519.4 MB
justness_pawing v5 266 games, 206821 moves, e=0.795, loss: 92.3, -, 43.3% elo% vs. random_no_suicide, avg. reward: -4.002, 1.818 sec/game, 7.3 min. total, 519.6 MB
justness_pawing v5 267 games, 207697 moves, e=0.794, loss: 88.3, -, 41.3% elo% vs. random_no_suicide, avg. reward: -3.986, 1.811 sec/game, 7.3 min. total, 519.5 MB
justness_pawing v5 268 games, 208621 moves, e=0.793, loss: 92.7, -, 39.5% elo% vs. random_no_suicide, avg. reward: -3.972, 1.819 sec/game, 7.3 min. total, 524.5 MB
justness_pawing v5 269 games, 209297 moves, e=0.793, loss: 94.1, ., 40.0% elo% vs. random_no_suicide, avg. reward: -3.980, 1.801 sec/game, 7.4 min. total, 525.2 MB
justness_pawing v5 270 games, 210148 moves, e=0.792, loss: 92.4, -, 38.2% elo% vs. random_no_suicide, avg. reward: -3.986, 1.793 sec/game, 7.4 min. total, 521.5 MB
justness_pawing v5 271 games, 211068 moves, e=0.791, loss: 86.0, -, 36.6% elo% vs. random_no_suicide, avg. reward: -3.984, 1.804 sec/game, 7.4 min. total, 521.7 MB
justness_pawing v5 272 games, 211961 moves, e=0.790, loss: 85.0, +, 39.3% elo% vs. random_no_suicide, avg. reward: -3.963, 1.768 sec/game, 7.5 min. total, 521.7 MB
justness_pawing v5 273 games, 212840 moves, e=0.789, loss: 84.1, +, 42.0% elo% vs. random_no_suicide, avg. reward: -3.961, 1.766 sec/game, 7.5 min. total, 521.7 MB
justness_pawing v5 274 games, 213650 moves, e=0.788, loss: 85.2, ., 42.4% elo% vs. random_no_suicide, avg. reward: -3.956, 1.759 sec/game, 7.5 min. total, 521.8 MB
justness_pawing v5 275 games, 214494 moves, e=0.788, loss: 80.0, +, 45.0% elo% vs. random_no_suicide, avg. reward: -3.941, 1.747 sec/game, 7.5 min. total, 522.1 MB
justness_pawing v5 276 games, 215373 moves, e=0.787, loss: 83.5, +, 47.5% elo% vs. random_no_suicide, avg. reward: -3.929, 1.761 sec/game, 7.6 min. total, 522.1 MB
justness_pawing v5 277 games, 216371 moves, e=0.786, loss: 85.2, +, 49.9% elo% vs. random_no_suicide, avg. reward: -3.887, 1.771 sec/game, 7.6 min. total, 525.4 MB
justness_pawing v5 278 games, 217283 moves, e=0.785, loss: 82.4, +, 52.2% elo% vs. random_no_suicide, avg. reward: -3.874, 1.812 sec/game, 7.6 min. total, 524.3 MB
