corny_hush v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.8 MB
corny_hush v4 149 games, 110642 moves, e=0.890, loss: 4.6, -, 11.2% elo% vs. random_no_suicide, avg. reward: -8.034, 1.848 sec/game, 3.6 min. total, 494.0 MB
corny_hush v4 150 games, 111528 moves, e=0.890, loss: 4.4, -, 11.0% elo% vs. random_no_suicide, avg. reward: -8.010, 1.857 sec/game, 3.6 min. total, 494.4 MB
corny_hush v4 151 games, 112229 moves, e=0.889, loss: 4.1, -, 10.8% elo% vs. random_no_suicide, avg. reward: -8.015, 1.841 sec/game, 3.6 min. total, 494.1 MB
corny_hush v4 152 games, 113016 moves, e=0.888, loss: 4.3, -, 10.6% elo% vs. random_no_suicide, avg. reward: -8.010, 1.837 sec/game, 3.7 min. total, 494.2 MB
corny_hush v4 153 games, 113934 moves, e=0.887, loss: 4.5, -, 10.5% elo% vs. random_no_suicide, avg. reward: -7.999, 1.858 sec/game, 3.7 min. total, 494.2 MB
corny_hush v4 154 games, 114777 moves, e=0.886, loss: 4.6, -, 10.3% elo% vs. random_no_suicide, avg. reward: -7.981, 1.852 sec/game, 3.7 min. total, 494.1 MB
corny_hush v4 155 games, 115452 moves, e=0.886, loss: 4.3, -, 10.1% elo% vs. random_no_suicide, avg. reward: -7.990, 1.840 sec/game, 3.7 min. total, 494.2 MB
corny_hush v4 156 games, 116100 moves, e=0.885, loss: 4.3, -, 9.9% elo% vs. random_no_suicide, avg. reward: -8.001, 1.837 sec/game, 3.8 min. total, 495.3 MB
corny_hush v4 157 games, 116896 moves, e=0.884, loss: 4.3, -, 9.8% elo% vs. random_no_suicide, avg. reward: -7.990, 1.835 sec/game, 3.8 min. total, 495.5 MB
corny_hush v4 158 games, 117662 moves, e=0.884, loss: 4.4, -, 9.6% elo% vs. random_no_suicide, avg. reward: -7.988, 1.845 sec/game, 3.8 min. total, 495.6 MB
corny_hush v4 159 games, 118451 moves, e=0.883, loss: 4.6, ., 10.3% elo% vs. random_no_suicide, avg. reward: -7.994, 1.828 sec/game, 3.9 min. total, 495.5 MB
corny_hush v4 160 games, 119311 moves, e=0.882, loss: 4.4, -, 10.1% elo% vs. random_no_suicide, avg. reward: -7.984, 1.834 sec/game, 3.9 min. total, 496.1 MB
corny_hush v4 161 games, 120095 moves, e=0.881, loss: 4.5, -, 9.9% elo% vs. random_no_suicide, avg. reward: -7.986, 1.838 sec/game, 3.9 min. total, 496.0 MB
corny_hush v4 162 games, 120910 moves, e=0.880, loss: 4.4, -, 9.8% elo% vs. random_no_suicide, avg. reward: -7.972, 1.823 sec/game, 3.9 min. total, 496.1 MB
corny_hush v4 163 games, 121690 moves, e=0.880, loss: 4.5, -, 9.6% elo% vs. random_no_suicide, avg. reward: -7.947, 1.817 sec/game, 4.0 min. total, 496.1 MB
corny_hush v4 164 games, 122474 moves, e=0.879, loss: 4.2, -, 9.5% elo% vs. random_no_suicide, avg. reward: -7.948, 1.777 sec/game, 4.0 min. total, 496.1 MB
corny_hush v4 165 games, 123267 moves, e=0.878, loss: 4.1, -, 9.3% elo% vs. random_no_suicide, avg. reward: -7.937, 1.777 sec/game, 4.0 min. total, 497.0 MB
corny_hush v4 166 games, 124075 moves, e=0.877, loss: 4.2, -, 9.2% elo% vs. random_no_suicide, avg. reward: -7.939, 1.764 sec/game, 4.1 min. total, 498.8 MB
corny_hush v4 167 games, 124848 moves, e=0.876, loss: 4.3, -, 9.0% elo% vs. random_no_suicide, avg. reward: -7.943, 1.751 sec/game, 4.1 min. total, 498.4 MB
corny_hush v4 168 games, 125538 moves, e=0.876, loss: 4.4, -, 8.9% elo% vs. random_no_suicide, avg. reward: -7.940, 1.731 sec/game, 4.1 min. total, 498.4 MB
corny_hush v4 169 games, 126355 moves, e=0.875, loss: 4.0, -, 8.8% elo% vs. random_no_suicide, avg. reward: -7.918, 1.742 sec/game, 4.1 min. total, 498.4 MB
corny_hush v4 170 games, 127078 moves, e=0.874, loss: 4.2, -, 8.6% elo% vs. random_no_suicide, avg. reward: -7.935, 1.714 sec/game, 4.2 min. total, 498.5 MB
corny_hush v4 171 games, 127840 moves, e=0.873, loss: 4.1, -, 8.5% elo% vs. random_no_suicide, avg. reward: -7.928, 1.726 sec/game, 4.2 min. total, 498.4 MB
corny_hush v4 172 games, 128644 moves, e=0.873, loss: 4.2, -, 8.4% elo% vs. random_no_suicide, avg. reward: -7.923, 1.737 sec/game, 4.2 min. total, 498.4 MB
corny_hush v4 173 games, 129541 moves, e=0.872, loss: 4.0, +, 9.8% elo% vs. random_no_suicide, avg. reward: -7.889, 1.726 sec/game, 4.3 min. total, 498.6 MB
corny_hush v4 174 games, 130260 moves, e=0.871, loss: 4.0, -, 9.6% elo% vs. random_no_suicide, avg. reward: -7.900, 1.714 sec/game, 4.3 min. total, 498.5 MB
corny_hush v4 175 games, 131063 moves, e=0.870, loss: 4.3, -, 9.5% elo% vs. random_no_suicide, avg. reward: -7.897, 1.725 sec/game, 4.3 min. total, 499.4 MB
corny_hush v4 176 games, 131811 moves, e=0.870, loss: 4.2, ., 10.1% elo% vs. random_no_suicide, avg. reward: -7.901, 1.726 sec/game, 4.3 min. total, 499.4 MB
corny_hush v4 177 games, 132536 moves, e=0.869, loss: 4.2, -, 10.0% elo% vs. random_no_suicide, avg. reward: -7.899, 1.717 sec/game, 4.4 min. total, 500.1 MB
corny_hush v4 178 games, 133520 moves, e=0.868, loss: 4.4, -, 9.8% elo% vs. random_no_suicide, avg. reward: -7.868, 1.746 sec/game, 4.4 min. total, 500.0 MB
corny_hush v4 179 games, 134339 moves, e=0.867, loss: 4.2, -, 9.6% elo% vs. random_no_suicide, avg. reward: -7.846, 1.751 sec/game, 4.4 min. total, 500.2 MB
corny_hush v4 180 games, 135141 moves, e=0.866, loss: 4.3, -, 9.5% elo% vs. random_no_suicide, avg. reward: -7.846, 1.740 sec/game, 4.5 min. total, 500.5 MB
corny_hush v4 181 games, 135881 moves, e=0.865, loss: 4.3, -, 9.3% elo% vs. random_no_suicide, avg. reward: -7.833, 1.741 sec/game, 4.5 min. total, 500.5 MB
corny_hush v4 182 games, 136659 moves, e=0.865, loss: 4.9, -, 9.2% elo% vs. random_no_suicide, avg. reward: -7.805, 1.741 sec/game, 4.5 min. total, 500.7 MB
corny_hush v4 183 games, 137432 moves, e=0.864, loss: 4.6, -, 9.1% elo% vs. random_no_suicide, avg. reward: -7.794, 1.740 sec/game, 4.6 min. total, 500.9 MB
corny_hush v4 184 games, 138275 moves, e=0.863, loss: 4.8, -, 8.9% elo% vs. random_no_suicide, avg. reward: -7.784, 1.752 sec/game, 4.6 min. total, 501.1 MB
corny_hush v4 185 games, 139075 moves, e=0.862, loss: 4.4, -, 8.8% elo% vs. random_no_suicide, avg. reward: -7.774, 1.738 sec/game, 4.6 min. total, 502.0 MB
corny_hush v4 186 games, 139762 moves, e=0.862, loss: 4.4, -, 8.7% elo% vs. random_no_suicide, avg. reward: -7.786, 1.725 sec/game, 4.6 min. total, 502.0 MB
corny_hush v4 187 games, 140597 moves, e=0.861, loss: 4.5, -, 8.5% elo% vs. random_no_suicide, avg. reward: -7.779, 1.730 sec/game, 4.7 min. total, 502.6 MB
corny_hush v4 188 games, 141511 moves, e=0.860, loss: 4.3, -, 8.4% elo% vs. random_no_suicide, avg. reward: -7.737, 1.759 sec/game, 4.7 min. total, 502.6 MB
corny_hush v4 189 games, 142359 moves, e=0.859, loss: 4.1, -, 8.3% elo% vs. random_no_suicide, avg. reward: -7.733, 1.756 sec/game, 4.7 min. total, 502.6 MB
corny_hush v4 190 games, 143319 moves, e=0.858, loss: 4.5, -, 8.2% elo% vs. random_no_suicide, avg. reward: -7.721, 1.782 sec/game, 4.8 min. total, 502.9 MB
corny_hush v4 191 games, 144116 moves, e=0.857, loss: 4.7, -, 8.1% elo% vs. random_no_suicide, avg. reward: -7.712, 1.783 sec/game, 4.8 min. total, 502.9 MB
corny_hush v4 192 games, 144878 moves, e=0.857, loss: 4.9, -, 8.0% elo% vs. random_no_suicide, avg. reward: -7.709, 1.772 sec/game, 4.8 min. total, 502.8 MB
corny_hush v4 193 games, 145659 moves, e=0.856, loss: 4.6, -, 7.8% elo% vs. random_no_suicide, avg. reward: -7.697, 1.762 sec/game, 4.9 min. total, 503.2 MB
corny_hush v4 194 games, 146334 moves, e=0.855, loss: 4.7, -, 7.7% elo% vs. random_no_suicide, avg. reward: -7.697, 1.773 sec/game, 4.9 min. total, 503.4 MB
corny_hush v4 195 games, 147082 moves, e=0.854, loss: 4.4, +, 9.1% elo% vs. random_no_suicide, avg. reward: -7.698, 1.773 sec/game, 4.9 min. total, 505.4 MB
corny_hush v4 196 games, 147872 moves, e=0.854, loss: 4.3, -, 8.9% elo% vs. random_no_suicide, avg. reward: -7.693, 1.783 sec/game, 4.9 min. total, 505.4 MB
corny_hush v4 197 games, 148598 moves, e=0.853, loss: 4.3, +, 10.4% elo% vs. random_no_suicide, avg. reward: -7.692, 1.774 sec/game, 5.0 min. total, 505.5 MB
corny_hush v4 198 games, 149468 moves, e=0.852, loss: 4.2, -, 10.2% elo% vs. random_no_suicide, avg. reward: -7.681, 1.761 sec/game, 5.0 min. total, 505.4 MB
corny_hush v4 199 games, 150185 moves, e=0.851, loss: 4.5, -, 10.0% elo% vs. random_no_suicide, avg. reward: -7.678, 1.759 sec/game, 5.0 min. total, 505.6 MB
corny_hush v4 200 games, 151045 moves, e=0.850, loss: 4.7, -, 9.9% elo% vs. random_no_suicide, avg. reward: -7.674, 1.771 sec/game, 5.1 min. total, 505.9 MB
corny_hush v5 201 games, 151797 moves, e=0.850, loss: 5.0, -, 47.7% elo% vs. random_no_suicide, avg. reward: -7.665, 1.762 sec/game, 5.1 min. total, 505.9 MB
corny_hush v5 202 games, 152579 moves, e=0.849, loss: 5.0, -, 45.5% elo% vs. random_no_suicide, avg. reward: -7.655, 1.772 sec/game, 5.1 min. total, 506.5 MB
corny_hush v5 203 games, 153373 moves, e=0.848, loss: 4.6, -, 43.4% elo% vs. random_no_suicide, avg. reward: -7.655, 1.777 sec/game, 5.1 min. total, 506.6 MB
corny_hush v5 204 games, 154115 moves, e=0.847, loss: 4.7, -, 41.5% elo% vs. random_no_suicide, avg. reward: -7.653, 1.765 sec/game, 5.2 min. total, 506.6 MB
corny_hush v5 205 games, 154879 moves, e=0.847, loss: 4.7, -, 39.6% elo% vs. random_no_suicide, avg. reward: -7.656, 1.756 sec/game, 5.2 min. total, 504.2 MB
corny_hush v5 206 games, 155667 moves, e=0.846, loss: 4.5, -, 37.9% elo% vs. random_no_suicide, avg. reward: -7.651, 1.781 sec/game, 5.2 min. total, 506.9 MB
corny_hush v5 207 games, 156534 moves, e=0.845, loss: 4.4, -, 36.3% elo% vs. random_no_suicide, avg. reward: -7.657, 1.773 sec/game, 5.3 min. total, 506.8 MB
corny_hush v5 208 games, 157389 moves, e=0.844, loss: 3.8, -, 34.8% elo% vs. random_no_suicide, avg. reward: -7.653, 1.771 sec/game, 5.3 min. total, 506.8 MB
corny_hush v5 209 games, 158187 moves, e=0.843, loss: 4.2, -, 33.3% elo% vs. random_no_suicide, avg. reward: -7.651, 1.761 sec/game, 5.3 min. total, 507.2 MB
corny_hush v5 210 games, 158942 moves, e=0.843, loss: 4.3, -, 32.0% elo% vs. random_no_suicide, avg. reward: -7.646, 1.748 sec/game, 5.4 min. total, 507.3 MB
corny_hush v5 211 games, 159748 moves, e=0.842, loss: 4.4, -, 30.7% elo% vs. random_no_suicide, avg. reward: -7.627, 1.757 sec/game, 5.4 min. total, 507.4 MB
corny_hush v5 212 games, 160548 moves, e=0.841, loss: 4.4, -, 29.5% elo% vs. random_no_suicide, avg. reward: -7.630, 1.760 sec/game, 5.4 min. total, 507.5 MB
corny_hush v5 213 games, 161360 moves, e=0.840, loss: 4.3, -, 28.4% elo% vs. random_no_suicide, avg. reward: -7.635, 1.760 sec/game, 5.4 min. total, 508.0 MB
corny_hush v5 214 games, 162102 moves, e=0.840, loss: 4.2, -, 27.3% elo% vs. random_no_suicide, avg. reward: -7.628, 1.762 sec/game, 5.5 min. total, 509.3 MB
corny_hush v5 215 games, 162910 moves, e=0.839, loss: 4.3, -, 26.4% elo% vs. random_no_suicide, avg. reward: -7.642, 1.764 sec/game, 5.5 min. total, 509.9 MB
corny_hush v5 216 games, 163711 moves, e=0.838, loss: 4.2, -, 25.4% elo% vs. random_no_suicide, avg. reward: -7.644, 1.757 sec/game, 5.5 min. total, 509.9 MB
corny_hush v5 217 games, 164557 moves, e=0.837, loss: 4.7, -, 24.5% elo% vs. random_no_suicide, avg. reward: -7.637, 1.783 sec/game, 5.6 min. total, 510.1 MB
corny_hush v5 218 games, 165239 moves, e=0.836, loss: 4.4, -, 23.7% elo% vs. random_no_suicide, avg. reward: -7.658, 1.757 sec/game, 5.6 min. total, 510.5 MB
corny_hush v5 219 games, 166018 moves, e=0.836, loss: 4.3, -, 22.9% elo% vs. random_no_suicide, avg. reward: -7.672, 1.764 sec/game, 5.6 min. total, 510.6 MB
corny_hush v5 220 games, 166761 moves, e=0.835, loss: 4.1, -, 22.2% elo% vs. random_no_suicide, avg. reward: -7.673, 1.744 sec/game, 5.6 min. total, 510.6 MB
corny_hush v5 221 games, 167512 moves, e=0.834, loss: 4.2, -, 21.5% elo% vs. random_no_suicide, avg. reward: -7.657, 1.753 sec/game, 5.7 min. total, 510.8 MB
corny_hush v5 222 games, 168288 moves, e=0.833, loss: 4.2, -, 20.8% elo% vs. random_no_suicide, avg. reward: -7.658, 1.745 sec/game, 5.7 min. total, 510.0 MB
corny_hush v5 223 games, 169160 moves, e=0.833, loss: 4.2, -, 20.2% elo% vs. random_no_suicide, avg. reward: -7.628, 1.755 sec/game, 5.7 min. total, 510.6 MB
corny_hush v5 224 games, 169986 moves, e=0.832, loss: 4.0, -, 19.6% elo% vs. random_no_suicide, avg. reward: -7.617, 1.766 sec/game, 5.8 min. total, 511.6 MB
corny_hush v5 225 games, 170797 moves, e=0.831, loss: 4.2, +, 22.1% elo% vs. random_no_suicide, avg. reward: -7.611, 1.781 sec/game, 5.8 min. total, 509.8 MB
corny_hush v5 226 games, 171774 moves, e=0.830, loss: 4.2, -, 21.4% elo% vs. random_no_suicide, avg. reward: -7.591, 1.789 sec/game, 5.8 min. total, 512.8 MB
corny_hush v5 227 games, 172545 moves, e=0.829, loss: 3.9, -, 20.7% elo% vs. random_no_suicide, avg. reward: -7.595, 1.795 sec/game, 5.9 min. total, 512.6 MB
corny_hush v5 228 games, 173411 moves, e=0.828, loss: 3.9, -, 20.1% elo% vs. random_no_suicide, avg. reward: -7.582, 1.787 sec/game, 5.9 min. total, 512.7 MB
corny_hush v5 229 games, 174191 moves, e=0.828, loss: 3.9, -, 19.5% elo% vs. random_no_suicide, avg. reward: -7.574, 1.787 sec/game, 5.9 min. total, 513.0 MB
corny_hush v5 230 games, 175056 moves, e=0.827, loss: 3.9, -, 18.9% elo% vs. random_no_suicide, avg. reward: -7.568, 1.805 sec/game, 6.0 min. total, 512.9 MB
corny_hush v5 231 games, 175854 moves, e=0.826, loss: 4.1, -, 18.4% elo% vs. random_no_suicide, avg. reward: -7.561, 1.796 sec/game, 6.0 min. total, 513.0 MB
corny_hush v5 232 games, 176693 moves, e=0.825, loss: 4.0, -, 17.9% elo% vs. random_no_suicide, avg. reward: -7.551, 1.809 sec/game, 6.0 min. total, 512.9 MB
corny_hush v5 233 games, 177420 moves, e=0.824, loss: 4.3, -, 17.4% elo% vs. random_no_suicide, avg. reward: -7.558, 1.808 sec/game, 6.0 min. total, 513.6 MB
corny_hush v5 234 games, 178270 moves, e=0.824, loss: 4.4, -, 17.0% elo% vs. random_no_suicide, avg. reward: -7.557, 1.810 sec/game, 6.1 min. total, 513.8 MB
corny_hush v5 235 games, 179043 moves, e=0.823, loss: 4.5, -, 16.5% elo% vs. random_no_suicide, avg. reward: -7.563, 1.810 sec/game, 6.1 min. total, 514.1 MB
corny_hush v5 236 games, 179814 moves, e=0.822, loss: 4.6, -, 16.1% elo% vs. random_no_suicide, avg. reward: -7.560, 1.809 sec/game, 6.1 min. total, 514.6 MB
corny_hush v5 237 games, 180711 moves, e=0.821, loss: 4.6, -, 15.7% elo% vs. random_no_suicide, avg. reward: -7.542, 1.814 sec/game, 6.2 min. total, 515.3 MB
corny_hush v5 238 games, 181475 moves, e=0.820, loss: 4.5, -, 15.3% elo% vs. random_no_suicide, avg. reward: -7.532, 1.827 sec/game, 6.2 min. total, 515.3 MB
corny_hush v5 239 games, 182311 moves, e=0.820, loss: 4.4, -, 15.0% elo% vs. random_no_suicide, avg. reward: -7.533, 1.831 sec/game, 6.2 min. total, 515.5 MB
corny_hush v5 240 games, 183107 moves, e=0.819, loss: 4.5, -, 14.6% elo% vs. random_no_suicide, avg. reward: -7.527, 1.840 sec/game, 6.3 min. total, 515.7 MB
corny_hush v5 241 games, 183963 moves, e=0.818, loss: 4.5, -, 14.3% elo% vs. random_no_suicide, avg. reward: -7.511, 1.855 sec/game, 6.3 min. total, 515.6 MB
corny_hush v5 242 games, 184724 moves, e=0.817, loss: 4.6, -, 14.0% elo% vs. random_no_suicide, avg. reward: -7.523, 1.854 sec/game, 6.3 min. total, 515.7 MB
corny_hush v5 243 games, 185610 moves, e=0.816, loss: 4.8, -, 13.7% elo% vs. random_no_suicide, avg. reward: -7.503, 1.857 sec/game, 6.3 min. total, 515.8 MB
corny_hush v5 244 games, 186387 moves, e=0.815, loss: 4.8, -, 13.4% elo% vs. random_no_suicide, avg. reward: -7.510, 1.848 sec/game, 6.4 min. total, 516.0 MB
corny_hush v5 245 games, 187087 moves, e=0.815, loss: 4.6, -, 13.1% elo% vs. random_no_suicide, avg. reward: -7.522, 1.834 sec/game, 6.4 min. total, 516.9 MB
corny_hush v5 246 games, 187857 moves, e=0.814, loss: 4.5, -, 12.8% elo% vs. random_no_suicide, avg. reward: -7.525, 1.819 sec/game, 6.4 min. total, 514.9 MB
corny_hush v5 247 games, 188653 moves, e=0.813, loss: 4.5, -, 12.6% elo% vs. random_no_suicide, avg. reward: -7.527, 1.810 sec/game, 6.5 min. total, 517.6 MB
corny_hush v5 248 games, 189420 moves, e=0.812, loss: 3.9, -, 12.3% elo% vs. random_no_suicide, avg. reward: -7.532, 1.810 sec/game, 6.5 min. total, 517.8 MB
corny_hush v5 249 games, 190194 moves, e=0.812, loss: 3.6, -, 12.1% elo% vs. random_no_suicide, avg. reward: -7.529, 1.812 sec/game, 6.5 min. total, 517.8 MB
corny_hush v5 250 games, 191006 moves, e=0.811, loss: 4.0, -, 11.8% elo% vs. random_no_suicide, avg. reward: -7.532, 1.806 sec/game, 6.6 min. total, 517.8 MB
corny_hush v5 251 games, 191879 moves, e=0.810, loss: 4.2, -, 11.6% elo% vs. random_no_suicide, avg. reward: -7.514, 1.818 sec/game, 6.6 min. total, 518.2 MB
corny_hush v5 252 games, 192713 moves, e=0.809, loss: 4.2, -, 11.4% elo% vs. random_no_suicide, avg. reward: -7.507, 1.807 sec/game, 6.6 min. total, 518.0 MB
corny_hush v5 253 games, 193502 moves, e=0.808, loss: 4.3, -, 11.2% elo% vs. random_no_suicide, avg. reward: -7.519, 1.807 sec/game, 6.6 min. total, 518.0 MB
corny_hush v5 254 games, 194369 moves, e=0.808, loss: 4.3, -, 11.0% elo% vs. random_no_suicide, avg. reward: -7.514, 1.819 sec/game, 6.7 min. total, 518.0 MB
corny_hush v5 255 games, 195326 moves, e=0.807, loss: 4.1, -, 10.8% elo% vs. random_no_suicide, avg. reward: -7.490, 1.835 sec/game, 6.7 min. total, 519.1 MB
corny_hush v5 256 games, 196126 moves, e=0.806, loss: 4.1, -, 10.6% elo% vs. random_no_suicide, avg. reward: -7.475, 1.847 sec/game, 6.7 min. total, 519.0 MB
corny_hush v5 257 games, 196849 moves, e=0.805, loss: 4.1, -, 10.4% elo% vs. random_no_suicide, avg. reward: -7.487, 1.818 sec/game, 6.8 min. total, 519.9 MB
corny_hush v5 258 games, 197591 moves, e=0.804, loss: 4.1, -, 10.2% elo% vs. random_no_suicide, avg. reward: -7.488, 1.821 sec/game, 6.8 min. total, 519.8 MB
corny_hush v5 259 games, 198367 moves, e=0.804, loss: 4.0, -, 10.1% elo% vs. random_no_suicide, avg. reward: -7.490, 1.812 sec/game, 6.8 min. total, 519.4 MB
corny_hush v5 260 games, 199350 moves, e=0.803, loss: 4.0, -, 9.9% elo% vs. random_no_suicide, avg. reward: -7.479, 1.841 sec/game, 6.9 min. total, 520.1 MB
corny_hush v5 261 games, 200231 moves, e=0.802, loss: 4.0, -, 9.7% elo% vs. random_no_suicide, avg. reward: -7.472, 1.843 sec/game, 6.9 min. total, 520.1 MB
corny_hush v5 262 games, 201073 moves, e=0.801, loss: 3.8, -, 9.6% elo% vs. random_no_suicide, avg. reward: -7.469, 1.846 sec/game, 6.9 min. total, 520.0 MB
corny_hush v5 263 games, 201842 moves, e=0.800, loss: 3.9, -, 9.4% elo% vs. random_no_suicide, avg. reward: -7.471, 1.833 sec/game, 7.0 min. total, 520.1 MB
corny_hush v5 264 games, 202771 moves, e=0.799, loss: 4.1, -, 9.3% elo% vs. random_no_suicide, avg. reward: -7.457, 1.861 sec/game, 7.0 min. total, 521.8 MB
corny_hush v5 265 games, 203566 moves, e=0.798, loss: 3.8, -, 9.1% elo% vs. random_no_suicide, avg. reward: -7.459, 1.875 sec/game, 7.0 min. total, 522.2 MB
corny_hush v5 266 games, 204381 moves, e=0.798, loss: 4.2, -, 9.0% elo% vs. random_no_suicide, avg. reward: -7.455, 1.873 sec/game, 7.1 min. total, 523.0 MB
corny_hush v5 267 games, 205184 moves, e=0.797, loss: 4.2, -, 8.9% elo% vs. random_no_suicide, avg. reward: -7.450, 1.884 sec/game, 7.1 min. total, 522.9 MB
corny_hush v5 268 games, 206056 moves, e=0.796, loss: 4.0, -, 8.7% elo% vs. random_no_suicide, avg. reward: -7.428, 1.884 sec/game, 7.1 min. total, 523.0 MB
corny_hush v5 269 games, 206878 moves, e=0.795, loss: 4.1, -, 8.6% elo% vs. random_no_suicide, avg. reward: -7.430, 1.899 sec/game, 7.2 min. total, 523.0 MB
corny_hush v5 270 games, 207873 moves, e=0.794, loss: 3.8, -, 8.5% elo% vs. random_no_suicide, avg. reward: -7.402, 1.915 sec/game, 7.2 min. total, 523.0 MB
corny_hush v5 271 games, 208788 moves, e=0.793, loss: 3.7, +, 9.9% elo% vs. random_no_suicide, avg. reward: -7.387, 1.916 sec/game, 7.2 min. total, 523.1 MB
corny_hush v5 272 games, 209590 moves, e=0.793, loss: 3.8, -, 9.7% elo% vs. random_no_suicide, avg. reward: -7.387, 1.916 sec/game, 7.3 min. total, 523.1 MB
corny_hush v5 273 games, 210506 moves, e=0.792, loss: 3.9, -, 9.6% elo% vs. random_no_suicide, avg. reward: -7.384, 1.928 sec/game, 7.3 min. total, 523.9 MB
corny_hush v5 274 games, 211240 moves, e=0.791, loss: 3.9, -, 9.4% elo% vs. random_no_suicide, avg. reward: -7.382, 1.913 sec/game, 7.3 min. total, 524.9 MB
corny_hush v5 275 games, 211964 moves, e=0.790, loss: 3.9, -, 9.3% elo% vs. random_no_suicide, avg. reward: -7.394, 1.888 sec/game, 7.3 min. total, 525.9 MB
corny_hush v5 276 games, 212901 moves, e=0.789, loss: 4.2, -, 9.1% elo% vs. random_no_suicide, avg. reward: -7.379, 1.900 sec/game, 7.4 min. total, 525.8 MB
corny_hush v5 277 games, 213693 moves, e=0.788, loss: 4.2, -, 9.0% elo% vs. random_no_suicide, avg. reward: -7.369, 1.910 sec/game, 7.4 min. total, 525.8 MB
corny_hush v5 278 games, 214536 moves, e=0.788, loss: 4.1, -, 8.9% elo% vs. random_no_suicide, avg. reward: -7.378, 1.923 sec/game, 7.4 min. total, 526.0 MB
corny_hush v5 279 games, 215421 moves, e=0.787, loss: 4.1, -, 8.7% elo% vs. random_no_suicide, avg. reward: -7.369, 1.931 sec/game, 7.5 min. total, 526.0 MB
corny_hush v5 280 games, 216407 moves, e=0.786, loss: 4.3, +, 10.2% elo% vs. random_no_suicide, avg. reward: -7.357, 1.932 sec/game, 7.5 min. total, 526.3 MB
corny_hush v5 281 games, 217253 moves, e=0.785, loss: 4.1, -, 10.0% elo% vs. random_no_suicide, avg. reward: -7.345, 1.946 sec/game, 7.6 min. total, 526.1 MB
corny_hush v5 282 games, 218125 moves, e=0.784, loss: 4.0, -, 9.8% elo% vs. random_no_suicide, avg. reward: -7.335, 1.958 sec/game, 7.6 min. total, 526.1 MB
corny_hush v5 283 games, 218973 moves, e=0.783, loss: 4.2, -, 9.7% elo% vs. random_no_suicide, avg. reward: -7.328, 1.964 sec/game, 7.6 min. total, 526.2 MB
corny_hush v5 284 games, 219891 moves, e=0.782, loss: 4.2, +, 11.2% elo% vs. random_no_suicide, avg. reward: -7.321, 1.960 sec/game, 7.7 min. total, 525.1 MB
corny_hush v5 285 games, 220626 moves, e=0.782, loss: 4.2, -, 11.0% elo% vs. random_no_suicide, avg. reward: -7.329, 1.959 sec/game, 7.7 min. total, 527.9 MB
corny_hush v5 286 games, 221522 moves, e=0.781, loss: 4.2, -, 10.8% elo% vs. random_no_suicide, avg. reward: -7.307, 1.980 sec/game, 7.7 min. total, 528.1 MB
corny_hush v5 287 games, 222424 moves, e=0.780, loss: 4.1, -, 10.6% elo% vs. random_no_suicide, avg. reward: -7.297, 1.989 sec/game, 7.8 min. total, 528.2 MB
corny_hush v5 288 games, 223283 moves, e=0.779, loss: 4.4, -, 10.4% elo% vs. random_no_suicide, avg. reward: -7.302, 2.004 sec/game, 7.8 min. total, 528.5 MB
