dragging_probation v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.0 MB
dragging_probation v4 150 games, 110666 moves, e=0.890, loss: 5.5, -, 43.6% elo% vs. random_no_suicide, avg. reward: -9.287, 1.517 sec/game, 3.4 min. total, 497.6 MB
dragging_probation v4 151 games, 111492 moves, e=0.890, loss: 5.5, -, 41.7% elo% vs. random_no_suicide, avg. reward: -9.281, 1.535 sec/game, 3.4 min. total, 497.8 MB
dragging_probation v4 152 games, 112263 moves, e=0.889, loss: 5.5, -, 39.8% elo% vs. random_no_suicide, avg. reward: -9.267, 1.523 sec/game, 3.4 min. total, 493.0 MB
dragging_probation v4 153 games, 113042 moves, e=0.888, loss: 5.2, +, 42.5% elo% vs. random_no_suicide, avg. reward: -9.256, 1.535 sec/game, 3.4 min. total, 493.4 MB
dragging_probation v4 154 games, 113785 moves, e=0.887, loss: 5.3, +, 45.1% elo% vs. random_no_suicide, avg. reward: -9.253, 1.524 sec/game, 3.5 min. total, 493.2 MB
dragging_probation v4 155 games, 114730 moves, e=0.886, loss: 4.9, +, 47.6% elo% vs. random_no_suicide, avg. reward: -9.240, 1.542 sec/game, 3.5 min. total, 493.4 MB
dragging_probation v4 156 games, 115508 moves, e=0.886, loss: 4.7, +, 50.0% elo% vs. random_no_suicide, avg. reward: -9.238, 1.541 sec/game, 3.5 min. total, 496.2 MB
dragging_probation v4 157 games, 116215 moves, e=0.885, loss: 4.4, +, 52.3% elo% vs. random_no_suicide, avg. reward: -9.241, 1.521 sec/game, 3.5 min. total, 494.5 MB
dragging_probation v4 158 games, 117068 moves, e=0.884, loss: 4.4, -, 49.9% elo% vs. random_no_suicide, avg. reward: -9.232, 1.544 sec/game, 3.6 min. total, 499.2 MB
dragging_probation v4 159 games, 117919 moves, e=0.883, loss: 4.5, -, 47.6% elo% vs. random_no_suicide, avg. reward: -9.201, 1.568 sec/game, 3.6 min. total, 494.7 MB
dragging_probation v4 160 games, 118699 moves, e=0.882, loss: 4.2, ., 47.7% elo% vs. random_no_suicide, avg. reward: -9.188, 1.574 sec/game, 3.6 min. total, 495.1 MB
dragging_probation v4 161 games, 119549 moves, e=0.882, loss: 4.0, -, 45.5% elo% vs. random_no_suicide, avg. reward: -9.155, 1.577 sec/game, 3.7 min. total, 499.6 MB
dragging_probation v4 162 games, 120355 moves, e=0.881, loss: 4.1, -, 43.5% elo% vs. random_no_suicide, avg. reward: -9.144, 1.586 sec/game, 3.7 min. total, 499.7 MB
dragging_probation v4 163 games, 121087 moves, e=0.880, loss: 4.5, -, 41.5% elo% vs. random_no_suicide, avg. reward: -9.155, 1.587 sec/game, 3.7 min. total, 495.4 MB
dragging_probation v4 164 games, 121908 moves, e=0.879, loss: 4.7, -, 39.7% elo% vs. random_no_suicide, avg. reward: -9.159, 1.587 sec/game, 3.7 min. total, 500.3 MB
dragging_probation v4 165 games, 122730 moves, e=0.878, loss: 4.8, -, 37.9% elo% vs. random_no_suicide, avg. reward: -9.156, 1.589 sec/game, 3.8 min. total, 502.3 MB
dragging_probation v4 166 games, 123589 moves, e=0.878, loss: 5.0, -, 36.3% elo% vs. random_no_suicide, avg. reward: -9.157, 1.601 sec/game, 3.8 min. total, 498.8 MB
dragging_probation v4 167 games, 124378 moves, e=0.877, loss: 4.9, -, 34.8% elo% vs. random_no_suicide, avg. reward: -9.153, 1.604 sec/game, 3.8 min. total, 498.6 MB
dragging_probation v4 168 games, 125099 moves, e=0.876, loss: 4.7, +, 37.5% elo% vs. random_no_suicide, avg. reward: -9.170, 1.605 sec/game, 3.8 min. total, 498.7 MB
dragging_probation v4 169 games, 125794 moves, e=0.875, loss: 4.7, +, 40.3% elo% vs. random_no_suicide, avg. reward: -9.175, 1.576 sec/game, 3.9 min. total, 498.7 MB
dragging_probation v4 170 games, 126633 moves, e=0.875, loss: 5.1, -, 38.5% elo% vs. random_no_suicide, avg. reward: -9.160, 1.581 sec/game, 3.9 min. total, 498.5 MB
dragging_probation v4 171 games, 127501 moves, e=0.874, loss: 5.1, -, 36.8% elo% vs. random_no_suicide, avg. reward: -9.130, 1.583 sec/game, 3.9 min. total, 503.1 MB
dragging_probation v4 172 games, 128506 moves, e=0.873, loss: 5.6, -, 35.3% elo% vs. random_no_suicide, avg. reward: -9.105, 1.598 sec/game, 3.9 min. total, 498.8 MB
dragging_probation v4 173 games, 129343 moves, e=0.872, loss: 5.5, -, 33.8% elo% vs. random_no_suicide, avg. reward: -9.092, 1.610 sec/game, 4.0 min. total, 503.7 MB
dragging_probation v4 174 games, 130116 moves, e=0.871, loss: 5.4, -, 32.4% elo% vs. random_no_suicide, avg. reward: -9.080, 1.622 sec/game, 4.0 min. total, 505.0 MB
dragging_probation v4 175 games, 130913 moves, e=0.870, loss: 5.5, ., 33.1% elo% vs. random_no_suicide, avg. reward: -9.066, 1.605 sec/game, 4.0 min. total, 500.0 MB
dragging_probation v4 176 games, 131691 moves, e=0.870, loss: 5.5, +, 35.9% elo% vs. random_no_suicide, avg. reward: -9.065, 1.606 sec/game, 4.1 min. total, 501.4 MB
dragging_probation v4 177 games, 132492 moves, e=0.869, loss: 5.2, +, 38.7% elo% vs. random_no_suicide, avg. reward: -9.059, 1.633 sec/game, 4.1 min. total, 500.2 MB
dragging_probation v4 178 games, 133363 moves, e=0.868, loss: 5.2, ., 39.2% elo% vs. random_no_suicide, avg. reward: -9.040, 1.624 sec/game, 4.1 min. total, 500.1 MB
dragging_probation v4 179 games, 134086 moves, e=0.867, loss: 5.3, -, 37.5% elo% vs. random_no_suicide, avg. reward: -9.027, 1.612 sec/game, 4.1 min. total, 500.6 MB
dragging_probation v4 180 games, 134900 moves, e=0.866, loss: 5.1, -, 35.9% elo% vs. random_no_suicide, avg. reward: -9.024, 1.615 sec/game, 4.2 min. total, 505.5 MB
dragging_probation v4 181 games, 135729 moves, e=0.866, loss: 5.1, -, 34.4% elo% vs. random_no_suicide, avg. reward: -9.004, 1.625 sec/game, 4.2 min. total, 506.2 MB
dragging_probation v4 182 games, 136573 moves, e=0.865, loss: 5.1, -, 33.0% elo% vs. random_no_suicide, avg. reward: -8.999, 1.616 sec/game, 4.2 min. total, 506.9 MB
dragging_probation v4 183 games, 137385 moves, e=0.864, loss: 5.3, -, 31.6% elo% vs. random_no_suicide, avg. reward: -8.995, 1.642 sec/game, 4.2 min. total, 502.8 MB
dragging_probation v4 184 games, 138224 moves, e=0.863, loss: 5.0, -, 30.4% elo% vs. random_no_suicide, avg. reward: -8.986, 1.632 sec/game, 4.3 min. total, 502.3 MB
dragging_probation v4 185 games, 138921 moves, e=0.862, loss: 5.2, -, 29.2% elo% vs. random_no_suicide, avg. reward: -8.998, 1.630 sec/game, 4.3 min. total, 502.7 MB
dragging_probation v4 186 games, 139685 moves, e=0.862, loss: 5.2, -, 28.1% elo% vs. random_no_suicide, avg. reward: -8.970, 1.617 sec/game, 4.3 min. total, 502.6 MB
dragging_probation v4 187 games, 140543 moves, e=0.861, loss: 5.5, +, 30.9% elo% vs. random_no_suicide, avg. reward: -8.936, 1.621 sec/game, 4.4 min. total, 504.1 MB
dragging_probation v4 188 games, 141400 moves, e=0.860, loss: 5.6, +, 33.6% elo% vs. random_no_suicide, avg. reward: -8.915, 1.634 sec/game, 4.4 min. total, 503.1 MB
dragging_probation v4 189 games, 142258 moves, e=0.859, loss: 5.6, +, 36.4% elo% vs. random_no_suicide, avg. reward: -8.899, 1.665 sec/game, 4.4 min. total, 504.4 MB
dragging_probation v4 190 games, 143094 moves, e=0.858, loss: 5.9, +, 39.2% elo% vs. random_no_suicide, avg. reward: -8.905, 1.660 sec/game, 4.4 min. total, 505.8 MB
dragging_probation v4 191 games, 143803 moves, e=0.858, loss: 6.0, +, 41.9% elo% vs. random_no_suicide, avg. reward: -8.905, 1.651 sec/game, 4.5 min. total, 507.1 MB
dragging_probation v4 192 games, 144503 moves, e=0.857, loss: 5.8, +, 44.5% elo% vs. random_no_suicide, avg. reward: -8.904, 1.628 sec/game, 4.5 min. total, 507.1 MB
dragging_probation v4 193 games, 145491 moves, e=0.856, loss: 5.8, +, 47.0% elo% vs. random_no_suicide, avg. reward: -8.900, 1.641 sec/game, 4.5 min. total, 507.2 MB
dragging_probation v4 194 games, 146302 moves, e=0.855, loss: 6.0, +, 49.5% elo% vs. random_no_suicide, avg. reward: -8.901, 1.641 sec/game, 4.5 min. total, 507.3 MB
dragging_probation v4 195 games, 147253 moves, e=0.854, loss: 5.7, +, 51.8% elo% vs. random_no_suicide, avg. reward: -8.888, 1.660 sec/game, 4.6 min. total, 507.1 MB
dragging_probation v4 196 games, 148115 moves, e=0.853, loss: 5.6, +, 54.0% elo% vs. random_no_suicide, avg. reward: -8.870, 1.671 sec/game, 4.6 min. total, 505.9 MB
dragging_probation v4 197 games, 149052 moves, e=0.852, loss: 5.4, +, 56.1% elo% vs. random_no_suicide, avg. reward: -8.833, 1.670 sec/game, 4.6 min. total, 508.2 MB
dragging_probation v4 198 games, 149917 moves, e=0.852, loss: 5.1, +, 58.1% elo% vs. random_no_suicide, avg. reward: -8.828, 1.684 sec/game, 4.7 min. total, 508.6 MB
dragging_probation v4 199 games, 150747 moves, e=0.851, loss: 4.9, +, 60.0% elo% vs. random_no_suicide, avg. reward: -8.804, 1.694 sec/game, 4.7 min. total, 508.7 MB
dragging_probation v4 200 games, 151572 moves, e=0.850, loss: 4.7, +, 61.7% elo% vs. random_no_suicide, avg. reward: -8.794, 1.704 sec/game, 4.7 min. total, 508.5 MB
dragging_probation v5 201 games, 152478 moves, e=0.849, loss: 4.6, +, 52.3% elo% vs. random_no_suicide, avg. reward: -8.781, 1.711 sec/game, 4.8 min. total, 508.7 MB
dragging_probation v5 202 games, 153257 moves, e=0.848, loss: 4.6, +, 54.5% elo% vs. random_no_suicide, avg. reward: -8.776, 1.712 sec/game, 4.8 min. total, 509.2 MB
dragging_probation v5 203 games, 154106 moves, e=0.847, loss: 4.5, +, 56.6% elo% vs. random_no_suicide, avg. reward: -8.762, 1.701 sec/game, 4.8 min. total, 509.3 MB
dragging_probation v5 204 games, 154922 moves, e=0.847, loss: 4.5, ., 56.3% elo% vs. random_no_suicide, avg. reward: -8.765, 1.713 sec/game, 4.8 min. total, 508.1 MB
dragging_probation v5 205 games, 155717 moves, e=0.846, loss: 4.4, +, 58.2% elo% vs. random_no_suicide, avg. reward: -8.758, 1.715 sec/game, 4.9 min. total, 508.0 MB
dragging_probation v5 206 games, 156503 moves, e=0.845, loss: 4.4, -, 55.6% elo% vs. random_no_suicide, avg. reward: -8.753, 1.721 sec/game, 4.9 min. total, 513.3 MB
dragging_probation v5 207 games, 157394 moves, e=0.844, loss: 4.3, +, 57.6% elo% vs. random_no_suicide, avg. reward: -8.735, 1.737 sec/game, 4.9 min. total, 508.3 MB
dragging_probation v5 208 games, 158178 moves, e=0.843, loss: 4.3, -, 55.0% elo% vs. random_no_suicide, avg. reward: -8.724, 1.727 sec/game, 5.0 min. total, 512.8 MB
dragging_probation v5 209 games, 159128 moves, e=0.842, loss: 4.1, +, 57.0% elo% vs. random_no_suicide, avg. reward: -8.706, 1.733 sec/game, 5.0 min. total, 508.5 MB
dragging_probation v5 210 games, 159933 moves, e=0.842, loss: 4.4, +, 59.0% elo% vs. random_no_suicide, avg. reward: -8.708, 1.729 sec/game, 5.0 min. total, 508.3 MB
dragging_probation v5 211 games, 160724 moves, e=0.841, loss: 4.6, ., 58.6% elo% vs. random_no_suicide, avg. reward: -8.707, 1.730 sec/game, 5.0 min. total, 508.8 MB
dragging_probation v5 212 games, 161463 moves, e=0.840, loss: 4.7, +, 60.4% elo% vs. random_no_suicide, avg. reward: -8.716, 1.740 sec/game, 5.1 min. total, 508.9 MB
dragging_probation v5 213 games, 162273 moves, e=0.839, loss: 4.9, +, 62.1% elo% vs. random_no_suicide, avg. reward: -8.715, 1.721 sec/game, 5.1 min. total, 509.0 MB
dragging_probation v5 214 games, 163157 moves, e=0.838, loss: 5.4, +, 63.8% elo% vs. random_no_suicide, avg. reward: -8.672, 1.733 sec/game, 5.1 min. total, 509.3 MB
dragging_probation v5 215 games, 164040 moves, e=0.838, loss: 5.4, +, 65.3% elo% vs. random_no_suicide, avg. reward: -8.666, 1.723 sec/game, 5.2 min. total, 512.1 MB
dragging_probation v5 216 games, 164831 moves, e=0.837, loss: 5.4, +, 66.7% elo% vs. random_no_suicide, avg. reward: -8.669, 1.714 sec/game, 5.2 min. total, 512.0 MB
dragging_probation v5 217 games, 165721 moves, e=0.836, loss: 5.3, +, 68.1% elo% vs. random_no_suicide, avg. reward: -8.663, 1.712 sec/game, 5.2 min. total, 512.1 MB
dragging_probation v5 218 games, 166659 moves, e=0.835, loss: 5.6, ., 67.3% elo% vs. random_no_suicide, avg. reward: -8.629, 1.719 sec/game, 5.2 min. total, 510.8 MB
dragging_probation v5 219 games, 167519 moves, e=0.834, loss: 5.5, +, 68.7% elo% vs. random_no_suicide, avg. reward: -8.623, 1.715 sec/game, 5.3 min. total, 512.3 MB
dragging_probation v5 220 games, 168281 moves, e=0.833, loss: 5.4, +, 69.9% elo% vs. random_no_suicide, avg. reward: -8.635, 1.703 sec/game, 5.3 min. total, 512.4 MB
dragging_probation v5 221 games, 169086 moves, e=0.833, loss: 5.3, -, 67.1% elo% vs. random_no_suicide, avg. reward: -8.626, 1.703 sec/game, 5.3 min. total, 511.2 MB
dragging_probation v5 222 games, 169905 moves, e=0.832, loss: 5.4, +, 68.4% elo% vs. random_no_suicide, avg. reward: -8.621, 1.728 sec/game, 5.4 min. total, 512.2 MB
dragging_probation v5 223 games, 170892 moves, e=0.831, loss: 5.1, ., 67.7% elo% vs. random_no_suicide, avg. reward: -8.608, 1.766 sec/game, 5.4 min. total, 512.9 MB
dragging_probation v5 224 games, 171618 moves, e=0.830, loss: 5.0, +, 69.0% elo% vs. random_no_suicide, avg. reward: -8.617, 1.761 sec/game, 5.4 min. total, 514.3 MB
dragging_probation v5 225 games, 172517 moves, e=0.829, loss: 4.7, +, 70.2% elo% vs. random_no_suicide, avg. reward: -8.590, 1.792 sec/game, 5.5 min. total, 514.5 MB
dragging_probation v6 226 games, 173341 moves, e=0.828, loss: 4.6, -, 49.9% elo% vs. simple_bot, avg. reward: -8.579, 1.811 sec/game, 5.5 min. total, 513.2 MB
dragging_probation v6 227 games, 174051 moves, e=0.828, loss: 4.8, -, 47.6% elo% vs. simple_bot, avg. reward: -8.586, 1.800 sec/game, 5.5 min. total, 513.8 MB
dragging_probation v6 228 games, 174889 moves, e=0.827, loss: 4.5, -, 45.4% elo% vs. simple_bot, avg. reward: -8.582, 1.826 sec/game, 5.6 min. total, 515.6 MB
dragging_probation v6 229 games, 175705 moves, e=0.826, loss: 4.5, -, 43.4% elo% vs. simple_bot, avg. reward: -8.577, 1.815 sec/game, 5.6 min. total, 518.0 MB
dragging_probation v6 230 games, 176701 moves, e=0.825, loss: 4.5, -, 41.4% elo% vs. simple_bot, avg. reward: -8.573, 1.866 sec/game, 5.6 min. total, 517.7 MB
dragging_probation v6 231 games, 177599 moves, e=0.824, loss: 4.4, -, 39.6% elo% vs. simple_bot, avg. reward: -8.542, 1.889 sec/game, 5.7 min. total, 517.7 MB
dragging_probation v6 232 games, 178464 moves, e=0.823, loss: 4.6, -, 37.8% elo% vs. simple_bot, avg. reward: -8.529, 1.915 sec/game, 5.7 min. total, 517.7 MB
dragging_probation v6 233 games, 179317 moves, e=0.822, loss: 4.6, -, 36.2% elo% vs. simple_bot, avg. reward: -8.513, 1.929 sec/game, 5.7 min. total, 517.8 MB
dragging_probation v6 234 games, 179973 moves, e=0.822, loss: 4.3, -, 34.7% elo% vs. simple_bot, avg. reward: -8.540, 1.917 sec/game, 5.8 min. total, 522.6 MB
dragging_probation v6 235 games, 180642 moves, e=0.821, loss: 4.6, -, 33.3% elo% vs. simple_bot, avg. reward: -8.553, 1.897 sec/game, 5.8 min. total, 518.2 MB
dragging_probation v6 236 games, 181438 moves, e=0.820, loss: 4.7, -, 31.9% elo% vs. simple_bot, avg. reward: -8.557, 1.911 sec/game, 5.8 min. total, 522.5 MB
dragging_probation v6 237 games, 182422 moves, e=0.819, loss: 5.0, -, 30.6% elo% vs. simple_bot, avg. reward: -8.535, 1.930 sec/game, 5.9 min. total, 518.3 MB
dragging_probation v6 238 games, 183221 moves, e=0.819, loss: 5.1, -, 29.5% elo% vs. simple_bot, avg. reward: -8.519, 1.914 sec/game, 5.9 min. total, 518.1 MB
dragging_probation v6 239 games, 184069 moves, e=0.818, loss: 4.9, -, 28.3% elo% vs. simple_bot, avg. reward: -8.490, 1.940 sec/game, 5.9 min. total, 522.7 MB
dragging_probation v6 240 games, 184907 moves, e=0.817, loss: 4.8, -, 27.3% elo% vs. simple_bot, avg. reward: -8.466, 1.946 sec/game, 5.9 min. total, 523.0 MB
dragging_probation v6 241 games, 185741 moves, e=0.816, loss: 4.4, -, 26.3% elo% vs. simple_bot, avg. reward: -8.454, 1.946 sec/game, 6.0 min. total, 518.4 MB
dragging_probation v6 242 games, 186752 moves, e=0.815, loss: 4.6, -, 25.4% elo% vs. simple_bot, avg. reward: -8.420, 1.961 sec/game, 6.0 min. total, 525.3 MB
dragging_probation v6 243 games, 187641 moves, e=0.814, loss: 4.7, -, 24.5% elo% vs. simple_bot, avg. reward: -8.405, 1.926 sec/game, 6.0 min. total, 521.3 MB
dragging_probation v6 244 games, 188556 moves, e=0.813, loss: 4.5, -, 23.7% elo% vs. simple_bot, avg. reward: -8.399, 1.948 sec/game, 6.1 min. total, 521.4 MB
dragging_probation v6 245 games, 189489 moves, e=0.812, loss: 4.7, -, 22.9% elo% vs. simple_bot, avg. reward: -8.372, 1.948 sec/game, 6.1 min. total, 521.5 MB
dragging_probation v6 246 games, 190384 moves, e=0.812, loss: 4.7, -, 22.2% elo% vs. simple_bot, avg. reward: -8.369, 1.941 sec/game, 6.1 min. total, 526.1 MB
dragging_probation v6 247 games, 191332 moves, e=0.811, loss: 4.5, -, 21.5% elo% vs. simple_bot, avg. reward: -8.342, 1.955 sec/game, 6.2 min. total, 521.8 MB
dragging_probation v6 248 games, 192233 moves, e=0.810, loss: 4.4, -, 20.8% elo% vs. simple_bot, avg. reward: -8.321, 1.962 sec/game, 6.2 min. total, 522.9 MB
dragging_probation v6 249 games, 193087 moves, e=0.809, loss: 4.6, -, 20.2% elo% vs. simple_bot, avg. reward: -8.326, 1.965 sec/game, 6.3 min. total, 522.4 MB
dragging_probation v6 250 games, 193943 moves, e=0.808, loss: 4.2, -, 19.6% elo% vs. simple_bot, avg. reward: -8.322, 1.930 sec/game, 6.3 min. total, 526.9 MB
dragging_probation v6 251 games, 194663 moves, e=0.807, loss: 4.5, -, 19.0% elo% vs. simple_bot, avg. reward: -8.333, 1.909 sec/game, 6.3 min. total, 522.2 MB
dragging_probation v6 252 games, 195523 moves, e=0.806, loss: 4.3, -, 18.5% elo% vs. simple_bot, avg. reward: -8.322, 1.902 sec/game, 6.3 min. total, 527.1 MB
dragging_probation v6 253 games, 196376 moves, e=0.806, loss: 4.2, -, 18.0% elo% vs. simple_bot, avg. reward: -8.316, 1.902 sec/game, 6.4 min. total, 522.2 MB
dragging_probation v6 254 games, 197319 moves, e=0.805, loss: 4.6, -, 17.5% elo% vs. simple_bot, avg. reward: -8.296, 1.928 sec/game, 6.4 min. total, 527.0 MB
dragging_probation v6 255 games, 198131 moves, e=0.804, loss: 4.8, -, 17.0% elo% vs. simple_bot, avg. reward: -8.308, 1.946 sec/game, 6.4 min. total, 522.8 MB
dragging_probation v6 256 games, 198892 moves, e=0.803, loss: 4.9, -, 16.6% elo% vs. simple_bot, avg. reward: -8.313, 1.937 sec/game, 6.5 min. total, 528.8 MB
dragging_probation v6 257 games, 199686 moves, e=0.802, loss: 5.0, -, 16.2% elo% vs. simple_bot, avg. reward: -8.304, 1.927 sec/game, 6.5 min. total, 528.8 MB
dragging_probation v6 258 games, 200607 moves, e=0.801, loss: 4.9, -, 15.8% elo% vs. simple_bot, avg. reward: -8.296, 1.948 sec/game, 6.5 min. total, 524.4 MB
dragging_probation v6 259 games, 201392 moves, e=0.801, loss: 4.7, -, 15.4% elo% vs. simple_bot, avg. reward: -8.304, 1.921 sec/game, 6.6 min. total, 524.1 MB
dragging_probation v6 260 games, 202208 moves, e=0.800, loss: 4.7, -, 15.0% elo% vs. simple_bot, avg. reward: -8.296, 1.925 sec/game, 6.6 min. total, 524.2 MB
dragging_probation v6 261 games, 203163 moves, e=0.799, loss: 4.8, -, 14.7% elo% vs. simple_bot, avg. reward: -8.289, 1.953 sec/game, 6.6 min. total, 528.8 MB
dragging_probation v6 262 games, 203986 moves, e=0.798, loss: 4.5, -, 14.3% elo% vs. simple_bot, avg. reward: -8.292, 1.916 sec/game, 6.7 min. total, 528.8 MB
dragging_probation v6 263 games, 204838 moves, e=0.797, loss: 4.7, -, 14.0% elo% vs. simple_bot, avg. reward: -8.273, 1.929 sec/game, 6.7 min. total, 530.8 MB
dragging_probation v6 264 games, 205752 moves, e=0.796, loss: 4.9, -, 13.7% elo% vs. simple_bot, avg. reward: -8.269, 1.938 sec/game, 6.7 min. total, 526.2 MB
dragging_probation v6 265 games, 206603 moves, e=0.795, loss: 4.9, -, 13.4% elo% vs. simple_bot, avg. reward: -8.265, 1.922 sec/game, 6.8 min. total, 530.9 MB
dragging_probation v6 266 games, 207465 moves, e=0.795, loss: 5.1, -, 13.1% elo% vs. simple_bot, avg. reward: -8.268, 1.915 sec/game, 6.8 min. total, 531.2 MB
dragging_probation v6 267 games, 208465 moves, e=0.794, loss: 5.5, -, 12.9% elo% vs. simple_bot, avg. reward: -8.248, 1.933 sec/game, 6.8 min. total, 526.5 MB
dragging_probation v6 268 games, 209314 moves, e=0.793, loss: 5.9, -, 12.6% elo% vs. simple_bot, avg. reward: -8.233, 1.915 sec/game, 6.9 min. total, 526.6 MB
dragging_probation v6 269 games, 210341 moves, e=0.792, loss: 6.1, -, 12.3% elo% vs. simple_bot, avg. reward: -8.193, 1.931 sec/game, 6.9 min. total, 531.6 MB
dragging_probation v6 270 games, 211152 moves, e=0.791, loss: 6.4, -, 12.1% elo% vs. simple_bot, avg. reward: -8.198, 1.932 sec/game, 6.9 min. total, 528.0 MB
dragging_probation v6 271 games, 212139 moves, e=0.790, loss: 5.7, -, 11.9% elo% vs. simple_bot, avg. reward: -8.184, 1.958 sec/game, 7.0 min. total, 527.9 MB
dragging_probation v6 272 games, 212980 moves, e=0.789, loss: 5.5, -, 11.6% elo% vs. simple_bot, avg. reward: -8.195, 1.947 sec/game, 7.0 min. total, 528.0 MB
dragging_probation v6 273 games, 213842 moves, e=0.788, loss: 5.3, -, 11.4% elo% vs. simple_bot, avg. reward: -8.193, 1.957 sec/game, 7.0 min. total, 527.7 MB
dragging_probation v6 274 games, 214852 moves, e=0.787, loss: 5.6, -, 11.2% elo% vs. simple_bot, avg. reward: -8.167, 1.963 sec/game, 7.1 min. total, 527.9 MB
dragging_probation v6 275 games, 215699 moves, e=0.786, loss: 5.2, -, 11.0% elo% vs. simple_bot, avg. reward: -8.154, 1.971 sec/game, 7.1 min. total, 528.3 MB
dragging_probation v6 276 games, 216668 moves, e=0.785, loss: 5.3, -, 10.8% elo% vs. simple_bot, avg. reward: -8.134, 1.991 sec/game, 7.1 min. total, 530.0 MB
