subarctic_cranberry v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 312.5 MB
subarctic_cranberry v16 882 games, 1506812 moves, e=0.010, loss: 1.8, -, 32.4% elo% vs. v15, avg. reward: -0.363, 9.033 sec/game, 55.7 min. total, 857.5 MB
subarctic_cranberry v16 883 games, 1511264 moves, e=0.010, loss: 1.3, -, 31.1% elo% vs. v15, avg. reward: -0.361, 9.084 sec/game, 55.8 min. total, 857.1 MB
subarctic_cranberry v16 884 games, 1515608 moves, e=0.010, loss: 1.4, -, 29.9% elo% vs. v15, avg. reward: -0.361, 9.106 sec/game, 56.0 min. total, 854.2 MB
subarctic_cranberry v16 885 games, 1519744 moves, e=0.010, loss: 1.5, ., 30.7% elo% vs. v15, avg. reward: -0.359, 9.073 sec/game, 56.1 min. total, 856.5 MB
subarctic_cranberry v16 886 games, 1524119 moves, e=0.010, loss: 1.6, +, 33.5% elo% vs. v15, avg. reward: -0.359, 9.056 sec/game, 56.3 min. total, 855.5 MB
subarctic_cranberry v16 887 games, 1528451 moves, e=0.010, loss: 1.5, -, 32.1% elo% vs. v15, avg. reward: -0.358, 9.062 sec/game, 56.4 min. total, 857.1 MB
subarctic_cranberry v16 888 games, 1532686 moves, e=0.010, loss: 1.8, +, 34.9% elo% vs. v15, avg. reward: -0.356, 9.048 sec/game, 56.6 min. total, 859.4 MB
subarctic_cranberry v16 889 games, 1537162 moves, e=0.010, loss: 1.4, -, 33.5% elo% vs. v15, avg. reward: -0.354, 9.055 sec/game, 56.8 min. total, 859.6 MB
subarctic_cranberry v16 890 games, 1541321 moves, e=0.010, loss: 1.7, -, 32.1% elo% vs. v15, avg. reward: -0.354, 9.034 sec/game, 56.9 min. total, 859.8 MB
subarctic_cranberry v16 891 games, 1545835 moves, e=0.010, loss: 1.3, -, 30.8% elo% vs. v15, avg. reward: -0.351, 9.104 sec/game, 57.1 min. total, 862.0 MB
subarctic_cranberry v16 892 games, 1550299 moves, e=0.010, loss: 1.4, -, 29.6% elo% vs. v15, avg. reward: -0.352, 9.094 sec/game, 57.2 min. total, 862.2 MB
subarctic_cranberry v16 893 games, 1554548 moves, e=0.010, loss: 1.7, -, 28.5% elo% vs. v15, avg. reward: -0.353, 9.092 sec/game, 57.4 min. total, 859.6 MB
subarctic_cranberry v16 894 games, 1558811 moves, e=0.010, loss: 2.0, -, 27.4% elo% vs. v15, avg. reward: -0.353, 9.089 sec/game, 57.5 min. total, 860.5 MB
subarctic_cranberry v16 895 games, 1563261 moves, e=0.010, loss: 1.7, -, 26.4% elo% vs. v15, avg. reward: -0.352, 9.120 sec/game, 57.7 min. total, 861.9 MB
subarctic_cranberry v16 896 games, 1567514 moves, e=0.010, loss: 1.5, -, 25.5% elo% vs. v15, avg. reward: -0.354, 9.099 sec/game, 57.8 min. total, 864.6 MB
subarctic_cranberry v16 897 games, 1571458 moves, e=0.010, loss: 1.9, +, 28.2% elo% vs. v15, avg. reward: -0.354, 9.072 sec/game, 58.0 min. total, 867.7 MB
subarctic_cranberry v16 898 games, 1576232 moves, e=0.010, loss: 1.9, -, 27.2% elo% vs. v15, avg. reward: -0.353, 9.146 sec/game, 58.1 min. total, 870.5 MB
subarctic_cranberry v16 899 games, 1580750 moves, e=0.010, loss: 2.0, -, 26.2% elo% vs. v15, avg. reward: -0.352, 9.217 sec/game, 58.3 min. total, 868.7 MB
subarctic_cranberry v16 900 games, 1585269 moves, e=0.010, loss: 1.9, -, 25.3% elo% vs. v15, avg. reward: -0.351, 9.258 sec/game, 58.5 min. total, 867.8 MB
subarctic_cranberry v17 901 games, 1589077 moves, e=0.010, loss: 2.3, -, 47.7% elo% vs. v15, avg. reward: -0.351, 9.193 sec/game, 58.6 min. total, 866.9 MB
subarctic_cranberry v17 902 games, 1593393 moves, e=0.010, loss: 2.3, -, 45.5% elo% vs. v15, avg. reward: -0.352, 9.218 sec/game, 58.7 min. total, 870.4 MB
subarctic_cranberry v17 903 games, 1597751 moves, e=0.010, loss: 2.1, -, 43.4% elo% vs. v15, avg. reward: -0.352, 9.191 sec/game, 58.9 min. total, 872.4 MB
subarctic_cranberry v17 904 games, 1602057 moves, e=0.010, loss: 2.1, -, 41.5% elo% vs. v15, avg. reward: -0.352, 9.193 sec/game, 59.1 min. total, 869.3 MB
subarctic_cranberry v17 905 games, 1606437 moves, e=0.010, loss: 1.9, ., 41.9% elo% vs. v15, avg. reward: -0.352, 9.208 sec/game, 59.2 min. total, 871.6 MB
subarctic_cranberry v17 906 games, 1610519 moves, e=0.010, loss: 2.0, -, 40.0% elo% vs. v15, avg. reward: -0.351, 9.192 sec/game, 59.4 min. total, 873.0 MB
subarctic_cranberry v17 907 games, 1614575 moves, e=0.010, loss: 1.9, -, 38.2% elo% vs. v15, avg. reward: -0.352, 9.153 sec/game, 59.5 min. total, 874.7 MB
subarctic_cranberry v17 908 games, 1618916 moves, e=0.010, loss: 1.6, -, 36.6% elo% vs. v15, avg. reward: -0.350, 9.174 sec/game, 59.7 min. total, 875.7 MB
subarctic_cranberry v17 909 games, 1622945 moves, e=0.010, loss: 2.2, -, 35.0% elo% vs. v15, avg. reward: -0.351, 9.146 sec/game, 59.8 min. total, 873.0 MB
subarctic_cranberry v17 910 games, 1627229 moves, e=0.010, loss: 1.6, -, 33.6% elo% vs. v15, avg. reward: -0.349, 9.157 sec/game, 59.9 min. total, 874.0 MB
subarctic_cranberry v17 911 games, 1631565 moves, e=0.010, loss: 1.6, +, 36.4% elo% vs. v15, avg. reward: -0.348, 9.136 sec/game, 60.1 min. total, 879.4 MB
subarctic_cranberry v17 912 games, 1636257 moves, e=0.010, loss: 1.1, ., 37.0% elo% vs. v15, avg. reward: -0.345, 9.170 sec/game, 60.3 min. total, 876.7 MB
subarctic_cranberry v17 913 games, 1640710 moves, e=0.010, loss: 1.5, +, 39.7% elo% vs. v15, avg. reward: -0.346, 9.175 sec/game, 60.4 min. total, 878.9 MB
subarctic_cranberry v17 914 games, 1644985 moves, e=0.010, loss: 1.5, -, 38.0% elo% vs. v15, avg. reward: -0.343, 9.172 sec/game, 60.6 min. total, 877.0 MB
subarctic_cranberry v17 915 games, 1649505 moves, e=0.010, loss: 1.2, -, 36.3% elo% vs. v15, avg. reward: -0.342, 9.188 sec/game, 60.7 min. total, 877.1 MB
subarctic_cranberry v17 916 games, 1653719 moves, e=0.010, loss: 1.2, +, 39.1% elo% vs. v15, avg. reward: -0.340, 9.181 sec/game, 60.9 min. total, 879.9 MB
subarctic_cranberry v17 917 games, 1658065 moves, e=0.010, loss: 1.6, -, 37.4% elo% vs. v15, avg. reward: -0.340, 9.213 sec/game, 61.0 min. total, 879.7 MB
subarctic_cranberry v17 918 games, 1662634 moves, e=0.010, loss: 1.7, -, 35.8% elo% vs. v15, avg. reward: -0.340, 9.178 sec/game, 61.2 min. total, 879.9 MB
subarctic_cranberry v17 919 games, 1666683 moves, e=0.010, loss: 2.0, +, 38.6% elo% vs. v15, avg. reward: -0.341, 9.110 sec/game, 61.3 min. total, 882.9 MB
subarctic_cranberry v17 920 games, 1671068 moves, e=0.010, loss: 2.3, -, 36.9% elo% vs. v15, avg. reward: -0.343, 9.112 sec/game, 61.5 min. total, 881.8 MB
subarctic_cranberry v17 921 games, 1675415 moves, e=0.010, loss: 1.9, -, 35.3% elo% vs. v15, avg. reward: -0.345, 9.174 sec/game, 61.7 min. total, 882.0 MB
subarctic_cranberry v17 922 games, 1679807 moves, e=0.010, loss: 2.2, +, 38.1% elo% vs. v15, avg. reward: -0.346, 9.170 sec/game, 61.8 min. total, 886.0 MB
subarctic_cranberry v17 923 games, 1684295 moves, e=0.010, loss: 1.8, -, 36.4% elo% vs. v15, avg. reward: -0.347, 9.185 sec/game, 62.0 min. total, 887.6 MB
subarctic_cranberry v17 924 games, 1688796 moves, e=0.010, loss: 1.9, -, 34.9% elo% vs. v15, avg. reward: -0.346, 9.190 sec/game, 62.1 min. total, 885.2 MB
subarctic_cranberry v17 925 games, 1693040 moves, e=0.010, loss: 2.0, -, 33.5% elo% vs. v15, avg. reward: -0.349, 9.202 sec/game, 62.3 min. total, 885.6 MB
subarctic_cranberry v17 926 games, 1696970 moves, e=0.010, loss: 2.5, -, 32.1% elo% vs. v15, avg. reward: -0.353, 9.196 sec/game, 62.4 min. total, 886.0 MB
subarctic_cranberry v17 927 games, 1700910 moves, e=0.010, loss: 2.5, -, 30.8% elo% vs. v15, avg. reward: -0.354, 9.199 sec/game, 62.6 min. total, 886.2 MB
subarctic_cranberry v17 928 games, 1704877 moves, e=0.010, loss: 2.6, -, 29.6% elo% vs. v15, avg. reward: -0.354, 9.150 sec/game, 62.7 min. total, 889.7 MB
subarctic_cranberry v17 929 games, 1709185 moves, e=0.010, loss: 2.0, ., 30.4% elo% vs. v15, avg. reward: -0.353, 9.164 sec/game, 62.9 min. total, 891.1 MB
subarctic_cranberry v17 930 games, 1713304 moves, e=0.010, loss: 1.5, -, 29.2% elo% vs. v15, avg. reward: -0.354, 9.151 sec/game, 63.0 min. total, 891.7 MB
subarctic_cranberry v17 931 games, 1717674 moves, e=0.010, loss: 1.4, +, 32.0% elo% vs. v15, avg. reward: -0.355, 9.156 sec/game, 63.2 min. total, 892.5 MB
subarctic_cranberry v17 932 games, 1722043 moves, e=0.010, loss: 1.4, -, 30.7% elo% vs. v15, avg. reward: -0.355, 9.106 sec/game, 63.3 min. total, 894.7 MB
subarctic_cranberry v17 933 games, 1726246 moves, e=0.010, loss: 1.8, -, 29.5% elo% vs. v15, avg. reward: -0.357, 9.075 sec/game, 63.5 min. total, 891.3 MB
subarctic_cranberry v17 934 games, 1729823 moves, e=0.010, loss: 2.1, -, 28.4% elo% vs. v15, avg. reward: -0.364, 8.999 sec/game, 63.6 min. total, 891.6 MB
subarctic_cranberry v17 935 games, 1734266 moves, e=0.010, loss: 2.0, -, 27.4% elo% vs. v15, avg. reward: -0.364, 8.978 sec/game, 63.7 min. total, 895.0 MB
subarctic_cranberry v17 936 games, 1738615 moves, e=0.010, loss: 1.6, -, 26.4% elo% vs. v15, avg. reward: -0.365, 8.999 sec/game, 63.9 min. total, 894.4 MB
subarctic_cranberry v17 937 games, 1742667 moves, e=0.010, loss: 1.7, -, 25.5% elo% vs. v15, avg. reward: -0.368, 8.983 sec/game, 64.0 min. total, 895.1 MB
subarctic_cranberry v17 938 games, 1746720 moves, e=0.010, loss: 2.0, -, 24.6% elo% vs. v15, avg. reward: -0.367, 8.932 sec/game, 64.2 min. total, 897.8 MB
subarctic_cranberry v17 939 games, 1750896 moves, e=0.010, loss: 1.7, +, 27.2% elo% vs. v15, avg. reward: -0.369, 8.948 sec/game, 64.3 min. total, 897.9 MB
subarctic_cranberry v17 940 games, 1754916 moves, e=0.010, loss: 1.5, -, 26.3% elo% vs. v15, avg. reward: -0.372, 8.918 sec/game, 64.5 min. total, 895.2 MB
subarctic_cranberry v17 941 games, 1759303 moves, e=0.010, loss: 1.6, -, 25.3% elo% vs. v15, avg. reward: -0.372, 8.913 sec/game, 64.6 min. total, 896.4 MB
subarctic_cranberry v17 942 games, 1763451 moves, e=0.010, loss: 1.9, -, 24.5% elo% vs. v15, avg. reward: -0.373, 8.896 sec/game, 64.8 min. total, 898.2 MB
subarctic_cranberry v17 943 games, 1767888 moves, e=0.010, loss: 1.8, -, 23.6% elo% vs. v15, avg. reward: -0.374, 8.893 sec/game, 64.9 min. total, 898.6 MB
subarctic_cranberry v17 944 games, 1772328 moves, e=0.010, loss: 1.4, -, 22.9% elo% vs. v15, avg. reward: -0.374, 8.890 sec/game, 65.1 min. total, 900.9 MB
subarctic_cranberry v17 945 games, 1776808 moves, e=0.010, loss: 1.3, +, 25.5% elo% vs. v15, avg. reward: -0.375, 8.885 sec/game, 65.2 min. total, 899.2 MB
subarctic_cranberry v17 946 games, 1781418 moves, e=0.010, loss: 1.5, -, 24.6% elo% vs. v15, avg. reward: -0.373, 8.932 sec/game, 65.4 min. total, 899.2 MB
subarctic_cranberry v17 947 games, 1785827 moves, e=0.010, loss: 1.4, +, 27.2% elo% vs. v15, avg. reward: -0.373, 8.964 sec/game, 65.5 min. total, 905.2 MB
subarctic_cranberry v17 948 games, 1790292 moves, e=0.010, loss: 1.5, ., 28.1% elo% vs. v15, avg. reward: -0.374, 9.006 sec/game, 65.7 min. total, 902.1 MB
subarctic_cranberry v17 949 games, 1794815 moves, e=0.010, loss: 1.4, +, 30.8% elo% vs. v15, avg. reward: -0.372, 9.023 sec/game, 65.9 min. total, 904.3 MB
subarctic_cranberry v17 950 games, 1799615 moves, e=0.010, loss: 1.1, +, 33.6% elo% vs. v15, avg. reward: -0.373, 9.109 sec/game, 66.0 min. total, 905.5 MB
subarctic_cranberry v17 951 games, 1804172 moves, e=0.010, loss: 1.0, ., 34.3% elo% vs. v15, avg. reward: -0.370, 9.222 sec/game, 66.2 min. total, 907.1 MB
subarctic_cranberry v17 952 games, 1808713 moves, e=0.010, loss: 1.3, +, 37.1% elo% vs. v15, avg. reward: -0.369, 9.357 sec/game, 66.4 min. total, 908.0 MB
subarctic_cranberry v17 953 games, 1812388 moves, e=0.010, loss: 1.7, -, 35.5% elo% vs. v15, avg. reward: -0.372, 9.323 sec/game, 66.6 min. total, 907.2 MB
subarctic_cranberry v17 954 games, 1816522 moves, e=0.010, loss: 1.8, +, 38.3% elo% vs. v15, avg. reward: -0.372, 9.575 sec/game, 66.8 min. total, 909.3 MB
subarctic_cranberry v17 955 games, 1820690 moves, e=0.010, loss: 1.9, ., 38.8% elo% vs. v15, avg. reward: -0.373, 9.602 sec/game, 66.9 min. total, 911.2 MB
subarctic_cranberry v17 956 games, 1825106 moves, e=0.010, loss: 1.5, ., 39.3% elo% vs. v15, avg. reward: -0.374, 9.626 sec/game, 67.1 min. total, 911.1 MB
subarctic_cranberry v17 957 games, 1829005 moves, e=0.010, loss: 1.8, -, 37.5% elo% vs. v15, avg. reward: -0.376, 9.602 sec/game, 67.2 min. total, 911.7 MB
subarctic_cranberry v17 958 games, 1833483 moves, e=0.010, loss: 1.9, -, 35.9% elo% vs. v15, avg. reward: -0.377, 9.654 sec/game, 67.4 min. total, 912.5 MB
subarctic_cranberry v17 959 games, 1837490 moves, e=0.010, loss: 2.5, -, 34.4% elo% vs. v15, avg. reward: -0.379, 9.634 sec/game, 67.5 min. total, 911.1 MB
subarctic_cranberry v17 960 games, 1841822 moves, e=0.010, loss: 2.3, +, 37.2% elo% vs. v15, avg. reward: -0.380, 9.759 sec/game, 67.7 min. total, 911.5 MB
subarctic_cranberry v17 961 games, 1845751 moves, e=0.010, loss: 1.9, +, 39.9% elo% vs. v15, avg. reward: -0.381, 9.794 sec/game, 67.9 min. total, 912.8 MB
subarctic_cranberry v17 962 games, 1850023 moves, e=0.010, loss: 1.8, +, 42.6% elo% vs. v15, avg. reward: -0.380, 10.013 sec/game, 68.1 min. total, 913.1 MB
subarctic_cranberry v17 963 games, 1854288 moves, e=0.010, loss: 1.8, -, 40.7% elo% vs. v15, avg. reward: -0.379, 10.059 sec/game, 68.3 min. total, 914.8 MB
subarctic_cranberry v17 964 games, 1858827 moves, e=0.010, loss: 1.6, -, 38.9% elo% vs. v15, avg. reward: -0.378, 10.180 sec/game, 68.5 min. total, 915.6 MB
subarctic_cranberry v17 965 games, 1863418 moves, e=0.010, loss: 1.3, -, 37.2% elo% vs. v15, avg. reward: -0.377, 10.286 sec/game, 68.7 min. total, 919.3 MB
subarctic_cranberry v17 966 games, 1867958 moves, e=0.010, loss: 1.2, +, 40.0% elo% vs. v15, avg. reward: -0.376, 10.436 sec/game, 68.9 min. total, 917.9 MB
subarctic_cranberry v17 967 games, 1872406 moves, e=0.010, loss: 1.3, +, 42.7% elo% vs. v15, avg. reward: -0.375, 10.516 sec/game, 69.1 min. total, 918.5 MB
subarctic_cranberry v17 968 games, 1876562 moves, e=0.010, loss: 1.8, -, 40.7% elo% vs. v15, avg. reward: -0.376, 10.481 sec/game, 69.2 min. total, 916.9 MB
subarctic_cranberry v17 969 games, 1880949 moves, e=0.010, loss: 1.7, -, 38.9% elo% vs. v15, avg. reward: -0.377, 10.479 sec/game, 69.4 min. total, 919.7 MB
subarctic_cranberry v17 970 games, 1885505 moves, e=0.010, loss: 1.7, +, 41.6% elo% vs. v15, avg. reward: -0.375, 10.465 sec/game, 69.5 min. total, 920.0 MB
subarctic_cranberry v17 971 games, 1890179 moves, e=0.010, loss: 1.4, +, 44.3% elo% vs. v15, avg. reward: -0.371, 10.395 sec/game, 69.7 min. total, 922.6 MB
subarctic_cranberry v17 972 games, 1894799 moves, e=0.010, loss: 1.0, +, 46.8% elo% vs. v15, avg. reward: -0.369, 10.298 sec/game, 69.9 min. total, 920.8 MB
subarctic_cranberry v17 973 games, 1899595 moves, e=0.010, loss: 0.9, +, 49.3% elo% vs. v15, avg. reward: -0.369, 10.403 sec/game, 70.0 min. total, 923.0 MB
subarctic_cranberry v17 974 games, 1904196 moves, e=0.010, loss: 1.0, -, 47.0% elo% vs. v15, avg. reward: -0.369, 10.322 sec/game, 70.2 min. total, 921.2 MB
subarctic_cranberry v17 975 games, 1908809 moves, e=0.010, loss: 1.3, +, 49.4% elo% vs. v15, avg. reward: -0.369, 10.329 sec/game, 70.4 min. total, 924.1 MB
subarctic_cranberry v17 976 games, 1913293 moves, e=0.010, loss: 1.5, -, 47.2% elo% vs. v15, avg. reward: -0.370, 10.313 sec/game, 70.5 min. total, 923.1 MB
subarctic_cranberry v17 977 games, 1917771 moves, e=0.010, loss: 1.4, -, 45.0% elo% vs. v15, avg. reward: -0.370, 10.380 sec/game, 70.7 min. total, 923.6 MB
subarctic_cranberry v17 978 games, 1922183 moves, e=0.010, loss: 1.4, -, 43.0% elo% vs. v15, avg. reward: -0.369, 10.383 sec/game, 70.9 min. total, 927.4 MB
subarctic_cranberry v17 979 games, 1926814 moves, e=0.010, loss: 1.4, -, 41.0% elo% vs. v15, avg. reward: -0.367, 10.454 sec/game, 71.0 min. total, 926.7 MB
subarctic_cranberry v17 980 games, 1931095 moves, e=0.010, loss: 1.5, -, 39.2% elo% vs. v15, avg. reward: -0.366, 10.331 sec/game, 71.2 min. total, 926.7 MB
subarctic_cranberry v17 981 games, 1935285 moves, e=0.010, loss: 1.5, +, 41.9% elo% vs. v15, avg. reward: -0.365, 10.267 sec/game, 71.3 min. total, 928.5 MB
subarctic_cranberry v17 982 games, 1939407 moves, e=0.010, loss: 1.6, -, 40.1% elo% vs. v15, avg. reward: -0.366, 10.043 sec/game, 71.5 min. total, 928.7 MB
subarctic_cranberry v17 983 games, 1943590 moves, e=0.010, loss: 1.5, +, 42.7% elo% vs. v15, avg. reward: -0.366, 9.954 sec/game, 71.6 min. total, 929.8 MB
subarctic_cranberry v17 984 games, 1947758 moves, e=0.010, loss: 1.6, +, 45.3% elo% vs. v15, avg. reward: -0.367, 9.881 sec/game, 71.8 min. total, 931.2 MB
subarctic_cranberry v17 985 games, 1951683 moves, e=0.010, loss: 1.6, +, 47.8% elo% vs. v15, avg. reward: -0.367, 9.737 sec/game, 71.9 min. total, 931.6 MB
subarctic_cranberry v17 986 games, 1956160 moves, e=0.010, loss: 1.3, +, 50.2% elo% vs. v15, avg. reward: -0.366, 9.585 sec/game, 72.1 min. total, 931.1 MB
subarctic_cranberry v17 987 games, 1960996 moves, e=0.010, loss: 1.3, +, 52.5% elo% vs. v15, avg. reward: -0.364, 9.595 sec/game, 72.3 min. total, 931.0 MB
subarctic_cranberry v17 988 games, 1965850 moves, e=0.010, loss: 1.0, +, 54.7% elo% vs. v15, avg. reward: -0.363, 9.686 sec/game, 72.4 min. total, 929.7 MB
subarctic_cranberry v17 989 games, 1970388 moves, e=0.010, loss: 1.2, -, 52.2% elo% vs. v15, avg. reward: -0.365, 9.680 sec/game, 72.6 min. total, 931.5 MB
subarctic_cranberry v17 990 games, 1975059 moves, e=0.010, loss: 1.3, +, 54.4% elo% vs. v15, avg. reward: -0.364, 9.716 sec/game, 72.8 min. total, 934.2 MB
subarctic_cranberry v17 991 games, 1979674 moves, e=0.010, loss: 1.5, -, 51.9% elo% vs. v15, avg. reward: -0.364, 9.736 sec/game, 72.9 min. total, 935.3 MB
subarctic_cranberry v17 992 games, 1983494 moves, e=0.010, loss: 2.2, -, 49.5% elo% vs. v15, avg. reward: -0.366, 9.668 sec/game, 73.1 min. total, 938.1 MB
subarctic_cranberry v17 993 games, 1987654 moves, e=0.010, loss: 2.1, -, 47.2% elo% vs. v15, avg. reward: -0.366, 9.575 sec/game, 73.2 min. total, 934.3 MB
subarctic_cranberry v17 994 games, 1991922 moves, e=0.010, loss: 1.8, -, 45.1% elo% vs. v15, avg. reward: -0.366, 9.464 sec/game, 73.4 min. total, 938.5 MB
subarctic_cranberry v17 995 games, 1995688 moves, e=0.010, loss: 2.2, +, 47.6% elo% vs. v15, avg. reward: -0.369, 9.371 sec/game, 73.5 min. total, 939.3 MB
subarctic_cranberry v17 996 games, 2000040 moves, e=0.010, loss: 1.9, -, 45.4% elo% vs. v15, avg. reward: -0.367, 9.337 sec/game, 73.6 min. total, 937.8 MB
subarctic_cranberry v17 997 games, 2004496 moves, e=0.010, loss: 1.9, +, 47.9% elo% vs. v15, avg. reward: -0.366, 9.306 sec/game, 73.8 min. total, 941.3 MB
subarctic_cranberry v17 998 games, 2009004 moves, e=0.010, loss: 1.5, +, 50.3% elo% vs. v15, avg. reward: -0.367, 9.319 sec/game, 74.0 min. total, 941.7 MB
subarctic_cranberry v17 999 games, 2013471 moves, e=0.010, loss: 1.3, +, 52.6% elo% vs. v15, avg. reward: -0.366, 9.441 sec/game, 74.2 min. total, 942.3 MB
subarctic_cranberry v17 1000 games, 2017893 moves, e=0.010, loss: 1.4, -, 50.2% elo% vs. v15, avg. reward: -0.366, 9.518 sec/game, 74.3 min. total, 943.5 MB
subarctic_cranberry v18 1001 games, 2022372 moves, e=0.010, loss: 1.4, ., 50.0% elo% vs. v15, avg. reward: -0.363, 9.574 sec/game, 74.5 min. total, 942.9 MB
subarctic_cranberry v18 1002 games, 2026872 moves, e=0.010, loss: 1.5, -, 47.7% elo% vs. v15, avg. reward: -0.363, 9.602 sec/game, 74.7 min. total, 942.6 MB
subarctic_cranberry v18 1003 games, 2030792 moves, e=0.010, loss: 1.6, ., 47.8% elo% vs. v15, avg. reward: -0.363, 9.575 sec/game, 74.8 min. total, 944.0 MB
subarctic_cranberry v18 1004 games, 2035042 moves, e=0.010, loss: 1.5, +, 50.2% elo% vs. v15, avg. reward: -0.362, 9.513 sec/game, 74.9 min. total, 945.3 MB
subarctic_cranberry v18 1005 games, 2039307 moves, e=0.010, loss: 1.7, -, 47.9% elo% vs. v15, avg. reward: -0.362, 9.531 sec/game, 75.1 min. total, 942.7 MB
subarctic_cranberry v18 1006 games, 2043902 moves, e=0.010, loss: 1.6, ., 48.0% elo% vs. v15, avg. reward: -0.360, 9.519 sec/game, 75.2 min. total, 945.8 MB
subarctic_cranberry v18 1007 games, 2048120 moves, e=0.010, loss: 1.6, -, 45.8% elo% vs. v15, avg. reward: -0.360, 9.481 sec/game, 75.4 min. total, 945.6 MB
subarctic_cranberry v18 1008 games, 2052334 moves, e=0.010, loss: 1.9, -, 43.7% elo% vs. v15, avg. reward: -0.362, 9.440 sec/game, 75.6 min. total, 947.5 MB
subarctic_cranberry v18 1009 games, 2056450 moves, e=0.010, loss: 1.9, +, 46.3% elo% vs. v15, avg. reward: -0.361, 9.413 sec/game, 75.7 min. total, 949.5 MB
subarctic_cranberry v18 1010 games, 2060625 moves, e=0.010, loss: 1.8, -, 44.2% elo% vs. v15, avg. reward: -0.363, 9.300 sec/game, 75.9 min. total, 948.3 MB
subarctic_cranberry v18 1011 games, 2064739 moves, e=0.010, loss: 1.8, -, 42.2% elo% vs. v15, avg. reward: -0.364, 9.198 sec/game, 76.0 min. total, 949.7 MB
subarctic_cranberry v18 1012 games, 2068857 moves, e=0.010, loss: 1.6, -, 40.3% elo% vs. v15, avg. reward: -0.367, 9.197 sec/game, 76.1 min. total, 950.2 MB
subarctic_cranberry v18 1013 games, 2073072 moves, e=0.010, loss: 1.5, -, 38.5% elo% vs. v15, avg. reward: -0.368, 9.211 sec/game, 76.3 min. total, 952.2 MB
subarctic_cranberry v18 1014 games, 2077196 moves, e=0.010, loss: 1.5, +, 41.2% elo% vs. v15, avg. reward: -0.370, 9.210 sec/game, 76.4 min. total, 951.5 MB
subarctic_cranberry v18 1015 games, 2081314 moves, e=0.010, loss: 1.6, ., 41.6% elo% vs. v15, avg. reward: -0.371, 9.234 sec/game, 76.6 min. total, 953.0 MB
subarctic_cranberry v18 1016 games, 2085878 moves, e=0.010, loss: 1.4, -, 39.8% elo% vs. v15, avg. reward: -0.372, 9.306 sec/game, 76.7 min. total, 953.7 MB
subarctic_cranberry v18 1017 games, 2090587 moves, e=0.010, loss: 1.2, +, 42.5% elo% vs. v15, avg. reward: -0.372, 9.417 sec/game, 76.9 min. total, 953.5 MB
subarctic_cranberry v18 1018 games, 2094947 moves, e=0.010, loss: 1.1, -, 40.6% elo% vs. v15, avg. reward: -0.371, 9.388 sec/game, 77.1 min. total, 951.6 MB
subarctic_cranberry v18 1019 games, 2099366 moves, e=0.010, loss: 1.4, +, 43.2% elo% vs. v15, avg. reward: -0.370, 9.279 sec/game, 77.3 min. total, 956.4 MB
