magnetize_flanked v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.4 MB
magnetize_flanked v4 136 games, 99709 moves, e=0.901, loss: 4.4, -, 17.3% elo% vs. random_no_suicide, avg. reward: -8.193, 1.503 sec/game, 2.9 min. total, 491.9 MB
magnetize_flanked v4 137 games, 100326 moves, e=0.901, loss: 4.5, -, 16.9% elo% vs. random_no_suicide, avg. reward: -8.204, 1.462 sec/game, 2.9 min. total, 492.0 MB
magnetize_flanked v4 138 games, 100988 moves, e=0.900, loss: 4.4, -, 16.5% elo% vs. random_no_suicide, avg. reward: -8.202, 1.448 sec/game, 2.9 min. total, 492.0 MB
magnetize_flanked v4 139 games, 101664 moves, e=0.899, loss: 4.5, -, 16.0% elo% vs. random_no_suicide, avg. reward: -8.200, 1.447 sec/game, 2.9 min. total, 492.0 MB
magnetize_flanked v4 140 games, 102447 moves, e=0.899, loss: 4.4, ., 16.9% elo% vs. random_no_suicide, avg. reward: -8.184, 1.450 sec/game, 3.0 min. total, 491.7 MB
magnetize_flanked v4 141 games, 103161 moves, e=0.898, loss: 4.2, -, 16.5% elo% vs. random_no_suicide, avg. reward: -8.185, 1.478 sec/game, 3.0 min. total, 492.2 MB
magnetize_flanked v4 142 games, 103886 moves, e=0.897, loss: 4.6, -, 16.1% elo% vs. random_no_suicide, avg. reward: -8.178, 1.514 sec/game, 3.0 min. total, 492.2 MB
magnetize_flanked v4 143 games, 104578 moves, e=0.896, loss: 4.4, -, 15.7% elo% vs. random_no_suicide, avg. reward: -8.172, 1.525 sec/game, 3.1 min. total, 492.5 MB
magnetize_flanked v4 144 games, 105280 moves, e=0.896, loss: 4.4, -, 15.3% elo% vs. random_no_suicide, avg. reward: -8.152, 1.535 sec/game, 3.1 min. total, 493.1 MB
magnetize_flanked v4 145 games, 106017 moves, e=0.895, loss: 4.5, -, 14.9% elo% vs. random_no_suicide, avg. reward: -8.142, 1.547 sec/game, 3.1 min. total, 494.2 MB
magnetize_flanked v4 146 games, 106834 moves, e=0.894, loss: 4.7, -, 14.6% elo% vs. random_no_suicide, avg. reward: -8.130, 1.550 sec/game, 3.1 min. total, 495.0 MB
magnetize_flanked v4 147 games, 107455 moves, e=0.894, loss: 4.6, -, 14.2% elo% vs. random_no_suicide, avg. reward: -8.146, 1.571 sec/game, 3.2 min. total, 495.2 MB
magnetize_flanked v4 148 games, 108252 moves, e=0.893, loss: 4.6, -, 13.9% elo% vs. random_no_suicide, avg. reward: -8.143, 1.594 sec/game, 3.2 min. total, 495.3 MB
magnetize_flanked v4 149 games, 109132 moves, e=0.892, loss: 4.2, -, 13.6% elo% vs. random_no_suicide, avg. reward: -8.132, 1.654 sec/game, 3.2 min. total, 495.5 MB
magnetize_flanked v4 150 games, 110026 moves, e=0.891, loss: 4.4, -, 13.3% elo% vs. random_no_suicide, avg. reward: -8.115, 1.702 sec/game, 3.3 min. total, 495.6 MB
magnetize_flanked v4 151 games, 110824 moves, e=0.890, loss: 4.5, -, 13.1% elo% vs. random_no_suicide, avg. reward: -8.109, 1.727 sec/game, 3.3 min. total, 495.7 MB
magnetize_flanked v4 152 games, 111559 moves, e=0.890, loss: 4.6, -, 12.8% elo% vs. random_no_suicide, avg. reward: -8.110, 1.743 sec/game, 3.4 min. total, 495.7 MB
magnetize_flanked v4 153 games, 112277 moves, e=0.889, loss: 4.4, -, 12.5% elo% vs. random_no_suicide, avg. reward: -8.100, 1.753 sec/game, 3.4 min. total, 496.3 MB
magnetize_flanked v4 154 games, 113058 moves, e=0.888, loss: 4.5, -, 12.3% elo% vs. random_no_suicide, avg. reward: -8.096, 1.766 sec/game, 3.4 min. total, 496.6 MB
magnetize_flanked v4 155 games, 113815 moves, e=0.887, loss: 4.6, -, 12.0% elo% vs. random_no_suicide, avg. reward: -8.088, 1.778 sec/game, 3.4 min. total, 497.0 MB
magnetize_flanked v4 156 games, 114596 moves, e=0.887, loss: 5.4, -, 11.8% elo% vs. random_no_suicide, avg. reward: -8.073, 1.797 sec/game, 3.5 min. total, 497.3 MB
magnetize_flanked v4 157 games, 115404 moves, e=0.886, loss: 5.1, -, 11.6% elo% vs. random_no_suicide, avg. reward: -8.079, 1.820 sec/game, 3.5 min. total, 497.3 MB
magnetize_flanked v4 158 games, 116169 moves, e=0.885, loss: 5.3, -, 11.4% elo% vs. random_no_suicide, avg. reward: -8.082, 1.850 sec/game, 3.5 min. total, 497.3 MB
magnetize_flanked v4 159 games, 117064 moves, e=0.884, loss: 5.2, -, 11.1% elo% vs. random_no_suicide, avg. reward: -8.057, 1.879 sec/game, 3.6 min. total, 497.4 MB
magnetize_flanked v4 160 games, 117791 moves, e=0.883, loss: 4.8, -, 10.9% elo% vs. random_no_suicide, avg. reward: -8.061, 1.889 sec/game, 3.6 min. total, 497.4 MB
magnetize_flanked v4 161 games, 118562 moves, e=0.883, loss: 4.7, -, 10.8% elo% vs. random_no_suicide, avg. reward: -8.045, 1.877 sec/game, 3.6 min. total, 497.4 MB
magnetize_flanked v4 162 games, 119348 moves, e=0.882, loss: 4.6, -, 10.6% elo% vs. random_no_suicide, avg. reward: -8.032, 1.867 sec/game, 3.7 min. total, 497.4 MB
magnetize_flanked v4 163 games, 120089 moves, e=0.881, loss: 4.3, -, 10.4% elo% vs. random_no_suicide, avg. reward: -8.027, 1.867 sec/game, 3.7 min. total, 497.5 MB
magnetize_flanked v4 164 games, 120816 moves, e=0.880, loss: 4.5, -, 10.2% elo% vs. random_no_suicide, avg. reward: -8.022, 1.864 sec/game, 3.7 min. total, 497.5 MB
magnetize_flanked v4 165 games, 121577 moves, e=0.880, loss: 4.7, -, 10.0% elo% vs. random_no_suicide, avg. reward: -8.010, 1.864 sec/game, 3.7 min. total, 498.3 MB
magnetize_flanked v4 166 games, 122384 moves, e=0.879, loss: 4.5, -, 9.9% elo% vs. random_no_suicide, avg. reward: -8.006, 1.864 sec/game, 3.8 min. total, 499.0 MB
magnetize_flanked v4 167 games, 123205 moves, e=0.878, loss: 4.3, -, 9.7% elo% vs. random_no_suicide, avg. reward: -7.999, 1.858 sec/game, 3.8 min. total, 499.1 MB
magnetize_flanked v4 168 games, 123856 moves, e=0.877, loss: 4.2, -, 9.6% elo% vs. random_no_suicide, avg. reward: -8.006, 1.826 sec/game, 3.8 min. total, 498.9 MB
magnetize_flanked v4 169 games, 124637 moves, e=0.877, loss: 4.4, -, 9.4% elo% vs. random_no_suicide, avg. reward: -8.015, 1.786 sec/game, 3.8 min. total, 499.0 MB
magnetize_flanked v4 170 games, 125332 moves, e=0.876, loss: 4.3, -, 9.3% elo% vs. random_no_suicide, avg. reward: -8.018, 1.744 sec/game, 3.9 min. total, 499.4 MB
magnetize_flanked v4 171 games, 126052 moves, e=0.875, loss: 4.4, -, 9.1% elo% vs. random_no_suicide, avg. reward: -8.025, 1.712 sec/game, 3.9 min. total, 499.3 MB
magnetize_flanked v4 172 games, 126882 moves, e=0.874, loss: 4.2, -, 9.0% elo% vs. random_no_suicide, avg. reward: -8.014, 1.710 sec/game, 3.9 min. total, 499.6 MB
magnetize_flanked v4 173 games, 127674 moves, e=0.874, loss: 4.2, -, 8.8% elo% vs. random_no_suicide, avg. reward: -8.008, 1.700 sec/game, 3.9 min. total, 499.6 MB
magnetize_flanked v4 174 games, 128415 moves, e=0.873, loss: 4.4, -, 8.7% elo% vs. random_no_suicide, avg. reward: -8.000, 1.692 sec/game, 4.0 min. total, 499.6 MB
magnetize_flanked v4 175 games, 129163 moves, e=0.872, loss: 4.2, -, 8.6% elo% vs. random_no_suicide, avg. reward: -8.010, 1.682 sec/game, 4.0 min. total, 501.0 MB
magnetize_flanked v4 176 games, 130015 moves, e=0.871, loss: 4.3, -, 8.5% elo% vs. random_no_suicide, avg. reward: -7.994, 1.678 sec/game, 4.0 min. total, 502.9 MB
magnetize_flanked v4 177 games, 130738 moves, e=0.871, loss: 4.4, -, 8.3% elo% vs. random_no_suicide, avg. reward: -7.995, 1.679 sec/game, 4.1 min. total, 503.0 MB
magnetize_flanked v4 178 games, 131515 moves, e=0.870, loss: 4.4, ., 8.9% elo% vs. random_no_suicide, avg. reward: -8.001, 1.666 sec/game, 4.1 min. total, 503.0 MB
magnetize_flanked v4 179 games, 132347 moves, e=0.869, loss: 4.5, -, 8.8% elo% vs. random_no_suicide, avg. reward: -8.001, 1.655 sec/game, 4.1 min. total, 502.8 MB
magnetize_flanked v4 180 games, 133145 moves, e=0.868, loss: 4.2, -, 8.7% elo% vs. random_no_suicide, avg. reward: -7.994, 1.659 sec/game, 4.1 min. total, 503.1 MB
magnetize_flanked v4 181 games, 133859 moves, e=0.867, loss: 4.2, -, 8.6% elo% vs. random_no_suicide, avg. reward: -7.983, 1.642 sec/game, 4.2 min. total, 502.7 MB
magnetize_flanked v4 182 games, 134669 moves, e=0.867, loss: 4.2, -, 8.4% elo% vs. random_no_suicide, avg. reward: -7.974, 1.644 sec/game, 4.2 min. total, 503.0 MB
magnetize_flanked v4 183 games, 135567 moves, e=0.866, loss: 4.1, -, 8.3% elo% vs. random_no_suicide, avg. reward: -7.966, 1.651 sec/game, 4.2 min. total, 503.5 MB
magnetize_flanked v4 184 games, 136394 moves, e=0.865, loss: 4.4, -, 8.2% elo% vs. random_no_suicide, avg. reward: -7.961, 1.657 sec/game, 4.3 min. total, 503.5 MB
magnetize_flanked v4 185 games, 137281 moves, e=0.864, loss: 4.3, -, 8.1% elo% vs. random_no_suicide, avg. reward: -7.958, 1.668 sec/game, 4.3 min. total, 504.0 MB
magnetize_flanked v4 186 games, 138180 moves, e=0.863, loss: 4.4, -, 8.0% elo% vs. random_no_suicide, avg. reward: -7.930, 1.679 sec/game, 4.3 min. total, 503.9 MB
magnetize_flanked v4 187 games, 138978 moves, e=0.862, loss: 4.2, -, 7.9% elo% vs. random_no_suicide, avg. reward: -7.922, 1.681 sec/game, 4.4 min. total, 504.0 MB
magnetize_flanked v4 188 games, 139728 moves, e=0.862, loss: 4.3, -, 7.8% elo% vs. random_no_suicide, avg. reward: -7.914, 1.695 sec/game, 4.4 min. total, 504.0 MB
magnetize_flanked v4 189 games, 140491 moves, e=0.861, loss: 4.5, -, 7.7% elo% vs. random_no_suicide, avg. reward: -7.913, 1.695 sec/game, 4.4 min. total, 504.2 MB
magnetize_flanked v4 190 games, 141349 moves, e=0.860, loss: 4.3, -, 7.6% elo% vs. random_no_suicide, avg. reward: -7.907, 1.707 sec/game, 4.4 min. total, 504.6 MB
magnetize_flanked v4 191 games, 142141 moves, e=0.859, loss: 4.5, -, 7.5% elo% vs. random_no_suicide, avg. reward: -7.897, 1.722 sec/game, 4.5 min. total, 504.7 MB
magnetize_flanked v4 192 games, 142774 moves, e=0.859, loss: 4.7, -, 7.4% elo% vs. random_no_suicide, avg. reward: -7.909, 1.701 sec/game, 4.5 min. total, 504.6 MB
magnetize_flanked v4 193 games, 143493 moves, e=0.858, loss: 4.8, -, 7.3% elo% vs. random_no_suicide, avg. reward: -7.905, 1.703 sec/game, 4.5 min. total, 504.7 MB
magnetize_flanked v4 194 games, 144255 moves, e=0.857, loss: 5.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: -7.880, 1.695 sec/game, 4.5 min. total, 505.5 MB
magnetize_flanked v4 195 games, 145044 moves, e=0.856, loss: 4.9, -, 7.1% elo% vs. random_no_suicide, avg. reward: -7.868, 1.710 sec/game, 4.6 min. total, 506.1 MB
magnetize_flanked v4 196 games, 145837 moves, e=0.856, loss: 4.7, -, 7.0% elo% vs. random_no_suicide, avg. reward: -7.871, 1.717 sec/game, 4.6 min. total, 506.3 MB
magnetize_flanked v4 197 games, 146752 moves, e=0.855, loss: 4.9, -, 6.9% elo% vs. random_no_suicide, avg. reward: -7.869, 1.725 sec/game, 4.6 min. total, 506.4 MB
magnetize_flanked v4 198 games, 147652 moves, e=0.854, loss: 4.9, -, 6.8% elo% vs. random_no_suicide, avg. reward: -7.858, 1.741 sec/game, 4.7 min. total, 506.3 MB
magnetize_flanked v4 199 games, 148447 moves, e=0.853, loss: 4.9, -, 6.8% elo% vs. random_no_suicide, avg. reward: -7.843, 1.733 sec/game, 4.7 min. total, 506.5 MB
magnetize_flanked v4 200 games, 149181 moves, e=0.852, loss: 5.0, -, 6.7% elo% vs. random_no_suicide, avg. reward: -7.850, 1.722 sec/game, 4.7 min. total, 506.4 MB
magnetize_flanked v5 201 games, 149800 moves, e=0.852, loss: 5.2, -, 47.7% elo% vs. random_no_suicide, avg. reward: -7.885, 1.720 sec/game, 4.7 min. total, 506.5 MB
magnetize_flanked v5 202 games, 150613 moves, e=0.851, loss: 4.7, -, 45.5% elo% vs. random_no_suicide, avg. reward: -7.889, 1.712 sec/game, 4.8 min. total, 506.7 MB
magnetize_flanked v5 203 games, 151522 moves, e=0.850, loss: 4.7, -, 43.4% elo% vs. random_no_suicide, avg. reward: -7.881, 1.716 sec/game, 4.8 min. total, 506.8 MB
magnetize_flanked v5 204 games, 152231 moves, e=0.849, loss: 5.0, -, 41.5% elo% vs. random_no_suicide, avg. reward: -7.879, 1.714 sec/game, 4.8 min. total, 507.6 MB
magnetize_flanked v5 205 games, 152979 moves, e=0.849, loss: 5.1, -, 39.6% elo% vs. random_no_suicide, avg. reward: -7.879, 1.695 sec/game, 4.9 min. total, 509.1 MB
magnetize_flanked v5 206 games, 153861 moves, e=0.848, loss: 5.1, -, 37.9% elo% vs. random_no_suicide, avg. reward: -7.860, 1.691 sec/game, 4.9 min. total, 509.1 MB
magnetize_flanked v5 207 games, 154601 moves, e=0.847, loss: 4.9, -, 36.3% elo% vs. random_no_suicide, avg. reward: -7.854, 1.677 sec/game, 4.9 min. total, 508.9 MB
magnetize_flanked v5 208 games, 155322 moves, e=0.846, loss: 4.7, -, 34.8% elo% vs. random_no_suicide, avg. reward: -7.843, 1.676 sec/game, 4.9 min. total, 509.0 MB
magnetize_flanked v5 209 games, 156160 moves, e=0.845, loss: 4.5, -, 33.3% elo% vs. random_no_suicide, avg. reward: -7.827, 1.688 sec/game, 5.0 min. total, 509.2 MB
magnetize_flanked v5 210 games, 157023 moves, e=0.845, loss: 4.1, -, 32.0% elo% vs. random_no_suicide, avg. reward: -7.825, 1.676 sec/game, 5.0 min. total, 509.1 MB
magnetize_flanked v5 211 games, 157821 moves, e=0.844, loss: 4.4, -, 30.7% elo% vs. random_no_suicide, avg. reward: -7.813, 1.669 sec/game, 5.0 min. total, 511.7 MB
magnetize_flanked v5 212 games, 158523 moves, e=0.843, loss: 4.1, -, 29.5% elo% vs. random_no_suicide, avg. reward: -7.814, 1.677 sec/game, 5.0 min. total, 511.8 MB
magnetize_flanked v5 213 games, 159314 moves, e=0.842, loss: 4.0, -, 28.4% elo% vs. random_no_suicide, avg. reward: -7.795, 1.674 sec/game, 5.1 min. total, 509.8 MB
magnetize_flanked v5 214 games, 160207 moves, e=0.841, loss: 4.2, -, 27.3% elo% vs. random_no_suicide, avg. reward: -7.787, 1.690 sec/game, 5.1 min. total, 510.5 MB
magnetize_flanked v5 215 games, 161146 moves, e=0.840, loss: 3.9, -, 26.4% elo% vs. random_no_suicide, avg. reward: -7.775, 1.687 sec/game, 5.1 min. total, 513.8 MB
magnetize_flanked v5 216 games, 161927 moves, e=0.840, loss: 3.6, -, 25.4% elo% vs. random_no_suicide, avg. reward: -7.766, 1.684 sec/game, 5.2 min. total, 512.2 MB
magnetize_flanked v5 217 games, 162741 moves, e=0.839, loss: 3.7, -, 24.5% elo% vs. random_no_suicide, avg. reward: -7.772, 1.666 sec/game, 5.2 min. total, 512.2 MB
magnetize_flanked v5 218 games, 163572 moves, e=0.838, loss: 3.8, -, 23.7% elo% vs. random_no_suicide, avg. reward: -7.771, 1.650 sec/game, 5.2 min. total, 512.5 MB
magnetize_flanked v5 219 games, 164318 moves, e=0.837, loss: 3.8, -, 22.9% elo% vs. random_no_suicide, avg. reward: -7.776, 1.647 sec/game, 5.2 min. total, 512.5 MB
magnetize_flanked v5 220 games, 165178 moves, e=0.836, loss: 3.8, -, 22.2% elo% vs. random_no_suicide, avg. reward: -7.767, 1.664 sec/game, 5.3 min. total, 512.5 MB
magnetize_flanked v5 221 games, 166007 moves, e=0.836, loss: 4.2, -, 21.5% elo% vs. random_no_suicide, avg. reward: -7.758, 1.678 sec/game, 5.3 min. total, 512.8 MB
magnetize_flanked v5 222 games, 166719 moves, e=0.835, loss: 4.0, -, 20.8% elo% vs. random_no_suicide, avg. reward: -7.759, 1.675 sec/game, 5.3 min. total, 512.9 MB
magnetize_flanked v5 223 games, 167611 moves, e=0.834, loss: 4.3, -, 20.2% elo% vs. random_no_suicide, avg. reward: -7.749, 1.674 sec/game, 5.4 min. total, 512.9 MB
magnetize_flanked v5 224 games, 168390 moves, e=0.833, loss: 4.3, ., 21.1% elo% vs. random_no_suicide, avg. reward: -7.731, 1.676 sec/game, 5.4 min. total, 513.1 MB
magnetize_flanked v5 225 games, 169210 moves, e=0.832, loss: 4.1, -, 20.5% elo% vs. random_no_suicide, avg. reward: -7.716, 1.680 sec/game, 5.4 min. total, 513.7 MB
magnetize_flanked v5 226 games, 170007 moves, e=0.832, loss: 4.4, -, 19.9% elo% vs. random_no_suicide, avg. reward: -7.725, 1.674 sec/game, 5.4 min. total, 513.8 MB
magnetize_flanked v5 227 games, 170744 moves, e=0.831, loss: 4.4, -, 19.3% elo% vs. random_no_suicide, avg. reward: -7.715, 1.672 sec/game, 5.5 min. total, 514.0 MB
magnetize_flanked v5 228 games, 171614 moves, e=0.830, loss: 3.9, -, 18.7% elo% vs. random_no_suicide, avg. reward: -7.692, 1.687 sec/game, 5.5 min. total, 514.1 MB
magnetize_flanked v5 229 games, 172482 moves, e=0.829, loss: 4.0, -, 18.2% elo% vs. random_no_suicide, avg. reward: -7.676, 1.686 sec/game, 5.5 min. total, 514.2 MB
magnetize_flanked v5 230 games, 173309 moves, e=0.828, loss: 3.9, -, 17.7% elo% vs. random_no_suicide, avg. reward: -7.665, 1.686 sec/game, 5.6 min. total, 514.2 MB
magnetize_flanked v5 231 games, 174064 moves, e=0.828, loss: 4.0, -, 17.3% elo% vs. random_no_suicide, avg. reward: -7.671, 1.691 sec/game, 5.6 min. total, 514.2 MB
magnetize_flanked v5 232 games, 174792 moves, e=0.827, loss: 4.0, -, 16.8% elo% vs. random_no_suicide, avg. reward: -7.670, 1.692 sec/game, 5.6 min. total, 518.7 MB
magnetize_flanked v5 233 games, 175563 moves, e=0.826, loss: 3.9, -, 16.4% elo% vs. random_no_suicide, avg. reward: -7.671, 1.695 sec/game, 5.6 min. total, 515.0 MB
magnetize_flanked v5 234 games, 176299 moves, e=0.825, loss: 4.0, -, 16.0% elo% vs. random_no_suicide, avg. reward: -7.669, 1.686 sec/game, 5.7 min. total, 514.9 MB
magnetize_flanked v5 235 games, 177105 moves, e=0.825, loss: 4.0, -, 15.6% elo% vs. random_no_suicide, avg. reward: -7.669, 1.679 sec/game, 5.7 min. total, 516.2 MB
magnetize_flanked v5 236 games, 177915 moves, e=0.824, loss: 4.0, -, 15.2% elo% vs. random_no_suicide, avg. reward: -7.657, 1.673 sec/game, 5.7 min. total, 516.9 MB
magnetize_flanked v5 237 games, 178791 moves, e=0.823, loss: 4.0, -, 14.8% elo% vs. random_no_suicide, avg. reward: -7.624, 1.690 sec/game, 5.8 min. total, 516.8 MB
magnetize_flanked v5 238 games, 179669 moves, e=0.822, loss: 3.9, -, 14.5% elo% vs. random_no_suicide, avg. reward: -7.604, 1.705 sec/game, 5.8 min. total, 516.9 MB
magnetize_flanked v5 239 games, 180359 moves, e=0.821, loss: 4.0, -, 14.2% elo% vs. random_no_suicide, avg. reward: -7.604, 1.707 sec/game, 5.8 min. total, 517.0 MB
magnetize_flanked v5 240 games, 181334 moves, e=0.820, loss: 4.2, -, 13.9% elo% vs. random_no_suicide, avg. reward: -7.588, 1.709 sec/game, 5.8 min. total, 517.1 MB
magnetize_flanked v5 241 games, 182027 moves, e=0.820, loss: 4.0, -, 13.6% elo% vs. random_no_suicide, avg. reward: -7.595, 1.710 sec/game, 5.9 min. total, 516.9 MB
magnetize_flanked v5 242 games, 182888 moves, e=0.819, loss: 3.9, -, 13.3% elo% vs. random_no_suicide, avg. reward: -7.579, 1.713 sec/game, 5.9 min. total, 517.2 MB
magnetize_flanked v5 243 games, 183749 moves, e=0.818, loss: 4.3, -, 13.0% elo% vs. random_no_suicide, avg. reward: -7.561, 1.714 sec/game, 5.9 min. total, 517.3 MB
magnetize_flanked v5 244 games, 184629 moves, e=0.817, loss: 4.3, -, 12.7% elo% vs. random_no_suicide, avg. reward: -7.537, 1.726 sec/game, 6.0 min. total, 519.7 MB
magnetize_flanked v5 245 games, 185410 moves, e=0.816, loss: 4.1, -, 12.5% elo% vs. random_no_suicide, avg. reward: -7.536, 1.727 sec/game, 6.0 min. total, 519.8 MB
magnetize_flanked v5 246 games, 186368 moves, e=0.815, loss: 4.3, -, 12.2% elo% vs. random_no_suicide, avg. reward: -7.520, 1.748 sec/game, 6.0 min. total, 519.4 MB
magnetize_flanked v5 247 games, 187318 moves, e=0.815, loss: 4.2, -, 12.0% elo% vs. random_no_suicide, avg. reward: -7.487, 1.776 sec/game, 6.1 min. total, 519.7 MB
magnetize_flanked v5 248 games, 188081 moves, e=0.814, loss: 3.9, -, 11.7% elo% vs. random_no_suicide, avg. reward: -7.486, 1.766 sec/game, 6.1 min. total, 519.5 MB
magnetize_flanked v5 249 games, 188882 moves, e=0.813, loss: 4.1, -, 11.5% elo% vs. random_no_suicide, avg. reward: -7.492, 1.761 sec/game, 6.1 min. total, 524.3 MB
magnetize_flanked v5 250 games, 189631 moves, e=0.812, loss: 3.9, -, 11.3% elo% vs. random_no_suicide, avg. reward: -7.506, 1.761 sec/game, 6.1 min. total, 519.8 MB
magnetize_flanked v5 251 games, 190383 moves, e=0.812, loss: 4.1, -, 11.1% elo% vs. random_no_suicide, avg. reward: -7.506, 1.764 sec/game, 6.2 min. total, 519.4 MB
magnetize_flanked v5 252 games, 191136 moves, e=0.811, loss: 4.3, -, 10.9% elo% vs. random_no_suicide, avg. reward: -7.504, 1.768 sec/game, 6.2 min. total, 524.4 MB
magnetize_flanked v5 253 games, 191933 moves, e=0.810, loss: 4.3, -, 10.7% elo% vs. random_no_suicide, avg. reward: -7.493, 1.772 sec/game, 6.2 min. total, 520.6 MB
magnetize_flanked v5 254 games, 192741 moves, e=0.809, loss: 4.2, -, 10.5% elo% vs. random_no_suicide, avg. reward: -7.486, 1.775 sec/game, 6.3 min. total, 520.6 MB
magnetize_flanked v5 255 games, 193637 moves, e=0.808, loss: 4.3, -, 10.3% elo% vs. random_no_suicide, avg. reward: -7.472, 1.787 sec/game, 6.3 min. total, 521.9 MB
magnetize_flanked v5 256 games, 194433 moves, e=0.808, loss: 4.5, -, 10.2% elo% vs. random_no_suicide, avg. reward: -7.470, 1.799 sec/game, 6.3 min. total, 522.0 MB
magnetize_flanked v5 257 games, 195278 moves, e=0.807, loss: 4.7, -, 10.0% elo% vs. random_no_suicide, avg. reward: -7.463, 1.789 sec/game, 6.3 min. total, 522.4 MB
magnetize_flanked v5 258 games, 196185 moves, e=0.806, loss: 4.5, -, 9.8% elo% vs. random_no_suicide, avg. reward: -7.450, 1.792 sec/game, 6.4 min. total, 522.4 MB
magnetize_flanked v5 259 games, 196887 moves, e=0.805, loss: 5.0, -, 9.7% elo% vs. random_no_suicide, avg. reward: -7.468, 1.792 sec/game, 6.4 min. total, 522.4 MB
magnetize_flanked v5 260 games, 197925 moves, e=0.804, loss: 4.8, -, 9.5% elo% vs. random_no_suicide, avg. reward: -7.441, 1.805 sec/game, 6.4 min. total, 522.4 MB
magnetize_flanked v5 261 games, 198725 moves, e=0.803, loss: 4.5, -, 9.4% elo% vs. random_no_suicide, avg. reward: -7.439, 1.805 sec/game, 6.5 min. total, 522.3 MB
magnetize_flanked v5 262 games, 199625 moves, e=0.802, loss: 4.3, -, 9.2% elo% vs. random_no_suicide, avg. reward: -7.425, 1.817 sec/game, 6.5 min. total, 522.6 MB
magnetize_flanked v5 263 games, 200371 moves, e=0.802, loss: 4.4, +, 10.7% elo% vs. random_no_suicide, avg. reward: -7.427, 1.804 sec/game, 6.5 min. total, 522.7 MB
magnetize_flanked v5 264 games, 201036 moves, e=0.801, loss: 4.5, -, 10.5% elo% vs. random_no_suicide, avg. reward: -7.435, 1.780 sec/game, 6.6 min. total, 522.8 MB
magnetize_flanked v5 265 games, 201948 moves, e=0.800, loss: 4.3, -, 10.4% elo% vs. random_no_suicide, avg. reward: -7.419, 1.795 sec/game, 6.6 min. total, 524.2 MB
magnetize_flanked v5 266 games, 202805 moves, e=0.799, loss: 4.1, -, 10.2% elo% vs. random_no_suicide, avg. reward: -7.415, 1.778 sec/game, 6.6 min. total, 524.6 MB
magnetize_flanked v5 267 games, 203681 moves, e=0.798, loss: 4.2, -, 10.0% elo% vs. random_no_suicide, avg. reward: -7.410, 1.778 sec/game, 6.7 min. total, 524.7 MB
magnetize_flanked v5 268 games, 204434 moves, e=0.798, loss: 4.0, -, 9.8% elo% vs. random_no_suicide, avg. reward: -7.394, 1.791 sec/game, 6.7 min. total, 524.6 MB
magnetize_flanked v5 269 games, 205304 moves, e=0.797, loss: 4.3, -, 9.7% elo% vs. random_no_suicide, avg. reward: -7.388, 1.788 sec/game, 6.7 min. total, 524.7 MB
magnetize_flanked v5 270 games, 206131 moves, e=0.796, loss: 3.8, -, 9.5% elo% vs. random_no_suicide, avg. reward: -7.369, 1.801 sec/game, 6.7 min. total, 524.6 MB
magnetize_flanked v5 271 games, 206988 moves, e=0.795, loss: 3.8, -, 9.4% elo% vs. random_no_suicide, avg. reward: -7.355, 1.810 sec/game, 6.8 min. total, 524.8 MB
magnetize_flanked v5 272 games, 207759 moves, e=0.794, loss: 4.0, -, 9.2% elo% vs. random_no_suicide, avg. reward: -7.361, 1.811 sec/game, 6.8 min. total, 524.7 MB
magnetize_flanked v5 273 games, 208483 moves, e=0.794, loss: 4.1, -, 9.1% elo% vs. random_no_suicide, avg. reward: -7.366, 1.801 sec/game, 6.8 min. total, 524.8 MB
magnetize_flanked v5 274 games, 209435 moves, e=0.793, loss: 4.4, -, 9.0% elo% vs. random_no_suicide, avg. reward: -7.346, 1.828 sec/game, 6.9 min. total, 525.1 MB
magnetize_flanked v5 275 games, 210119 moves, e=0.792, loss: 4.6, -, 8.8% elo% vs. random_no_suicide, avg. reward: -7.348, 1.804 sec/game, 6.9 min. total, 526.2 MB
magnetize_flanked v5 276 games, 211036 moves, e=0.791, loss: 4.5, -, 8.7% elo% vs. random_no_suicide, avg. reward: -7.339, 1.806 sec/game, 6.9 min. total, 527.3 MB
