sanding_take v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.7 MB
sanding_take v11 1404 games, 1589248 moves, e=0.010, loss: 2140.5, -, 41.5% elo% vs. random_no_suicide, avg. reward: 29.868, 3.244 sec/game, 61.3 min. total, 424.1 MB
sanding_take v11 1405 games, 1590682 moves, e=0.010, loss: 2130.3, -, 39.6% elo% vs. random_no_suicide, avg. reward: 29.868, 3.255 sec/game, 61.3 min. total, 421.0 MB
sanding_take v11 1406 games, 1592121 moves, e=0.010, loss: 2152.9, -, 37.9% elo% vs. random_no_suicide, avg. reward: 29.844, 3.230 sec/game, 61.4 min. total, 421.4 MB
sanding_take v11 1407 games, 1593485 moves, e=0.010, loss: 2184.1, -, 36.3% elo% vs. random_no_suicide, avg. reward: 29.848, 3.228 sec/game, 61.5 min. total, 422.7 MB
sanding_take v11 1408 games, 1594923 moves, e=0.010, loss: 2131.1, -, 34.8% elo% vs. random_no_suicide, avg. reward: 29.837, 3.227 sec/game, 61.5 min. total, 423.1 MB
sanding_take v11 1409 games, 1596314 moves, e=0.010, loss: 2229.4, -, 33.3% elo% vs. random_no_suicide, avg. reward: 29.855, 3.223 sec/game, 61.6 min. total, 422.7 MB
sanding_take v11 1410 games, 1597695 moves, e=0.010, loss: 2160.8, -, 32.0% elo% vs. random_no_suicide, avg. reward: 29.874, 3.204 sec/game, 61.6 min. total, 423.2 MB
sanding_take v11 1411 games, 1599049 moves, e=0.010, loss: 2213.9, -, 30.7% elo% vs. random_no_suicide, avg. reward: 29.869, 3.210 sec/game, 61.7 min. total, 423.0 MB
sanding_take v11 1412 games, 1600466 moves, e=0.010, loss: 2192.8, -, 29.5% elo% vs. random_no_suicide, avg. reward: 29.895, 3.253 sec/game, 61.7 min. total, 423.6 MB
sanding_take v11 1413 games, 1601909 moves, e=0.010, loss: 2212.3, -, 28.4% elo% vs. random_no_suicide, avg. reward: 29.921, 3.231 sec/game, 61.8 min. total, 423.2 MB
sanding_take v11 1414 games, 1603253 moves, e=0.010, loss: 2119.7, -, 27.3% elo% vs. random_no_suicide, avg. reward: 29.914, 3.220 sec/game, 61.8 min. total, 425.2 MB
sanding_take v11 1415 games, 1604649 moves, e=0.010, loss: 2199.1, -, 26.4% elo% vs. random_no_suicide, avg. reward: 29.877, 3.215 sec/game, 61.9 min. total, 425.8 MB
sanding_take v11 1416 games, 1605934 moves, e=0.010, loss: 2071.7, -, 25.4% elo% vs. random_no_suicide, avg. reward: 29.859, 3.203 sec/game, 61.9 min. total, 426.4 MB
sanding_take v11 1417 games, 1607301 moves, e=0.010, loss: 2100.7, -, 24.5% elo% vs. random_no_suicide, avg. reward: 29.821, 3.194 sec/game, 62.0 min. total, 426.3 MB
sanding_take v11 1418 games, 1608533 moves, e=0.010, loss: 2168.6, -, 23.7% elo% vs. random_no_suicide, avg. reward: 29.789, 3.189 sec/game, 62.0 min. total, 426.3 MB
sanding_take v11 1419 games, 1609790 moves, e=0.010, loss: 2102.4, -, 22.9% elo% vs. random_no_suicide, avg. reward: 29.770, 3.192 sec/game, 62.1 min. total, 425.8 MB
sanding_take v11 1420 games, 1611093 moves, e=0.010, loss: 2097.1, -, 22.2% elo% vs. random_no_suicide, avg. reward: 29.762, 3.160 sec/game, 62.1 min. total, 425.6 MB
sanding_take v11 1421 games, 1612384 moves, e=0.010, loss: 1894.3, -, 21.5% elo% vs. random_no_suicide, avg. reward: 29.776, 3.128 sec/game, 62.2 min. total, 425.5 MB
sanding_take v11 1422 games, 1614058 moves, e=0.010, loss: 1809.0, -, 20.8% elo% vs. random_no_suicide, avg. reward: 29.742, 3.142 sec/game, 62.2 min. total, 427.1 MB
sanding_take v11 1423 games, 1615463 moves, e=0.010, loss: 1707.5, -, 20.2% elo% vs. random_no_suicide, avg. reward: 29.716, 3.124 sec/game, 62.3 min. total, 428.1 MB
sanding_take v11 1424 games, 1617284 moves, e=0.010, loss: 1524.0, -, 19.6% elo% vs. random_no_suicide, avg. reward: 29.693, 3.151 sec/game, 62.3 min. total, 428.4 MB
sanding_take v11 1425 games, 1618766 moves, e=0.010, loss: 1439.1, -, 19.1% elo% vs. random_no_suicide, avg. reward: 29.742, 3.204 sec/game, 62.4 min. total, 428.5 MB
sanding_take v11 1426 games, 1620317 moves, e=0.010, loss: 1406.6, -, 18.5% elo% vs. random_no_suicide, avg. reward: 29.728, 3.226 sec/game, 62.5 min. total, 428.7 MB
sanding_take v11 1427 games, 1622068 moves, e=0.010, loss: 1320.5, -, 18.0% elo% vs. random_no_suicide, avg. reward: 29.677, 3.258 sec/game, 62.5 min. total, 429.4 MB
sanding_take v11 1428 games, 1623567 moves, e=0.010, loss: 1261.9, -, 17.5% elo% vs. random_no_suicide, avg. reward: 29.672, 3.268 sec/game, 62.6 min. total, 429.0 MB
sanding_take v11 1429 games, 1624966 moves, e=0.010, loss: 1241.3, -, 17.1% elo% vs. random_no_suicide, avg. reward: 29.665, 3.275 sec/game, 62.6 min. total, 429.6 MB
sanding_take v11 1430 games, 1626368 moves, e=0.010, loss: 1263.3, -, 16.6% elo% vs. random_no_suicide, avg. reward: 29.700, 3.304 sec/game, 62.7 min. total, 430.0 MB
sanding_take v11 1431 games, 1627720 moves, e=0.010, loss: 1307.6, -, 16.2% elo% vs. random_no_suicide, avg. reward: 29.700, 3.291 sec/game, 62.7 min. total, 430.9 MB
sanding_take v11 1432 games, 1629164 moves, e=0.010, loss: 1355.9, -, 15.8% elo% vs. random_no_suicide, avg. reward: 29.699, 3.279 sec/game, 62.8 min. total, 430.6 MB
sanding_take v11 1433 games, 1630557 moves, e=0.010, loss: 1420.7, -, 15.4% elo% vs. random_no_suicide, avg. reward: 29.686, 3.282 sec/game, 62.9 min. total, 430.5 MB
sanding_take v11 1434 games, 1631919 moves, e=0.010, loss: 1525.9, -, 15.1% elo% vs. random_no_suicide, avg. reward: 29.709, 3.308 sec/game, 62.9 min. total, 429.9 MB
sanding_take v11 1435 games, 1633283 moves, e=0.010, loss: 1579.0, -, 14.7% elo% vs. random_no_suicide, avg. reward: 29.712, 3.311 sec/game, 63.0 min. total, 430.2 MB
sanding_take v11 1436 games, 1634637 moves, e=0.010, loss: 1634.4, -, 14.4% elo% vs. random_no_suicide, avg. reward: 29.714, 3.337 sec/game, 63.0 min. total, 430.4 MB
sanding_take v11 1437 games, 1636094 moves, e=0.010, loss: 1774.3, -, 14.0% elo% vs. random_no_suicide, avg. reward: 29.755, 3.339 sec/game, 63.1 min. total, 432.9 MB
sanding_take v11 1438 games, 1637653 moves, e=0.010, loss: 1767.5, -, 13.7% elo% vs. random_no_suicide, avg. reward: 29.758, 3.380 sec/game, 63.1 min. total, 433.2 MB
sanding_take v11 1439 games, 1639002 moves, e=0.010, loss: 1807.5, -, 13.4% elo% vs. random_no_suicide, avg. reward: 29.767, 3.359 sec/game, 63.2 min. total, 433.2 MB
sanding_take v11 1440 games, 1640414 moves, e=0.010, loss: 1837.9, -, 13.1% elo% vs. random_no_suicide, avg. reward: 29.757, 3.366 sec/game, 63.2 min. total, 433.7 MB
sanding_take v11 1441 games, 1641730 moves, e=0.010, loss: 1933.6, -, 12.9% elo% vs. random_no_suicide, avg. reward: 29.741, 3.376 sec/game, 63.3 min. total, 433.6 MB
sanding_take v11 1442 games, 1643162 moves, e=0.010, loss: 2073.4, -, 12.6% elo% vs. random_no_suicide, avg. reward: 29.754, 3.348 sec/game, 63.3 min. total, 434.2 MB
sanding_take v11 1443 games, 1644660 moves, e=0.010, loss: 1959.2, -, 12.4% elo% vs. random_no_suicide, avg. reward: 29.756, 3.356 sec/game, 63.4 min. total, 434.1 MB
sanding_take v11 1444 games, 1646056 moves, e=0.010, loss: 1976.7, -, 12.1% elo% vs. random_no_suicide, avg. reward: 29.766, 3.307 sec/game, 63.4 min. total, 433.2 MB
sanding_take v11 1445 games, 1647434 moves, e=0.010, loss: 1996.5, -, 11.9% elo% vs. random_no_suicide, avg. reward: 29.766, 3.236 sec/game, 63.5 min. total, 434.5 MB
sanding_take v11 1446 games, 1648833 moves, e=0.010, loss: 2033.7, -, 11.7% elo% vs. random_no_suicide, avg. reward: 29.782, 3.235 sec/game, 63.6 min. total, 434.5 MB
sanding_take v11 1447 games, 1650203 moves, e=0.010, loss: 2016.6, -, 11.4% elo% vs. random_no_suicide, avg. reward: 29.787, 3.200 sec/game, 63.6 min. total, 434.4 MB
sanding_take v11 1448 games, 1651649 moves, e=0.010, loss: 1973.6, -, 11.2% elo% vs. random_no_suicide, avg. reward: 29.834, 3.186 sec/game, 63.7 min. total, 433.7 MB
sanding_take v11 1449 games, 1653123 moves, e=0.010, loss: 2031.4, -, 11.0% elo% vs. random_no_suicide, avg. reward: 29.861, 3.212 sec/game, 63.7 min. total, 433.0 MB
sanding_take v11 1450 games, 1654490 moves, e=0.010, loss: 2053.2, -, 10.8% elo% vs. random_no_suicide, avg. reward: 29.867, 3.190 sec/game, 63.8 min. total, 433.3 MB
sanding_take v11 1451 games, 1655892 moves, e=0.010, loss: 2046.2, -, 10.6% elo% vs. random_no_suicide, avg. reward: 29.897, 3.197 sec/game, 63.8 min. total, 433.0 MB
sanding_take v11 1452 games, 1657269 moves, e=0.010, loss: 1964.9, -, 10.4% elo% vs. random_no_suicide, avg. reward: 29.918, 3.175 sec/game, 63.9 min. total, 433.8 MB
sanding_take v11 1453 games, 1658690 moves, e=0.010, loss: 1891.3, -, 10.3% elo% vs. random_no_suicide, avg. reward: 29.925, 3.228 sec/game, 63.9 min. total, 426.8 MB
sanding_take v11 1454 games, 1660016 moves, e=0.010, loss: 2038.2, -, 10.1% elo% vs. random_no_suicide, avg. reward: 29.931, 3.207 sec/game, 64.0 min. total, 426.2 MB
sanding_take v11 1455 games, 1661340 moves, e=0.010, loss: 2132.7, -, 9.9% elo% vs. random_no_suicide, avg. reward: 29.933, 3.221 sec/game, 64.0 min. total, 423.9 MB
sanding_take v11 1456 games, 1662824 moves, e=0.010, loss: 2145.7, -, 9.8% elo% vs. random_no_suicide, avg. reward: 29.909, 3.213 sec/game, 64.1 min. total, 422.0 MB
sanding_take v11 1457 games, 1664270 moves, e=0.010, loss: 2079.9, -, 9.6% elo% vs. random_no_suicide, avg. reward: 29.945, 3.225 sec/game, 64.2 min. total, 422.1 MB
sanding_take v11 1458 games, 1665635 moves, e=0.010, loss: 2051.7, -, 9.5% elo% vs. random_no_suicide, avg. reward: 29.965, 3.183 sec/game, 64.2 min. total, 422.6 MB
sanding_take v11 1459 games, 1667054 moves, e=0.010, loss: 2009.6, -, 9.3% elo% vs. random_no_suicide, avg. reward: 29.993, 3.192 sec/game, 64.3 min. total, 423.9 MB
sanding_take v11 1460 games, 1668453 moves, e=0.010, loss: 1963.6, -, 9.2% elo% vs. random_no_suicide, avg. reward: 30.004, 3.220 sec/game, 64.3 min. total, 426.2 MB
sanding_take v11 1461 games, 1669850 moves, e=0.010, loss: 1980.9, -, 9.0% elo% vs. random_no_suicide, avg. reward: 30.027, 3.248 sec/game, 64.4 min. total, 426.3 MB
sanding_take v11 1462 games, 1671321 moves, e=0.010, loss: 1917.5, -, 8.9% elo% vs. random_no_suicide, avg. reward: 30.052, 3.260 sec/game, 64.4 min. total, 426.6 MB
sanding_take v11 1463 games, 1672780 moves, e=0.010, loss: 1910.4, -, 8.8% elo% vs. random_no_suicide, avg. reward: 30.085, 3.254 sec/game, 64.5 min. total, 426.4 MB
sanding_take v11 1464 games, 1674203 moves, e=0.010, loss: 1896.0, -, 8.6% elo% vs. random_no_suicide, avg. reward: 30.107, 3.255 sec/game, 64.5 min. total, 426.5 MB
sanding_take v11 1465 games, 1675595 moves, e=0.010, loss: 1999.5, -, 8.5% elo% vs. random_no_suicide, avg. reward: 30.142, 3.256 sec/game, 64.6 min. total, 425.9 MB
sanding_take v11 1466 games, 1676920 moves, e=0.010, loss: 1979.0, -, 8.4% elo% vs. random_no_suicide, avg. reward: 30.150, 3.220 sec/game, 64.6 min. total, 426.6 MB
sanding_take v11 1467 games, 1678364 moves, e=0.010, loss: 1988.6, -, 8.3% elo% vs. random_no_suicide, avg. reward: 30.167, 3.251 sec/game, 64.7 min. total, 427.4 MB
sanding_take v11 1468 games, 1679778 moves, e=0.010, loss: 2105.5, -, 8.1% elo% vs. random_no_suicide, avg. reward: 30.158, 3.250 sec/game, 64.7 min. total, 429.1 MB
sanding_take v11 1469 games, 1681169 moves, e=0.010, loss: 2259.9, -, 8.0% elo% vs. random_no_suicide, avg. reward: 30.143, 3.222 sec/game, 64.8 min. total, 429.2 MB
sanding_take v11 1470 games, 1682491 moves, e=0.010, loss: 2372.6, -, 7.9% elo% vs. random_no_suicide, avg. reward: 30.164, 3.218 sec/game, 64.8 min. total, 429.2 MB
sanding_take v11 1471 games, 1683884 moves, e=0.010, loss: 2363.2, -, 7.8% elo% vs. random_no_suicide, avg. reward: 30.187, 3.215 sec/game, 64.9 min. total, 429.6 MB
sanding_take v11 1472 games, 1685315 moves, e=0.010, loss: 2316.2, -, 7.7% elo% vs. random_no_suicide, avg. reward: 30.181, 3.237 sec/game, 64.9 min. total, 429.5 MB
sanding_take v11 1473 games, 1686738 moves, e=0.010, loss: 2268.5, -, 7.6% elo% vs. random_no_suicide, avg. reward: 30.198, 3.191 sec/game, 65.0 min. total, 429.1 MB
sanding_take v11 1474 games, 1688108 moves, e=0.010, loss: 2314.0, -, 7.5% elo% vs. random_no_suicide, avg. reward: 30.227, 3.233 sec/game, 65.1 min. total, 427.1 MB
sanding_take v11 1475 games, 1689477 moves, e=0.010, loss: 2314.6, -, 7.4% elo% vs. random_no_suicide, avg. reward: 30.237, 3.234 sec/game, 65.1 min. total, 428.7 MB
sanding_take v11 1476 games, 1690802 moves, e=0.010, loss: 2268.2, -, 7.3% elo% vs. random_no_suicide, avg. reward: 30.254, 3.227 sec/game, 65.2 min. total, 427.2 MB
sanding_take v11 1477 games, 1692126 moves, e=0.010, loss: 2241.1, -, 7.2% elo% vs. random_no_suicide, avg. reward: 30.236, 3.210 sec/game, 65.2 min. total, 427.7 MB
sanding_take v11 1478 games, 1693474 moves, e=0.010, loss: 2204.5, -, 7.2% elo% vs. random_no_suicide, avg. reward: 30.235, 3.219 sec/game, 65.3 min. total, 426.1 MB
sanding_take v11 1479 games, 1694889 moves, e=0.010, loss: 2179.4, -, 7.1% elo% vs. random_no_suicide, avg. reward: 30.243, 3.211 sec/game, 65.3 min. total, 425.9 MB
sanding_take v11 1480 games, 1696313 moves, e=0.010, loss: 2122.7, -, 7.0% elo% vs. random_no_suicide, avg. reward: 30.267, 3.207 sec/game, 65.4 min. total, 416.4 MB
sanding_take v11 1481 games, 1697736 moves, e=0.010, loss: 2148.6, -, 6.9% elo% vs. random_no_suicide, avg. reward: 30.271, 3.198 sec/game, 65.4 min. total, 415.3 MB
sanding_take v11 1482 games, 1699225 moves, e=0.010, loss: 2161.7, -, 6.8% elo% vs. random_no_suicide, avg. reward: 30.270, 3.195 sec/game, 65.5 min. total, 418.2 MB
sanding_take v11 1483 games, 1700561 moves, e=0.010, loss: 2142.3, -, 6.7% elo% vs. random_no_suicide, avg. reward: 30.247, 3.177 sec/game, 65.5 min. total, 416.7 MB
sanding_take v11 1484 games, 1701978 moves, e=0.010, loss: 2078.9, -, 6.7% elo% vs. random_no_suicide, avg. reward: 30.259, 3.181 sec/game, 65.6 min. total, 418.2 MB
sanding_take v11 1485 games, 1703257 moves, e=0.010, loss: 1984.3, -, 6.6% elo% vs. random_no_suicide, avg. reward: 30.260, 3.169 sec/game, 65.6 min. total, 418.4 MB
sanding_take v11 1486 games, 1704625 moves, e=0.010, loss: 2027.9, -, 6.5% elo% vs. random_no_suicide, avg. reward: 30.274, 3.200 sec/game, 65.7 min. total, 418.5 MB
sanding_take v11 1487 games, 1705976 moves, e=0.010, loss: 2082.8, -, 6.4% elo% vs. random_no_suicide, avg. reward: 30.299, 3.171 sec/game, 65.7 min. total, 417.8 MB
sanding_take v11 1488 games, 1707461 moves, e=0.010, loss: 2123.3, -, 6.4% elo% vs. random_no_suicide, avg. reward: 30.281, 3.195 sec/game, 65.8 min. total, 418.1 MB
sanding_take v11 1489 games, 1708766 moves, e=0.010, loss: 2169.7, -, 6.3% elo% vs. random_no_suicide, avg. reward: 30.273, 3.185 sec/game, 65.9 min. total, 418.6 MB
sanding_take v11 1490 games, 1710204 moves, e=0.010, loss: 2183.1, -, 6.2% elo% vs. random_no_suicide, avg. reward: 30.269, 3.221 sec/game, 65.9 min. total, 419.7 MB
sanding_take v11 1491 games, 1711475 moves, e=0.010, loss: 2140.4, -, 6.2% elo% vs. random_no_suicide, avg. reward: 30.241, 3.222 sec/game, 66.0 min. total, 420.6 MB
sanding_take v11 1492 games, 1712757 moves, e=0.010, loss: 2148.7, -, 6.1% elo% vs. random_no_suicide, avg. reward: 30.220, 3.189 sec/game, 66.0 min. total, 420.1 MB
sanding_take v11 1493 games, 1714214 moves, e=0.010, loss: 2000.0, -, 6.0% elo% vs. random_no_suicide, avg. reward: 30.219, 3.196 sec/game, 66.1 min. total, 420.7 MB
sanding_take v11 1494 games, 1715622 moves, e=0.010, loss: 2024.7, -, 6.0% elo% vs. random_no_suicide, avg. reward: 30.205, 3.157 sec/game, 66.1 min. total, 421.2 MB
sanding_take v11 1495 games, 1716900 moves, e=0.010, loss: 2001.7, -, 5.9% elo% vs. random_no_suicide, avg. reward: 30.194, 3.145 sec/game, 66.2 min. total, 421.2 MB
sanding_take v11 1496 games, 1718222 moves, e=0.010, loss: 1889.1, -, 5.8% elo% vs. random_no_suicide, avg. reward: 30.173, 3.134 sec/game, 66.2 min. total, 421.5 MB
sanding_take v11 1497 games, 1719509 moves, e=0.010, loss: 1950.0, -, 5.8% elo% vs. random_no_suicide, avg. reward: 30.141, 3.131 sec/game, 66.3 min. total, 422.7 MB
sanding_take v11 1498 games, 1720549 moves, e=0.010, loss: 1960.9, -, 5.7% elo% vs. random_no_suicide, avg. reward: 30.159, 3.091 sec/game, 66.3 min. total, 422.6 MB
sanding_take v11 1499 games, 1721912 moves, e=0.010, loss: 1928.7, -, 5.7% elo% vs. random_no_suicide, avg. reward: 30.128, 3.104 sec/game, 66.4 min. total, 423.3 MB
sanding_take v11 1500 games, 1723226 moves, e=0.010, loss: 1812.6, -, 5.6% elo% vs. random_no_suicide, avg. reward: 30.130, 3.070 sec/game, 66.4 min. total, 424.0 MB
sanding_take v12 1501 games, 1724721 moves, e=0.010, loss: 1804.3, -, 47.7% elo% vs. random_no_suicide, avg. reward: 30.066, 3.065 sec/game, 66.5 min. total, 424.2 MB
sanding_take v12 1502 games, 1726131 moves, e=0.010, loss: 1700.6, -, 45.5% elo% vs. random_no_suicide, avg. reward: 30.032, 3.056 sec/game, 66.5 min. total, 424.3 MB
sanding_take v12 1503 games, 1727580 moves, e=0.010, loss: 1645.0, -, 43.4% elo% vs. random_no_suicide, avg. reward: 30.031, 3.102 sec/game, 66.6 min. total, 424.0 MB
sanding_take v12 1504 games, 1728970 moves, e=0.010, loss: 1620.0, -, 41.5% elo% vs. random_no_suicide, avg. reward: 30.029, 3.113 sec/game, 66.6 min. total, 425.2 MB
sanding_take v12 1505 games, 1730489 moves, e=0.010, loss: 1589.2, -, 39.6% elo% vs. random_no_suicide, avg. reward: 30.009, 3.158 sec/game, 66.7 min. total, 427.5 MB
sanding_take v12 1506 games, 1731821 moves, e=0.010, loss: 1646.6, -, 37.9% elo% vs. random_no_suicide, avg. reward: 29.995, 3.136 sec/game, 66.7 min. total, 427.3 MB
sanding_take v12 1507 games, 1733283 moves, e=0.010, loss: 1599.4, -, 36.3% elo% vs. random_no_suicide, avg. reward: 29.987, 3.149 sec/game, 66.8 min. total, 427.2 MB
sanding_take v12 1508 games, 1734717 moves, e=0.010, loss: 1677.3, -, 34.8% elo% vs. random_no_suicide, avg. reward: 30.000, 3.127 sec/game, 66.8 min. total, 427.0 MB
sanding_take v12 1509 games, 1736128 moves, e=0.010, loss: 1803.4, -, 33.3% elo% vs. random_no_suicide, avg. reward: 29.996, 3.145 sec/game, 66.9 min. total, 427.2 MB
sanding_take v12 1510 games, 1737515 moves, e=0.010, loss: 1893.7, -, 32.0% elo% vs. random_no_suicide, avg. reward: 29.993, 3.113 sec/game, 66.9 min. total, 427.9 MB
sanding_take v12 1511 games, 1738935 moves, e=0.010, loss: 1846.1, -, 30.7% elo% vs. random_no_suicide, avg. reward: 29.982, 3.117 sec/game, 67.0 min. total, 427.1 MB
sanding_take v12 1512 games, 1740307 moves, e=0.010, loss: 1827.6, -, 29.5% elo% vs. random_no_suicide, avg. reward: 29.995, 3.176 sec/game, 67.1 min. total, 427.0 MB
sanding_take v12 1513 games, 1741671 moves, e=0.010, loss: 1813.9, -, 28.4% elo% vs. random_no_suicide, avg. reward: 29.991, 3.157 sec/game, 67.1 min. total, 426.0 MB
sanding_take v12 1514 games, 1743087 moves, e=0.010, loss: 1955.0, -, 27.3% elo% vs. random_no_suicide, avg. reward: 30.023, 3.159 sec/game, 67.2 min. total, 427.2 MB
sanding_take v12 1515 games, 1744459 moves, e=0.010, loss: 2066.3, -, 26.4% elo% vs. random_no_suicide, avg. reward: 30.067, 3.159 sec/game, 67.2 min. total, 427.5 MB
sanding_take v12 1516 games, 1745801 moves, e=0.010, loss: 2179.1, -, 25.4% elo% vs. random_no_suicide, avg. reward: 30.097, 3.208 sec/game, 67.3 min. total, 427.4 MB
sanding_take v12 1517 games, 1747187 moves, e=0.010, loss: 2158.9, -, 24.5% elo% vs. random_no_suicide, avg. reward: 30.140, 3.218 sec/game, 67.3 min. total, 427.0 MB
sanding_take v12 1518 games, 1748551 moves, e=0.010, loss: 2150.8, -, 23.7% elo% vs. random_no_suicide, avg. reward: 30.175, 3.288 sec/game, 67.4 min. total, 427.5 MB
sanding_take v12 1519 games, 1749997 moves, e=0.010, loss: 2291.0, -, 22.9% elo% vs. random_no_suicide, avg. reward: 30.194, 3.292 sec/game, 67.5 min. total, 428.3 MB
sanding_take v12 1520 games, 1751257 moves, e=0.010, loss: 2172.7, -, 22.2% elo% vs. random_no_suicide, avg. reward: 30.191, 3.294 sec/game, 67.5 min. total, 429.9 MB
sanding_take v12 1521 games, 1752670 moves, e=0.010, loss: 2169.6, -, 21.5% elo% vs. random_no_suicide, avg. reward: 30.204, 3.291 sec/game, 67.6 min. total, 429.6 MB
sanding_take v12 1522 games, 1754117 moves, e=0.010, loss: 2317.0, -, 20.8% elo% vs. random_no_suicide, avg. reward: 30.262, 3.296 sec/game, 67.6 min. total, 429.7 MB
sanding_take v12 1523 games, 1755366 moves, e=0.010, loss: 2334.3, -, 20.2% elo% vs. random_no_suicide, avg. reward: 30.304, 3.264 sec/game, 67.7 min. total, 430.0 MB
sanding_take v12 1524 games, 1756739 moves, e=0.010, loss: 2255.7, -, 19.6% elo% vs. random_no_suicide, avg. reward: 30.342, 3.277 sec/game, 67.7 min. total, 429.8 MB
sanding_take v12 1525 games, 1758129 moves, e=0.010, loss: 2164.5, -, 19.1% elo% vs. random_no_suicide, avg. reward: 30.301, 3.252 sec/game, 67.8 min. total, 429.6 MB
sanding_take v12 1526 games, 1759534 moves, e=0.010, loss: 2055.6, -, 18.5% elo% vs. random_no_suicide, avg. reward: 30.325, 3.257 sec/game, 67.8 min. total, 430.6 MB
sanding_take v12 1527 games, 1761016 moves, e=0.010, loss: 2026.8, -, 18.0% elo% vs. random_no_suicide, avg. reward: 30.389, 3.242 sec/game, 67.9 min. total, 431.5 MB
sanding_take v12 1528 games, 1762514 moves, e=0.010, loss: 2030.0, -, 17.5% elo% vs. random_no_suicide, avg. reward: 30.415, 3.261 sec/game, 67.9 min. total, 432.2 MB
