unpaid_squash v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.0 MB
unpaid_squash v3 1110 games, 1174106 moves, e=0.010, loss: 1853.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.595, 3.092 sec/game, 44.4 min. total, 789.8 MB
unpaid_squash v3 1111 games, 1175372 moves, e=0.010, loss: 1941.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.529, 3.081 sec/game, 44.4 min. total, 789.9 MB
unpaid_squash v3 1112 games, 1176846 moves, e=0.010, loss: 1891.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.233, 3.090 sec/game, 44.5 min. total, 790.8 MB
unpaid_squash v3 1113 games, 1178119 moves, e=0.010, loss: 1753.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.082, 3.077 sec/game, 44.5 min. total, 790.7 MB
unpaid_squash v3 1114 games, 1179347 moves, e=0.010, loss: 1642.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.015, 3.055 sec/game, 44.6 min. total, 790.7 MB
unpaid_squash v3 1115 games, 1180574 moves, e=0.010, loss: 1505.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.013, 3.051 sec/game, 44.6 min. total, 790.3 MB
unpaid_squash v3 1116 games, 1182057 moves, e=0.010, loss: 1223.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.051, 3.040 sec/game, 44.7 min. total, 790.9 MB
unpaid_squash v3 1117 games, 1183338 moves, e=0.010, loss: 1116.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.289, 2.998 sec/game, 44.7 min. total, 790.9 MB
unpaid_squash v3 1118 games, 1184871 moves, e=0.010, loss: 1281.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.319, 3.006 sec/game, 44.8 min. total, 793.3 MB
unpaid_squash v3 1119 games, 1186527 moves, e=0.010, loss: 1416.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.293, 3.031 sec/game, 44.8 min. total, 793.4 MB
unpaid_squash v3 1120 games, 1187815 moves, e=0.010, loss: 1444.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.252, 3.020 sec/game, 44.9 min. total, 793.6 MB
unpaid_squash v3 1121 games, 1189114 moves, e=0.010, loss: 1405.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.127, 3.036 sec/game, 44.9 min. total, 793.0 MB
unpaid_squash v3 1122 games, 1190856 moves, e=0.010, loss: 1472.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.150, 3.055 sec/game, 45.0 min. total, 793.9 MB
unpaid_squash v3 1123 games, 1192278 moves, e=0.010, loss: 1601.5, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.169, 3.094 sec/game, 45.0 min. total, 794.1 MB
unpaid_squash v3 1124 games, 1194093 moves, e=0.010, loss: 1339.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.184, 3.167 sec/game, 45.1 min. total, 794.1 MB
unpaid_squash v3 1125 games, 1195368 moves, e=0.010, loss: 1289.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.332, 3.145 sec/game, 45.2 min. total, 795.3 MB
unpaid_squash v3 1126 games, 1196612 moves, e=0.010, loss: 1329.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.366, 3.136 sec/game, 45.2 min. total, 797.2 MB
unpaid_squash v3 1127 games, 1197888 moves, e=0.010, loss: 1424.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.455, 3.106 sec/game, 45.3 min. total, 796.9 MB
unpaid_squash v3 1128 games, 1199065 moves, e=0.010, loss: 1454.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.560, 3.088 sec/game, 45.3 min. total, 797.1 MB
unpaid_squash v3 1129 games, 1200336 moves, e=0.010, loss: 1516.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.572, 3.076 sec/game, 45.4 min. total, 797.1 MB
unpaid_squash v3 1130 games, 1201575 moves, e=0.010, loss: 1342.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.601, 3.067 sec/game, 45.4 min. total, 797.3 MB
unpaid_squash v3 1131 games, 1202836 moves, e=0.010, loss: 1229.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.671, 3.067 sec/game, 45.4 min. total, 797.4 MB
unpaid_squash v3 1132 games, 1204229 moves, e=0.010, loss: 1217.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.344, 3.060 sec/game, 45.5 min. total, 797.1 MB
unpaid_squash v3 1133 games, 1205516 moves, e=0.010, loss: 1100.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.378, 3.061 sec/game, 45.5 min. total, 798.4 MB
unpaid_squash v3 1134 games, 1206938 moves, e=0.010, loss: 1011.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.373, 3.092 sec/game, 45.6 min. total, 798.6 MB
unpaid_squash v3 1135 games, 1208152 moves, e=0.010, loss: 979.0, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.410, 3.085 sec/game, 45.6 min. total, 798.7 MB
unpaid_squash v3 1136 games, 1209405 moves, e=0.010, loss: 921.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.451, 3.072 sec/game, 45.7 min. total, 798.2 MB
unpaid_squash v3 1137 games, 1210711 moves, e=0.010, loss: 897.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.533, 3.075 sec/game, 45.7 min. total, 798.4 MB
unpaid_squash v3 1138 games, 1212035 moves, e=0.010, loss: 929.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.456, 3.061 sec/game, 45.8 min. total, 799.0 MB
unpaid_squash v3 1139 games, 1213286 moves, e=0.010, loss: 895.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.453, 3.001 sec/game, 45.8 min. total, 799.7 MB
unpaid_squash v3 1140 games, 1214561 moves, e=0.010, loss: 828.1, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.257, 3.001 sec/game, 45.9 min. total, 800.2 MB
unpaid_squash v3 1141 games, 1216234 moves, e=0.010, loss: 965.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.662, 3.034 sec/game, 45.9 min. total, 802.5 MB
unpaid_squash v3 1142 games, 1217466 moves, e=0.010, loss: 1556.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.662, 2.988 sec/game, 46.0 min. total, 802.5 MB
unpaid_squash v3 1143 games, 1218680 moves, e=0.010, loss: 1675.0, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.671, 2.961 sec/game, 46.0 min. total, 802.6 MB
unpaid_squash v3 1144 games, 1219918 moves, e=0.010, loss: 1705.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.699, 2.913 sec/game, 46.1 min. total, 802.6 MB
unpaid_squash v3 1145 games, 1220968 moves, e=0.010, loss: 1733.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.853, 2.890 sec/game, 46.1 min. total, 802.5 MB
unpaid_squash v3 1146 games, 1222174 moves, e=0.010, loss: 1783.7, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.922, 2.884 sec/game, 46.2 min. total, 802.5 MB
unpaid_squash v3 1147 games, 1223250 moves, e=0.010, loss: 1901.6, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.740, 2.855 sec/game, 46.2 min. total, 802.7 MB
unpaid_squash v3 1148 games, 1224387 moves, e=0.010, loss: 2145.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.597, 2.846 sec/game, 46.3 min. total, 803.0 MB
unpaid_squash v3 1149 games, 1225472 moves, e=0.010, loss: 2168.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.542, 2.832 sec/game, 46.3 min. total, 804.3 MB
unpaid_squash v3 1150 games, 1226510 moves, e=0.010, loss: 1895.8, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.590, 2.806 sec/game, 46.3 min. total, 804.0 MB
unpaid_squash v3 1151 games, 1227569 moves, e=0.010, loss: 1507.0, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.606, 2.783 sec/game, 46.4 min. total, 804.7 MB
unpaid_squash v3 1152 games, 1228777 moves, e=0.010, loss: 1374.4, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.584, 2.759 sec/game, 46.4 min. total, 804.9 MB
unpaid_squash v3 1153 games, 1230008 moves, e=0.010, loss: 1274.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.580, 2.770 sec/game, 46.5 min. total, 804.8 MB
unpaid_squash v3 1154 games, 1231572 moves, e=0.010, loss: 1187.2, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.572, 2.776 sec/game, 46.5 min. total, 804.3 MB
unpaid_squash v3 1155 games, 1233042 moves, e=0.010, loss: 912.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.651, 2.833 sec/game, 46.6 min. total, 804.8 MB
unpaid_squash v3 1156 games, 1234433 moves, e=0.010, loss: 907.9, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.689, 2.843 sec/game, 46.6 min. total, 805.8 MB
unpaid_squash v3 1157 games, 1235865 moves, e=0.010, loss: 981.3, -, 0.6% elo% vs. random_no_suicide, avg. reward: 3.810, 2.855 sec/game, 46.7 min. total, 807.9 MB
unpaid_squash v3 1158 games, 1237197 moves, e=0.010, loss: 1118.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.885, 2.854 sec/game, 46.7 min. total, 808.2 MB
unpaid_squash v3 1159 games, 1238530 moves, e=0.010, loss: 1209.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.945, 2.877 sec/game, 46.8 min. total, 808.1 MB
unpaid_squash v3 1160 games, 1239798 moves, e=0.010, loss: 1332.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.955, 2.873 sec/game, 46.8 min. total, 808.6 MB
unpaid_squash v3 1161 games, 1241068 moves, e=0.010, loss: 1451.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.971, 2.833 sec/game, 46.9 min. total, 808.6 MB
unpaid_squash v3 1162 games, 1242343 moves, e=0.010, loss: 1536.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.965, 2.835 sec/game, 46.9 min. total, 809.1 MB
unpaid_squash v3 1163 games, 1243683 moves, e=0.010, loss: 1447.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.935, 2.857 sec/game, 47.0 min. total, 809.3 MB
unpaid_squash v3 1164 games, 1244874 moves, e=0.010, loss: 1352.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.895, 2.851 sec/game, 47.0 min. total, 809.3 MB
unpaid_squash v3 1165 games, 1246167 moves, e=0.010, loss: 1175.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.844, 2.874 sec/game, 47.1 min. total, 811.8 MB
unpaid_squash v3 1166 games, 1247416 moves, e=0.010, loss: 976.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.716, 2.888 sec/game, 47.1 min. total, 811.2 MB
unpaid_squash v3 1167 games, 1248602 moves, e=0.010, loss: 812.7, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.685, 2.901 sec/game, 47.2 min. total, 811.2 MB
unpaid_squash v3 1168 games, 1250354 moves, e=0.010, loss: 640.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.699, 2.966 sec/game, 47.2 min. total, 811.7 MB
unpaid_squash v3 1169 games, 1251871 moves, e=0.010, loss: 734.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.858, 3.009 sec/game, 47.3 min. total, 811.6 MB
unpaid_squash v3 1170 games, 1253285 moves, e=0.010, loss: 857.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.784, 3.044 sec/game, 47.3 min. total, 811.7 MB
unpaid_squash v3 1171 games, 1254541 moves, e=0.010, loss: 904.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.845, 3.067 sec/game, 47.4 min. total, 812.4 MB
unpaid_squash v3 1172 games, 1255840 moves, e=0.010, loss: 954.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.518, 3.077 sec/game, 47.4 min. total, 813.0 MB
unpaid_squash v3 1173 games, 1257443 moves, e=0.010, loss: 1160.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 2.862, 3.097 sec/game, 47.5 min. total, 814.1 MB
unpaid_squash v3 1174 games, 1259163 moves, e=0.010, loss: 1273.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 2.921, 3.117 sec/game, 47.6 min. total, 814.1 MB
unpaid_squash v3 1175 games, 1260790 moves, e=0.010, loss: 1497.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 2.999, 3.096 sec/game, 47.6 min. total, 813.8 MB
unpaid_squash v3 1176 games, 1262193 moves, e=0.010, loss: 1673.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 2.914, 3.097 sec/game, 47.7 min. total, 814.0 MB
unpaid_squash v3 1177 games, 1263459 moves, e=0.010, loss: 1644.9, -, 0.5% elo% vs. random_no_suicide, avg. reward: 2.804, 3.084 sec/game, 47.7 min. total, 814.8 MB
unpaid_squash v3 1178 games, 1264910 moves, e=0.010, loss: 1580.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 2.802, 3.097 sec/game, 47.8 min. total, 815.6 MB
unpaid_squash v3 1179 games, 1266690 moves, e=0.010, loss: 1667.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.290, 3.131 sec/game, 47.8 min. total, 818.0 MB
unpaid_squash v3 1180 games, 1268241 moves, e=0.010, loss: 2441.7, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.522, 3.168 sec/game, 47.9 min. total, 817.1 MB
unpaid_squash v3 1181 games, 1269992 moves, e=0.010, loss: 2848.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.469, 3.209 sec/game, 48.0 min. total, 817.8 MB
unpaid_squash v3 1182 games, 1271740 moves, e=0.010, loss: 2810.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.696, 3.255 sec/game, 48.0 min. total, 817.9 MB
unpaid_squash v3 1183 games, 1273481 moves, e=0.010, loss: 3083.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.651, 3.292 sec/game, 48.1 min. total, 818.2 MB
unpaid_squash v3 1184 games, 1275013 moves, e=0.010, loss: 3224.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.620, 3.335 sec/game, 48.1 min. total, 818.1 MB
unpaid_squash v3 1185 games, 1276576 moves, e=0.010, loss: 3156.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.663, 3.358 sec/game, 48.2 min. total, 819.5 MB
unpaid_squash v3 1186 games, 1277763 moves, e=0.010, loss: 2657.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.623, 3.335 sec/game, 48.2 min. total, 818.8 MB
unpaid_squash v3 1187 games, 1279098 moves, e=0.010, loss: 2107.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.646, 3.345 sec/game, 48.3 min. total, 819.6 MB
unpaid_squash v3 1188 games, 1280563 moves, e=0.010, loss: 1939.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.795, 3.318 sec/game, 48.3 min. total, 819.8 MB
unpaid_squash v3 1189 games, 1281870 moves, e=0.010, loss: 1782.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.564, 3.290 sec/game, 48.4 min. total, 819.5 MB
unpaid_squash v3 1190 games, 1283331 moves, e=0.010, loss: 1511.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.428, 3.299 sec/game, 48.4 min. total, 819.6 MB
unpaid_squash v3 1191 games, 1284777 moves, e=0.010, loss: 1432.7, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.354, 3.314 sec/game, 48.5 min. total, 819.7 MB
unpaid_squash v3 1192 games, 1286487 moves, e=0.010, loss: 1402.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.478, 3.352 sec/game, 48.6 min. total, 821.5 MB
unpaid_squash v3 1193 games, 1287919 moves, e=0.010, loss: 1385.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.473, 3.338 sec/game, 48.6 min. total, 823.6 MB
unpaid_squash v3 1194 games, 1289349 moves, e=0.010, loss: 1326.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.377, 3.310 sec/game, 48.7 min. total, 823.1 MB
unpaid_squash v3 1195 games, 1290568 moves, e=0.010, loss: 1253.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.514, 3.276 sec/game, 48.7 min. total, 823.1 MB
unpaid_squash v3 1196 games, 1291888 moves, e=0.010, loss: 1195.7, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.506, 3.263 sec/game, 48.8 min. total, 823.3 MB
unpaid_squash v3 1197 games, 1293285 moves, e=0.010, loss: 1103.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.563, 3.280 sec/game, 48.8 min. total, 823.6 MB
unpaid_squash v3 1198 games, 1294601 moves, e=0.010, loss: 1108.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.654, 3.271 sec/game, 48.9 min. total, 823.0 MB
unpaid_squash v3 1199 games, 1295950 moves, e=0.010, loss: 1124.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.472, 3.228 sec/game, 48.9 min. total, 823.5 MB
unpaid_squash v3 1200 games, 1297329 moves, e=0.010, loss: 939.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.343, 3.209 sec/game, 49.0 min. total, 825.1 MB
unpaid_squash v3 1201 games, 1298624 moves, e=0.010, loss: 865.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.505, 3.174 sec/game, 49.0 min. total, 825.1 MB
unpaid_squash v3 1202 games, 1299913 moves, e=0.010, loss: 929.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.496, 3.126 sec/game, 49.1 min. total, 825.4 MB
unpaid_squash v3 1203 games, 1301341 moves, e=0.010, loss: 972.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.629, 3.088 sec/game, 49.1 min. total, 825.9 MB
unpaid_squash v3 1204 games, 1302724 moves, e=0.010, loss: 1117.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.701, 3.060 sec/game, 49.2 min. total, 825.3 MB
unpaid_squash v3 1205 games, 1304051 moves, e=0.010, loss: 1168.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.607, 3.038 sec/game, 49.2 min. total, 825.5 MB
unpaid_squash v3 1206 games, 1305425 moves, e=0.010, loss: 1179.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.744, 3.059 sec/game, 49.3 min. total, 825.8 MB
unpaid_squash v3 1207 games, 1306732 moves, e=0.010, loss: 1408.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.817, 3.058 sec/game, 49.3 min. total, 827.8 MB
unpaid_squash v3 1208 games, 1308174 moves, e=0.010, loss: 1639.7, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.670, 3.056 sec/game, 49.4 min. total, 830.1 MB
unpaid_squash v3 1209 games, 1309546 moves, e=0.010, loss: 1719.9, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.554, 3.064 sec/game, 49.4 min. total, 829.9 MB
unpaid_squash v3 1210 games, 1310982 moves, e=0.010, loss: 1660.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.539, 3.066 sec/game, 49.5 min. total, 829.9 MB
unpaid_squash v3 1211 games, 1312460 moves, e=0.010, loss: 1484.9, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.562, 3.067 sec/game, 49.5 min. total, 830.0 MB
unpaid_squash v3 1212 games, 1313870 moves, e=0.010, loss: 1512.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.605, 3.039 sec/game, 49.6 min. total, 830.1 MB
unpaid_squash v3 1213 games, 1315324 moves, e=0.010, loss: 1466.9, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.597, 3.035 sec/game, 49.6 min. total, 830.1 MB
unpaid_squash v3 1214 games, 1316734 moves, e=0.010, loss: 1052.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.522, 3.028 sec/game, 49.7 min. total, 830.0 MB
unpaid_squash v3 1215 games, 1318187 moves, e=0.010, loss: 762.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.480, 3.057 sec/game, 49.7 min. total, 831.3 MB
unpaid_squash v3 1216 games, 1319527 moves, e=0.010, loss: 672.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.499, 3.066 sec/game, 49.8 min. total, 833.0 MB
unpaid_squash v3 1217 games, 1320972 moves, e=0.010, loss: 674.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.299, 3.077 sec/game, 49.8 min. total, 833.1 MB
unpaid_squash v3 1218 games, 1322230 moves, e=0.010, loss: 724.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.376, 3.057 sec/game, 49.9 min. total, 832.5 MB
unpaid_squash v3 1219 games, 1323584 moves, e=0.010, loss: 736.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.476, 3.070 sec/game, 49.9 min. total, 832.9 MB
unpaid_squash v3 1220 games, 1324926 moves, e=0.010, loss: 794.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.515, 3.062 sec/game, 50.0 min. total, 833.2 MB
unpaid_squash v3 1221 games, 1326142 moves, e=0.010, loss: 900.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.550, 3.058 sec/game, 50.0 min. total, 833.1 MB
unpaid_squash v3 1222 games, 1327422 moves, e=0.010, loss: 1005.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.434, 3.061 sec/game, 50.1 min. total, 833.3 MB
unpaid_squash v3 1223 games, 1328817 moves, e=0.010, loss: 1067.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.553, 3.060 sec/game, 50.1 min. total, 833.1 MB
unpaid_squash v3 1224 games, 1330145 moves, e=0.010, loss: 1172.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.535, 3.053 sec/game, 50.2 min. total, 834.3 MB
unpaid_squash v3 1225 games, 1331414 moves, e=0.010, loss: 1217.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.508, 3.052 sec/game, 50.2 min. total, 834.6 MB
unpaid_squash v3 1226 games, 1332673 moves, e=0.010, loss: 1276.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.546, 3.040 sec/game, 50.3 min. total, 835.0 MB
unpaid_squash v3 1227 games, 1333979 moves, e=0.010, loss: 1396.7, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.499, 3.039 sec/game, 50.3 min. total, 835.2 MB
unpaid_squash v3 1228 games, 1335314 moves, e=0.010, loss: 1382.7, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.399, 3.028 sec/game, 50.4 min. total, 835.2 MB
unpaid_squash v3 1229 games, 1336738 moves, e=0.010, loss: 1291.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.374, 3.037 sec/game, 50.4 min. total, 835.4 MB
unpaid_squash v3 1230 games, 1338020 moves, e=0.010, loss: 1197.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.371, 3.014 sec/game, 50.5 min. total, 835.9 MB
unpaid_squash v3 1231 games, 1339324 moves, e=0.010, loss: 1064.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.408, 3.003 sec/game, 50.5 min. total, 838.2 MB
unpaid_squash v3 1232 games, 1340774 moves, e=0.010, loss: 996.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.454, 3.006 sec/game, 50.6 min. total, 837.3 MB
unpaid_squash v3 1233 games, 1342281 moves, e=0.010, loss: 868.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.459, 3.017 sec/game, 50.6 min. total, 838.9 MB
unpaid_squash v3 1234 games, 1343766 moves, e=0.010, loss: 726.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.453, 3.027 sec/game, 50.7 min. total, 839.5 MB
unpaid_squash v3 1235 games, 1345310 moves, e=0.010, loss: 744.9, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.402, 3.030 sec/game, 50.7 min. total, 839.3 MB
unpaid_squash v3 1236 games, 1346794 moves, e=0.010, loss: 759.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.501, 3.034 sec/game, 50.8 min. total, 839.4 MB
unpaid_squash v3 1237 games, 1348268 moves, e=0.010, loss: 1134.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.469, 3.028 sec/game, 50.8 min. total, 839.3 MB
unpaid_squash v3 1238 games, 1349531 moves, e=0.010, loss: 1228.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.462, 3.033 sec/game, 50.9 min. total, 839.4 MB
unpaid_squash v3 1239 games, 1350937 moves, e=0.010, loss: 1170.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 3.431, 3.029 sec/game, 50.9 min. total, 840.9 MB
