majestic_scorch v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 306.4 MB
majestic_scorch v9 454 games, 374630 moves, e=0.629, loss: 4.1, -, 58.7% elo% vs. terrible_bot, avg. reward: 0.305, 2.755 sec/game, 45.1 min. total, 484.9 MB
majestic_scorch v9 455 games, 375737 moves, e=0.628, loss: 4.0, -, 56.1% elo% vs. terrible_bot, avg. reward: 0.306, 2.723 sec/game, 45.1 min. total, 484.6 MB
majestic_scorch v9 456 games, 376752 moves, e=0.627, loss: 4.0, ., 55.8% elo% vs. terrible_bot, avg. reward: 0.306, 2.709 sec/game, 45.1 min. total, 485.1 MB
majestic_scorch v9 457 games, 377583 moves, e=0.626, loss: 4.0, +, 57.8% elo% vs. terrible_bot, avg. reward: 0.306, 2.686 sec/game, 45.2 min. total, 486.2 MB
majestic_scorch v9 458 games, 378559 moves, e=0.625, loss: 3.8, -, 55.2% elo% vs. terrible_bot, avg. reward: 0.308, 2.666 sec/game, 45.2 min. total, 486.9 MB
majestic_scorch v9 459 games, 379577 moves, e=0.624, loss: 3.7, -, 52.7% elo% vs. terrible_bot, avg. reward: 0.311, 2.655 sec/game, 45.3 min. total, 487.0 MB
majestic_scorch v9 460 games, 380638 moves, e=0.623, loss: 3.4, -, 50.2% elo% vs. terrible_bot, avg. reward: 0.312, 2.571 sec/game, 45.3 min. total, 487.1 MB
majestic_scorch v9 461 games, 381608 moves, e=0.622, loss: 3.2, +, 52.5% elo% vs. terrible_bot, avg. reward: 0.313, 2.576 sec/game, 45.3 min. total, 487.1 MB
majestic_scorch v9 462 games, 382602 moves, e=0.621, loss: 3.3, -, 50.1% elo% vs. terrible_bot, avg. reward: 0.313, 2.559 sec/game, 45.4 min. total, 487.1 MB
majestic_scorch v9 463 games, 383562 moves, e=0.620, loss: 3.4, ., 50.1% elo% vs. terrible_bot, avg. reward: 0.316, 2.546 sec/game, 45.4 min. total, 487.1 MB
majestic_scorch v9 464 games, 384456 moves, e=0.619, loss: 3.4, +, 52.4% elo% vs. terrible_bot, avg. reward: 0.315, 2.543 sec/game, 45.5 min. total, 487.6 MB
majestic_scorch v9 465 games, 385489 moves, e=0.618, loss: 3.4, +, 54.6% elo% vs. terrible_bot, avg. reward: 0.318, 2.568 sec/game, 45.5 min. total, 488.3 MB
majestic_scorch v9 466 games, 386510 moves, e=0.617, loss: 3.4, +, 56.7% elo% vs. terrible_bot, avg. reward: 0.321, 2.546 sec/game, 45.6 min. total, 490.3 MB
majestic_scorch v9 467 games, 387453 moves, e=0.616, loss: 3.5, +, 58.6% elo% vs. terrible_bot, avg. reward: 0.324, 2.545 sec/game, 45.6 min. total, 490.7 MB
majestic_scorch v9 468 games, 388508 moves, e=0.615, loss: 3.7, -, 56.0% elo% vs. terrible_bot, avg. reward: 0.326, 2.588 sec/game, 45.6 min. total, 490.2 MB
majestic_scorch v9 469 games, 389553 moves, e=0.614, loss: 3.9, ., 55.7% elo% vs. terrible_bot, avg. reward: 0.329, 2.619 sec/game, 45.7 min. total, 490.4 MB
majestic_scorch v9 470 games, 390608 moves, e=0.613, loss: 3.8, ., 55.4% elo% vs. terrible_bot, avg. reward: 0.328, 2.629 sec/game, 45.7 min. total, 490.5 MB
majestic_scorch v9 471 games, 391662 moves, e=0.612, loss: 3.8, -, 52.9% elo% vs. terrible_bot, avg. reward: 0.332, 2.640 sec/game, 45.8 min. total, 490.9 MB
majestic_scorch v9 472 games, 392835 moves, e=0.611, loss: 3.9, -, 50.5% elo% vs. terrible_bot, avg. reward: 0.336, 2.670 sec/game, 45.8 min. total, 490.9 MB
majestic_scorch v9 473 games, 393826 moves, e=0.610, loss: 3.8, ., 50.4% elo% vs. terrible_bot, avg. reward: 0.337, 2.655 sec/game, 45.9 min. total, 491.3 MB
majestic_scorch v9 474 games, 394757 moves, e=0.609, loss: 3.9, +, 52.7% elo% vs. terrible_bot, avg. reward: 0.340, 2.598 sec/game, 45.9 min. total, 492.6 MB
majestic_scorch v9 475 games, 395678 moves, e=0.608, loss: 3.7, -, 50.3% elo% vs. terrible_bot, avg. reward: 0.341, 2.579 sec/game, 46.0 min. total, 493.4 MB
majestic_scorch v9 476 games, 396641 moves, e=0.607, loss: 3.6, ., 50.3% elo% vs. terrible_bot, avg. reward: 0.344, 2.570 sec/game, 46.0 min. total, 494.2 MB
majestic_scorch v9 477 games, 397711 moves, e=0.606, loss: 3.4, +, 52.6% elo% vs. terrible_bot, avg. reward: 0.345, 2.605 sec/game, 46.0 min. total, 494.5 MB
majestic_scorch v9 478 games, 398835 moves, e=0.605, loss: 3.6, -, 50.2% elo% vs. terrible_bot, avg. reward: 0.346, 2.611 sec/game, 46.1 min. total, 494.1 MB
majestic_scorch v9 479 games, 400012 moves, e=0.604, loss: 3.5, +, 52.4% elo% vs. terrible_bot, avg. reward: 0.347, 2.646 sec/game, 46.1 min. total, 494.2 MB
majestic_scorch v9 480 games, 400988 moves, e=0.603, loss: 3.7, -, 50.0% elo% vs. terrible_bot, avg. reward: 0.348, 2.655 sec/game, 46.2 min. total, 494.3 MB
majestic_scorch v9 481 games, 402025 moves, e=0.602, loss: 3.6, -, 47.7% elo% vs. terrible_bot, avg. reward: 0.351, 2.661 sec/game, 46.2 min. total, 494.3 MB
majestic_scorch v9 482 games, 403099 moves, e=0.601, loss: 3.6, +, 50.1% elo% vs. terrible_bot, avg. reward: 0.350, 2.706 sec/game, 46.3 min. total, 494.9 MB
majestic_scorch v9 483 games, 404125 moves, e=0.600, loss: 3.5, -, 47.8% elo% vs. terrible_bot, avg. reward: 0.352, 2.749 sec/game, 46.3 min. total, 495.6 MB
majestic_scorch v9 484 games, 405142 moves, e=0.599, loss: 3.6, ., 47.9% elo% vs. terrible_bot, avg. reward: 0.353, 2.785 sec/game, 46.4 min. total, 496.8 MB
majestic_scorch v9 485 games, 406078 moves, e=0.598, loss: 3.6, -, 45.7% elo% vs. terrible_bot, avg. reward: 0.354, 2.764 sec/game, 46.4 min. total, 496.9 MB
majestic_scorch v9 486 games, 407073 moves, e=0.597, loss: 3.7, -, 43.6% elo% vs. terrible_bot, avg. reward: 0.353, 2.775 sec/game, 46.5 min. total, 497.0 MB
majestic_scorch v9 487 games, 408077 moves, e=0.596, loss: 3.8, +, 46.2% elo% vs. terrible_bot, avg. reward: 0.358, 2.788 sec/game, 46.5 min. total, 497.3 MB
majestic_scorch v9 488 games, 409151 moves, e=0.595, loss: 3.5, -, 44.1% elo% vs. terrible_bot, avg. reward: 0.359, 2.755 sec/game, 46.6 min. total, 497.1 MB
majestic_scorch v9 489 games, 410346 moves, e=0.594, loss: 3.4, +, 46.7% elo% vs. terrible_bot, avg. reward: 0.361, 2.756 sec/game, 46.6 min. total, 497.1 MB
majestic_scorch v9 490 games, 411282 moves, e=0.593, loss: 3.3, +, 49.1% elo% vs. terrible_bot, avg. reward: 0.363, 2.755 sec/game, 46.7 min. total, 497.4 MB
majestic_scorch v9 491 games, 412330 moves, e=0.592, loss: 3.3, ., 49.2% elo% vs. terrible_bot, avg. reward: 0.364, 2.743 sec/game, 46.7 min. total, 497.4 MB
majestic_scorch v9 492 games, 413313 moves, e=0.591, loss: 3.2, ., 49.2% elo% vs. terrible_bot, avg. reward: 0.365, 2.711 sec/game, 46.7 min. total, 497.8 MB
majestic_scorch v9 493 games, 414588 moves, e=0.590, loss: 3.2, -, 46.9% elo% vs. terrible_bot, avg. reward: 0.367, 2.752 sec/game, 46.8 min. total, 499.4 MB
majestic_scorch v9 494 games, 415819 moves, e=0.588, loss: 3.2, +, 49.4% elo% vs. terrible_bot, avg. reward: 0.369, 2.779 sec/game, 46.9 min. total, 500.6 MB
majestic_scorch v9 495 games, 416905 moves, e=0.587, loss: 3.2, -, 47.1% elo% vs. terrible_bot, avg. reward: 0.372, 2.801 sec/game, 46.9 min. total, 500.0 MB
majestic_scorch v9 496 games, 418104 moves, e=0.586, loss: 3.3, -, 44.9% elo% vs. terrible_bot, avg. reward: 0.375, 2.825 sec/game, 46.9 min. total, 499.9 MB
majestic_scorch v9 497 games, 419230 moves, e=0.585, loss: 3.3, +, 47.5% elo% vs. terrible_bot, avg. reward: 0.378, 2.818 sec/game, 47.0 min. total, 500.5 MB
majestic_scorch v9 498 games, 420410 moves, e=0.584, loss: 3.3, +, 49.9% elo% vs. terrible_bot, avg. reward: 0.384, 2.820 sec/game, 47.0 min. total, 500.1 MB
majestic_scorch v9 499 games, 421434 moves, e=0.583, loss: 3.3, +, 52.2% elo% vs. terrible_bot, avg. reward: 0.384, 2.783 sec/game, 47.1 min. total, 500.7 MB
majestic_scorch v9 500 games, 422342 moves, e=0.582, loss: 3.3, +, 54.4% elo% vs. terrible_bot, avg. reward: 0.384, 2.770 sec/game, 47.1 min. total, 500.3 MB
majestic_scorch v10 501 games, 423396 moves, e=0.581, loss: 3.3, -, 47.7% elo% vs. terrible_bot, avg. reward: 0.386, 2.776 sec/game, 47.2 min. total, 500.3 MB
majestic_scorch v10 502 games, 424436 moves, e=0.580, loss: 3.1, -, 45.5% elo% vs. terrible_bot, avg. reward: 0.388, 2.738 sec/game, 47.2 min. total, 501.8 MB
majestic_scorch v10 503 games, 425561 moves, e=0.579, loss: 3.2, +, 48.0% elo% vs. terrible_bot, avg. reward: 0.390, 2.733 sec/game, 47.3 min. total, 503.9 MB
majestic_scorch v10 504 games, 426423 moves, e=0.578, loss: 3.1, -, 45.8% elo% vs. terrible_bot, avg. reward: 0.391, 2.706 sec/game, 47.3 min. total, 503.5 MB
majestic_scorch v10 505 games, 427457 moves, e=0.577, loss: 3.1, +, 48.3% elo% vs. terrible_bot, avg. reward: 0.393, 2.729 sec/game, 47.3 min. total, 503.7 MB
majestic_scorch v10 506 games, 428582 moves, e=0.576, loss: 2.9, ., 48.4% elo% vs. terrible_bot, avg. reward: 0.396, 2.743 sec/game, 47.4 min. total, 503.7 MB
majestic_scorch v10 507 games, 429639 moves, e=0.575, loss: 2.9, +, 50.8% elo% vs. terrible_bot, avg. reward: 0.396, 2.749 sec/game, 47.4 min. total, 503.7 MB
majestic_scorch v10 508 games, 430711 moves, e=0.574, loss: 2.6, -, 48.4% elo% vs. terrible_bot, avg. reward: 0.394, 2.756 sec/game, 47.5 min. total, 503.7 MB
majestic_scorch v10 509 games, 431868 moves, e=0.572, loss: 2.5, +, 50.8% elo% vs. terrible_bot, avg. reward: 0.398, 2.749 sec/game, 47.5 min. total, 504.2 MB
majestic_scorch v10 510 games, 432963 moves, e=0.571, loss: 2.5, -, 48.5% elo% vs. terrible_bot, avg. reward: 0.399, 2.752 sec/game, 47.6 min. total, 503.7 MB
majestic_scorch v10 511 games, 434093 moves, e=0.570, loss: 2.6, +, 50.8% elo% vs. terrible_bot, avg. reward: 0.399, 2.754 sec/game, 47.6 min. total, 506.0 MB
majestic_scorch v10 512 games, 435259 moves, e=0.569, loss: 2.8, +, 53.1% elo% vs. terrible_bot, avg. reward: 0.404, 2.764 sec/game, 47.7 min. total, 506.5 MB
majestic_scorch v10 513 games, 436374 moves, e=0.568, loss: 2.8, +, 55.2% elo% vs. terrible_bot, avg. reward: 0.403, 2.737 sec/game, 47.7 min. total, 506.3 MB
majestic_scorch v10 514 games, 437480 moves, e=0.567, loss: 2.9, +, 57.3% elo% vs. terrible_bot, avg. reward: 0.406, 2.729 sec/game, 47.8 min. total, 507.1 MB
majestic_scorch v10 515 games, 438554 moves, e=0.566, loss: 2.9, -, 54.7% elo% vs. terrible_bot, avg. reward: 0.406, 2.733 sec/game, 47.8 min. total, 506.8 MB
majestic_scorch v10 516 games, 439707 moves, e=0.565, loss: 3.0, +, 56.7% elo% vs. terrible_bot, avg. reward: 0.408, 2.745 sec/game, 47.9 min. total, 506.7 MB
majestic_scorch v10 517 games, 440798 moves, e=0.564, loss: 2.8, +, 58.7% elo% vs. terrible_bot, avg. reward: 0.408, 2.731 sec/game, 47.9 min. total, 506.7 MB
majestic_scorch v10 518 games, 441758 moves, e=0.563, loss: 3.1, +, 60.5% elo% vs. terrible_bot, avg. reward: 0.408, 2.723 sec/game, 47.9 min. total, 507.1 MB
majestic_scorch v10 519 games, 442852 moves, e=0.562, loss: 3.0, ., 60.0% elo% vs. terrible_bot, avg. reward: 0.408, 2.734 sec/game, 48.0 min. total, 507.1 MB
majestic_scorch v10 520 games, 443915 moves, e=0.561, loss: 3.1, -, 57.4% elo% vs. terrible_bot, avg. reward: 0.407, 2.753 sec/game, 48.0 min. total, 508.4 MB
majestic_scorch v10 521 games, 445042 moves, e=0.559, loss: 2.9, +, 59.3% elo% vs. terrible_bot, avg. reward: 0.409, 2.744 sec/game, 48.1 min. total, 508.7 MB
majestic_scorch v10 522 games, 446132 moves, e=0.558, loss: 2.7, +, 61.1% elo% vs. terrible_bot, avg. reward: 0.410, 2.754 sec/game, 48.1 min. total, 508.4 MB
majestic_scorch v10 523 games, 447146 moves, e=0.557, loss: 2.7, +, 62.8% elo% vs. terrible_bot, avg. reward: 0.413, 2.732 sec/game, 48.2 min. total, 509.2 MB
majestic_scorch v10 524 games, 448259 moves, e=0.556, loss: 2.5, -, 60.0% elo% vs. terrible_bot, avg. reward: 0.416, 2.750 sec/game, 48.2 min. total, 508.7 MB
majestic_scorch v10 525 games, 449111 moves, e=0.555, loss: 2.5, +, 61.8% elo% vs. terrible_bot, avg. reward: 0.416, 2.706 sec/game, 48.2 min. total, 508.7 MB
majestic_scorch v10 526 games, 450210 moves, e=0.554, loss: 2.6, +, 63.4% elo% vs. terrible_bot, avg. reward: 0.416, 2.688 sec/game, 48.3 min. total, 508.8 MB
majestic_scorch v10 527 games, 451387 moves, e=0.553, loss: 2.5, +, 65.0% elo% vs. terrible_bot, avg. reward: 0.417, 2.699 sec/game, 48.3 min. total, 509.4 MB
majestic_scorch v10 528 games, 452525 moves, e=0.552, loss: 2.5, +, 66.4% elo% vs. terrible_bot, avg. reward: 0.416, 2.686 sec/game, 48.4 min. total, 509.9 MB
majestic_scorch v10 529 games, 453600 moves, e=0.551, loss: 2.5, +, 67.8% elo% vs. terrible_bot, avg. reward: 0.415, 2.679 sec/game, 48.4 min. total, 510.8 MB
majestic_scorch v10 530 games, 454613 moves, e=0.550, loss: 2.5, +, 69.1% elo% vs. terrible_bot, avg. reward: 0.420, 2.672 sec/game, 48.5 min. total, 512.8 MB
majestic_scorch v10 531 games, 455773 moves, e=0.549, loss: 2.5, -, 66.3% elo% vs. terrible_bot, avg. reward: 0.420, 2.670 sec/game, 48.5 min. total, 512.6 MB
majestic_scorch v10 532 games, 456864 moves, e=0.548, loss: 2.9, +, 67.7% elo% vs. terrible_bot, avg. reward: 0.422, 2.680 sec/game, 48.6 min. total, 512.5 MB
majestic_scorch v10 533 games, 458090 moves, e=0.546, loss: 2.9, +, 68.9% elo% vs. terrible_bot, avg. reward: 0.426, 2.681 sec/game, 48.6 min. total, 512.9 MB
majestic_scorch v10 534 games, 459157 moves, e=0.545, loss: 3.1, ., 68.2% elo% vs. terrible_bot, avg. reward: 0.427, 2.672 sec/game, 48.7 min. total, 512.6 MB
majestic_scorch v10 535 games, 460266 moves, e=0.544, loss: 3.1, +, 69.5% elo% vs. terrible_bot, avg. reward: 0.426, 2.658 sec/game, 48.7 min. total, 513.1 MB
majestic_scorch v10 536 games, 461416 moves, e=0.543, loss: 3.0, +, 70.6% elo% vs. terrible_bot, avg. reward: 0.428, 2.669 sec/game, 48.7 min. total, 513.3 MB
majestic_scorch v11 537 games, 462572 moves, e=0.542, loss: 3.3, +, 54.5% elo% vs. supershibe, avg. reward: 0.429, 2.687 sec/game, 48.8 min. total, 547.1 MB
majestic_scorch v11 538 games, 463677 moves, e=0.541, loss: 2.9, +, 56.6% elo% vs. supershibe, avg. reward: 0.432, 2.720 sec/game, 48.8 min. total, 547.5 MB
majestic_scorch v11 539 games, 464866 moves, e=0.540, loss: 3.3, +, 58.5% elo% vs. supershibe, avg. reward: 0.436, 2.740 sec/game, 48.9 min. total, 547.7 MB
majestic_scorch v11 540 games, 466074 moves, e=0.539, loss: 3.4, +, 60.4% elo% vs. supershibe, avg. reward: 0.439, 2.771 sec/game, 49.0 min. total, 547.9 MB
majestic_scorch v11 541 games, 467269 moves, e=0.537, loss: 3.2, +, 62.1% elo% vs. supershibe, avg. reward: 0.442, 2.789 sec/game, 49.0 min. total, 548.3 MB
majestic_scorch v11 542 games, 468351 moves, e=0.536, loss: 3.2, -, 59.4% elo% vs. supershibe, avg. reward: 0.443, 2.790 sec/game, 49.1 min. total, 548.2 MB
majestic_scorch v11 543 games, 469332 moves, e=0.535, loss: 3.0, +, 61.2% elo% vs. supershibe, avg. reward: 0.442, 2.813 sec/game, 49.1 min. total, 548.6 MB
majestic_scorch v11 544 games, 470365 moves, e=0.534, loss: 3.1, +, 62.8% elo% vs. supershibe, avg. reward: 0.446, 2.812 sec/game, 49.1 min. total, 549.3 MB
majestic_scorch v11 545 games, 471488 moves, e=0.533, loss: 3.0, +, 64.4% elo% vs. supershibe, avg. reward: 0.446, 2.872 sec/game, 49.2 min. total, 549.7 MB
majestic_scorch v11 546 games, 472339 moves, e=0.532, loss: 2.9, +, 65.9% elo% vs. supershibe, avg. reward: 0.444, 2.863 sec/game, 49.2 min. total, 549.6 MB
majestic_scorch v11 547 games, 473405 moves, e=0.531, loss: 2.8, ., 65.2% elo% vs. supershibe, avg. reward: 0.443, 2.864 sec/game, 49.3 min. total, 549.4 MB
majestic_scorch v11 548 games, 474738 moves, e=0.530, loss: 2.9, -, 62.5% elo% vs. supershibe, avg. reward: 0.444, 2.877 sec/game, 49.3 min. total, 549.8 MB
majestic_scorch v11 549 games, 475909 moves, e=0.529, loss: 2.8, +, 64.1% elo% vs. supershibe, avg. reward: 0.445, 2.893 sec/game, 49.4 min. total, 549.7 MB
majestic_scorch v11 550 games, 477032 moves, e=0.528, loss: 2.6, +, 65.6% elo% vs. supershibe, avg. reward: 0.447, 2.897 sec/game, 49.4 min. total, 550.6 MB
majestic_scorch v11 551 games, 478123 moves, e=0.527, loss: 2.7, +, 67.0% elo% vs. supershibe, avg. reward: 0.446, 2.898 sec/game, 49.5 min. total, 550.6 MB
majestic_scorch v11 552 games, 479263 moves, e=0.526, loss: 2.7, +, 68.3% elo% vs. supershibe, avg. reward: 0.446, 2.898 sec/game, 49.5 min. total, 550.3 MB
majestic_scorch v11 553 games, 480518 moves, e=0.524, loss: 2.9, +, 69.6% elo% vs. supershibe, avg. reward: 0.448, 2.916 sec/game, 49.6 min. total, 552.1 MB
majestic_scorch v11 554 games, 481824 moves, e=0.523, loss: 3.0, +, 70.8% elo% vs. supershibe, avg. reward: 0.451, 2.927 sec/game, 49.6 min. total, 554.2 MB
majestic_scorch v12 555 games, 483092 moves, e=0.522, loss: 2.7, -, 49.9% elo% vs. gir, avg. reward: 0.453, 2.953 sec/game, 49.7 min. total, 553.9 MB
majestic_scorch v12 556 games, 484328 moves, e=0.521, loss: 2.7, -, 47.6% elo% vs. gir, avg. reward: 0.454, 2.935 sec/game, 49.7 min. total, 554.0 MB
majestic_scorch v12 557 games, 485581 moves, e=0.519, loss: 2.7, +, 50.0% elo% vs. gir, avg. reward: 0.457, 2.945 sec/game, 49.8 min. total, 554.0 MB
majestic_scorch v12 558 games, 486954 moves, e=0.518, loss: 2.9, -, 47.7% elo% vs. gir, avg. reward: 0.461, 2.949 sec/game, 49.8 min. total, 554.1 MB
majestic_scorch v12 559 games, 487985 moves, e=0.517, loss: 3.1, -, 45.5% elo% vs. gir, avg. reward: 0.463, 2.923 sec/game, 49.9 min. total, 554.5 MB
majestic_scorch v12 560 games, 489144 moves, e=0.516, loss: 2.8, -, 43.5% elo% vs. gir, avg. reward: 0.464, 2.892 sec/game, 49.9 min. total, 555.5 MB
majestic_scorch v12 561 games, 490318 moves, e=0.515, loss: 2.7, -, 41.5% elo% vs. gir, avg. reward: 0.466, 2.874 sec/game, 50.0 min. total, 557.9 MB
majestic_scorch v12 562 games, 491729 moves, e=0.513, loss: 2.7, +, 44.1% elo% vs. gir, avg. reward: 0.467, 2.921 sec/game, 50.0 min. total, 557.6 MB
majestic_scorch v12 563 games, 492866 moves, e=0.512, loss: 2.6, -, 42.1% elo% vs. gir, avg. reward: 0.467, 2.928 sec/game, 50.1 min. total, 557.7 MB
majestic_scorch v12 564 games, 493935 moves, e=0.511, loss: 2.7, -, 40.3% elo% vs. gir, avg. reward: 0.468, 2.941 sec/game, 50.1 min. total, 557.4 MB
majestic_scorch v12 565 games, 495219 moves, e=0.510, loss: 2.7, -, 38.5% elo% vs. gir, avg. reward: 0.471, 2.936 sec/game, 50.2 min. total, 557.3 MB
majestic_scorch v12 566 games, 496418 moves, e=0.509, loss: 2.6, -, 36.8% elo% vs. gir, avg. reward: 0.473, 2.962 sec/game, 50.2 min. total, 557.4 MB
majestic_scorch v12 567 games, 497576 moves, e=0.507, loss: 2.7, ., 37.4% elo% vs. gir, avg. reward: 0.474, 2.966 sec/game, 50.3 min. total, 556.9 MB
majestic_scorch v12 568 games, 498706 moves, e=0.506, loss: 2.6, -, 35.8% elo% vs. gir, avg. reward: 0.478, 2.967 sec/game, 50.3 min. total, 557.2 MB
majestic_scorch v12 569 games, 499759 moves, e=0.505, loss: 2.6, -, 34.3% elo% vs. gir, avg. reward: 0.474, 2.950 sec/game, 50.4 min. total, 559.1 MB
majestic_scorch v12 570 games, 500847 moves, e=0.504, loss: 2.4, ., 34.9% elo% vs. gir, avg. reward: 0.476, 2.947 sec/game, 50.4 min. total, 559.1 MB
majestic_scorch v12 571 games, 502093 moves, e=0.503, loss: 2.3, -, 33.5% elo% vs. gir, avg. reward: 0.476, 2.977 sec/game, 50.5 min. total, 559.3 MB
majestic_scorch v12 572 games, 503354 moves, e=0.502, loss: 2.2, -, 32.1% elo% vs. gir, avg. reward: 0.475, 2.999 sec/game, 50.5 min. total, 559.4 MB
majestic_scorch v12 573 games, 504576 moves, e=0.500, loss: 2.3, -, 30.9% elo% vs. gir, avg. reward: 0.477, 2.998 sec/game, 50.6 min. total, 559.4 MB
majestic_scorch v12 574 games, 505752 moves, e=0.499, loss: 2.3, -, 29.7% elo% vs. gir, avg. reward: 0.477, 3.006 sec/game, 50.6 min. total, 559.7 MB
majestic_scorch v12 575 games, 506931 moves, e=0.498, loss: 2.2, -, 28.5% elo% vs. gir, avg. reward: 0.477, 3.005 sec/game, 50.7 min. total, 560.0 MB
majestic_scorch v12 576 games, 508154 moves, e=0.497, loss: 2.3, -, 27.5% elo% vs. gir, avg. reward: 0.478, 3.011 sec/game, 50.7 min. total, 560.6 MB
majestic_scorch v12 577 games, 509150 moves, e=0.496, loss: 2.5, -, 26.5% elo% vs. gir, avg. reward: 0.478, 2.991 sec/game, 50.8 min. total, 560.8 MB
majestic_scorch v12 578 games, 510378 moves, e=0.495, loss: 2.5, +, 29.2% elo% vs. gir, avg. reward: 0.474, 2.992 sec/game, 50.8 min. total, 561.5 MB
majestic_scorch v12 579 games, 511537 moves, e=0.494, loss: 2.3, -, 28.1% elo% vs. gir, avg. reward: 0.475, 3.001 sec/game, 50.9 min. total, 560.9 MB
majestic_scorch v12 580 games, 512862 moves, e=0.492, loss: 2.3, -, 27.1% elo% vs. gir, avg. reward: 0.474, 3.038 sec/game, 50.9 min. total, 561.2 MB
majestic_scorch v12 581 games, 514058 moves, e=0.491, loss: 2.3, -, 26.1% elo% vs. gir, avg. reward: 0.474, 3.066 sec/game, 51.0 min. total, 560.6 MB
majestic_scorch v12 582 games, 515246 moves, e=0.490, loss: 2.3, -, 25.2% elo% vs. gir, avg. reward: 0.476, 3.023 sec/game, 51.0 min. total, 558.7 MB
majestic_scorch v12 583 games, 516317 moves, e=0.489, loss: 2.4, -, 24.3% elo% vs. gir, avg. reward: 0.479, 3.001 sec/game, 51.1 min. total, 560.5 MB
majestic_scorch v12 584 games, 517547 moves, e=0.488, loss: 2.3, -, 23.5% elo% vs. gir, avg. reward: 0.480, 3.010 sec/game, 51.1 min. total, 561.1 MB
majestic_scorch v12 585 games, 518726 moves, e=0.486, loss: 2.1, -, 22.7% elo% vs. gir, avg. reward: 0.482, 3.009 sec/game, 51.2 min. total, 563.4 MB
majestic_scorch v12 586 games, 519791 moves, e=0.485, loss: 2.0, +, 25.3% elo% vs. gir, avg. reward: 0.481, 2.987 sec/game, 51.2 min. total, 564.0 MB
majestic_scorch v12 587 games, 521004 moves, e=0.484, loss: 1.9, -, 24.5% elo% vs. gir, avg. reward: 0.480, 2.989 sec/game, 51.3 min. total, 563.7 MB
majestic_scorch v12 588 games, 522184 moves, e=0.483, loss: 1.8, -, 23.6% elo% vs. gir, avg. reward: 0.480, 2.977 sec/game, 51.3 min. total, 563.7 MB
majestic_scorch v12 589 games, 523387 moves, e=0.482, loss: 1.9, +, 26.3% elo% vs. gir, avg. reward: 0.479, 3.004 sec/game, 51.4 min. total, 564.6 MB
majestic_scorch v12 590 games, 524624 moves, e=0.481, loss: 1.7, -, 25.3% elo% vs. gir, avg. reward: 0.480, 3.022 sec/game, 51.4 min. total, 564.8 MB
majestic_scorch v12 591 games, 525787 moves, e=0.479, loss: 1.9, -, 24.5% elo% vs. gir, avg. reward: 0.481, 2.994 sec/game, 51.5 min. total, 566.0 MB
