irritably_crown v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 281.5 MB
irritably_crown v40 3731 games, 4838044 moves, e=0.010, loss: 32.8, -, 16.2% elo% vs. random_no_suicide, avg. reward: 0.162, 2.992 sec/game, 180.7 min. total, 1536.6 MB
irritably_crown v40 3732 games, 4839356 moves, e=0.010, loss: 31.2, -, 15.8% elo% vs. random_no_suicide, avg. reward: 0.142, 2.985 sec/game, 180.8 min. total, 1536.7 MB
irritably_crown v40 3733 games, 4840554 moves, e=0.010, loss: 31.2, -, 15.4% elo% vs. random_no_suicide, avg. reward: 0.125, 2.965 sec/game, 180.8 min. total, 1537.5 MB
irritably_crown v40 3734 games, 4841708 moves, e=0.010, loss: 30.0, -, 15.1% elo% vs. random_no_suicide, avg. reward: 0.104, 2.957 sec/game, 180.9 min. total, 1537.6 MB
irritably_crown v40 3735 games, 4843175 moves, e=0.010, loss: 29.2, -, 14.7% elo% vs. random_no_suicide, avg. reward: 0.102, 2.968 sec/game, 180.9 min. total, 1536.7 MB
irritably_crown v40 3736 games, 4844548 moves, e=0.010, loss: 28.2, -, 14.4% elo% vs. random_no_suicide, avg. reward: 0.087, 2.964 sec/game, 181.0 min. total, 1537.4 MB
irritably_crown v40 3737 games, 4845799 moves, e=0.010, loss: 27.5, -, 14.0% elo% vs. random_no_suicide, avg. reward: 0.059, 2.948 sec/game, 181.0 min. total, 1537.0 MB
irritably_crown v40 3738 games, 4847380 moves, e=0.010, loss: 28.8, -, 13.7% elo% vs. random_no_suicide, avg. reward: 0.060, 2.964 sec/game, 181.1 min. total, 1538.7 MB
irritably_crown v40 3739 games, 4848800 moves, e=0.010, loss: 27.7, -, 13.4% elo% vs. random_no_suicide, avg. reward: 0.060, 2.962 sec/game, 181.1 min. total, 1539.8 MB
irritably_crown v40 3740 games, 4850246 moves, e=0.010, loss: 27.0, -, 13.1% elo% vs. random_no_suicide, avg. reward: 0.070, 2.960 sec/game, 181.2 min. total, 1540.4 MB
irritably_crown v40 3741 games, 4851624 moves, e=0.010, loss: 26.8, -, 12.9% elo% vs. random_no_suicide, avg. reward: 0.063, 2.966 sec/game, 181.2 min. total, 1540.2 MB
irritably_crown v40 3742 games, 4852865 moves, e=0.010, loss: 26.5, -, 12.6% elo% vs. random_no_suicide, avg. reward: 0.060, 2.942 sec/game, 181.3 min. total, 1540.7 MB
irritably_crown v40 3743 games, 4854173 moves, e=0.010, loss: 25.5, -, 12.4% elo% vs. random_no_suicide, avg. reward: 0.050, 2.931 sec/game, 181.3 min. total, 1540.6 MB
irritably_crown v40 3744 games, 4855581 moves, e=0.010, loss: 25.6, -, 12.1% elo% vs. random_no_suicide, avg. reward: 0.056, 2.927 sec/game, 181.4 min. total, 1541.2 MB
irritably_crown v40 3745 games, 4857097 moves, e=0.010, loss: 26.2, -, 11.9% elo% vs. random_no_suicide, avg. reward: 0.068, 2.952 sec/game, 181.4 min. total, 1541.9 MB
irritably_crown v40 3746 games, 4858465 moves, e=0.010, loss: 26.7, -, 11.7% elo% vs. random_no_suicide, avg. reward: 0.064, 2.945 sec/game, 181.5 min. total, 1542.4 MB
irritably_crown v40 3747 games, 4859869 moves, e=0.010, loss: 25.2, -, 11.4% elo% vs. random_no_suicide, avg. reward: 0.062, 2.965 sec/game, 181.5 min. total, 1543.4 MB
irritably_crown v40 3748 games, 4861244 moves, e=0.010, loss: 25.3, -, 11.2% elo% vs. random_no_suicide, avg. reward: 0.054, 2.969 sec/game, 181.6 min. total, 1543.5 MB
irritably_crown v40 3749 games, 4862733 moves, e=0.010, loss: 26.6, -, 11.0% elo% vs. random_no_suicide, avg. reward: 0.067, 2.982 sec/game, 181.6 min. total, 1543.8 MB
irritably_crown v40 3750 games, 4864107 moves, e=0.010, loss: 24.9, -, 10.8% elo% vs. random_no_suicide, avg. reward: 0.058, 2.969 sec/game, 181.7 min. total, 1543.8 MB
irritably_crown v40 3751 games, 4865530 moves, e=0.010, loss: 24.8, -, 10.6% elo% vs. random_no_suicide, avg. reward: 0.059, 2.967 sec/game, 181.7 min. total, 1543.7 MB
irritably_crown v40 3752 games, 4866899 moves, e=0.010, loss: 26.0, -, 10.4% elo% vs. random_no_suicide, avg. reward: 0.057, 2.975 sec/game, 181.8 min. total, 1544.8 MB
irritably_crown v40 3753 games, 4868350 moves, e=0.010, loss: 25.9, -, 10.3% elo% vs. random_no_suicide, avg. reward: 0.055, 3.000 sec/game, 181.8 min. total, 1546.3 MB
irritably_crown v40 3754 games, 4869601 moves, e=0.010, loss: 25.7, -, 10.1% elo% vs. random_no_suicide, avg. reward: 0.044, 3.014 sec/game, 181.9 min. total, 1546.7 MB
irritably_crown v40 3755 games, 4871103 moves, e=0.010, loss: 26.7, -, 9.9% elo% vs. random_no_suicide, avg. reward: 0.065, 3.014 sec/game, 181.9 min. total, 1546.3 MB
irritably_crown v40 3756 games, 4872555 moves, e=0.010, loss: 25.2, -, 9.8% elo% vs. random_no_suicide, avg. reward: 0.065, 3.017 sec/game, 182.0 min. total, 1546.8 MB
irritably_crown v40 3757 games, 4874258 moves, e=0.010, loss: 25.7, -, 9.6% elo% vs. random_no_suicide, avg. reward: 0.062, 3.075 sec/game, 182.1 min. total, 1547.2 MB
irritably_crown v40 3758 games, 4875525 moves, e=0.010, loss: 25.7, -, 9.5% elo% vs. random_no_suicide, avg. reward: 0.062, 3.041 sec/game, 182.1 min. total, 1547.6 MB
irritably_crown v40 3759 games, 4876981 moves, e=0.010, loss: 25.7, -, 9.3% elo% vs. random_no_suicide, avg. reward: 0.072, 3.048 sec/game, 182.2 min. total, 1547.2 MB
irritably_crown v40 3760 games, 4878391 moves, e=0.010, loss: 25.9, -, 9.2% elo% vs. random_no_suicide, avg. reward: 0.076, 3.052 sec/game, 182.2 min. total, 1549.2 MB
irritably_crown v40 3761 games, 4879801 moves, e=0.010, loss: 24.8, -, 9.0% elo% vs. random_no_suicide, avg. reward: 0.073, 3.054 sec/game, 182.3 min. total, 1548.7 MB
irritably_crown v40 3762 games, 4881369 moves, e=0.010, loss: 24.2, -, 8.9% elo% vs. random_no_suicide, avg. reward: 0.088, 3.089 sec/game, 182.3 min. total, 1549.6 MB
irritably_crown v40 3763 games, 4882875 moves, e=0.010, loss: 25.5, -, 8.8% elo% vs. random_no_suicide, avg. reward: 0.106, 3.113 sec/game, 182.4 min. total, 1550.1 MB
irritably_crown v40 3764 games, 4884458 moves, e=0.010, loss: 25.9, -, 8.6% elo% vs. random_no_suicide, avg. reward: 0.122, 3.128 sec/game, 182.4 min. total, 1550.2 MB
irritably_crown v40 3765 games, 4885902 moves, e=0.010, loss: 27.7, -, 8.5% elo% vs. random_no_suicide, avg. reward: 0.132, 3.130 sec/game, 182.5 min. total, 1549.8 MB
irritably_crown v40 3766 games, 4887465 moves, e=0.010, loss: 31.1, -, 8.4% elo% vs. random_no_suicide, avg. reward: 0.149, 3.161 sec/game, 182.5 min. total, 1550.2 MB
irritably_crown v40 3767 games, 4888905 moves, e=0.010, loss: 35.8, -, 8.3% elo% vs. random_no_suicide, avg. reward: 0.148, 3.164 sec/game, 182.6 min. total, 1550.9 MB
irritably_crown v40 3768 games, 4890337 moves, e=0.010, loss: 40.6, -, 8.1% elo% vs. random_no_suicide, avg. reward: 0.143, 3.175 sec/game, 182.6 min. total, 1551.3 MB
irritably_crown v40 3769 games, 4891842 moves, e=0.010, loss: 45.8, -, 8.0% elo% vs. random_no_suicide, avg. reward: 0.174, 3.174 sec/game, 182.7 min. total, 1551.3 MB
irritably_crown v40 3770 games, 4893423 moves, e=0.010, loss: 49.6, -, 7.9% elo% vs. random_no_suicide, avg. reward: 0.191, 3.198 sec/game, 182.8 min. total, 1551.1 MB
irritably_crown v40 3771 games, 4894887 moves, e=0.010, loss: 54.1, -, 7.8% elo% vs. random_no_suicide, avg. reward: 0.231, 3.208 sec/game, 182.8 min. total, 1551.1 MB
irritably_crown v40 3772 games, 4896240 moves, e=0.010, loss: 54.4, -, 7.7% elo% vs. random_no_suicide, avg. reward: 0.257, 3.196 sec/game, 182.9 min. total, 1551.2 MB
irritably_crown v40 3773 games, 4897727 moves, e=0.010, loss: 56.1, -, 7.6% elo% vs. random_no_suicide, avg. reward: 0.244, 3.205 sec/game, 182.9 min. total, 1551.7 MB
irritably_crown v40 3774 games, 4899345 moves, e=0.010, loss: 58.5, -, 7.5% elo% vs. random_no_suicide, avg. reward: 0.254, 3.234 sec/game, 183.0 min. total, 1554.0 MB
irritably_crown v40 3775 games, 4900806 moves, e=0.010, loss: 58.7, -, 7.4% elo% vs. random_no_suicide, avg. reward: 0.252, 3.224 sec/game, 183.0 min. total, 1553.8 MB
irritably_crown v40 3776 games, 4902300 moves, e=0.010, loss: 56.7, -, 7.3% elo% vs. random_no_suicide, avg. reward: 0.259, 3.237 sec/game, 183.1 min. total, 1554.0 MB
irritably_crown v40 3777 games, 4903716 moves, e=0.010, loss: 53.1, -, 7.2% elo% vs. random_no_suicide, avg. reward: 0.256, 3.196 sec/game, 183.1 min. total, 1554.5 MB
irritably_crown v40 3778 games, 4905082 moves, e=0.010, loss: 50.7, -, 7.2% elo% vs. random_no_suicide, avg. reward: 0.251, 3.202 sec/game, 183.2 min. total, 1554.6 MB
irritably_crown v40 3779 games, 4906606 moves, e=0.010, loss: 45.7, -, 7.1% elo% vs. random_no_suicide, avg. reward: 0.271, 3.204 sec/game, 183.2 min. total, 1555.0 MB
irritably_crown v40 3780 games, 4907856 moves, e=0.010, loss: 41.0, -, 7.0% elo% vs. random_no_suicide, avg. reward: 0.265, 3.187 sec/game, 183.3 min. total, 1554.8 MB
irritably_crown v40 3781 games, 4909256 moves, e=0.010, loss: 41.3, -, 6.9% elo% vs. random_no_suicide, avg. reward: 0.266, 3.187 sec/game, 183.3 min. total, 1555.8 MB
irritably_crown v40 3782 games, 4910650 moves, e=0.010, loss: 38.6, -, 6.8% elo% vs. random_no_suicide, avg. reward: 0.259, 3.165 sec/game, 183.4 min. total, 1557.9 MB
irritably_crown v40 3783 games, 4911982 moves, e=0.010, loss: 35.9, -, 6.7% elo% vs. random_no_suicide, avg. reward: 0.265, 3.148 sec/game, 183.4 min. total, 1557.3 MB
irritably_crown v40 3784 games, 4913385 moves, e=0.010, loss: 35.5, -, 6.7% elo% vs. random_no_suicide, avg. reward: 0.282, 3.134 sec/game, 183.5 min. total, 1557.3 MB
irritably_crown v40 3785 games, 4914738 moves, e=0.010, loss: 35.9, -, 6.6% elo% vs. random_no_suicide, avg. reward: 0.295, 3.123 sec/game, 183.5 min. total, 1557.5 MB
irritably_crown v40 3786 games, 4916075 moves, e=0.010, loss: 36.3, -, 6.5% elo% vs. random_no_suicide, avg. reward: 0.306, 3.089 sec/game, 183.6 min. total, 1557.7 MB
irritably_crown v40 3787 games, 4917503 moves, e=0.010, loss: 36.5, -, 6.4% elo% vs. random_no_suicide, avg. reward: 0.329, 3.091 sec/game, 183.6 min. total, 1557.8 MB
irritably_crown v40 3788 games, 4918933 moves, e=0.010, loss: 36.4, -, 6.4% elo% vs. random_no_suicide, avg. reward: 0.343, 3.091 sec/game, 183.7 min. total, 1558.1 MB
irritably_crown v40 3789 games, 4920296 moves, e=0.010, loss: 38.7, -, 6.3% elo% vs. random_no_suicide, avg. reward: 0.347, 3.070 sec/game, 183.7 min. total, 1560.0 MB
irritably_crown v40 3790 games, 4921670 moves, e=0.010, loss: 42.0, -, 6.2% elo% vs. random_no_suicide, avg. reward: 0.358, 3.061 sec/game, 183.8 min. total, 1559.4 MB
irritably_crown v40 3791 games, 4923106 moves, e=0.010, loss: 45.2, -, 6.2% elo% vs. random_no_suicide, avg. reward: 0.365, 3.056 sec/game, 183.8 min. total, 1559.2 MB
irritably_crown v40 3792 games, 4924509 moves, e=0.010, loss: 47.4, -, 6.1% elo% vs. random_no_suicide, avg. reward: 0.363, 3.067 sec/game, 183.9 min. total, 1559.6 MB
irritably_crown v40 3793 games, 4925809 moves, e=0.010, loss: 51.2, -, 6.0% elo% vs. random_no_suicide, avg. reward: 0.343, 3.047 sec/game, 183.9 min. total, 1559.6 MB
irritably_crown v40 3794 games, 4927236 moves, e=0.010, loss: 54.9, -, 6.0% elo% vs. random_no_suicide, avg. reward: 0.335, 3.033 sec/game, 184.0 min. total, 1559.7 MB
irritably_crown v40 3795 games, 4928620 moves, e=0.010, loss: 58.0, -, 5.9% elo% vs. random_no_suicide, avg. reward: 0.328, 3.028 sec/game, 184.0 min. total, 1560.1 MB
irritably_crown v40 3796 games, 4930100 moves, e=0.010, loss: 61.2, -, 5.8% elo% vs. random_no_suicide, avg. reward: 0.338, 3.025 sec/game, 184.1 min. total, 1561.2 MB
irritably_crown v40 3797 games, 4931460 moves, e=0.010, loss: 61.4, -, 5.8% elo% vs. random_no_suicide, avg. reward: 0.332, 3.021 sec/game, 184.1 min. total, 1562.6 MB
irritably_crown v40 3798 games, 4932899 moves, e=0.010, loss: 62.3, -, 5.7% elo% vs. random_no_suicide, avg. reward: 0.344, 3.037 sec/game, 184.2 min. total, 1563.1 MB
irritably_crown v40 3799 games, 4934281 moves, e=0.010, loss: 59.8, -, 5.7% elo% vs. random_no_suicide, avg. reward: 0.349, 3.025 sec/game, 184.2 min. total, 1563.1 MB
irritably_crown v40 3800 games, 4935709 moves, e=0.010, loss: 60.4, -, 5.6% elo% vs. random_no_suicide, avg. reward: 0.347, 3.040 sec/game, 184.3 min. total, 1563.4 MB
irritably_crown v41 3801 games, 4937061 moves, e=0.010, loss: 59.1, -, 47.7% elo% vs. random_no_suicide, avg. reward: 0.343, 3.029 sec/game, 184.3 min. total, 1563.1 MB
irritably_crown v41 3802 games, 4938445 moves, e=0.010, loss: 63.4, -, 45.5% elo% vs. random_no_suicide, avg. reward: 0.346, 3.029 sec/game, 184.4 min. total, 1564.1 MB
irritably_crown v41 3803 games, 4939910 moves, e=0.010, loss: 65.2, -, 43.4% elo% vs. random_no_suicide, avg. reward: 0.349, 3.044 sec/game, 184.4 min. total, 1564.8 MB
irritably_crown v41 3804 games, 4941293 moves, e=0.010, loss: 63.8, -, 41.5% elo% vs. random_no_suicide, avg. reward: 0.350, 3.030 sec/game, 184.5 min. total, 1567.1 MB
irritably_crown v41 3805 games, 4942624 moves, e=0.010, loss: 62.5, -, 39.6% elo% vs. random_no_suicide, avg. reward: 0.341, 3.032 sec/game, 184.5 min. total, 1566.3 MB
irritably_crown v41 3806 games, 4943991 moves, e=0.010, loss: 62.8, -, 37.9% elo% vs. random_no_suicide, avg. reward: 0.338, 3.036 sec/game, 184.6 min. total, 1567.2 MB
irritably_crown v41 3807 games, 4945366 moves, e=0.010, loss: 65.0, -, 36.3% elo% vs. random_no_suicide, avg. reward: 0.337, 3.032 sec/game, 184.6 min. total, 1567.3 MB
irritably_crown v41 3808 games, 4946805 moves, e=0.010, loss: 62.6, -, 34.8% elo% vs. random_no_suicide, avg. reward: 0.335, 3.030 sec/game, 184.7 min. total, 1567.4 MB
irritably_crown v41 3809 games, 4948219 moves, e=0.010, loss: 59.9, -, 33.3% elo% vs. random_no_suicide, avg. reward: 0.330, 3.042 sec/game, 184.7 min. total, 1566.9 MB
irritably_crown v41 3810 games, 4949500 moves, e=0.010, loss: 61.5, -, 32.0% elo% vs. random_no_suicide, avg. reward: 0.332, 3.025 sec/game, 184.8 min. total, 1566.9 MB
irritably_crown v41 3811 games, 4950896 moves, e=0.010, loss: 62.5, -, 30.7% elo% vs. random_no_suicide, avg. reward: 0.338, 3.020 sec/game, 184.8 min. total, 1568.1 MB
irritably_crown v41 3812 games, 4952247 moves, e=0.010, loss: 61.2, -, 29.5% elo% vs. random_no_suicide, avg. reward: 0.349, 3.019 sec/game, 184.9 min. total, 1568.3 MB
irritably_crown v41 3813 games, 4953600 moves, e=0.010, loss: 61.0, -, 28.4% elo% vs. random_no_suicide, avg. reward: 0.363, 3.026 sec/game, 184.9 min. total, 1568.8 MB
irritably_crown v41 3814 games, 4955092 moves, e=0.010, loss: 60.1, -, 27.3% elo% vs. random_no_suicide, avg. reward: 0.382, 3.022 sec/game, 185.0 min. total, 1569.2 MB
irritably_crown v41 3815 games, 4956463 moves, e=0.010, loss: 61.1, -, 26.4% elo% vs. random_no_suicide, avg. reward: 0.385, 3.023 sec/game, 185.0 min. total, 1568.9 MB
irritably_crown v41 3816 games, 4957861 moves, e=0.010, loss: 59.6, -, 25.4% elo% vs. random_no_suicide, avg. reward: 0.395, 3.017 sec/game, 185.1 min. total, 1569.4 MB
irritably_crown v41 3817 games, 4959283 moves, e=0.010, loss: 61.7, -, 24.5% elo% vs. random_no_suicide, avg. reward: 0.404, 3.022 sec/game, 185.1 min. total, 1569.0 MB
irritably_crown v41 3818 games, 4960657 moves, e=0.010, loss: 64.1, -, 23.7% elo% vs. random_no_suicide, avg. reward: 0.401, 3.014 sec/game, 185.2 min. total, 1569.9 MB
irritably_crown v41 3819 games, 4962040 moves, e=0.010, loss: 62.7, -, 22.9% elo% vs. random_no_suicide, avg. reward: 0.394, 3.005 sec/game, 185.2 min. total, 1571.5 MB
irritably_crown v41 3820 games, 4963386 moves, e=0.010, loss: 63.1, -, 22.2% elo% vs. random_no_suicide, avg. reward: 0.394, 3.012 sec/game, 185.3 min. total, 1571.8 MB
irritably_crown v41 3821 games, 4964886 moves, e=0.010, loss: 65.2, -, 21.5% elo% vs. random_no_suicide, avg. reward: 0.404, 3.032 sec/game, 185.3 min. total, 1572.1 MB
irritably_crown v41 3822 games, 4966301 moves, e=0.010, loss: 65.9, -, 20.8% elo% vs. random_no_suicide, avg. reward: 0.397, 3.034 sec/game, 185.4 min. total, 1572.0 MB
irritably_crown v41 3823 games, 4967689 moves, e=0.010, loss: 68.3, -, 20.2% elo% vs. random_no_suicide, avg. reward: 0.393, 3.025 sec/game, 185.4 min. total, 1571.5 MB
irritably_crown v41 3824 games, 4969125 moves, e=0.010, loss: 68.5, -, 19.6% elo% vs. random_no_suicide, avg. reward: 0.404, 3.036 sec/game, 185.5 min. total, 1572.9 MB
irritably_crown v41 3825 games, 4970558 moves, e=0.010, loss: 67.6, -, 19.1% elo% vs. random_no_suicide, avg. reward: 0.421, 3.040 sec/game, 185.5 min. total, 1572.2 MB
irritably_crown v41 3826 games, 4971919 moves, e=0.010, loss: 69.5, -, 18.5% elo% vs. random_no_suicide, avg. reward: 0.425, 3.048 sec/game, 185.6 min. total, 1574.2 MB
irritably_crown v41 3827 games, 4973289 moves, e=0.010, loss: 72.7, -, 18.0% elo% vs. random_no_suicide, avg. reward: 0.440, 3.043 sec/game, 185.6 min. total, 1574.6 MB
irritably_crown v41 3828 games, 4974739 moves, e=0.010, loss: 71.5, -, 17.5% elo% vs. random_no_suicide, avg. reward: 0.454, 3.047 sec/game, 185.7 min. total, 1575.4 MB
irritably_crown v41 3829 games, 4976202 moves, e=0.010, loss: 71.7, -, 17.1% elo% vs. random_no_suicide, avg. reward: 0.467, 3.054 sec/game, 185.8 min. total, 1575.3 MB
irritably_crown v41 3830 games, 4977620 moves, e=0.010, loss: 72.7, -, 16.6% elo% vs. random_no_suicide, avg. reward: 0.481, 3.066 sec/game, 185.8 min. total, 1575.0 MB
irritably_crown v41 3831 games, 4979074 moves, e=0.010, loss: 70.4, -, 16.2% elo% vs. random_no_suicide, avg. reward: 0.493, 3.083 sec/game, 185.9 min. total, 1575.7 MB
irritably_crown v41 3832 games, 4980510 moves, e=0.010, loss: 73.6, -, 15.8% elo% vs. random_no_suicide, avg. reward: 0.515, 3.087 sec/game, 185.9 min. total, 1576.0 MB
irritably_crown v41 3833 games, 4981894 moves, e=0.010, loss: 71.7, -, 15.4% elo% vs. random_no_suicide, avg. reward: 0.539, 3.091 sec/game, 186.0 min. total, 1576.1 MB
irritably_crown v41 3834 games, 4983265 moves, e=0.010, loss: 71.7, -, 15.1% elo% vs. random_no_suicide, avg. reward: 0.571, 3.078 sec/game, 186.0 min. total, 1577.6 MB
irritably_crown v41 3835 games, 4984719 moves, e=0.010, loss: 73.9, -, 14.7% elo% vs. random_no_suicide, avg. reward: 0.576, 3.096 sec/game, 186.1 min. total, 1578.2 MB
irritably_crown v41 3836 games, 4986098 moves, e=0.010, loss: 76.1, -, 14.4% elo% vs. random_no_suicide, avg. reward: 0.582, 3.084 sec/game, 186.1 min. total, 1578.3 MB
irritably_crown v41 3837 games, 4987473 moves, e=0.010, loss: 72.7, -, 14.0% elo% vs. random_no_suicide, avg. reward: 0.603, 3.081 sec/game, 186.2 min. total, 1578.4 MB
irritably_crown v41 3838 games, 4988862 moves, e=0.010, loss: 74.5, -, 13.7% elo% vs. random_no_suicide, avg. reward: 0.600, 3.078 sec/game, 186.2 min. total, 1578.1 MB
irritably_crown v41 3839 games, 4990223 moves, e=0.010, loss: 69.7, -, 13.4% elo% vs. random_no_suicide, avg. reward: 0.600, 3.090 sec/game, 186.3 min. total, 1579.4 MB
irritably_crown v41 3840 games, 4991581 moves, e=0.010, loss: 70.4, -, 13.1% elo% vs. random_no_suicide, avg. reward: 0.601, 3.074 sec/game, 186.3 min. total, 1579.7 MB
irritably_crown v41 3841 games, 4992922 moves, e=0.010, loss: 69.6, -, 12.9% elo% vs. random_no_suicide, avg. reward: 0.603, 3.063 sec/game, 186.4 min. total, 1581.0 MB
irritably_crown v41 3842 games, 4994270 moves, e=0.010, loss: 65.4, -, 12.6% elo% vs. random_no_suicide, avg. reward: 0.613, 3.058 sec/game, 186.4 min. total, 1579.6 MB
irritably_crown v41 3843 games, 4995690 moves, e=0.010, loss: 64.7, -, 12.4% elo% vs. random_no_suicide, avg. reward: 0.632, 3.061 sec/game, 186.5 min. total, 1581.1 MB
irritably_crown v41 3844 games, 4997070 moves, e=0.010, loss: 60.0, -, 12.1% elo% vs. random_no_suicide, avg. reward: 0.637, 3.059 sec/game, 186.5 min. total, 1581.3 MB
irritably_crown v41 3845 games, 4998532 moves, e=0.010, loss: 58.3, -, 11.9% elo% vs. random_no_suicide, avg. reward: 0.637, 3.068 sec/game, 186.6 min. total, 1580.9 MB
irritably_crown v41 3846 games, 5000050 moves, e=0.010, loss: 57.6, -, 11.7% elo% vs. random_no_suicide, avg. reward: 0.654, 3.072 sec/game, 186.6 min. total, 1581.3 MB
irritably_crown v41 3847 games, 5001481 moves, e=0.010, loss: 57.6, -, 11.4% elo% vs. random_no_suicide, avg. reward: 0.664, 3.088 sec/game, 186.7 min. total, 1581.5 MB
irritably_crown v41 3848 games, 5002901 moves, e=0.010, loss: 58.3, -, 11.2% elo% vs. random_no_suicide, avg. reward: 0.670, 3.087 sec/game, 186.7 min. total, 1582.1 MB
irritably_crown v41 3849 games, 5004358 moves, e=0.010, loss: 58.2, -, 11.0% elo% vs. random_no_suicide, avg. reward: 0.677, 3.082 sec/game, 186.8 min. total, 1582.9 MB
irritably_crown v41 3850 games, 5005717 moves, e=0.010, loss: 61.5, -, 10.8% elo% vs. random_no_suicide, avg. reward: 0.679, 3.085 sec/game, 186.8 min. total, 1583.7 MB
irritably_crown v41 3851 games, 5007081 moves, e=0.010, loss: 63.8, -, 10.6% elo% vs. random_no_suicide, avg. reward: 0.683, 3.059 sec/game, 186.9 min. total, 1584.2 MB
irritably_crown v41 3852 games, 5008505 moves, e=0.010, loss: 68.2, -, 10.4% elo% vs. random_no_suicide, avg. reward: 0.695, 3.056 sec/game, 186.9 min. total, 1584.1 MB
