italicize_pushiness v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 312.3 MB
italicize_pushiness v9 615 games, 559537 moves, e=0.446, loss: 519.9, +, 59.6% elo% vs. v3, avg. reward: 3.762, 3.199 sec/game, 26.4 min. total, 707.7 MB
italicize_pushiness v9 616 games, 560697 moves, e=0.445, loss: 529.6, +, 61.4% elo% vs. v3, avg. reward: 3.756, 3.183 sec/game, 26.4 min. total, 705.8 MB
italicize_pushiness v9 617 games, 561960 moves, e=0.444, loss: 557.5, -, 58.7% elo% vs. v3, avg. reward: 3.693, 3.185 sec/game, 26.5 min. total, 705.9 MB
italicize_pushiness v9 618 games, 563296 moves, e=0.442, loss: 594.6, -, 56.0% elo% vs. v3, avg. reward: 3.733, 3.188 sec/game, 26.5 min. total, 706.1 MB
italicize_pushiness v9 619 games, 564659 moves, e=0.441, loss: 592.3, -, 53.5% elo% vs. v3, avg. reward: 3.752, 3.198 sec/game, 26.6 min. total, 706.1 MB
italicize_pushiness v9 620 games, 565984 moves, e=0.440, loss: 587.2, -, 51.0% elo% vs. v3, avg. reward: 3.718, 3.185 sec/game, 26.6 min. total, 706.1 MB
italicize_pushiness v9 621 games, 567396 moves, e=0.438, loss: 613.4, +, 53.3% elo% vs. v3, avg. reward: 3.729, 3.193 sec/game, 26.7 min. total, 708.4 MB
italicize_pushiness v9 622 games, 568584 moves, e=0.437, loss: 608.1, -, 50.8% elo% vs. v3, avg. reward: 3.747, 3.181 sec/game, 26.7 min. total, 707.8 MB
italicize_pushiness v9 623 games, 569872 moves, e=0.436, loss: 615.7, +, 53.1% elo% vs. v3, avg. reward: 3.717, 3.158 sec/game, 26.8 min. total, 710.3 MB
italicize_pushiness v9 624 games, 571325 moves, e=0.434, loss: 580.0, +, 55.2% elo% vs. v3, avg. reward: 3.752, 3.174 sec/game, 26.9 min. total, 710.1 MB
italicize_pushiness v9 625 games, 572533 moves, e=0.433, loss: 561.1, +, 57.2% elo% vs. v3, avg. reward: 3.772, 3.146 sec/game, 26.9 min. total, 708.1 MB
italicize_pushiness v9 626 games, 573943 moves, e=0.432, loss: 527.9, -, 54.6% elo% vs. v3, avg. reward: 3.888, 3.151 sec/game, 27.0 min. total, 708.2 MB
italicize_pushiness v9 627 games, 575368 moves, e=0.430, loss: 588.5, -, 52.1% elo% vs. v3, avg. reward: 3.831, 3.162 sec/game, 27.0 min. total, 711.4 MB
italicize_pushiness v9 628 games, 576858 moves, e=0.429, loss: 582.8, -, 49.7% elo% vs. v3, avg. reward: 3.942, 3.167 sec/game, 27.1 min. total, 711.6 MB
italicize_pushiness v9 629 games, 578409 moves, e=0.427, loss: 632.2, -, 47.5% elo% vs. v3, avg. reward: 3.895, 3.202 sec/game, 27.1 min. total, 711.4 MB
italicize_pushiness v9 630 games, 579933 moves, e=0.426, loss: 591.3, -, 45.3% elo% vs. v3, avg. reward: 3.862, 3.229 sec/game, 27.2 min. total, 711.5 MB
italicize_pushiness v9 631 games, 581119 moves, e=0.425, loss: 588.0, +, 47.8% elo% vs. v3, avg. reward: 3.936, 3.207 sec/game, 27.2 min. total, 713.9 MB
italicize_pushiness v9 632 games, 582620 moves, e=0.423, loss: 635.8, -, 45.6% elo% vs. v3, avg. reward: 3.935, 3.236 sec/game, 27.3 min. total, 712.2 MB
italicize_pushiness v9 633 games, 584295 moves, e=0.422, loss: 640.6, -, 43.5% elo% vs. v3, avg. reward: 3.949, 3.275 sec/game, 27.4 min. total, 712.3 MB
italicize_pushiness v9 634 games, 585778 moves, e=0.420, loss: 632.8, +, 46.1% elo% vs. v3, avg. reward: 3.994, 3.303 sec/game, 27.4 min. total, 714.8 MB
italicize_pushiness v9 635 games, 587186 moves, e=0.419, loss: 568.3, +, 48.6% elo% vs. v3, avg. reward: 3.994, 3.317 sec/game, 27.5 min. total, 714.2 MB
italicize_pushiness v9 636 games, 588541 moves, e=0.417, loss: 574.3, +, 50.9% elo% vs. v3, avg. reward: 3.974, 3.332 sec/game, 27.5 min. total, 714.1 MB
italicize_pushiness v9 637 games, 590134 moves, e=0.416, loss: 479.6, +, 53.2% elo% vs. v3, avg. reward: 3.998, 3.369 sec/game, 27.6 min. total, 714.3 MB
italicize_pushiness v9 638 games, 591503 moves, e=0.414, loss: 499.9, -, 50.7% elo% vs. v3, avg. reward: 4.029, 3.381 sec/game, 27.7 min. total, 714.6 MB
italicize_pushiness v9 639 games, 592654 moves, e=0.413, loss: 548.4, +, 53.0% elo% vs. v3, avg. reward: 4.093, 3.357 sec/game, 27.7 min. total, 714.1 MB
italicize_pushiness v9 640 games, 593982 moves, e=0.412, loss: 565.2, +, 55.2% elo% vs. v3, avg. reward: 4.253, 3.352 sec/game, 27.8 min. total, 718.1 MB
italicize_pushiness v9 641 games, 595277 moves, e=0.411, loss: 600.8, +, 57.2% elo% vs. v3, avg. reward: 4.288, 3.341 sec/game, 27.8 min. total, 717.3 MB
italicize_pushiness v9 642 games, 596559 moves, e=0.409, loss: 626.4, -, 54.6% elo% vs. v3, avg. reward: 4.336, 3.345 sec/game, 27.9 min. total, 717.6 MB
italicize_pushiness v9 643 games, 597982 moves, e=0.408, loss: 653.5, +, 56.7% elo% vs. v3, avg. reward: 4.419, 3.352 sec/game, 27.9 min. total, 719.8 MB
italicize_pushiness v9 644 games, 599512 moves, e=0.406, loss: 646.5, +, 58.6% elo% vs. v3, avg. reward: 4.479, 3.368 sec/game, 28.0 min. total, 720.2 MB
italicize_pushiness v9 645 games, 600796 moves, e=0.405, loss: 634.5, +, 60.4% elo% vs. v3, avg. reward: 4.537, 3.382 sec/game, 28.0 min. total, 718.3 MB
italicize_pushiness v9 646 games, 602308 moves, e=0.404, loss: 685.2, -, 57.8% elo% vs. v3, avg. reward: 4.531, 3.392 sec/game, 28.1 min. total, 718.6 MB
italicize_pushiness v9 647 games, 603753 moves, e=0.402, loss: 690.3, +, 59.6% elo% vs. v3, avg. reward: 4.559, 3.382 sec/game, 28.1 min. total, 723.1 MB
italicize_pushiness v9 648 games, 605212 moves, e=0.401, loss: 578.2, +, 61.4% elo% vs. v3, avg. reward: 4.550, 3.408 sec/game, 28.2 min. total, 723.4 MB
italicize_pushiness v9 649 games, 606601 moves, e=0.399, loss: 568.6, -, 58.7% elo% vs. v3, avg. reward: 4.638, 3.395 sec/game, 28.3 min. total, 720.9 MB
italicize_pushiness v9 650 games, 608203 moves, e=0.398, loss: 556.4, -, 56.1% elo% vs. v3, avg. reward: 4.753, 3.398 sec/game, 28.3 min. total, 720.8 MB
italicize_pushiness v9 651 games, 609662 moves, e=0.396, loss: 578.8, +, 58.0% elo% vs. v3, avg. reward: 4.805, 3.421 sec/game, 28.4 min. total, 720.9 MB
italicize_pushiness v9 652 games, 610952 moves, e=0.395, loss: 626.1, +, 59.9% elo% vs. v3, avg. reward: 4.866, 3.404 sec/game, 28.4 min. total, 723.3 MB
italicize_pushiness v9 653 games, 612306 moves, e=0.394, loss: 641.3, -, 57.2% elo% vs. v3, avg. reward: 4.849, 3.373 sec/game, 28.5 min. total, 722.1 MB
italicize_pushiness v9 654 games, 613824 moves, e=0.392, loss: 655.1, ., 56.9% elo% vs. v3, avg. reward: 4.886, 3.371 sec/game, 28.5 min. total, 725.0 MB
italicize_pushiness v9 655 games, 615074 moves, e=0.391, loss: 647.6, -, 54.3% elo% vs. v3, avg. reward: 4.655, 3.355 sec/game, 28.6 min. total, 724.6 MB
italicize_pushiness v9 656 games, 616658 moves, e=0.390, loss: 678.8, +, 56.4% elo% vs. v3, avg. reward: 4.712, 3.380 sec/game, 28.7 min. total, 724.9 MB
italicize_pushiness v9 657 games, 618192 moves, e=0.388, loss: 714.1, +, 58.4% elo% vs. v3, avg. reward: 4.711, 3.366 sec/game, 28.7 min. total, 724.9 MB
italicize_pushiness v9 658 games, 619746 moves, e=0.386, loss: 687.4, +, 60.2% elo% vs. v3, avg. reward: 4.724, 3.382 sec/game, 28.8 min. total, 727.6 MB
italicize_pushiness v9 659 games, 621091 moves, e=0.385, loss: 644.9, +, 62.0% elo% vs. v3, avg. reward: 4.691, 3.411 sec/game, 28.8 min. total, 727.5 MB
italicize_pushiness v9 660 games, 622489 moves, e=0.384, loss: 675.3, +, 63.6% elo% vs. v3, avg. reward: 4.731, 3.429 sec/game, 28.9 min. total, 727.0 MB
italicize_pushiness v9 661 games, 623881 moves, e=0.382, loss: 625.4, +, 65.1% elo% vs. v3, avg. reward: 4.746, 3.441 sec/game, 29.0 min. total, 727.6 MB
italicize_pushiness v9 662 games, 625342 moves, e=0.381, loss: 633.4, -, 62.4% elo% vs. v3, avg. reward: 4.720, 3.450 sec/game, 29.0 min. total, 727.4 MB
italicize_pushiness v9 663 games, 626674 moves, e=0.380, loss: 639.9, -, 59.6% elo% vs. v3, avg. reward: 4.627, 3.443 sec/game, 29.1 min. total, 727.6 MB
italicize_pushiness v9 664 games, 628226 moves, e=0.378, loss: 640.3, -, 57.0% elo% vs. v3, avg. reward: 4.604, 3.448 sec/game, 29.1 min. total, 728.0 MB
italicize_pushiness v9 665 games, 629650 moves, e=0.377, loss: 639.1, +, 58.9% elo% vs. v3, avg. reward: 4.591, 3.462 sec/game, 29.2 min. total, 728.3 MB
italicize_pushiness v9 666 games, 631219 moves, e=0.375, loss: 620.9, +, 60.7% elo% vs. v3, avg. reward: 4.674, 3.460 sec/game, 29.2 min. total, 728.4 MB
italicize_pushiness v9 667 games, 632662 moves, e=0.374, loss: 638.2, +, 62.4% elo% vs. v3, avg. reward: 4.788, 3.460 sec/game, 29.3 min. total, 729.7 MB
italicize_pushiness v9 668 games, 634262 moves, e=0.372, loss: 643.1, -, 59.7% elo% vs. v3, avg. reward: 4.809, 3.458 sec/game, 29.4 min. total, 730.0 MB
italicize_pushiness v9 669 games, 635786 moves, e=0.371, loss: 717.3, +, 61.5% elo% vs. v3, avg. reward: 4.838, 3.473 sec/game, 29.4 min. total, 730.2 MB
italicize_pushiness v9 670 games, 637589 moves, e=0.369, loss: 653.7, +, 63.1% elo% vs. v3, avg. reward: 4.751, 3.496 sec/game, 29.5 min. total, 732.3 MB
italicize_pushiness v9 671 games, 639018 moves, e=0.367, loss: 677.0, +, 64.7% elo% vs. v3, avg. reward: 4.820, 3.497 sec/game, 29.5 min. total, 730.3 MB
italicize_pushiness v9 672 games, 640333 moves, e=0.366, loss: 640.7, -, 61.9% elo% vs. v3, avg. reward: 4.836, 3.484 sec/game, 29.6 min. total, 731.1 MB
italicize_pushiness v9 673 games, 641897 moves, e=0.365, loss: 639.2, ., 61.4% elo% vs. v3, avg. reward: 4.848, 3.504 sec/game, 29.7 min. total, 733.6 MB
italicize_pushiness v9 674 games, 643392 moves, e=0.363, loss: 585.8, +, 63.1% elo% vs. v3, avg. reward: 4.877, 3.507 sec/game, 29.7 min. total, 733.5 MB
italicize_pushiness v9 675 games, 645081 moves, e=0.361, loss: 604.5, ., 62.5% elo% vs. v3, avg. reward: 5.024, 3.537 sec/game, 29.8 min. total, 733.7 MB
italicize_pushiness v9 676 games, 646640 moves, e=0.360, loss: 594.9, -, 59.8% elo% vs. v3, avg. reward: 5.058, 3.535 sec/game, 29.8 min. total, 733.0 MB
italicize_pushiness v9 677 games, 648175 moves, e=0.358, loss: 661.4, -, 57.1% elo% vs. v3, avg. reward: 5.147, 3.535 sec/game, 29.9 min. total, 733.5 MB
italicize_pushiness v9 678 games, 649587 moves, e=0.357, loss: 675.3, -, 54.5% elo% vs. v3, avg. reward: 5.155, 3.520 sec/game, 30.0 min. total, 734.0 MB
italicize_pushiness v9 679 games, 651205 moves, e=0.355, loss: 694.8, +, 56.6% elo% vs. v3, avg. reward: 5.181, 3.540 sec/game, 30.0 min. total, 739.0 MB
italicize_pushiness v9 680 games, 652747 moves, e=0.354, loss: 668.8, +, 58.5% elo% vs. v3, avg. reward: 5.193, 3.556 sec/game, 30.1 min. total, 738.6 MB
italicize_pushiness v9 681 games, 654113 moves, e=0.352, loss: 661.3, +, 60.4% elo% vs. v3, avg. reward: 5.168, 3.556 sec/game, 30.1 min. total, 736.6 MB
italicize_pushiness v9 682 games, 655606 moves, e=0.351, loss: 629.9, +, 62.1% elo% vs. v3, avg. reward: 5.290, 3.555 sec/game, 30.2 min. total, 736.5 MB
italicize_pushiness v9 683 games, 656897 moves, e=0.350, loss: 606.0, +, 63.7% elo% vs. v3, avg. reward: 5.211, 3.561 sec/game, 30.2 min. total, 736.7 MB
italicize_pushiness v9 684 games, 658316 moves, e=0.348, loss: 575.7, +, 65.3% elo% vs. v3, avg. reward: 5.234, 3.542 sec/game, 30.3 min. total, 738.8 MB
italicize_pushiness v9 685 games, 659716 moves, e=0.347, loss: 573.1, -, 62.5% elo% vs. v3, avg. reward: 5.176, 3.543 sec/game, 30.4 min. total, 738.5 MB
italicize_pushiness v9 686 games, 661176 moves, e=0.345, loss: 559.2, +, 64.1% elo% vs. v3, avg. reward: 5.148, 3.532 sec/game, 30.4 min. total, 741.4 MB
italicize_pushiness v9 687 games, 662522 moves, e=0.344, loss: 568.9, +, 65.6% elo% vs. v3, avg. reward: 5.277, 3.518 sec/game, 30.5 min. total, 739.2 MB
italicize_pushiness v9 688 games, 664013 moves, e=0.343, loss: 553.1, +, 67.0% elo% vs. v3, avg. reward: 5.213, 3.505 sec/game, 30.5 min. total, 739.5 MB
italicize_pushiness v9 689 games, 665519 moves, e=0.341, loss: 622.3, -, 64.2% elo% vs. v3, avg. reward: 5.204, 3.504 sec/game, 30.6 min. total, 739.4 MB
italicize_pushiness v9 690 games, 667079 moves, e=0.340, loss: 585.1, +, 65.7% elo% vs. v3, avg. reward: 5.385, 3.480 sec/game, 30.6 min. total, 739.1 MB
italicize_pushiness v9 691 games, 668710 moves, e=0.338, loss: 644.3, -, 63.0% elo% vs. v3, avg. reward: 5.570, 3.507 sec/game, 30.7 min. total, 740.0 MB
italicize_pushiness v9 692 games, 670084 moves, e=0.337, loss: 721.1, -, 60.2% elo% vs. v3, avg. reward: 5.623, 3.524 sec/game, 30.8 min. total, 741.5 MB
italicize_pushiness v9 693 games, 671801 moves, e=0.335, loss: 748.6, +, 62.0% elo% vs. v3, avg. reward: 5.613, 3.542 sec/game, 30.8 min. total, 742.9 MB
italicize_pushiness v9 694 games, 673430 moves, e=0.333, loss: 757.2, +, 63.6% elo% vs. v3, avg. reward: 5.662, 3.554 sec/game, 30.9 min. total, 742.9 MB
italicize_pushiness v9 695 games, 674979 moves, e=0.332, loss: 747.0, +, 65.1% elo% vs. v3, avg. reward: 5.630, 3.546 sec/game, 31.0 min. total, 745.1 MB
italicize_pushiness v9 696 games, 676308 moves, e=0.330, loss: 775.1, +, 66.6% elo% vs. v3, avg. reward: 5.698, 3.527 sec/game, 31.0 min. total, 743.5 MB
italicize_pushiness v9 697 games, 678200 moves, e=0.329, loss: 793.1, +, 67.9% elo% vs. v3, avg. reward: 5.709, 3.566 sec/game, 31.1 min. total, 744.2 MB
italicize_pushiness v9 698 games, 679819 moves, e=0.327, loss: 754.6, -, 65.1% elo% vs. v3, avg. reward: 5.676, 3.599 sec/game, 31.2 min. total, 745.2 MB
italicize_pushiness v9 699 games, 681527 moves, e=0.325, loss: 705.5, -, 62.4% elo% vs. v3, avg. reward: 5.612, 3.601 sec/game, 31.2 min. total, 746.2 MB
italicize_pushiness v9 700 games, 683172 moves, e=0.324, loss: 660.8, +, 64.0% elo% vs. v3, avg. reward: 5.603, 3.606 sec/game, 31.3 min. total, 748.3 MB
italicize_pushiness v10 701 games, 684838 moves, e=0.322, loss: 704.8, +, 52.3% elo% vs. v3, avg. reward: 5.586, 3.634 sec/game, 31.3 min. total, 746.3 MB
italicize_pushiness v10 702 games, 686194 moves, e=0.321, loss: 688.8, +, 54.5% elo% vs. v3, avg. reward: 5.505, 3.624 sec/game, 31.4 min. total, 746.4 MB
italicize_pushiness v10 703 games, 687720 moves, e=0.319, loss: 701.5, +, 56.6% elo% vs. v3, avg. reward: 5.514, 3.640 sec/game, 31.5 min. total, 746.3 MB
italicize_pushiness v10 704 games, 689255 moves, e=0.318, loss: 673.7, +, 58.5% elo% vs. v3, avg. reward: 5.553, 3.654 sec/game, 31.5 min. total, 749.8 MB
italicize_pushiness v10 705 games, 691092 moves, e=0.316, loss: 704.5, +, 60.4% elo% vs. v3, avg. reward: 5.562, 3.702 sec/game, 31.6 min. total, 749.2 MB
italicize_pushiness v10 706 games, 692588 moves, e=0.314, loss: 717.4, +, 62.1% elo% vs. v3, avg. reward: 5.532, 3.745 sec/game, 31.7 min. total, 749.0 MB
italicize_pushiness v10 707 games, 694187 moves, e=0.313, loss: 789.4, +, 63.7% elo% vs. v3, avg. reward: 5.636, 3.827 sec/game, 31.7 min. total, 751.5 MB
italicize_pushiness v10 708 games, 696029 moves, e=0.311, loss: 795.1, +, 65.2% elo% vs. v3, avg. reward: 5.649, 3.882 sec/game, 31.8 min. total, 749.7 MB
italicize_pushiness v10 709 games, 697467 moves, e=0.310, loss: 731.3, +, 66.7% elo% vs. v3, avg. reward: 5.672, 3.889 sec/game, 31.9 min. total, 750.1 MB
italicize_pushiness v10 710 games, 698929 moves, e=0.308, loss: 738.1, -, 63.9% elo% vs. v3, avg. reward: 5.666, 3.905 sec/game, 32.0 min. total, 750.5 MB
italicize_pushiness v10 711 games, 700677 moves, e=0.306, loss: 733.8, +, 65.4% elo% vs. v3, avg. reward: 5.679, 3.935 sec/game, 32.0 min. total, 753.3 MB
italicize_pushiness v10 712 games, 702359 moves, e=0.305, loss: 664.8, +, 66.8% elo% vs. v3, avg. reward: 5.648, 3.979 sec/game, 32.1 min. total, 755.1 MB
italicize_pushiness v10 713 games, 703956 moves, e=0.303, loss: 664.7, ., 66.2% elo% vs. v3, avg. reward: 5.653, 3.980 sec/game, 32.2 min. total, 753.0 MB
italicize_pushiness v10 714 games, 705694 moves, e=0.301, loss: 633.0, ., 65.5% elo% vs. v3, avg. reward: 5.696, 4.009 sec/game, 32.2 min. total, 753.0 MB
italicize_pushiness v10 715 games, 707552 moves, e=0.300, loss: 596.6, ., 64.8% elo% vs. v3, avg. reward: 5.752, 4.072 sec/game, 32.3 min. total, 753.4 MB
italicize_pushiness v10 716 games, 709117 moves, e=0.298, loss: 629.9, -, 62.1% elo% vs. v3, avg. reward: 5.798, 4.125 sec/game, 32.4 min. total, 753.8 MB
italicize_pushiness v10 717 games, 710733 moves, e=0.296, loss: 617.1, -, 59.3% elo% vs. v3, avg. reward: 5.846, 4.125 sec/game, 32.5 min. total, 756.2 MB
italicize_pushiness v10 718 games, 712413 moves, e=0.295, loss: 610.8, -, 56.7% elo% vs. v3, avg. reward: 5.853, 4.150 sec/game, 32.5 min. total, 755.7 MB
italicize_pushiness v10 719 games, 713896 moves, e=0.293, loss: 579.4, +, 58.6% elo% vs. v3, avg. reward: 5.856, 4.166 sec/game, 32.6 min. total, 756.1 MB
italicize_pushiness v10 720 games, 715740 moves, e=0.291, loss: 556.6, +, 60.5% elo% vs. v3, avg. reward: 5.933, 4.203 sec/game, 32.7 min. total, 758.4 MB
italicize_pushiness v10 721 games, 717469 moves, e=0.290, loss: 563.3, +, 62.2% elo% vs. v3, avg. reward: 5.948, 4.237 sec/game, 32.8 min. total, 758.5 MB
italicize_pushiness v10 722 games, 719175 moves, e=0.288, loss: 608.7, +, 63.8% elo% vs. v3, avg. reward: 6.090, 4.278 sec/game, 32.8 min. total, 756.9 MB
italicize_pushiness v10 723 games, 720889 moves, e=0.286, loss: 620.7, +, 65.3% elo% vs. v3, avg. reward: 6.055, 4.294 sec/game, 32.9 min. total, 759.7 MB
italicize_pushiness v10 724 games, 722832 moves, e=0.284, loss: 648.3, +, 66.8% elo% vs. v3, avg. reward: 6.191, 4.347 sec/game, 33.0 min. total, 760.3 MB
italicize_pushiness v10 725 games, 724222 moves, e=0.283, loss: 669.3, +, 68.1% elo% vs. v3, avg. reward: 6.222, 4.287 sec/game, 33.0 min. total, 760.6 MB
italicize_pushiness v10 726 games, 725944 moves, e=0.281, loss: 718.8, +, 69.4% elo% vs. v3, avg. reward: 6.166, 4.286 sec/game, 33.1 min. total, 760.9 MB
italicize_pushiness v10 727 games, 727781 moves, e=0.279, loss: 724.4, +, 70.6% elo% vs. v3, avg. reward: 6.180, 4.295 sec/game, 33.2 min. total, 763.2 MB
italicize_pushiness v11 728 games, 729504 moves, e=0.278, loss: 709.6, +, 54.5% elo% vs. v10, avg. reward: 6.152, 4.294 sec/game, 33.3 min. total, 784.6 MB
italicize_pushiness v11 729 games, 731401 moves, e=0.276, loss: 804.1, -, 52.0% elo% vs. v10, avg. reward: 6.183, 4.355 sec/game, 33.3 min. total, 778.9 MB
italicize_pushiness v11 730 games, 733184 moves, e=0.274, loss: 747.6, -, 49.6% elo% vs. v10, avg. reward: 6.352, 4.381 sec/game, 33.4 min. total, 777.8 MB
italicize_pushiness v11 731 games, 734962 moves, e=0.272, loss: 738.8, -, 47.3% elo% vs. v10, avg. reward: 6.339, 4.379 sec/game, 33.5 min. total, 777.8 MB
italicize_pushiness v11 732 games, 736722 moves, e=0.271, loss: 880.2, -, 45.1% elo% vs. v10, avg. reward: 6.429, 4.371 sec/game, 33.6 min. total, 777.9 MB
italicize_pushiness v11 733 games, 738471 moves, e=0.269, loss: 797.2, ., 45.4% elo% vs. v10, avg. reward: 6.426, 4.374 sec/game, 33.6 min. total, 776.0 MB
italicize_pushiness v11 734 games, 740245 moves, e=0.267, loss: 754.7, +, 47.9% elo% vs. v10, avg. reward: 6.514, 4.353 sec/game, 33.7 min. total, 780.2 MB
italicize_pushiness v11 735 games, 742164 moves, e=0.265, loss: 842.2, -, 45.7% elo% vs. v10, avg. reward: 6.529, 4.332 sec/game, 33.8 min. total, 779.7 MB
italicize_pushiness v11 736 games, 743663 moves, e=0.264, loss: 898.1, -, 43.6% elo% vs. v10, avg. reward: 6.600, 4.299 sec/game, 33.8 min. total, 779.4 MB
italicize_pushiness v11 737 games, 745345 moves, e=0.262, loss: 850.6, -, 41.6% elo% vs. v10, avg. reward: 6.596, 4.288 sec/game, 33.9 min. total, 779.6 MB
italicize_pushiness v11 738 games, 747119 moves, e=0.260, loss: 818.5, -, 39.8% elo% vs. v10, avg. reward: 6.622, 4.263 sec/game, 34.0 min. total, 779.6 MB
italicize_pushiness v11 739 games, 748985 moves, e=0.259, loss: 848.5, -, 38.0% elo% vs. v10, avg. reward: 6.649, 4.277 sec/game, 34.0 min. total, 782.2 MB
italicize_pushiness v11 740 games, 750721 moves, e=0.257, loss: 832.5, -, 36.4% elo% vs. v10, avg. reward: 6.450, 4.294 sec/game, 34.1 min. total, 782.3 MB
italicize_pushiness v11 741 games, 752500 moves, e=0.255, loss: 821.4, +, 39.2% elo% vs. v10, avg. reward: 6.671, 4.297 sec/game, 34.2 min. total, 782.3 MB
italicize_pushiness v11 742 games, 754334 moves, e=0.253, loss: 892.2, -, 37.5% elo% vs. v10, avg. reward: 6.649, 4.353 sec/game, 34.3 min. total, 782.7 MB
italicize_pushiness v11 743 games, 756258 moves, e=0.251, loss: 889.0, +, 40.2% elo% vs. v10, avg. reward: 6.805, 4.400 sec/game, 34.4 min. total, 783.6 MB
italicize_pushiness v11 744 games, 758235 moves, e=0.249, loss: 905.4, -, 38.4% elo% vs. v10, avg. reward: 6.884, 4.410 sec/game, 34.4 min. total, 787.2 MB
italicize_pushiness v11 745 games, 760378 moves, e=0.247, loss: 924.5, -, 36.8% elo% vs. v10, avg. reward: 6.932, 4.525 sec/game, 34.5 min. total, 787.8 MB
italicize_pushiness v11 746 games, 762246 moves, e=0.245, loss: 972.1, -, 35.2% elo% vs. v10, avg. reward: 6.973, 4.551 sec/game, 34.6 min. total, 789.0 MB
italicize_pushiness v11 747 games, 764145 moves, e=0.243, loss: 1015.0, ., 35.8% elo% vs. v10, avg. reward: 6.986, 4.535 sec/game, 34.7 min. total, 789.1 MB
italicize_pushiness v11 748 games, 766004 moves, e=0.242, loss: 1072.4, -, 34.3% elo% vs. v10, avg. reward: 6.971, 4.541 sec/game, 34.8 min. total, 788.6 MB
italicize_pushiness v11 749 games, 767743 moves, e=0.240, loss: 1052.3, -, 32.9% elo% vs. v10, avg. reward: 6.948, 4.502 sec/game, 34.8 min. total, 788.6 MB
italicize_pushiness v11 750 games, 769816 moves, e=0.238, loss: 993.9, +, 35.7% elo% vs. v10, avg. reward: 6.888, 4.524 sec/game, 34.9 min. total, 788.3 MB
italicize_pushiness v11 751 games, 771525 moves, e=0.236, loss: 934.9, -, 34.2% elo% vs. v10, avg. reward: 6.882, 4.509 sec/game, 35.0 min. total, 788.1 MB
italicize_pushiness v11 752 games, 773485 moves, e=0.234, loss: 860.6, +, 37.0% elo% vs. v10, avg. reward: 6.868, 4.578 sec/game, 35.1 min. total, 787.4 MB
italicize_pushiness v11 753 games, 775246 moves, e=0.233, loss: 819.6, +, 39.7% elo% vs. v10, avg. reward: 6.939, 4.626 sec/game, 35.2 min. total, 788.0 MB
italicize_pushiness v11 754 games, 777122 moves, e=0.231, loss: 841.2, +, 42.4% elo% vs. v10, avg. reward: 6.981, 4.680 sec/game, 35.2 min. total, 791.8 MB
italicize_pushiness v11 755 games, 778962 moves, e=0.229, loss: 798.4, -, 40.5% elo% vs. v10, avg. reward: 6.989, 4.706 sec/game, 35.3 min. total, 790.0 MB
italicize_pushiness v11 756 games, 781054 moves, e=0.227, loss: 764.0, +, 43.2% elo% vs. v10, avg. reward: 6.983, 4.790 sec/game, 35.4 min. total, 790.9 MB
italicize_pushiness v11 757 games, 782972 moves, e=0.225, loss: 795.7, +, 45.8% elo% vs. v10, avg. reward: 7.153, 4.824 sec/game, 35.5 min. total, 792.0 MB
italicize_pushiness v11 758 games, 784629 moves, e=0.223, loss: 785.0, -, 43.7% elo% vs. v10, avg. reward: 7.172, 4.839 sec/game, 35.6 min. total, 792.0 MB
italicize_pushiness v11 759 games, 786404 moves, e=0.221, loss: 797.1, +, 46.2% elo% vs. v10, avg. reward: 7.193, 4.845 sec/game, 35.6 min. total, 794.5 MB
italicize_pushiness v11 760 games, 788683 moves, e=0.219, loss: 765.1, +, 48.7% elo% vs. v10, avg. reward: 7.213, 4.886 sec/game, 35.7 min. total, 795.4 MB
italicize_pushiness v11 761 games, 791227 moves, e=0.217, loss: 735.3, -, 46.5% elo% vs. v10, avg. reward: 7.392, 4.979 sec/game, 35.9 min. total, 798.8 MB
italicize_pushiness v11 762 games, 793202 moves, e=0.215, loss: 876.6, -, 44.4% elo% vs. v10, avg. reward: 7.384, 4.975 sec/game, 35.9 min. total, 798.1 MB
italicize_pushiness v11 763 games, 795094 moves, e=0.213, loss: 821.0, +, 46.9% elo% vs. v10, avg. reward: 7.340, 4.995 sec/game, 36.0 min. total, 798.7 MB
italicize_pushiness v11 764 games, 797049 moves, e=0.211, loss: 768.9, ., 47.0% elo% vs. v10, avg. reward: 7.410, 5.002 sec/game, 36.1 min. total, 800.9 MB
italicize_pushiness v11 765 games, 799236 moves, e=0.209, loss: 748.4, +, 49.5% elo% vs. v10, avg. reward: 7.468, 5.025 sec/game, 36.2 min. total, 800.8 MB
italicize_pushiness v11 766 games, 801442 moves, e=0.207, loss: 865.3, -, 47.2% elo% vs. v10, avg. reward: 7.475, 5.064 sec/game, 36.3 min. total, 798.3 MB
italicize_pushiness v11 767 games, 803317 moves, e=0.205, loss: 875.5, +, 49.6% elo% vs. v10, avg. reward: 7.555, 5.067 sec/game, 36.4 min. total, 798.9 MB
italicize_pushiness v11 768 games, 805135 moves, e=0.203, loss: 882.6, -, 47.3% elo% vs. v10, avg. reward: 7.669, 5.065 sec/game, 36.5 min. total, 799.2 MB
