utmost_conform v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.8 MB
utmost_conform v4 147 games, 108731 moves, e=0.892, loss: 5.1, +, 40.8% elo% vs. random_no_suicide, avg. reward: -9.415, 1.797 sec/game, 3.7 min. total, 499.2 MB
utmost_conform v4 148 games, 109513 moves, e=0.892, loss: 5.1, ., 41.2% elo% vs. random_no_suicide, avg. reward: -9.386, 1.798 sec/game, 3.8 min. total, 497.1 MB
utmost_conform v4 149 games, 110366 moves, e=0.891, loss: 5.5, -, 39.4% elo% vs. random_no_suicide, avg. reward: -9.379, 1.812 sec/game, 3.8 min. total, 499.0 MB
utmost_conform v4 150 games, 111171 moves, e=0.890, loss: 5.1, +, 42.1% elo% vs. random_no_suicide, avg. reward: -9.356, 1.800 sec/game, 3.8 min. total, 499.4 MB
utmost_conform v4 151 games, 111978 moves, e=0.889, loss: 4.9, -, 40.2% elo% vs. random_no_suicide, avg. reward: -9.346, 1.797 sec/game, 3.9 min. total, 499.1 MB
utmost_conform v4 152 games, 112722 moves, e=0.888, loss: 4.9, +, 42.9% elo% vs. random_no_suicide, avg. reward: -9.343, 1.791 sec/game, 3.9 min. total, 499.0 MB
utmost_conform v4 153 games, 113516 moves, e=0.888, loss: 4.5, +, 45.5% elo% vs. random_no_suicide, avg. reward: -9.312, 1.792 sec/game, 3.9 min. total, 499.0 MB
utmost_conform v4 154 games, 114225 moves, e=0.887, loss: 4.8, -, 43.4% elo% vs. random_no_suicide, avg. reward: -9.311, 1.771 sec/game, 4.0 min. total, 502.8 MB
utmost_conform v4 155 games, 114956 moves, e=0.886, loss: 4.6, -, 41.4% elo% vs. random_no_suicide, avg. reward: -9.307, 1.762 sec/game, 4.0 min. total, 499.2 MB
utmost_conform v4 156 games, 115653 moves, e=0.886, loss: 4.6, -, 39.6% elo% vs. random_no_suicide, avg. reward: -9.312, 1.747 sec/game, 4.0 min. total, 501.5 MB
utmost_conform v4 157 games, 116410 moves, e=0.885, loss: 4.9, -, 37.9% elo% vs. random_no_suicide, avg. reward: -9.285, 1.746 sec/game, 4.0 min. total, 501.6 MB
utmost_conform v4 158 games, 117104 moves, e=0.884, loss: 4.9, -, 36.2% elo% vs. random_no_suicide, avg. reward: -9.293, 1.729 sec/game, 4.1 min. total, 502.8 MB
utmost_conform v4 159 games, 117811 moves, e=0.883, loss: 4.6, +, 39.0% elo% vs. random_no_suicide, avg. reward: -9.296, 1.730 sec/game, 4.1 min. total, 502.4 MB
utmost_conform v4 160 games, 118545 moves, e=0.883, loss: 4.3, -, 37.3% elo% vs. random_no_suicide, avg. reward: -9.293, 1.745 sec/game, 4.1 min. total, 500.7 MB
utmost_conform v4 161 games, 119312 moves, e=0.882, loss: 4.5, -, 35.7% elo% vs. random_no_suicide, avg. reward: -9.294, 1.731 sec/game, 4.2 min. total, 504.1 MB
utmost_conform v4 162 games, 119982 moves, e=0.881, loss: 4.3, +, 38.5% elo% vs. random_no_suicide, avg. reward: -9.311, 1.732 sec/game, 4.2 min. total, 501.9 MB
utmost_conform v4 163 games, 120793 moves, e=0.880, loss: 4.4, +, 41.2% elo% vs. random_no_suicide, avg. reward: -9.305, 1.746 sec/game, 4.2 min. total, 500.7 MB
utmost_conform v4 164 games, 121413 moves, e=0.880, loss: 4.5, ., 41.6% elo% vs. random_no_suicide, avg. reward: -9.342, 1.702 sec/game, 4.2 min. total, 500.7 MB
utmost_conform v4 165 games, 122126 moves, e=0.879, loss: 5.2, -, 39.7% elo% vs. random_no_suicide, avg. reward: -9.339, 1.727 sec/game, 4.3 min. total, 504.6 MB
utmost_conform v4 166 games, 122865 moves, e=0.878, loss: 5.0, +, 42.4% elo% vs. random_no_suicide, avg. reward: -9.342, 1.704 sec/game, 4.3 min. total, 500.7 MB
utmost_conform v4 167 games, 123652 moves, e=0.878, loss: 4.7, -, 40.5% elo% vs. random_no_suicide, avg. reward: -9.331, 1.730 sec/game, 4.3 min. total, 500.9 MB
utmost_conform v4 168 games, 124461 moves, e=0.877, loss: 4.4, +, 43.2% elo% vs. random_no_suicide, avg. reward: -9.307, 1.735 sec/game, 4.4 min. total, 502.0 MB
utmost_conform v4 169 games, 125214 moves, e=0.876, loss: 4.5, +, 45.8% elo% vs. random_no_suicide, avg. reward: -9.313, 1.728 sec/game, 4.4 min. total, 502.2 MB
utmost_conform v4 170 games, 126091 moves, e=0.875, loss: 4.9, +, 48.3% elo% vs. random_no_suicide, avg. reward: -9.306, 1.738 sec/game, 4.4 min. total, 503.3 MB
utmost_conform v4 171 games, 126923 moves, e=0.874, loss: 4.9, +, 50.6% elo% vs. random_no_suicide, avg. reward: -9.302, 1.739 sec/game, 4.4 min. total, 501.9 MB
utmost_conform v4 172 games, 127720 moves, e=0.874, loss: 5.0, +, 52.9% elo% vs. random_no_suicide, avg. reward: -9.286, 1.741 sec/game, 4.5 min. total, 501.9 MB
utmost_conform v4 173 games, 128636 moves, e=0.873, loss: 5.0, +, 55.1% elo% vs. random_no_suicide, avg. reward: -9.257, 1.759 sec/game, 4.5 min. total, 502.2 MB
utmost_conform v4 174 games, 129433 moves, e=0.872, loss: 5.2, -, 52.5% elo% vs. random_no_suicide, avg. reward: -9.252, 1.773 sec/game, 4.5 min. total, 505.6 MB
utmost_conform v4 175 games, 130156 moves, e=0.871, loss: 5.1, -, 50.1% elo% vs. random_no_suicide, avg. reward: -9.259, 1.764 sec/game, 4.6 min. total, 506.0 MB
utmost_conform v4 176 games, 130995 moves, e=0.870, loss: 5.0, -, 47.8% elo% vs. random_no_suicide, avg. reward: -9.242, 1.801 sec/game, 4.6 min. total, 504.7 MB
utmost_conform v4 177 games, 131742 moves, e=0.870, loss: 5.1, -, 45.6% elo% vs. random_no_suicide, avg. reward: -9.241, 1.803 sec/game, 4.6 min. total, 505.8 MB
utmost_conform v4 178 games, 132644 moves, e=0.869, loss: 5.3, +, 48.1% elo% vs. random_no_suicide, avg. reward: -9.235, 1.839 sec/game, 4.7 min. total, 504.0 MB
utmost_conform v4 179 games, 133335 moves, e=0.868, loss: 5.1, +, 50.5% elo% vs. random_no_suicide, avg. reward: -9.246, 1.831 sec/game, 4.7 min. total, 504.1 MB
utmost_conform v4 180 games, 134114 moves, e=0.867, loss: 5.2, -, 48.2% elo% vs. random_no_suicide, avg. reward: -9.240, 1.826 sec/game, 4.7 min. total, 507.5 MB
utmost_conform v4 181 games, 134811 moves, e=0.867, loss: 5.4, +, 50.6% elo% vs. random_no_suicide, avg. reward: -9.242, 1.827 sec/game, 4.8 min. total, 504.5 MB
utmost_conform v4 182 games, 135650 moves, e=0.866, loss: 5.5, +, 52.8% elo% vs. random_no_suicide, avg. reward: -9.234, 1.850 sec/game, 4.8 min. total, 505.7 MB
utmost_conform v4 183 games, 136452 moves, e=0.865, loss: 5.4, +, 55.0% elo% vs. random_no_suicide, avg. reward: -9.240, 1.864 sec/game, 4.8 min. total, 505.7 MB
utmost_conform v4 184 games, 137302 moves, e=0.864, loss: 5.5, +, 57.0% elo% vs. random_no_suicide, avg. reward: -9.222, 1.888 sec/game, 4.9 min. total, 506.4 MB
utmost_conform v4 185 games, 138126 moves, e=0.863, loss: 5.5, +, 59.0% elo% vs. random_no_suicide, avg. reward: -9.216, 1.894 sec/game, 4.9 min. total, 507.6 MB
utmost_conform v4 186 games, 138978 moves, e=0.862, loss: 5.3, +, 60.8% elo% vs. random_no_suicide, avg. reward: -9.197, 1.912 sec/game, 4.9 min. total, 506.1 MB
utmost_conform v4 187 games, 139699 moves, e=0.862, loss: 5.2, +, 62.5% elo% vs. random_no_suicide, avg. reward: -9.204, 1.907 sec/game, 5.0 min. total, 506.2 MB
utmost_conform v4 188 games, 140555 moves, e=0.861, loss: 5.4, +, 64.1% elo% vs. random_no_suicide, avg. reward: -9.176, 1.920 sec/game, 5.0 min. total, 507.7 MB
utmost_conform v4 189 games, 141407 moves, e=0.860, loss: 5.3, +, 65.6% elo% vs. random_no_suicide, avg. reward: -9.148, 1.917 sec/game, 5.0 min. total, 506.4 MB
utmost_conform v4 190 games, 142246 moves, e=0.859, loss: 5.0, +, 67.0% elo% vs. random_no_suicide, avg. reward: -9.135, 1.920 sec/game, 5.1 min. total, 507.9 MB
utmost_conform v4 191 games, 143119 moves, e=0.858, loss: 5.0, +, 68.4% elo% vs. random_no_suicide, avg. reward: -9.119, 1.935 sec/game, 5.1 min. total, 508.5 MB
utmost_conform v4 192 games, 143977 moves, e=0.857, loss: 4.8, +, 69.6% elo% vs. random_no_suicide, avg. reward: -9.120, 1.939 sec/game, 5.1 min. total, 508.4 MB
utmost_conform v4 193 games, 144848 moves, e=0.857, loss: 4.4, +, 70.8% elo% vs. random_no_suicide, avg. reward: -9.089, 1.937 sec/game, 5.2 min. total, 509.2 MB
utmost_conform v4 194 games, 145587 moves, e=0.856, loss: 4.5, +, 71.9% elo% vs. random_no_suicide, avg. reward: -9.093, 1.929 sec/game, 5.2 min. total, 510.5 MB
utmost_conform v4 195 games, 146557 moves, e=0.855, loss: 4.2, +, 72.9% elo% vs. random_no_suicide, avg. reward: -9.087, 1.957 sec/game, 5.2 min. total, 509.4 MB
utmost_conform v4 196 games, 147403 moves, e=0.854, loss: 4.3, +, 73.9% elo% vs. random_no_suicide, avg. reward: -9.076, 1.951 sec/game, 5.3 min. total, 509.3 MB
utmost_conform v4 197 games, 148226 moves, e=0.853, loss: 4.2, +, 74.8% elo% vs. random_no_suicide, avg. reward: -9.072, 1.966 sec/game, 5.3 min. total, 509.5 MB
utmost_conform v4 198 games, 149023 moves, e=0.852, loss: 4.2, +, 75.7% elo% vs. random_no_suicide, avg. reward: -9.070, 1.948 sec/game, 5.3 min. total, 510.9 MB
utmost_conform v5 199 games, 149846 moves, e=0.852, loss: 4.1, -, 49.9% elo% vs. simple_bot, avg. reward: -9.060, 1.966 sec/game, 5.4 min. total, 513.7 MB
utmost_conform v5 200 games, 150693 moves, e=0.851, loss: 4.1, -, 47.6% elo% vs. simple_bot, avg. reward: -9.029, 1.987 sec/game, 5.4 min. total, 513.2 MB
utmost_conform v6 201 games, 151572 moves, e=0.850, loss: 4.1, -, 47.7% elo% vs. simple_bot, avg. reward: -9.025, 2.003 sec/game, 5.4 min. total, 513.2 MB
utmost_conform v6 202 games, 152399 moves, e=0.849, loss: 3.9, -, 45.5% elo% vs. simple_bot, avg. reward: -9.011, 1.996 sec/game, 5.5 min. total, 513.5 MB
utmost_conform v6 203 games, 153207 moves, e=0.848, loss: 3.8, -, 43.4% elo% vs. simple_bot, avg. reward: -9.015, 1.985 sec/game, 5.5 min. total, 513.3 MB
utmost_conform v6 204 games, 154171 moves, e=0.847, loss: 3.7, -, 41.5% elo% vs. simple_bot, avg. reward: -8.966, 2.012 sec/game, 5.5 min. total, 513.4 MB
utmost_conform v6 205 games, 154978 moves, e=0.847, loss: 3.7, -, 39.6% elo% vs. simple_bot, avg. reward: -8.936, 1.998 sec/game, 5.6 min. total, 515.6 MB
utmost_conform v6 206 games, 155741 moves, e=0.846, loss: 3.8, -, 37.9% elo% vs. simple_bot, avg. reward: -8.929, 1.992 sec/game, 5.6 min. total, 515.3 MB
utmost_conform v6 207 games, 156588 moves, e=0.845, loss: 3.8, -, 36.3% elo% vs. simple_bot, avg. reward: -8.913, 2.011 sec/game, 5.6 min. total, 518.6 MB
utmost_conform v6 208 games, 157324 moves, e=0.844, loss: 3.9, -, 34.8% elo% vs. simple_bot, avg. reward: -8.909, 1.994 sec/game, 5.7 min. total, 515.3 MB
utmost_conform v6 209 games, 158229 moves, e=0.843, loss: 4.1, -, 33.3% elo% vs. simple_bot, avg. reward: -8.887, 2.012 sec/game, 5.7 min. total, 515.5 MB
utmost_conform v6 210 games, 159074 moves, e=0.843, loss: 3.8, -, 32.0% elo% vs. simple_bot, avg. reward: -8.882, 2.000 sec/game, 5.7 min. total, 515.4 MB
utmost_conform v6 211 games, 159969 moves, e=0.842, loss: 3.8, -, 30.7% elo% vs. simple_bot, avg. reward: -8.864, 2.003 sec/game, 5.8 min. total, 515.3 MB
utmost_conform v6 212 games, 160925 moves, e=0.841, loss: 3.8, -, 29.5% elo% vs. simple_bot, avg. reward: -8.844, 2.032 sec/game, 5.8 min. total, 515.6 MB
utmost_conform v6 213 games, 161742 moves, e=0.840, loss: 4.1, -, 28.4% elo% vs. simple_bot, avg. reward: -8.845, 2.017 sec/game, 5.8 min. total, 516.9 MB
utmost_conform v6 214 games, 162732 moves, e=0.839, loss: 3.9, -, 27.3% elo% vs. simple_bot, avg. reward: -8.829, 2.059 sec/game, 5.9 min. total, 516.5 MB
utmost_conform v6 215 games, 163579 moves, e=0.838, loss: 3.8, -, 26.4% elo% vs. simple_bot, avg. reward: -8.808, 2.045 sec/game, 5.9 min. total, 516.6 MB
utmost_conform v6 216 games, 164388 moves, e=0.837, loss: 4.0, -, 25.4% elo% vs. simple_bot, avg. reward: -8.799, 2.043 sec/game, 5.9 min. total, 516.6 MB
utmost_conform v6 217 games, 165234 moves, e=0.836, loss: 4.0, -, 24.5% elo% vs. simple_bot, avg. reward: -8.791, 2.036 sec/game, 6.0 min. total, 520.7 MB
utmost_conform v6 218 games, 166043 moves, e=0.836, loss: 4.2, -, 23.7% elo% vs. simple_bot, avg. reward: -8.783, 2.049 sec/game, 6.0 min. total, 520.5 MB
utmost_conform v6 219 games, 166835 moves, e=0.835, loss: 4.2, -, 22.9% elo% vs. simple_bot, avg. reward: -8.786, 2.042 sec/game, 6.0 min. total, 521.0 MB
utmost_conform v6 220 games, 167661 moves, e=0.834, loss: 4.4, -, 22.2% elo% vs. simple_bot, avg. reward: -8.783, 2.031 sec/game, 6.1 min. total, 521.3 MB
utmost_conform v6 221 games, 168320 moves, e=0.833, loss: 4.4, -, 21.5% elo% vs. simple_bot, avg. reward: -8.784, 2.016 sec/game, 6.1 min. total, 518.2 MB
utmost_conform v6 222 games, 169247 moves, e=0.832, loss: 4.6, -, 20.8% elo% vs. simple_bot, avg. reward: -8.763, 2.033 sec/game, 6.1 min. total, 518.0 MB
utmost_conform v6 223 games, 170044 moves, e=0.832, loss: 4.5, -, 20.2% elo% vs. simple_bot, avg. reward: -8.744, 2.032 sec/game, 6.2 min. total, 518.4 MB
utmost_conform v6 224 games, 170926 moves, e=0.831, loss: 4.7, -, 19.6% elo% vs. simple_bot, avg. reward: -8.731, 2.014 sec/game, 6.2 min. total, 518.3 MB
utmost_conform v6 225 games, 171746 moves, e=0.830, loss: 4.9, -, 19.1% elo% vs. simple_bot, avg. reward: -8.714, 2.016 sec/game, 6.2 min. total, 518.2 MB
utmost_conform v6 226 games, 172543 moves, e=0.829, loss: 5.1, -, 18.5% elo% vs. simple_bot, avg. reward: -8.704, 2.017 sec/game, 6.3 min. total, 518.2 MB
utmost_conform v6 227 games, 173421 moves, e=0.828, loss: 5.1, -, 18.0% elo% vs. simple_bot, avg. reward: -8.697, 2.008 sec/game, 6.3 min. total, 520.6 MB
utmost_conform v6 228 games, 174371 moves, e=0.827, loss: 5.0, -, 17.5% elo% vs. simple_bot, avg. reward: -8.673, 2.039 sec/game, 6.3 min. total, 521.6 MB
utmost_conform v6 229 games, 175178 moves, e=0.827, loss: 5.1, -, 17.1% elo% vs. simple_bot, avg. reward: -8.669, 2.024 sec/game, 6.4 min. total, 525.2 MB
utmost_conform v6 230 games, 175963 moves, e=0.826, loss: 5.5, -, 16.6% elo% vs. simple_bot, avg. reward: -8.678, 2.026 sec/game, 6.4 min. total, 523.7 MB
utmost_conform v6 231 games, 176796 moves, e=0.825, loss: 5.2, -, 16.2% elo% vs. simple_bot, avg. reward: -8.679, 2.023 sec/game, 6.4 min. total, 524.8 MB
utmost_conform v6 232 games, 177621 moves, e=0.824, loss: 5.3, -, 15.8% elo% vs. simple_bot, avg. reward: -8.663, 1.994 sec/game, 6.5 min. total, 524.7 MB
utmost_conform v6 233 games, 178439 moves, e=0.823, loss: 5.5, -, 15.4% elo% vs. simple_bot, avg. reward: -8.660, 2.010 sec/game, 6.5 min. total, 521.4 MB
utmost_conform v6 234 games, 179341 moves, e=0.822, loss: 5.5, -, 15.1% elo% vs. simple_bot, avg. reward: -8.653, 1.982 sec/game, 6.5 min. total, 521.8 MB
utmost_conform v6 235 games, 180175 moves, e=0.822, loss: 6.0, -, 14.7% elo% vs. simple_bot, avg. reward: -8.644, 1.983 sec/game, 6.6 min. total, 525.4 MB
utmost_conform v6 236 games, 181120 moves, e=0.821, loss: 6.1, -, 14.4% elo% vs. simple_bot, avg. reward: -8.632, 2.000 sec/game, 6.6 min. total, 522.5 MB
utmost_conform v6 237 games, 182064 moves, e=0.820, loss: 6.2, -, 14.0% elo% vs. simple_bot, avg. reward: -8.616, 2.010 sec/game, 6.6 min. total, 522.4 MB
utmost_conform v6 238 games, 182752 moves, e=0.819, loss: 6.5, -, 13.7% elo% vs. simple_bot, avg. reward: -8.624, 1.986 sec/game, 6.7 min. total, 524.7 MB
utmost_conform v6 239 games, 183703 moves, e=0.818, loss: 6.7, -, 13.4% elo% vs. simple_bot, avg. reward: -8.596, 2.014 sec/game, 6.7 min. total, 522.5 MB
utmost_conform v6 240 games, 184548 moves, e=0.817, loss: 6.8, -, 13.1% elo% vs. simple_bot, avg. reward: -8.572, 2.013 sec/game, 6.7 min. total, 522.6 MB
utmost_conform v6 241 games, 185616 moves, e=0.816, loss: 6.6, -, 12.9% elo% vs. simple_bot, avg. reward: -8.556, 2.056 sec/game, 6.8 min. total, 522.7 MB
utmost_conform v6 242 games, 186606 moves, e=0.815, loss: 6.8, -, 12.6% elo% vs. simple_bot, avg. reward: -8.517, 2.056 sec/game, 6.8 min. total, 523.9 MB
utmost_conform v6 243 games, 187484 moves, e=0.814, loss: 6.3, -, 12.4% elo% vs. simple_bot, avg. reward: -8.491, 2.078 sec/game, 6.9 min. total, 524.2 MB
utmost_conform v6 244 games, 188233 moves, e=0.814, loss: 5.9, -, 12.1% elo% vs. simple_bot, avg. reward: -8.521, 2.066 sec/game, 6.9 min. total, 524.1 MB
utmost_conform v6 245 games, 189052 moves, e=0.813, loss: 5.7, -, 11.9% elo% vs. simple_bot, avg. reward: -8.494, 2.067 sec/game, 6.9 min. total, 525.6 MB
utmost_conform v6 246 games, 189917 moves, e=0.812, loss: 5.8, -, 11.7% elo% vs. simple_bot, avg. reward: -8.486, 2.086 sec/game, 7.0 min. total, 524.4 MB
utmost_conform v6 247 games, 190670 moves, e=0.811, loss: 5.4, -, 11.4% elo% vs. simple_bot, avg. reward: -8.470, 2.074 sec/game, 7.0 min. total, 524.5 MB
utmost_conform v6 248 games, 191474 moves, e=0.810, loss: 5.1, -, 11.2% elo% vs. simple_bot, avg. reward: -8.467, 2.049 sec/game, 7.0 min. total, 524.5 MB
utmost_conform v6 249 games, 192364 moves, e=0.810, loss: 5.2, -, 11.0% elo% vs. simple_bot, avg. reward: -8.460, 2.067 sec/game, 7.1 min. total, 526.4 MB
utmost_conform v6 250 games, 193377 moves, e=0.809, loss: 5.3, -, 10.8% elo% vs. simple_bot, avg. reward: -8.442, 2.093 sec/game, 7.1 min. total, 527.7 MB
utmost_conform v6 251 games, 194289 moves, e=0.808, loss: 5.0, -, 10.6% elo% vs. simple_bot, avg. reward: -8.430, 2.096 sec/game, 7.1 min. total, 526.5 MB
utmost_conform v6 252 games, 195242 moves, e=0.807, loss: 5.4, -, 10.4% elo% vs. simple_bot, avg. reward: -8.409, 2.123 sec/game, 7.2 min. total, 526.4 MB
utmost_conform v6 253 games, 196062 moves, e=0.806, loss: 5.2, -, 10.3% elo% vs. simple_bot, avg. reward: -8.403, 2.110 sec/game, 7.2 min. total, 530.0 MB
utmost_conform v6 254 games, 196829 moves, e=0.805, loss: 5.0, -, 10.1% elo% vs. simple_bot, avg. reward: -8.401, 2.099 sec/game, 7.2 min. total, 526.7 MB
utmost_conform v6 255 games, 197743 moves, e=0.804, loss: 5.3, -, 9.9% elo% vs. simple_bot, avg. reward: -8.381, 2.117 sec/game, 7.3 min. total, 527.9 MB
utmost_conform v6 256 games, 198685 moves, e=0.803, loss: 5.5, -, 9.8% elo% vs. simple_bot, avg. reward: -8.353, 2.122 sec/game, 7.3 min. total, 528.6 MB
utmost_conform v6 257 games, 199851 moves, e=0.802, loss: 5.8, -, 9.6% elo% vs. simple_bot, avg. reward: -8.319, 2.151 sec/game, 7.4 min. total, 528.5 MB
utmost_conform v6 258 games, 200720 moves, e=0.801, loss: 6.0, -, 9.5% elo% vs. simple_bot, avg. reward: -8.293, 2.190 sec/game, 7.4 min. total, 528.5 MB
utmost_conform v6 259 games, 201713 moves, e=0.800, loss: 5.8, -, 9.3% elo% vs. simple_bot, avg. reward: -8.266, 2.181 sec/game, 7.4 min. total, 529.0 MB
utmost_conform v6 260 games, 202580 moves, e=0.799, loss: 5.7, -, 9.2% elo% vs. simple_bot, avg. reward: -8.246, 2.189 sec/game, 7.5 min. total, 528.7 MB
utmost_conform v6 261 games, 203576 moves, e=0.798, loss: 5.5, -, 9.0% elo% vs. simple_bot, avg. reward: -8.227, 2.178 sec/game, 7.5 min. total, 528.7 MB
utmost_conform v6 262 games, 204452 moves, e=0.798, loss: 5.6, -, 8.9% elo% vs. simple_bot, avg. reward: -8.196, 2.178 sec/game, 7.5 min. total, 530.0 MB
utmost_conform v6 263 games, 205383 moves, e=0.797, loss: 5.5, -, 8.8% elo% vs. simple_bot, avg. reward: -8.182, 2.186 sec/game, 7.6 min. total, 529.9 MB
utmost_conform v6 264 games, 206333 moves, e=0.796, loss: 5.3, -, 8.6% elo% vs. simple_bot, avg. reward: -8.142, 2.202 sec/game, 7.6 min. total, 530.1 MB
utmost_conform v6 265 games, 207030 moves, e=0.795, loss: 5.1, -, 8.5% elo% vs. simple_bot, avg. reward: -8.146, 2.203 sec/game, 7.7 min. total, 529.9 MB
utmost_conform v6 266 games, 207960 moves, e=0.794, loss: 5.2, -, 8.4% elo% vs. simple_bot, avg. reward: -8.119, 2.200 sec/game, 7.7 min. total, 529.9 MB
utmost_conform v6 267 games, 208884 moves, e=0.793, loss: 4.8, -, 8.3% elo% vs. simple_bot, avg. reward: -8.106, 2.217 sec/game, 7.7 min. total, 529.8 MB
utmost_conform v6 268 games, 209937 moves, e=0.792, loss: 4.6, -, 8.1% elo% vs. simple_bot, avg. reward: -8.086, 2.255 sec/game, 7.8 min. total, 530.1 MB
utmost_conform v6 269 games, 210956 moves, e=0.791, loss: 4.7, -, 8.0% elo% vs. simple_bot, avg. reward: -8.062, 2.265 sec/game, 7.8 min. total, 532.3 MB
utmost_conform v6 270 games, 211890 moves, e=0.790, loss: 4.7, -, 7.9% elo% vs. simple_bot, avg. reward: -8.057, 2.254 sec/game, 7.8 min. total, 533.9 MB
utmost_conform v6 271 games, 212860 moves, e=0.789, loss: 4.2, -, 7.8% elo% vs. simple_bot, avg. reward: -8.039, 2.255 sec/game, 7.9 min. total, 533.9 MB
utmost_conform v6 272 games, 213751 moves, e=0.788, loss: 4.1, -, 7.7% elo% vs. simple_bot, avg. reward: -8.030, 2.243 sec/game, 7.9 min. total, 532.3 MB
utmost_conform v6 273 games, 214645 moves, e=0.788, loss: 3.9, -, 7.6% elo% vs. simple_bot, avg. reward: -8.032, 2.257 sec/game, 8.0 min. total, 532.9 MB
utmost_conform v6 274 games, 215565 moves, e=0.787, loss: 4.0, -, 7.5% elo% vs. simple_bot, avg. reward: -8.021, 2.282 sec/game, 8.0 min. total, 532.8 MB
utmost_conform v6 275 games, 216533 moves, e=0.786, loss: 3.9, -, 7.4% elo% vs. simple_bot, avg. reward: -7.996, 2.281 sec/game, 8.0 min. total, 534.7 MB
utmost_conform v6 276 games, 217420 moves, e=0.785, loss: 3.8, -, 7.3% elo% vs. simple_bot, avg. reward: -7.988, 2.264 sec/game, 8.1 min. total, 535.2 MB
utmost_conform v6 277 games, 218420 moves, e=0.784, loss: 3.5, -, 7.2% elo% vs. simple_bot, avg. reward: -7.960, 2.250 sec/game, 8.1 min. total, 535.5 MB
utmost_conform v6 278 games, 219349 moves, e=0.783, loss: 3.7, -, 7.2% elo% vs. simple_bot, avg. reward: -7.957, 2.240 sec/game, 8.1 min. total, 535.4 MB
utmost_conform v6 279 games, 220239 moves, e=0.782, loss: 3.7, -, 7.1% elo% vs. simple_bot, avg. reward: -7.929, 2.240 sec/game, 8.2 min. total, 535.5 MB
utmost_conform v6 280 games, 221142 moves, e=0.781, loss: 4.3, -, 7.0% elo% vs. simple_bot, avg. reward: -7.915, 2.243 sec/game, 8.2 min. total, 539.6 MB
utmost_conform v6 281 games, 222022 moves, e=0.780, loss: 4.4, -, 6.9% elo% vs. simple_bot, avg. reward: -7.897, 2.227 sec/game, 8.3 min. total, 536.2 MB
utmost_conform v6 282 games, 222964 moves, e=0.779, loss: 3.9, -, 6.8% elo% vs. simple_bot, avg. reward: -7.884, 2.227 sec/game, 8.3 min. total, 536.2 MB
utmost_conform v6 283 games, 223953 moves, e=0.778, loss: 4.2, -, 6.7% elo% vs. simple_bot, avg. reward: -7.868, 2.233 sec/game, 8.3 min. total, 536.1 MB
utmost_conform v6 284 games, 224916 moves, e=0.777, loss: 4.0, -, 6.7% elo% vs. simple_bot, avg. reward: -7.859, 2.245 sec/game, 8.4 min. total, 536.3 MB
utmost_conform v6 285 games, 226054 moves, e=0.776, loss: 4.3, -, 6.6% elo% vs. simple_bot, avg. reward: -7.832, 2.297 sec/game, 8.4 min. total, 536.2 MB
