demanding_wow v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 322.9 MB
demanding_wow v3 154 games, 110838 moves, e=0.890, loss: 7.4, +, 61.4% elo% vs. v2, avg. reward: -2.868, 1.852 sec/game, 4.8 min. total, 481.2 MB
demanding_wow v3 155 games, 111602 moves, e=0.890, loss: 7.1, +, 63.1% elo% vs. v2, avg. reward: -2.860, 1.855 sec/game, 4.8 min. total, 480.4 MB
demanding_wow v3 156 games, 112447 moves, e=0.889, loss: 7.0, +, 64.7% elo% vs. v2, avg. reward: -2.845, 1.866 sec/game, 4.8 min. total, 480.2 MB
demanding_wow v3 157 games, 113246 moves, e=0.888, loss: 6.7, +, 66.2% elo% vs. v2, avg. reward: -2.832, 1.881 sec/game, 4.9 min. total, 478.3 MB
demanding_wow v3 158 games, 114005 moves, e=0.887, loss: 7.9, ., 65.5% elo% vs. v2, avg. reward: -2.826, 1.900 sec/game, 4.9 min. total, 481.4 MB
demanding_wow v3 159 games, 114790 moves, e=0.886, loss: 7.2, -, 62.7% elo% vs. v2, avg. reward: -2.821, 1.905 sec/game, 4.9 min. total, 483.3 MB
demanding_wow v3 160 games, 115473 moves, e=0.886, loss: 7.7, -, 60.0% elo% vs. v2, avg. reward: -2.827, 1.923 sec/game, 5.0 min. total, 483.3 MB
demanding_wow v3 161 games, 116078 moves, e=0.885, loss: 7.6, -, 57.3% elo% vs. v2, avg. reward: -2.830, 1.909 sec/game, 5.0 min. total, 483.2 MB
demanding_wow v3 162 games, 116807 moves, e=0.884, loss: 7.8, -, 54.7% elo% vs. v2, avg. reward: -2.825, 1.925 sec/game, 5.0 min. total, 481.5 MB
demanding_wow v3 163 games, 117616 moves, e=0.884, loss: 7.4, ., 54.5% elo% vs. v2, avg. reward: -2.816, 1.937 sec/game, 5.1 min. total, 483.6 MB
demanding_wow v3 164 games, 118467 moves, e=0.883, loss: 7.2, -, 52.0% elo% vs. v2, avg. reward: -2.808, 1.958 sec/game, 5.1 min. total, 484.8 MB
demanding_wow v3 165 games, 119281 moves, e=0.882, loss: 7.4, +, 54.2% elo% vs. v2, avg. reward: -2.796, 1.959 sec/game, 5.1 min. total, 482.9 MB
demanding_wow v3 166 games, 120104 moves, e=0.881, loss: 6.8, +, 56.3% elo% vs. v2, avg. reward: -2.796, 1.981 sec/game, 5.2 min. total, 485.3 MB
demanding_wow v3 167 games, 120825 moves, e=0.880, loss: 6.3, +, 58.2% elo% vs. v2, avg. reward: -2.795, 1.972 sec/game, 5.2 min. total, 485.4 MB
demanding_wow v3 168 games, 121705 moves, e=0.880, loss: 5.7, -, 55.6% elo% vs. v2, avg. reward: -2.786, 1.987 sec/game, 5.2 min. total, 485.3 MB
demanding_wow v3 169 games, 122578 moves, e=0.879, loss: 6.6, -, 53.1% elo% vs. v2, avg. reward: -2.780, 1.990 sec/game, 5.3 min. total, 485.9 MB
demanding_wow v3 170 games, 123377 moves, e=0.878, loss: 7.5, -, 50.6% elo% vs. v2, avg. reward: -2.772, 1.990 sec/game, 5.3 min. total, 485.7 MB
demanding_wow v3 171 games, 124192 moves, e=0.877, loss: 6.8, -, 48.3% elo% vs. v2, avg. reward: -2.768, 2.011 sec/game, 5.3 min. total, 488.2 MB
demanding_wow v3 172 games, 125010 moves, e=0.876, loss: 6.4, +, 50.7% elo% vs. v2, avg. reward: -2.766, 2.000 sec/game, 5.4 min. total, 486.1 MB
demanding_wow v3 173 games, 125773 moves, e=0.875, loss: 6.4, +, 52.9% elo% vs. v2, avg. reward: -2.762, 1.993 sec/game, 5.4 min. total, 489.4 MB
demanding_wow v3 174 games, 126581 moves, e=0.875, loss: 6.9, +, 55.1% elo% vs. v2, avg. reward: -2.760, 2.007 sec/game, 5.4 min. total, 487.4 MB
demanding_wow v3 175 games, 127537 moves, e=0.874, loss: 6.9, -, 52.6% elo% vs. v2, avg. reward: -2.760, 2.039 sec/game, 5.5 min. total, 489.3 MB
demanding_wow v3 176 games, 128351 moves, e=0.873, loss: 6.5, -, 50.2% elo% vs. v2, avg. reward: -2.753, 2.014 sec/game, 5.5 min. total, 489.3 MB
demanding_wow v3 177 games, 129122 moves, e=0.872, loss: 6.6, +, 52.5% elo% vs. v2, avg. reward: -2.758, 2.004 sec/game, 5.5 min. total, 489.6 MB
demanding_wow v3 178 games, 129778 moves, e=0.872, loss: 6.4, -, 50.0% elo% vs. v2, avg. reward: -2.759, 1.970 sec/game, 5.6 min. total, 489.7 MB
demanding_wow v3 179 games, 130601 moves, e=0.871, loss: 6.6, -, 47.7% elo% vs. v2, avg. reward: -2.750, 1.971 sec/game, 5.6 min. total, 490.2 MB
demanding_wow v3 180 games, 131338 moves, e=0.870, loss: 6.5, -, 45.5% elo% vs. v2, avg. reward: -2.752, 1.972 sec/game, 5.6 min. total, 488.2 MB
demanding_wow v3 181 games, 132024 moves, e=0.869, loss: 6.3, +, 48.0% elo% vs. v2, avg. reward: -2.756, 1.997 sec/game, 5.7 min. total, 490.2 MB
demanding_wow v3 182 games, 132725 moves, e=0.869, loss: 6.1, -, 45.8% elo% vs. v2, avg. reward: -2.749, 1.977 sec/game, 5.7 min. total, 490.3 MB
demanding_wow v3 183 games, 133580 moves, e=0.868, loss: 6.1, +, 48.3% elo% vs. v2, avg. reward: -2.732, 1.991 sec/game, 5.7 min. total, 488.3 MB
demanding_wow v3 184 games, 134436 moves, e=0.867, loss: 6.2, +, 50.7% elo% vs. v2, avg. reward: -2.722, 1.991 sec/game, 5.8 min. total, 488.1 MB
demanding_wow v3 185 games, 135169 moves, e=0.866, loss: 5.6, ., 50.7% elo% vs. v2, avg. reward: -2.721, 1.990 sec/game, 5.8 min. total, 490.4 MB
demanding_wow v3 186 games, 135964 moves, e=0.865, loss: 5.7, -, 48.3% elo% vs. v2, avg. reward: -2.721, 1.976 sec/game, 5.8 min. total, 491.5 MB
demanding_wow v3 187 games, 136714 moves, e=0.865, loss: 6.6, -, 46.1% elo% vs. v2, avg. reward: -2.727, 1.988 sec/game, 5.9 min. total, 493.2 MB
demanding_wow v3 188 games, 137422 moves, e=0.864, loss: 6.0, -, 44.0% elo% vs. v2, avg. reward: -2.731, 1.959 sec/game, 5.9 min. total, 493.1 MB
demanding_wow v3 189 games, 138226 moves, e=0.863, loss: 6.0, -, 42.0% elo% vs. v2, avg. reward: -2.729, 1.956 sec/game, 5.9 min. total, 493.4 MB
demanding_wow v3 190 games, 139082 moves, e=0.862, loss: 5.6, -, 40.2% elo% vs. v2, avg. reward: -2.732, 1.983 sec/game, 6.0 min. total, 493.7 MB
demanding_wow v3 191 games, 139910 moves, e=0.861, loss: 5.9, -, 38.4% elo% vs. v2, avg. reward: -2.734, 1.976 sec/game, 6.0 min. total, 493.6 MB
demanding_wow v3 192 games, 140588 moves, e=0.861, loss: 5.7, -, 36.7% elo% vs. v2, avg. reward: -2.732, 1.965 sec/game, 6.0 min. total, 493.8 MB
demanding_wow v3 193 games, 141475 moves, e=0.860, loss: 5.8, -, 35.2% elo% vs. v2, avg. reward: -2.721, 1.985 sec/game, 6.1 min. total, 495.8 MB
demanding_wow v3 194 games, 142251 moves, e=0.859, loss: 5.6, -, 33.7% elo% vs. v2, avg. reward: -2.720, 1.979 sec/game, 6.1 min. total, 494.0 MB
demanding_wow v3 195 games, 143202 moves, e=0.858, loss: 5.6, ., 34.4% elo% vs. v2, avg. reward: -2.716, 1.963 sec/game, 6.1 min. total, 496.7 MB
demanding_wow v3 196 games, 143951 moves, e=0.857, loss: 5.5, -, 33.0% elo% vs. v2, avg. reward: -2.705, 1.990 sec/game, 6.2 min. total, 494.0 MB
demanding_wow v3 197 games, 144792 moves, e=0.857, loss: 5.0, -, 31.6% elo% vs. v2, avg. reward: -2.689, 2.007 sec/game, 6.2 min. total, 494.1 MB
demanding_wow v3 198 games, 145641 moves, e=0.856, loss: 4.8, -, 30.4% elo% vs. v2, avg. reward: -2.689, 2.025 sec/game, 6.2 min. total, 496.8 MB
demanding_wow v3 199 games, 146540 moves, e=0.855, loss: 5.9, +, 33.2% elo% vs. v2, avg. reward: -2.678, 2.024 sec/game, 6.3 min. total, 494.8 MB
demanding_wow v3 200 games, 147326 moves, e=0.854, loss: 5.7, -, 31.8% elo% vs. v2, avg. reward: -2.680, 2.027 sec/game, 6.3 min. total, 496.7 MB
demanding_wow v4 201 games, 148197 moves, e=0.853, loss: 6.0, -, 47.7% elo% vs. v2, avg. reward: -2.669, 2.050 sec/game, 6.3 min. total, 497.2 MB
demanding_wow v4 202 games, 149111 moves, e=0.852, loss: 6.8, -, 45.5% elo% vs. v2, avg. reward: -2.658, 2.074 sec/game, 6.4 min. total, 497.2 MB
demanding_wow v4 203 games, 149883 moves, e=0.852, loss: 7.0, -, 43.4% elo% vs. v2, avg. reward: -2.659, 2.048 sec/game, 6.4 min. total, 498.4 MB
demanding_wow v4 204 games, 150608 moves, e=0.851, loss: 6.9, -, 41.5% elo% vs. v2, avg. reward: -2.654, 2.031 sec/game, 6.4 min. total, 497.6 MB
demanding_wow v4 205 games, 151255 moves, e=0.850, loss: 6.8, -, 39.6% elo% vs. v2, avg. reward: -2.661, 2.019 sec/game, 6.5 min. total, 497.6 MB
demanding_wow v4 206 games, 151996 moves, e=0.850, loss: 7.8, -, 37.9% elo% vs. v2, avg. reward: -2.663, 2.044 sec/game, 6.5 min. total, 497.5 MB
demanding_wow v4 207 games, 152844 moves, e=0.849, loss: 7.7, -, 36.3% elo% vs. v2, avg. reward: -2.651, 2.089 sec/game, 6.6 min. total, 497.6 MB
demanding_wow v4 208 games, 153697 moves, e=0.848, loss: 7.7, -, 34.8% elo% vs. v2, avg. reward: -2.646, 2.123 sec/game, 6.6 min. total, 500.0 MB
demanding_wow v4 209 games, 154444 moves, e=0.847, loss: 8.0, +, 37.5% elo% vs. v2, avg. reward: -2.653, 2.131 sec/game, 6.6 min. total, 498.4 MB
demanding_wow v4 210 games, 155172 moves, e=0.846, loss: 8.5, -, 35.9% elo% vs. v2, avg. reward: -2.655, 2.107 sec/game, 6.7 min. total, 500.4 MB
demanding_wow v4 211 games, 155914 moves, e=0.846, loss: 8.2, -, 34.4% elo% vs. v2, avg. reward: -2.647, 2.097 sec/game, 6.7 min. total, 498.4 MB
demanding_wow v4 212 games, 156681 moves, e=0.845, loss: 7.7, -, 33.0% elo% vs. v2, avg. reward: -2.632, 2.111 sec/game, 6.7 min. total, 500.7 MB
demanding_wow v4 213 games, 157509 moves, e=0.844, loss: 7.8, -, 31.7% elo% vs. v2, avg. reward: -2.637, 2.094 sec/game, 6.8 min. total, 500.7 MB
demanding_wow v4 214 games, 158153 moves, e=0.843, loss: 7.8, -, 30.4% elo% vs. v2, avg. reward: -2.646, 2.074 sec/game, 6.8 min. total, 500.7 MB
demanding_wow v4 215 games, 158964 moves, e=0.843, loss: 7.2, -, 29.2% elo% vs. v2, avg. reward: -2.650, 2.061 sec/game, 6.8 min. total, 499.2 MB
demanding_wow v4 216 games, 159647 moves, e=0.842, loss: 6.5, -, 28.1% elo% vs. v2, avg. reward: -2.643, 2.034 sec/game, 6.8 min. total, 503.4 MB
demanding_wow v4 217 games, 160475 moves, e=0.841, loss: 7.0, -, 27.1% elo% vs. v2, avg. reward: -2.643, 2.016 sec/game, 6.9 min. total, 503.3 MB
demanding_wow v4 218 games, 161267 moves, e=0.840, loss: 7.3, -, 26.1% elo% vs. v2, avg. reward: -2.632, 2.016 sec/game, 6.9 min. total, 503.3 MB
demanding_wow v4 219 games, 161999 moves, e=0.840, loss: 7.1, -, 25.2% elo% vs. v2, avg. reward: -2.623, 2.004 sec/game, 6.9 min. total, 503.5 MB
demanding_wow v4 220 games, 162757 moves, e=0.839, loss: 6.7, -, 24.3% elo% vs. v2, avg. reward: -2.618, 2.002 sec/game, 7.0 min. total, 503.4 MB
demanding_wow v4 221 games, 163770 moves, e=0.838, loss: 7.4, +, 27.0% elo% vs. v2, avg. reward: -2.604, 2.018 sec/game, 7.0 min. total, 503.7 MB
demanding_wow v4 222 games, 164452 moves, e=0.837, loss: 7.9, -, 26.0% elo% vs. v2, avg. reward: -2.615, 1.987 sec/game, 7.0 min. total, 503.8 MB
demanding_wow v4 223 games, 165350 moves, e=0.836, loss: 8.4, -, 25.1% elo% vs. v2, avg. reward: -2.609, 2.002 sec/game, 7.1 min. total, 506.0 MB
demanding_wow v4 224 games, 166199 moves, e=0.835, loss: 7.4, -, 24.3% elo% vs. v2, avg. reward: -2.605, 2.024 sec/game, 7.1 min. total, 506.0 MB
demanding_wow v4 225 games, 166866 moves, e=0.835, loss: 7.8, +, 26.9% elo% vs. v2, avg. reward: -2.609, 2.022 sec/game, 7.1 min. total, 506.2 MB
demanding_wow v4 226 games, 167715 moves, e=0.834, loss: 6.9, +, 29.6% elo% vs. v2, avg. reward: -2.607, 2.011 sec/game, 7.2 min. total, 504.1 MB
demanding_wow v4 227 games, 168524 moves, e=0.833, loss: 7.1, +, 32.4% elo% vs. v2, avg. reward: -2.606, 1.969 sec/game, 7.2 min. total, 504.0 MB
demanding_wow v4 228 games, 169241 moves, e=0.832, loss: 7.0, -, 31.1% elo% vs. v2, avg. reward: -2.602, 1.951 sec/game, 7.2 min. total, 504.1 MB
demanding_wow v4 229 games, 170047 moves, e=0.832, loss: 7.0, +, 33.9% elo% vs. v2, avg. reward: -2.599, 1.937 sec/game, 7.3 min. total, 504.1 MB
demanding_wow v4 230 games, 170855 moves, e=0.831, loss: 7.1, +, 36.7% elo% vs. v2, avg. reward: -2.592, 1.948 sec/game, 7.3 min. total, 504.4 MB
demanding_wow v4 231 games, 171634 moves, e=0.830, loss: 7.3, +, 39.4% elo% vs. v2, avg. reward: -2.586, 1.953 sec/game, 7.3 min. total, 507.3 MB
demanding_wow v4 232 games, 172474 moves, e=0.829, loss: 7.3, +, 42.1% elo% vs. v2, avg. reward: -2.589, 1.976 sec/game, 7.4 min. total, 505.5 MB
demanding_wow v4 233 games, 173239 moves, e=0.828, loss: 7.0, +, 44.7% elo% vs. v2, avg. reward: -2.597, 1.980 sec/game, 7.4 min. total, 505.4 MB
demanding_wow v4 234 games, 174042 moves, e=0.828, loss: 7.3, -, 42.7% elo% vs. v2, avg. reward: -2.588, 1.999 sec/game, 7.4 min. total, 505.6 MB
demanding_wow v4 235 games, 174782 moves, e=0.827, loss: 6.5, -, 40.8% elo% vs. v2, avg. reward: -2.589, 1.998 sec/game, 7.5 min. total, 505.7 MB
demanding_wow v4 236 games, 175651 moves, e=0.826, loss: 6.7, ., 41.2% elo% vs. v2, avg. reward: -2.575, 2.017 sec/game, 7.5 min. total, 505.6 MB
demanding_wow v4 237 games, 176526 moves, e=0.825, loss: 6.7, -, 39.4% elo% vs. v2, avg. reward: -2.569, 2.031 sec/game, 7.6 min. total, 509.3 MB
demanding_wow v4 238 games, 177379 moves, e=0.824, loss: 6.5, -, 37.7% elo% vs. v2, avg. reward: -2.564, 2.036 sec/game, 7.6 min. total, 508.0 MB
demanding_wow v4 239 games, 178087 moves, e=0.824, loss: 7.1, ., 38.2% elo% vs. v2, avg. reward: -2.567, 2.039 sec/game, 7.6 min. total, 511.2 MB
demanding_wow v4 240 games, 178934 moves, e=0.823, loss: 7.7, -, 36.6% elo% vs. v2, avg. reward: -2.555, 2.040 sec/game, 7.6 min. total, 510.1 MB
demanding_wow v4 241 games, 179684 moves, e=0.822, loss: 7.5, ., 37.1% elo% vs. v2, avg. reward: -2.553, 2.003 sec/game, 7.7 min. total, 510.3 MB
demanding_wow v4 242 games, 180501 moves, e=0.821, loss: 7.3, +, 39.9% elo% vs. v2, avg. reward: -2.547, 2.031 sec/game, 7.7 min. total, 510.3 MB
demanding_wow v4 243 games, 181219 moves, e=0.821, loss: 7.7, +, 42.6% elo% vs. v2, avg. reward: -2.555, 2.002 sec/game, 7.7 min. total, 508.4 MB
demanding_wow v4 244 games, 182023 moves, e=0.820, loss: 7.5, +, 45.2% elo% vs. v2, avg. reward: -2.550, 1.995 sec/game, 7.8 min. total, 508.6 MB
demanding_wow v4 245 games, 182741 moves, e=0.819, loss: 7.7, -, 43.1% elo% vs. v2, avg. reward: -2.560, 1.999 sec/game, 7.8 min. total, 510.4 MB
demanding_wow v4 246 games, 183538 moves, e=0.818, loss: 7.7, +, 45.7% elo% vs. v2, avg. reward: -2.559, 1.994 sec/game, 7.8 min. total, 510.3 MB
demanding_wow v4 247 games, 184402 moves, e=0.817, loss: 8.6, -, 43.6% elo% vs. v2, avg. reward: -2.558, 2.008 sec/game, 7.9 min. total, 510.4 MB
demanding_wow v4 248 games, 185233 moves, e=0.817, loss: 8.4, -, 41.7% elo% vs. v2, avg. reward: -2.553, 2.024 sec/game, 7.9 min. total, 510.5 MB
demanding_wow v4 249 games, 186040 moves, e=0.816, loss: 8.8, -, 39.8% elo% vs. v2, avg. reward: -2.548, 2.030 sec/game, 7.9 min. total, 512.4 MB
demanding_wow v4 250 games, 186783 moves, e=0.815, loss: 8.1, -, 38.1% elo% vs. v2, avg. reward: -2.549, 2.026 sec/game, 8.0 min. total, 510.7 MB
demanding_wow v4 251 games, 187537 moves, e=0.814, loss: 8.2, -, 36.4% elo% vs. v2, avg. reward: -2.554, 2.040 sec/game, 8.0 min. total, 510.7 MB
demanding_wow v4 252 games, 188314 moves, e=0.814, loss: 8.4, ., 37.0% elo% vs. v2, avg. reward: -2.565, 2.026 sec/game, 8.1 min. total, 513.2 MB
demanding_wow v4 253 games, 189260 moves, e=0.813, loss: 8.4, +, 39.7% elo% vs. v2, avg. reward: -2.564, 2.041 sec/game, 8.1 min. total, 513.3 MB
demanding_wow v4 254 games, 190087 moves, e=0.812, loss: 7.6, +, 42.4% elo% vs. v2, avg. reward: -2.560, 2.063 sec/game, 8.1 min. total, 513.3 MB
demanding_wow v4 255 games, 190912 moves, e=0.811, loss: 7.5, -, 40.5% elo% vs. v2, avg. reward: -2.559, 2.071 sec/game, 8.2 min. total, 513.4 MB
demanding_wow v4 256 games, 191751 moves, e=0.810, loss: 7.4, -, 38.7% elo% vs. v2, avg. reward: -2.566, 2.075 sec/game, 8.2 min. total, 513.2 MB
demanding_wow v4 257 games, 192528 moves, e=0.809, loss: 8.0, -, 37.1% elo% vs. v2, avg. reward: -2.576, 2.066 sec/game, 8.2 min. total, 513.5 MB
demanding_wow v4 258 games, 193279 moves, e=0.809, loss: 7.7, -, 35.5% elo% vs. v2, avg. reward: -2.575, 2.052 sec/game, 8.3 min. total, 515.3 MB
demanding_wow v4 259 games, 194130 moves, e=0.808, loss: 8.2, -, 34.0% elo% vs. v2, avg. reward: -2.570, 2.070 sec/game, 8.3 min. total, 515.9 MB
demanding_wow v4 260 games, 194932 moves, e=0.807, loss: 7.8, ., 34.7% elo% vs. v2, avg. reward: -2.555, 2.075 sec/game, 8.3 min. total, 515.6 MB
demanding_wow v4 261 games, 195682 moves, e=0.806, loss: 8.4, +, 37.4% elo% vs. v2, avg. reward: -2.551, 2.081 sec/game, 8.4 min. total, 515.5 MB
demanding_wow v4 262 games, 196593 moves, e=0.805, loss: 7.9, -, 35.8% elo% vs. v2, avg. reward: -2.543, 2.114 sec/game, 8.4 min. total, 517.4 MB
demanding_wow v4 263 games, 197408 moves, e=0.805, loss: 7.1, -, 34.3% elo% vs. v2, avg. reward: -2.543, 2.157 sec/game, 8.5 min. total, 515.6 MB
demanding_wow v4 264 games, 198133 moves, e=0.804, loss: 7.1, -, 32.9% elo% vs. v2, avg. reward: -2.550, 2.132 sec/game, 8.5 min. total, 515.9 MB
demanding_wow v4 265 games, 198779 moves, e=0.803, loss: 7.3, -, 31.6% elo% vs. v2, avg. reward: -2.561, 2.133 sec/game, 8.5 min. total, 517.7 MB
demanding_wow v4 266 games, 199710 moves, e=0.802, loss: 8.6, -, 30.4% elo% vs. v2, avg. reward: -2.555, 2.157 sec/game, 8.6 min. total, 517.7 MB
demanding_wow v4 267 games, 200416 moves, e=0.802, loss: 8.0, -, 29.2% elo% vs. v2, avg. reward: -2.550, 2.128 sec/game, 8.6 min. total, 519.0 MB
demanding_wow v4 268 games, 201292 moves, e=0.801, loss: 7.4, +, 32.0% elo% vs. v2, avg. reward: -2.550, 2.130 sec/game, 8.6 min. total, 518.1 MB
demanding_wow v4 269 games, 202008 moves, e=0.800, loss: 7.4, +, 34.7% elo% vs. v2, avg. reward: -2.561, 2.122 sec/game, 8.7 min. total, 518.1 MB
demanding_wow v4 270 games, 202800 moves, e=0.799, loss: 7.8, -, 33.3% elo% vs. v2, avg. reward: -2.566, 2.119 sec/game, 8.7 min. total, 518.1 MB
demanding_wow v4 271 games, 203565 moves, e=0.798, loss: 7.8, +, 36.1% elo% vs. v2, avg. reward: -2.567, 2.102 sec/game, 8.7 min. total, 518.3 MB
demanding_wow v4 272 games, 204462 moves, e=0.798, loss: 7.7, ., 36.7% elo% vs. v2, avg. reward: -2.564, 2.109 sec/game, 8.8 min. total, 518.3 MB
demanding_wow v4 273 games, 205292 moves, e=0.797, loss: 8.1, +, 39.4% elo% vs. v2, avg. reward: -2.557, 2.096 sec/game, 8.8 min. total, 518.6 MB
demanding_wow v4 274 games, 206193 moves, e=0.796, loss: 7.7, -, 37.7% elo% vs. v2, avg. reward: -2.553, 2.112 sec/game, 8.8 min. total, 519.4 MB
demanding_wow v4 275 games, 207025 moves, e=0.795, loss: 8.2, -, 36.1% elo% vs. v2, avg. reward: -2.552, 2.126 sec/game, 8.9 min. total, 523.8 MB
demanding_wow v4 276 games, 208053 moves, e=0.794, loss: 8.5, +, 38.8% elo% vs. v2, avg. reward: -2.544, 2.140 sec/game, 8.9 min. total, 521.6 MB
demanding_wow v4 277 games, 208781 moves, e=0.793, loss: 8.2, +, 41.6% elo% vs. v2, avg. reward: -2.540, 2.139 sec/game, 9.0 min. total, 521.9 MB
demanding_wow v4 278 games, 209687 moves, e=0.792, loss: 8.3, -, 39.7% elo% vs. v2, avg. reward: -2.531, 2.169 sec/game, 9.0 min. total, 522.0 MB
demanding_wow v4 279 games, 210449 moves, e=0.792, loss: 8.2, ., 40.2% elo% vs. v2, avg. reward: -2.533, 2.150 sec/game, 9.0 min. total, 522.3 MB
demanding_wow v4 280 games, 211421 moves, e=0.791, loss: 8.1, -, 38.4% elo% vs. v2, avg. reward: -2.519, 2.161 sec/game, 9.1 min. total, 524.5 MB
demanding_wow v4 281 games, 212317 moves, e=0.790, loss: 8.9, +, 41.1% elo% vs. v2, avg. reward: -2.513, 2.178 sec/game, 9.1 min. total, 522.3 MB
demanding_wow v4 282 games, 213072 moves, e=0.789, loss: 8.8, +, 43.8% elo% vs. v2, avg. reward: -2.511, 2.134 sec/game, 9.1 min. total, 525.7 MB
demanding_wow v4 283 games, 214014 moves, e=0.788, loss: 8.7, +, 46.3% elo% vs. v2, avg. reward: -2.512, 2.128 sec/game, 9.2 min. total, 523.4 MB
demanding_wow v4 284 games, 214862 moves, e=0.787, loss: 8.7, +, 48.8% elo% vs. v2, avg. reward: -2.507, 2.154 sec/game, 9.2 min. total, 523.5 MB
demanding_wow v4 285 games, 215725 moves, e=0.786, loss: 7.9, -, 46.6% elo% vs. v2, avg. reward: -2.497, 2.184 sec/game, 9.2 min. total, 526.3 MB
demanding_wow v4 286 games, 216481 moves, e=0.786, loss: 8.2, -, 44.4% elo% vs. v2, avg. reward: -2.496, 2.158 sec/game, 9.3 min. total, 525.4 MB
demanding_wow v4 287 games, 217377 moves, e=0.785, loss: 9.0, +, 47.0% elo% vs. v2, avg. reward: -2.488, 2.189 sec/game, 9.3 min. total, 523.3 MB
demanding_wow v4 288 games, 218162 moves, e=0.784, loss: 8.8, -, 44.8% elo% vs. v2, avg. reward: -2.480, 2.175 sec/game, 9.3 min. total, 525.4 MB
demanding_wow v4 289 games, 218935 moves, e=0.783, loss: 8.7, +, 47.3% elo% vs. v2, avg. reward: -2.480, 2.182 sec/game, 9.4 min. total, 525.9 MB
demanding_wow v4 290 games, 219820 moves, e=0.782, loss: 8.7, -, 45.2% elo% vs. v2, avg. reward: -2.481, 2.201 sec/game, 9.4 min. total, 526.8 MB
demanding_wow v4 291 games, 220663 moves, e=0.782, loss: 7.8, +, 47.7% elo% vs. v2, avg. reward: -2.475, 2.205 sec/game, 9.5 min. total, 528.5 MB
demanding_wow v4 292 games, 221466 moves, e=0.781, loss: 7.9, -, 45.5% elo% vs. v2, avg. reward: -2.476, 2.207 sec/game, 9.5 min. total, 526.8 MB
demanding_wow v4 293 games, 222280 moves, e=0.780, loss: 8.0, -, 43.4% elo% vs. v2, avg. reward: -2.474, 2.207 sec/game, 9.5 min. total, 526.9 MB
demanding_wow v4 294 games, 223128 moves, e=0.779, loss: 8.6, +, 46.0% elo% vs. v2, avg. reward: -2.467, 2.182 sec/game, 9.6 min. total, 527.0 MB
demanding_wow v4 295 games, 223926 moves, e=0.778, loss: 8.5, +, 48.5% elo% vs. v2, avg. reward: -2.469, 2.164 sec/game, 9.6 min. total, 527.1 MB
demanding_wow v4 296 games, 224870 moves, e=0.777, loss: 8.2, -, 46.3% elo% vs. v2, avg. reward: -2.462, 2.149 sec/game, 9.6 min. total, 529.2 MB
demanding_wow v4 297 games, 225787 moves, e=0.776, loss: 8.3, -, 44.1% elo% vs. v2, avg. reward: -2.457, 2.166 sec/game, 9.7 min. total, 528.6 MB
demanding_wow v4 298 games, 226492 moves, e=0.776, loss: 8.8, +, 46.7% elo% vs. v2, avg. reward: -2.462, 2.153 sec/game, 9.7 min. total, 528.9 MB
demanding_wow v4 299 games, 227502 moves, e=0.775, loss: 9.1, -, 44.6% elo% vs. v2, avg. reward: -2.461, 2.188 sec/game, 9.8 min. total, 531.0 MB
demanding_wow v4 300 games, 228293 moves, e=0.774, loss: 8.8, -, 42.5% elo% vs. v2, avg. reward: -2.459, 2.177 sec/game, 9.8 min. total, 530.9 MB
demanding_wow v5 301 games, 229206 moves, e=0.773, loss: 8.2, -, 47.7% elo% vs. v2, avg. reward: -2.460, 2.179 sec/game, 9.8 min. total, 531.0 MB
demanding_wow v5 302 games, 230154 moves, e=0.772, loss: 8.8, -, 45.5% elo% vs. v2, avg. reward: -2.462, 2.212 sec/game, 9.9 min. total, 531.1 MB
demanding_wow v5 303 games, 231128 moves, e=0.771, loss: 9.3, -, 43.4% elo% vs. v2, avg. reward: -2.448, 2.211 sec/game, 9.9 min. total, 529.5 MB
demanding_wow v5 304 games, 232034 moves, e=0.770, loss: 9.3, -, 41.5% elo% vs. v2, avg. reward: -2.443, 2.216 sec/game, 9.9 min. total, 529.8 MB
demanding_wow v5 305 games, 233011 moves, e=0.769, loss: 9.0, -, 39.6% elo% vs. v2, avg. reward: -2.428, 2.233 sec/game, 10.0 min. total, 532.1 MB
demanding_wow v5 306 games, 233988 moves, e=0.768, loss: 9.5, +, 42.3% elo% vs. v2, avg. reward: -2.419, 2.273 sec/game, 10.0 min. total, 531.8 MB
demanding_wow v5 307 games, 234858 moves, e=0.767, loss: 9.8, -, 40.4% elo% vs. v2, avg. reward: -2.418, 2.358 sec/game, 10.1 min. total, 517.6 MB
demanding_wow v5 308 games, 235850 moves, e=0.767, loss: 10.6, +, 43.1% elo% vs. v2, avg. reward: -2.414, 2.402 sec/game, 10.1 min. total, 517.8 MB
demanding_wow v5 309 games, 236772 moves, e=0.766, loss: 10.0, +, 45.7% elo% vs. v2, avg. reward: -2.400, 2.422 sec/game, 10.2 min. total, 518.0 MB
demanding_wow v5 310 games, 237666 moves, e=0.765, loss: 10.2, +, 48.2% elo% vs. v2, avg. reward: -2.388, 2.424 sec/game, 10.2 min. total, 516.1 MB
