agreeable_scroll v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.7 MB
agreeable_scroll v4 145 games, 106631 moves, e=0.894, loss: 7.7, -, 57.8% elo% vs. random_no_suicide, avg. reward: -12.637, 1.268 sec/game, 2.6 min. total, 455.2 MB
agreeable_scroll v4 146 games, 107448 moves, e=0.894, loss: 7.5, +, 59.7% elo% vs. random_no_suicide, avg. reward: -12.623, 1.270 sec/game, 2.6 min. total, 457.8 MB
agreeable_scroll v4 147 games, 108121 moves, e=0.893, loss: 7.4, +, 61.4% elo% vs. random_no_suicide, avg. reward: -12.643, 1.268 sec/game, 2.7 min. total, 456.4 MB
agreeable_scroll v4 148 games, 108863 moves, e=0.892, loss: 7.6, +, 63.1% elo% vs. random_no_suicide, avg. reward: -12.651, 1.251 sec/game, 2.7 min. total, 455.2 MB
agreeable_scroll v4 149 games, 109708 moves, e=0.891, loss: 7.8, -, 60.4% elo% vs. random_no_suicide, avg. reward: -12.641, 1.257 sec/game, 2.7 min. total, 455.7 MB
agreeable_scroll v4 150 games, 110506 moves, e=0.891, loss: 8.3, +, 62.1% elo% vs. random_no_suicide, avg. reward: -12.641, 1.245 sec/game, 2.7 min. total, 458.1 MB
agreeable_scroll v4 151 games, 111254 moves, e=0.890, loss: 8.3, +, 63.7% elo% vs. random_no_suicide, avg. reward: -12.646, 1.260 sec/game, 2.7 min. total, 457.7 MB
agreeable_scroll v4 152 games, 111998 moves, e=0.889, loss: 7.9, +, 65.3% elo% vs. random_no_suicide, avg. reward: -12.644, 1.258 sec/game, 2.8 min. total, 456.5 MB
agreeable_scroll v4 153 games, 112726 moves, e=0.888, loss: 8.1, +, 66.7% elo% vs. random_no_suicide, avg. reward: -12.608, 1.257 sec/game, 2.8 min. total, 458.4 MB
agreeable_scroll v4 154 games, 113512 moves, e=0.888, loss: 7.7, -, 63.9% elo% vs. random_no_suicide, avg. reward: -12.608, 1.245 sec/game, 2.8 min. total, 458.9 MB
agreeable_scroll v4 155 games, 114275 moves, e=0.887, loss: 8.0, +, 65.4% elo% vs. random_no_suicide, avg. reward: -12.611, 1.252 sec/game, 2.8 min. total, 458.1 MB
agreeable_scroll v4 156 games, 115025 moves, e=0.886, loss: 8.1, -, 62.7% elo% vs. random_no_suicide, avg. reward: -12.588, 1.223 sec/game, 2.8 min. total, 456.7 MB
agreeable_scroll v4 157 games, 115792 moves, e=0.885, loss: 7.8, -, 59.9% elo% vs. random_no_suicide, avg. reward: -12.561, 1.234 sec/game, 2.9 min. total, 456.8 MB
agreeable_scroll v4 158 games, 116597 moves, e=0.885, loss: 8.2, -, 57.2% elo% vs. random_no_suicide, avg. reward: -12.548, 1.252 sec/game, 2.9 min. total, 457.3 MB
agreeable_scroll v4 159 games, 117176 moves, e=0.884, loss: 7.7, +, 59.2% elo% vs. random_no_suicide, avg. reward: -12.591, 1.247 sec/game, 2.9 min. total, 457.4 MB
agreeable_scroll v4 160 games, 117895 moves, e=0.883, loss: 8.0, -, 56.5% elo% vs. random_no_suicide, avg. reward: -12.594, 1.261 sec/game, 2.9 min. total, 460.1 MB
agreeable_scroll v4 161 games, 118669 moves, e=0.883, loss: 7.4, -, 53.9% elo% vs. random_no_suicide, avg. reward: -12.592, 1.276 sec/game, 3.0 min. total, 459.1 MB
agreeable_scroll v4 162 games, 119479 moves, e=0.882, loss: 8.1, ., 53.7% elo% vs. random_no_suicide, avg. reward: -12.550, 1.279 sec/game, 3.0 min. total, 459.4 MB
agreeable_scroll v4 163 games, 120374 moves, e=0.881, loss: 8.1, ., 53.6% elo% vs. random_no_suicide, avg. reward: -12.528, 1.286 sec/game, 3.0 min. total, 459.1 MB
agreeable_scroll v4 164 games, 121239 moves, e=0.880, loss: 8.9, -, 51.1% elo% vs. random_no_suicide, avg. reward: -12.499, 1.297 sec/game, 3.0 min. total, 460.7 MB
agreeable_scroll v4 165 games, 122059 moves, e=0.879, loss: 9.0, +, 53.4% elo% vs. random_no_suicide, avg. reward: -12.500, 1.287 sec/game, 3.0 min. total, 459.8 MB
agreeable_scroll v4 166 games, 122863 moves, e=0.878, loss: 8.9, +, 55.5% elo% vs. random_no_suicide, avg. reward: -12.507, 1.283 sec/game, 3.1 min. total, 458.6 MB
agreeable_scroll v4 167 games, 123585 moves, e=0.878, loss: 8.6, +, 57.5% elo% vs. random_no_suicide, avg. reward: -12.500, 1.292 sec/game, 3.1 min. total, 460.2 MB
agreeable_scroll v4 168 games, 124346 moves, e=0.877, loss: 8.8, +, 59.4% elo% vs. random_no_suicide, avg. reward: -12.481, 1.291 sec/game, 3.1 min. total, 459.0 MB
agreeable_scroll v4 169 games, 125109 moves, e=0.876, loss: 8.3, +, 61.2% elo% vs. random_no_suicide, avg. reward: -12.453, 1.290 sec/game, 3.1 min. total, 459.7 MB
agreeable_scroll v4 170 games, 125941 moves, e=0.875, loss: 8.1, +, 62.9% elo% vs. random_no_suicide, avg. reward: -12.437, 1.293 sec/game, 3.2 min. total, 461.2 MB
agreeable_scroll v4 171 games, 126717 moves, e=0.875, loss: 8.3, +, 64.5% elo% vs. random_no_suicide, avg. reward: -12.442, 1.295 sec/game, 3.2 min. total, 461.3 MB
agreeable_scroll v4 172 games, 127534 moves, e=0.874, loss: 8.4, ., 63.8% elo% vs. random_no_suicide, avg. reward: -12.433, 1.308 sec/game, 3.2 min. total, 461.9 MB
agreeable_scroll v4 173 games, 128351 moves, e=0.873, loss: 8.8, +, 65.4% elo% vs. random_no_suicide, avg. reward: -12.415, 1.310 sec/game, 3.2 min. total, 463.2 MB
agreeable_scroll v4 174 games, 129133 moves, e=0.872, loss: 8.7, +, 66.8% elo% vs. random_no_suicide, avg. reward: -12.406, 1.311 sec/game, 3.2 min. total, 461.3 MB
agreeable_scroll v4 175 games, 129839 moves, e=0.871, loss: 8.3, ., 66.1% elo% vs. random_no_suicide, avg. reward: -12.403, 1.308 sec/game, 3.3 min. total, 463.5 MB
agreeable_scroll v4 176 games, 130516 moves, e=0.871, loss: 8.2, -, 63.3% elo% vs. random_no_suicide, avg. reward: -12.391, 1.299 sec/game, 3.3 min. total, 462.1 MB
agreeable_scroll v4 177 games, 131292 moves, e=0.870, loss: 8.9, +, 64.9% elo% vs. random_no_suicide, avg. reward: -12.359, 1.296 sec/game, 3.3 min. total, 462.2 MB
agreeable_scroll v4 178 games, 132041 moves, e=0.869, loss: 9.8, +, 66.3% elo% vs. random_no_suicide, avg. reward: -12.332, 1.289 sec/game, 3.3 min. total, 461.0 MB
agreeable_scroll v4 179 games, 132861 moves, e=0.868, loss: 9.7, -, 63.6% elo% vs. random_no_suicide, avg. reward: -12.323, 1.295 sec/game, 3.3 min. total, 461.1 MB
agreeable_scroll v4 180 games, 133535 moves, e=0.868, loss: 8.9, -, 60.8% elo% vs. random_no_suicide, avg. reward: -12.354, 1.292 sec/game, 3.4 min. total, 462.0 MB
agreeable_scroll v4 181 games, 134262 moves, e=0.867, loss: 8.7, -, 58.1% elo% vs. random_no_suicide, avg. reward: -12.344, 1.273 sec/game, 3.4 min. total, 462.3 MB
agreeable_scroll v4 182 games, 134999 moves, e=0.866, loss: 9.5, -, 55.5% elo% vs. random_no_suicide, avg. reward: -12.321, 1.273 sec/game, 3.4 min. total, 463.4 MB
agreeable_scroll v4 183 games, 135865 moves, e=0.865, loss: 9.3, -, 52.9% elo% vs. random_no_suicide, avg. reward: -12.309, 1.274 sec/game, 3.4 min. total, 463.8 MB
agreeable_scroll v4 184 games, 136524 moves, e=0.865, loss: 9.6, -, 50.5% elo% vs. random_no_suicide, avg. reward: -12.344, 1.257 sec/game, 3.4 min. total, 463.3 MB
agreeable_scroll v4 185 games, 137193 moves, e=0.864, loss: 9.2, +, 52.8% elo% vs. random_no_suicide, avg. reward: -12.375, 1.247 sec/game, 3.5 min. total, 463.4 MB
agreeable_scroll v4 186 games, 137992 moves, e=0.863, loss: 9.5, -, 50.4% elo% vs. random_no_suicide, avg. reward: -12.352, 1.255 sec/game, 3.5 min. total, 462.9 MB
agreeable_scroll v4 187 games, 138835 moves, e=0.863, loss: 9.5, -, 48.0% elo% vs. random_no_suicide, avg. reward: -12.333, 1.257 sec/game, 3.5 min. total, 465.2 MB
agreeable_scroll v4 188 games, 139639 moves, e=0.862, loss: 9.0, -, 45.8% elo% vs. random_no_suicide, avg. reward: -12.347, 1.262 sec/game, 3.5 min. total, 463.7 MB
agreeable_scroll v4 189 games, 140348 moves, e=0.861, loss: 8.9, -, 43.8% elo% vs. random_no_suicide, avg. reward: -12.343, 1.250 sec/game, 3.6 min. total, 464.5 MB
agreeable_scroll v4 190 games, 141202 moves, e=0.860, loss: 8.8, +, 46.3% elo% vs. random_no_suicide, avg. reward: -12.321, 1.258 sec/game, 3.6 min. total, 464.5 MB
agreeable_scroll v4 191 games, 141954 moves, e=0.859, loss: 8.5, +, 48.8% elo% vs. random_no_suicide, avg. reward: -12.290, 1.250 sec/game, 3.6 min. total, 464.1 MB
agreeable_scroll v4 192 games, 142761 moves, e=0.859, loss: 8.6, ., 48.8% elo% vs. random_no_suicide, avg. reward: -12.285, 1.241 sec/game, 3.6 min. total, 464.9 MB
agreeable_scroll v4 193 games, 143530 moves, e=0.858, loss: 9.0, ., 48.9% elo% vs. random_no_suicide, avg. reward: -12.271, 1.243 sec/game, 3.6 min. total, 467.1 MB
agreeable_scroll v4 194 games, 144371 moves, e=0.857, loss: 8.4, +, 51.2% elo% vs. random_no_suicide, avg. reward: -12.264, 1.247 sec/game, 3.7 min. total, 465.9 MB
agreeable_scroll v4 195 games, 145091 moves, e=0.856, loss: 8.8, -, 48.9% elo% vs. random_no_suicide, avg. reward: -12.263, 1.247 sec/game, 3.7 min. total, 464.6 MB
agreeable_scroll v4 196 games, 145889 moves, e=0.856, loss: 8.8, +, 51.2% elo% vs. random_no_suicide, avg. reward: -12.263, 1.261 sec/game, 3.7 min. total, 467.7 MB
agreeable_scroll v4 197 games, 146691 moves, e=0.855, loss: 8.1, +, 53.5% elo% vs. random_no_suicide, avg. reward: -12.223, 1.269 sec/game, 3.7 min. total, 466.5 MB
agreeable_scroll v4 198 games, 147638 moves, e=0.854, loss: 8.4, -, 51.0% elo% vs. random_no_suicide, avg. reward: -12.209, 1.279 sec/game, 3.7 min. total, 465.9 MB
agreeable_scroll v4 199 games, 148436 moves, e=0.853, loss: 8.2, +, 53.3% elo% vs. random_no_suicide, avg. reward: -12.191, 1.283 sec/game, 3.8 min. total, 468.1 MB
agreeable_scroll v4 200 games, 149267 moves, e=0.852, loss: 7.8, -, 50.8% elo% vs. random_no_suicide, avg. reward: -12.200, 1.289 sec/game, 3.8 min. total, 467.4 MB
agreeable_scroll v5 201 games, 150053 moves, e=0.851, loss: 8.2, +, 52.3% elo% vs. random_no_suicide, avg. reward: -12.181, 1.299 sec/game, 3.8 min. total, 470.3 MB
agreeable_scroll v5 202 games, 150885 moves, e=0.851, loss: 8.5, +, 54.5% elo% vs. random_no_suicide, avg. reward: -12.160, 1.300 sec/game, 3.8 min. total, 467.7 MB
agreeable_scroll v5 203 games, 151738 moves, e=0.850, loss: 7.9, +, 56.6% elo% vs. random_no_suicide, avg. reward: -12.148, 1.298 sec/game, 3.9 min. total, 468.1 MB
agreeable_scroll v5 204 games, 152473 moves, e=0.849, loss: 8.3, +, 58.5% elo% vs. random_no_suicide, avg. reward: -12.159, 1.306 sec/game, 3.9 min. total, 469.4 MB
agreeable_scroll v5 205 games, 153268 moves, e=0.848, loss: 8.5, +, 60.4% elo% vs. random_no_suicide, avg. reward: -12.158, 1.315 sec/game, 3.9 min. total, 467.8 MB
agreeable_scroll v5 206 games, 154144 moves, e=0.847, loss: 7.8, +, 62.1% elo% vs. random_no_suicide, avg. reward: -12.138, 1.317 sec/game, 3.9 min. total, 469.0 MB
agreeable_scroll v5 207 games, 154941 moves, e=0.847, loss: 7.6, +, 63.7% elo% vs. random_no_suicide, avg. reward: -12.144, 1.319 sec/game, 3.9 min. total, 470.2 MB
agreeable_scroll v5 208 games, 155698 moves, e=0.846, loss: 7.4, +, 65.2% elo% vs. random_no_suicide, avg. reward: -12.148, 1.316 sec/game, 4.0 min. total, 469.5 MB
agreeable_scroll v5 209 games, 156441 moves, e=0.845, loss: 7.4, +, 66.7% elo% vs. random_no_suicide, avg. reward: -12.138, 1.319 sec/game, 4.0 min. total, 471.2 MB
agreeable_scroll v5 210 games, 157288 moves, e=0.844, loss: 7.9, +, 68.0% elo% vs. random_no_suicide, avg. reward: -12.133, 1.315 sec/game, 4.0 min. total, 470.1 MB
agreeable_scroll v5 211 games, 158110 moves, e=0.843, loss: 8.2, +, 69.3% elo% vs. random_no_suicide, avg. reward: -12.128, 1.326 sec/game, 4.0 min. total, 470.3 MB
agreeable_scroll v5 212 games, 158806 moves, e=0.843, loss: 8.2, +, 70.5% elo% vs. random_no_suicide, avg. reward: -12.118, 1.318 sec/game, 4.1 min. total, 470.4 MB
agreeable_scroll v6 213 games, 159636 moves, e=0.842, loss: 7.7, -, 49.9% elo% vs. simple_bot, avg. reward: -12.107, 1.329 sec/game, 4.1 min. total, 472.3 MB
agreeable_scroll v6 214 games, 160471 moves, e=0.841, loss: 7.4, -, 47.6% elo% vs. simple_bot, avg. reward: -12.096, 1.328 sec/game, 4.1 min. total, 473.4 MB
agreeable_scroll v6 215 games, 161232 moves, e=0.840, loss: 7.4, -, 45.4% elo% vs. simple_bot, avg. reward: -12.107, 1.330 sec/game, 4.1 min. total, 471.7 MB
agreeable_scroll v6 216 games, 161960 moves, e=0.840, loss: 7.9, -, 43.4% elo% vs. simple_bot, avg. reward: -12.108, 1.327 sec/game, 4.1 min. total, 474.2 MB
agreeable_scroll v6 217 games, 162691 moves, e=0.839, loss: 8.5, -, 41.4% elo% vs. simple_bot, avg. reward: -12.121, 1.320 sec/game, 4.2 min. total, 475.8 MB
agreeable_scroll v6 218 games, 163575 moves, e=0.838, loss: 7.9, -, 39.6% elo% vs. simple_bot, avg. reward: -12.088, 1.323 sec/game, 4.2 min. total, 476.1 MB
agreeable_scroll v6 219 games, 164441 moves, e=0.837, loss: 7.4, -, 37.8% elo% vs. simple_bot, avg. reward: -12.076, 1.329 sec/game, 4.2 min. total, 476.0 MB
agreeable_scroll v6 220 games, 165283 moves, e=0.836, loss: 7.1, -, 36.2% elo% vs. simple_bot, avg. reward: -12.058, 1.327 sec/game, 4.2 min. total, 474.6 MB
agreeable_scroll v6 221 games, 166277 moves, e=0.835, loss: 7.1, -, 34.7% elo% vs. simple_bot, avg. reward: -12.001, 1.348 sec/game, 4.3 min. total, 474.0 MB
agreeable_scroll v6 222 games, 167099 moves, e=0.835, loss: 7.8, -, 33.3% elo% vs. simple_bot, avg. reward: -11.982, 1.346 sec/game, 4.3 min. total, 475.3 MB
agreeable_scroll v6 223 games, 167933 moves, e=0.834, loss: 7.7, -, 31.9% elo% vs. simple_bot, avg. reward: -11.973, 1.338 sec/game, 4.3 min. total, 475.9 MB
agreeable_scroll v6 224 games, 168757 moves, e=0.833, loss: 7.2, -, 30.6% elo% vs. simple_bot, avg. reward: -11.935, 1.347 sec/game, 4.3 min. total, 476.1 MB
agreeable_scroll v6 225 games, 169448 moves, e=0.832, loss: 7.0, -, 29.5% elo% vs. simple_bot, avg. reward: -11.956, 1.337 sec/game, 4.3 min. total, 476.2 MB
agreeable_scroll v6 226 games, 170254 moves, e=0.831, loss: 6.8, -, 28.3% elo% vs. simple_bot, avg. reward: -11.939, 1.336 sec/game, 4.4 min. total, 477.7 MB
agreeable_scroll v6 227 games, 171004 moves, e=0.831, loss: 6.4, -, 27.3% elo% vs. simple_bot, avg. reward: -11.918, 1.324 sec/game, 4.4 min. total, 477.7 MB
agreeable_scroll v6 228 games, 171889 moves, e=0.830, loss: 6.6, -, 26.3% elo% vs. simple_bot, avg. reward: -11.922, 1.333 sec/game, 4.4 min. total, 476.8 MB
agreeable_scroll v6 229 games, 172586 moves, e=0.829, loss: 6.6, -, 25.4% elo% vs. simple_bot, avg. reward: -11.931, 1.334 sec/game, 4.4 min. total, 476.8 MB
agreeable_scroll v6 230 games, 173553 moves, e=0.828, loss: 7.1, -, 24.5% elo% vs. simple_bot, avg. reward: -11.898, 1.338 sec/game, 4.5 min. total, 478.7 MB
agreeable_scroll v6 231 games, 174425 moves, e=0.827, loss: 7.0, -, 23.7% elo% vs. simple_bot, avg. reward: -11.852, 1.338 sec/game, 4.5 min. total, 478.3 MB
agreeable_scroll v6 232 games, 175414 moves, e=0.826, loss: 7.4, -, 22.9% elo% vs. simple_bot, avg. reward: -11.835, 1.367 sec/game, 4.5 min. total, 478.0 MB
agreeable_scroll v6 233 games, 176237 moves, e=0.826, loss: 7.7, -, 22.2% elo% vs. simple_bot, avg. reward: -11.815, 1.356 sec/game, 4.5 min. total, 477.9 MB
agreeable_scroll v6 234 games, 177031 moves, e=0.825, loss: 7.4, -, 21.5% elo% vs. simple_bot, avg. reward: -11.815, 1.360 sec/game, 4.6 min. total, 480.3 MB
agreeable_scroll v6 235 games, 177885 moves, e=0.824, loss: 7.6, -, 20.8% elo% vs. simple_bot, avg. reward: -11.797, 1.360 sec/game, 4.6 min. total, 480.5 MB
agreeable_scroll v6 236 games, 178705 moves, e=0.823, loss: 8.3, -, 20.2% elo% vs. simple_bot, avg. reward: -11.770, 1.368 sec/game, 4.6 min. total, 479.2 MB
agreeable_scroll v6 237 games, 179597 moves, e=0.822, loss: 9.0, -, 19.6% elo% vs. simple_bot, avg. reward: -11.731, 1.378 sec/game, 4.6 min. total, 478.9 MB
agreeable_scroll v6 238 games, 180300 moves, e=0.822, loss: 8.7, -, 19.0% elo% vs. simple_bot, avg. reward: -11.716, 1.354 sec/game, 4.6 min. total, 481.4 MB
agreeable_scroll v6 239 games, 181146 moves, e=0.821, loss: 8.8, -, 18.5% elo% vs. simple_bot, avg. reward: -11.701, 1.354 sec/game, 4.7 min. total, 479.5 MB
agreeable_scroll v6 240 games, 181957 moves, e=0.820, loss: 9.2, -, 18.0% elo% vs. simple_bot, avg. reward: -11.675, 1.350 sec/game, 4.7 min. total, 480.0 MB
agreeable_scroll v6 241 games, 182795 moves, e=0.819, loss: 8.7, -, 17.5% elo% vs. simple_bot, avg. reward: -11.654, 1.336 sec/game, 4.7 min. total, 479.6 MB
agreeable_scroll v6 242 games, 183684 moves, e=0.818, loss: 9.1, -, 17.0% elo% vs. simple_bot, avg. reward: -11.633, 1.344 sec/game, 4.7 min. total, 481.1 MB
agreeable_scroll v6 243 games, 184568 moves, e=0.817, loss: 9.0, -, 16.6% elo% vs. simple_bot, avg. reward: -11.613, 1.348 sec/game, 4.8 min. total, 479.9 MB
agreeable_scroll v6 244 games, 185303 moves, e=0.817, loss: 9.0, -, 16.2% elo% vs. simple_bot, avg. reward: -11.624, 1.345 sec/game, 4.8 min. total, 483.0 MB
agreeable_scroll v6 245 games, 186135 moves, e=0.816, loss: 9.1, -, 15.8% elo% vs. simple_bot, avg. reward: -11.628, 1.377 sec/game, 4.8 min. total, 482.1 MB
agreeable_scroll v6 246 games, 186947 moves, e=0.815, loss: 7.9, -, 15.4% elo% vs. simple_bot, avg. reward: -11.628, 1.373 sec/game, 4.8 min. total, 482.1 MB
agreeable_scroll v6 247 games, 187728 moves, e=0.814, loss: 8.3, -, 15.0% elo% vs. simple_bot, avg. reward: -11.607, 1.390 sec/game, 4.9 min. total, 480.8 MB
agreeable_scroll v6 248 games, 188561 moves, e=0.813, loss: 8.8, -, 14.7% elo% vs. simple_bot, avg. reward: -11.585, 1.422 sec/game, 4.9 min. total, 483.0 MB
agreeable_scroll v6 249 games, 189405 moves, e=0.812, loss: 8.7, -, 14.3% elo% vs. simple_bot, avg. reward: -11.581, 1.432 sec/game, 4.9 min. total, 482.2 MB
agreeable_scroll v6 250 games, 190267 moves, e=0.812, loss: 8.6, -, 14.0% elo% vs. simple_bot, avg. reward: -11.570, 1.461 sec/game, 4.9 min. total, 482.5 MB
agreeable_scroll v6 251 games, 191004 moves, e=0.811, loss: 9.3, -, 13.7% elo% vs. simple_bot, avg. reward: -11.568, 1.455 sec/game, 5.0 min. total, 483.3 MB
agreeable_scroll v6 252 games, 191829 moves, e=0.810, loss: 9.4, -, 13.4% elo% vs. simple_bot, avg. reward: -11.555, 1.438 sec/game, 5.0 min. total, 481.6 MB
agreeable_scroll v6 253 games, 192530 moves, e=0.809, loss: 9.4, -, 13.1% elo% vs. simple_bot, avg. reward: -11.556, 1.442 sec/game, 5.0 min. total, 482.6 MB
agreeable_scroll v6 254 games, 193216 moves, e=0.809, loss: 9.0, -, 12.9% elo% vs. simple_bot, avg. reward: -11.566, 1.431 sec/game, 5.0 min. total, 481.8 MB
agreeable_scroll v6 255 games, 194174 moves, e=0.808, loss: 9.2, -, 12.6% elo% vs. simple_bot, avg. reward: -11.537, 1.446 sec/game, 5.1 min. total, 484.0 MB
agreeable_scroll v6 256 games, 194994 moves, e=0.807, loss: 8.6, -, 12.3% elo% vs. simple_bot, avg. reward: -11.528, 1.459 sec/game, 5.1 min. total, 482.8 MB
agreeable_scroll v6 257 games, 195835 moves, e=0.806, loss: 8.2, -, 12.1% elo% vs. simple_bot, avg. reward: -11.509, 1.454 sec/game, 5.1 min. total, 483.5 MB
agreeable_scroll v6 258 games, 196651 moves, e=0.805, loss: 8.6, -, 11.9% elo% vs. simple_bot, avg. reward: -11.504, 1.482 sec/game, 5.1 min. total, 482.6 MB
agreeable_scroll v6 259 games, 197460 moves, e=0.805, loss: 8.4, -, 11.6% elo% vs. simple_bot, avg. reward: -11.461, 1.480 sec/game, 5.2 min. total, 485.1 MB
agreeable_scroll v6 260 games, 198312 moves, e=0.804, loss: 8.6, -, 11.4% elo% vs. simple_bot, avg. reward: -11.442, 1.486 sec/game, 5.2 min. total, 484.1 MB
agreeable_scroll v6 261 games, 199226 moves, e=0.803, loss: 8.3, -, 11.2% elo% vs. simple_bot, avg. reward: -11.424, 1.491 sec/game, 5.2 min. total, 484.7 MB
agreeable_scroll v6 262 games, 200100 moves, e=0.802, loss: 8.6, -, 11.0% elo% vs. simple_bot, avg. reward: -11.410, 1.496 sec/game, 5.2 min. total, 483.3 MB
agreeable_scroll v6 263 games, 201013 moves, e=0.801, loss: 8.9, -, 10.8% elo% vs. simple_bot, avg. reward: -11.403, 1.509 sec/game, 5.3 min. total, 483.6 MB
agreeable_scroll v6 264 games, 201887 moves, e=0.800, loss: 9.1, -, 10.6% elo% vs. simple_bot, avg. reward: -11.402, 1.516 sec/game, 5.3 min. total, 484.9 MB
agreeable_scroll v6 265 games, 202651 moves, e=0.799, loss: 8.8, -, 10.4% elo% vs. simple_bot, avg. reward: -11.410, 1.499 sec/game, 5.3 min. total, 485.8 MB
agreeable_scroll v6 266 games, 203478 moves, e=0.799, loss: 8.5, -, 10.3% elo% vs. simple_bot, avg. reward: -11.406, 1.502 sec/game, 5.3 min. total, 483.8 MB
agreeable_scroll v6 267 games, 204259 moves, e=0.798, loss: 8.9, -, 10.1% elo% vs. simple_bot, avg. reward: -11.394, 1.497 sec/game, 5.4 min. total, 484.4 MB
agreeable_scroll v6 268 games, 205072 moves, e=0.797, loss: 8.8, -, 9.9% elo% vs. simple_bot, avg. reward: -11.383, 1.465 sec/game, 5.4 min. total, 485.1 MB
agreeable_scroll v6 269 games, 205877 moves, e=0.796, loss: 8.2, -, 9.8% elo% vs. simple_bot, avg. reward: -11.378, 1.454 sec/game, 5.4 min. total, 484.0 MB
agreeable_scroll v6 270 games, 206722 moves, e=0.795, loss: 9.0, -, 9.6% elo% vs. simple_bot, avg. reward: -11.371, 1.426 sec/game, 5.4 min. total, 483.9 MB
agreeable_scroll v6 271 games, 207464 moves, e=0.795, loss: 9.4, -, 9.4% elo% vs. simple_bot, avg. reward: -11.378, 1.416 sec/game, 5.4 min. total, 485.2 MB
agreeable_scroll v6 272 games, 208317 moves, e=0.794, loss: 8.5, -, 9.3% elo% vs. simple_bot, avg. reward: -11.374, 1.422 sec/game, 5.5 min. total, 484.5 MB
agreeable_scroll v6 273 games, 209094 moves, e=0.793, loss: 8.3, -, 9.2% elo% vs. simple_bot, avg. reward: -11.385, 1.418 sec/game, 5.5 min. total, 486.4 MB
agreeable_scroll v6 274 games, 209939 moves, e=0.792, loss: 8.3, -, 9.0% elo% vs. simple_bot, avg. reward: -11.379, 1.438 sec/game, 5.5 min. total, 487.2 MB
agreeable_scroll v6 275 games, 210783 moves, e=0.791, loss: 8.3, -, 8.9% elo% vs. simple_bot, avg. reward: -11.355, 1.422 sec/game, 5.5 min. total, 488.1 MB
agreeable_scroll v6 276 games, 211697 moves, e=0.790, loss: 8.0, -, 8.7% elo% vs. simple_bot, avg. reward: -11.316, 1.410 sec/game, 5.6 min. total, 486.5 MB
agreeable_scroll v6 277 games, 212577 moves, e=0.790, loss: 8.7, -, 8.6% elo% vs. simple_bot, avg. reward: -11.306, 1.419 sec/game, 5.6 min. total, 487.8 MB
agreeable_scroll v6 278 games, 213463 moves, e=0.789, loss: 8.0, -, 8.5% elo% vs. simple_bot, avg. reward: -11.282, 1.412 sec/game, 5.6 min. total, 486.5 MB
