annuity_bulge v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.7 MB
annuity_bulge v9 594 games, 564212 moves, e=0.441, loss: 55.5, -, 6.0% elo% vs. simple_bot, avg. reward: -4.158, 4.279 sec/game, 25.5 min. total, 637.5 MB
annuity_bulge v9 595 games, 565664 moves, e=0.440, loss: 50.8, -, 5.9% elo% vs. simple_bot, avg. reward: -4.128, 4.290 sec/game, 25.5 min. total, 635.5 MB
annuity_bulge v9 596 games, 567182 moves, e=0.438, loss: 50.6, -, 5.8% elo% vs. simple_bot, avg. reward: -4.108, 4.294 sec/game, 25.6 min. total, 635.6 MB
annuity_bulge v9 597 games, 568863 moves, e=0.437, loss: 57.7, -, 5.8% elo% vs. simple_bot, avg. reward: -4.071, 4.323 sec/game, 25.7 min. total, 635.3 MB
annuity_bulge v9 598 games, 570470 moves, e=0.435, loss: 57.9, -, 5.7% elo% vs. simple_bot, avg. reward: -4.052, 4.326 sec/game, 25.8 min. total, 635.8 MB
annuity_bulge v9 599 games, 572031 moves, e=0.434, loss: 60.5, -, 5.7% elo% vs. simple_bot, avg. reward: -4.028, 4.317 sec/game, 25.8 min. total, 635.8 MB
annuity_bulge v9 600 games, 573478 moves, e=0.432, loss: 57.1, -, 5.6% elo% vs. simple_bot, avg. reward: -4.009, 4.311 sec/game, 25.9 min. total, 636.2 MB
annuity_bulge v10 601 games, 575256 moves, e=0.430, loss: 54.4, -, 47.7% elo% vs. simple_bot, avg. reward: -3.999, 4.353 sec/game, 26.0 min. total, 639.0 MB
annuity_bulge v10 602 games, 577115 moves, e=0.429, loss: 57.1, -, 45.5% elo% vs. simple_bot, avg. reward: -3.972, 4.372 sec/game, 26.1 min. total, 641.6 MB
annuity_bulge v10 603 games, 578699 moves, e=0.427, loss: 60.4, -, 43.4% elo% vs. simple_bot, avg. reward: -3.960, 4.354 sec/game, 26.1 min. total, 641.9 MB
annuity_bulge v10 604 games, 580093 moves, e=0.426, loss: 59.8, -, 41.5% elo% vs. simple_bot, avg. reward: -3.950, 4.298 sec/game, 26.2 min. total, 642.0 MB
annuity_bulge v10 605 games, 581687 moves, e=0.424, loss: 62.3, -, 39.6% elo% vs. simple_bot, avg. reward: -3.925, 4.286 sec/game, 26.3 min. total, 641.9 MB
annuity_bulge v10 606 games, 583294 moves, e=0.423, loss: 62.1, -, 37.9% elo% vs. simple_bot, avg. reward: -3.903, 4.307 sec/game, 26.3 min. total, 643.2 MB
annuity_bulge v10 607 games, 584955 moves, e=0.421, loss: 60.8, -, 36.3% elo% vs. simple_bot, avg. reward: -3.885, 4.287 sec/game, 26.4 min. total, 643.5 MB
annuity_bulge v10 608 games, 586426 moves, e=0.419, loss: 59.8, -, 34.8% elo% vs. simple_bot, avg. reward: -3.866, 4.278 sec/game, 26.5 min. total, 645.1 MB
annuity_bulge v10 609 games, 588061 moves, e=0.418, loss: 62.9, -, 33.3% elo% vs. simple_bot, avg. reward: -3.852, 4.285 sec/game, 26.6 min. total, 641.9 MB
annuity_bulge v10 610 games, 589900 moves, e=0.416, loss: 63.1, -, 32.0% elo% vs. simple_bot, avg. reward: -3.833, 4.287 sec/game, 26.6 min. total, 645.8 MB
annuity_bulge v10 611 games, 591503 moves, e=0.414, loss: 62.2, -, 30.7% elo% vs. simple_bot, avg. reward: -3.811, 4.334 sec/game, 26.7 min. total, 642.2 MB
annuity_bulge v10 612 games, 593018 moves, e=0.413, loss: 60.8, -, 29.5% elo% vs. simple_bot, avg. reward: -3.797, 4.338 sec/game, 26.8 min. total, 642.6 MB
annuity_bulge v10 613 games, 594775 moves, e=0.411, loss: 58.5, -, 28.4% elo% vs. simple_bot, avg. reward: -3.776, 4.342 sec/game, 26.9 min. total, 644.3 MB
annuity_bulge v10 614 games, 596459 moves, e=0.410, loss: 55.7, -, 27.3% elo% vs. simple_bot, avg. reward: -3.742, 4.370 sec/game, 26.9 min. total, 644.6 MB
annuity_bulge v10 615 games, 598104 moves, e=0.408, loss: 54.0, -, 26.4% elo% vs. simple_bot, avg. reward: -3.749, 4.398 sec/game, 27.0 min. total, 644.4 MB
annuity_bulge v10 616 games, 599856 moves, e=0.406, loss: 57.0, -, 25.4% elo% vs. simple_bot, avg. reward: -3.728, 4.435 sec/game, 27.1 min. total, 644.3 MB
annuity_bulge v10 617 games, 601631 moves, e=0.404, loss: 49.8, -, 24.5% elo% vs. simple_bot, avg. reward: -3.723, 4.451 sec/game, 27.2 min. total, 645.5 MB
annuity_bulge v10 618 games, 603338 moves, e=0.403, loss: 46.1, -, 23.7% elo% vs. simple_bot, avg. reward: -3.690, 4.470 sec/game, 27.2 min. total, 646.7 MB
annuity_bulge v10 619 games, 604995 moves, e=0.401, loss: 52.1, -, 22.9% elo% vs. simple_bot, avg. reward: -3.664, 4.489 sec/game, 27.3 min. total, 647.0 MB
annuity_bulge v10 620 games, 606998 moves, e=0.399, loss: 55.6, -, 22.2% elo% vs. simple_bot, avg. reward: -3.621, 4.551 sec/game, 27.4 min. total, 650.3 MB
annuity_bulge v10 621 games, 608691 moves, e=0.397, loss: 55.2, -, 21.5% elo% vs. simple_bot, avg. reward: -3.599, 4.538 sec/game, 27.5 min. total, 648.6 MB
annuity_bulge v10 622 games, 610568 moves, e=0.396, loss: 57.8, -, 20.8% elo% vs. simple_bot, avg. reward: -3.579, 4.549 sec/game, 27.6 min. total, 648.4 MB
annuity_bulge v10 623 games, 612338 moves, e=0.394, loss: 60.7, -, 20.2% elo% vs. simple_bot, avg. reward: -3.556, 4.554 sec/game, 27.6 min. total, 650.0 MB
annuity_bulge v10 624 games, 614077 moves, e=0.392, loss: 62.0, -, 19.6% elo% vs. simple_bot, avg. reward: -3.549, 4.617 sec/game, 27.7 min. total, 653.3 MB
annuity_bulge v10 625 games, 615963 moves, e=0.390, loss: 55.0, -, 19.1% elo% vs. simple_bot, avg. reward: -3.518, 4.644 sec/game, 27.8 min. total, 652.3 MB
annuity_bulge v10 626 games, 617460 moves, e=0.389, loss: 60.0, -, 18.5% elo% vs. simple_bot, avg. reward: -3.512, 4.627 sec/game, 27.9 min. total, 648.7 MB
annuity_bulge v10 627 games, 619275 moves, e=0.387, loss: 59.2, -, 18.0% elo% vs. simple_bot, avg. reward: -3.488, 4.657 sec/game, 28.0 min. total, 648.7 MB
annuity_bulge v10 628 games, 620780 moves, e=0.385, loss: 59.1, -, 17.5% elo% vs. simple_bot, avg. reward: -3.481, 4.640 sec/game, 28.0 min. total, 652.5 MB
annuity_bulge v10 629 games, 622589 moves, e=0.384, loss: 49.7, -, 17.1% elo% vs. simple_bot, avg. reward: -3.445, 4.660 sec/game, 28.1 min. total, 653.6 MB
annuity_bulge v10 630 games, 624151 moves, e=0.382, loss: 50.7, -, 16.6% elo% vs. simple_bot, avg. reward: -3.432, 4.645 sec/game, 28.2 min. total, 650.9 MB
annuity_bulge v10 631 games, 625871 moves, e=0.380, loss: 52.2, -, 16.2% elo% vs. simple_bot, avg. reward: -3.397, 4.656 sec/game, 28.3 min. total, 654.2 MB
annuity_bulge v10 632 games, 627786 moves, e=0.378, loss: 52.1, -, 15.8% elo% vs. simple_bot, avg. reward: -3.371, 4.711 sec/game, 28.3 min. total, 651.6 MB
annuity_bulge v10 633 games, 629509 moves, e=0.377, loss: 61.0, -, 15.4% elo% vs. simple_bot, avg. reward: -3.347, 4.719 sec/game, 28.4 min. total, 655.6 MB
annuity_bulge v10 634 games, 631276 moves, e=0.375, loss: 61.6, -, 15.1% elo% vs. simple_bot, avg. reward: -3.317, 4.719 sec/game, 28.5 min. total, 652.0 MB
annuity_bulge v10 635 games, 632974 moves, e=0.373, loss: 67.1, -, 14.7% elo% vs. simple_bot, avg. reward: -3.286, 4.721 sec/game, 28.6 min. total, 653.3 MB
annuity_bulge v10 636 games, 634958 moves, e=0.371, loss: 63.9, -, 14.4% elo% vs. simple_bot, avg. reward: -3.252, 4.736 sec/game, 28.7 min. total, 655.8 MB
annuity_bulge v10 637 games, 636561 moves, e=0.370, loss: 68.6, -, 14.0% elo% vs. simple_bot, avg. reward: -3.234, 4.725 sec/game, 28.7 min. total, 653.3 MB
annuity_bulge v10 638 games, 638321 moves, e=0.368, loss: 69.3, -, 13.7% elo% vs. simple_bot, avg. reward: -3.203, 4.731 sec/game, 28.8 min. total, 657.1 MB
annuity_bulge v10 639 games, 640174 moves, e=0.366, loss: 72.2, -, 13.4% elo% vs. simple_bot, avg. reward: -3.184, 4.752 sec/game, 28.9 min. total, 655.3 MB
annuity_bulge v10 640 games, 642144 moves, e=0.364, loss: 66.7, -, 13.1% elo% vs. simple_bot, avg. reward: -3.144, 4.739 sec/game, 29.0 min. total, 657.0 MB
annuity_bulge v10 641 games, 643982 moves, e=0.362, loss: 75.5, -, 12.9% elo% vs. simple_bot, avg. reward: -3.124, 4.763 sec/game, 29.1 min. total, 657.0 MB
annuity_bulge v10 642 games, 645941 moves, e=0.361, loss: 71.1, -, 12.6% elo% vs. simple_bot, avg. reward: -3.077, 4.760 sec/game, 29.2 min. total, 657.2 MB
annuity_bulge v10 643 games, 647944 moves, e=0.359, loss: 70.2, -, 12.4% elo% vs. simple_bot, avg. reward: -3.041, 4.803 sec/game, 29.2 min. total, 657.8 MB
annuity_bulge v10 644 games, 649805 moves, e=0.357, loss: 72.2, -, 12.1% elo% vs. simple_bot, avg. reward: -3.001, 4.800 sec/game, 29.3 min. total, 659.1 MB
annuity_bulge v10 645 games, 651571 moves, e=0.355, loss: 77.7, -, 11.9% elo% vs. simple_bot, avg. reward: -2.971, 4.788 sec/game, 29.4 min. total, 661.2 MB
annuity_bulge v10 646 games, 653357 moves, e=0.353, loss: 82.0, -, 11.7% elo% vs. simple_bot, avg. reward: -2.938, 4.839 sec/game, 29.5 min. total, 661.0 MB
annuity_bulge v10 647 games, 655139 moves, e=0.351, loss: 84.6, -, 11.4% elo% vs. simple_bot, avg. reward: -2.916, 4.822 sec/game, 29.6 min. total, 661.0 MB
annuity_bulge v10 648 games, 657303 moves, e=0.349, loss: 83.9, -, 11.2% elo% vs. simple_bot, avg. reward: -2.873, 4.918 sec/game, 29.7 min. total, 661.3 MB
annuity_bulge v10 649 games, 659172 moves, e=0.347, loss: 84.0, -, 11.0% elo% vs. simple_bot, avg. reward: -2.832, 4.930 sec/game, 29.8 min. total, 662.7 MB
annuity_bulge v10 650 games, 660990 moves, e=0.346, loss: 83.5, -, 10.8% elo% vs. simple_bot, avg. reward: -2.815, 4.949 sec/game, 29.8 min. total, 663.1 MB
annuity_bulge v10 651 games, 662702 moves, e=0.344, loss: 84.1, -, 10.6% elo% vs. simple_bot, avg. reward: -2.791, 4.961 sec/game, 29.9 min. total, 662.7 MB
annuity_bulge v10 652 games, 664641 moves, e=0.342, loss: 89.5, -, 10.4% elo% vs. simple_bot, avg. reward: -2.748, 4.963 sec/game, 30.0 min. total, 662.5 MB
annuity_bulge v10 653 games, 666722 moves, e=0.340, loss: 95.8, -, 10.3% elo% vs. simple_bot, avg. reward: -2.702, 4.991 sec/game, 30.1 min. total, 663.7 MB
annuity_bulge v10 654 games, 668637 moves, e=0.338, loss: 92.9, -, 10.1% elo% vs. simple_bot, avg. reward: -2.659, 5.021 sec/game, 30.2 min. total, 663.9 MB
annuity_bulge v10 655 games, 670635 moves, e=0.336, loss: 92.9, -, 9.9% elo% vs. simple_bot, avg. reward: -2.623, 5.053 sec/game, 30.3 min. total, 665.9 MB
annuity_bulge v10 656 games, 672747 moves, e=0.334, loss: 94.5, -, 9.8% elo% vs. simple_bot, avg. reward: -2.573, 5.070 sec/game, 30.4 min. total, 667.6 MB
annuity_bulge v10 657 games, 674531 moves, e=0.332, loss: 99.3, -, 9.6% elo% vs. simple_bot, avg. reward: -2.526, 5.091 sec/game, 30.4 min. total, 668.7 MB
annuity_bulge v10 658 games, 676639 moves, e=0.330, loss: 98.6, -, 9.5% elo% vs. simple_bot, avg. reward: -2.470, 5.145 sec/game, 30.5 min. total, 669.0 MB
annuity_bulge v10 659 games, 678514 moves, e=0.328, loss: 109.3, -, 9.3% elo% vs. simple_bot, avg. reward: -2.444, 5.135 sec/game, 30.6 min. total, 669.6 MB
annuity_bulge v10 660 games, 680623 moves, e=0.326, loss: 116.1, -, 9.2% elo% vs. simple_bot, avg. reward: -2.407, 5.163 sec/game, 30.7 min. total, 670.6 MB
annuity_bulge v10 661 games, 682706 moves, e=0.324, loss: 121.4, -, 9.0% elo% vs. simple_bot, avg. reward: -2.367, 5.189 sec/game, 30.8 min. total, 672.9 MB
annuity_bulge v10 662 games, 684721 moves, e=0.322, loss: 116.7, -, 8.9% elo% vs. simple_bot, avg. reward: -2.319, 5.203 sec/game, 30.9 min. total, 673.9 MB
annuity_bulge v10 663 games, 686513 moves, e=0.320, loss: 115.5, -, 8.8% elo% vs. simple_bot, avg. reward: -2.301, 5.173 sec/game, 31.0 min. total, 669.2 MB
annuity_bulge v10 664 games, 688880 moves, e=0.318, loss: 117.7, -, 8.6% elo% vs. simple_bot, avg. reward: -2.243, 5.234 sec/game, 31.1 min. total, 674.4 MB
annuity_bulge v10 665 games, 690743 moves, e=0.316, loss: 126.0, -, 8.5% elo% vs. simple_bot, avg. reward: -2.220, 5.263 sec/game, 31.2 min. total, 671.7 MB
annuity_bulge v10 666 games, 692624 moves, e=0.314, loss: 123.7, -, 8.4% elo% vs. simple_bot, avg. reward: -2.207, 5.273 sec/game, 31.2 min. total, 673.7 MB
annuity_bulge v10 667 games, 694659 moves, e=0.312, loss: 115.3, -, 8.3% elo% vs. simple_bot, avg. reward: -2.173, 5.311 sec/game, 31.3 min. total, 672.8 MB
annuity_bulge v10 668 games, 696533 moves, e=0.310, loss: 125.1, -, 8.1% elo% vs. simple_bot, avg. reward: -2.150, 5.261 sec/game, 31.4 min. total, 676.6 MB
annuity_bulge v10 669 games, 698502 moves, e=0.308, loss: 125.4, -, 8.0% elo% vs. simple_bot, avg. reward: -2.117, 5.281 sec/game, 31.5 min. total, 675.0 MB
annuity_bulge v10 670 games, 700367 moves, e=0.307, loss: 123.8, -, 7.9% elo% vs. simple_bot, avg. reward: -2.098, 5.285 sec/game, 31.6 min. total, 676.6 MB
annuity_bulge v10 671 games, 702520 moves, e=0.305, loss: 109.4, -, 7.8% elo% vs. simple_bot, avg. reward: -2.064, 5.337 sec/game, 31.7 min. total, 674.4 MB
annuity_bulge v10 672 games, 704440 moves, e=0.303, loss: 126.7, -, 7.7% elo% vs. simple_bot, avg. reward: -2.063, 5.338 sec/game, 31.8 min. total, 672.4 MB
annuity_bulge v10 673 games, 706263 moves, e=0.301, loss: 117.3, -, 7.6% elo% vs. simple_bot, avg. reward: -2.035, 5.308 sec/game, 31.9 min. total, 674.1 MB
annuity_bulge v10 674 games, 708143 moves, e=0.299, loss: 118.2, -, 7.5% elo% vs. simple_bot, avg. reward: -2.027, 5.309 sec/game, 31.9 min. total, 672.2 MB
annuity_bulge v10 675 games, 710056 moves, e=0.297, loss: 111.0, -, 7.4% elo% vs. simple_bot, avg. reward: -1.993, 5.304 sec/game, 32.0 min. total, 674.9 MB
annuity_bulge v10 676 games, 712420 moves, e=0.295, loss: 122.9, -, 7.3% elo% vs. simple_bot, avg. reward: -1.931, 5.342 sec/game, 32.1 min. total, 676.2 MB
annuity_bulge v10 677 games, 714649 moves, e=0.292, loss: 101.6, -, 7.2% elo% vs. simple_bot, avg. reward: -1.882, 5.391 sec/game, 32.2 min. total, 678.3 MB
annuity_bulge v10 678 games, 716759 moves, e=0.290, loss: 102.0, -, 7.2% elo% vs. simple_bot, avg. reward: -1.853, 5.375 sec/game, 32.3 min. total, 679.3 MB
annuity_bulge v10 679 games, 718754 moves, e=0.288, loss: 104.1, -, 7.1% elo% vs. simple_bot, avg. reward: -1.828, 5.402 sec/game, 32.4 min. total, 683.4 MB
annuity_bulge v10 680 games, 721174 moves, e=0.286, loss: 118.2, -, 7.0% elo% vs. simple_bot, avg. reward: -1.777, 5.435 sec/game, 32.5 min. total, 683.3 MB
annuity_bulge v10 681 games, 723223 moves, e=0.284, loss: 117.4, -, 6.9% elo% vs. simple_bot, avg. reward: -1.741, 5.438 sec/game, 32.6 min. total, 685.4 MB
annuity_bulge v10 682 games, 725328 moves, e=0.282, loss: 116.4, -, 6.8% elo% vs. simple_bot, avg. reward: -1.704, 5.443 sec/game, 32.7 min. total, 682.7 MB
annuity_bulge v10 683 games, 727693 moves, e=0.280, loss: 100.4, -, 6.7% elo% vs. simple_bot, avg. reward: -1.658, 5.516 sec/game, 32.8 min. total, 685.5 MB
annuity_bulge v10 684 games, 730070 moves, e=0.277, loss: 103.8, -, 6.7% elo% vs. simple_bot, avg. reward: -1.590, 5.517 sec/game, 32.9 min. total, 688.8 MB
annuity_bulge v10 685 games, 732376 moves, e=0.275, loss: 128.0, -, 6.6% elo% vs. simple_bot, avg. reward: -1.556, 5.555 sec/game, 33.0 min. total, 687.6 MB
annuity_bulge v10 686 games, 734465 moves, e=0.273, loss: 148.1, -, 6.5% elo% vs. simple_bot, avg. reward: -1.492, 5.597 sec/game, 33.1 min. total, 690.6 MB
annuity_bulge v10 687 games, 736396 moves, e=0.271, loss: 171.7, -, 6.4% elo% vs. simple_bot, avg. reward: -1.476, 5.574 sec/game, 33.2 min. total, 689.5 MB
annuity_bulge v10 688 games, 738405 moves, e=0.269, loss: 176.9, -, 6.4% elo% vs. simple_bot, avg. reward: -1.453, 5.583 sec/game, 33.3 min. total, 684.3 MB
annuity_bulge v10 689 games, 740250 moves, e=0.267, loss: 193.3, -, 6.3% elo% vs. simple_bot, avg. reward: -1.455, 5.565 sec/game, 33.4 min. total, 680.6 MB
annuity_bulge v10 690 games, 742198 moves, e=0.265, loss: 184.5, -, 6.2% elo% vs. simple_bot, avg. reward: -1.445, 5.569 sec/game, 33.5 min. total, 681.0 MB
annuity_bulge v10 691 games, 744545 moves, e=0.263, loss: 149.4, -, 6.2% elo% vs. simple_bot, avg. reward: -1.381, 5.581 sec/game, 33.6 min. total, 682.3 MB
annuity_bulge v10 692 games, 746849 moves, e=0.261, loss: 116.4, -, 6.1% elo% vs. simple_bot, avg. reward: -1.329, 5.625 sec/game, 33.7 min. total, 686.7 MB
annuity_bulge v10 693 games, 749207 moves, e=0.258, loss: 103.6, -, 6.0% elo% vs. simple_bot, avg. reward: -1.293, 5.695 sec/game, 33.8 min. total, 689.7 MB
annuity_bulge v10 694 games, 751594 moves, e=0.256, loss: 101.7, -, 6.0% elo% vs. simple_bot, avg. reward: -1.246, 5.757 sec/game, 33.9 min. total, 688.4 MB
annuity_bulge v10 695 games, 753835 moves, e=0.254, loss: 105.9, -, 5.9% elo% vs. simple_bot, avg. reward: -1.203, 5.789 sec/game, 34.0 min. total, 690.7 MB
annuity_bulge v10 696 games, 756205 moves, e=0.251, loss: 108.3, -, 5.8% elo% vs. simple_bot, avg. reward: -1.157, 5.784 sec/game, 34.1 min. total, 694.4 MB
annuity_bulge v10 697 games, 758434 moves, e=0.249, loss: 132.6, -, 5.8% elo% vs. simple_bot, avg. reward: -1.123, 5.784 sec/game, 34.2 min. total, 691.8 MB
annuity_bulge v10 698 games, 760892 moves, e=0.247, loss: 126.2, -, 5.7% elo% vs. simple_bot, avg. reward: -1.082, 5.832 sec/game, 34.3 min. total, 696.7 MB
annuity_bulge v10 699 games, 763038 moves, e=0.245, loss: 132.2, -, 5.7% elo% vs. simple_bot, avg. reward: -1.054, 5.847 sec/game, 34.4 min. total, 693.3 MB
annuity_bulge v10 700 games, 765206 moves, e=0.242, loss: 131.4, -, 5.6% elo% vs. simple_bot, avg. reward: -1.018, 5.821 sec/game, 34.5 min. total, 693.9 MB
annuity_bulge v11 701 games, 767325 moves, e=0.240, loss: 128.2, -, 47.7% elo% vs. simple_bot, avg. reward: -0.993, 5.819 sec/game, 34.6 min. total, 689.3 MB
annuity_bulge v11 702 games, 769681 moves, e=0.238, loss: 118.5, -, 45.5% elo% vs. simple_bot, avg. reward: -0.946, 5.856 sec/game, 34.7 min. total, 689.2 MB
annuity_bulge v11 703 games, 771989 moves, e=0.236, loss: 121.0, -, 43.4% elo% vs. simple_bot, avg. reward: -0.903, 5.860 sec/game, 34.8 min. total, 689.7 MB
annuity_bulge v11 704 games, 774785 moves, e=0.233, loss: 110.6, -, 41.5% elo% vs. simple_bot, avg. reward: -0.825, 5.921 sec/game, 34.9 min. total, 697.1 MB
annuity_bulge v11 705 games, 777151 moves, e=0.231, loss: 102.1, -, 39.6% elo% vs. simple_bot, avg. reward: -0.779, 5.914 sec/game, 35.0 min. total, 699.3 MB
annuity_bulge v11 706 games, 779499 moves, e=0.228, loss: 102.7, -, 37.9% elo% vs. simple_bot, avg. reward: -0.734, 5.918 sec/game, 35.1 min. total, 700.0 MB
annuity_bulge v11 707 games, 781936 moves, e=0.226, loss: 113.3, -, 36.3% elo% vs. simple_bot, avg. reward: -0.685, 5.979 sec/game, 35.2 min. total, 700.8 MB
annuity_bulge v11 708 games, 784205 moves, e=0.224, loss: 104.8, -, 34.8% elo% vs. simple_bot, avg. reward: -0.622, 6.022 sec/game, 35.3 min. total, 699.4 MB
annuity_bulge v11 709 games, 786661 moves, e=0.221, loss: 108.9, -, 33.3% elo% vs. simple_bot, avg. reward: -0.571, 6.094 sec/game, 35.4 min. total, 702.0 MB
annuity_bulge v11 710 games, 789376 moves, e=0.219, loss: 101.1, -, 32.0% elo% vs. simple_bot, avg. reward: -0.512, 6.198 sec/game, 35.5 min. total, 707.6 MB
annuity_bulge v11 711 games, 792096 moves, e=0.216, loss: 112.5, -, 30.7% elo% vs. simple_bot, avg. reward: -0.425, 6.244 sec/game, 35.6 min. total, 706.3 MB
annuity_bulge v11 712 games, 794489 moves, e=0.213, loss: 112.3, -, 29.5% elo% vs. simple_bot, avg. reward: -0.366, 6.243 sec/game, 35.7 min. total, 707.1 MB
annuity_bulge v11 713 games, 797107 moves, e=0.211, loss: 110.1, -, 28.4% elo% vs. simple_bot, avg. reward: -0.323, 6.273 sec/game, 35.9 min. total, 707.9 MB
annuity_bulge v11 714 games, 799456 moves, e=0.209, loss: 122.1, -, 27.3% elo% vs. simple_bot, avg. reward: -0.289, 6.255 sec/game, 36.0 min. total, 707.5 MB
annuity_bulge v11 715 games, 801622 moves, e=0.206, loss: 135.5, -, 26.4% elo% vs. simple_bot, avg. reward: -0.247, 6.243 sec/game, 36.0 min. total, 704.2 MB
annuity_bulge v11 716 games, 804044 moves, e=0.204, loss: 125.7, -, 25.4% elo% vs. simple_bot, avg. reward: -0.204, 6.247 sec/game, 36.2 min. total, 704.9 MB
annuity_bulge v11 717 games, 806737 moves, e=0.201, loss: 105.7, -, 24.5% elo% vs. simple_bot, avg. reward: -0.141, 6.296 sec/game, 36.3 min. total, 707.5 MB
annuity_bulge v11 718 games, 809511 moves, e=0.199, loss: 118.2, -, 23.7% elo% vs. simple_bot, avg. reward: -0.081, 6.339 sec/game, 36.4 min. total, 708.2 MB
annuity_bulge v11 719 games, 812136 moves, e=0.196, loss: 107.5, -, 22.9% elo% vs. simple_bot, avg. reward: -0.007, 6.397 sec/game, 36.5 min. total, 712.5 MB
annuity_bulge v11 720 games, 814945 moves, e=0.193, loss: 109.9, -, 22.2% elo% vs. simple_bot, avg. reward: 0.049, 6.474 sec/game, 36.6 min. total, 714.9 MB
annuity_bulge v11 721 games, 817382 moves, e=0.191, loss: 114.5, -, 21.5% elo% vs. simple_bot, avg. reward: 0.096, 6.524 sec/game, 36.7 min. total, 713.6 MB
annuity_bulge v11 722 games, 819862 moves, e=0.188, loss: 109.9, -, 20.8% elo% vs. simple_bot, avg. reward: 0.136, 6.546 sec/game, 36.8 min. total, 716.4 MB
annuity_bulge v11 723 games, 822772 moves, e=0.185, loss: 93.1, -, 20.2% elo% vs. simple_bot, avg. reward: 0.210, 6.606 sec/game, 37.0 min. total, 715.7 MB
annuity_bulge v11 724 games, 825584 moves, e=0.183, loss: 106.1, -, 19.6% elo% vs. simple_bot, avg. reward: 0.284, 6.609 sec/game, 37.1 min. total, 716.2 MB
annuity_bulge v11 725 games, 828259 moves, e=0.180, loss: 101.0, -, 19.1% elo% vs. simple_bot, avg. reward: 0.324, 6.656 sec/game, 37.2 min. total, 717.7 MB
annuity_bulge v11 726 games, 830879 moves, e=0.177, loss: 111.7, -, 18.5% elo% vs. simple_bot, avg. reward: 0.403, 6.702 sec/game, 37.3 min. total, 718.5 MB
annuity_bulge v11 727 games, 833630 moves, e=0.175, loss: 132.1, -, 18.0% elo% vs. simple_bot, avg. reward: 0.469, 6.734 sec/game, 37.4 min. total, 717.9 MB
annuity_bulge v11 728 games, 836324 moves, e=0.172, loss: 138.1, -, 17.5% elo% vs. simple_bot, avg. reward: 0.552, 6.781 sec/game, 37.6 min. total, 716.7 MB
annuity_bulge v11 729 games, 838826 moves, e=0.170, loss: 121.8, -, 17.1% elo% vs. simple_bot, avg. reward: 0.604, 6.789 sec/game, 37.7 min. total, 715.4 MB
annuity_bulge v11 730 games, 841698 moves, e=0.167, loss: 121.8, -, 16.6% elo% vs. simple_bot, avg. reward: 0.666, 6.795 sec/game, 37.8 min. total, 718.0 MB
annuity_bulge v11 731 games, 844494 moves, e=0.164, loss: 132.1, -, 16.2% elo% vs. simple_bot, avg. reward: 0.724, 6.800 sec/game, 37.9 min. total, 718.9 MB
annuity_bulge v11 732 games, 847042 moves, e=0.161, loss: 166.0, -, 15.8% elo% vs. simple_bot, avg. reward: 0.770, 6.830 sec/game, 38.0 min. total, 719.5 MB
annuity_bulge v11 733 games, 849762 moves, e=0.159, loss: 191.3, -, 15.4% elo% vs. simple_bot, avg. reward: 0.821, 6.833 sec/game, 38.1 min. total, 720.1 MB
annuity_bulge v11 734 games, 852467 moves, e=0.156, loss: 202.8, -, 15.1% elo% vs. simple_bot, avg. reward: 0.878, 6.892 sec/game, 38.3 min. total, 721.4 MB
annuity_bulge v11 735 games, 855556 moves, e=0.153, loss: 177.5, -, 14.7% elo% vs. simple_bot, avg. reward: 0.958, 7.025 sec/game, 38.4 min. total, 722.5 MB
annuity_bulge v11 736 games, 858126 moves, e=0.150, loss: 159.6, -, 14.4% elo% vs. simple_bot, avg. reward: 1.001, 7.048 sec/game, 38.5 min. total, 724.3 MB
annuity_bulge v11 737 games, 860866 moves, e=0.148, loss: 144.3, -, 14.0% elo% vs. simple_bot, avg. reward: 1.083, 7.055 sec/game, 38.6 min. total, 722.2 MB
annuity_bulge v11 738 games, 863811 moves, e=0.145, loss: 145.7, -, 13.7% elo% vs. simple_bot, avg. reward: 1.147, 7.083 sec/game, 38.7 min. total, 725.5 MB
annuity_bulge v11 739 games, 867264 moves, e=0.141, loss: 149.2, -, 13.4% elo% vs. simple_bot, avg. reward: 1.247, 7.191 sec/game, 38.9 min. total, 725.4 MB
annuity_bulge v11 740 games, 870102 moves, e=0.139, loss: 161.8, -, 13.1% elo% vs. simple_bot, avg. reward: 1.297, 7.196 sec/game, 39.0 min. total, 727.2 MB
annuity_bulge v11 741 games, 873232 moves, e=0.136, loss: 197.4, -, 12.9% elo% vs. simple_bot, avg. reward: 1.399, 7.274 sec/game, 39.2 min. total, 727.0 MB
annuity_bulge v11 742 games, 876180 moves, e=0.133, loss: 232.8, -, 12.6% elo% vs. simple_bot, avg. reward: 1.483, 7.317 sec/game, 39.3 min. total, 724.9 MB
annuity_bulge v11 743 games, 878836 moves, e=0.130, loss: 296.9, -, 12.4% elo% vs. simple_bot, avg. reward: 1.518, 7.283 sec/game, 39.4 min. total, 723.7 MB
annuity_bulge v11 744 games, 881899 moves, e=0.127, loss: 293.9, -, 12.1% elo% vs. simple_bot, avg. reward: 1.612, 7.310 sec/game, 39.5 min. total, 722.8 MB
