fifth_squid v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.1 MB
fifth_squid v3 147 games, 106070 moves, e=0.895, loss: 809.3, -, 6.2% elo% vs. random_no_suicide, avg. reward: 13.941, 1.477 sec/game, 3.1 min. total, 464.3 MB
fifth_squid v3 148 games, 106843 moves, e=0.894, loss: 797.3, -, 6.1% elo% vs. random_no_suicide, avg. reward: 13.951, 1.479 sec/game, 3.1 min. total, 464.5 MB
fifth_squid v3 149 games, 107541 moves, e=0.894, loss: 810.6, -, 6.0% elo% vs. random_no_suicide, avg. reward: 13.955, 1.489 sec/game, 3.1 min. total, 465.1 MB
fifth_squid v3 150 games, 108273 moves, e=0.893, loss: 818.3, -, 6.0% elo% vs. random_no_suicide, avg. reward: 13.958, 1.487 sec/game, 3.2 min. total, 465.3 MB
fifth_squid v3 151 games, 109050 moves, e=0.892, loss: 831.7, -, 5.9% elo% vs. random_no_suicide, avg. reward: 13.933, 1.484 sec/game, 3.2 min. total, 464.9 MB
fifth_squid v3 152 games, 110014 moves, e=0.891, loss: 827.3, -, 5.9% elo% vs. random_no_suicide, avg. reward: 13.943, 1.514 sec/game, 3.2 min. total, 465.5 MB
fifth_squid v3 153 games, 110831 moves, e=0.890, loss: 860.4, -, 5.8% elo% vs. random_no_suicide, avg. reward: 13.946, 1.508 sec/game, 3.3 min. total, 466.0 MB
fifth_squid v3 154 games, 111557 moves, e=0.890, loss: 919.7, -, 5.7% elo% vs. random_no_suicide, avg. reward: 13.919, 1.499 sec/game, 3.3 min. total, 465.6 MB
fifth_squid v3 155 games, 112290 moves, e=0.889, loss: 871.9, -, 5.7% elo% vs. random_no_suicide, avg. reward: 13.923, 1.497 sec/game, 3.3 min. total, 466.1 MB
fifth_squid v3 156 games, 112986 moves, e=0.888, loss: 782.6, -, 5.6% elo% vs. random_no_suicide, avg. reward: 13.917, 1.494 sec/game, 3.3 min. total, 466.1 MB
fifth_squid v3 157 games, 113743 moves, e=0.887, loss: 791.2, -, 5.6% elo% vs. random_no_suicide, avg. reward: 13.911, 1.506 sec/game, 3.3 min. total, 465.7 MB
fifth_squid v3 158 games, 114508 moves, e=0.887, loss: 844.7, -, 5.5% elo% vs. random_no_suicide, avg. reward: 13.899, 1.490 sec/game, 3.4 min. total, 465.8 MB
fifth_squid v3 159 games, 115188 moves, e=0.886, loss: 880.4, -, 5.5% elo% vs. random_no_suicide, avg. reward: 13.878, 1.478 sec/game, 3.4 min. total, 466.1 MB
fifth_squid v3 160 games, 115925 moves, e=0.885, loss: 868.9, -, 5.4% elo% vs. random_no_suicide, avg. reward: 13.887, 1.488 sec/game, 3.4 min. total, 465.7 MB
fifth_squid v3 161 games, 116649 moves, e=0.885, loss: 835.5, -, 5.4% elo% vs. random_no_suicide, avg. reward: 13.892, 1.489 sec/game, 3.4 min. total, 466.8 MB
fifth_squid v3 162 games, 117464 moves, e=0.884, loss: 821.8, -, 5.3% elo% vs. random_no_suicide, avg. reward: 13.876, 1.502 sec/game, 3.5 min. total, 468.1 MB
fifth_squid v3 163 games, 118255 moves, e=0.883, loss: 817.9, -, 5.3% elo% vs. random_no_suicide, avg. reward: 13.862, 1.497 sec/game, 3.5 min. total, 468.0 MB
fifth_squid v3 164 games, 119165 moves, e=0.882, loss: 781.5, -, 5.2% elo% vs. random_no_suicide, avg. reward: 13.845, 1.499 sec/game, 3.5 min. total, 468.6 MB
fifth_squid v3 165 games, 119991 moves, e=0.881, loss: 832.3, -, 5.2% elo% vs. random_no_suicide, avg. reward: 13.836, 1.514 sec/game, 3.5 min. total, 468.7 MB
fifth_squid v3 166 games, 120867 moves, e=0.880, loss: 879.6, -, 5.1% elo% vs. random_no_suicide, avg. reward: 13.835, 1.536 sec/game, 3.6 min. total, 469.1 MB
fifth_squid v3 167 games, 121710 moves, e=0.880, loss: 943.0, -, 5.1% elo% vs. random_no_suicide, avg. reward: 13.823, 1.530 sec/game, 3.6 min. total, 468.9 MB
fifth_squid v3 168 games, 122407 moves, e=0.879, loss: 952.5, -, 5.0% elo% vs. random_no_suicide, avg. reward: 13.816, 1.527 sec/game, 3.6 min. total, 469.7 MB
fifth_squid v3 169 games, 123226 moves, e=0.878, loss: 954.5, -, 5.0% elo% vs. random_no_suicide, avg. reward: 13.815, 1.533 sec/game, 3.7 min. total, 469.7 MB
fifth_squid v3 170 games, 124051 moves, e=0.877, loss: 916.0, -, 4.9% elo% vs. random_no_suicide, avg. reward: 13.818, 1.555 sec/game, 3.7 min. total, 469.4 MB
fifth_squid v3 171 games, 124781 moves, e=0.876, loss: 945.2, -, 4.9% elo% vs. random_no_suicide, avg. reward: 13.819, 1.541 sec/game, 3.7 min. total, 470.6 MB
fifth_squid v3 172 games, 125639 moves, e=0.876, loss: 899.0, -, 4.9% elo% vs. random_no_suicide, avg. reward: 13.834, 1.525 sec/game, 3.7 min. total, 472.1 MB
fifth_squid v3 173 games, 126508 moves, e=0.875, loss: 875.5, -, 4.8% elo% vs. random_no_suicide, avg. reward: 13.822, 1.542 sec/game, 3.8 min. total, 471.6 MB
fifth_squid v3 174 games, 127351 moves, e=0.874, loss: 903.3, -, 4.8% elo% vs. random_no_suicide, avg. reward: 13.791, 1.546 sec/game, 3.8 min. total, 471.6 MB
fifth_squid v3 175 games, 128001 moves, e=0.873, loss: 954.6, -, 4.7% elo% vs. random_no_suicide, avg. reward: 13.798, 1.551 sec/game, 3.8 min. total, 471.7 MB
fifth_squid v3 176 games, 128838 moves, e=0.872, loss: 960.4, -, 4.7% elo% vs. random_no_suicide, avg. reward: 13.773, 1.565 sec/game, 3.8 min. total, 471.7 MB
fifth_squid v3 177 games, 129633 moves, e=0.872, loss: 922.6, -, 4.7% elo% vs. random_no_suicide, avg. reward: 13.752, 1.566 sec/game, 3.9 min. total, 471.7 MB
fifth_squid v3 178 games, 130473 moves, e=0.871, loss: 951.2, -, 4.6% elo% vs. random_no_suicide, avg. reward: 13.751, 1.581 sec/game, 3.9 min. total, 471.9 MB
fifth_squid v3 179 games, 131150 moves, e=0.870, loss: 930.4, -, 4.6% elo% vs. random_no_suicide, avg. reward: 13.739, 1.583 sec/game, 3.9 min. total, 471.5 MB
fifth_squid v3 180 games, 131884 moves, e=0.869, loss: 885.2, -, 4.6% elo% vs. random_no_suicide, avg. reward: 13.725, 1.585 sec/game, 3.9 min. total, 471.9 MB
fifth_squid v3 181 games, 132681 moves, e=0.869, loss: 962.7, -, 4.5% elo% vs. random_no_suicide, avg. reward: 13.694, 1.590 sec/game, 4.0 min. total, 472.5 MB
fifth_squid v3 182 games, 133432 moves, e=0.868, loss: 905.4, -, 4.5% elo% vs. random_no_suicide, avg. reward: 13.690, 1.586 sec/game, 4.0 min. total, 472.8 MB
fifth_squid v3 183 games, 134162 moves, e=0.867, loss: 879.6, -, 4.4% elo% vs. random_no_suicide, avg. reward: 13.689, 1.584 sec/game, 4.0 min. total, 472.9 MB
fifth_squid v3 184 games, 134936 moves, e=0.866, loss: 917.4, -, 4.4% elo% vs. random_no_suicide, avg. reward: 13.668, 1.573 sec/game, 4.0 min. total, 473.3 MB
fifth_squid v3 185 games, 135672 moves, e=0.866, loss: 912.5, -, 4.4% elo% vs. random_no_suicide, avg. reward: 13.663, 1.552 sec/game, 4.1 min. total, 473.2 MB
fifth_squid v3 186 games, 136354 moves, e=0.865, loss: 987.0, -, 4.3% elo% vs. random_no_suicide, avg. reward: 13.637, 1.542 sec/game, 4.1 min. total, 473.6 MB
fifth_squid v3 187 games, 137033 moves, e=0.864, loss: 963.1, -, 4.3% elo% vs. random_no_suicide, avg. reward: 13.636, 1.527 sec/game, 4.1 min. total, 473.7 MB
fifth_squid v3 188 games, 137884 moves, e=0.863, loss: 918.0, -, 4.3% elo% vs. random_no_suicide, avg. reward: 13.623, 1.541 sec/game, 4.1 min. total, 474.2 MB
fifth_squid v3 189 games, 138581 moves, e=0.863, loss: 914.8, -, 4.2% elo% vs. random_no_suicide, avg. reward: 13.609, 1.528 sec/game, 4.2 min. total, 474.5 MB
fifth_squid v3 190 games, 139514 moves, e=0.862, loss: 924.7, -, 4.2% elo% vs. random_no_suicide, avg. reward: 13.616, 1.530 sec/game, 4.2 min. total, 474.6 MB
fifth_squid v3 191 games, 140170 moves, e=0.861, loss: 912.2, -, 4.2% elo% vs. random_no_suicide, avg. reward: 13.614, 1.541 sec/game, 4.2 min. total, 475.3 MB
fifth_squid v3 192 games, 141108 moves, e=0.860, loss: 906.0, -, 4.1% elo% vs. random_no_suicide, avg. reward: 13.616, 1.539 sec/game, 4.2 min. total, 476.8 MB
fifth_squid v3 193 games, 141853 moves, e=0.860, loss: 924.6, -, 4.1% elo% vs. random_no_suicide, avg. reward: 13.610, 1.531 sec/game, 4.3 min. total, 476.7 MB
fifth_squid v3 194 games, 142648 moves, e=0.859, loss: 957.9, -, 4.1% elo% vs. random_no_suicide, avg. reward: 13.587, 1.531 sec/game, 4.3 min. total, 476.8 MB
fifth_squid v3 195 games, 143430 moves, e=0.858, loss: 891.8, -, 4.1% elo% vs. random_no_suicide, avg. reward: 13.582, 1.527 sec/game, 4.3 min. total, 476.6 MB
fifth_squid v3 196 games, 144274 moves, e=0.857, loss: 969.1, -, 4.0% elo% vs. random_no_suicide, avg. reward: 13.571, 1.537 sec/game, 4.4 min. total, 476.8 MB
fifth_squid v3 197 games, 145020 moves, e=0.856, loss: 907.6, -, 4.0% elo% vs. random_no_suicide, avg. reward: 13.545, 1.526 sec/game, 4.4 min. total, 477.0 MB
fifth_squid v3 198 games, 145762 moves, e=0.856, loss: 928.7, -, 4.0% elo% vs. random_no_suicide, avg. reward: 13.540, 1.513 sec/game, 4.4 min. total, 476.5 MB
fifth_squid v3 199 games, 146592 moves, e=0.855, loss: 971.8, -, 3.9% elo% vs. random_no_suicide, avg. reward: 13.534, 1.541 sec/game, 4.4 min. total, 476.7 MB
fifth_squid v3 200 games, 147427 moves, e=0.854, loss: 940.6, -, 3.9% elo% vs. random_no_suicide, avg. reward: 13.543, 1.544 sec/game, 4.5 min. total, 476.6 MB
fifth_squid v3 201 games, 148266 moves, e=0.853, loss: 914.3, -, 3.9% elo% vs. random_no_suicide, avg. reward: 13.540, 1.552 sec/game, 4.5 min. total, 476.9 MB
fifth_squid v3 202 games, 149048 moves, e=0.852, loss: 910.5, -, 3.9% elo% vs. random_no_suicide, avg. reward: 13.514, 1.551 sec/game, 4.5 min. total, 477.5 MB
fifth_squid v3 203 games, 149836 moves, e=0.852, loss: 1002.4, -, 3.8% elo% vs. random_no_suicide, avg. reward: 13.502, 1.560 sec/game, 4.5 min. total, 478.4 MB
fifth_squid v3 204 games, 150664 moves, e=0.851, loss: 1015.1, -, 3.8% elo% vs. random_no_suicide, avg. reward: 13.498, 1.569 sec/game, 4.6 min. total, 478.4 MB
fifth_squid v3 205 games, 151495 moves, e=0.850, loss: 1006.4, -, 3.8% elo% vs. random_no_suicide, avg. reward: 13.493, 1.583 sec/game, 4.6 min. total, 478.4 MB
fifth_squid v3 206 games, 152387 moves, e=0.849, loss: 971.4, -, 3.8% elo% vs. random_no_suicide, avg. reward: 13.499, 1.595 sec/game, 4.6 min. total, 477.9 MB
fifth_squid v3 207 games, 153246 moves, e=0.848, loss: 923.5, -, 3.7% elo% vs. random_no_suicide, avg. reward: 13.492, 1.617 sec/game, 4.7 min. total, 478.3 MB
fifth_squid v3 208 games, 154086 moves, e=0.847, loss: 888.4, -, 3.7% elo% vs. random_no_suicide, avg. reward: 13.530, 1.609 sec/game, 4.7 min. total, 478.1 MB
fifth_squid v3 209 games, 154983 moves, e=0.847, loss: 816.6, -, 3.7% elo% vs. random_no_suicide, avg. reward: 13.530, 1.637 sec/game, 4.7 min. total, 479.0 MB
fifth_squid v3 210 games, 155879 moves, e=0.846, loss: 819.8, -, 3.7% elo% vs. random_no_suicide, avg. reward: 13.528, 1.638 sec/game, 4.7 min. total, 479.2 MB
fifth_squid v3 211 games, 156648 moves, e=0.845, loss: 827.9, -, 3.6% elo% vs. random_no_suicide, avg. reward: 13.532, 1.639 sec/game, 4.8 min. total, 479.8 MB
fifth_squid v3 212 games, 157364 moves, e=0.844, loss: 867.3, -, 3.6% elo% vs. random_no_suicide, avg. reward: 13.518, 1.630 sec/game, 4.8 min. total, 481.2 MB
fifth_squid v3 213 games, 158272 moves, e=0.843, loss: 849.0, -, 3.6% elo% vs. random_no_suicide, avg. reward: 13.503, 1.641 sec/game, 4.8 min. total, 481.0 MB
fifth_squid v3 214 games, 159038 moves, e=0.843, loss: 869.1, -, 3.6% elo% vs. random_no_suicide, avg. reward: 13.487, 1.643 sec/game, 4.8 min. total, 481.4 MB
fifth_squid v3 215 games, 159811 moves, e=0.842, loss: 849.2, -, 3.5% elo% vs. random_no_suicide, avg. reward: 13.480, 1.643 sec/game, 4.9 min. total, 481.4 MB
fifth_squid v3 216 games, 160505 moves, e=0.841, loss: 811.9, -, 3.5% elo% vs. random_no_suicide, avg. reward: 13.476, 1.621 sec/game, 4.9 min. total, 481.5 MB
fifth_squid v3 217 games, 161342 moves, e=0.840, loss: 861.0, -, 3.5% elo% vs. random_no_suicide, avg. reward: 13.459, 1.642 sec/game, 4.9 min. total, 481.0 MB
fifth_squid v3 218 games, 162198 moves, e=0.839, loss: 873.7, -, 3.5% elo% vs. random_no_suicide, avg. reward: 13.429, 1.654 sec/game, 5.0 min. total, 481.4 MB
fifth_squid v3 219 games, 163062 moves, e=0.839, loss: 880.2, -, 3.5% elo% vs. random_no_suicide, avg. reward: 13.430, 1.646 sec/game, 5.0 min. total, 481.4 MB
fifth_squid v3 220 games, 163813 moves, e=0.838, loss: 889.8, -, 3.4% elo% vs. random_no_suicide, avg. reward: 13.434, 1.644 sec/game, 5.0 min. total, 482.1 MB
fifth_squid v3 221 games, 164544 moves, e=0.837, loss: 905.1, -, 3.4% elo% vs. random_no_suicide, avg. reward: 13.418, 1.633 sec/game, 5.0 min. total, 481.6 MB
fifth_squid v3 222 games, 165348 moves, e=0.836, loss: 946.1, -, 3.4% elo% vs. random_no_suicide, avg. reward: 13.423, 1.637 sec/game, 5.1 min. total, 482.7 MB
fifth_squid v3 223 games, 165983 moves, e=0.836, loss: 962.2, -, 3.4% elo% vs. random_no_suicide, avg. reward: 13.420, 1.618 sec/game, 5.1 min. total, 483.5 MB
fifth_squid v3 224 games, 166892 moves, e=0.835, loss: 922.9, -, 3.4% elo% vs. random_no_suicide, avg. reward: 13.421, 1.624 sec/game, 5.1 min. total, 483.1 MB
fifth_squid v3 225 games, 167679 moves, e=0.834, loss: 951.6, -, 3.3% elo% vs. random_no_suicide, avg. reward: 13.426, 1.622 sec/game, 5.1 min. total, 483.7 MB
fifth_squid v3 226 games, 168487 moves, e=0.833, loss: 942.3, -, 3.3% elo% vs. random_no_suicide, avg. reward: 13.427, 1.624 sec/game, 5.2 min. total, 483.1 MB
fifth_squid v3 227 games, 169262 moves, e=0.832, loss: 973.2, -, 3.3% elo% vs. random_no_suicide, avg. reward: 13.435, 1.614 sec/game, 5.2 min. total, 483.5 MB
fifth_squid v3 228 games, 169918 moves, e=0.832, loss: 921.2, -, 3.3% elo% vs. random_no_suicide, avg. reward: 13.439, 1.603 sec/game, 5.2 min. total, 483.6 MB
fifth_squid v3 229 games, 170711 moves, e=0.831, loss: 957.9, -, 3.3% elo% vs. random_no_suicide, avg. reward: 13.416, 1.589 sec/game, 5.2 min. total, 483.5 MB
fifth_squid v3 230 games, 171395 moves, e=0.830, loss: 989.0, -, 3.2% elo% vs. random_no_suicide, avg. reward: 13.416, 1.575 sec/game, 5.3 min. total, 484.2 MB
fifth_squid v3 231 games, 172155 moves, e=0.830, loss: 979.2, -, 3.2% elo% vs. random_no_suicide, avg. reward: 13.413, 1.566 sec/game, 5.3 min. total, 484.3 MB
fifth_squid v3 232 games, 172872 moves, e=0.829, loss: 902.4, -, 3.2% elo% vs. random_no_suicide, avg. reward: 13.424, 1.563 sec/game, 5.3 min. total, 484.5 MB
fifth_squid v3 233 games, 173625 moves, e=0.828, loss: 908.2, -, 3.2% elo% vs. random_no_suicide, avg. reward: 13.425, 1.544 sec/game, 5.3 min. total, 485.6 MB
fifth_squid v3 234 games, 174252 moves, e=0.827, loss: 908.0, -, 3.2% elo% vs. random_no_suicide, avg. reward: 13.428, 1.538 sec/game, 5.4 min. total, 486.2 MB
fifth_squid v3 235 games, 175156 moves, e=0.827, loss: 909.5, -, 3.1% elo% vs. random_no_suicide, avg. reward: 13.429, 1.551 sec/game, 5.4 min. total, 486.1 MB
fifth_squid v3 236 games, 175976 moves, e=0.826, loss: 892.6, -, 3.1% elo% vs. random_no_suicide, avg. reward: 13.413, 1.571 sec/game, 5.4 min. total, 486.4 MB
fifth_squid v3 237 games, 176861 moves, e=0.825, loss: 933.2, -, 3.1% elo% vs. random_no_suicide, avg. reward: 13.428, 1.571 sec/game, 5.4 min. total, 486.4 MB
fifth_squid v3 238 games, 177684 moves, e=0.824, loss: 908.7, -, 3.1% elo% vs. random_no_suicide, avg. reward: 13.413, 1.571 sec/game, 5.5 min. total, 486.1 MB
fifth_squid v3 239 games, 178523 moves, e=0.823, loss: 895.8, -, 3.1% elo% vs. random_no_suicide, avg. reward: 13.417, 1.565 sec/game, 5.5 min. total, 486.4 MB
fifth_squid v3 240 games, 179321 moves, e=0.822, loss: 982.7, -, 3.1% elo% vs. random_no_suicide, avg. reward: 13.417, 1.568 sec/game, 5.5 min. total, 486.6 MB
fifth_squid v3 241 games, 180095 moves, e=0.822, loss: 960.1, -, 3.0% elo% vs. random_no_suicide, avg. reward: 13.398, 1.570 sec/game, 5.6 min. total, 486.6 MB
fifth_squid v3 242 games, 180906 moves, e=0.821, loss: 981.5, -, 3.0% elo% vs. random_no_suicide, avg. reward: 13.396, 1.578 sec/game, 5.6 min. total, 488.7 MB
fifth_squid v3 243 games, 181729 moves, e=0.820, loss: 1021.9, -, 3.0% elo% vs. random_no_suicide, avg. reward: 13.399, 1.595 sec/game, 5.6 min. total, 488.7 MB
fifth_squid v3 244 games, 182541 moves, e=0.819, loss: 1023.3, -, 3.0% elo% vs. random_no_suicide, avg. reward: 13.392, 1.591 sec/game, 5.6 min. total, 489.2 MB
fifth_squid v3 245 games, 183290 moves, e=0.819, loss: 1026.4, -, 3.0% elo% vs. random_no_suicide, avg. reward: 13.382, 1.583 sec/game, 5.7 min. total, 489.0 MB
fifth_squid v3 246 games, 184058 moves, e=0.818, loss: 1019.0, -, 3.0% elo% vs. random_no_suicide, avg. reward: 13.394, 1.569 sec/game, 5.7 min. total, 489.6 MB
fifth_squid v3 247 games, 184808 moves, e=0.817, loss: 1123.9, -, 2.9% elo% vs. random_no_suicide, avg. reward: 13.395, 1.568 sec/game, 5.7 min. total, 489.6 MB
fifth_squid v3 248 games, 185544 moves, e=0.816, loss: 1058.8, -, 2.9% elo% vs. random_no_suicide, avg. reward: 13.379, 1.581 sec/game, 5.7 min. total, 489.8 MB
fifth_squid v3 249 games, 186285 moves, e=0.816, loss: 1038.9, -, 2.9% elo% vs. random_no_suicide, avg. reward: 13.375, 1.579 sec/game, 5.8 min. total, 489.3 MB
fifth_squid v3 250 games, 186952 moves, e=0.815, loss: 1057.2, -, 2.9% elo% vs. random_no_suicide, avg. reward: 13.377, 1.570 sec/game, 5.8 min. total, 489.7 MB
fifth_squid v3 251 games, 187637 moves, e=0.814, loss: 1060.7, -, 2.9% elo% vs. random_no_suicide, avg. reward: 13.377, 1.568 sec/game, 5.8 min. total, 489.3 MB
fifth_squid v3 252 games, 188541 moves, e=0.813, loss: 1108.3, -, 2.9% elo% vs. random_no_suicide, avg. reward: 13.361, 1.582 sec/game, 5.8 min. total, 489.7 MB
fifth_squid v3 253 games, 189326 moves, e=0.813, loss: 1092.2, -, 2.9% elo% vs. random_no_suicide, avg. reward: 13.355, 1.594 sec/game, 5.9 min. total, 490.7 MB
fifth_squid v3 254 games, 190175 moves, e=0.812, loss: 1064.9, -, 2.8% elo% vs. random_no_suicide, avg. reward: 13.351, 1.601 sec/game, 5.9 min. total, 490.8 MB
fifth_squid v3 255 games, 191034 moves, e=0.811, loss: 1108.1, -, 2.8% elo% vs. random_no_suicide, avg. reward: 13.355, 1.599 sec/game, 5.9 min. total, 490.5 MB
fifth_squid v3 256 games, 191923 moves, e=0.810, loss: 1059.9, -, 2.8% elo% vs. random_no_suicide, avg. reward: 13.354, 1.604 sec/game, 6.0 min. total, 490.6 MB
fifth_squid v3 257 games, 192708 moves, e=0.809, loss: 1062.6, -, 2.8% elo% vs. random_no_suicide, avg. reward: 13.356, 1.595 sec/game, 6.0 min. total, 490.5 MB
fifth_squid v3 258 games, 193619 moves, e=0.808, loss: 1107.8, -, 2.8% elo% vs. random_no_suicide, avg. reward: 13.364, 1.596 sec/game, 6.0 min. total, 490.0 MB
fifth_squid v3 259 games, 194453 moves, e=0.807, loss: 1104.8, -, 2.8% elo% vs. random_no_suicide, avg. reward: 13.373, 1.605 sec/game, 6.0 min. total, 490.5 MB
fifth_squid v3 260 games, 195199 moves, e=0.807, loss: 1092.1, -, 2.8% elo% vs. random_no_suicide, avg. reward: 13.375, 1.595 sec/game, 6.1 min. total, 490.2 MB
fifth_squid v3 261 games, 196088 moves, e=0.806, loss: 1126.4, -, 2.7% elo% vs. random_no_suicide, avg. reward: 13.364, 1.606 sec/game, 6.1 min. total, 491.7 MB
fifth_squid v3 262 games, 196780 moves, e=0.805, loss: 1132.1, -, 2.7% elo% vs. random_no_suicide, avg. reward: 13.363, 1.595 sec/game, 6.1 min. total, 493.2 MB
fifth_squid v3 263 games, 197470 moves, e=0.805, loss: 1084.0, -, 2.7% elo% vs. random_no_suicide, avg. reward: 13.372, 1.587 sec/game, 6.1 min. total, 493.7 MB
fifth_squid v3 264 games, 198317 moves, e=0.804, loss: 1022.2, -, 2.7% elo% vs. random_no_suicide, avg. reward: 13.379, 1.590 sec/game, 6.2 min. total, 494.0 MB
fifth_squid v3 265 games, 199145 moves, e=0.803, loss: 1030.7, -, 2.7% elo% vs. random_no_suicide, avg. reward: 13.373, 1.600 sec/game, 6.2 min. total, 493.4 MB
fifth_squid v3 266 games, 199969 moves, e=0.802, loss: 992.1, -, 2.7% elo% vs. random_no_suicide, avg. reward: 13.368, 1.620 sec/game, 6.2 min. total, 494.2 MB
fifth_squid v3 267 games, 200929 moves, e=0.801, loss: 1020.8, -, 2.7% elo% vs. random_no_suicide, avg. reward: 13.365, 1.638 sec/game, 6.3 min. total, 494.1 MB
fifth_squid v3 268 games, 201714 moves, e=0.800, loss: 1029.3, -, 2.7% elo% vs. random_no_suicide, avg. reward: 13.383, 1.639 sec/game, 6.3 min. total, 494.1 MB
fifth_squid v3 269 games, 202691 moves, e=0.799, loss: 1022.9, -, 2.6% elo% vs. random_no_suicide, avg. reward: 13.373, 1.663 sec/game, 6.3 min. total, 493.7 MB
fifth_squid v3 270 games, 203440 moves, e=0.799, loss: 1019.5, -, 2.6% elo% vs. random_no_suicide, avg. reward: 13.368, 1.674 sec/game, 6.3 min. total, 495.2 MB
fifth_squid v3 271 games, 204408 moves, e=0.798, loss: 1076.9, -, 2.6% elo% vs. random_no_suicide, avg. reward: 13.370, 1.700 sec/game, 6.4 min. total, 495.8 MB
fifth_squid v3 272 games, 205216 moves, e=0.797, loss: 1016.8, -, 2.6% elo% vs. random_no_suicide, avg. reward: 13.377, 1.706 sec/game, 6.4 min. total, 496.2 MB
fifth_squid v3 273 games, 206026 moves, e=0.796, loss: 1028.3, -, 2.6% elo% vs. random_no_suicide, avg. reward: 13.381, 1.698 sec/game, 6.4 min. total, 496.2 MB
fifth_squid v3 274 games, 206829 moves, e=0.795, loss: 997.2, -, 2.6% elo% vs. random_no_suicide, avg. reward: 13.396, 1.699 sec/game, 6.5 min. total, 496.3 MB
fifth_squid v3 275 games, 207611 moves, e=0.794, loss: 1067.9, -, 2.6% elo% vs. random_no_suicide, avg. reward: 13.380, 1.692 sec/game, 6.5 min. total, 496.2 MB
fifth_squid v3 276 games, 208498 moves, e=0.794, loss: 1054.0, -, 2.6% elo% vs. random_no_suicide, avg. reward: 13.398, 1.693 sec/game, 6.5 min. total, 496.5 MB
fifth_squid v3 277 games, 209354 moves, e=0.793, loss: 1003.0, -, 2.5% elo% vs. random_no_suicide, avg. reward: 13.384, 1.703 sec/game, 6.5 min. total, 496.0 MB
fifth_squid v3 278 games, 210207 moves, e=0.792, loss: 959.4, -, 2.5% elo% vs. random_no_suicide, avg. reward: 13.381, 1.704 sec/game, 6.6 min. total, 497.0 MB
fifth_squid v3 279 games, 211162 moves, e=0.791, loss: 956.5, -, 2.5% elo% vs. random_no_suicide, avg. reward: 13.379, 1.711 sec/game, 6.6 min. total, 496.6 MB
fifth_squid v3 280 games, 212059 moves, e=0.790, loss: 963.4, -, 2.5% elo% vs. random_no_suicide, avg. reward: 13.381, 1.740 sec/game, 6.6 min. total, 497.1 MB
fifth_squid v3 281 games, 212899 moves, e=0.789, loss: 935.2, -, 2.5% elo% vs. random_no_suicide, avg. reward: 13.398, 1.744 sec/game, 6.7 min. total, 497.5 MB
fifth_squid v3 282 games, 213752 moves, e=0.788, loss: 943.5, -, 2.5% elo% vs. random_no_suicide, avg. reward: 13.392, 1.748 sec/game, 6.7 min. total, 498.4 MB
fifth_squid v3 283 games, 214649 moves, e=0.787, loss: 973.6, -, 2.5% elo% vs. random_no_suicide, avg. reward: 13.392, 1.765 sec/game, 6.7 min. total, 498.1 MB
fifth_squid v3 284 games, 215446 moves, e=0.787, loss: 967.4, -, 2.5% elo% vs. random_no_suicide, avg. reward: 13.400, 1.767 sec/game, 6.8 min. total, 498.7 MB
